,Concept_ID,udm,os
1373,sprechen::V,вераськыны,дзурын
1374,reden::V,вераськыны,ныхас кӕнын
1375,sich unterhalten::V,вераськыны,ныхас кæнын
1376,fragen::V,юаны,фӕрсын
1377,bitten::V,курыны,курын
1378,erzählen::V,вераны,радзурын
1379,erzählen::V,вераны,ратаурæгъ кæнын
1380,erzählen::V,мадьыны,радзурын
1381,erzählen::V,мадьыны,ратаурæгъ кæнын
1382,mitteilen::V,ивортыны,фехъусын кæнын
1383,nennen::V,шуыны,хонын
1384,rufen::V,ӧтьыны,сидын
1385,prahlen::V,ушъяськыны,ӕппӕлын
1386,übersetzen::V,берыктыны,ратæлмац кæнын
1387,denken::V,малпаны,ӕнхъӕлын
1388,denken::V,малпаны,хъуыды кӕнын
1389,glauben::V,оскыны,уырнын
1390,bemerken::V,адӟыны,фенын
1391,erkennen::V,тодыны,базонын
1392,begreifen::V,валаны,ӕмбарын
1393,begreifen::V,валаны,бамбарын
1394,verstehen::V,валаны,
1395,lernen::V,дышетскыны,ахуыр кӕнын
1396,wissen::V,тодыны,зонын
1397,sich erinnern an::V,тодэ вайыны,зæрдыл æрлæууын
1398,sich erinnern an::V,тодэ вайыны,æрымысын
1399,sich erinnern an::V,тодэ вайыны,æрбаймысын
1400,sich erinnern an::V,тодэ вайыны,æрхъуыды кæнын
1401,vergessen::V,вунэтыны,ферох кæнын
1402,vergessen::V,вунэтыны,айрох кæнын
1403,messen::V,мертаны,барын
1404,zählen::V,лыдъяны,нымайын
1405,rechnen::V,лыдъяны,хынцын
1406,lesen::V,лыдӟыны,кӕсын
1407,lesen::V,лыдӟыны,фӕрсын
1408,malen::V,суреданы,ныв кӕнын
1409,zeichnen::V,суреданы,ныв кӕнын
1410,schreiben::V,гожъяны,фыссын
1411,besitzen::V,луыны,хицау уын
1412,kaufen::V,басьтыны,балхӕнын
1413,verkaufen::V,вузаны,уӕй кӕнын
1414,bezahlen::V,тырыны,бафидын
1415,zahlen::V,тырыны,фидын
1416,beherrschen::V,кузёяськыны,æлдариуæг кæнын
1417,ertragen::V,чиданы,бавзарын
