,Concept_ID,udm,os
132,Wurzel::N,выжы,уидаг
133,Baum::N,пу,бӕлас
134,Stamm::N,модос,хӕтӕл
135,Rinde::N,сул,цъар
136,Ast::N,ул,арх
137,Zweig::N,вай,къалиу
138,Blatt::N,куар,сыф
139,Birke::N,кызьпу,бæрз
140,Kiefer[Baum]::N,пужым,нӕзы
141,Weide[Baum]::N,бадьпу,хӕрис
142,Tanne::N,кыз,наз
143,Horn::N,сюр,сыкъа
144,Feder::N,тылы,сис
145,Fell::N,ку,царм
146,Flügel::N,бурд,базыр
147,Klaue::N,гижы,ных
148,Kralle::N,пыд,дзӕмбы
149,Schwanz::N,быж,къӕдзил
150,Ei::N,пуз,айк
151,Ei::N,кукей,айк
152,Nest::N,кар,ахстон
153,Nest::N,пузкар,ахстон
154,Bau::N,кар,хуынкъ
155,Bau::N,гу,хуынкъ
156,Tier::N,пӧйшур,сырд
157,Tier::N,пӧйшур,цӕрӕгой
158,Herde::N,уллё,дзуг
159,Herde::N,уллё,рӕгъау
160,Kuh::N,скал,хъуг
161,Bulle::N,ош,гал
162,Bulle::N,пороз,гал
163,Pferd::N,вал,бӕх
164,Schaf::N,ыж,фыс
165,Schwein::N,парсь,хуы
166,Hund::N,пуны,куыдз
167,Katze::N,коӵыш,гӕды
168,Bär::N,гондыр,арс
169,Eichhörnchen::N,коньы,æхсæрæг
170,Elch::N,койык,цæгатаг саг
171,Fuchs::N,ӟичы,рувас
172,Hase::N,кеч,тæрхъус
173,Maus::N,шыр,мыст
174,Wolf::N,кион,бирӕгъ
175,Vogel::N,тылобурдо,цъиу
176,Vogel::N,тылобурдо,маргъ
177,Schwarm::N,уллё,бал
178,Huhn::N,курег,карк
179,Hahn::N,атас,уасӕг
180,Gans::N,ӟазег,хъаз
181,Adler::N,ӧрзи,цӕргӕс
182,Ente::N,ӵӧж,ацц
183,Eule::N,кучыран, уыг
184,Eule::N,кучыран,сидахъ
185,Kranich::N,тури,зырнæг
186,Kranich::N,тури,хърихъупп
187,Krähe::N,куака,халон
188,Kuckuck::N,кикы,гаккук
189,Schwan::N,юсь,доныхъаз
190,Fisch::N,чорыг,кӕсаг
191,Barsch::N,юш,окунь
192,Hecht::N,чипей,хихор кӕсаг
193,Schlange[Tier]::N,кый,калм
194,Wurm::N,нумыр,зулкъ
195,Wurm::N,нумыр,къуыдыргалм
196,Spinne::N,чонари,хӕлуарӕг
197,Ameise::N,кузьыли,мæлдзыг
198,Laus::N,тэй,сыст
199,Mücke::N,нымы,къогъо
200,Mücke::N,чибинь,къогъо
201,Fliege::N,кут,бындз
202,Schmetterling::N,бубыли,гæлæбу
203,Beere::N,узы-боры,гагадыргъ
204,Apfel::N,яблок,фӕткъуы
205,Pilz::N,губи,зокъо
206,Pilz::N,губи,къозо
207,Zwiebel::N,сугон,хъӕдындз
208,Saat::N,кидыс,тауинаг
209,Saat::N,кидыс,мыггаг
210,Korn::N,тысь,мыггаг
211,Korn::N,тысь,тауинаг
212,Heu::N,турын,хос
213,Schale::N,кыд,цъар
214,Grube::N,гу,урм
215,Grube::N,гу,къахт
216,Grube::N,гу,дзыхъхъ
217,Grube::N,гоп,урм
218,Grube::N,гоп,къахт
219,Grube::N,гоп,дзыхъхъ
220,Falle::N,налик,цъысым
221,Falle::N,налик,къӕппӕг
222,Schlinge::N,гиӟ,цасм
223,Schlinge::N,герд,цасм
224,Spur::N,пытьы,фæд
225,Spur::N,бервыл,фæд
226,Asche::N,пень,фӕнык
227,Asche::N,пень,ӕртхутӕг
228,Dreck::N,дэри,цъыф
229,Eisen::N,корт,ӕфсӕйнаг
230,Gold::N,зарни,сыгъзӕрин
231,Silber::N,азвесь,ӕвзист
232,Kohle::N,эгыр,ӕвзалы
233,Glas::N,стекло,авг
234,Glas::N,пияла,авг
235,Lehm::N,сюй,ӕлыг
236,Sand::N,луо,змис
237,Mensch::N,мурт,лӕг
238,Mensch::N,мурт,адӕймаг
239,Mensch::N,мурт,удгоймаг
240,Mensch::N,адями,лӕг
241,Mensch::N,адями,адӕймаг
242,Mensch::N,адями,удгоймаг
243,Mann::N,воргорон,лӕг
244,Mann::N,воргорон,нӕлгоймаг
245,Frau::N,кышномурт,сылгоймаг
246,Kind::N,нуны,сывӕллон
247,Kind::N,пинал,сывӕллон
248,Junge::N,пи,лӕппу
249,Mädchen::N,ныл,чызг
250,Familie::N,семья,бинонтæ
251,Großvater::N,песятай,фыдыфыд
252,Großvater::N,песятай,мадыфыд
253,Großvater::N,пересь атай,фыдыфыд
254,Großvater::N,пересь атай,мадыфыд
255,Großmutter::N,песянай,фыды мад
256,Großmutter::N,песянай,мады мад
257,Großmutter::N,пересь анай,фыды мад
258,Großmutter::N,пересь анай,мады мад
259,Eltern::N,атай-анай,ныййарджытæ
260,Eltern::N,бубы-мумы,ныййарджытæ
261,Vater::N,айы,фыд
262,Vater::N,атай,фыд
263,Mutter::N,мумы,мад
264,Sohn::N,пи,фырт
265,Tochter::N,ныл,чызг
266,Bruder::N,агай,ӕфсымӕр
267,Schwester::N,апа,хо
268,Schwester::N,сузэр,хо
269,Onkel::N,агай,фыдыфсымӕр
270,Tante::N,апа,мадыхо
271,Tante::N,кенак,мадыхо
272,Ehemann::N,карт,мой
273,Ehefrau::N,кышно,ус
274,Freude::N,шумпотон,цин
275,Freude::N,шумпотон,циндзинад
276,Gelächter::N,горем,худын
277,Gelächter::N,горем,худт
278,Gelächter::N,горем,худæг
279,Glück::N,шуд,амонд
280,Kummer::N,кайгу,хъыг
281,Kummer::N,куректон,хъыг
282,Wunsch::N,мылпотон,бӕллиц
283,Lust::N,потон,монц
284,Geist::N,лул,уд
285,Gedanke::N,малпан,хъуыды
286,Gedächtnis::N,йырсазь,мысæн
287,Gedächtnis::N,йырсазь,мысын
288,Gedächtnis::N,йырсазь,зæрдылдарын
289,Gedächtnis::N,тодэваён,мысæн
290,Gedächtnis::N,тодэваён,мысын
291,Gedächtnis::N,тодэваён,зæрдылдарын
292,Verstand::N,йырвизь,зонд
293,Sinn::N,смысл,нысаниуæг
294,Grund::N,муг,ӕфсон
295,Grund::N,ньӧм,ӕфсон
296,Wahrheit::N,зэм,æцæг
297,Wahrheit::N,шонер,æцæг
298,Gespräch::N,вераськон,ныхас
299,Märchen::N,выжыкыл,аргъау
300,Erzählung::N,верос,радзырд
301,Nachricht::N,ивор,уац
302,Neuigkeit::N,выльивор,хабар
303,Name::N,ним,ном
304,Rätsel::N,мадькыл,уыци-уыци
305,Rätsel::N,мадькыл,базон-базон
306,Rede::N,верам,раныхас
307,Sprache::N,кыл,ӕвзаг
308,Stimme::N,куара,хъӕлӕс
309,Wort::N,кыл,дзырд
310,Zeichen::N,пус,нысан
311,Zeichen::N,тодмет,нысан
312,Ruf::N,ӧтён,сидт
313,Ruf::N,чортон,сидт
314,Lärm::N,ӵашетон,уынæр
315,Laut::N,куара,зӕл
316,Laut::N,куара,мыр
317,Ton::N,куара,мыр
318,Lied::N,кырӟан,зарӕг
319,Ruhe::N,чалмыт улон,æнцой
320,Leute::N,адямиос,адӕм
321,Volk::N,калык,адӕм
322,Arbeit::N,уж,фӕллой
323,Gast::N,куно,уазӕг
324,Geschenk::N,салам,хуын
325,Geschenk::N,кузьым,хуын
326,Spiel::N,шудон,хъазт
327,Gesellschaft::N,калык,дзыллæ
328,Gesellschaft::N,калык,æхсæнад
329,Hilfe::N,юрттон,æххуыс
330,Hilfe::N,юрттон,ахъаз
331,Freund::N,эш,лымӕн
332,Freund::N,юлтош,лымӕн
333,Kamerad::N,тодмо,ӕмбал
334,Angelegenheit::N,уж,хъуыддаг
335,Anzahl::N,лыд,бӕрц
336,Art::N,тус,хуыз
337,Art::N,тус,хуызад
338,Stück::N,юдэс,кæрдих
339,Stück::N,юдэс,комдзаг
340,Teil::N,люкет,хай
341,Hälfte::N,ӝыны,æрдæг
342,Hälfte::N,ӝыны,æмбис
343,Kreis::N,котырес,зиллакк
344,Kreuz::N,крест,дзуар
345,Linie::N,гож,хахх
346,Strich::N,гож,хахх
347,Abstand::N,вис,æхсæнуат
348,Abstand::N,кусып,æхсæнуат
349,Entfernung::N,кусып,дæрддзæг
350,Entfernung::N,кусып,дардцæг
351,Gegend::N,инты,ран
352,Platz::N,инты,бууат
353,Ort::N,инты,ран
354,Ort::N,инты,бынат
355,Ort::N,места,ран
356,Ort::N,места,бынат
357,Seite::N,пал,фахс
358,Mitte::N,шор,астӕу
359,Gegenstand::N,арбери,дзаума
360,Sache::N,котыр,дзаума
361,Rand::N,дур,кӕрон
362,Rand::N,шаер,кӕрон
363,Kante::N,дур,фӕрск
364,Ecke::N,сэрег,тигъ
365,Ecke::N,сэрег,фисын
366,Spitze::N,йыл,бырынкъ
367,Ende::N,пум,кӕрон
368,Loch::N,пась,хуынкъ
369,Winkel::N,сэрег,къуым
370,Muster::N,пужы,нывæфтыд
371,Muster::N,пужы,кæдзист
372,Größe::N,быдӟала,ас
373,Länge::N,кузьдала,дӕргъ
374,Höhe::N,ӝуждала,бæрзонд
375,Höhe::N,ӝуждала,бæрзæнд
376,Höhe::N,ӝуждала,бæрзонддзинад
377,Gewicht::N,сектала,уӕз
378,Gewicht::N,секытлык,уӕз
379,Menge::N,лыд,бӕрц
380,Menge::N,лыдпус,бӕрц
381,Haufen::N,люк,кӕри
382,Reihe::N,чур,рӕнхъ
383,Boot::N,пыж,чема
384,Boot::N,лодка,чема
385,Ruder::N,полыс,къохар
386,Schlitten::N,додьы,дзоныгъ
387,Ski::N,куас,къахдзоныгътæ
388,Ski::N,куас,лыжæтæ
389,Lagerfeuer::N,тылскем,арт
390,Last::N,секыт,уаргъ
391,Gang::N,ветлон,цыд
392,Schritt::N,вамыш,санчъех
393,Schritt::N,вамыш,къахдзӕф
394,Norden::N,уйпал,цæгат
395,Süden::N,лымшор,хуссар
396,Westen::N,шунды пуксён,ныгуылæн
397,Osten::N,шунды ӝужан,скæсæн
398,Holz::N,пу,хъӕдӕрмӕг
399,Brett::N,пул,фæйнæг
400,Platte::N,плита,къӕй
401,Stütze::N,пыкет,быцæу
402,Stange::N,пуӵ,хъил
403,Stock::N,боды,лӕдзӕг
404,Stab::N,пуӵ,хъил
405,Stab::N,боды,хъил
406,Rohr::N,труба,хӕтӕл
407,Haus::N,юрт,хӕдзар
408,Heim::N,корка,къона
409,Ofen::N,гур,пец
410,Fußboden::N,выж,астӕрд
411,Tisch::N,ӝӧк,стъол
412,Stuhl::N,пукон,бандон
413,Wiege::N,кӧкы,авдæн
414,Wiege::N,зыбка,авдæн
415,Bett::N,валес,сынтӕг
416,Regal::N,ӝажы,тӕрхӕг
417,Regal::N,ӝажы,уӕлвӕйнӕг
418,Kiste::N,ящик,асыкк
419,Fenster::N,укно,рудзынг
420,Fenster::N,укно,фæрссаг
421,Fenster::N,косяк,рудзынг
422,Fenster::N,косяк,фæрссаг
423,Tür::N,ӧс,дуар
424,Tor::N,ӟезьы,кулдуар
425,Zaun::N,забор,æмбонд
426,Zaun::N,забор,быру
427,Zaun::N,забор,гæрæн
428,Dach::N,липет,уӕлхӕдзар
429,Leiter::N,падӟа,асин
430,Besen::N,ӵужон,уисой
431,Besen::N,исьнер,уисой
432,Spaten::N,лопатка,бел
433,Schaufel::N,ютырон,æвгæнæн
434,Schaufel::N,ютырон,кæфой
435,Gabel::N,тэчы,вилкæ
436,Gabel::N,вилка,вилкæ
437,Löffel::N,пуньы,уидыг
438,Messer::N,пурт,кард
439,Nagel::N,кортӵог,зӕгӕл
440,Netz::N,сеть,хыз
441,Haken::N,курик,хæдз
442,Haken::N,курик,хæбырæгъ
443,Griff::N,ныд,фистон
444,Schloss::N,тунгон,гуыдыр
445,Bild::N,суред,ныв
446,Figur::N,фигура,кæрдгæныв
447,Puppe::N,мунё,чындз
448,Beutel::N,пуйы,дзӕкъул
449,Bündel::N,керттэт,баст
450,Tasche::N,пуйы,хызын
451,Tasche::N,пуйы,дзæкъул
452,Tasche::N,сумка,хызын
453,Tasche::N,сумка,дзæкъул
454,Eimer::N,ведра,къæрта
455,Eimer::N,ведра,чъыбыла
456,Eimer::N,ведра,ведра
457,Deckel::N,ӵоксэт,сæр
458,Deckel::N,ӵоксэт,æмбæрзæн
459,Geschirr::N,тусьты-пуньы,мигæнæн
460,Geschirr::N,тусьты-пуньы,мигæнæнтæ
461,Sack::N,пуйы,голлаг
462,Tasse::N,ӵаша,пиала
463,Tasse::N,ӵаша,къус
464,Topf::N,миска,аг
465,Topf::N,миска,чысыл аг
466,Kessel::N,пурты,аг
467,Essen::N,сиськон,хӕрд
468,Nahrung::N,сион,хойраг
469,Speise::N,сиён,хӕринаг
470,Fleisch::N,сӥль,дзидза
471,Fleisch::N,сӥль,фыдызгъӕл
472,Getreide::N,ю тысь,халсар
473,Brei::N,ӝук,кас
474,Brot::N,нянь,дзул
475,Scheibe::N,шорем,къӕбӕр
476,Fett::N,кӧй,сой
477,Butter::N,вӧй,нӕлхӕ
478,Öl::N,вӧй,зети
479,Salz::N,сылал,цӕхх
480,Suppe::N,шыд,бас
481,Honig::N,чечы,мыд
482,Milch::N,йӧл,ӕхсыр
483,Tee::N,чай,цай
484,Leder::N,сурон,мæскуы
485,Wolle::N,гон,фӕсмын
486,Wolle::N,ыжгон,фӕсмын
487,Stoff::N,куэм,хъуымац
488,Nadel::N,вень,судзин
489,Faden::N,сӥньыс,ӕндах
490,Knopf::N,бирды,цӕппӕр
491,Knoten::N,герд,ӕлхынцъ
492,Farbe::N,буёл,ахорæн
493,Kleidung::N,дӥсь,дарӕс
494,Hemd::N,дэрем,хӕдон
495,Kragen::N,сирес,æфцæггот
496,Ärmel::N,саес,дыс
497,Hose::N,брюки,хæлаф
498,Hose::N,брюки,æддаг хæлаф
499,Hose::N,брюки,салбар
500,Hose::N,штань,хæлаф
501,Hose::N,штань,æддаг хæлаф
502,Hose::N,штань,салбар
503,Gürtel::N,кускерттон,рон
504,Mütze::N,ызьы,худ
505,Schuh::N,ботинка,басмахъ
506,Stiefel::N,сапег,цырыхъхъ
507,Ring::N,зундэс,къухдарӕн
508,Band::N,лента,лент
509,Kamm::N,сын,сӕрвасӕн
510,Spiegel::N,синучкон,айдæн
511,Spiegel::N,синучкон,кæсæн
512,Riemen::N,е,гӕрз
513,Schnur::N,гозы,бӕндӕн
514,Leine::N,думет,
515,Decke::N,шобрет,хъӕццул
516,Kissen::N,миндэр,баз
517,Tuch::N,кышет,кæлмæрзæн
518,Tuch::N,кышет,кæрдæн
519,Handtuch::N,ӵушкон,хисæрфæн
520,Kraft::N,кать,тых
521,Kraft::N,кать,хъомыс
522,Kraft::N,ӟигар,тых
523,Kraft::N,ӟигар,хъомыс
524,Stärke::N,юнлык,тых
525,Stärke::N,юнлык,æхсар
526,Gesundheit::N,тазалык,æнæниздзинад
527,Krankheit::N,висён,низ
528,Krankheit::N,висён,рын
529,Schmerz::N,висён,рис
530,Wunde::N,яра,цӕф
531,Fieber::N,кезег,ризӕг
532,Fieber::N,кезег,тӕфсӕг
533,Arznei::N,эмъюм,хос
534,Brücke::N,выж,хид
535,Brunnen::N,колдэч,цъай
536,Weide::N,возь,хизæн
537,Weide::N,возь,хизæнуат
538,Weide::N,возь,сæрвæт
539,Pfad::N,сюрес,къахвæндаг
540,Pfad::N,сюрес,къахвæд
541,Weg::N,сюрес,фӕндаг
542,Straße::N,сюрес,фӕндаг
543,Dorf::N,гурт,хъӕу
544,Stadt::N,кар,сахар
545,Stadt::N,город,сахар
546,Brief::N,гожтэт,фыстӕг
547,Buch::N,книга,чиныг
548,Buchstabe::N,буква,дамгъӕ
549,Zeitung::N,газет,газет
550,Leben::N,улон,цард
551,Leben::N,улон,цӕрӕнбон
552,Tod::N,кулон,мæлæт
553,Tod::N,кулон,адзал
554,Grab::N,шайгу,ингӕн
555,Kirche::N,черк,аргъуан
556,Sünde::N,сьӧлык,тæригъæд
557,Gott::N,ӥнмар,хуыцау
558,Arbeiter::N,рабочий,кусæг
559,Chef::N,начальник,ӕмцег
560,Meister::N,кибашлы,мастер
561,Meister::N,кибашлы,дæсны
562,Arzt::N,врач,хосгæнæг
563,Arzt::N,врач,дохтыр
564,Lehrer::N,дышетӥсь,ахуыргæнæг
565,Geld::N,уксё,ӕхца
566,Geld::N,коньдон,ӕхца
567,Geschäft::N,уж,бизнес
568,Geschäft::N,уж,хъуыддаг
569,Laden::N,магазин,дукани
570,Preis::N,дун,аргъ
571,Ware::N,вуз,базайраг
572,Nutzen::N,пайда,пайда
573,Reichtum::N,узырлык,хъæздыгдзинад
574,Reichtum::N,узырлык,исбон
575,Reichtum::N,узырлык,мулк
576,Welt::N,дунне,дуне
577,Land::N,шаер,бӕстӕ
578,Staat::N,кун,паддзахад
579,König::N,эксэй,къарол
580,Macht::N,власть,хицаудзинад
581,Grenze::N,кунгож,арӕн
582,Krieg::N,ож,хӕст
583,Feind::N,тушмон,знаг
584,Feind::N,тушмон,фыдгул
585,Feind::N,тушмон,фыдзæрдæ
586,Feind::N,тушмон,сон
587,Gewalt::N,эриктэман,тыхми
588,Gewalt::N,эриктэман,тыхдзинад
589,Kampf::N,нюръяськон,хæст
590,Kampf::N,нюръяськон,хъæбысæйхæст
591,Kampf::N,нюръяськон,тох
592,Bogen[Waffe]::N,пукыӵ,ӕрдын
593,Pfeil::N,пукыӵ вень,фат
594,Gewehr::N,пыӵал,топп
595,Fehler::N,янгыш,рӕдыд
596,Lüge::N,пӧян,мӕнг
597,Lüge::N,пӧян,гӕдыдзинад
598,Lüge::N,алдан,мӕнг
599,Lüge::N,алдан,гӕдыдзинад
600,Lüge::N,ӧрекчан,мӕнг
601,Lüge::N,ӧрекчан,гӕдыдзинад
602,Schaden::N,изъян,зиан
603,Unglück::N,куректон,бæллæх
604,Unglück::N,шудтэме усён,бæллæх
605,Schuld::N,янгыш,азым
606,Alter::N,арлыд,кар
607,Schluss::N,пум,кæрон
608,Zeit::N,дыр,рӕстӕг
609,Tag::N,нунал,бон
610,Morgen::N,ӵукна,райсом
611,Mittag::N,лымшор,æмбисбон
612,Abend::N,ӝыт,изӕр
613,Abend::N,акшан,изӕр
614,Nacht::N,уй,ӕхсӕв
615,Woche::N,арня,къуыри
616,Monat::N,толэзь,мӕй
617,Jahr::N,ар,аз
618,Jahr::N,ар,афӕдз
619,Frühling::N,тулыс,уалдзæг
620,Sommer::N,гужем,сӕрд
621,Herbst::N,сӥзьыл,фæззæг
622,Winter::N,тол,зымӕг
623,Januar::N,выльартолэзь,январь
624,Februar::N,тулыспал,февраль
625,März::N,южтолэзь,мартъи
626,April::N,оштолэзь,апрель
627,Mai::N,куартолэзь,май
628,Juni::N,вожотолэзь,июнь
629,Juli::N,пӧсьтолэзь,июль
630,August::N,гудырикошкон,август
631,September::N,куарусён,сентябрь
632,Oktober::N,выльӝуктолэзь,октябрь
633,November::N,шуркынмон,ноябрь
634,Dezember::N,толсур,декабрь
635,Montag::N,вордӥськон,къуырисæр
636,Dienstag::N,вторник,дыццæг
637,Mittwoch::N,вирнунал,æртыццæг
638,Donnerstag::N,покчиарня,цыппæрæм
639,Freitag::N,удмуртарня,майрæмбон
640,Samstag::N,кӧснунал,сабат
641,Sonntag::N,арня,хуыцаубон
642,groß::A,бадӟым,дынджыр
643,klein::A,пичи,гыццыл
644,lang::A,кузь,даргъ
645,kurz::A,вакчи,цыбыр
646,breit::A,паськыт,фӕтӕн
647,schmal::A,сюлэг,нарӕг
648,schmal::A,сюлэг,уынгӕг
649,dicht::A,ӵем,бæзджын
650,dicht::A,ӵем,тар
651,dick[Gegenstand]::A,зӧк,сӕвджын
652,dünn::A,векчи,тæнæг
653,fein::A,векчи,лыстӕг
654,fest::A,юн,фидар
655,fest::A,юн,хъӕддых
656,fest::A,чурыт,фидар
657,fest::A,чурыт,хъӕддых
658,flach::A,ӵошкыт,тъӕпӕн
659,glatt::A,гылыт,лӕгъз
660,glatt::A,вольыт,лӕгъз
661,hart::A,чурыт,хъӕбӕр
662,weich::A,небыт,фӕлмӕн
663,rund::A,котырес,тымбыл
664,spitz::A,йылсо,цыргъбырынкъ
665,spitz::A,йылсо,цыргъфындз
666,scharf::A,лэчыт,цыргъ
667,stumpf::A,ныж,къуымых
668,schwer::A,секыт,уӕззау
669,schön::A,чебер,аив
670,schön::A,чебер,рӕсугъд
671,heiß::A,пӧсь,тӕвд
672,warm::A,шуныт,хъарм
673,kalt::A,кезьыт,уазал
674,kühl::A,юзмыт,сатæг
675,kühl::A,юзмыт,уазалгомау
676,kühl::A,салкым,сатæг
677,kühl::A,салкым,уазалгомау
678,frisch::A,выль,сатæг
679,feucht::A,мускыт,уымӕл
680,nass::A,котмем,хуылыдз
681,trocken::A,кӧс,хус
682,voll::A,тыр,дзаг
683,voll::A,тыр,йедзаг 
684,leer::A,буш,афтид
685,leer::A,тырттэм,афтид
686,offen::A,усьтэм,гом
687,geschlossen::A,ӵогам,æхгæд
688,geschlossen::A,пунням,æхгæд
689,sauber::A,ӝикыт,сыгъдæг
690,sauber::A,чылкыт,сыгъдæг
691,schmutzig::A,нӧд,чъиллон
692,roh::A,ыль,хом
693,reif::A,вуэм,рӕгъӕд
694,lecker::A,ческыт,хӕрзад
695,süß::A,ческыт,адджын
696,bitter::A,курыт,судзаг
697,sauer::A,чырс,туаг
698,hell::A,югыт,рухс
699,dunkel::A,пеймыт,талынг
700,schwarz::A,сьӧд,сау
701,weiß::A,тӧдьы,урс
702,rot::A,горд,сырх
703,gelb::A,ӵуж,бур
704,blau::A,лыз,цъӕх
705,grün::A,вож,цъӕх
706,grün::A,вож,кӕрдӕгхуыз
707,grau::A,пурысь,цъӕх
708,grau::A,пурысь,фӕныкхуыз
709,bunt::A,куӵо,хъулон
710,bunt::A,куӵо,гæрæм
711,billig::A,дунтэм,аслам
712,teuer::A,дуно,зынаргъ
713,wertvoll::A,дуно,зынаргъ
714,blind::A,сукыр,куырм
715,blind::A,синтэм,куырм
716,taub::A,пельтэм,къуырма
717,kräftig::A,кужмо,домбай
718,kräftig::A,кужмо,тыхджын
719,stark::A,юн,тыхджын
720,stark::A,кужмо,тыхджын
721,schwach::A,ляб,ӕнӕбон
722,schwach::A,начар,ӕнӕбон
723,fett::A,кӧй,нард
724,schlank::A,веськыт,гуырвидыц
725,schlank::A,веськыт,хæрзконд
726,schlank::A,веськыт,рæхснæг
727,schlank::A,веськыт,сагамад
728,schlank::A,веськрес,гуырвидыц
729,schlank::A,веськрес,хæрзконд
730,schlank::A,веськрес,рæхснæг
731,schlank::A,веськрес,сагамад
732,hübsch::A,чебер,аив
733,hübsch::A,чебер,рӕсугъд
734,hübsch::A,синмаськымон,аив
735,hübsch::A,синмаськымон,рӕсугъд
736,böse::A,лек,фыдзӕрдӕ
737,dumm::A,шузи,ӕдылы
738,dumm::A,визьтэм,ӕдылы
