,Concept_ID,ar,udm
64,Himmel::N,سماء,ин
65,Sonne::N,شمس,шунды
66,Mond::N,قمر,толэзь
67,Stern::N,نجم,кизили
68,Stern::N,كوكب,кизили
69,Luft::N,هواء,омыр
70,Wind::N,ريح,тӧл
71,Welle::N,موجة,тулкым
72,Wasser::N,ماء,ву
73,Stein::N,حجر,из
74,Boden::N,تراب,музъем
75,Erde::N,أرض,му
76,Staub::N,غبار,пыль
77,Rauch::N,دخان,ӵын
78,Funke::N,شرارة,гизьы
79,Feuer::N,نار,тыл
80,Licht::N,نور,тыл
81,Licht::N,ضوء,тыл
82,Schatten::N,ظل,вужер
83,Schatten::N,فيء,вужер
84,Wetter::N,جو,куазь
85,Wetter::N,طقس,куазь
86,Nebel::N,ضباب,бус
87,Wolke::N,غيمة,пилем
88,Wolke::N,سحابة,пилем
89,Regen::N,مطر,зор
90,Schnee::N,ثلج,лымы
91,Eis::N,جليد,йӧ
92,Frost::N,صقيع,кезьыт
93,Kälte::N,برد,кезьыт
94,Hitze::N,حر,пӧсь
95,Hitze::N,حرارة,пӧсь
96,Raureif::N,صقيع,гӧр
97,Regenbogen::N,قوس قزح,вуюись
98,Donner::N,رعد,гудыри
99,Strömung::N,تيار,бызён
100,Tropfen::N,قطرة,шапык
101,Schaum::N,زبد,шукы
102,Schaum::N,رغوة,шукы
103,Schmutz::N,وسخ,нӧд
104,Schmutz::N,وسخ,дэри
105,See::N,بحيرة,ты
106,Sumpf::N,مستنقع,нюр
107,Moor::N,مستنقع,нюр
108,Wiese::N,مرج,возь
109,Wiese::N,مرج,возьвыл
110,Wald::N,غابة,сик
111,Wald::N,غابة,нюлэс
112,Hügel::N,تل,выр
113,Hügel::N,تل,вырйыл
114,Anhöhe::N,تل,выр
115,Anhöhe::N,تل,вырйыл
116,Berg::N,جبل,гурезь
117,Gipfel::N,قمة,йыл
118,Höhle::N,كهف,гу
119,Abhang::N,منحدر,бам
120,Quelle::N,منبع,ошмес
121,Bach::N,مجرى,пичи шур
122,Fluss::N,نهر,шур
123,Ufer::N,ضفة,ярдур
124,Küste::N,ساحل,вудур
125,Festland::N,بر,мувыр
126,Meer::N,بحر,зарезь
127,Bucht::N,خليج,вукож
128,Insel::N,جزيرة,вумуӵ
129,Insel::N,جزيرة,шормуӵ
130,Blume::N,زهرة,сяська
131,Gras::N,حشيش,турын
132,Wurzel::N,أصل,выжы
133,Baum::N,شجرة,пу
134,Stamm::N,جذع,модос
135,Rinde::N,قشرة,сул
136,Ast::N,فرع,ул
137,Zweig::N,غصن,вай
138,Blatt::N,ورقة,куар
139,Birke::N,قضبان,кызьпу
140,Kiefer[Baum]::N,صنوبرة,пужым
141,Weide[Baum]::N,صفصاف,бадьпу
142,Tanne::N,شوح,кыз
143,Tanne::N,تبوب,кыз
144,Horn::N,قرن,сюр
145,Feder::N,ريشة,тылы
146,Fell::N,فرو,ку
147,Flügel::N,جناح,бурд
148,Klaue::N,مخلب,гижы
149,Kralle::N,مخلب,пыд
150,Schwanz::N,ذيل,быж
151,Ei::N,بيض,пуз
152,Ei::N,بيض,кукей
153,Nest::N,عش,кар
154,Nest::N,عش,пузкар
155,Bau::N,جحر,кар
156,Bau::N,جحر,гу
157,Tier::N,حيوان,пӧйшур
158,Herde::N,قطيع,уллё
159,Kuh::N,بقرة,скал
160,Bulle::N,ثور,ош
161,Bulle::N,ثور,пороз
162,Pferd::N,خيل,вал
163,Schaf::N,شاة,ыж
164,Schwein::N,خنزير,парсь
165,Hund::N,كلب,пуны
166,Katze::N,قطة,коӵыш
167,Bär::N,دب,гондыр
168,Eichhörnchen::N,سنجاب,коньы
169,Elch::N,موظ,койык
170,Fuchs::N,ثعلب,ӟичы
171,Hase::N,أرنب,кеч
172,Maus::N,فأرة,шыр
173,Wolf::N,ذئب,кион
174,Vogel::N,طير,тылобурдо
175,Schwarm::N,سرب,уллё
176,Huhn::N,دجاجة,курег
177,Hahn::N,ديك,атас
178,Gans::N,وزة,ӟазег
179,Adler::N,نسر,ӧрзи
180,Ente::N,بطة,ӵӧж
181,Eule::N,بوم,кучыран
182,Kranich::N,كركي,тури
183,Krähe::N,غراب,куака
184,Kuckuck::N,وقواق,кикы
185,Schwan::N,إوز عراقي,юсь
186,Fisch::N,سمك,чорыг
187,Barsch::N,فرخ أوربي,юш
188,Hecht::N,سمك الكراكي,чипей
189,Schlange[Tier]::N,حية,кый
190,Schlange[Tier]::N,ثعبان,кый
191,Wurm::N,دودة,нумыр
192,Spinne::N,عنكبوت,чонари
193,Ameise::N,نملة,кузьыли
194,Laus::N,قملة,тэй
195,Mücke::N,ناموسة,нымы
196,Mücke::N,ناموسة,чибинь
197,Fliege::N,ذبابة,кут
198,Schmetterling::N,فراشة,бубыли
199,Beere::N,حبة,узы-боры
200,Apfel::N,تفاح,яблок
201,Pilz::N,فطر,губи
202,Zwiebel::N,بصل,сугон
203,Saat::N,زرع,кидыс
204,Korn::N,حبة,тысь
205,Heu::N,دريس,турын
206,Schale::N,قشرة,кыд
207,Grube::N,نقرة,гу
208,Grube::N,نقرة,гоп
209,Falle::N,فخ,налик
210,Falle::N,مصيدة,налик
211,Schlinge::N,عروة,гиӟ
212,Schlinge::N,عروة,герд
213,Spur::N,أثر,пытьы
214,Spur::N,أثر,бервыл
215,Asche::N,رماد,пень
216,Dreck::N,قذر,дэри
217,Eisen::N,حديد,корт
218,Gold::N,ذهب,зарни
219,Silber::N,فضة,азвесь
220,Kohle::N,فحم,эгыр
221,Glas::N,زجاج,стекло
222,Glas::N,زجاج,пияла
223,Lehm::N,طين,сюй
224,Sand::N,رمل,луо
225,Mensch::N,إنسان,мурт
226,Mensch::N,إنسان,адями
227,Mann::N,رجل,воргорон
228,Frau::N,امرأة,кышномурт
229,Kind::N,طفل,нуны
230,Kind::N,طفل,пинал
231,Junge::N,ولد,пи
232,Mädchen::N,بنت,ныл
233,Familie::N,عائلة,семья
234,Großvater::N,جد,песятай
235,Großvater::N,جد,пересь атай
236,Großmutter::N,جدة,песянай
237,Großmutter::N,جدة,пересь анай
238,Eltern::N,أبوان,атай-анай
239,Eltern::N,أبوان,бубы-мумы
240,Eltern::N,والدان,атай-анай
241,Eltern::N,والدان,бубы-мумы
242,Vater::N,أب,айы
243,Vater::N,أب,атай
244,Mutter::N,أم,мумы
245,Sohn::N,إبن,пи
246,Tochter::N,بنت,ныл
247,Tochter::N,إبنة,ныл
248,Bruder::N,أخ,агай
249,Bruder::N,شقيق,агай
250,Schwester::N,أخت,апа
251,Schwester::N,أخت,сузэр
252,Onkel::N,عم,агай
253,Tante::N,عمة,апа
254,Tante::N,عمة,кенак
255,Ehemann::N,زوج,карт
256,Ehefrau::N,زوجة,кышно
257,Freude::N,فرح,шумпотон
258,Freude::N,سرور,шумпотон
259,Gelächter::N,قهقهة,горем
260,Glück::N,سعادة,шуд
261,Kummer::N,غم,кайгу
262,Kummer::N,غم,куректон
263,Wunsch::N,منية,мылпотон
264,Lust::N,شهوة,потон
265,Geist::N,روح,лул
266,Gedanke::N,فكرة,малпан
267,Gedächtnis::N,ذاكرة,йырсазь
268,Gedächtnis::N,ذاكرة,тодэваён
269,Verstand::N,عقل,йырвизь
270,Sinn::N,معنى,смысл
271,Grund::N,سبب,муг
272,Grund::N,سبب,ньӧм
273,Wahrheit::N,حقيقة,зэм
274,Wahrheit::N,حقيقة,шонер
275,Gespräch::N,محادثة,вераськон
276,Märchen::N,خرافة,выжыкыл
277,Erzählung::N,قصة,верос
278,Erzählung::N,حكاية,верос
279,Nachricht::N,خبر,ивор
280,Neuigkeit::N,خبر جديد,выльивор
281,Name::N,اسم,ним
282,Rätsel::N,لغز,мадькыл
283,Rede::N,خطبة,верам
284,Sprache::N,لغة,кыл
285,Stimme::N,صوت,куара
286,Wort::N,كلمة,кыл
287,Zeichen::N,رمز,пус
288,Zeichen::N,رمز,тодмет
289,Zeichen::N,إشارة,пус
290,Zeichen::N,إشارة,тодмет
291,Ruf::N,نداء,ӧтён
292,Ruf::N,نداء,чортон
293,Lärm::N,صخب,ӵашетон
294,Lärm::N,ضجة,ӵашетон
295,Laut::N,صوت,куара
296,Ton::N,نغمة,куара
297,Lied::N,أغنية,кырӟан
298,Ruhe::N,هدوء,чалмыт улон
299,Leute::N,ناس,адямиос
300,Volk::N,شعب,калык
301,Arbeit::N,عمل,уж
302,Gast::N,ضيف,куно
303,Geschenk::N,هدية,салам
304,Geschenk::N,هدية,кузьым
305,Spiel::N,لعب,шудон
306,Gesellschaft::N,صحبة,калык
307,Hilfe::N,عون,юрттон
308,Hilfe::N,مساعدة,юрттон
309,Freund::N,صديق,эш
310,Freund::N,صديق,юлтош
311,Kamerad::N,زميل,тодмо
312,Angelegenheit::N,أمر,уж
313,Angelegenheit::N,شأن,уж
314,Anzahl::N,عدد,лыд
315,Art::N,نوع,тус
316,Stück::N,قطعة,юдэс
317,Teil::N,قسم,люкет
318,Hälfte::N,نصف,ӝыны
319,Kreis::N,دائرة,котырес
320,Kreuz::N,صليب,крест
321,Linie::N,خط,гож
322,Strich::N,شرطة,гож
323,Abstand::N,مسافة,вис
324,Abstand::N,مسافة,кусып
325,Entfernung::N,بعد,кусып
326,Gegend::N,ناحية,инты
327,Platz::N,فراغ,инты
328,Ort::N,مكان,инты
329,Ort::N,مكان,места
330,Seite::N,جانب,пал
331,Mitte::N,وسط,шор
332,Gegenstand::N,موضوع,арбери
333,Sache::N,شيء,котыр
334,Rand::N,حافة,дур
335,Rand::N,حافة,шаер
336,Kante::N,حافة,дур
337,Ecke::N,ركن,сэрег
338,Spitze::N,سن,йыл
339,Ende::N,طرف,пум
340,Loch::N,ثقب,пась
341,Winkel::N,زاوية,сэрег
342,Muster::N,عينة,пужы
343,Größe::N,حجم,быдӟала
344,Länge::N,طول,кузьдала
345,Höhe::N,علو,ӝуждала
346,Höhe::N,ارتفاع,ӝуждала
347,Gewicht::N,وزن,сектала
348,Gewicht::N,وزن,секытлык
349,Menge::N,كمية,лыд
350,Menge::N,كمية,лыдпус
351,Haufen::N,كوم,люк
352,Reihe::N,صف,чур
353,Boot::N,قارب,пыж
354,Boot::N,قارب,лодка
355,Boot::N,زورق,пыж
356,Boot::N,زورق,лодка
357,Ruder::N,مجذاف,полыс
358,Schlitten::N,مزلقة,додьы
359,Ski::N,زلاجة,куас
360,Lagerfeuer::N,نار المخيم,тылскем
361,Last::N,حمل,секыт
362,Gang::N,مشية,ветлон
363,Schritt::N,خطوة,вамыш
364,Norden::N,شمال,уйпал
365,Süden::N,جنوب,лымшор
366,Westen::N,غرب,шунды пуксён
367,Osten::N,شرق,шунды ӝужан
368,Holz::N,خشب,пу
369,Brett::N,لوح,пул
370,Platte::N,صفيحة,плита
371,Stütze::N,سند,пыкет
372,Stütze::N,دعامة,пыкет
373,Stange::N,عود,пуӵ
374,Stock::N,عصا,боды
375,Stab::N,قضيب,пуӵ
376,Stab::N,قضيب,боды
377,Rohr::N,أنبوبة,труба
378,Haus::N,دار,юрт
379,Haus::N,بيت,юрт
380,Heim::N,بيت,корка
381,Heim::N,مسكن,корка
382,Ofen::N,مدفأة,гур
383,Fußboden::N,أرضية,выж
384,Tisch::N,مائدة,ӝӧк
385,Stuhl::N,كرسي,пукон
386,Wiege::N,مهد,кӧкы
387,Wiege::N,مهد,зыбка
388,Bett::N,سرير,валес
389,Regal::N,رف,ӝажы
390,Kiste::N,صندوق,ящик
391,Fenster::N,شباك,укно
392,Fenster::N,شباك,косяк
393,Fenster::N,نافذة,укно
394,Fenster::N,نافذة,косяк
395,Tür::N,باب,ӧс
396,Tor::N,بوابة,ӟезьы
397,Zaun::N,سياج,забор
398,Dach::N,سطح,липет
399,Leiter::N,سلم,падӟа
400,Besen::N,مكنسة,ӵужон
401,Besen::N,مكنسة,исьнер
402,Spaten::N,مسحاة,лопатка
403,Schaufel::N,مجرفة,ютырон
404,Gabel::N,شوكة,тэчы
405,Gabel::N,شوكة,вилка
406,Löffel::N,ملعقة,пуньы
407,Messer::N,سكين,пурт
408,Nagel::N,مسمار,кортӵог
409,Netz::N,شبكة,сеть
410,Haken::N,خطاف,курик
411,Haken::N,صنارة,курик
412,Griff::N,قبضة,ныд
413,Schloss::N,قفل,тунгон
414,Bild::N,صورة,суред
415,Figur::N,تمثال,фигура
416,Puppe::N,دمية,мунё
417,Beutel::N,كيس,пуйы
418,Bündel::N,ربطة,керттэт
419,Tasche::N,شنطة,пуйы
420,Tasche::N,شنطة,сумка
421,Tasche::N,محفظة,пуйы
422,Tasche::N,محفظة,сумка
423,Eimer::N,سطل,ведра
424,Eimer::N,جردل,ведра
425,Deckel::N,سداد,ӵоксэт
426,Geschirr::N,أوان,тусьты-пуньы
427,Sack::N,زكيبة,пуйы
428,Tasse::N,فنجان,ӵаша
429,Topf::N,قدر,миска
430,Topf::N,طنجرة,миска
431,Kessel::N,قدر,пурты
432,Kessel::N,غلاية,пурты
433,Essen::N,طعام,сиськон
434,Nahrung::N,غذاء,сион
435,Speise::N,أكل,сиён
436,Fleisch::N,لحم,сӥль
437,Getreide::N,حبوب,ю тысь
438,Brei::N,عصيدة,ӝук
439,Brot::N,خبز,нянь
440,Scheibe::N,شريحة,шорем
441,Fett::N,سمن,кӧй
442,Butter::N,زبدة,вӧй
443,Öl::N,زيت,вӧй
444,Salz::N,ملح,сылал
445,Suppe::N,حساء,шыд
446,Suppe::N,شربة,шыд
447,Honig::N,عسل,чечы
448,Milch::N,حليب,йӧл
449,Tee::N,شاي,чай
450,Leder::N,جلد,сурон
451,Wolle::N,صوف,гон
452,Wolle::N,صوف,ыжгон
453,Stoff::N,قماش,куэм
454,Nadel::N,إبرة,вень
455,Faden::N,خيط,сӥньыс
456,Knopf::N,زر,бирды
457,Knoten::N,عقدة,герд
458,Farbe::N,صبغة,буёл
459,Kleidung::N,ملابس,дӥсь
460,Hemd::N,قميص,дэрем
461,Kragen::N,ياقة,сирес
462,Ärmel::N,كم,саес
463,Hose::N,سروال,брюки
464,Hose::N,سروال,штань
465,Hose::N,بنطلون,брюки
466,Hose::N,بنطلون,штань
467,Gürtel::N,حزام,кускерттон
468,Mütze::N,طاقية,ызьы
469,Schuh::N,حذاء,ботинка
470,Stiefel::N,جزمة,сапег
471,Stiefel::N,حذاء طويل,сапег
472,Ring::N,حلقة,зундэс
473,Band::N,شريط,лента
474,Kamm::N,مشط,сын
475,Spiegel::N,مرآة,синучкон
476,Riemen::N,سير,е
477,Schnur::N,حبل,гозы
478,Schnur::N,دوبارة,гозы
479,Leine::N,قيد,думет
480,Decke::N,بطانية,шобрет
481,Kissen::N,وسادة,миндэр
482,Tuch::N,منديل,кышет
483,Handtuch::N,فوطة,ӵушкон
484,Handtuch::N,منشفة,ӵушкон
485,Kraft::N,قدرة,кать
486,Kraft::N,قدرة,ӟигар
487,Stärke::N,قوة,юнлык
488,Gesundheit::N,صحة,тазалык
489,Krankheit::N,مرض,висён
490,Schmerz::N,ألم,висён
491,Schmerz::N,وجع,висён
492,Wunde::N,جرح,яра
493,Fieber::N,حمى,кезег
494,Arznei::N,دواء,эмъюм
495,Brücke::N,جسر,выж
496,Brunnen::N,بئر,колдэч
497,Weide::N,مرعى,возь
498,Pfad::N,درب,сюрес
499,Weg::N,سكة,сюрес
500,Straße::N,طريق,сюрес
501,Dorf::N,قرية,гурт
502,Stadt::N,مدينة,кар
503,Stadt::N,مدينة,город
504,Brief::N,خطاب,гожтэт
505,Brief::N,مكتوب,гожтэт
506,Buch::N,كتاب,книга
507,Buchstabe::N,حرف,буква
508,Zeitung::N,جريدة,газет
509,Leben::N,عيش,улон
510,Leben::N,حياة,улон
511,Tod::N,موت,кулон
512,Tod::N,وفاة,кулон
513,Grab::N,قبر,шайгу
514,Kirche::N,كنيسة,черк
515,Sünde::N,خطيئة,сьӧлык
516,Gott::N,إله,ӥнмар
517,Arbeiter::N,عامل,рабочий
518,Chef::N,رئيس,начальник
519,Meister::N,أسطى,кибашлы
520,Arzt::N,طبيب,врач
521,Lehrer::N,مدرس,дышетӥсь
522,Geld::N,نقود,уксё
523,Geld::N,نقود,коньдон
524,Geschäft::N,صفقة,уж
525,Laden::N,دكان,магазин
526,Preis::N,سعر,дун
527,Ware::N,بضاعة,вуз
528,Nutzen::N,فائدة,пайда
529,Reichtum::N,غنى,узырлык
530,Reichtum::N,ثروة,узырлык
531,Welt::N,عالم,дунне
532,Welt::N,دنيا,дунне
533,Land::N,بلد,шаер
534,Staat::N,دولة,кун
535,König::N,ملك,эксэй
536,Macht::N,سلطة,власть
537,Grenze::N,حدود,кунгож
538,Krieg::N,حرب,ож
539,Feind::N,عدو,тушмон
540,Gewalt::N,عنف,эриктэман
541,Kampf::N,قتال,нюръяськон
542,Bogen[Waffe]::N,قوس,пукыӵ
543,Pfeil::N,سهم,пукыӵ вень
544,Gewehr::N,بندقية,пыӵал
545,Fehler::N,خطأ,янгыш
546,Lüge::N,كذب,пӧян
547,Lüge::N,كذب,алдан
548,Lüge::N,كذب,ӧрекчан
549,Schaden::N,تلف,изъян
550,Unglück::N,نحس,куректон
551,Unglück::N,نحس,шудтэме усён
552,Schuld::N,ذنب,янгыш
553,Alter::N,سن,арлыд
554,Alter::N,عمر,арлыд
555,Schluss::N,ختام,пум
556,Schluss::N,نهاية,пум
557,Zeit::N,وقت,дыр
558,Tag::N,يوم,нунал
559,Morgen::N,صباح,ӵукна
560,Mittag::N,ظهر,лымшор
561,Abend::N,مساء,ӝыт
562,Abend::N,مساء,акшан
563,Nacht::N,ليلة,уй
564,Woche::N,أسبوع,арня
565,Monat::N,شهر,толэзь
566,Jahr::N,عام,ар
567,Jahr::N,سنة,ар
568,Frühling::N,ربيع,тулыс
569,Sommer::N,صيف,гужем
570,Herbst::N,خريف,сӥзьыл
571,Winter::N,شتاء,тол
572,Januar::N,يناير,выльартолэзь
573,Januar::N,كانون الثاني,выльартолэзь
574,Februar::N,شباط,тулыспал
575,Februar::N,فبراير,тулыспал
576,März::N,آذار,южтолэзь
577,März::N,مارس,южтолэзь
578,April::N,نيسان,оштолэзь
579,Mai::N,مايو,куартолэзь
580,Juni::N,يونيو,вожотолэзь
581,Juni::N,حزيران,вожотолэзь
582,Juli::N,تموز,пӧсьтолэзь
583,Juli::N,يوليو,пӧсьтолэзь
584,August::N,آب,гудырикошкон
585,August::N,أغسطس,гудырикошкон
586,September::N,أيلول,куарусён
587,September::N,سبتمبر,куарусён
588,Oktober::N,أكتوبر,выльӝуктолэзь
589,Oktober::N,تشرين الأول,выльӝуктолэзь
590,November::N,نوفمبر,шуркынмон
591,November::N,تشرين الثاني,шуркынмон
592,Dezember::N,ديسمبر,толсур
593,Dezember::N,كانون الأول,толсур
594,Montag::N,يوم الاثنين,вордӥськон
595,Dienstag::N,يوم الثلاثاء,вторник
596,Mittwoch::N,يوم الأربعاء,вирнунал
597,Donnerstag::N,يوم الخميس,покчиарня
598,Freitag::N,يوم الجمعة,удмуртарня
599,Samstag::N,يوم السبت,кӧснунал
600,Sonntag::N,يوم الأحد,арня
601,groß::A,كبير,бадӟым
602,klein::A,صغير,пичи
603,lang::A,طويل,кузь
604,kurz::A,قصير,вакчи
605,breit::A,واسع,паськыт
606,schmal::A,ضيق,сюлэг
607,dicht::A,كث,ӵем
608,dicht::A,كثيف,ӵем
609,dick[Gegenstand]::A,غليظ,зӧк
610,dünn::A,رفيع,векчи
611,fein::A,رقيق,векчи
612,fest::A,متين,юн
613,fest::A,متين,чурыт
614,flach::A,سهل,ӵошкыт
615,flach::A,منبسط,ӵошкыт
616,glatt::A,ناعم,гылыт
617,glatt::A,ناعم,вольыт
618,hart::A,صلب,чурыт
619,hart::A,جامد,чурыт
620,weich::A,لين,небыт
621,rund::A,مستدير,котырес
622,spitz::A,مدبب,йылсо
623,scharf::A,حاد,лэчыт
624,stumpf::A,ثالم,ныж
625,schwer::A,ثقيل,секыт
626,schön::A,جميل,чебер
627,heiß::A,حار,пӧсь
628,heiß::A,ساخن,пӧсь
629,warm::A,دافئ,шуныт
630,kalt::A,بارد,кезьыт
631,kühl::A,قر,юзмыт
632,kühl::A,قر,салкым
633,frisch::A,طازج,выль
634,feucht::A,رطب,мускыт
635,nass::A,مبلول,котмем
636,trocken::A,جاف,кӧс
637,voll::A,ملء,тыр
638,leer::A,خال,буш
639,leer::A,خال,тырттэм
640,leer::A,فارغ,буш
641,leer::A,فارغ,тырттэм
642,offen::A,مفتوح,усьтэм
643,geschlossen::A,مغلق,ӵогам
644,geschlossen::A,مغلق,пунням
645,sauber::A,نظيف,ӝикыт
646,sauber::A,نظيف,чылкыт
647,schmutzig::A,قذر,нӧд
648,roh::A,نيء,ыль
649,reif::A,ناضج,вуэм
650,lecker::A,لذيذ,ческыт
651,süß::A,حلو,ческыт
652,bitter::A,مر,курыт
653,sauer::A,حامض,чырс
654,hell::A,نير,югыт
655,dunkel::A,مظلم,пеймыт
656,schwarz::A,أسود,сьӧд
657,weiß::A,أبيض,тӧдьы
658,rot::A,أحمر,горд
659,gelb::A,أصفر,ӵуж
660,blau::A,أزرق,лыз
661,grün::A,أخضر,вож
662,grau::A,رمادي,пурысь
663,bunt::A,ملوب,куӵо
664,billig::A,رخيص,дунтэм
665,teuer::A,غال,дуно
666,wertvoll::A,ثمين,дуно
667,blind::A,أعمى,сукыр
668,blind::A,أعمى,синтэм
669,taub::A,أصم,пельтэм
670,taub::A,أطرش,пельтэм
671,kräftig::A,قوي,кужмо
672,stark::A,قوي,юн
673,stark::A,قوي,кужмо
674,schwach::A,ضعيف,ляб
675,schwach::A,ضعيف,начар
676,fett::A,سمين,кӧй
677,schlank::A,أهيف,веськыт
678,schlank::A,أهيف,веськрес
679,hübsch::A,جميل,чебер
680,hübsch::A,جميل,синмаськымон
681,böse::A,رديء,лек
682,dumm::A,أبله,шузи
683,dumm::A,أبله,визьтэм
684,dumm::A,أحمق,шузи
685,dumm::A,أحمق,визьтэм
686,faul::A,كسلان,азьтэм
687,fleißig::A,مجتهد,сюлмо
688,geizig::A,بخيل,сук
689,klug::A,ذكي,визьмо
690,klug::A,عاقل,визьмо
691,geschickt::A,ماهر,усто
692,geschickt::A,ماهر,быгатӥсь
693,lieb::A,عزيز,мусо
694,lustig::A,مرح,шулдыр
695,sanft::A,حليم,мусо
696,sanft::A,حليم,эрке
697,hungrig::A,جائع,сютэм
698,krank::A,مريض,висись
699,nackt::A,عار,гольык
700,traurig::A,حزين,мӧзмыт
701,lebendig::A,حي,улэп
702,gut::A,جيد,ӟеч
703,gut::A,جيد,умой
704,schlecht::A,سيء,урод
705,schlecht::A,سيء,алама
706,richtig::A,صحيح,шонер
707,schlimm::A,خبيث,алама
708,wahr::A,حق,зэмос
709,alt::A,قديم,вуж
710,neu::A,جديد,выль
711,ehemalig::A,سابق,азьвылэз
712,alt[Lebewesen]::A,مسن,пересь
713,jung::A,شاب,егит
714,jung::A,شاب,пинал
715,jung::A,صغير,егит
716,jung::A,صغير,пинал
717,arm::A,فقير,начар
718,arm::A,فقير,куанер
719,reich::A,غني,узыр
720,bekannt::A,معلوم,тодмо
721,berühmt::A,مشهور,дано
722,fremd::A,أجنبي,ят
723,verschieden::A,مختلف,пӧртэм
724,nah::A,قريب,матысь
725,fern::A,بعيد,кыдёкысь
726,linker::A,يسار,паллян
727,rechter::A,يمين,бур
728,rechter::A,يمين,бурпал
729,anderer::A,آخر,мукет
730,erster::A,أول,нырысетӥез
731,zweiter::A,ثان,кыктэтӥез
732,dritter::A,ثالث,кунньметӥез
733,letzter::A,أخير,берло
734,letzter::A,أخير,берпум
735,allein::ADV,وحده,огназ
736,auf einmal::ADV,بالمرة,огдыре
737,zusammen::ADV,معا,ӵош
738,zusammen::ADV,معا,валче
739,lange::ADV,مدة طويلة,кема
740,plötzlich::ADV,فجأة,мапламтэ шорысь
741,sofort::ADV,حالا,али ик
742,sofort::ADV,فورا,али ик
743,später::ADV,فيما بعد,бергес
744,später::ADV,فيما بعد,берлогес
745,jetzt::ADV,الآن,али
746,jetzt::ADV,الآن,табере
747,jetzt::ADV,حاليا,али
748,jetzt::ADV,حاليا,табере
749,heute::ADV,اليوم,туннэ
750,morgen::ADV,غدا,ӵуказе
751,bald::ADV,قريبا,ӝоген
752,dann::ADV,ثم,берло
753,gestern::ADV,أمس,толон
754,gestern::ADV,البارحة,толон
755,einst::ADV,قديما,огпол
756,einst::ADV,قديما,одӥг пол
757,damals::ADV,حينئذ,соку
758,danach::ADV,ثم,собере
759,danach::ADV,بعد ذلك,собере
760,vorher::ADV,من قبل,азьло
761,vorher::ADV,من قبل,азьвыл
762,vorher::ADV,قبل ذلك,азьло
763,vorher::ADV,قبل ذلك,азьвыл
764,zuerst::ADV,أولا,азьло
765,einmal::ADV,مرة,огпол
766,manchmal::ADV,أحيانا,куддыръя
767,oft::ADV,كثيرا,ӵем
768,immer::ADV,دائما,пыр
769,immer::ADV,دائما,котьку
770,niemals::ADV,لا أبدا,уз ноку
771,hier::ADV,هنا,татын
772,hierhin::ADV,إلى هنا,татчы
773,von hier::ADV,من هنا,татысь
774,dort::ADV,هناك,отӥ
775,dort::ADV,هناك,отын
776,dorthin::ADV,إلى هناك,отчы
777,geradeaus::ADV,إلى الأمام,меӵак
778,vorwärts::ADV,إلى الأمام,азьлань
779,rückwärts::ADV,إلى الوراء,берлань
780,zurück::ADV,عودا,берен
781,zurück::ADV,عودا,берлань
782,zurück::ADV,إلى الخلف,берен
783,zurück::ADV,إلى الخلف,берлань
