,Concept_ID,br,bn
112,Gras::N,geot,ঘাস
113,Wurzel::N,gwrizienn,শিকড়
114,Baum::N,gwezenn,গাছ
115,Stamm::N,kef,স্কন্ধ
116,Rinde::N,rusk,বল্কল
117,Ast::N,barr,শাখা
118,Zweig::N,bod,ডাল
119,Blatt::N,delienn,পর্ণ
120,Birke::N,bezvenn,ভুর্জ
121,Kiefer[Baum]::N,pinenn,পাইন গাছ
122,Weide[Baum]::N,halegenn,উইলো
123,Tanne::N,sapenn,দেবদারূ গাছ
124,Horn::N,korn,শিং
125,Feder::N,pluñv,পালক
126,Fell::N,kreoñ,রোম
127,Flügel::N,askell,ডানা
128,Klaue::N,skilf,নখর
129,Kralle::N,skilf,নখর
130,Schwanz::N,lost,লেজ
131,Ei::N,vi,ডিম
132,Nest::N,neizh,কুলায়
133,Bau::N,douarenn,ডেরা
134,Tier::N,loen,জন্তু
135,Herde::N,tropell,ঝাঁক
136,Kuh::N,buoc'h,গোরু
137,Bulle::N,tarv,বৃষ
138,Pferd::N,marc'h,ঘোড়া
139,Schaf::N,dañvad,ভেড়া
140,Schwein::N,pemoc'h,শূকর
141,Hund::N,ki,কুকুর
142,Katze::N,kazh,বেড়াল
143,Bär::N,arzh,ভল্লুক
144,Eichhörnchen::N,gwiñver,কাঠবিড়াল
145,Elch::N,karv-dour,হরিণবিশেষ
146,Fuchs::N,louarn,পাঁতিশিয়াল
147,Hase::N,gad,শশক
148,Maus::N,logodenn,নেংটি ইঁদুর
149,Wolf::N,bleiz,নেকড়ে
150,Vogel::N,labous,পক্ষী
151,Schwarm::N,nijad,ঝাঁক
152,Huhn::N,yar,মোরগ
153,Hahn::N,kilhog,কুক্কুট
154,Gans::N,gwazenn,হংসী
155,Adler::N,erer,ইগল
156,Ente::N,houad,হংসী
157,Eule::N,toud,পেচক
158,Kranich::N,garan,সারস
159,Krähe::N,bran,কাক
160,Kuckuck::N,koukoug,কোকিল
161,Schwan::N,alarc'h,মরাল
162,Fisch::N,pesk,মাছ
163,Barsch::N,brell,মৎন্যবিশেষ
164,Hecht::N,beked,বানমাছ
165,Schlange[Tier]::N,naer,সর্প
166,Wurm::N,preñv,কীট
167,Spinne::N,kevnidenn,মাকড়সা
168,Ameise::N,merion,পিপীলিকা
169,Laus::N,laouenn,উকুন
170,Mücke::N,moustik,মশা
171,Fliege::N,kelienenn,মাছি
172,Schmetterling::N,balafenn,প্রজাপতি
173,Beere::N,hog,বেরি
174,Apfel::N,aval,আপেল
175,Pilz::N,kabell-touseg,ছত্রক
176,Zwiebel::N,ognonenn,পিয়াজ
177,Saat::N,had,বীজ
178,Korn::N,ed,শস্য
179,Heu::N,foenn,খড়
180,Schale::N,peliadur,খোসা
181,Falle::N,pech,ফাঁদ
182,Schlinge::N,krouglas,পাশ
183,Asche::N,ludu,ভস্ম
184,Dreck::N,fank,ময়লা
185,Eisen::N,houarn,লোহা
186,Gold::N,aour,স্বর্ণ
187,Silber::N,arc'hant,রৌপ্য
188,Kohle::N,glaou,অঙ্গার
189,Glas::N,gwer,কাচ
190,Sand::N,traezh,বালি
191,Mensch::N,den,নর
192,Mensch::N,den,মানুষ
193,Mann::N,den,মানুষ
194,Frau::N,maouez,নারী
195,Kind::N,bugel,বাচ্চা
196,Junge::N,paotr,ছেলে
197,Mädchen::N,plac'h,মেয়ে
198,Familie::N,familh,পরিবার
199,Großvater::N,tad-kozh,মাতামহ
200,Großmutter::N,mamm-gozh,মাতামহী
201,Eltern::N,kerent,মাতাপিতা
202,Vater::N,tad,পিতা
203,Mutter::N,mamm,মাতা
204,Sohn::N,mab,ছেলে
205,Tochter::N,merc'h,মেয়ে
206,Bruder::N,breur,দাদা
207,Schwester::N,c'hoar,বোন
208,Schwester::N,c'hoar,দিদি
209,Onkel::N,eontr,মামা
210,Tante::N,moereb,মাসী
211,Ehemann::N,gwaz,স্বামী
212,Ehefrau::N,gwreg,পত্নী
213,Freude::N,levenez,উল্লাস
214,Gelächter::N,c'hoarzherezh,হাসি
215,Glück::N,chañs,সুখ
216,Kummer::N,doan,দুঃখ
217,Wunsch::N,c'hoant,আকাঙ্ক্ষা
218,Lust::N,c'hoant,বাসনা
219,Geist::N,spered,আত্না
220,Gedanke::N,soñj,চিন্তা
221,Gedächtnis::N,eñvor,স্মরণশক্তি
222,Verstand::N,skiant,মন
223,Sinn::N,ster,পদার্থ
224,Grund::N,kaoz,কারণ
225,Wahrheit::N,gwirionez,সত্য
226,Gespräch::N,kaozeadenn,কথাবার্তা
227,Märchen::N,kaoz korriganez,রূপকথা
228,Erzählung::N,kontadenn,গল্প
229,Nachricht::N,keloù,তথ্য
230,Neuigkeit::N,kelaouenn,খবরাখবর
231,Name::N,anv,নাম
232,Rätsel::N,divinatez,ধাঁধা
233,Rede::N,diskour,বক্তৃতা
234,Sprache::N,yezh,ভাষা
235,Stimme::N,mouezh,স্বর
236,Wort::N,ger,শব্দ
237,Zeichen::N,sin,প্রতীক
238,Ruf::N,galv,ডাক
239,Lärm::N,trouz,হৈচৈ
240,Ton::N,ton,স্বর
241,Lied::N,kanaouenn,গান
242,Ruhe::N,sioulded,শান্তি
243,Leute::N,tud,প্রজাপুঞ্জ
244,Volk::N,pobl,জাতি
245,Arbeit::N,labour,চাকরি
246,Gast::N,kouviad,অতিথি
247,Geschenk::N,prof,উপহার
248,Spiel::N,c'hoari,খেলা
249,Gesellschaft::N,kompagnunezh,সঙ্গিগণ
250,Gesellschaft::N,kavandad,সঙ্গিগণ
251,Hilfe::N,sikour,সাহায্য
252,Freund::N,mignon,বন্ধু
253,Kamerad::N,kamarad,সঙ্গী
254,Angelegenheit::N,afer,বিষয়
255,Anzahl::N,niver,পরিমাণ
256,Art::N,sort,রকম
257,Stück::N,tamm,টুকরো
258,Teil::N,pezh,অংশ
259,Hälfte::N,hanterenn,অর্ধেক
260,Kreis::N,kelc'h,বৃত্ত
261,Kreuz::N,kroaz,ক্রুশ
262,Linie::N,linenn,রেখা
263,Strich::N,tenn,কষি
264,Abstand::N,distok,ফাঁক
265,Entfernung::N,keid,ব্যবধান
266,Entfernung::N,kehid,ব্যবধান
267,Gegend::N,korn-bro,ক্ষেত্র
268,Platz::N,plasenn,জায়গা
269,Ort::N,lec'h,স্থান
270,Seite::N,tu,পার্শ্ব
271,Mitte::N,kreiz,মধ্য
272,Gegenstand::N,tra,জিনিস
273,Sache::N,tra,বস্তু
274,Rand::N,kantenn,কানা
275,Kante::N,kantenn,ধার
276,Ecke::N,korn,কোণ
277,Spitze::N,begell,ডগা
278,Ende::N,dibenn,প্রান্ত
279,Loch::N,toull,গর্ত
280,Muster::N,tresadenn,নমুন্
281,Größe::N,ment,আয়তন
282,Länge::N,hirder,দৈর্ঘ্য
283,Höhe::N,uhelder,উচ্চতা
284,Gewicht::N,pouez,ওজন
285,Menge::N,bern,পরিমাণ
286,Haufen::N,bern,পুঞ্জ
287,Reihe::N,steud,শ্রেণী
288,Boot::N,bag,নৌকা
289,Ruder::N,roeñv,দাঁড়
290,Schlitten::N,trainell,স্নেজ্-গাড়ি
291,Ski::N,ski,শী
292,Last::N,karg,বোঝা
293,Gang::N,kerzh,হণ্টন
294,Schritt::N,paz,পদ
295,Norden::N,norzh,উত্তরদিক্
296,Norden::N,hanternoz,উত্তরদিক্
297,Süden::N,su,দক্ষিণদিক
298,Süden::N,kreisteiz,দক্ষিণদিক
299,Westen::N,kuzh-heol,পশ্চিমদিক্
300,Osten::N,reter,পূর্বদিক
301,Osten::N,sav-heol,পূর্বদিক
302,Holz::N,koad,কাঠ
303,Brett::N,plankenn,তক্তা
304,Platte::N,plakenn,ফলক
305,Stütze::N,harp,নাগদণ্ড
306,Stange::N,sparl,দণ্ড
307,Stock::N,bazh,ছড়ি
308,Stab::N,bazh,যষ্টি
309,Rohr::N,tub,নল
310,Rohr::N,korz,নল
311,Haus::N,ti,ঘর
312,Heim::N,kêr,বাসা
313,Ofen::N,forn,স্টোভ্
314,Fußboden::N,plañchod,গহতল
315,Tisch::N,taol,মেজ
316,Tisch::N,taol,টেবিল
317,Stuhl::N,kador,চেয়ার
318,Stuhl::N,kador,কেদারা
319,Wiege::N,kavell,দোলনা
320,Bett::N,gwele,শয্যা
321,Regal::N,estajerenn,তাক
322,Kiste::N,kased,বাক্স
323,Fenster::N,prenestr,জানালা
324,Tür::N,dor,দ্বার
325,Tor::N,portal,দ্বার
326,Zaun::N,sklotur,বেড়া
327,Dach::N,toenn,ছাদ
328,Leiter::N,skeul,মই
329,Besen::N,skubell,গুল্মবিশেষ
330,Spaten::N,pal,কোদাল
331,Schaufel::N,pal,বেলচা
332,Gabel::N,fourchetez,কাঁটা
333,Löffel::N,loa,চামচ
334,Messer::N,kontell,ছুরি
335,Nagel::N,tach,পেরেক
336,Netz::N,roued,জাল
337,Haken::N,krog,কাচি
338,Griff::N,kemer,হাতল
339,Schloss::N,potenn,তালা
340,Bild::N,skeudenn,ছবি
341,Bild::N,skeudenn,চিত্র
342,Figur::N,skeud,আকার
343,Figur::N,figur,আকার
344,Puppe::N,merc'hodenn,পুতুল
345,Beutel::N,sac'h,বটুয়া
346,Bündel::N,feskenn,আঁটি
347,Tasche::N,sac'h,থলি
348,Eimer::N,sailh,বাল্তি
349,Deckel::N,pallenn,আবরণ
350,Geschirr::N,listriaj,থালা-বাসন
351,Sack::N,sac'h,বস্তা
352,Tasse::N,tas,কাপ
353,Topf::N,pod,পাত্র
354,Kessel::N,chaodouron,কেটলি
355,Essen::N,pred,আহার
356,Nahrung::N,boued,খাদ্য
357,Speise::N,meuz,খাদ্য
358,Fleisch::N,kig,মাংস
359,Getreide::N,ed,শস্য
360,Brei::N,yod,মণ্ড
361,Brot::N,bara,রুটি
362,Scheibe::N,tailhenn,ফালি
363,Fett::N,lard,মেদ
364,Butter::N,amann,মাখন
365,Öl::N,eoul,তৈল
366,Salz::N,holen,নুন
367,Suppe::N,soubenn,শুরুয়া
368,Honig::N,mel,মধু
369,Milch::N,laezh,দুধ
370,Tee::N,te,চা
371,Leder::N,lêr,পাকা চামড়া
372,Wolle::N,gloan,পশম
373,Stoff::N,danvez,বস্ত্র
374,Nadel::N,nadoz,সুচ
375,Faden::N,neudenn,সূত্র
376,Knopf::N,bouton,বোতাম
377,Knoten::N,skoulm,গিঁট
378,Farbe::N,liv,রং
379,Kleidung::N,dilhad,কাপড়
380,Hemd::N,roc'hed,শার্ট
381,Kragen::N,gouzoug,গলবন্ধ
382,Ärmel::N,milgin,আস্তিন্
383,Hose::N,bragoù,ট্রাউজার
384,Gürtel::N,gouriz,কটিবন্ধ
385,Mütze::N,boned,টুপি
386,Schuh::N,botez,জুতো
387,Stiefel::N,botez,বুট
388,Ring::N,gwalenn,আংটি
389,Band::N,bagad,ফিতা
390,Kamm::N,krib,চিরুনি
391,Spiegel::N,melezour,আয়না
392,Riemen::N,lerenn,চাবুক
393,Schnur::N,kordenn,দড়ি
394,Leine::N,roll,শিকল
395,Decke::N,golo,কম্বল
396,Kissen::N,goubenner,উপাধান
397,Tuch::N,mezher,বস্ত্র
398,Handtuch::N,toailhon,তোয়ালে
399,Kraft::N,nerzh,জোর
400,Stärke::N,nerzhder,শক্তি
401,Gesundheit::N,yec'hed,স্বাস্থ্য
402,Krankheit::N,klañved,অসুখ
403,Krankheit::N,klañved,ব্যামো
404,Schmerz::N,poan,যন্ত্রণা
405,Schmerz::N,droug,যন্ত্রণা
406,Wunde::N,gloazadenn,ক্ষত
407,Fieber::N,terzhienn,জ্বর
408,Arznei::N,louzoù,ঔষধ
409,Brücke::N,pont,সেতু
410,Brunnen::N,puñs,কূপ
411,Weide::N,prad,পশুচারণভূমি
412,Pfad::N,gwenodenn,পথ
413,Weg::N,hent,পথ
414,Straße::N,ru,রাস্তা
415,Straße::N,hent,রাস্তা
416,Dorf::N,kêr,গ্রাম
417,Dorf::N,kêriadenn,গ্রাম
418,Stadt::N,kêr,শহর
419,Brief::N,lizher,চিঠি
420,Buch::N,levr,বই
421,Buchstabe::N,lizherenn,অক্ষর
422,Zeitung::N,kazetenn,সংবাদপত্র
423,Leben::N,buhez,জীবন
424,Tod::N,marv,মৃত্যু
425,Grab::N,bez,কবর
426,Kirche::N,iliz,গির্জা
427,Sünde::N,pec'hed,পাপ
428,Gott::N,doue,দেবতা
429,Arbeiter::N,labourer,শ্রমিক
430,Arbeiter::N,micherour,শ্রমিক
431,Chef::N,penn,নেতা
432,Meister::N,mestr,ব্যক্তি
433,Arzt::N,mezeg,চিকিৎসক
434,Arzt::N,medisin,চিকিৎসক
435,Lehrer::N,skolaer,অধ্যাপক
436,Lehrer::N,kelenner,অধ্যাপক
437,Geld::N,arc'hant,মুদ্রা
438,Geld::N,arc'hant,টাকাপয়সা
439,Geschäft::N,stal,ব্যস্ততা
440,Laden::N,stal,দোকান
441,Preis::N,priz,মূল্য
442,Ware::N,marc'hadourezh,পণ্যদ্রব্য
443,Nutzen::N,gounidegezh,সুবিধা
444,Nutzen::N,lañs,সুবিধা
445,Nutzen::N,profit,সুবিধা
446,Nutzen::N,spleit,সুবিধা
447,Reichtum::N,pinvidigezh,ধনদৌলত
448,Welt::N,douar,জগৎ
449,Land::N,bro,খেত
450,Staat::N,stad,রাষ্ট্র
451,König::N,roue,রাজা
452,Macht::N,galloud,প্রভাব
453,Grenze::N,harzoù,সীমা
454,Krieg::N,brezel,যুদ্ধ
455,Feind::N,eneber,শত্রু
456,Gewalt::N,tâerder,জোর
457,Kampf::N,kann,লড়াই
458,Bogen[Waffe]::N,gwareg,ধনুক
459,Pfeil::N,saezh,বাণ
460,Gewehr::N,fuzuilh,বন্দুক
461,Fehler::N,fazi,ভুল
462,Lüge::N,gaou,মিথ্যা
463,Schaden::N,gwall,ক্ষতি
464,Unglück::N,gwalleur,দুর্ভাগ্য
465,Schuld::N,kablusted,অপরাধ
466,Schuld::N,pec'hedigezh,অপরাধ
467,Alter::N,oad,আয়ু
468,Schluss::N,diwezh,শেষ
469,Zeit::N,amzer,সময়
470,Tag::N,deizh,দিন
471,Morgen::N,beure,সকাল
472,Morgen::N,mintin,সকাল
473,Mittag::N,kreisteiz,মধ্যাহু
474,Abend::N,abardaez,সন্ধ্যা
475,Nacht::N,noz,রাত্রি
476,Woche::N,sizhun,সপ্তাহ
477,Monat::N,miz,মাস
478,Jahr::N,bloaz,সৌরবর্ষ
479,Frühling::N,nevezamzer,বসন্তকাল
480,Sommer::N,hañv,গ্রীষ্মকাল
481,Herbst::N,diskaramzer,শরংঋতু
482,Winter::N,goañv,শীতকাল
483,Januar::N,Genver,জানুয়ারী
484,Februar::N,C'hwevrer,ফেব্রুয়ারী
485,März::N,Meurzh,মার্চ
486,April::N,Ebrel,এপ্রিল
487,Mai::N,Mae,মে
488,Juni::N,Mezheven,জুন
489,Juli::N,Gouhere,জুলাই
490,August::N,Eost,অগাস্ট
491,September::N,Gwengolo,সেপ্টেম্বর
492,Oktober::N,Here,অক্টোবর
493,November::N,Du,নভেম্বর
494,Dezember::N,Kerzu,ডিসেম্বর
495,Montag::N,Lun,সোমবার
496,Dienstag::N,Meurzh,মঙ্গলবার
497,Mittwoch::N,Merc'her,বুধবার
498,Donnerstag::N,Yaou,বৃহম্পতিবার
499,Freitag::N,Gwener,শুক্রবার
500,Samstag::N,Sadorn,শনিবার
501,Sonntag::N,Sul,রবিবার
502,groß::A,bras,বৃহৎ
503,klein::A,bihan,ছোট
504,lang::A,hir,দীর্ঘ
505,kurz::A,berr,খর্ব
506,kurz::A,berr,হ্রস্ব
507,breit::A,ledan,চওড়া
508,schmal::A,strizh,সরু
509,dicht::A,stank,ঘন
510,dick[Gegenstand]::A,tev,পুরু
511,dünn::A,moan,কৃশ
512,fein::A,munut,সূক্ষ্ম
513,fest::A,start,দৃঢ়
514,flach::A,plaen,সমতল
515,glatt::A,lintr,মসৃণ
516,glatt::A,levn,মসৃণ
517,hart::A,kalet,শক্ত
518,weich::A,blot,নরম
519,rund::A,ront,গোলাকার
520,spitz::A,poentet,তীক্ষ্ন
521,scharf::A,dremm,শাণিত
522,stumpf::A,talsoc'h,ভোঁতা
523,schwer::A,pounner,ভারী
524,schön::A,kaer,সুন্দর
525,heiß::A,tomm,গরম
526,warm::A,tomm,ঈষদুষ্ণ
527,kalt::A,yen,ঠাণ্ডা
528,kühl::A,yen,শীতল
529,frisch::A,fresk,তাজা
530,feucht::A,gleb,ভিজা
531,nass::A,gleb,ভিজা
532,trocken::A,sec'h,শুষ্ক
533,voll::A,leun,পূর্ণ
534,leer::A,goullo,খালি
535,offen::A,digor,খোলা
536,geschlossen::A,serr,বন্ধ
537,sauber::A,naet,নির্মল
538,schmutzig::A,lous,নোংরা
539,roh::A,kriz,কাঁচা
540,reif::A,darev,পাকা
541,lecker::A,lipous,সুস্বাদ
542,lecker::A,saourus,সুস্বাদ
543,süß::A,dous,মিষ্ট
544,bitter::A,c'hwerv,তিক্ত
545,sauer::A,trenk,টক
546,hell::A,sklaer,উজ্জ্বল
547,dunkel::A,teñval,অন্ধকারময়
548,schwarz::A,du,কালো
549,weiß::A,gwenn,সাদা
550,rot::A,ruz,লাল
551,gelb::A,melen,হলদে
552,blau::A,glas,নীল
553,grün::A,gwer,সবুজ
554,grau::A,louet,ছাই-রঙা
555,bunt::A,liesliv,রঙিন
556,billig::A,marc'had-mat,সস্তা
557,teuer::A,ker,আক্রা
558,wertvoll::A,prizius,মহার্ঘ
559,blind::A,dall,কানা
560,taub::A,bouzar,বধির
561,kräftig::A,start,বিশাল
562,stark::A,kreñv,শক্তিশালী
563,schwach::A,gwan,দুর্বল
564,fett::A,lard,মোটা
565,schlank::A,sinkl,কৃশ
566,hübsch::A,koant,সুন্দর
567,böse::A,gwall,খারাপ
568,dumm::A,glep,মূর্খ
569,faul::A,lezirek,শ্রমবিমুখ
570,fleißig::A,studius,পরিশ্রমী
571,geizig::A,tost,ব্যয়কুণ্ঠ
572,klug::A,speredek,দক্ষ
573,geschickt::A,dornet,পটু
574,lieb::A,koant,প্রেয়
575,lustig::A,laouen,প্রফুল্ল
576,sanft::A,flour,নম্র
577,hungrig::A,marnaon,ক্ষুধার্ত
578,krank::A,klañv,অসুস্থ
579,nackt::A,noazh,উলঙ্গ
580,traurig::A,trist,দুঃখিত
581,lebendig::A,bev,জীবিত
582,gut::A,mad,ভালো
583,schlecht::A,fall,মন্দ
584,schlecht::A,gwall,মন্দ
585,richtig::A,reizh,ঠিক
586,schlimm::A,gwall,কদর্য
587,wahr::A,gwir,বাস্তব
588,alt::A,kozh,পুরাতন
589,neu::A,nevez,নব
590,neu::A,nevez,নূতন
591,ehemalig::A,kozh,পূর্বকালীন
592,alt[Lebewesen]::A,kozh,বৃদ্ধ
593,jung::A,yaouank,তরুণ
594,arm::A,paour,ক্ষুদ্র
595,reich::A,pinvidik,ধনবান্
596,bekannt::A,anavezet,সুপরিচিত
597,berühmt::A,brudet,বিখ্যাত
598,fremd::A,dizanav,বিদেশি
599,verschieden::A,disheñel,বিসদৃশ
600,nah::A,nes,নিকটবতী
601,fern::A,diabell,দুরবতী
602,linker::A,kleiz,বাম
603,rechter::A,dehoù,ডান
604,rechter::A,dehoù,ডাইন
605,anderer::A,all,অন্যতর
606,erster::A,kentañ,প্রথম
607,zweiter::A,eil,দ্বিতীয়
608,dritter::A,trede,তৃতীয়
609,letzter::A,diwezhañ,সর্বশেষ
610,allein::ADV,e-unan,একক
611,auf einmal::ADV,ar un dro,জলদি
612,zusammen::ADV,asambles,একসঙ্গে
613,lange::ADV,pell,লম্বা
614,plötzlich::ADV,en un taol,হঠাৎ
615,sofort::ADV,diouzhtu,মুহ্ণর্তমধ্যে
616,später::ADV,diwezhatoc'h,পশ্চাতে
617,jetzt::ADV,bremañ,এখন
618,heute::ADV,hiziv,আজ
619,morgen::ADV,arc'hoazh,আগামিকাল
620,bald::ADV,hepdale,অস্পকালমধ্যে
621,dann::ADV,a-c'houde,তখন
622,gestern::ADV,dec'h,গতকাল
623,einst::ADV,gwechall,একবার মাত্র
624,damals::ADV,neuze,তখন
625,danach::ADV,goude,পরে
626,vorher::ADV,diagent,আগে
627,zuerst::ADV,da gentañ,আগে
628,einmal::ADV,ur wech,একবার
629,manchmal::ADV,a-wechoù,কখনও কখনও
630,oft::ADV,alies,ঘনঘন
631,immer::ADV,atav,সর্বদা
632,immer::ADV,bepred,সর্বদা
633,niemals::ADV,gwech ebet,কখলও নহে
634,hier::ADV,amañ,এখানে
635,hierhin::ADV,dre amañ,এখানে
636,von hier::ADV,alemañ,ত্রই স্তান হইতে
637,dort::ADV,aze,ওখানে
638,dort::ADV,ahont,ওখানে
639,dorthin::ADV,di,ওখানে
640,dorthin::ADV,aze,ওখানে
641,dorthin::ADV,ahont,ওখানে
642,geradeaus::ADV,war-eeun,অগ্রগামী
643,vorwärts::ADV,war-raok,সন্মুখিকে
644,rückwärts::ADV,war-lerc'h,খিরিয়া
645,zurück::ADV,war-dreñv,পিঠ
646,unten::ADV,en traoñ,নীচে
647,hinab::ADV,a-izel,নিম্নগামী
648,oben::ADV,en nec'h,উপরে
649,hinauf::ADV,e-krec'h,উচ্চতর অংশে
650,überall::ADV,dre-holl,সর্বত্র
651,nicht::ADV,ne ... ket,না
652,ein wenig::ADV,un tammig,অল্প
653,kaum::ADV,a-boan,কষ্টসহকাবে
654,sehr::ADV,-tre,খুব
655,sehr::ADV,-kenañ,খুব
656,so::ADV,evel-se,তত
657,noch::ADV,c'hoazh,এখন পর্যস্ত
658,nur::ADV,hepken,শুধু
659,schon::ADV,dija,ইতঃপুর্বে
660,wieder::ADV,adarre,আবার
661,vor::PRP,dirak,সম্মুখে
662,hinter::PRP,a-drek,পশ্চাতে
663,hinter::PRP,a-dreñv,পশ্চাতে
664,unter::PRP,dindan,নীচে
665,durch::PRP,dre,দ্বারা
666,neben::PRP,e-kichen,কাছে
667,zwischen::PRP,etre,মধ্যে
668,wegen::PRP,abalamour da,জন্য
669,dies::PRN,hemañ,এটা
670,das::PRN,se,ওটা
671,das::PRN,hennezh,ওটা
672,alles::PRN,pep tra,সব
673,ich::PRN,me,আমি
674,du::PRN,te,তুমি
675,er::PRN,eñ,উনি
676,wir::PRN,ni,আমরা
677,ihr::PRN,c'hwi,তোমরা
678,sie::PRN,int,তারা
679,was::FPRN,petra,কি
680,wer::FPRN,piv,কে
681,wo::FADV,pelec'h,কোথায়
682,wohin::FADV,da belec'h,কোথায়
683,wie::FADV,penaos,কেমন
684,warum::FADV,perak,কেন
685,wieviel::FNUM,pet,কত
686,eins::NUM,unan,অক
687,zwei::NUM,daou,দুই
688,drei::NUM,tri,তিন
689,vier::NUM,pevar,চার
690,fünf::NUM,pemp,পাঁচ
691,sechs::NUM,c'hwec'h,ছয়
692,sieben::NUM,seizh,সাত
693,acht::NUM,eizh,আট
694,neun::NUM,nav,নয়
695,zehn::NUM,dek,দশ
696,elf::NUM,unnek,এগারো
697,zwölf::NUM,daouzek,দ্বাদশ
698,zwanzig::NUM,ugent,বিশ
699,dreißig::NUM,tregont,ত্রিশ
700,vierzig::NUM,daou-ugent,চল্লিশ
701,fünfzig::NUM,hanter-kant,পঞ্চাশ
702,sechzig::NUM,tri-ugent,ষাট
703,siebzig::NUM,dek ha tri-ugent,সত্তর
704,achtzig::NUM,pevar-ugent,আশি
705,neunzig::NUM,dek ha pevar-ugent,নব্বুই
706,hundert::NUM,kant,শত
707,tausend::NUM,mil,হাজার
