,Concept_ID,hy,uz
744,eins::NUM,մեկ,bir
745,zwei::NUM,երկու,ikki
746,drei::NUM,երեք,uch
747,vier::NUM,չորս,to'rt
748,fünf::NUM,հինգ,besh
749,sechs::NUM,վեց,olti
750,sieben::NUM,յոթ,etti
751,acht::NUM,ութ,sakkiz
752,neun::NUM,ինը,to'qqiz
753,zehn::NUM,տասը,o'n
754,elf::NUM,տասնմեկ,o'n bir
755,zwölf::NUM,տասներկու,o'n ikki
756,zwanzig::NUM,քսան,yigirma
757,dreißig::NUM,երեսուն,o'ttiz
758,vierzig::NUM,քառասուն,qirq
759,fünfzig::NUM,հիսուն,ällik
760,sechzig::NUM,վաթսուն,oltmish
761,siebzig::NUM,յոթանասուն,etmish
762,achtzig::NUM,ութսուն,sakson
763,neunzig::NUM,իննսուն,to'qson
764,hundert::NUM,հարյուր,yuz
765,tausend::NUM,հազար,ming
766,und::CNJ,ու,va
767,oder::CNJ,կամ,yo
768,stehen::V,կանգնել,turmoq
769,sitzen::V,նստել,o'tirmoq
770,liegen::V,ստել,yotmoq
771,hängen::V,կախվել,osilmoq
772,werden::V,դառնալ,bo'lmoq
773,passieren::V,պատահել,bo'lib o'tmoq
774,beginnen::V,սկսվել,boshlanmoq
775,enden::V,վերջանալ,bitmoq
776,wechseln::V,փոխվել,o'zgarmoq
777,aufgehen[Sonne]::V,բարձրանալ,chiqmoq
778,aufgehen[Sonne]::V,ելնել ,chiqmoq
779,untergehen[Sonne]::V,մտնել,botmoq
780,scheinen[Sonne]::V,շողալ,yaraqlamoq
781,scheinen[Sonne]::V,փայլել,yaraqlamoq
782,donnern::V,որոտալ,gulduramoq
783,wehen::V,փչել,elpimoq
784,strömen::V,հոսել,oqmoq
785,fließen::V,հոսել,oqmoq
786,sich drehen::V,պտտվել,aylanmoq
787,schwanken::V,տատանվել,qoqilmoq
788,schwingen::V,ճոճվել,lopillamoq
789,fallen::V,ընկնել,tushmoq
790,brennen::V,այրվել,yonmoq
791,rauchen::V,ծխել,tutamoq
792,regnen::V,անձրեւ գալ,yomg'ir yog'moq
793,gefrieren::V,սառչել,muzlamoq
794,tauen::V,լկիլ,ärimoq
795,schmelzen::V,հալիլ,ärimoq
796,trocknen::V,չորանալ,qurimoq
797,sieden::V,եռալ,qaynamoq
798,faulen::V,փտել,chirimoq
799,verfaulen::V,նեխել,chirimoq
800,reißen::V,պատռվել,qayt qilmoq
801,reißen::V,ճղվել,qayt qilmoq
802,versinken::V,սուզվել,g'arq bo'lmoq
803,vergehen::V,անցնել ,o'tmoq
804,erscheinen::V,հայտնվել,zuhur ätmoq
805,erscheinen::V,երեւալ,zuhur ätmoq
806,verschwinden::V,անհետանալ,yo'qolmoq
807,sinken::V,ընկնել,pasaymoq
808,abnehmen::V,փոքրանալ,kamaymoq
809,zunehmen::V,մեծանալ,urchimoq
810,steigen::V,բարձրանալ,oshmoq
811,wachsen::V,աճել,o'smoq
812,glänzen::V,նշուլել,porlamoq
813,glänzen::V,փայլիլ,porlamoq
814,funkeln::V,փայլատակել,yalt ätmoq
815,lärmen::V,աղմուկ հանել,taraq ätmoq
816,läuten::V,զնգալ,jiringlamoq
817,klingeln::V,զնգալ,jiringlamoq
818,klirren::V,զնգզնգալ,sharaqlamoq
819,brausen::V,մոլեգնել,vag'illamoq
820,rauschen::V,սոսափել,shitirlamoq
821,klingen::V,հնչել,yangramoq
822,bellen::V,հաչել,hurmoq
823,heulen::V,ոռնալ ,uvlamoq
824,blasen::V,փչել ,puflamoq
825,pfeifen::V,սուլել,xushtak chalmoq 
826,schreien::V,գոռալ ,qiyqirmoq
827,stöhnen::V,տնքալ,nola qilmoq
828,zittern::V,դողալ,titramoq
829,leben::V,ապրել,yashamoq
830,geboren werden::V,ծնվել,tug'ilmoq
831,atmen::V,շնչել,nafas chiqarmoq
832,trinken::V,խմել,ichmoq
833,essen::V,ուտել,emoq
834,schlucken::V,կլանել,yutmoq
835,schlucken::V,կուլ տալ,yutmoq
836,müde werden::V,հոգնել,horimoq
837,einschlafen::V,քուն մտնել,uxlab qolmoq
838,schlafen::V,քնել,uxlamoq
839,aufwachen::V,արթննալ,uyg'onmoq
840,aufstehen::V,ելլել,qo'pmoq
841,sich erholen::V,հանգստանալ,dam olmoq
842,krank werden::V,հիւանդանալ,kasallanmoq
843,krank sein::V,հիվանդ լինել,betob yotmoq
844,schmerzen::V,ցավել,og'rimoq
845,husten::V,հազալ,yo'talmoq
846,genesen::V,ապաքինվել,tuzalmoq
847,sterben::V,մեռնել,o'lmoq
848,sterben::V,վախճանվել,o'lmoq
849,umkommen::V,կործանվել,halok bo'lmoq
850,sich bewegen::V,ընթանալ,harakat qilmoq
851,sich rühren::V,շարժվել,qimirlamoq
852,sich erheben::V,կանգնել,qo'pmoq
853,sich erheben::V,վեր կենալ,qo'pmoq
854,sich setzen::V,նստել,o'tirmoq
855,hinfallen::V,ընկնել,yiqilmoq
856,laufen::V,քայլել,yurmoq
857,schreiten::V,ճեմել,yurmoq
858,spazierengehen::V,շրջագայել,sayr ätmoq
859,eilen::V,շտապել,tezlamoq
860,sich beeilen::V,շտապել ,shoshmoq
861,sausen::V,սլանալ,chopqillamoq
862,rennen::V,վազել,yugurmoq
863,springen::V,ցատկել,sakramoq
864,klettern::V,մագլցել,yuqorilamoq
865,schaukeln::V,ճոճվել,irg'amoq
866,schaukeln::V,օրորվել,irg'amoq
867,kriechen::V,սողալ,ämaklamoq
868,schwimmen::V,լողալ,suzmoq
869,tauchen::V,սուզվել,chu'mmoq
870,rudern::V,թիավարել,eshkak eshmoq
871,fahren::V,ընթանալ,haydamoq
872,fliegen::V,թռչել,uchmoq
873,gehen::V,գնալ,bormoq
874,weggehen::V,հեռանալ,ketoq
875,abfahren::V,ճանապարհվել,jo'namoq
876,anhalten::V,կանգնել,to'xtamoq
877,hineingehen::V,մտնել,kirmoq
878,eintreten::V,մտնել,kirmoq
879,kommen::V,գալ,kelmoq
880,ankommen::V,ժամանել,etib kelmoq
881,zurückkommen::V,վերադառնալ,qaytib kelmoq
882,bleiben::V,մնալ,qolmoq
883,warten::V,սպասել,poylamoq
884,erwarten::V,սպասել,kutmoq
885,suchen::V,որոնել,izlamoq
886,finden::V,գտնել,topmoq
887,versuchen::V,փորձել,chalishmoq
888,vorbereiten::V,պատրաստել,hozirlamoq
889,lieben::V,սիրել,sevmoq
890,mögen::V,հավանել,ardoqlamoq
891,mögen::V,սիրել,ardoqlamoq
892,lachen::V,ծիծաղել,kulmoq
893,rühren::V,հուզել,ta'sirlantirmoq
894,weinen::V,լալ,yig'lamoq
895,schimpfen::V,տրտնջալ,koyinmoq
896,schimpfen::V,քրթմնջել,koyinmoq
897,sich ärgern::V,զայրանալ,g'azab qilmoq
898,sich fürchten::V,վախնալ,hurkmoq
899,fürchten::V,վախենալ,qo'rqmoq
900,fliehen::V,փախչել,qochmoq
901,flüchten::V,փախչել,qochmoq
902,sehen::V,տեսնել,ko'rmoq
903,anschauen::V,դիտել,razm solmoq
904,ansehen::V,նայել,razm qilmoq
905,hören::V,լսել,äshitmoq
906,zuhören::V,ունկնդրել,tinglamoq
907,probieren::V,համը տեսել,tatib ko'rmoq
908,riechen::V,հոտ առնել,iskamoq
909,fühlen::V,զգալ,sezmoq
910,scheinen::V,երեւալ,tuyilmoq
911,zu sehen sein::V,երեւալ,ko'rinmoq
912,vernehmen::V,իմանալ ,äshitmoq
913,frieren::V,մրսել,sovuq qotmoq
914,tun::V,անել,ätmoq
915,können::V,կարողանալ,-a olmoq
916,können::V,կարողանալ,-y olmoq
917,wollen::V,ուզել,istamoq
918,wollen::V,ցանկանալ,istamoq
919,anfangen::V,սկսել,boshlamoq
920,beenden::V,վերջացնել,bitirmoq
921,aufhören::V,դադարել,tinmoq
922,gelingen::V,հաջողվել,muvaffaqiyat qozonmoq
923,gelingen::V,գլուխ գալ,muvaffaqiyat qozonmoq
924,geraten::V,ստացվել,bo'lmoq
925,öffnen::V,բաց անել,ochmoq
926,schließen::V,փակել ,yopmoq
927,stellen::V,դնել,qo'ymoq
928,setzen::V,նստեցնել,o'tqazmoq
929,legen::V,դնել,yotqizmoq
930,berühren::V,դիպչել,tegmoq
931,berühren::V,շոշափել,tegmoq
932,verbinden::V,շաղկապել,ulamoq
933,bedecken::V,ծածկել,bekitmoq
934,aufhängen::V,կախել,ildirmoq
935,anzünden::V,վառել,yondirmoq
936,aufheben::V,վերցնել,ko'tarmoq
937,zurücklassen::V,թողնել,ayrilmoq
938,verlieren::V,կորցնել,yo'qotmoq
939,fallen lassen::V,գցել,tushirmoq
940,machen::V,անել,qilmoq
941,herstellen::V,արտադրել,chiqarmoq
942,bauen::V,կառուցել,solmoq
943,reparieren::V,նորոգել,tuzatmoq
944,verbessern::V,բարելավել,isloh qilmoq
945,ändern::V,փոխել,o'zgartirmoq
946,graben::V,փորել,qazimoq
947,beugen::V,ծռել,bukmoq
948,biegen::V,թեքել,bukmoq
949,drehen::V,ոլորել,aylantirmoq
950,wenden::V,պտտել,burmoq
951,umdrehen::V,շրջել,ag'darmoq
952,heben::V,բարձրացնել,yuksaltirmoq
953,hochheben::V,բարձրացնել,ko'tarmoq
954,ergreifen::V,վարակվել,tutamlamoq
955,halten::V,բռնել,tutmoq
956,drücken::V,ճնշել,bosmoq
957,schieben::V,հրել,surmoq
958,kratzen::V,քերել,qashimoq
959,lecken::V,լիզել,mijimoq
960,beißen::V,կծել,tishlamoq
961,abreißen::V,պոկել,emirmoq
962,abschneiden::V,կտրել ,cho'rt kesmoq
963,binden::V,կապել,bog'lamoq
964,stecken::V,խրել,suqmoq
965,brechen::V,կոտրել ,sindirmoq
966,klopfen::V,թակել,dukurlamoq
967,hauen::V,ծեծել,urmoq
968,kleben::V,կպցնել,yopishtirmoq
969,reiben::V,շփել,surkamoq
970,streichen::V,վրան քսել,surkamoq
971,schleifen::V,սրել ,qayramoq
972,schneiden::V,կտրել,kesmoq
973,rütteln::V,ցնցել,chayqamoq
974,schütteln::V,թափահարել,chayqamoq
975,schwenken::V,ճոճել,chayqatmoq
976,schütten::V,լցնել,quymoq
977,füllen::V,լիքը լցնել,to'ldirmoq
978,einwickeln::V,փաթաթել,chulg'amoq
979,tragen::V,կրել,tashimoq
980,tragen::V,տանել,tashimoq
981,schleppen::V,քաշել,sudramoq
982,ziehen::V,ձգել,tortmoq
983,ziehen::V,քաշել,tortmoq
984,aufbewahren::V,պահել ,tutmoq
985,werfen::V,նետել,tashlamoq
986,packen::V,հափշտակել,opqochmoq
987,verstecken::V,ծածկել,yashirmoq
988,teilen::V,բաժանել,bo'lmoq
989,schicken::V,ուղարկել,yubormoq
990,bringen::V,բերել,keltirmoq
991,hinzufügen::V,ավելացնել,tirkamoq
992,bekommen::V,հայթայթել,olmoq
993,erhalten::V,ստանալ,olmoq
994,nehmen::V,վերցնել,olmoq
995,wählen::V,ընտրել,saylamoq
996,auswählen::V,գերադասել,saylamoq
997,bewahren::V,պահպանել,saqlamoq
998,behindern::V,խոչընդոտել,xalal bermoq
999,verderben::V,փչացնել,xazon qilmoq
1000,beschädigen::V,վնասել,buzmoq
1001,zerbrechen::V,ջարդել,sindirmoq
1002,zerbrechen::V,կոտրել,sindirmoq
1003,zerreißen::V,պատռել,yirtmoq
1004,zerstören::V,քանդել,vayron qilmoq
1005,verbrennen::V,այրել,kuydirmoq
1006,geben::V,տալ,bermoq
1007,reichen::V,հանձնել,bermoq
1008,schenken::V,նվիրել,sovg'a qilmoq
1009,versprechen::V,խոստանալ,va'da bermoq
1010,wünschen::V,մաղթել,orziqmoq
1011,loben::V,գովել,maqtamoq
1012,küssen::V,համբուրել,o'pmoq
1013,wiegen::V,օրորել,tebratmoq
1014,zudecken::V,վրան գցել,yopmoq
1015,wecken::V,զարթնեցնել,uyg'otmoq
1016,zeigen::V,ցույց տալ,ko'rsatmoq
1017,führen::V,ուղեկցել,boshlik bo'lmoq
1018,lehren::V,սովորեցնել,o'rgatmoq
1019,unterrichten::V,ավանդել,dars bermoq
1020,aufziehen::V,դաստիարակել,o'stirmoq
1021,leiten::V,ղեկավարել,boshqarmoq
1022,leiten::V,կառավարել,boshqarmoq
1023,antreiben::V,շտապեցնել,shoshiltirmoq
1024,lassen::V,ստիպել,ruxsat bermoq
1025,einladen::V,հրավիրել,taklif kilmoq
1026,vereinigen::V,միացնել,qo'shmoq
1027,besuchen::V,այցելել,mehmonga bormoq
1028,treffen::V,հանդիպել,duchor bo'lmoq
1029,sich versammeln::V,հավաքվել,to'planmoq
1030,spielen::V,խաղալ,o'ynamoq
1031,singen::V,երգել,yalla qilmoq
1032,tanzen::V,պարել,raqs qilmoq
1033,sich trennen::V,ցրվել,yakkalanmoq
1034,verlassen::V,լքել,qoldirmoq
1035,retten::V,փրկել,qutqazmoq
1036,bewachen::V,պահել,qo'rimoq
1037,schützen::V,պաշտպանել,yoniga olmoq
1038,verteidigen::V,պաշտպանել,yoqlamoq
1039,sich schlagen::V,կռվել,yoqalashmoq
1040,schießen::V,կրակել,otmoq
1041,siegen::V,հաղթել,engmoq
1042,ärgern::V,ձանձրացնել,jahl chiqarmoq
1043,schlagen::V,խփել,urmoq
1044,treten::V,քացի տալ,tepmoq
1045,stechen::V,խայթել,qadamoq
1046,stoßen::V,մղել,turtmoq
1047,stehlen::V,գողանալ,o'g'rilamoq
1048,stören::V,խանգարել,tebratmoq
1049,belästigen::V,անհանգստացնել,g'ashini keltirmoq
1050,verbergen::V,թաքցնել,berkitmoq
1051,täuschen::V,խաբել,aldamoq
1052,betrügen::V,խաբել,tirriq qilmoq
1053,töten::V,սպանել ,o'ldirmoq
1054,wohnen::V,բնակվել,istiqomat qilmoq
1055,arbeiten::V,աշխատել,ishlamoq
1056,sammeln::V,հավաքել,yig'moq
1057,pflücken::V,քաղել,termoq
1058,jagen::V,որս անել,ov qilmoq
1059,fischen::V,ձուկ բռնել,baliq ovlamoq
1060,fassen::V,բռնել,ilinmoq
1061,hüten::V,արածեցնել,boqtirmoq
1062,treiben::V,հովուել,haydamoq
1063,anbinden::V,չուանել,bog'lamoq
1064,füttern::V,կերակրել,edirmoq
1065,melken::V,կթել,sog'moq
1066,hacken::V,կոտորել,chopmoq
1067,gießen::V,ջրել,oqizmoq
1068,reifen::V,հասունանալ ,qizarmoq
1069,zubereiten::V,պատրաստել,pishirmoq
1070,kochen::V,եփել,qaynatmoq
1071,backen::V,թխել,yopmoq
1072,braten::V,տապակել,qovurmoq
1073,umrühren::V,խառնել,atalamoq
1074,stricken::V,գործել,to'qimoq
1075,nähen::V,կարել,tikmoq
1076,färben::V,ներկել,bo'yoqlamoq
1077,reinigen::V,մաքրել,tozalamoq
1078,waschen::V,լվանալ,yuvmoq
1079,abwischen::V,սրբել,surkamoq
1080,spülen::V,ողողել,chaymoq
1081,spülen::V,պարզաջրել,chaymoq
1082,fegen::V,ավլել,cho'tkalamoq
1083,kehren::V,ավլել,supurmoq
1084,baden::V,լողանալ,cho'milmoq
1085,sich waschen::V,լվացվել,yuvinmoq
1086,ausziehen::V,հանել,echintirmoq
1087,anziehen::V,հագնել,kiymoq
1088,sich anziehen::V,հագնվել,kiyinmoq
1089,kämmen::V,սանրել,taramoq
1090,schmücken::V,զարդարել,yasatmoq
1091,sagen::V,ասել,aytmoq
1092,sprechen::V,խոսել,so'zlamoq
1093,reden::V,զրուցել,gapirmoq
1094,sich unterhalten::V,խոսակցել,suhbatlashmoq
1095,fragen::V,հարցնել,so'ramoq
1096,bitten::V,խնդրել,iltimos qilmoq
1097,erzählen::V,պատմել,aytib bermoq
1098,mitteilen::V,հաղորդել,bildirmoq
1099,nennen::V,անվանել,atamoq
1100,rufen::V,կանչել,chaqirmoq
1101,prahlen::V,պարծենալ,gerdaymoq
1102,übersetzen::V,թարգմանել,tarjima qilmoq
1103,denken::V,մտածել,o'ylamoq
1104,glauben::V,հավատալ,ishonmoq
1105,bemerken::V,նկատել,payqamoq
1106,erkennen::V,ճանաչել,tanimoq
1107,begreifen::V,հասկանալ,tushunmoq
1108,verstehen::V,ըմբռնել,anglamoq
1109,lernen::V,սովորել,o'qimoq
1110,wissen::V,իմանալ,bilmoq
1111,sich erinnern an::V,հիշել,äsni tanimoq
1112,sich erinnern an::V,մտաբերել,äsni tanimoq
1113,vergessen::V,մոռանալ,unutmoq
1114,messen::V,չափել,o'lchamoq
1115,zählen::V,թվել,raqamlamoq
1116,zählen::V,հաշվել,raqamlamoq
1117,rechnen::V,հաշվել,cho'tlamoq
1118,rechnen::V,հաշվարկել,cho'tlamoq
1119,lesen::V,կարդալ,o'qimoq
1120,malen::V,նկարել,rasm solmoq
1121,zeichnen::V,գծել,chizmoq
1122,schreiben::V,գրել,yozmoq
1123,besitzen::V,ունենալ,ägalamoq
1124,besitzen::V,տեր լինել,ägalamoq
1125,kaufen::V,գնել,olmoq
1126,verkaufen::V,վաճառել,sotmoq
1127,bezahlen::V,վճարել,to'lamoq
1128,zahlen::V,վճարել,to'lamoq
1129,beherrschen::V,ղեկավարել,ägalamoq
1130,ertragen::V,դիմանալ,chidamoq
1131,Horn::N,,mugiz
1132,fangen::V,,tutmoq
