,Concept_ID,ja,bg
874,scheinen[Sonne]::V,輝く,светя
875,donnern::V,雷が鳴る,гърмя
876,wehen::V,吹く,вея
877,wehen::V,吹く,духам
878,strömen::V,流れる,тека
879,strömen::V,流れる,лея се
880,fließen::V,流れる,тека
881,sich drehen::V,回転する,въртя се
882,schwanken::V,揺れる,клатя се
883,schwingen::V,振動する,трептя
884,fallen::V,落ちる,падам
885,brennen::V,燃える,горя
886,rauchen::V,煙を出す,димя
887,regnen::V,雨が降る,вали дъжд
888,gefrieren::V,凍る,замръзна
889,tauen::V,溶ける,топя се
890,schmelzen::V,溶ける,разтопя се
891,trocknen::V,乾く,съхна
892,sieden::V,沸く,вря
893,sieden::V,沸く,кипя
894,faulen::V,腐る,гния
895,verfaulen::V,朽ちる,изгния
896,reißen::V,切れる,напукам се
897,versinken::V,沈む,потъна
898,vergehen::V,経つ,минавам
899,erscheinen::V,現れる,явя се
900,verschwinden::V,消える,изчезна
901,sinken::V,下がる,падна
902,abnehmen::V,減る,отслабна
903,zunehmen::V,増える,нарасна
904,steigen::V,上がる,увелича се
905,steigen::V,上がる,покачвам се
906,wachsen::V,伸びる,раста
907,glänzen::V,輝く,лъщя
908,glänzen::V,輝く,блестя
909,funkeln::V,ぴかぴか光る,искря
910,lärmen::V,騒ぐ,шумя
911,läuten::V,鳴る,звъня
912,klingeln::V,鳴る,звъня
913,klirren::V,がらんがらんと鳴る,звънтя
914,klirren::V,がらんがらんと鳴る,дрънкам
915,brausen::V,逆巻く,буча
916,rauschen::V,戦ぐ,шумя
917,klingen::V,鳴る,звуча
918,bellen::V,吠える,лая
919,heulen::V,きゃんきゃん鳴く,вия
920,heulen::V,きゃんきゃん鳴く,рева
921,blasen::V,吹く,духна
922,pfeifen::V,口笛を吹く,свиря
923,schreien::V,叫ぶ,крещя
924,stöhnen::V,うめく,стена
925,stöhnen::V,うめく,пъшкам
926,zittern::V,震える,треперя
927,leben::V,生きている,живея
928,geboren werden::V,生まれる,родя се
929,atmen::V,呼吸する,дишам
930,trinken::V,飲む,пия
931,essen::V,食べる,ям
932,schlucken::V,飲み込む,гълтам
933,müde werden::V,眠くなる,уморя се
934,einschlafen::V,寝付く,заспя
935,schlafen::V,眠る,спя
936,aufwachen::V,目が覚める,събудя се
937,aufstehen::V,起きる,стана
938,sich erholen::V,休養する,отдъхвам си
939,krank werden::V,病気になる,заболея
940,krank sein::V,病気である,боледувам
941,schmerzen::V,痛む,боля
942,husten::V,咳をする,кашлям
943,genesen::V,元気になる,оздравея
944,sterben::V,死ぬ,умра
945,sterben::V,亡くなる,умра
946,umkommen::V,死亡する,загина
947,sich bewegen::V,移動する,движа се
948,sich bewegen::V,移動する,мърдам се
949,sich rühren::V,動く,движа се
950,sich erheben::V,立ち上がる,стана
951,sich setzen::V,座る,седна
952,hinfallen::V,転ぶ,падна
953,laufen::V,歩く,ходя
954,schreiten::V,跨ぐ,крача
955,spazierengehen::V,散歩する,разхождам се
956,eilen::V,急ぐ,бързам
957,sich beeilen::V,焦る,побързам
958,sausen::V,疾駆する,тичам
959,rennen::V,走る,бягам
960,springen::V,跳ぶ,скачам
961,klettern::V,よじ登る,катеря се
962,schaukeln::V,ぶらんこに乗る,люлея се
963,kriechen::V,這う,лазя
964,kriechen::V,這う,пълзя
965,schwimmen::V,泳ぐ,плувам
966,tauchen::V,潜る,гмуркам се
967,rudern::V,漕ぐ,греба
968,fahren::V,行く,пътувам
969,fahren::V,乗車する,пътувам
970,fliegen::V,飛ぶ,летя
971,fliegen::V,飛ぶ,хвърча
972,gehen::V,行く,ида
973,gehen::V,行く,вървя
974,weggehen::V,立ち去る,отида си
975,abfahren::V,出発する,отпътувам
976,anhalten::V,止まる,спра се
977,hineingehen::V,入る,влизам
978,eintreten::V,中に入る,вляза
979,kommen::V,来る,ида
980,kommen::V,来る,дойда
981,ankommen::V,着く,пристигна
982,ankommen::V,到着する,пристигна
983,zurückkommen::V,帰る,върна се
984,bleiben::V,留まる,остана
985,warten::V,待つ,чакам
986,erwarten::V,期待する,очаквам
987,suchen::V,探る,търся
988,finden::V,見つける,намеря
989,versuchen::V,試す,опитам
990,vorbereiten::V,準備する,подготвя
991,lieben::V,愛する,любя
992,mögen::V,好きである,обичам
993,lachen::V,笑う,смея се
994,rühren::V,感情を動かす,трогна
995,weinen::V,泣く,плача
996,schimpfen::V,叱る,ругая
997,schimpfen::V,叱る,псувам
998,sich ärgern::V,怒る,ядосам се
999,sich ärgern::V,腹を立てる,ядосам се
1000,sich fürchten::V,怖がる,боя се
1001,sich fürchten::V,怖がる,страхувам се
1002,fürchten::V,恐れる,боя се от
1003,fürchten::V,恐れる,страхувам се от
1004,fliehen::V,逃げる,бягам
1005,flüchten::V,逃亡する,бягам
1006,flüchten::V,逃亡する,избягам
1007,sehen::V,見る,видя
1008,anschauen::V,眺める,гледам
1009,ansehen::V,見る,поглеждам
1010,hören::V,聞く,чувам
1011,zuhören::V,聴く,слушам
1012,probieren::V,食べてみる,опитам
1013,riechen::V,気取る,подуша
1014,fühlen::V,感じる,усещам
1015,fühlen::V,感じる,чувствувам
1016,scheinen::V,ように見える,изглеждам
1017,zu sehen sein::V,見える,виждам се
1018,vernehmen::V,承る,доловя
1019,frieren::V,寒気がする,мръзна
1020,tun::V,する,правя
1021,können::V,出来る,мога
1022,wollen::V,-たい,ща
1023,wollen::V,-たい,искам
1024,anfangen::V,始める,започна
1025,beenden::V,終える,свърша
1026,beenden::V,終える,завърша
1027,aufhören::V,止める,престана
1028,gelingen::V,成功する,успея
1029,gelingen::V,成功する,сполуча
1030,geraten::V,当たる,удам се
1031,öffnen::V,開く,отворя
1032,öffnen::V,開ける,отворя
1033,schließen::V,閉める,затворя
1034,stellen::V,置く,поставя
1035,stellen::V,据える,поставя
1036,setzen::V,座らせる,туря
1037,legen::V,置く,сложа
1038,legen::V,置く,слагам
1039,berühren::V,触る,докосна
1040,berühren::V,触れる,докосна
1041,verbinden::V,結びつける,свържа
1042,bedecken::V,覆う,покрия
1043,aufhängen::V,掛ける,закача
1044,anzünden::V,燃やす,запаля
1045,anzünden::V,火をつける,запаля
1046,aufheben::V,拾う,вдигна
1047,aufheben::V,拾う,повдигна
1048,zurücklassen::V,残す,оставя
1049,verlieren::V,無くす,загубя
1050,fallen lassen::V,落とす,изпусна
1051,machen::V,作る,направя
1052,herstellen::V,製造する,произведа
1053,bauen::V,建設する,строя
1054,reparieren::V,直す,поправя
1055,reparieren::V,修理する,поправя
1056,verbessern::V,改良する,подобря
1057,ändern::V,変える,променя
1058,graben::V,掘る,копая
1059,beugen::V,折る,прегъна
1060,biegen::V,曲げる,прегъна
1061,drehen::V,回す,въртя
1062,wenden::V,裏返す,обърна
1063,umdrehen::V,裏返す,обърна
1064,heben::V,挙げる,вдигам
1065,hochheben::V,持ち上げる,издигна
1066,ergreifen::V,取り上げる,хвана
1067,ergreifen::V,取り上げる,обхвана
1068,halten::V,持つ,държа
1069,drücken::V,押す,натискам
1070,drücken::V,押す,притискам
1071,schieben::V,ずらす,тикам
1072,kratzen::V,引っ掻く,одраскам
1073,lecken::V,なめる,лижа
1074,lecken::V,なめる,ближа
1075,beißen::V,噛む,хапя
1076,beißen::V,噛む,ухапя
1077,abreißen::V,剝ぎ取る,откъсна
1078,abschneiden::V,切り取る,отрежа
1079,binden::V,縛る,вържа
1080,stecken::V,差し込む,пъхна
1081,brechen::V,破る,троша
1082,klopfen::V,とんとん叩く,чукам
1083,hauen::V,叩く,бия
1084,kleben::V,貼る,лепя
1085,kleben::V,貼る,залепя
1086,kleben::V,くっ付ける,лепя
1087,kleben::V,くっ付ける,залепя
1088,reiben::V,擦る,трия
1089,reiben::V,擦る,търкам
1090,streichen::V,塗る,намажа
1091,schleifen::V,研ぐ,остря
1092,schneiden::V,切る,режа
1093,rütteln::V,揺さぶる,разтърсвам
1094,schütteln::V,振る,клатя
1095,schütteln::V,振る,друсам
1096,schütteln::V,揺さぶる,клатя
1097,schütteln::V,揺さぶる,друсам
1098,schwenken::V,振る,размахам
1099,schütten::V,注ぐ,сипя
1100,füllen::V,いっぱいにする,напълня
1101,einwickeln::V,包む,увия
1102,einwickeln::V,包む,завия
1103,tragen::V,運ぶ,нося
1104,schleppen::V,引きずる,влача
1105,ziehen::V,引く,тегля
1106,ziehen::V,引く,дръпна
1107,aufbewahren::V,預かる,съхраня
1108,werfen::V,投げる,хвърля
1109,fangen::V,受ける,ловя
1110,fangen::V,受ける,уловя
1111,packen::V,掴む,хвана
1112,verstecken::V,隠す,крия
1113,verstecken::V,隠す,скрия
1114,teilen::V,分ける,разделя
1115,schicken::V,送る,изпращам
1116,bringen::V,持って行く,донеса
1117,hinzufügen::V,加える,прибавя
1118,bekommen::V,得る,сдобия се
1119,erhalten::V,受ける,получа
1120,nehmen::V,取る,взема
1121,wählen::V,選ぶ,избирам
1122,auswählen::V,選ぶ,избера
1123,bewahren::V,保存する,пазя
1124,behindern::V,妨害する,преча
1125,behindern::V,妨害する,спъвам
1126,verderben::V,台無しにする,разваля
1127,beschädigen::V,損傷する,повредя
1128,zerbrechen::V,割る,счупя
1129,zerreißen::V,引き裂く,скъсам
1130,zerstören::V,破壊する,разруша
1131,verbrennen::V,焼く,изгоря
1132,geben::V,上げる,дам
1133,reichen::V,渡す,подам
1134,schenken::V,贈る,подаря
1135,versprechen::V,約束する,обещая
1136,wünschen::V,望む,желая
1137,loben::V,褒める,хваля
1138,küssen::V,キスする,целувам
1139,wiegen::V,揺する,люлея
1140,zudecken::V,覆う,покрия
1141,wecken::V,起こす,събудя
1142,zeigen::V,見せる,покажа
1143,führen::V,案内する,водя
1144,führen::V,案内する,заведа
1145,lehren::V,教える,уча
1146,unterrichten::V,通知する,преподавам
1147,aufziehen::V,育てる,отгледам
1148,leiten::V,導く,ръководя
1149,leiten::V,導く,управлявам
1150,antreiben::V,励ます,подкарвам
1151,lassen::V,～させる,накарам
1152,einladen::V,誘う,поканя
1153,einladen::V,招待する,поканя
1154,vereinigen::V,一つにする,съединя
1155,besuchen::V,訪ねる,посетя
1156,treffen::V,出会う,срещна
1157,sich versammeln::V,集まる,събера се
1158,spielen::V,遊ぶ,играя
1159,singen::V,歌う,пея
1160,tanzen::V,踊る,танцувам
1161,sich trennen::V,別れる,разделя се
1162,verlassen::V,別れる,напусна
1163,retten::V,救う,спася
1164,retten::V,助ける,спася
1165,bewachen::V,見張る,охранявам
1166,bewachen::V,軽微する,охранявам
1167,schützen::V,保護する,запазя
1168,verteidigen::V,守る,защитя
1169,sich schlagen::V,殴る,бия се
1170,schießen::V,撃つ,стрелям
1171,siegen::V,勝つ,победя
1172,ärgern::V,怒らせる,ядосам
1173,schlagen::V,殴る,бия
1174,schlagen::V,殴る,ударя
1175,treten::V,蹴る,ритам
1176,stechen::V,突く,бодна
1177,stoßen::V,突く,бутна
1178,stoßen::V,突く,блъсна
1179,stehlen::V,盗る,
1180,stören::V,構う,смутя
1181,belästigen::V,邪魔する,отегча
1182,belästigen::V,邪魔する,безпокоя
1183,verbergen::V,隠す,скрия
1184,täuschen::V,だます,измамя
1185,betrügen::V,だます,измамя
1186,töten::V,殺す,убия
1187,töten::V,殺す,умъртвя
1188,wohnen::V,住む,живея
1189,arbeiten::V,働く,работя
1190,sammeln::V,集める,събера
1191,sammeln::V,収集する,събера
1192,pflücken::V,摘む,бера
1193,pflücken::V,摘む,откъсна
1194,jagen::V,狩りをする,ловувам
1195,fischen::V,釣る,ловя риба
1196,fassen::V,捕る,хвана
1197,hüten::V,放牧する,пазя
1198,treiben::V,追う,карам
1199,anbinden::V,繋ぐ,завържа
1200,füttern::V,餌をやる,храня
1201,melken::V,搾乳する,доя
1202,hacken::V,刻む,сека
1203,gießen::V,水をやる,полея
1204,reifen::V,熟す,узрея
1205,zubereiten::V,調理する,приготвя
1206,kochen::V,煮る,варя
1207,backen::V,焼く,пека
1208,braten::V,焼く,пържа
1209,braten::V,炒める,пържа
1210,umrühren::V,混ぜる,разбъркам
1211,stricken::V,編む,плета
1212,nähen::V,縫う,шия
1213,färben::V,染める,боядисам
1214,reinigen::V,掃除する,почистя
1215,waschen::V,洗う,мия
1216,waschen::V,洗う,пера
1217,waschen::V,洗濯する,мия
1218,waschen::V,洗濯する,пера
1219,abwischen::V,拭く,избърша
1220,spülen::V,洗う,плакна
1221,spülen::V,すすぐ,плакна
1222,fegen::V,掃除する,измета
1223,kehren::V,掃く,мета
1224,baden::V,入浴する,къпя се
1225,sich waschen::V,洗う,мия се
1226,ausziehen::V,脱ぐ,съблека
1227,anziehen::V,着る,облека
1228,sich anziehen::V,着る,облека се
1229,kämmen::V,梳く,реша
1230,kämmen::V,梳く,вчеша
1231,schmücken::V,飾る,накича
1232,sagen::V,言う,кажа
1233,sprechen::V,話す,говоря
1234,reden::V,話す,говоря
1235,sich unterhalten::V,話をする,разговарям
1236,fragen::V,聞く,запитам
1237,bitten::V,頼む,моля
1238,bitten::V,お願いする,моля
1239,erzählen::V,物語る,разкажа
1240,mitteilen::V,伝える,съобщя
1241,nennen::V,名づける,нарека
1242,rufen::V,呼ぶ,викам
1243,rufen::V,呼ぶ,повикам
1244,prahlen::V,自慢する,хваля се
1245,übersetzen::V,訳す,преведа
1246,denken::V,考える,мисля
1247,glauben::V,信じる,вярвам
1248,bemerken::V,気が付く,забележа
1249,erkennen::V,認識する,позная
1250,begreifen::V,分かる,схвана
1251,verstehen::V,聞き取る,разбера
1252,lernen::V,学ぶ,уча се
1253,lernen::V,勉強する,уча се
1254,wissen::V,知っている,зная
1255,sich erinnern an::V,思い出す,спомня си за
1256,vergessen::V,忘れる,забравя
1257,messen::V,計る,меря
1258,messen::V,測定する,меря
1259,zählen::V,数える,броя
1260,rechnen::V,計算する,сметна
1261,lesen::V,読む,чета
1262,malen::V,描く,рисувам
1263,zeichnen::V,写生する,рисувам
1264,schreiben::V,書く,пиша
1265,besitzen::V,所持する,имам
1266,besitzen::V,所持する,притежавам
1267,kaufen::V,買う,купя
1268,kaufen::V,買う,купувам
1269,verkaufen::V,売る,продам
1270,bezahlen::V,払う,заплатя
1271,zahlen::V,支払う,платя
1272,beherrschen::V,支配する,владея
1273,ertragen::V,耐える,понеса
