,Concept_ID,udm,fr
165,Nest::N,пузкар,nid
166,Bau::N,кар,terrier
167,Bau::N,гу,terrier
168,Tier::N,пӧйшур,animal
169,Herde::N,уллё,troupeau
170,Kuh::N,скал,vache
171,Bulle::N,ош,taureau
172,Bulle::N,пороз,taureau
173,Pferd::N,вал,cheval
174,Schaf::N,ыж,mouton
175,Schwein::N,парсь,porc
176,Schwein::N,парсь,cochon
177,Hund::N,пуны,chien
178,Katze::N,коӵыш,chat
179,Bär::N,гондыр,ours
180,Eichhörnchen::N,коньы,écureuil
181,Elch::N,койык,élan
182,Fuchs::N,ӟичы,renard
183,Hase::N,кеч,lièvre
184,Maus::N,шыр,souris
185,Wolf::N,кион,loup
186,Vogel::N,тылобурдо,oiseau
187,Schwarm::N,уллё,nuée
188,Schwarm::N,уллё,volée
189,Huhn::N,курег,poule
190,Hahn::N,атас,coq
191,Gans::N,ӟазег,oie
192,Adler::N,ӧрзи,aigle
193,Ente::N,ӵӧж,canard
194,Eule::N,кучыран,hibou
195,Kranich::N,тури,grue
196,Krähe::N,куака,corneille
197,Kuckuck::N,кикы,coucou
198,Schwan::N,юсь,cygne
199,Fisch::N,чорыг,poisson
200,Barsch::N,юш,perche
201,Hecht::N,чипей,brochet
202,Schlange[Tier]::N,кый,serpent
203,Wurm::N,нумыр,ver
204,Spinne::N,чонари,araignée
205,Ameise::N,кузьыли,fourmi
206,Laus::N,тэй,pou
207,Mücke::N,нымы,moucheron
208,Mücke::N,чибинь,moucheron
209,Fliege::N,кут,mouche
210,Schmetterling::N,бубыли,papillon
211,Beere::N,узы-боры,baie
212,Apfel::N,яблок,pomme
213,Pilz::N,губи,champignon
214,Zwiebel::N,сугон,oignon
215,Saat::N,кидыс,semence
216,Korn::N,тысь,grain
217,Heu::N,турын,foin
218,Schale::N,кыд,pelure
219,Grube::N,гу,fosse
220,Grube::N,гоп,fosse
221,Falle::N,налик,piège
222,Schlinge::N,гиӟ,lacs
223,Schlinge::N,герд,lacs
224,Spur::N,пытьы,trace
225,Spur::N,бервыл,trace
226,Asche::N,пень,cendre
227,Dreck::N,дэри,crotte
228,Eisen::N,корт,fer
229,Gold::N,зарни,or
230,Silber::N,азвесь,argent
231,Kohle::N,эгыр,charbon
232,Glas::N,стекло,verre
233,Glas::N,пияла,verre
234,Lehm::N,сюй,glaise
235,Sand::N,луо,sable
236,Mensch::N,мурт,homme
237,Mensch::N,адями,homme
238,Mann::N,воргорон,homme
239,Frau::N,кышномурт,femme
240,Kind::N,нуны,enfant
241,Kind::N,пинал,enfant
242,Junge::N,пи,garçon
243,Mädchen::N,ныл,fille
244,Mädchen::N,ныл,jeune fille
245,Familie::N,семья,famille
246,Großvater::N,песятай,grand-père
247,Großvater::N,пересь атай,grand-père
248,Großmutter::N,песянай,grand-mère
249,Großmutter::N,пересь анай,grand-mère
250,Eltern::N,атай-анай,parents
251,Eltern::N,бубы-мумы,parents
252,Vater::N,айы,père
253,Vater::N,атай,père
254,Mutter::N,мумы,mère
255,Sohn::N,пи,fils
256,Tochter::N,ныл,fille
257,Bruder::N,агай,frère
258,Schwester::N,апа,sœur
259,Schwester::N,сузэр,sœur
260,Onkel::N,агай,oncle
261,Tante::N,апа,tante
262,Tante::N,кенак,tante
263,Ehemann::N,карт,mari
264,Ehemann::N,карт,époux
265,Ehefrau::N,кышно,femme
266,Ehefrau::N,кышно,épouse
267,Freude::N,шумпотон,joie
268,Freude::N,шумпотон,plaisir
269,Gelächter::N,горем,rires
270,Glück::N,шуд,bonheur
271,Kummer::N,кайгу,peine
272,Kummer::N,кайгу,chagrin
273,Kummer::N,куректон,peine
274,Kummer::N,куректон,chagrin
275,Wunsch::N,мылпотон,désir
276,Lust::N,потон,envie
277,Geist::N,лул,esprit
278,Gedanke::N,малпан,idée
279,Gedanke::N,малпан,pensée
280,Gedächtnis::N,йырсазь,mémoire
281,Gedächtnis::N,тодэваён,mémoire
282,Verstand::N,йырвизь,raison
283,Sinn::N,смысл,sens
284,Grund::N,муг,cause
285,Grund::N,муг,raison
286,Grund::N,ньӧм,cause
287,Grund::N,ньӧм,raison
288,Wahrheit::N,зэм,vérité
289,Wahrheit::N,шонер,vérité
290,Gespräch::N,вераськон,conversation
291,Märchen::N,выжыкыл,conte
292,Märchen::N,выжыкыл,conte de fées
293,Erzählung::N,верос,conte
294,Erzählung::N,верос,narration
295,Nachricht::N,ивор,message
296,Neuigkeit::N,выльивор,nouvelle
297,Name::N,ним,nom
298,Rätsel::N,мадькыл,énigme
299,Rätsel::N,мадькыл,devinette
300,Rede::N,верам,parole
301,Rede::N,верам,discours
302,Sprache::N,кыл,langue
303,Sprache::N,кыл,langage
304,Stimme::N,куара,voix
305,Wort::N,кыл,mot
306,Zeichen::N,пус,signe
307,Zeichen::N,тодмет,signe
308,Ruf::N,ӧтён,cri
309,Ruf::N,ӧтён,appel
310,Ruf::N,чортон,cri
311,Ruf::N,чортон,appel
312,Lärm::N,ӵашетон,bruit
313,Laut::N,куара,son
314,Ton::N,куара,ton
315,Lied::N,кырӟан,chant
316,Lied::N,кырӟан,chanson
317,Ruhe::N,чалмыт улон,calme
318,Ruhe::N,чалмыт улон,tranquillité
319,Leute::N,адямиос,gens
320,Volk::N,калык,peuple
321,Arbeit::N,уж,travail
322,Gast::N,куно,hôte
323,Gast::N,куно,invité
324,Geschenk::N,салам,cadeau
325,Geschenk::N,салам,présent
326,Geschenk::N,кузьым,cadeau
327,Geschenk::N,кузьым,présent
328,Spiel::N,шудон,jeu
329,Gesellschaft::N,калык,compagnie
330,Hilfe::N,юрттон,aide
331,Hilfe::N,юрттон,secours
332,Freund::N,эш,ami
333,Freund::N,юлтош,ami
334,Kamerad::N,тодмо,copain
335,Kamerad::N,тодмо,camarade
336,Angelegenheit::N,уж,affaire
337,Anzahl::N,лыд,nombre
338,Art::N,тус,sorte
339,Art::N,тус,espèce
340,Stück::N,юдэс,morceau
341,Teil::N,люкет,part
342,Teil::N,люкет,partie
343,Hälfte::N,ӝыны,moitié
344,Kreis::N,котырес,cercle
345,Kreuz::N,крест,croix
346,Linie::N,гож,ligne
347,Strich::N,гож,trait
348,Abstand::N,вис,écart
349,Abstand::N,кусып,écart
350,Entfernung::N,кусып,distance
351,Gegend::N,инты,région
352,Gegend::N,инты,contrée
353,Platz::N,инты,place
354,Ort::N,инты,lieu
355,Ort::N,инты,endroit
356,Ort::N,места,lieu
357,Ort::N,места,endroit
358,Seite::N,пал,côté
359,Mitte::N,шор,milieu
360,Gegenstand::N,арбери,objet
361,Sache::N,котыр,chose
362,Rand::N,дур,bord
363,Rand::N,шаер,bord
364,Kante::N,дур,arête
365,Ecke::N,сэрег,coin
366,Ecke::N,сэрег,tournant
367,Spitze::N,йыл,cime
368,Spitze::N,йыл,pointe
369,Ende::N,пум,bout
370,Loch::N,пась,trou
371,Winkel::N,сэрег,coin
372,Winkel::N,сэрег,réduit
373,Muster::N,пужы,dessin
374,Größe::N,быдӟала,grandeur
375,Länge::N,кузьдала,longueur
376,Höhe::N,ӝуждала,hauteur
377,Höhe::N,ӝуждала,altitude
378,Gewicht::N,сектала,poids
379,Gewicht::N,секытлык,poids
380,Menge::N,лыд,quantité
381,Menge::N,лыдпус,quantité
382,Haufen::N,люк,tas
383,Reihe::N,чур,file
384,Reihe::N,чур,rangée
385,Boot::N,пыж,canot
386,Boot::N,пыж,bateau
387,Boot::N,лодка,canot
388,Boot::N,лодка,bateau
389,Ruder::N,полыс,rame
390,Ruder::N,полыс,aviron
391,Schlitten::N,додьы,traîneau
392,Ski::N,куас,ski
393,Lagerfeuer::N,тылскем,feu de camp
394,Last::N,секыт,charge
395,Last::N,секыт,fardeau
396,Gang::N,ветлон,tour
397,Gang::N,ветлон,marche
398,Schritt::N,вамыш,pas
399,Norden::N,уйпал,nord
400,Süden::N,лымшор,sud
401,Westen::N,шунды пуксён,ouest
402,Westen::N,шунды пуксён,occident
403,Osten::N,шунды ӝужан,est
404,Osten::N,шунды ӝужан,orient
405,Holz::N,пу,bois
406,Brett::N,пул,planche
407,Platte::N,плита,plaque
408,Stütze::N,пыкет,appui
409,Stütze::N,пыкет,soutien
410,Stange::N,пуӵ,barre
411,Stange::N,пуӵ,perche
412,Stock::N,боды,canne
413,Stab::N,пуӵ,bâton
414,Stab::N,боды,bâton
415,Rohr::N,труба,tube
416,Rohr::N,труба,tuyau
417,Haus::N,юрт,maison
418,Heim::N,корка,maison
419,Ofen::N,гур,poêle
420,Fußboden::N,выж,plancher
421,Tisch::N,ӝӧк,table
422,Stuhl::N,пукон,chaise
423,Wiege::N,кӧкы,berceau
424,Wiege::N,зыбка,berceau
425,Bett::N,валес,lit
426,Regal::N,ӝажы,étagère
427,Kiste::N,ящик,caisse
428,Fenster::N,укно,fenêtre
429,Fenster::N,косяк,fenêtre
430,Tür::N,ӧс,porte
431,Tor::N,ӟезьы,porte
432,Tor::N,ӟезьы,portail
433,Zaun::N,забор,clôture
434,Dach::N,липет,toit
435,Leiter::N,падӟа,échelle
436,Besen::N,ӵужон,balai
437,Besen::N,исьнер,balai
438,Spaten::N,лопатка,bêche
439,Schaufel::N,ютырон,pelle
440,Gabel::N,тэчы,fourchette
441,Gabel::N,вилка,fourchette
442,Löffel::N,пуньы,cuiller
443,Messer::N,пурт,couteau
444,Nagel::N,кортӵог,clou
445,Netz::N,сеть,filet
446,Haken::N,курик,croc
447,Haken::N,курик,crochet
448,Griff::N,ныд,prise
449,Griff::N,ныд,manche
450,Schloss::N,тунгон,serrure
451,Bild::N,суред,image
452,Bild::N,суред,tableau
453,Figur::N,фигура,figure
454,Puppe::N,мунё,poupée
455,Beutel::N,пуйы,sac
456,Beutel::N,пуйы,petit sac
457,Bündel::N,керттэт,paquet
458,Bündel::N,керттэт,faisceau
459,Tasche::N,пуйы,sac
460,Tasche::N,сумка,sac
461,Eimer::N,ведра,seau
462,Deckel::N,ӵоксэт,couvercle
463,Geschirr::N,тусьты-пуньы,vaisselle
464,Sack::N,пуйы,sac
465,Tasse::N,ӵаша,tasse
466,Topf::N,миска,pot
467,Topf::N,миска,marmite
468,Kessel::N,пурты,chaudron
469,Essen::N,сиськон,repas
470,Essen::N,сиськон,manger
471,Nahrung::N,сион,nourriture
472,Speise::N,сиён,plat
473,Fleisch::N,сӥль,viande
474,Getreide::N,ю тысь,blé
475,Getreide::N,ю тысь,céréales
476,Brei::N,ӝук,purée
477,Brei::N,ӝук,bouillie
478,Brot::N,нянь,pain
479,Scheibe::N,шорем,tranche
480,Fett::N,кӧй,graisse
481,Butter::N,вӧй,beurre
482,Öl::N,вӧй,huile
483,Salz::N,сылал,sel
484,Suppe::N,шыд,soupe
485,Suppe::N,шыд,potage
486,Honig::N,чечы,miel
487,Milch::N,йӧл,lait
488,Tee::N,чай,thé
489,Leder::N,сурон,cuir
490,Wolle::N,гон,laine
491,Wolle::N,ыжгон,laine
492,Stoff::N,куэм,tissu
493,Stoff::N,куэм,étoffe
494,Nadel::N,вень,aiguille
495,Faden::N,сӥньыс,fil
496,Knopf::N,бирды,bouton
497,Knoten::N,герд,nœud
498,Farbe::N,буёл,peinture
499,Kleidung::N,дӥсь,vêtements
500,Kleidung::N,дӥсь,habillement
501,Hemd::N,дэрем,chemise
502,Kragen::N,сирес,col
503,Ärmel::N,саес,manche
504,Hose::N,брюки,pantalon
505,Hose::N,штань,pantalon
506,Gürtel::N,кускерттон,ceinture
507,Mütze::N,ызьы,bonnet
508,Mütze::N,ызьы,casquette
509,Schuh::N,ботинка,soulier
510,Schuh::N,ботинка,chaussure
511,Stiefel::N,сапег,botte
512,Ring::N,зундэс,bague
513,Band::N,лента,ruban
514,Kamm::N,сын,peigne
515,Spiegel::N,синучкон,glace
516,Spiegel::N,синучкон,miroir
517,Riemen::N,е,lanière
518,Riemen::N,е,courroie
519,Schnur::N,гозы,corde
520,Schnur::N,гозы,ficelle
521,Leine::N,думет,laisse
522,Decke::N,шобрет,couverture
523,Kissen::N,миндэр,oreiller
524,Tuch::N,кышет,drap
525,Tuch::N,кышет,fichu
526,Handtuch::N,ӵушкон,serviette
527,Handtuch::N,ӵушкон,essuie-mains
528,Kraft::N,кать,force
529,Kraft::N,ӟигар,force
530,Stärke::N,юнлык,vigueur
531,Gesundheit::N,тазалык,santé
532,Krankheit::N,висён,maladie
533,Schmerz::N,висён,douleur
534,Wunde::N,яра,plaie
535,Wunde::N,яра,blessure
536,Fieber::N,кезег,fièvre
537,Arznei::N,эмъюм,remède
538,Arznei::N,эмъюм,médecine
539,Brücke::N,выж,pont
540,Brunnen::N,колдэч,puits
541,Weide::N,возь,pâturage
542,Pfad::N,сюрес,sentier
543,Weg::N,сюрес,voie
544,Weg::N,сюрес,chemin
545,Straße::N,сюрес,route
546,Dorf::N,гурт,village
547,Stadt::N,кар,cité
548,Stadt::N,кар,ville
549,Stadt::N,город,cité
550,Stadt::N,город,ville
551,Brief::N,гожтэт,lettre
552,Buch::N,книга,livre
553,Buchstabe::N,буква,lettre
554,Buchstabe::N,буква,caractère
555,Zeitung::N,газет,journal
556,Leben::N,улон,vie
557,Tod::N,кулон,mort
558,Grab::N,шайгу,tombe
559,Kirche::N,черк,église
560,Sünde::N,сьӧлык,péché
561,Gott::N,ӥнмар,dieu
562,Arbeiter::N,рабочий,ouvrier
563,Arbeiter::N,рабочий,travailleur
564,Chef::N,начальник,chef
565,Chef::N,начальник,patron
566,Meister::N,кибашлы,maître
567,Arzt::N,врач,médecin
568,Lehrer::N,дышетӥсь,professeur
569,Lehrer::N,дышетӥсь,instituteur
570,Geld::N,уксё,argent
571,Geld::N,коньдон,argent
572,Geschäft::N,уж,affaire
573,Geschäft::N,уж,commerce
574,Laden::N,магазин,magasin
575,Laden::N,магазин,boutique
576,Preis::N,дун,prix
577,Ware::N,вуз,marchandise
578,Nutzen::N,пайда,profit
579,Reichtum::N,узырлык,richesse
580,Welt::N,дунне,monde
581,Land::N,шаер,pays
582,Staat::N,кун,État
583,König::N,эксэй,roi
584,Macht::N,власть,pouvoir
585,Macht::N,власть,puissance
586,Grenze::N,кунгож,frontière
587,Krieg::N,ож,guerre
588,Feind::N,тушмон,ennemi
589,Gewalt::N,эриктэман,violence
590,Kampf::N,нюръяськон,lutte
591,Kampf::N,нюръяськон,combat
592,Bogen[Waffe]::N,пукыӵ,arc
593,Pfeil::N,пукыӵ вень,flèche
594,Gewehr::N,пыӵал,fusil
595,Fehler::N,янгыш,faute
596,Fehler::N,янгыш,erreur
597,Lüge::N,пӧян,mensonge
598,Lüge::N,алдан,mensonge
599,Lüge::N,ӧрекчан,mensonge
600,Schaden::N,изъян,dégât
601,Schaden::N,изъян,dommage
602,Unglück::N,куректон,malheur
603,Unglück::N,шудтэме усён,malheur
604,Schuld::N,янгыш,faute
605,Schuld::N,янгыш,culpabilité
606,Alter::N,арлыд,âge
607,Schluss::N,пум,fin
608,Zeit::N,дыр,temps
609,Tag::N,нунал,jour
610,Tag::N,нунал,journée
611,Morgen::N,ӵукна,matin
612,Morgen::N,ӵукна,matinée
613,Mittag::N,лымшор,midi
614,Abend::N,ӝыт,soir
615,Abend::N,ӝыт,soirée
616,Abend::N,акшан,soir
617,Abend::N,акшан,soirée
618,Nacht::N,уй,nuit
619,Woche::N,арня,semaine
620,Monat::N,толэзь,mois
621,Jahr::N,ар,an
622,Jahr::N,ар,année
623,Frühling::N,тулыс,printemps
624,Sommer::N,гужем,été
625,Herbst::N,сӥзьыл,automne
626,Winter::N,тол,hiver
627,Januar::N,выльартолэзь,janvier
628,Februar::N,тулыспал,février
629,März::N,южтолэзь,mars
630,April::N,оштолэзь,avril
631,Mai::N,куартолэзь,mai
632,Juni::N,вожотолэзь,juin
633,Juli::N,пӧсьтолэзь,juillet
634,August::N,гудырикошкон,août
635,September::N,куарусён,septembre
636,Oktober::N,выльӝуктолэзь,octobre
637,November::N,шуркынмон,novembre
638,Dezember::N,толсур,décembre
639,Montag::N,вордӥськон,lundi
640,Dienstag::N,вторник,mardi
641,Mittwoch::N,вирнунал,mercredi
642,Donnerstag::N,покчиарня,jeudi
643,Freitag::N,удмуртарня,vendredi
644,Samstag::N,кӧснунал,samedi
645,Sonntag::N,арня,dimanche
646,groß::A,бадӟым,grand
647,klein::A,пичи,petit
648,lang::A,кузь,long
649,kurz::A,вакчи,court
650,breit::A,паськыт,large
651,schmal::A,сюлэг,étroit
652,dicht::A,ӵем,dense
653,dick[Gegenstand]::A,зӧк,épais
654,dünn::A,векчи,mince
655,fein::A,векчи,fin
656,fein::A,векчи,menu
657,fest::A,юн,ferme
658,fest::A,юн,solide
659,fest::A,чурыт,ferme
660,fest::A,чурыт,solide
661,flach::A,ӵошкыт,plat
662,glatt::A,гылыт,poli
663,glatt::A,гылыт,lisse
664,glatt::A,вольыт,poli
665,glatt::A,вольыт,lisse
666,hart::A,чурыт,dur
667,weich::A,небыт,mou
668,rund::A,котырес,rond
669,spitz::A,йылсо,aigu
670,spitz::A,йылсо,pointu
671,scharf::A,лэчыт,tranchant
672,stumpf::A,ныж,mousse
673,stumpf::A,ныж,émoussé
674,schwer::A,секыт,lourd
675,schwer::A,секыт,pesant
676,schön::A,чебер,beau
677,heiß::A,пӧсь,chaud
678,heiß::A,пӧсь,très chaud
679,warm::A,шуныт,chaud
680,kalt::A,кезьыт,froid
681,kühl::A,юзмыт,frais
682,kühl::A,салкым,frais
683,frisch::A,выль,frais
684,feucht::A,мускыт,humide
685,nass::A,котмем,mouillé
686,trocken::A,кӧс,sec
687,voll::A,тыр,plein
688,voll::A,тыр,rempli
689,leer::A,буш,vide
690,leer::A,тырттэм,vide
691,offen::A,усьтэм,ouvert
692,geschlossen::A,ӵогам,clos
693,geschlossen::A,ӵогам,fermé
694,geschlossen::A,пунням,clos
695,geschlossen::A,пунням,fermé
696,sauber::A,ӝикыт,net
697,sauber::A,ӝикыт,propre
698,sauber::A,чылкыт,net
699,sauber::A,чылкыт,propre
700,schmutzig::A,нӧд,sale
701,schmutzig::A,нӧд,crasseux
702,roh::A,ыль,cru
703,roh::A,ыль,brut
704,reif::A,вуэм,mûr
705,lecker::A,ческыт,délicieux
706,lecker::A,ческыт,appétissant
707,süß::A,ческыт,doux
708,bitter::A,курыт,amer
709,sauer::A,чырс,aigre
710,hell::A,югыт,clair
711,dunkel::A,пеймыт,sombre
712,schwarz::A,сьӧд,noir
713,weiß::A,тӧдьы,blanc
714,rot::A,горд,rouge
715,gelb::A,ӵуж,jaune
716,blau::A,лыз,bleu
717,grün::A,вож,vert
718,grau::A,пурысь,gris
719,bunt::A,куӵо,multicolore
720,billig::A,дунтэм,bon marché
721,teuer::A,дуно,cher
722,wertvoll::A,дуно,précieux
723,blind::A,сукыр,aveugle
724,blind::A,синтэм,aveugle
725,taub::A,пельтэм,sourd
726,kräftig::A,кужмо,fort
727,kräftig::A,кужмо,vigoureux
728,stark::A,юн,fort
729,stark::A,юн,puissant
730,stark::A,кужмо,fort
731,stark::A,кужмо,puissant
732,schwach::A,ляб,faible
733,schwach::A,начар,faible
734,fett::A,кӧй,gras
735,schlank::A,веськыт,svelte
736,schlank::A,веськрес,svelte
737,hübsch::A,чебер,joli
738,hübsch::A,синмаськымон,joli
739,böse::A,лек,mauvais
740,dumm::A,шузи,sot
741,dumm::A,шузи,bête
742,dumm::A,визьтэм,sot
743,dumm::A,визьтэм,bête
744,faul::A,азьтэм,fainéant
745,faul::A,азьтэм,paresseux
746,fleißig::A,сюлмо,appliqué
747,geizig::A,сук,avare
748,klug::A,визьмо,intelligent
749,geschickt::A,усто,habile
750,geschickt::A,быгатӥсь,habile
751,lieb::A,мусо,cher
752,lieb::A,мусо,gentil
753,lustig::A,шулдыр,gai
754,lustig::A,шулдыр,joyeux
755,sanft::A,мусо,doux
756,sanft::A,эрке,doux
757,hungrig::A,сютэм,affamé
758,krank::A,висись,malade
759,nackt::A,гольык,nu
760,traurig::A,мӧзмыт,triste
761,lebendig::A,улэп,vivant
762,gut::A,ӟеч,bon
763,gut::A,умой,bon
764,schlecht::A,урод,mauvais
765,schlecht::A,алама,mauvais
766,richtig::A,шонер,juste
767,richtig::A,шонер,correct
768,schlimm::A,алама,grave
769,schlimm::A,алама,mauvais
770,wahr::A,зэмос,vrai
771,wahr::A,зэмос,véritable
772,alt::A,вуж,vieux
773,neu::A,выль,neuf
774,neu::A,выль,nouveau
775,ehemalig::A,азьвылэз,ancien
776,alt[Lebewesen]::A,пересь,âgé
777,alt[Lebewesen]::A,пересь,vieux
778,jung::A,егит,jeune
779,jung::A,пинал,jeune
780,arm::A,начар,pauvre
781,arm::A,куанер,pauvre
782,reich::A,узыр,riche
783,bekannt::A,тодмо,connu
784,berühmt::A,дано,fameux
785,berühmt::A,дано,célèbre
786,fremd::A,ят,étranger
787,verschieden::A,пӧртэм,différent
788,nah::A,матысь,lié
789,nah::A,матысь,proche
790,fern::A,кыдёкысь,éloigné
791,fern::A,кыдёкысь,lointain
792,linker::A,паллян,gauche
793,rechter::A,бур,droit
794,rechter::A,бурпал,droit
795,anderer::A,мукет,autre
796,erster::A,нырысетӥез,premier
797,zweiter::A,кыктэтӥез,second
798,zweiter::A,кыктэтӥез,deuxième
799,dritter::A,кунньметӥез,troisième
800,letzter::A,берло,dernier
801,letzter::A,берпум,dernier
802,allein::ADV,огназ,seul
803,auf einmal::ADV,огдыре,à la fois
804,zusammen::ADV,ӵош,ensemble
805,zusammen::ADV,валче,ensemble
806,lange::ADV,кема,longtemps
807,plötzlich::ADV,мапламтэ шорысь,tout à coup
808,sofort::ADV,али ик,immédiatement
809,später::ADV,бергес,plus tard
810,später::ADV,берлогес,plus tard
811,jetzt::ADV,али,maintenant
812,jetzt::ADV,табере,maintenant
813,heute::ADV,туннэ,aujourd'hui
814,morgen::ADV,ӵуказе,demain
815,bald::ADV,ӝоген,bientôt
816,dann::ADV,берло,puis
817,dann::ADV,берло,ensuite
818,gestern::ADV,толон,hier
819,einst::ADV,огпол,jadis
820,einst::ADV,огпол,autrefois
821,einst::ADV,одӥг пол,jadis
822,einst::ADV,одӥг пол,autrefois
823,damals::ADV,соку,alors
824,damals::ADV,соку,à l'époque
825,danach::ADV,собере,après
