,Concept_ID,ps,da
249,Lust::N,مینه,lyst
250,Geist::N,روح,ånd
251,Gedanke::N,فکر,tanke
252,Gedächtnis::N,یاد,hukommelse
253,Gedächtnis::N,حافظه,hukommelse
254,Verstand::N,عقل,forstand
255,Verstand::N,شعور,forstand
256,Sinn::N,معنی,mening
257,Sinn::N,معنی,betydning
258,Grund::N,علت,grund
259,Grund::N,اساس,grund
260,Wahrheit::N,حقیقت,sandhed
261,Gespräch::N,مرکه,samtale
262,Gespräch::N,خبرې اترې,samtale
263,Märchen::N,افسانه,eventyr
264,Erzählung::N,قصه,fortælling
265,Erzählung::N,کیسه,fortælling
266,Nachricht::N,خبر,efterretning
267,Neuigkeit::N,نوی خبر,nyhed
268,Name::N,نوم,navn
269,Rätsel::N,کیسۍ,gåde
270,Rätsel::N,چیستان,gåde
271,Rede::N,وینا,tale
272,Sprache::N,ژبه,sprog
273,Stimme::N,غږ,stemme
274,Stimme::N,اواز,stemme
275,Wort::N,لغت,ord
276,Wort::N,کلمه,ord
277,Zeichen::N,نښه,tegn
278,Zeichen::N,اشاره,tegn
279,Ruf::N,ږغ,råb
280,Ruf::N,بلنه,råb
281,Lärm::N,غالمغال,larm
282,Laut::N,ږغ,lyd
283,Ton::N,اواز,tone
284,Lied::N,غزله,sang
285,Lied::N,سندره,sang
286,Ruhe::N,ارامي,ro
287,Ruhe::N,ارامي,hvile
288,Leute::N,خلک,folk
289,Leute::N,خلک,mennesker
290,Volk::N,ولس,folk
291,Arbeit::N,کار,arbejde
292,Gast::N,مېلمه,gæst
293,Geschenk::N,تحفه,gave
294,Geschenk::N,سوغات,gave
295,Spiel::N,لوبه,leg
296,Gesellschaft::N,ډله,selskab
297,Hilfe::N,کومک,hjælp
298,Hilfe::N,مرسته,hjælp
299,Freund::N,ملګری,ven
300,Kamerad::N,انډيوال,kammerat
301,Angelegenheit::N,موضوع,sag
302,Angelegenheit::N,موضوع,anliggende
303,Anzahl::N,شمېر,antal
304,Anzahl::N,تعداد,antal
305,Art::N,ډول,art
306,Stück::N,ټوټه,stykke
307,Teil::N,برخه,del
308,Hälfte::N,نیم,halvdel
309,Kreis::N,دایره,cirkel
310,Kreuz::N,صلیب,kors
311,Kreuz::N,صلیب,kryds
312,Linie::N,خط,linie
313,Linie::N,لیکه,linie
314,Strich::N,کرښه,streg
315,Abstand::N,فاصله,afstand
316,Entfernung::N,واټن,afstand
317,Gegend::N,سیمه,egn
318,Gegend::N,منطقه,egn
319,Platz::N,ځای,plads
320,Ort::N,ځای,sted
321,Seite::N,مخ,side
322,Seite::N,اړخ,side
323,Mitte::N,وسط,midte
324,Mitte::N,مینځ,midte
325,Gegenstand::N,شی,genstand
326,Sache::N,شی,sag
327,Sache::N,څيز,sag
328,Rand::N,څنډه,rand
329,Rand::N,کناره,rand
330,Kante::N,اړخ,kant
331,Ecke::N,ګوټ,hjørne
332,Spitze::N,څوکه,spids
333,Ende::N,څوکه,ende
334,Loch::N,سوری,hul
335,Winkel::N,کنج,vinkel
336,Winkel::N,کوتی,vinkel
337,Muster::N,نمونه,mønster
338,Größe::N,قد,størrelse
339,Größe::N,لويوالی,størrelse
340,Länge::N,طول,længde
341,Länge::N,اوږد والی,længde
342,Höhe::N,جګوالی,højde
343,Gewicht::N,وزن,vægt
344,Menge::N,اندازه,mængde
345,Haufen::N,کوټه,bunke
346,Reihe::N,صف,række
347,Reihe::N,کتار,række
348,Boot::N,قايق,båd
349,Ruder::N,چپه,åre
350,Schlitten::N,ښویېدونی,kælk
351,Schlitten::N,ښویېدونی,slæde
352,Ski::N,سکي,ski
353,Lagerfeuer::N,اور,lejrbål
354,Last::N,بار,last
355,Last::N,بار,byrde
356,Last::N,پېټی,last
357,Last::N,پېټی,byrde
358,Gang::N,تګ,gang
359,Schritt::N,ګام,skridt
360,Norden::N,شمال,nord
361,Süden::N,سوېل,syd
362,Westen::N,لوېدېځ,vest
363,Osten::N,شرق,øst
364,Osten::N,ختیځ,øst
365,Holz::N,لرګی,træ
366,Brett::N,تخته,bræt
367,Platte::N,تخته,plade
368,Stütze::N,تکیوان,støtte
369,Stange::N,ډاګه,stang
370,Stock::N,لرګی,stok
371,Stab::N,چيخله,stav
372,Rohr::N,نل,rør
373,Haus::N,کور,hus
374,Heim::N,کور,hjem
375,Ofen::N,تودنۍ,ovn
376,Fußboden::N,غولی,gulv
377,Tisch::N,مېز,bord
378,Stuhl::N,چوکۍ,stol
379,Wiege::N,زانګو,vugge
380,Bett::N,کټ,seng
381,Bett::N,چپرکټ,seng
382,Regal::N,تاخچۍ,reol
383,Kiste::N,صندوق,kasse
384,Fenster::N,کړکۍ,vindue
385,Tür::N,دروازه,dør
386,Tor::N,دروازه,port
387,Zaun::N,کټاره,stakit
388,Dach::N,بام,tag
389,Leiter::N,زينه,stige
390,Besen::N,جارو,kost
391,Spaten::N,یوم,spade
392,Schaufel::N,بېلچه,skovl
393,Gabel::N,پنجه,gaffel
394,Löffel::N,کاشوغه,ske
395,Messer::N,چاقو,kniv
396,Nagel::N,ميخ,søm
397,Netz::N,جال,net
398,Haken::N,څنګک,krog
399,Griff::N,لاستی,tag
400,Griff::N,لاستی,håndtag
401,Schloss::N,کلپ,lås
402,Bild::N,رسم,billede
403,Figur::N,قدوقامت,figur
404,Puppe::N,ګوډۍ,dukke
405,Beutel::N,کڅوړه,pose
406,Bündel::N,دسته,bylt
407,Bündel::N,دسته,bundt
408,Tasche::N,بکس,taske
409,Tasche::N,توبره,taske
410,Eimer::N,سطل,spand
411,Deckel::N,سرپوښ,låg
412,Geschirr::N,لوښی,husgeråd
413,Sack::N,جوال,sæk
414,Tasse::N,پیاله,kop
415,Topf::N,دېګی,gryde
416,Kessel::N,دېګ,kedel
417,Essen::N,خوراک,måltid
418,Nahrung::N,خوراک,mad
419,Nahrung::N,خوراک,næring
420,Speise::N,خواړه,ret
421,Fleisch::N,غوښه,kød
422,Getreide::N,غله,korn
423,Brei::N,اوګره,grød
424,Brot::N,ډوډۍ,brød
425,Scheibe::N,مړۍ,skive
426,Fett::N,غوړي,fedt
427,Butter::N,کوچ,smør
428,Öl::N,تېل,olie
429,Salz::N,مالګه,salt
430,Suppe::N,شوربا,suppe
431,Honig::N,شات,honning
432,Milch::N,شوده,mælk
433,Tee::N,چای,te
434,Leder::N,څرمن,skind
435,Wolle::N,پشم,uld
436,Stoff::N,ټوټه,stof
437,Nadel::N,ستن,nål
438,Faden::N,تار,tråd
439,Knopf::N,تڼۍ,knap
440,Knopf::N,تکمه,knap
441,Knoten::N,غوټه,knude
442,Farbe::N,رنګ,farve
443,Kleidung::N,کالي,påklædning
444,Hemd::N,کميس,skjorte
445,Kragen::N,غاړه,krave
446,Ärmel::N,لستوڼی,ærme
447,Hose::N,پطلون,bukser
448,Gürtel::N,کمربند,bælte
449,Mütze::N,خولۍ,hue
450,Schuh::N,بوټ,sko
451,Stiefel::N,موزه,støvle
452,Ring::N,ګوته,ring
453,Band::N,فيته,bånd
454,Kamm::N,ګمنځ,kam
455,Spiegel::N,ایینه,spejl
456,Spiegel::N,هنداره,spejl
457,Riemen::N,تسمه,rem
458,Schnur::N,مزی,snor
459,Leine::N,رسۍ,snor
460,Decke::N,بړستن,tæppe
461,Kissen::N,بالښت,pude
462,Tuch::N,ټیکری,sjaltørklæde
463,Handtuch::N,دسمال,håndklæde
464,Kraft::N,زور,kraft
465,Kraft::N,توان,kraft
466,Stärke::N,قوت,styrke
467,Gesundheit::N,صحت,sundhed
468,Gesundheit::N,روغتیا,sundhed
469,Krankheit::N,مرض,sygdom
470,Krankheit::N,ناروغي,sygdom
471,Schmerz::N,درد,smerte
472,Wunde::N,ټپ,sår
473,Wunde::N,زخم,sår
474,Fieber::N,تبه,feber
475,Arznei::N,دوا,medicin
476,Arznei::N,دوا,lægemiddel
477,Arznei::N,دارو,medicin
478,Arznei::N,دارو,lægemiddel
479,Brücke::N,پول,bro
480,Brunnen::N,څاه,brønd
481,Brunnen::N,کوهی,brønd
482,Weide::N,وله,græsgang
483,Pfad::N,تړه,sti
484,Weg::N,لیار,vej
485,Straße::N,سړک,gade
486,Dorf::N,کلی,landsby
487,Stadt::N,ښار,by
488,Brief::N,لیک,brev
489,Brief::N,مکتوب,brev
490,Buch::N,کتاب,bog
491,Buchstabe::N,حرف,bogstav
492,Buchstabe::N,توری,bogstav
493,Zeitung::N,اخبار,avis
494,Leben::N,ژوند,liv
495,Tod::N,مرګ,død
496,Tod::N,مړینه,død
497,Grab::N,قبر,grav
498,Grab::N,ډورۍ,grav
499,Kirche::N,کلیسا,kirke
500,Sünde::N,ګناه,synd
501,Gott::N,خدای,gud
502,Arbeiter::N,کاریګر,arbejder
503,Chef::N,آمر,chef
504,Meister::N,استاد,mester
505,Arzt::N,طبیب,læge
506,Arzt::N,ډاکټر,læge
507,Lehrer::N,معلم,lærer
508,Lehrer::N,ښوونکی,lærer
509,Geld::N,پیسې,penge
510,Geschäft::N,سوداګري,forretning
511,Laden::N,دکان,butik
512,Laden::N,دکان,forretning
513,Laden::N,مغازه,butik
514,Laden::N,مغازه,forretning
515,Preis::N,بیه,pris
516,Ware::N,مال,vare
517,Nutzen::N,ګټه,nytte
518,Reichtum::N,شتمني,rigdom
519,Welt::N,نړۍ,verden
520,Welt::N,دنیا,verden
521,Land::N,هېواد,land
522,Staat::N,دولت,stat
523,König::N,باچا,konge
524,König::N,پادشاه,konge
525,Macht::N,قدرت,magt
526,Grenze::N,حد,grænse
527,Grenze::N,سرحد,grænse
528,Krieg::N,جګړه,krig
529,Feind::N,دښمن,fjende
530,Gewalt::N,زور,vold
531,Gewalt::N,تشدد,vold
532,Kampf::N,جنګ,kamp
533,Kampf::N,مبارزه,kamp
534,Bogen[Waffe]::N,لیندۍ,bue
535,Pfeil::N,غشی,pil
536,Gewehr::N,ټوپک,gevær
537,Fehler::N,خطا,fejl
538,Fehler::N,غلطي,fejl
539,Lüge::N,دروغ,løgn
540,Schaden::N,زیان,skade
541,Schaden::N,تاوان,skade
542,Unglück::N,بدبختي,uheld
543,Unglück::N,بدبختي,ulykke
544,Schuld::N,ګناه,skyld
545,Alter::N,منګ,alder
546,Schluss::N,اخر,slut
547,Schluss::N,اخر,slutning
548,Zeit::N,وخت,tid
549,Tag::N,ورځ,dag
550,Morgen::N,سبا,morgen
551,Morgen::N,سهار,morgen
552,Mittag::N,غرمه,middag
553,Abend::N,ماښام,aften
554,Nacht::N,شپه,nat
555,Woche::N,اونۍ,uge
556,Monat::N,مياشت,måned
557,Jahr::N,کال,år
558,Frühling::N,پسرلی,forår
559,Sommer::N,دوبی,sommer
560,Herbst::N,منی,efterår
561,Herbst::N,خزان,efterår
562,Winter::N,ژمی,vinter
563,Januar::N,جنوري,januar
564,Februar::N,فبروري,februar
565,März::N,مارچ,marts
566,April::N,اپریل,april
567,Mai::N,مې,maj
568,Juni::N,جون,juni
569,Juli::N,جولای,juli
570,August::N,اګست,august
571,September::N,سپټامبر,september
572,Oktober::N,اکتوبر,oktober
573,November::N,نومبر,november
574,Dezember::N,دسمبر,december
575,Montag::N,دوشنبه,mandag
576,Dienstag::N,سه شنبه,tirsdag
577,Mittwoch::N,چارشنبه,onsdag
578,Donnerstag::N,پنجشنبه,torsdag
579,Freitag::N,جمعه,fredag
580,Samstag::N,خالي,lørdag
581,Sonntag::N,یکشنبه,søndag
582,groß::A,لوی,stor
583,klein::A,وړوکی,lille
584,lang::A,اوړد,lang
585,kurz::A,لنډ,kort
586,breit::A,پراخه,bred
587,schmal::A,تنګ,smal
588,dicht::A,ګڼ,tæt
589,dick[Gegenstand]::A,پنډ,tyk
590,dünn::A,نری,tynd
591,fein::A,نازک,fin
592,fest::A,کلک,fast
593,fest::A,ټینګ,fast
594,flach::A,هوار,flad
595,glatt::A,ښوی,glat
596,hart::A,کلک,hård
597,weich::A,نرم,blød
598,weich::A,پوست,blød
599,rund::A,ګرد,rund
600,spitz::A,تېره,spids
601,scharf::A,تېز,skarp
602,scharf::A,تېره,skarp
603,stumpf::A,پڅ,sløv
604,stumpf::A,پڅ,stump
605,schwer::A,دروند,tung
606,schön::A,ښکلی,skøn
607,heiß::A,تود,hed
608,warm::A,تود,varm
609,kalt::A,ېخ,kold
610,kalt::A,سوړ,kold
611,kühl::A,ېخ,kølig
612,kühl::A,سوړ,kølig
613,frisch::A,تازه,frisk
614,feucht::A,مرطوب,fugtig
615,nass::A,لوند,våd
616,trocken::A,وچ,tør
617,voll::A,ډک,fuld
618,leer::A,خالی,tom
619,offen::A,خلاص,åben
620,offen::A,پرانیستی,åben
621,geschlossen::A,تړلی,lukket
622,sauber::A,پاک,ren
623,schmutzig::A,چټل,snavset
624,roh::A,خام,rå
625,reif::A,پوخ,moden
626,reif::A,رسېدلی,moden
627,lecker::A,خوندور,lækker
628,lecker::A,مزه دار,lækker
629,süß::A,خوږ,sød
630,süß::A,شیرین,sød
631,bitter::A,تریخ,bitter
632,sauer::A,ټاک,sur
633,sauer::A,تريو,sur
634,hell::A,روڼ,lys
635,hell::A,روښان,lys
636,dunkel::A,تیاره,mørk
637,schwarz::A,تور,sort
638,weiß::A,سپين,hvid
639,rot::A,سور,rød
640,gelb::A,زېړ,gul
641,blau::A,شین,blå
642,blau::A,اسماني رنګه,blå
643,grün::A,زرغون,grøn
644,grau::A,خړ,grå
645,bunt::A,رنګارنګ,broget
646,billig::A,ارزان,billig
647,teuer::A,ګران,dyr
648,wertvoll::A,قیمتي,værdifuld
649,blind::A,ړوند,blind
650,taub::A,کوڼ,døv
651,kräftig::A,قوی,kraftig
652,stark::A,قوی,stærk
653,stark::A,تکړه,stærk
654,schwach::A,ضعیف,svag
655,schwach::A,کمزوری,svag
656,fett::A,چاغ,fed
657,schlank::A,خوش اندام,slank
658,hübsch::A,ښکلی,køn
659,hübsch::A,ښایسته,køn
660,böse::A,شریر,ond
661,böse::A,شریر,slem
662,böse::A,قهرناک,ond
663,böse::A,قهرناک,slem
664,dumm::A,احمق,dum
665,faul::A,لټ,doven
666,faul::A,تنبل,doven
667,fleißig::A,زحمت کښ,flittig
668,geizig::A,بخیل,gerrig
669,klug::A,عاقل,klog
670,klug::A,هوښیار,klog
671,geschickt::A,ماهر,dygtig
672,geschickt::A,ماهر,behændig
673,lieb::A,عزیز,rar
674,lieb::A,محبوب,rar
675,lustig::A,خوشحال,lystig
676,sanft::A,پوست,blid
677,sanft::A,ملایم,blid
678,hungrig::A,وږی,sulten
679,krank::A,مريض,syg
680,krank::A,ناروغ,syg
681,nackt::A,لوڅ,nøgen
682,traurig::A,غمجن,bedrøvet
683,lebendig::A,ژوندی,levende
684,gut::A,ښه,god
685,schlecht::A,بد,dårlig
686,schlecht::A,خراب,dårlig
687,richtig::A,سم,rigtig
688,richtig::A,صحیح,rigtig
689,schlimm::A,بد,slem
690,schlimm::A,مخوف,slem
691,wahr::A,واقعي,sand
692,alt::A,زوړ,gammel
693,neu::A,نوی,ny
694,ehemalig::A,پخوانی,forhenværende
695,alt[Lebewesen]::A,زوړ,gammel
696,jung::A,ځوان,ung
697,arm::A,غریب,fattig
698,arm::A,بې وزله,fattig
699,reich::A,شتمن,rig
700,reich::A,دولتمند,rig
701,bekannt::A,اشنا,kendt
702,berühmt::A,مشهور,berømt
703,fremd::A,پردی,fremmed
704,fremd::A,بېګانه,fremmed
705,verschieden::A,مختلف,forskellig
706,nah::A,نژدې,nær
707,fern::A,لیری,fjern
708,linker::A,چپ,venstre
709,linker::A,کیڼ,venstre
710,rechter::A,ښی,højre
711,anderer::A,بل,anden
712,erster::A,لومړی,første
713,zweiter::A,دوهم,anden
714,dritter::A,درېم,tredje
715,letzter::A,آخرنی,sidste
716,letzter::A,وروستی,sidste
717,allein::ADV,یوازې,alene
718,auf einmal::ADV,په یوه وخت کی,på én gang
719,zusammen::ADV,یو ځای,sammen
720,lange::ADV,ډېر وخت,længe
721,lange::ADV,ډېره موده,længe
722,plötzlich::ADV,ناببره,pludselig
723,plötzlich::ADV,یوناڅاپه,pludselig
724,sofort::ADV,فوراً,straks
725,sofort::ADV,سمدلاسه,straks
726,später::ADV,وروسته,senere
727,jetzt::ADV,اوس,nu
728,heute::ADV,نن,i dag
729,morgen::ADV,سبا,i morgen
730,bald::ADV,ژر,snart
731,dann::ADV,پس,så
732,dann::ADV,وروسته,så
733,gestern::ADV,پرون,i går
734,einst::ADV,پخوا,engang
735,damals::ADV,هغه وخت,dengang
736,danach::ADV,بیا,derefter
737,vorher::ADV,دمخه,før
738,vorher::ADV,دمخه,forud
739,zuerst::ADV,لومړی,først
740,einmal::ADV,یو ځل,en gang
741,manchmal::ADV,ګاهی ګاهی,sommetider
742,oft::ADV,ډېر ځله,ofte
743,immer::ADV,تل,altid
744,immer::ADV,همېشه,altid
745,niemals::ADV,هیڅکله نه,aldrig
746,hier::ADV,دلته,her
747,hierhin::ADV,دلته,hid
748,hierhin::ADV,دلته,herhen
749,hierhin::ADV,دې ځای ته,hid
750,hierhin::ADV,دې ځای ته,herhen
751,von hier::ADV,د دې ځای نه,herfra
752,dort::ADV,هلته,der
753,dorthin::ADV,هلته,derhen
754,dorthin::ADV,هغه ځای ته,derhen
755,geradeaus::ADV,مخامخ,lige ud
756,vorwärts::ADV,مخ پهٔ وړاندې,fremad
757,rückwärts::ADV,بېرته,baglæns
758,zurück::ADV,بېرته,tilbage
759,unten::ADV,لاندي,nede
760,unten::ADV,لاندي,forneden
761,hinab::ADV,ښکته,ned
762,hinab::ADV,ښکته,nedad
763,oben::ADV,پورته,oppe
764,oben::ADV,پورته,ovenpå
765,hinauf::ADV,پاس,op
766,hinauf::ADV,پاس,opad
767,überall::ADV,هره خوا,overalt
768,nicht::ADV,نه,ikke
769,ein wenig::ADV,یو څه,lidt
770,kaum::ADV,ایله,knap
771,kaum::ADV,ایله,næppe
772,sehr::ADV,ډېر,meget
773,sehr::ADV,زيات,meget
774,so::ADV,داسې,så
775,so::ADV,دومره,så
776,noch::ADV,نور,endnu
777,nur::ADV,تش,kun
778,nur::ADV,تش,bare
779,nur::ADV,صرف,kun
780,nur::ADV,صرف,bare
781,schon::ADV,دمخه,alt
782,schon::ADV,دمخه,allerede
783,wieder::ADV,بیا,igen
784,vergebens::ADV,عبث,forgæves
785,vor::PRP,دمخه,foran
786,vor::PRP,دمخه,uden for
787,hinter::PRP,شاته,bag
788,hinter::PRP,شاته,bagved
789,unter::PRP,لاندي,under
790,durch::PRP,د مینځ نه,gennem
791,durch::PRP,د مینځ نه,igennem
792,neben::PRP,نژدې,ved siden af
793,zwischen::PRP,ترمینځ,mellem
794,wegen::PRP,د ... له لاسه,på grund af
795,dies::PRN,دا,dette
796,das::PRN,دا,det
797,alles::PRN,هرڅهٔ,alt
798,ich::PRN,زه,jeg
799,du::PRN,ته,du
800,er::PRN,دی,han
801,wir::PRN,مونږ,vi
802,ihr::PRN,تاسې,I
803,sie::PRN,هغوی,de
804,was::FPRN,څهٔ,hvad
805,wer::FPRN,چا,hvem
806,wer::FPRN,څوک,hvem
807,wo::FADV,چيری,hvor
808,wo::FADV,چېرته,hvor
809,wohin::FADV,چېرته,hvorhen
810,wie::FADV,څنګه,hvordan
811,warum::FADV,ولې,hvorfor
812,wieviel::FNUM,څو,hvor meget
