,Concept_ID,lez,xal
100,Hügel::N,кӏунтӏ,толһа
101,Anhöhe::N,тепе,хамр
102,Anhöhe::N,гьуьндуьрвал,хамр
103,Berg::N,дагъ,уул
104,Gipfel::N,кӏукӏ,ора
105,Höhle::N,кьветӏ,хадин көндә
106,Abhang::N,гуьне,ташу
107,Quelle::N,чешме,булг
108,Bach::N,булах,һооҗур
109,Fluss::N,вацӏ,һол
110,Ufer::N,къерех,көвә
111,Küste::N,къерех,көвә
112,Küste::N,къерех,теңгсин көвә
113,Festland::N,кьурамат,хүүрә һазр
114,Meer::N,гьуьл,теңгс
115,Bucht::N,бухта,цекә
116,Bucht::N,бухта,теңгсин цекә
117,Insel::N,остров,арл
118,Blume::N,цуьк,цецг
119,Gras::N,хъач,ноһан
120,Wurzel::N,дувул,уңг
121,Baum::N,ттар,модн
122,Stamm::N,тан,шилв
123,Stamm::N,тан,һол модн
124,Rinde::N,чкал,көрсн
125,Ast::N,тӏур,ац
126,Zweig::N,хел,ац
127,Blatt::N,пеш,хамтхасн
128,Birke::N,верх,хусм модн
129,Kiefer[Baum]::N,шамагъаж,шар харһа
130,Weide[Baum]::N,цӏвелин ттар,удн
131,Tanne::N,ель,җөөлн цаһан модн
132,Horn::N,карч,өвр
133,Feder::N,цӏакул,өрвлг
134,Fell::N,хам,арсн
135,Flügel::N,лув,җивр
136,Klaue::N,къармах,хумсн
137,Kralle::N,пац,тавг
138,Kralle::N,тапас,тавг
139,Schwanz::N,ттум,сүл
140,Ei::N,кака,өндгн
141,Nest::N,муг,үр
142,Bau::N,тӏеквен,нүкн
143,Tier::N,гьайван,мал
144,Herde::N,суьруь,сүрг мал
145,Kuh::N,ккал,үкр
146,Bulle::N,яц,бух
147,Bulle::N,бугъа,бух
148,Pferd::N,балкӏан,мөрн
149,Schaf::N,хеб,хөн
150,Schwein::N,вак,һаха
151,Hund::N,кицӏ,ноха
152,Katze::N,кац,мис
153,Bär::N,сев,аю
154,Eichhörnchen::N,белка,кермн
155,Elch::N,лось,хандһа
156,Fuchs::N,сикӏ,арат
157,Hase::N,къуьр,туула
158,Maus::N,кьиф,хулһн
159,Wolf::N,жанавур,чон
160,Vogel::N,луван ничхир,шовун
161,Schwarm::N,луж,зел
162,Huhn::N,верч,така
163,Hahn::N,кӏек,эр така
164,Gans::N,къаз,һалун
165,Adler::N,лекь,һәрд
166,Ente::N,пӏатӏ,нуһсн
167,Eule::N,тӏиб,һурвлһ
168,Kranich::N,дурна,тоһрун
169,Krähe::N,къаргъа,шаазһа
170,Kuckuck::N,кукупӏ,эргин хуцдг
171,Schwan::N,къугь,хун
172,Fisch::N,гъед,заһсн
173,Barsch::N,окунь,шүрг
174,Hecht::N,щука,цурх
175,Schlange[Tier]::N,илан,моһа
176,Schlange[Tier]::N,гъуьлягъ,моһа
177,Wurm::N,квак,өтн
178,Spinne::N,хуьшрекан,аралҗн
179,Ameise::N,цегв,шорһлҗн
180,Laus::N,нет,бөөсн
181,Mücke::N,ветӏ,бөкүн
182,Fliege::N,тӏветӏ,батхн
183,Schmetterling::N,чепелукь,эрвәкә
184,Beere::N,куьлуь емиш,бөөлҗрһн
185,Apfel::N,ич,альмн
186,Pilz::N,къарникъуз,теңгрин ки
187,Zwiebel::N,чичӏек,мәңгрснә толһа
188,Saat::N,тумар,буудян экн
189,Korn::N,твар,экн
190,Heu::N,векь,өвсн
191,Heu::N,векьер,өвсн
192,Schale::N,пириш,хальсн
193,Schale::N,хъуьруьш,хальсн
194,Grube::N,фур,нүкн
195,Falle::N,ракьар,урх
196,Falle::N,ракьар,хавх
197,Schlinge::N,гьалкъа,бүтү
198,Spur::N,гел,мөр
199,Asche::N,руьхъ,үмсн
200,Dreck::N,чирк,бальчг
201,Dreck::N,кьуруш,бальчг
202,Eisen::N,ракь,төмр
203,Gold::N,алтун,алтн
204,Silber::N,гимиш,мөңгн
205,Silber::N,гимиш,цаһан мөңгн
206,Kohle::N,цӏивин,нүүрсн
207,Glas::N,шуьше,шил
208,Lehm::N,ччеб,шавр
209,Sand::N,къум,элсн
210,Mensch::N,инсан,күн
211,Mensch::N,инсан,күмн
212,Mann::N,итим,эр
213,Frau::N,паб,күүкд күн
214,Frau::N,дишегьли,күүкд күн
215,Kind::N,аял,үрн
216,Junge::N,гада,көвүн
217,Mädchen::N,руш,бичкн күүкн
218,Familie::N,хзан,бүл
219,Familie::N,килфет,бүл
220,Großvater::N,чӏехи буба,өвк эцк
221,Großvater::N,чӏехи буба,наһц эцк
222,Großmutter::N,чӏехи диде,эмг эк
223,Großmutter::N,чӏехи диде,наһц эк
224,Eltern::N,диде-буба,эк эцк хойр
225,Vater::N,буба,эцк
226,Mutter::N,диде,эк
227,Sohn::N,хва,көвүн
228,Tochter::N,руш,күүкн
229,Bruder::N,стха,дү көвүн
230,Schwester::N,вах,эгч
231,Schwester::N,вах,дү күүкн
232,Onkel::N,ими,авһ
233,Onkel::N,ими,наһцх
234,Onkel::N,халу,авһ
235,Onkel::N,халу,наһцх
236,Tante::N,эме,наһц эгч
237,Tante::N,хала,наһц эгч
238,Ehemann::N,гъуьл,залу
239,Ehefrau::N,паб,гергн
240,Freude::N,шадвал,байр
241,Gelächter::N,хъвер,инәдн
242,Glück::N,бахт,җирһл
243,Glück::N,бахт,сәәхн җирһл
244,Kummer::N,дерт,зовлң
245,Kummer::N,хажалат,зовлң
246,Wunsch::N,мурад,дурн
247,Lust::N,гьевес,җилвтлһн
248,Geist::N,руьгь,зөрг
249,Gedanke::N,фикир,ухан
250,Verstand::N,акьул,ухан
251,Sinn::N,мана,учр-утх
252,Grund::N,себеб,учр
253,Grund::N,себеб,шалтан
254,Wahrheit::N,керчек,үнн
255,Wahrheit::N,гьакъикъат,үнн
256,Gespräch::N,ихтилат,күүндвүр
257,Märchen::N,мах,тууль
258,Erzählung::N,кьиса,келвр
259,Nachricht::N,хабар,медүллһн
260,Neuigkeit::N,цӏийи хабар,зәңг
261,Name::N,тӏвар,нерн
262,Rätsel::N,мискӏал,тәәлвртә тууль
263,Rede::N,рахун,келлһн
264,Sprache::N,чӏал,келн
265,Stimme::N,ван,дун
266,Wort::N,гаф,үг
267,Zeichen::N,ишара,темдг
268,Ruf::N,эвер,дуудлһн
269,Lärm::N,ван-сес,шууган
270,Laut::N,ван,ә
271,Laut::N,сес,ә
272,Ton::N,ван-сес,дун
273,Lied::N,мани,дун
274,Ruhe::N,ласвал,амулң
275,Ruhe::N,фаракъат,амулң
276,Ruhe::N,асайиш,амулң
277,Leute::N,инсанар,әмтн
278,Volk::N,халкь,улс
279,Arbeit::N,кӏвалах,көдлмш
280,Gast::N,мугьман,гиич
281,Geschenk::N,савкьат,белг
282,Spiel::N,къугъун,наадн
283,Gesellschaft::N,жемят,олн
284,Gesellschaft::N,общество,олн
285,Hilfe::N,куьмек,нөкд
286,Freund::N,дуст,иньг
287,Kamerad::N,яр-дуст,үр
288,Angelegenheit::N,кар,керг
289,Anzahl::N,сан,то
290,Anzahl::N,кьадар,то
291,Art::N,жуьре,зүүл
292,Stück::N,кӏус,хусг
293,Teil::N,пай,хүв
294,Hälfte::N,зур,өрәл
295,Hälfte::N,зур пай,өрәл
296,Kreis::N,круг,төгрг
297,Kreis::N,чкаяр,төгрг
298,Kreis::N,элкъвей цӏар,төгрг
299,Kreuz::N,хаш,кирс
300,Linie::N,цӏар,зурасн
301,Strich::N,цӏар,татасн
302,Abstand::N,ара,зә
303,Entfernung::N,мензил,һазр
304,Gegend::N,чка,һазр
305,Platz::N,ара,зә
306,Ort::N,чка,бәәрн
307,Seite::N,пад,тал
308,Seite::N,пад,хаҗу
309,Seite::N,пад,хәврһ
310,Mitte::N,юкь,дунд
311,Gegenstand::N,затӏ,юмн
312,Sache::N,шей,юмн
313,Sache::N,затӏ,юмн
314,Rand::N,къерех,зах
315,Kante::N,син,ирмәг
316,Ecke::N,пӏипӏ,өнцг
317,Spitze::N,кӏвенкӏв,үзүр
318,Ende::N,кьил,үзүр
319,Loch::N,тӏеквен,хаһрха
320,Winkel::N,пӏипӏ,булң
321,Muster::N,гишир,намч
322,Größe::N,кьадар,кемҗән
323,Länge::N,яргъивал,ут
324,Höhe::N,кьакьанвал,өндр
325,Gewicht::N,заланвал,күнд
326,Gewicht::N,заланвал,чиңнүр
327,Menge::N,кьадар,ик
328,Haufen::N,хара,ова
329,Reihe::N,жерге,зерг
330,Reihe::N,жерге,зерглән
331,Boot::N,луьткве,оңһц
332,Ruder::N,кьусу,хәәв
333,Schlitten::N,гъелерар,цан
334,Lagerfeuer::N,цӏай,костёр
335,Last::N,заланвал,күнд
336,Gang::N,ериш,йовлһн
337,Schritt::N,къадам,ишкм
338,Norden::N,кефер,ар үзг
339,Norden::N,кефер пад,ар үзг
340,Süden::N,кьибле,өмн
341,Süden::N,кьибле,өмн үзг
342,Westen::N,рагъакӏидай пад,барун
343,Westen::N,рагъакӏидай пад,барун үзг
344,Osten::N,рагъэкъечӏдай пад,зүн
345,Osten::N,рагъэкъечӏдай пад,зүн үзг
346,Holz::N,кӏарас,модн
347,Brett::N,кьул,харһа
348,Brett::N,тахта,харһа
349,Stütze::N,даях,тулг
350,Stange::N,юрк,уньн
351,Stock::N,лаш,модн
352,Stab::N,юрк,шуург
353,Rohr::N,турба,турва
354,Haus::N,ужагъ,гер
355,Heim::N,кӏвал,гер-бул
356,Ofen::N,пич,беш
357,Fußboden::N,кӏвалин ччил,девскр
358,Tisch::N,стол,ширә
359,Stuhl::N,стул,стул
360,Wiege::N,кьеб,өлгә
361,Wiege::N,кьеб,дүүҗң
362,Bett::N,тахт,орн
363,Bett::N,тахт,орндг
364,Regal::N,кьацӏ,таг
365,Regal::N,кьацӏ,тәвц
366,Kiste::N,ящик,яршг
367,Fenster::N,дакӏар,терз
368,Tür::N,рак,үүдн
369,Tor::N,варар,үүдн
370,Tor::N,варар,өргн үүдн
371,Tor::N,варар,хашан үүдн
372,Zaun::N,пару,хаша
373,Dach::N,къав,деевр
374,Leiter::N,гурар,шат
375,Leiter::N,гурар,давшур
376,Besen::N,таран кул,сәвүр
377,Spaten::N,ппер,күрз
378,Schaufel::N,хекендаз,совг
379,Gabel::N,шиш,серә
380,Löffel::N,тӏур,ухр
381,Messer::N,чукӏул,утх
382,Nagel::N,мих,хадасн
383,Netz::N,чил,гөлм
384,Haken::N,къармах,дегә
385,Griff::N,ттум,иш
386,Griff::N,ттум,бәрүл
387,Schloss::N,куьлег,оньс
388,Bild::N,шикил,зург
389,Bild::N,суьрет,зург
390,Figur::N,фигура,фигур
391,Puppe::N,нини,наадһа
392,Beutel::N,тагъар,мишг
393,Bündel::N,галгам,багла
394,Bündel::N,галгам,боодһа
395,Tasche::N,чанта,сумк
396,Eimer::N,ведре,суулһ
397,Deckel::N,кьил,бүркәсн
398,Deckel::N,къалпагъ,бүркәсн
399,Geschirr::N,къаб-къажах,сав
400,Geschirr::N,къаб-къажах,сав-сарх
401,Sack::N,чувал,мишг
402,Tasse::N,сукӏра,ааһ
403,Topf::N,къажгъан,кастрюль
404,Kessel::N,къажгъан,хәәсн
405,Essen::N,тӏуьн,зоогллһн
406,Nahrung::N,тӏуьн,теҗәл
407,Speise::N,хуьрек,хот
408,Fleisch::N,як,махн
409,Getreide::N,техил,хот болҗ эдлгддг цецгүдтә урһмл
410,Brei::N,хапӏа,хаш
411,Brei::N,хешил,хаш
412,Brot::N,фу,өдмг
413,Scheibe::N,чӏук,зүсм
414,Fett::N,ягълу,өөкн
415,Butter::N,гъери,тосн
416,Öl::N,ягълу,тосн
417,Salz::N,кьел,давсн
418,Suppe::N,суп,шөлн
419,Suppe::N,шурпа,шөлн
420,Honig::N,вирт,бал
421,Milch::N,нек,үсн
422,Tee::N,чай,цә
423,Leder::N,тумаж,арсн
424,Wolle::N,йис,утцн
425,Wolle::N,йис,эд
426,Stoff::N,парча,эд
427,Nadel::N,раб,зүн
428,Faden::N,гъал,утцн
429,Knopf::N,дуьгме,товч
430,Knoten::N,тӏвал,зәңгдә
431,Farbe::N,ранг,будг
432,Kleidung::N,партал,хувцн
433,Kleidung::N,партал,хувц-хунр
434,Hemd::N,перем,киилг
435,Kragen::N,хев,зах
436,Ärmel::N,хел,ханцн
437,Hose::N,шалвар,шалвур
438,Gürtel::N,чӏул,бүс
439,Mütze::N,бармак,махла
440,Mütze::N,бапӏах,махла
441,Schuh::N,ботинка,башмгуд
442,Stiefel::N,чекме,һосн
443,Ring::N,тупӏал,билцг
444,Band::N,тасма,лент
445,Kamm::N,регъ,сам
446,Spiegel::N,гуьзгуь,толь
447,Riemen::N,къайиш,бүс
448,Schnur::N,еб,деесн
449,Decke::N,яргъан,көнҗл
450,Kissen::N,хъуьцуьган,дер
451,Tuch::N,шал,альчур
452,Handtuch::N,дасмал,полотенц
453,Handtuch::N,дасмал,һар-нүүрин альчур
454,Kraft::N,гуж,күчн
455,Stärke::N,къуват,чидл
456,Gesundheit::N,сагъвал,эрүл-менд
457,Krankheit::N,тӏал,өвчн
458,Schmerz::N,тӏал,өвдлһн
459,Schmerz::N,тӏарвал,өвдлһн
460,Wunde::N,хер,шав
461,Fieber::N,ифин,безг
462,Arznei::N,дарман,эм
463,Brücke::N,муьгъ,тагт
464,Brunnen::N,къуй,худг
465,Weide::N,уьруьш,малын идг
466,Pfad::N,рехъ,цувг
467,Weg::N,рехъ,хаалһ
468,Straße::N,рехъ,зам
469,Dorf::N,хуьр,хотн
470,Stadt::N,шегьер,балһсн
471,Brief::N,кагъаз,бичг
472,Buch::N,улуб,дегтр
473,Buchstabe::N,гьарф,үзг
474,Zeitung::N,газета,газет
475,Leben::N,уьмуьр,җирһл
476,Tod::N,кьиникь,үкл
477,Tod::N,кьиникь,өңгрлһн
478,Grab::N,сур,оршалһна нүкн
479,Kirche::N,килиса,чонҗ
480,Sünde::N,гунагь,нүл
481,Sünde::N,гунагь,килнц
482,Gott::N,аллагь,бурхн
483,Arbeiter::N,фяле,көдлмшч
484,Chef::N,гьаким,толһач
485,Meister::N,устӏар,урн
486,Arzt::N,доктор,эмч
487,Lehrer::N,муаллим,багш
488,Geld::N,пул,мөңгн
489,Laden::N,магазин,лавк
490,Preis::N,къимет,үн
491,Ware::N,мал,эд-тавр
492,Ware::N,товар,эд-тавр
493,Nutzen::N,хийир,олз
494,Nutzen::N,менфят,олз
495,Reichtum::N,девлет,зөөр
496,Welt::N,дуьнья,орчлң
497,Welt::N,дуьнья,делкә
498,Land::N,уьлкве,орн-нутг
499,Staat::N,пачагьлугъ,государств
500,Staat::N,государство,государств
501,König::N,пачагь,хан
502,Macht::N,власть,йосн
503,Grenze::N,сергьят,меҗә
504,Krieg::N,дяве,дән
505,Feind::N,душман,дәәсн
506,Gewalt::N,гуж,күч һарһлһн
507,Kampf::N,женг,ноолдан
508,Kampf::N,женг,бәрлдлһн
509,Bogen[Waffe]::N,чӏемерук,саадг
510,Pfeil::N,хьел,сумн
511,Gewehr::N,тфенг,бу
512,Fehler::N,гъалатӏ,алдг
513,Lüge::N,ттаб,худл
514,Schaden::N,зиян,хорлт
515,Schaden::N,зарар,хорлт
516,Unglück::N,бала,гүрм
517,Unglück::N,бедбахтвал,гүрм
518,Schuld::N,тахсир,гем
519,Schuld::N,тахсир,буру
520,Alter::N,яш,насн
521,Schluss::N,эхир,чилгч
522,Zeit::N,вяде,цаг
523,Tag::N,югъ,өдр
524,Morgen::N,пакама,өрүн
525,Mittag::N,нисин,үд
526,Abend::N,няни,асхн
527,Nacht::N,йиф,сө
528,Woche::N,гьафте,долан хонг
529,Monat::N,варз,сар
530,Jahr::N,йис,җил
531,Frühling::N,гатфар,хавр
532,Sommer::N,гад,зун
533,Herbst::N,зул,намр
534,Winter::N,кьуьд,үвл
535,Januar::N,январь,январь
536,Februar::N,февраль,февраль
537,März::N,март,март
538,März::N,март,моһа сар
539,April::N,апрель,апрель
540,Mai::N,май,май
541,Juni::N,июнь,июнь
542,Juni::N,июнь,мөчн сар
543,Juli::N,июль,июль
544,August::N,август,август
545,September::N,сентябрь,һаха сар
546,Oktober::N,октябрь,октябрь
547,November::N,ноябрь,ноябрь
548,November::N,ноябрь,үкр сар
549,Dezember::N,декабрь,бар сар
550,Montag::N,ислен,понедельник
551,Dienstag::N,саласа,вторник
552,Mittwoch::N,арбе,среда
553,Mittwoch::N,арбе,үлмҗ өдр
554,Donnerstag::N,хемис югъ,четверг
555,Donnerstag::N,хемис югъ,пүрвә өдр
556,Freitag::N,жуьмя,пятниц
557,Freitag::N,жуьмя югъ,пятниц
558,Samstag::N,киш,суббот
559,Sonntag::N,гьяд,нарн өдр
560,Sonntag::N,гьяд,воскресень
561,groß::A,еке,ик
562,groß::A,чӏехи,ик
563,klein::A,гъвечӏи,бичкн
564,lang::A,яргъи,ут
565,kurz::A,куьруь,оһтр
566,breit::A,гьяркьуь,өргн
567,schmal::A,гуьтӏуь,уутьхн
568,dicht::A,къалин,нигт
569,dünn::A,кьелечӏ,нимгн
570,fein::A,шуькӏуь,нәрхн
571,fest::A,кӏеви,бат
572,flach::A,кьулу,хавтха
573,glatt::A,цӏалцӏам,тегш
574,glatt::A,цӏалцӏам,тиньгр
575,hart::A,кӏеви,хату
576,weich::A,хъуьтуьл,җөөлн
577,weich::A,хъуьтуьл,җөөлкн
578,rund::A,элкъвей,төгрг
579,spitz::A,хци,шовһр
580,scharf::A,хци,хурц
581,stumpf::A,къуьруь,мука
582,schwer::A,залан,күнд
583,schön::A,иер,сәәхн
584,heiß::A,кудай,халун
585,warm::A,чими,дулан
586,kalt::A,мекьи,киитн
587,kühl::A,къайи,серүн
588,frisch::A,таза,серүн
589,frisch::A,михьи,серүн
590,feucht::A,ламу,чиигтә
591,nass::A,кьежей,чиигтә
592,trocken::A,кьуру,хагсу
593,voll::A,ацӏай,дүүрң
594,leer::A,буш,сул
595,leer::A,буш,хоосн
596,leer::A,ичӏи,сул
597,leer::A,ичӏи,хоосн
598,offen::A,ахъа,секәтә
599,geschlossen::A,кӏеви,хаалһата
600,sauber::A,михьи,цевр
601,schmutzig::A,чиркин,киртә
602,schmutzig::A,кьацӏай,киртә
603,roh::A,чиг,түүкә
604,roh::A,ицӏи,түүкә
605,reif::A,дигмиш хьайи,болсн
606,lecker::A,дадлу,әмтәхн
607,süß::A,ширин,әмтәхн
608,bitter::A,туькьуьл,һашун
609,bitter::A,туькьуьл,һашута
610,sauer::A,цуру,ишклң
611,hell::A,экуь,герлтә
612,dunkel::A,мичӏи,харңһу
613,schwarz::A,чӏулав,хар
614,weiß::A,лацу,цаһан
615,rot::A,яру,улан
616,gelb::A,хъипи,шар
617,blau::A,вили,көк
618,grün::A,къацу,көк
619,grau::A,рехи,бор
620,bunt::A,цӏару,алг
621,bunt::A,цӏару,эрәтә
622,bunt::A,яру-цӏару,алг
623,bunt::A,яру-цӏару,эрәтә
624,billig::A,ужуз,кимд
625,teuer::A,багьа,үнтә
626,wertvoll::A,масан,үнтә
627,wertvoll::A,масан,эрднь
628,blind::A,буьркьуь,сохр
629,taub::A,биши,дүлә
630,kräftig::A,гужлу,күчтә
631,stark::A,къуватлу,чаңһ
632,schwach::A,такьатсуз,күчн тату
633,fett::A,куьк,тарһн
634,schlank::A,шумал,эццн
635,hübsch::A,гуьрчег,көркхн
636,böse::A,пис,уурта
637,dumm::A,ахмакь,тенг
638,faul::A,тенпел,залху
639,fleißig::A,сяй ийидай,кинән
640,fleißig::A,сяй ийидай,кинмһә
641,fleißig::A,сяйи ийидай,кинән
642,fleißig::A,сяйи ийидай,кинмһә
643,geizig::A,мискьи,ховдг
644,klug::A,акьуллу,ухата
645,geschickt::A,магьир,чадмг
646,lieb::A,играми,эңкр
647,lustig::A,шад,сергмҗтә
648,lustig::A,шад,җирһлтә
649,sanft::A,назик,номһн
650,sanft::A,милайим,номһн
651,hungrig::A,гишин,өлн
652,hungrig::A,гишин,харһнсн
653,krank::A,кефсуз,өвчтә
654,krank::A,кефсуз,шалтгта
655,nackt::A,кьецӏил,нүцкн
656,traurig::A,пашман,һундлта
657,lebendig::A,ччан алай,әмд
658,gut::A,хъсан,сән
659,gut::A,вижевай,сән
660,schlecht::A,пис,му
661,richtig::A,дуьз,зөвтә
662,schlimm::A,нифретлу,җигшүртә
663,wahr::A,гьакъикъи,үнн
664,wahr::A,гьакъикъи,мөн
665,alt::A,эски,хуучн
666,alt::A,куьгьне,хуучн
667,neu::A,цӏийи,шин
668,ehemalig::A,виликан,хуучн
669,alt[Lebewesen]::A,кьуьзуь,көгшн
670,jung::A,жегьил,баһ
671,arm::A,кесиб,угатя
672,reich::A,девлетлу,байн
673,bekannt::A,чидай,таньл
674,bekannt::A,чидай,таньдг
675,berühmt::A,машгьур,туурсн
676,fremd::A,ччара,күүнә
677,verschieden::A,жуьреба-жуьре,әдл биш
678,verschieden::A,жуьреба-жуьре,йилһәтә
679,nah::A,мукьвал,өөрхн
680,fern::A,яргъал,хол
681,linker::A,чапла,зүн
682,rechter::A,эрчӏи,барун
683,anderer::A,маса,талдан
684,anderer::A,муькуь,талдан
685,erster::A,сад лагьай,негдгч
686,zweiter::A,кьвед лагьай,хойрдгч
687,dritter::A,пуд лагьай,һурвдгч
688,letzter::A,эхиримжи,отхн
689,allein::ADV,кьилди,һанцарн
690,zusammen::ADV,санал,хамдан
691,lange::ADV,яргъалди,удан
692,plötzlich::ADV,садлагьана,генткн
693,sofort::ADV,гьасятда,дарунь
694,später::ADV,гуьгъуьнлай,сүүлд
695,jetzt::ADV,гила,ода
696,heute::ADV,къе,эндр
697,morgen::ADV,пака,маңһдур
698,bald::ADV,мукьва,дарунь
699,bald::ADV,мукьвара,дарунь
700,dann::ADV,ахпа,дәкәд
701,gestern::ADV,накь,өцклдүр
702,einst::ADV,садра,нег саамд
703,damals::ADV,а чӏавуз,тиигхд
704,danach::ADV,ахпа,тегәд
705,vorher::ADV,вилик,урд
706,zuerst::ADV,сифте,түрүләд
707,einmal::ADV,садра,нег дәкҗ
708,manchmal::ADV,гагь-гагь,зәрмдән
709,oft::ADV,гзаф вахтара,хара биш
710,oft::ADV,гзаф вахтара,хатяр биш
711,oft::ADV,гзаф вахтара,дару-дарунь
712,immer::ADV,гьамиша,оньдинд
713,niemals::ADV,са чӏавузни,кезә чмгн биш
714,niemals::ADV,са вахтундани,кезә чмгн биш
715,hier::ADV,ина,энд
716,hier::ADV,ина,энүнд
717,hierhin::ADV,иниз,нааран
718,von hier::ADV,инай,эндәс
719,dort::ADV,ана,тенд
720,dorthin::ADV,аниз,тиигән
721,geradeaus::ADV,дуьз,шуд
722,vorwärts::ADV,вилик,уралан
723,vorwärts::ADV,виликди,уралан
724,rückwärts::ADV,кьулухъ,гедргән
725,unten::ADV,агъада,дор
726,hinab::ADV,агъуз,дор
727,hinab::ADV,агъуз,доракшан
728,oben::ADV,винел,деер
729,hinauf::ADV,виниз,өөдән
730,hinauf::ADV,виниз,деер
731,überall::ADV,вирина,альд болв чигн
732,nicht::ADV,ваъ,эс
733,nicht::ADV,ваъ,биш
734,nicht::ADV,ваъ,бичә
735,ein wenig::ADV,са тӏимил,баахн
736,ein wenig::ADV,са тӏимил,баахнар
737,kaum::ADV,жизви,әрә
738,sehr::ADV,лап,йир
739,so::ADV,икӏ,иигҗ
740,noch::ADV,гьеле,ода чигн
741,nur::ADV,анжах,һанцхн
742,schon::ADV,хъувуна,одх
743,schon::ADV,мадни дардиз,одх
744,schon::ADV,мадни гуьтӏуьз,одх
745,schon::ADV,мадни гуьтӏуь я,одх
746,vergebens::ADV,нагьакь,киидән
747,vergebens::ADV,нагьакьа,киидән
748,vor::PRP,вилик,урд
749,hinter::PRP,кьулухъ,ца
750,unter::PRP,кӏаник,дор
751,durch::PRP,арадай,ивт
752,durch::PRP,арадай,дундаһур
753,durch::PRP,-кай хкатна,ивт
754,durch::PRP,-кай хкатна,дундаһур
755,neben::PRP,патав,хаҗуд
756,neben::PRP,мукьув,хаҗуд
757,zwischen::PRP,ара,хоорнд
758,zwischen::PRP,арада,хоорнд
759,wegen::PRP,гъиляй,көлтә
760,wegen::PRP,гъиляй,деерәс
761,dies::PRN,и,эн
762,dies::PRN,им,эн
763,das::PRN,а,тер
764,das::PRN,ам,тер
765,alles::PRN,вири,цуһар
766,alles::PRN,михьиз,цуһар
