,Concept_ID,la,be
60,Geschmack::N,sapor,смак
61,Geschmack::N,gustus,смак
62,Geruch::N,odor,пах
63,Schlaf::N,somnus,сон
64,Traum::N,somnium,сон
65,Himmel::N,caelum,неба
66,Sonne::N,sol,сонца
67,Mond::N,luna,месяц
68,Stern::N,sidus,зорка
69,Stern::N,stella,зорка
70,Luft::N,aer,паветра
71,Wind::N,ventus,вецер
72,Welle::N,unda,хваля
73,Wasser::N,aqua,вада
74,Stein::N,lapis,камень
75,Boden::N,solum,глеба
76,Erde::N,terra,зямля
77,Staub::N,pulvis,пыл
78,Rauch::N,fumus,дым
79,Funke::N,scintilla,іскра
80,Feuer::N,ignis,агонь
81,Licht::N,lux,святло
82,Licht::N,lumen,святло
83,Schatten::N,umbra,цень
84,Wetter::N,caelum,пагода
85,Wetter::N,caelum,надворʼе
86,Wetter::N,tempestas,пагода
87,Wetter::N,tempestas,надворʼе
88,Nebel::N,nebula,туман
89,Wolke::N,nubes,воблака
90,Regen::N,imber,дождж
91,Regen::N,pluvia,дождж
92,Schnee::N,nix,снег
93,Eis::N,glacies,лёд
94,Frost::N,gelu,мароз
95,Kälte::N,frigus,холад
96,Hitze::N,calor,спёка
97,Hitze::N,aestus,спёка
98,Raureif::N,pruina,іней
99,Regenbogen::N,arcus,вясёлка
100,Donner::N,tonitrus,гром
101,Strömung::N,fluctus,цячэнне
102,Tropfen::N,gutta,кропля
103,Schaum::N,spuma,пена
104,Schmutz::N,sordes,гразь
105,Schmutz::N,squalor,гразь
106,See::N,lacus,возера
107,Sumpf::N,palus,багна
108,Moor::N,palus,балота
109,Wiese::N,pratum,луг
110,Wald::N,silva,лес
111,Hügel::N,collis,узгорак
112,Anhöhe::N,specula,узвышша
113,Berg::N,mons,гара
114,Gipfel::N,vertex,вяршыня
115,Höhle::N,caverna,пячора
116,Höhle::N,spelunca,пячора
117,Abhang::N,declivum,схіл
118,Quelle::N,fons,крыніца
119,Bach::N,rivus,ручай
120,Fluss::N,flumen,рака
121,Ufer::N,ripa,бераг
122,Küste::N,litus,узбярэжжа
123,Festland::N,continens,суша
124,Meer::N,mare,мора
125,Bucht::N,sinus,бухта
126,Insel::N,insula,востраў
127,Blume::N,flos,кветка
128,Gras::N,herba,трава
129,Gras::N,gramen,трава
130,Wurzel::N,radix,корань
131,Baum::N,arbor,дрэва
132,Stamm::N,truncus,ствол
133,Rinde::N,cortex,кара
134,Ast::N,ramus,сук
135,Zweig::N,ramus,галіна
136,Blatt::N,folium,ліст
137,Birke::N,betulla,бяроза
138,Kiefer[Baum]::N,pinus,хвоя
139,Kiefer[Baum]::N,pinus,сасна
140,Weide[Baum]::N,salix,вярба
141,Tanne::N,abies,яліна
142,Horn::N,cornu,рог
143,Feder::N,penna,пяро
144,Fell::N,pellis,шкура
145,Flügel::N,ala,крыло
146,Klaue::N,unguis,кіпцюр
147,Kralle::N,unguis,лапа
148,Schwanz::N,cauda,хвост
149,Ei::N,ovum,яйка
150,Nest::N,nidus,гняздо
151,Bau::N,cavum,нара
152,Bau::N,latibulum,нара
153,Tier::N,bestia,жывёла
154,Herde::N,grex,статак
155,Kuh::N,vacca,карова
156,Bulle::N,taurus,бык
157,Pferd::N,equus,конь
158,Schaf::N,ovis,авечка
159,Schwein::N,sus,свіння
160,Schwein::N,porcus,свіння
161,Hund::N,canis,сабака
162,Katze::N,felis,кошка
163,Bär::N,ursus,мядзведзь
164,Eichhörnchen::N,sciurus,вавёрка
165,Elch::N,alces,лось
166,Fuchs::N,vulpes,ліса
167,Hase::N,lepus,заяц
168,Maus::N,mus,мыш
169,Wolf::N,lupus,воўк
170,Vogel::N,avis,птах
171,Vogel::N,avis,птушка
172,Schwarm::N,examen,чарада
173,Huhn::N,gallina,курыца
174,Hahn::N,gallus,певень
175,Gans::N,anser,гусь
176,Adler::N,aquila,арол
177,Ente::N,anas,качка
178,Eule::N,ulula,сава
179,Eule::N,noctua,сава
180,Kranich::N,grus,жораў
181,Kranich::N,grus,журавель
182,Krähe::N,cornix,варона
183,Kuckuck::N,cuculus,зязюля
184,Schwan::N,olor,лебедзь
185,Schwan::N,cycnus,лебедзь
186,Fisch::N,piscis,рыба
187,Barsch::N,perca,акунь
188,Hecht::N,esox,шчупак
189,Schlange[Tier]::N,serpens,змяя
190,Wurm::N,vermis,чарвяк
191,Spinne::N,aranea,павук
192,Ameise::N,formica,мурашка
193,Laus::N,pediculus,вош
194,Mücke::N,culex,камар
195,Fliege::N,musca,муха
196,Schmetterling::N,papilio,матыль
197,Beere::N,baca,ягада
198,Apfel::N,malum,яблык
199,Pilz::N,fungus,грыб
200,Zwiebel::N,cepa,цыбуля
201,Saat::N,seges,семя
202,Korn::N,granum,зерне
203,Heu::N,faenum,сена
204,Schale::N,putamen,шалупінне
205,Grube::N,fovea,яма
206,Falle::N,pedica,пастка
207,Schlinge::N,laqueus,сіло
208,Spur::N,vestigium,след
209,Asche::N,cinis,попел
210,Dreck::N,lutum,бруд
211,Eisen::N,ferrum,жалеза
212,Gold::N,aurum,золата
213,Silber::N,argentum,сребра
214,Kohle::N,carbo,вугаль
215,Glas::N,vitrum,шкло
216,Lehm::N,lutum,гліна
217,Sand::N,arena,пясок
218,Mensch::N,homo,чалавек
219,Mann::N,vir,мужчына
220,Frau::N,mulier,жанчына
221,Kind::N,puer,дзіця
222,Kind::N,infans,дзіця
223,Junge::N,puer,хлопчык
224,Mädchen::N,puella,дзяўчынка
225,Familie::N,familia,сямʼя
226,Großvater::N,avus,дзядуля
227,Großmutter::N,avia,бабуля
228,Eltern::N,parentes,бацькі
229,Vater::N,pater,бацька
230,Mutter::N,mater,маці
231,Sohn::N,filius,сын
232,Tochter::N,filia,дачка
233,Bruder::N,frater,брат
234,Schwester::N,soror,сястра
235,Onkel::N,patruus,дзядзька
236,Onkel::N,avunculus,дзядзька
237,Tante::N,amita,цётка
238,Ehemann::N,maritus,муж
239,Ehefrau::N,uxor,жонка
240,Freude::N,gaudium,радасць
241,Freude::N,laetitia,радасць
242,Gelächter::N,risus,смех
243,Glück::N,felicitas,шчасце
244,Kummer::N,aegritudo,гора
245,Wunsch::N,voluntas,жаданне
246,Wunsch::N,desiderium,жаданне
247,Lust::N,libido,цяга
248,Lust::N,voluptas,цяга
249,Geist::N,mens,дух
250,Geist::N,animus,дух
251,Gedanke::N,sententia,думка
252,Gedächtnis::N,memoria,памяць
253,Verstand::N,ratio,розум
254,Verstand::N,ingenium,розум
255,Sinn::N,sensus,сэнс
256,Grund::N,causa,зачэпка
257,Wahrheit::N,veritas,праўда
258,Gespräch::N,sermo,размова
259,Märchen::N,fabula,казка
260,Erzählung::N,fabula,расказ
261,Erzählung::N,fabula,апавяданне
262,Erzählung::N,narratio,расказ
263,Erzählung::N,narratio,апавяданне
264,Nachricht::N,nuntius,вестка
265,Nachricht::N,nuntius,паведамленне
266,Neuigkeit::N,novitas,навіна
267,Name::N,nomen,імя
268,Rätsel::N,aenigma,загадка
269,Rede::N,oratio,прамова
270,Sprache::N,lingua,мова
271,Stimme::N,vox,голас
272,Wort::N,verbum,слова
273,Wort::N,vocabulum,слова
274,Zeichen::N,signum,знак
275,Ruf::N,clamor,кліч
276,Lärm::N,strepitus,шум
277,Laut::N,sonus,гук
278,Ton::N,sonus,гучанне
279,Lied::N,carmen,песня
280,Ruhe::N,quies,спакой
281,Leute::N,homines,людзі
282,Volk::N,populus,народ
283,Arbeit::N,labor,праца
284,Arbeit::N,labor,работа
285,Gast::N,hospes,госць
286,Gast::N,conviva,госць
287,Geschenk::N,munus,падарунак
288,Spiel::N,ludus,гульня
289,Gesellschaft::N,societas,таварыства
290,Hilfe::N,auxilium,дапамога
291,Hilfe::N,subsidium,дапамога
292,Freund::N,amicus,друг
293,Freund::N,amicus,сябар
294,Kamerad::N,socius,прыяцель
295,Angelegenheit::N,res,справа
296,Anzahl::N,numerus,колькасць
297,Art::N,genus,від
298,Stück::N,frustum,кусок
299,Stück::N,frustum,кавалак
300,Stück::N,fragmentum,кусок
301,Stück::N,fragmentum,кавалак
302,Teil::N,pars,частка
303,Hälfte::N,dimidium,палова
304,Hälfte::N,dimidium,палавіна
305,Kreis::N,orbis,круг
306,Kreis::N,circus,круг
307,Kreuz::N,crux,крыж
308,Linie::N,linea,лінія
309,Strich::N,lineamentum,рыса
310,Abstand::N,intervallum,прамежак
311,Entfernung::N,spatium,адлегласць
312,Gegend::N,loca,мясцовасць
313,Gegend::N,regio,мясцовасць
314,Platz::N,locus,месца
315,Ort::N,locus,месца
316,Seite::N,latus,бок
317,Mitte::N,medium,сярэдзіна
318,Gegenstand::N,res,прадмет
319,Sache::N,res,рэч
320,Rand::N,margo,край
321,Kante::N,angulus,руб
322,Kante::N,angulus,кант
323,Ecke::N,angulus,вугал
324,Spitze::N,cacumen,кончык
325,Ende::N,caput,канец
326,Loch::N,foramen,дзірка
327,Winkel::N,angulus,вугал
328,Muster::N,exemplum,узор
329,Größe::N,magnitudo,памер
330,Länge::N,longitudo,даўжыня
331,Höhe::N,altitudo,вышыня
332,Gewicht::N,pondus,вага
333,Menge::N,copia,колькасць
334,Haufen::N,acervus,куча
335,Reihe::N,ordo,рад
336,Boot::N,navicula,лодка
337,Ruder::N,remus,вясло
338,Schlitten::N,sclodia,сані
339,Ski::N,narta,лыжа
340,Lagerfeuer::N,ignis,вогнішча
341,Last::N,onus,цяжар
342,Gang::N,cursus,ход
343,Schritt::N,gradus,шаг
344,Schritt::N,gradus,крок
345,Norden::N,septentriones,поўнач
346,Süden::N,meridies,поўдзень
347,Westen::N,occidens,захад
348,Osten::N,oriens,усход
349,Holz::N,lignum,дрэва
350,Holz::N,lignum,драўніна
351,Brett::N,tabula,дошка
352,Platte::N,lamina,пліта
353,Stütze::N,adminiculum,падпорка
354,Stange::N,pertica,жэрдка
355,Stock::N,baculum,палка
356,Stab::N,scipio,шост
357,Rohr::N,tubus,труба
358,Haus::N,aedes,дом
359,Heim::N,domicilium,дом
360,Heim::N,domicilium,хата
361,Ofen::N,fornax,печ
362,Fußboden::N,solum,падлога
363,Tisch::N,mensa,стол
364,Stuhl::N,sella,стул
365,Stuhl::N,sella,крэсла
366,Wiege::N,cunae,калыска
367,Bett::N,lectus,ложак
368,Bett::N,lectus,пасцель
369,Regal::N,foruli,паліца
370,Kiste::N,cista,скрынка
371,Fenster::N,fenestra,акно
372,Tür::N,ianua,дзверы
373,Tor::N,porta,вароты
374,Zaun::N,saepes,агароджа
375,Dach::N,tectum,дах
376,Leiter::N,scalae,лесвіца
377,Besen::N,scopae,мятла
378,Spaten::N,pala,лапата
379,Spaten::N,pala,жалязняк
380,Schaufel::N,pala,шуфлік
381,Schaufel::N,pala,лапатка
382,Gabel::N,fuscinula,відэлец
383,Löffel::N,coclear,лыжка
384,Messer::N,culter,нож
385,Nagel::N,clavus,цвік
386,Netz::N,rete,сетка
387,Haken::N,hamus,крук
388,Griff::N,manubrium,ручка
389,Schloss::N,claustra,замок
390,Bild::N,tabula,карціна
391,Bild::N,pictura,карціна
392,Figur::N,statunculum,фігура
393,Puppe::N,pupa,лялька
394,Beutel::N,sacculus,мяшок
395,Bündel::N,fascis,вязка
396,Tasche::N,sacculus,торба
397,Eimer::N,situla,вядро
398,Deckel::N,operculum,накрыўка
399,Geschirr::N,vasa,пасуда
400,Sack::N,saccus,мех
401,Tasse::N,pocillum,кубак
402,Topf::N,olla,каструля
403,Kessel::N,aenum,кацёл
404,Essen::N,cena,ежа
405,Nahrung::N,cibus,харч
406,Nahrung::N,alimenta,харч
407,Speise::N,cibus,страва
408,Fleisch::N,caro,мяса
409,Getreide::N,frumentum,збожжа
410,Brei::N,puls,каша
411,Brot::N,panis,хлеб
412,Scheibe::N,frustum,луста
413,Scheibe::N,frustum,скібка
414,Fett::N,pingue,тлушч
415,Butter::N,butȳrum,масла
416,Öl::N,oleum,алей
417,Salz::N,sal,соль
418,Suppe::N,ius,суп
419,Honig::N,mel,мёд
420,Milch::N,lac,малако
421,Tee::N,thea,чай
422,Tee::N,thea,гарбата
423,Leder::N,corium,скура
424,Wolle::N,lana,воўна
425,Stoff::N,textum,тканіна
426,Nadel::N,acus,іголка
427,Faden::N,filum,нітка
428,Knopf::N,bulla,гузік
429,Knoten::N,nodus,вузел
430,Farbe::N,pigmentum,фарба
431,Kleidung::N,vestimenta,адзенне
432,Hemd::N,tunica,кашуля
433,Kragen::N,collare,каўнер
434,Ärmel::N,manica,рукаў
435,Hose::N,bracae,штаны
436,Gürtel::N,cingulum,пояс
437,Mütze::N,pilleus,шапка
438,Schuh::N,calceus,чаравік
439,Stiefel::N,pero,бот
440,Stiefel::N,caliga,бот
441,Ring::N,anulus,кольца
442,Band::N,redimiculum,стужка
443,Kamm::N,pecten,расчоска
444,Spiegel::N,speculum,люстра
445,Riemen::N,lorum,рэмень
446,Schnur::N,linum,вяроўка
447,Leine::N,retinaculum,павадок
448,Decke::N,lodix,коўдра
449,Kissen::N,pulvinus,падушка
450,Tuch::N,velum,хустка
451,Handtuch::N,mantele,ручнік
452,Kraft::N,vis,сіла
453,Stärke::N,robur,моц
454,Gesundheit::N,valetudo,здароўе
455,Krankheit::N,morbus,хвароба
456,Schmerz::N,dolor,боль
457,Wunde::N,vulnus,рана
458,Fieber::N,febris,гарачка
459,Fieber::N,febris,ліхаманка
460,Arznei::N,remedium,лекі
461,Brücke::N,pons,мост
462,Brunnen::N,puteus,калодзеж
463,Weide::N,pascua,паша
464,Pfad::N,semita,сцежка
465,Weg::N,iter,шлях
466,Weg::N,iter,дарога
467,Straße::N,via,вуліца
468,Dorf::N,vicus,вёска
469,Stadt::N,urbs,горад
470,Stadt::N,oppidum,горад
471,Brief::N,epistula,ліст
472,Brief::N,epistula,пісьмо
473,Buch::N,liber,кніга
474,Buchstabe::N,littera,літара
475,Zeitung::N,diurnum,газета
476,Leben::N,vita,жыццё
477,Tod::N,mors,смерць
478,Grab::N,sepulcrum,магіла
479,Kirche::N,ecclesia,касцёл
480,Kirche::N,ecclesia,царква
481,Sünde::N,peccatum,грэх
482,Gott::N,deus,бог
483,Arbeiter::N,operarius,рабочы
484,Chef::N,praefectus,начальнік
485,Meister::N,magister,майстар
486,Arzt::N,medicus,урач
487,Lehrer::N,magister,настаўнік
488,Geld::N,aes,грошы
489,Geld::N,pecunia,грошы
490,Geschäft::N,negotium,заняцце
491,Laden::N,taberna,крама
492,Laden::N,taberna,магазін
493,Preis::N,pretium,цана
494,Ware::N,merx,тавар
495,Nutzen::N,utilitas,выгада
496,Reichtum::N,opes,багацце
497,Reichtum::N,divitiae,багацце
498,Welt::N,mundus,свет
499,Land::N,terra,краіна
500,Staat::N,res publica,дзяржава
501,König::N,rex,кароль
502,Macht::N,potestas,улада
503,Grenze::N,limes,граніца
504,Krieg::N,bellum,вайна
505,Feind::N,inimicus,вораг
506,Gewalt::N,vis,насілле
507,Kampf::N,pugna,барацьба
508,Bogen[Waffe]::N,arcus,лук
509,Pfeil::N,sagitta,страла
510,Gewehr::N,sclopetum,ружжо
511,Fehler::N,error,памылка
512,Lüge::N,mendacium,хлусня
513,Schaden::N,damnum,шкода
514,Schaden::N,detrimentum,шкода
515,Unglück::N,miseria,ліха
516,Unglück::N,miseria,бядота
517,Unglück::N,calamitas,ліха
518,Unglück::N,calamitas,бядота
519,Schuld::N,culpa,віна
520,Alter::N,aetas,узрост
521,Schluss::N,finis,канец
522,Zeit::N,tempus,час
523,Tag::N,dies,дзень
524,Morgen::N,mane,ранак
525,Morgen::N,mane,раніца
526,Mittag::N,meridies,паўдня
527,Mittag::N,meridies,поўдзень
528,Abend::N,vesper,вечар
529,Nacht::N,nox,ноч
530,Woche::N,septimana,тыдзень
531,Monat::N,mensis,месяц
532,Jahr::N,annus,год
533,Frühling::N,ver,вясна
534,Sommer::N,aestas,лета
535,Herbst::N,autumnus,восень
536,Winter::N,hiems,зіма
537,Januar::N,Ianuarius,студзень
538,Februar::N,Februarius,люты
539,März::N,Martius,сакавік
540,April::N,Aprilis,красавік
541,Mai::N,Maius,май
542,Mai::N,Maius,травень
543,Juni::N,Iunius,чэрвень
544,Juli::N,Iulius,ліпень
545,August::N,Augustus,жнівень
546,September::N,September,верасень
547,Oktober::N,Octobris,кастрычнік
548,November::N,Novembris,лістапад
549,Dezember::N,December,снежань
550,Montag::N,dies lunae,панядзелак
551,Dienstag::N,dies Martis ,аўторак
552,Mittwoch::N,dies Mercurii,серада
553,Donnerstag::N,dies Iovis,чацвер
554,Freitag::N,dies Veneris,пятніца
555,Samstag::N,dies Saturni,субота
556,Sonntag::N,dominicus,нядзеля
557,Sonntag::N,dies solis,нядзеля
558,groß::A,magnus,вялікі
559,klein::A,parvus,маленькі
560,lang::A,longus,доўгі
561,kurz::A,brevis,кароткі
562,breit::A,latus,шырокі
563,schmal::A,angustus,вузкі
564,dicht::A,densus,густы
565,dick[Gegenstand]::A,crassus,тоўсты
566,dünn::A,tenuis,тонкі
567,fein::A,subtilis,тонкі
568,fest::A,solidus,моцны
569,fest::A,stabilis,моцны
570,flach::A,planus,плоскі
571,glatt::A,levis,гладкі
572,hart::A,durus,цвёрды
573,weich::A,mollis,мяккі
574,rund::A,rotundus,круглы
575,spitz::A,acutus,спічасты
576,spitz::A,acutus,востраканцовы
577,scharf::A,acer,востры
578,stumpf::A,hebes,тупы
579,schwer::A,gravis,цяжкі
580,schön::A,pulcher,прыгожы
581,schön::A,formosus,прыгожы
582,heiß::A,fervidus,гарачы
583,warm::A,calidus,цёплы
584,kalt::A,frigidus,холадны
585,kühl::A,frigidus,халаднаваты
586,frisch::A,recens,свежы
587,feucht::A,umidus,вільготны
588,nass::A,madidus,мокры
589,trocken::A,aridus,сухі
590,voll::A,plenus,поўны
591,leer::A,vacuus,пусты
592,offen::A,apertus,адкрыты
593,offen::A,apertus,адчынены
594,geschlossen::A,clausus,закрыты
595,geschlossen::A,clausus,зачынены
596,sauber::A,lautus,чысты
597,schmutzig::A,sordidus,брудны
598,roh::A,crudus,сыры
599,reif::A,maturus,спелы
600,lecker::A,delicatus,смачны
601,süß::A,dulcis,салодкі
602,bitter::A,amarus,горкі
603,bitter::A,acerbus,горкі
604,sauer::A,acidus,кіслы
605,hell::A,clarus,светлы
606,dunkel::A,obscurus,цёмны
607,schwarz::A,niger,чорны
608,weiß::A,albus,белы
609,rot::A,ruber,чырвоны
610,gelb::A,flavus,жоўты
611,blau::A,caeruleus,сіні
612,grün::A,viridis,зялёны
613,grau::A,canus,шэры
614,bunt::A,varius,пяресты
615,billig::A,vilis,танны
616,teuer::A,carus,дарагі
617,wertvoll::A,pretiosus,цэнны
618,wertvoll::A,pretiosus,каштоўны
619,blind::A,caecus,сляпы
620,taub::A,surdus,глухі
621,kräftig::A,robustus,магутны
622,stark::A,firmus,сільны
623,stark::A,validus,сільны
624,schwach::A,debilis,слабы
625,schwach::A,infirmus,слабы
626,fett::A,crassus,тлусты
627,schlank::A,procerus,стройны
628,hübsch::A,pulcher,чароўны
629,böse::A,improbus,злы
630,dumm::A,stultus,дурны
631,dumm::A,stupidus,дурны
632,faul::A,piger,лянівы
633,fleißig::A,sedulus,руплівы
634,geizig::A,avarus,прагны
635,klug::A,prudens,разумны
636,geschickt::A,sollers,умелы
637,lieb::A,carus,мілы
638,lustig::A,iocosus,вясёлы
639,sanft::A,clemens,ласкавы
640,hungrig::A,impastus,галодны
641,krank::A,aeger,хворы
642,nackt::A,nudus,голы
643,traurig::A,maestus,сумны
644,lebendig::A,vivus,жывы
645,gut::A,bonus,добры
646,schlecht::A,malus,кепскі
647,richtig::A,rectus,правільны
648,schlimm::A,malus,агідны
649,wahr::A,verus,сапраўдны
650,alt::A,antiquus,стары
651,neu::A,novus,новы
652,ehemalig::A,pristinus,былы
653,alt[Lebewesen]::A,vetus,стары
654,jung::A,iuvenis,малады
655,arm::A,pauper,бедны
656,reich::A,dives,багаты
657,bekannt::A,notus,знаёмы
658,berühmt::A,celeber,славуты
659,berühmt::A,illustris,славуты
660,fremd::A,peregrinus,чужы
661,verschieden::A,varius,розны
662,nah::A,propinquus,блізкі
663,fern::A,longinquus,далёкі
664,linker::A,sinister,левы
665,rechter::A,dexter,правы
666,anderer::A,alius,іншы
667,anderer::A,alius,другі
668,erster::A,primus,першы
669,zweiter::A,secundus,другі
670,dritter::A,tertius,трэці
671,letzter::A,ultimus,апошні
672,allein::ADV,solum,сам
673,allein::ADV,solum,адзін
674,auf einmal::ADV,simul,адразу
675,zusammen::ADV,una,разам
676,lange::ADV,diu,доўга
677,plötzlich::ADV,subito,раптам
678,plötzlich::ADV,repente,раптам
679,sofort::ADV,statim,зараз
680,später::ADV,postea,пазней
681,jetzt::ADV,nunc,цяпер
682,heute::ADV,hodie,сёння
683,morgen::ADV,cras,заўтра
684,bald::ADV,mox,хутка
685,bald::ADV,mox,неўзабаве
686,dann::ADV,deinde,потым
687,gestern::ADV,heri,учора
688,einst::ADV,olim,аднойчы
689,damals::ADV,tum,тады
690,danach::ADV,postea,затым
691,vorher::ADV,antea,раней
692,zuerst::ADV,primo,спярша
693,zuerst::ADV,primo,спачатку
694,einmal::ADV,semel,адзін раз
695,manchmal::ADV,interdum,часам
696,oft::ADV,saepe,часта
697,immer::ADV,semper,заўсёды
698,niemals::ADV,numquam,ніколі
699,hier::ADV,hic,тут
700,hierhin::ADV,huc,сюды
701,von hier::ADV,hinc,адсюль
702,von hier::ADV,hinc,адгэтуль
703,dort::ADV,ibi,там
704,dorthin::ADV,eo,туды
705,geradeaus::ADV,recte,прама
706,vorwärts::ADV,porro,наперад
707,rückwärts::ADV,retro,назад
708,zurück::ADV,retro,назад
709,unten::ADV,infra,унізе
710,hinab::ADV,pessum,уніз
711,oben::ADV,supra,угары
712,oben::ADV,supra,наверсе
713,hinauf::ADV,sursum,угару
714,überall::ADV,ubique,усюды
715,nicht::ADV,non,не
716,ein wenig::ADV,paulum,трошкі
717,kaum::ADV,vix,ледзьве
718,kaum::ADV,aegre,ледзьве
719,sehr::ADV,valde,вельмі
720,sehr::ADV,magnopere,вельмі
721,so::ADV,ita,так
722,noch::ADV,etiam,яшчэ
723,nur::ADV,solum,толькі
724,nur::ADV,tantum,толькі
725,schon::ADV,iam,ужо
726,wieder::ADV,rursus,зноў
727,vergebens::ADV,frustra,дарма
728,vergebens::ADV,frustra,дарэмна
729,vor::PRP,ante,перад
730,hinter::PRP,post,за
731,hinter::PRP,post,ззаду
732,unter::PRP,sub,пад
733,durch::PRP,per,праз
734,neben::PRP,iuxta,каля
735,zwischen::PRP,inter,між
736,zwischen::PRP,inter,паміж
737,wegen::PRP,propter,з-за
738,dies::PRN,hoc,гэта
739,das::PRN,id,тое
740,alles::PRN,omnia,усё
741,ich::PRN,ego,я
742,du::PRN,tu,ты
743,er::PRN,is,ён
744,er::PRN,ille,ён
745,wir::PRN,nos,мы
746,ihr::PRN,vos,вы
747,sie::PRN,ii,яны
748,sie::PRN,illi,яны
749,was::FPRN,quid,што
750,wer::FPRN,quis,хто
751,wo::FADV,ubi,дзе
752,wohin::FADV,quo,куды
753,wie::FADV,quomodo,як
754,warum::FADV,cur,чаму
755,wieviel::FNUM,quantum,колькі
756,eins::NUM,unus,адзін
757,zwei::NUM,duo,два
758,drei::NUM,tres,тры
759,vier::NUM,quattuor,чатыры
760,fünf::NUM,quinque,пяць
761,sechs::NUM,sex,шесць
762,sieben::NUM,septem,сем
763,acht::NUM,octo,восем
764,neun::NUM,novem,дзевяць
765,zehn::NUM,decem,дзесяць
766,elf::NUM,undecim,адзінаццаць
767,zwölf::NUM,duodecim,дванаццаць
768,zwanzig::NUM,viginti,дваццаць
769,dreißig::NUM,triginta,трыццаць
770,vierzig::NUM,quadraginta,сорак
771,fünfzig::NUM,quinquaginta,пядзесят
772,sechzig::NUM,sexaginta,шесдзесят
773,siebzig::NUM,septuaginta,семдзесят
774,achtzig::NUM,octoginta,восемдзесят
775,neunzig::NUM,nonaginta,дзевяноста
776,hundert::NUM,centum,сто
777,tausend::NUM,mille,тысяча
778,und::CNJ,et,і
779,und::CNJ,et,ды
780,und::CNJ,-que,і
781,und::CNJ,-que,ды
782,oder::CNJ,vel,або
783,stehen::V,stare,стаяць
784,sitzen::V,sedere,сядзець
785,liegen::V,iacere,ляжаць
786,hängen::V,pendere,вісець
787,werden::V,fieri,стаць
788,werden::V,fieri,зрабіцца
789,passieren::V,accidere,трапіцца
790,beginnen::V,incipere,пачацца
791,enden::V,finem habere,кончыцца
792,wechseln::V,mutari,мяняцца
793,aufgehen[Sonne]::V,oriri,узысці
794,untergehen[Sonne]::V,occidere,зайсці
795,scheinen[Sonne]::V,lucere,свяціць
796,donnern::V,tonare,грымець
797,wehen::V,flare,дзьмуць
798,strömen::V,fluere,ліцца
799,fließen::V,manare,цячы
800,sich drehen::V,torqueri,круціцца
801,sich drehen::V,torqueri,варочацца
802,schwanken::V,vacillare,хістацца
803,schwingen::V,vibrare,гайдацца
804,schwingen::V,vibrare,калыхацца
805,fallen::V,cadere,падаць
806,brennen::V,ardere,гарэць
807,rauchen::V,fumare,дымець
808,regnen::V,pluere,дажджыць
809,gefrieren::V,congelari,замерзнуць
810,tauen::V,rorare,раставаць
811,schmelzen::V,liquescere,плавіцца
812,trocknen::V,arescere,сохнуць
813,sieden::V,fervere,кіпець
814,faulen::V,putescere,гнісці
815,verfaulen::V,putescere,згнісці
816,reißen::V,scindi,ірвацца
817,versinken::V,mergi,тануць
818,vergehen::V,praeterire,праходзіць
819,erscheinen::V,apparere,зʼявіцца
820,verschwinden::V,discedere,знікнуць
821,sinken::V,labi,спадаць
822,abnehmen::V,deminui,паменшыцца
823,zunehmen::V,augeri,павялічвацца
824,steigen::V,augescere,паднімацца
825,wachsen::V,crescere,расці
