,Concept_ID,is,cv
116,Berg::N,fjall,ту
117,Gipfel::N,tindur,тӳпе
118,Höhle::N,hellir,ҫӗр хӑвӑлӗ
119,Abhang::N,hlíð,тӑвайкки
120,Abhang::N,brekka,тӑвайкки
121,Quelle::N,lind,ҫӑл куҫ
122,Quelle::N,uppspretta,ҫӑл куҫ
123,Bach::N,lækur,пӗчӗк шыв
124,Fluss::N,á,юхан шыв
125,Fluss::N,fljót,юхан шыв
126,Ufer::N,árbakki,ҫыран
127,Ufer::N,sjávarbakki,ҫыран
128,Küste::N,strönd,тинӗс ҫыранӗ
129,Festland::N,meginland,тип ҫӗр
130,Meer::N,haf,тинӗс
131,Meer::N,sjór,тинӗс
132,Bucht::N,vík,тинӗс кукӑрӗ
133,Insel::N,eyja,утрав
134,Blume::N,blóm,чечек
135,Gras::N,gras,курӑк
136,Wurzel::N,rót,тымар
137,Baum::N,tré,йывӑҫ
138,Stamm::N,stofn,вулӑ
139,Rinde::N,börkur,хуйӑр
140,Ast::N,grein,турат
141,Zweig::N,angi,турат
142,Zweig::N,kvistur,турат
143,Blatt::N,blað,ҫулҫӑ
144,Birke::N,birki,хурӑн
145,Kiefer[Baum]::N,fura,хыр
146,Weide[Baum]::N,víðir,хӑва
147,Tanne::N,greni,чӑрӑш
148,Horn::N,horn,мӑйрака
149,Feder::N,fjöður,тӗк
150,Fell::N,skinn,ҫӑм
151,Flügel::N,vængur,ҫунат
152,Klaue::N,kló,чӗрне
153,Kralle::N,kló,ура
154,Schwanz::N,rófa,хӳре
155,Schwanz::N,skott,хӳре
156,Ei::N,egg,ҫӑмарта
157,Nest::N,hreiður,йӑва
158,Bau::N,greni,йӗнӗ
159,Bau::N,bæli,йӗнӗ
160,Tier::N,dýr,выльӑх
161,Herde::N,hjörð,кӗтӳ
162,Kuh::N,kýr,ӗне
163,Bulle::N,boli,вӑкӑр
164,Pferd::N,hestur,лаша
165,Schaf::N,kind,сурӑх
166,Schwein::N,svín,сысна
167,Hund::N,hundur,йытӑ
168,Katze::N,köttur,кушак
169,Bär::N,björn,упа
170,Eichhörnchen::N,íkorni,пакша
171,Elch::N,elgur,пӑши
172,Fuchs::N,refur,тилӗ
173,Hase::N,héri,куян
174,Hase::N,héri,мулкач
175,Maus::N,mús,шӑши
176,Wolf::N,úlfur,кашкӑр
177,Vogel::N,fugl,кайӑк
178,Vogel::N,fugl,вӗҫен кайӑк
179,Schwarm::N,sægur,ушкӑн
180,Huhn::N,hæna,чӑх
181,Huhn::N,hæna,чӑхӑ
182,Hahn::N,hani,автан
183,Gans::N,gæs,хур
184,Adler::N,örn,ӑмӑрт кайӑк
185,Ente::N,önd,кӑвакал
186,Eule::N,uggla,тӑмана
187,Kranich::N,trana,тӑрна
188,Krähe::N,kráka,ула курак
189,Kuckuck::N,gaukur,куккук
190,Schwan::N,svanur,акӑш
191,Fisch::N,fiskur,пулӑ
192,Barsch::N,aborri,уланкӑ
193,Hecht::N,gedda,ҫӑрттан
194,Schlange[Tier]::N,naðra,ҫӗлен
195,Wurm::N,ormur,ӑман
196,Spinne::N,kónguló,эрешмен
197,Ameise::N,maur,кӑткӑ
198,Laus::N,lús,пыйтӑ
199,Mücke::N,mý,вӑрӑм туна
200,Mücke::N,mýfluga,вӑрӑм туна
201,Fliege::N,fluga,шӑна
202,Schmetterling::N,fiðrildi,лӗпӗш
203,Beere::N,ber,ҫырла
204,Apfel::N,epli,улма
205,Apfel::N,epli,пан улми
206,Pilz::N,sveppur,кӑмпа
207,Zwiebel::N,laukur,сухан
208,Saat::N,fræ,вӑрӑ
209,Saat::N,útsæði,вӑрӑ
210,Korn::N,korn,тӗшӗ
211,Korn::N,korn,пӗрчӗ
212,Heu::N,hey,утӑ
213,Schale::N,hýði,хупӑ
214,Grube::N,gryfja,шӑтӑк
215,Falle::N,gildra,тапӑ
216,Falle::N,gildra,капкӑн
217,Schlinge::N,snara,йӑлӑ
218,Spur::N,spor,йӗр
219,Asche::N,aska,кӗл
220,Dreck::N,óþverri,пылчӑк
221,Eisen::N,járn,тимӗр
222,Gold::N,gull,ылтӑн
223,Silber::N,silfur,кӗмӗл
224,Kohle::N,kol,кӑмрӑк
225,Glas::N,gler,кӗленче
226,Lehm::N,leir,тӑм
227,Sand::N,sandur,хӑйӑр
228,Mensch::N,maður,ҫын
229,Mensch::N,maður,этем
230,Mensch::N,manneskja,ҫын
231,Mensch::N,manneskja,этем
232,Mann::N,maður,ар
233,Mann::N,karlmaður,ар
234,Frau::N,kona,хӗрарӑм
235,Kind::N,barn,ача
236,Kind::N,krakki,ача
237,Junge::N,drengur,ача
238,Junge::N,drengur,ар ҫын ача
239,Mädchen::N,stelpa,хӗр ача
240,Familie::N,fjölskylda,ҫемье
241,Familie::N,fjölskylda,кил-йыш
242,Großvater::N,afi,кукаҫи
243,Großmutter::N,amma,кукамай
244,Eltern::N,foreldrar,аҫа-ама
245,Vater::N,faðir,атте
246,Mutter::N,móðir,анне
247,Sohn::N,sonur,ывӑл
248,Tochter::N,dóttir,хӗр
249,Bruder::N,bróðir,ар тӑван
250,Schwester::N,systir,аппа
251,Schwester::N,systir,йӑмӑк
252,Onkel::N,föðurbróðir,мучи
253,Onkel::N,föðurbróðir,пичче
254,Tante::N,frænka,аппа
255,Tante::N,móðursystir,аппа
256,Ehemann::N,eiginmaður,упӑшка
257,Ehefrau::N,eiginkona,арӑм
258,Freude::N,gleði,савӑнӑҫ
259,Freude::N,gleði,хаваслӑх
260,Gelächter::N,hlátur,кулӑ
261,Glück::N,gæfa,телей
262,Glück::N,gæfa,ӑраскал
263,Kummer::N,sorg,хурлӑх
264,Wunsch::N,ósk,ӗмӗт
265,Wunsch::N,ósk,кӑмӑл
266,Lust::N,fýsn,кӑмӑл
267,Lust::N,löngun,кӑмӑл
268,Geist::N,andi,чун-чӗм
269,Geist::N,andi,ыр-усал
270,Geist::N,andi,чун хавалӗ
271,Gedanke::N,hugsun,шухӑш
272,Gedächtnis::N,minni,ас
273,Verstand::N,vit,ӑс
274,Verstand::N,vit,ӑс-тӑн
275,Verstand::N,vit,ӑс-хакӑл
276,Sinn::N,merking,тупсӑм
277,Sinn::N,merking,пӗлтерӗш
278,Grund::N,ástæða,сӑлтав
279,Wahrheit::N,sannleikur,чӑнлӑх
280,Gespräch::N,samtal,калаҫу
281,Märchen::N,ævintýri,юмах
282,Erzählung::N,saga,акалав
283,Erzählung::N,saga,каласа пани
284,Nachricht::N,frétt,хыпар
285,Neuigkeit::N,frétt,ҫӗнӗ хыпар
286,Name::N,nafn,ят
287,Rätsel::N,gáta,сутмалли юмах
288,Rede::N,ræða,сӑмах
289,Sprache::N,mál,чӗлхе
290,Sprache::N,tungumál,чӗлхе
291,Stimme::N,rödd,сасӑ
292,Wort::N,orð,сӑмах
293,Zeichen::N,tákn,паллӑ
294,Zeichen::N,merki,паллӑ
295,Ruf::N,kall,йыхрав
296,Ruf::N,kall,чӗнӳ
297,Lärm::N,hávaði,шав
298,Laut::N,hljóð,сасӑ
299,Ton::N,tónn,сасӑ
300,Lied::N,ljóð,юрӑ
301,Lied::N,söngur,юрӑ
302,Ruhe::N,ró,канӑҫлӑх
303,Ruhe::N,ró,лӑпкӑлӑх
304,Ruhe::N,kyrrð,канӑҫлӑх
305,Ruhe::N,kyrrð,лӑпкӑлӑх
306,Leute::N,fólk,ҫамрӑксем
307,Leute::N,fólk,ҫамрӑк ҫынсем
308,Volk::N,þjóð,халӑх
309,Arbeit::N,vinna,ӗҫхӗл
310,Arbeit::N,vinna,ӗҫлев
311,Gast::N,gestur,хӑна
312,Geschenk::N,gjöf,парне
313,Geschenk::N,gjöf,кучченеҫ
314,Spiel::N,leikur,вӑйӑ
315,Gesellschaft::N,selskapur,общество
316,Hilfe::N,hjálp,пулӑшу
317,Freund::N,vinur,тус
318,Kamerad::N,félagi,юлташ
319,Kamerad::N,félagi,тус
320,Angelegenheit::N,mál,ӗҫ
321,Angelegenheit::N,málefni,ӗҫ
322,Anzahl::N,tala,йыш
323,Anzahl::N,tala,хисеп
324,Anzahl::N,fjöldi,йыш
325,Anzahl::N,fjöldi,хисеп
326,Art::N,tegund,тӗс
327,Stück::N,biti,татӑк
328,Stück::N,stykki,татӑк
329,Teil::N,hluti,пай
330,Teil::N,partur,пай
331,Hälfte::N,helmingur,ҫурӑ
332,Kreis::N,hringur,ункӑ
333,Kreis::N,hringur,ҫавракӑш
334,Kreuz::N,kross,хӗрес
335,Kreuz::N,krossmark,хӗрес
336,Linie::N,lína,йӗр
337,Strich::N,strik,йӗр
338,Abstand::N,millibil,хушӑ
339,Entfernung::N,fjarlægð,хушӑ
340,Gegend::N,hérað,вырӑн
341,Platz::N,pláss,хутлӑх
342,Ort::N,staður,вырӑн
343,Seite::N,hlið,ен
344,Seite::N,hlið,аяк
345,Seite::N,hlið,айӑк
346,Mitte::N,miðja,варӑ
347,Gegenstand::N,hlutur,япала
348,Sache::N,mál,япала
349,Rand::N,brún,вӗҫ
350,Rand::N,brún,хӗрӗ
351,Rand::N,brún,хӗрри
352,Kante::N,rönd,хайкача
353,Kante::N,rönd,хысак
354,Ecke::N,horn,кӗтес
355,Spitze::N,oddur,вӗҫ
356,Ende::N,endi,вӗҫ
357,Loch::N,gat,шӑтӑк
358,Loch::N,hola,шӑтӑк
359,Winkel::N,skot,кӗтес
360,Winkel::N,krókur,кӗтес
361,Muster::N,munstur,эреш
362,Größe::N,stærð,пысӑкӑш
363,Länge::N,lengd,вӑрӑмӑш
364,Höhe::N,hæð,ҫӳллӗш
365,Gewicht::N,vigt,виҫе
366,Gewicht::N,vigt,йывӑрӑш
367,Gewicht::N,þyngd,виҫе
368,Gewicht::N,þyngd,йывӑрӑш
369,Menge::N,magn,йыш
370,Haufen::N,hrúga,купа
371,Haufen::N,haugur,купа
372,Reihe::N,röð,рет
373,Boot::N,bátur,кимӗ
374,Ruder::N,ár,кӗсмен
375,Schlitten::N,sleði,ҫуна
376,Ski::N,skíði,йӗлтӗр
377,Lagerfeuer::N,varðeldur,вут
378,Lagerfeuer::N,varðeldur,кӑвайт
379,Last::N,byrði,сулмаклӑх
380,Last::N,byrði,йывӑр япала
381,Last::N,farmur,сулмаклӑх
382,Last::N,farmur,йывӑр япала
383,Gang::N,ganga,куҫӑм
384,Schritt::N,skref,утӑм
385,Schritt::N,skref,пусӑм
386,Norden::N,norður,ҫурҫӗр
387,Süden::N,suður,кӑнтӑр
388,Westen::N,vestur,анӑҫ
389,Westen::N,vestur,хӗвел анӑҫ
390,Osten::N,austur,хӗвел тухӑҫ
391,Holz::N,viður,йывӑҫ
392,Brett::N,fjöl,хӑма
393,Platte::N,flötur,плита
394,Stütze::N,stoð,ура
395,Stange::N,stöng,шерте
396,Stock::N,prik,патак
397,Stock::N,stafur,патак
398,Stab::N,prik,шӑчӑ
399,Stab::N,stafur,шӑчӑ
400,Rohr::N,rör,пӑрӑх
401,Rohr::N,pípa,пӑрӑх
402,Haus::N,hús,ҫурт
403,Heim::N,heimili,кил
404,Ofen::N,ofn,кӑмака
405,Fußboden::N,gólf,урай
406,Tisch::N,borð,сӗтел
407,Stuhl::N,stóll,пукан
408,Wiege::N,vagga,сӑпка
409,Bett::N,rúm,кравать
410,Bett::N,hvíla,кравать
411,Regal::N,hilla,ҫӳлӗк
412,Regal::N,hilla,сентре
413,Kiste::N,kassi,ещӗк
414,Kiste::N,kassi,сунтӑх
415,Fenster::N,gluggi,чӳрече
416,Tür::N,dyr,алӑк
417,Tür::N,hurð,алӑк
418,Tor::N,hlið,хапха
419,Zaun::N,girðing,хӳме
420,Zaun::N,limgarður,хӳме
421,Dach::N,þak,тӑрӑ
422,Leiter::N,stigi,пусма
423,Besen::N,sópur,шӑпӑр
424,Spaten::N,spaði,кӗреҫе
425,Schaufel::N,skófla,кӗреҫе
426,Gabel::N,gaffall,вилка
427,Löffel::N,skeið,кашӑк
428,Messer::N,hnífur,ҫӗҫӗ
429,Nagel::N,nögl,пӑта
430,Netz::N,net,тетел
431,Haken::N,krókur,йӑрхах
432,Haken::N,krókur,ҫекӗл
433,Griff::N,tak,хӑлӑп
434,Schloss::N,lás,ҫӑра
435,Bild::N,mynd,сӑн
436,Bild::N,mynd,сӑнлӑх
437,Bild::N,mynd,картина
438,Figur::N,stytta,кӗлетке
439,Puppe::N,brúða,пукане
440,Beutel::N,poki,михӗ
441,Beutel::N,baggi,михӗ
442,Bündel::N,böggull,ҫыхӑ
443,Bündel::N,böggull,тӗрке
444,Tasche::N,veski,сумка
445,Eimer::N,fata,витре
446,Deckel::N,lok,хупӑ
447,Geschirr::N,leirtau,савӑт-сапа
448,Sack::N,sekkur,михӗ
449,Tasse::N,bolli,курка
450,Topf::N,pottur,кастрюль
451,Kessel::N,ketill,хуран
452,Essen::N,matur,апат
453,Nahrung::N,fæða,апат-ҫимӗс
454,Speise::N,réttur,апат
455,Speise::N,réttur,ҫимӗҫ
456,Speise::N,matarréttur,апат
457,Speise::N,matarréttur,ҫимӗҫ
458,Fleisch::N,kjöt,аш
459,Fleisch::N,kjöt,какай
460,Getreide::N,korn,тырӑ
461,Brei::N,grautur,пӑтӑ
462,Brot::N,brauð,ҫӑкӑр
463,Scheibe::N,sneið,чӗлӗ
464,Scheibe::N,sneið,касӑк
465,Fett::N,fita,ҫу
466,Butter::N,smjör,ҫу
467,Öl::N,olía,ҫу
468,Salz::N,salt,тӑвар
469,Suppe::N,súpa,яшка
470,Honig::N,hunang,пыл
471,Milch::N,mjólk,сӗт
472,Tee::N,te,чей
473,Leder::N,skinn,сӑран
474,Wolle::N,ull,ҫӑм
475,Stoff::N,dúkur,тӗртӗм
476,Nadel::N,nál,йӗп
477,Faden::N,þráður,ҫип
478,Knopf::N,tala,тӳме
479,Knopf::N,hnappur,тӳме
480,Knoten::N,hnútur,йӑлӑ
481,Farbe::N,málning,сӑрӑ
482,Kleidung::N,búningur,тум
483,Kleidung::N,búningur,ҫипуҫ
484,Kleidung::N,búningur,тум-тир
485,Kleidung::N,klæðnaður,тум
486,Kleidung::N,klæðnaður,ҫипуҫ
487,Kleidung::N,klæðnaður,тум-тир
488,Hemd::N,skyrta,кӗпе
489,Kragen::N,kragi,ҫуха
490,Kragen::N,flibbi,ҫуха
491,Ärmel::N,ermi,ҫанӑ
492,Hose::N,buxur,шӑлавар
493,Gürtel::N,belti,пиҫиххи
494,Mütze::N,húfa,ҫӗлӗк
495,Schuh::N,skór,пушмак
496,Schuh::N,skór,ботинок
497,Stiefel::N,stígvél,атӑ
498,Ring::N,hringur,ҫӗрӗ
499,Band::N,band,хаю
500,Band::N,band,йӗсме
501,Kamm::N,greiða,тура
502,Spiegel::N,spegill,тӗкӗр
503,Spiegel::N,spegill,куҫ кӗски
504,Riemen::N,ól,чӗн
505,Riemen::N,reim,чӗн
506,Schnur::N,snúra,кантра
507,Leine::N,band,касмӑк
508,Decke::N,teppi,утиял
509,Kissen::N,koddi,ҫытар
510,Kissen::N,koddi,минтер
511,Tuch::N,klútur,тутӑр
512,Handtuch::N,þurrka,ал шӑлли
513,Handtuch::N,handklæði,ал шӑлли
514,Kraft::N,afl,вӑй
515,Kraft::N,afl,хӑват
516,Kraft::N,kraftur,вӑй
517,Kraft::N,kraftur,хӑват
518,Stärke::N,styrkur,хал
519,Stärke::N,styrkur,хӑват
520,Gesundheit::N,heilsa,хал
521,Gesundheit::N,heilsa,сывлӑх
522,Gesundheit::N,heilbrigði,хал
523,Gesundheit::N,heilbrigði,сывлӑх
524,Krankheit::N,sjúkdómur,чир
525,Schmerz::N,sársauki,ырату
526,Wunde::N,sár,суран
527,Fieber::N,hitasótt,сив чир
528,Arznei::N,lyf,эмел
529,Brücke::N,brú,кӗпер
530,Brunnen::N,brunnur,ҫӑл
531,Brunnen::N,brunnur,пусӑ
532,Weide::N,hagi,ҫаран
533,Pfad::N,stígur,йӗр
534,Pfad::N,stígur,сукмак
535,Weg::N,vegur,ҫул
536,Weg::N,vegur,ҫул-йӗр
537,Straße::N,gata,ҫӳрев
538,Straße::N,gata,ҫул ҫӳрени
539,Straße::N,stræti,ҫӳрев
540,Straße::N,stræti,ҫул ҫӳрени
541,Dorf::N,þorp,ял
542,Stadt::N,borg,хула
543,Brief::N,bréf,ҫыру
544,Buch::N,bók,кӗнеке
545,Buchstabe::N,bókstafur,сас палли
546,Zeitung::N,dagblað,хаҫат
547,Leben::N,líf,пурнӑҫ
548,Tod::N,dauði,вилӗм
549,Grab::N,gröf,масар шӑтӑкӗ
550,Kirche::N,kirkja,чиркӳ
551,Sünde::N,synd,ҫылӑх
552,Gott::N,guð,турӑ
553,Arbeiter::N,verkamaður,рабочи
554,Chef::N,yfirmaður,пуҫлӑх
555,Meister::N,meistari,ӑста
556,Meister::N,meistari,мастер
557,Arzt::N,læknir,врач
558,Arzt::N,læknir,тухтӑр
559,Lehrer::N,kennari,учитель
560,Lehrer::N,kennari,вӗрентекен
561,Geld::N,peningar,укҫа
562,Geschäft::N,viðskipti,бизнес
563,Laden::N,búð,магазин
564,Laden::N,verslun,магазин
565,Preis::N,verð,хак
566,Ware::N,vara,тавар
567,Nutzen::N,gagn,пайта
568,Reichtum::N,auður,мул
569,Welt::N,veröld,тӗнче
570,Land::N,land,ҫӗр-шыв
571,Staat::N,ríki,патшàлӑх
572,König::N,konungur,король
573,Macht::N,vald,власть
574,Grenze::N,landamæri,чикӗ
575,Krieg::N,stríð,вӑрҫӑ
576,Feind::N,fjandmaður,тӑшман
577,Gewalt::N,ofbeldi,ирӗксӗрлӳ
578,Kampf::N,bardagi,кӗрешӳ
579,Bogen[Waffe]::N,bogi,ухӑ
580,Pfeil::N,ör,ҫӗмрен
581,Pfeil::N,ör,ухӑ йӗппи
582,Gewehr::N,byssa,пӑшал
583,Fehler::N,villa,йӑнӑш
584,Lüge::N,lygi,суя
585,Lüge::N,lygi,ултав
586,Schaden::N,skemmd,сиен
587,Unglück::N,óhamingja,шар
588,Unglück::N,óhamingja,инкек
589,Schuld::N,sök,айӑп
590,Alter::N,aldur,ҫул шучӗ
591,Schluss::N,lok,пӗтни
592,Schluss::N,lok,пӗтмӗш
593,Schluss::N,endir,пӗтни
594,Schluss::N,endir,пӗтмӗш
595,Zeit::N,tími,вӑхӑт
596,Tag::N,dagur,кун
597,Morgen::N,morgunn,ир
598,Mittag::N,hádegi,кӑнтӑрла
599,Abend::N,kvöld,каҫ
600,Nacht::N,nótt,каҫ
601,Woche::N,vika,эрне
602,Monat::N,mánuður,уйӑх
603,Jahr::N,ár,ҫулталӑк
604,Frühling::N,vor,ҫур
605,Frühling::N,vor,ҫуркунне
606,Sommer::N,sumar,ҫу
607,Sommer::N,sumar,ҫулла
608,Herbst::N,haust,кӗр
609,Herbst::N,haust,кӗркунне
610,Winter::N,vetur,хӗл
611,Winter::N,vetur,хӗлле
612,Januar::N,janúar,январь
613,Februar::N,február,февраль
614,Februar::N,február,кӗҫӗн кӑрлач
615,März::N,mars,март
616,März::N,mars,пуш уйӑхӗ
617,April::N,apríl,апрель
618,Mai::N,maí,май
619,Juni::N,júní,июнь
620,Juli::N,júlí,июль
621,August::N,ágúst,август
622,September::N,september,сентябрь
623,September::N,september,авӑн уйӑхӗ
624,Oktober::N,október,октябрь
625,November::N,nóvember,ноябрь
626,Dezember::N,desember,раштав
627,Dezember::N,desember,декабрь
628,Montag::N,mánudagur,тунти кун
629,Dienstag::N,þriðjudagur,ытлари кун
630,Mittwoch::N,miðvikudagur,юн кун
631,Donnerstag::N,fimmtudagur,кӗҫнерни кун
632,Freitag::N,föstudagur,эрне кун
633,Samstag::N,laugardagur,шӑмат кун
634,Sonntag::N,sunnudagur,вырсарни кун
635,groß::A,stór,пысӑк
636,klein::A,lítill,пӗчӗк
637,lang::A,langur,вӑрӑм
638,kurz::A,stuttur,кӗске
639,breit::A,breiður,сарлака
640,schmal::A,mjór,ансӑр
641,dicht::A,þéttur,йӑвӑ
642,dick[Gegenstand]::A,þykkur,хулӑн
643,dünn::A,þunnur,ҫинҫе
644,dünn::A,þunnur,ҫӳхе
645,fein::A,fíngerður,тарай
646,fein::A,fíngerður,вӗлтӗрти
647,fest::A,fastur,тӗреклӗ
648,flach::A,flatur,лаптак
649,glatt::A,háll,такӑр
650,glatt::A,sléttur,такӑр
651,hart::A,harður,хытӑ
652,weich::A,mjúkur,ҫемҫе
653,rund::A,kringlóttur,ҫавра
654,spitz::A,oddhvass,шӗвӗр
655,scharf::A,beittur,ҫивӗч
656,stumpf::A,bitlaus,мӑка
657,stumpf::A,bitlaus,пуклак
658,stumpf::A,bitlaus,тӗрӗнчӗк
659,stumpf::A,bitlaus,ӑнкарусӑр
660,schwer::A,þungur,йывӑр
661,schön::A,fagur,илемлӗ
662,schön::A,fallegur,илемлӗ
663,heiß::A,heitur,вӗри
664,warm::A,hlýr,ӑшӑ
665,warm::A,heitur,ӑшӑ
666,kalt::A,kaldur,сивӗ
667,kühl::A,svalur,уҫӑ
668,frisch::A,frískur,уҫӑ
669,feucht::A,rakur,йӗпе
670,feucht::A,þvalur,йӗпе
671,nass::A,votur,нӳрӗ
672,nass::A,blautur,нӳрӗ
673,trocken::A,þurr,типӗ
674,voll::A,fullur,тулли
675,leer::A,tómur,пушӑ
676,offen::A,opinn,уҫӑ
677,geschlossen::A,lokaður,хупӑ
678,sauber::A,þrifinn,таса
679,schmutzig::A,óhreinn,пылчӑклӑ
680,schmutzig::A,óhreinn,вараланчӑк
681,schmutzig::A,sóðalegur,пылчӑклӑ
682,schmutzig::A,sóðalegur,вараланчӑк
683,roh::A,hrár,чӗрӗ
684,reif::A,þroskaður,пулнӑ
685,reif::A,þroskaður,пиҫӗхнӗ
686,reif::A,þroskaður,аталаннӑ
687,reif::A,þroskaður,пиҫсе ҫитнӗ
688,lecker::A,ljúffengur,тутлӑ
689,lecker::A,ljúffengur,техӗмлӗ
690,süß::A,sætur,пылак
691,bitter::A,beiskur,йӳҫӗ
692,sauer::A,súr,йӳҫӗ
693,sauer::A,súr,йӳҫек
694,sauer::A,súr,кӑвасак
695,hell::A,bjartur,ҫутӑ
696,dunkel::A,dimmur,тӗттӗм
697,schwarz::A,svartur,хура
698,weiß::A,hvítur,шурӑ
699,rot::A,rauður,хӗрлӗ
700,gelb::A,gulur,сарӑ
701,blau::A,blár,кӑвак
702,grün::A,grænn,симӗс
703,grün::A,grænn,пиҫмен
704,grün::A,grænn,ӑс пухман
705,grau::A,grár,кӑвак
706,bunt::A,marglitur,чӑпар
707,billig::A,ódýr,йӳнӗ
708,teuer::A,dýr,хаклӑ
709,wertvoll::A,verðmætur,паха
710,blind::A,blindur,суккӑр
711,taub::A,heyrnarlaus,хӑлхасӑр
712,kräftig::A,öflugur,хӑватлӑ
713,stark::A,sterkur,вирлӗ
714,schwach::A,veill,халсӑр
715,fett::A,feitur,самӑр
716,fett::A,feitur,мӑнтӑр
717,schlank::A,grannur,йӑрӑс
718,schlank::A,grannur,яштака
719,schlank::A,spengilegur,йӑрӑс
720,schlank::A,spengilegur,яштака
721,hübsch::A,snotur,хитре
722,hübsch::A,laglegur,хитре
723,böse::A,illur,усал
724,böse::A,vondur,усал
725,dumm::A,heimskur,ухмах
726,faul::A,latur,наян
727,faul::A,latur,юлхав
728,faul::A,latur,ӳркенчӗк
729,fleißig::A,iðinn,хастар
730,geizig::A,nískur,хытӑ
