,Concept_ID,lt,tt
315,Hilfe::N,pagalba,булышлык
316,Freund::N,draugas,дус
317,Freund::N,bičiulis,дус
318,Kamerad::N,draugas,иптәш
319,Angelegenheit::N,dalykas,эш
320,Angelegenheit::N,reikalas,эш
321,Anzahl::N,kiekis,микъдар
322,Anzahl::N,skaičius,микъдар
323,Art::N,rūšis,төр
324,Stück::N,gabalas,кисәк
325,Teil::N,dalis,өлеш
326,Hälfte::N,pusė,ярым
327,Kreis::N,ratas,түгәрәк
328,Kreis::N,apskritis,түгәрәк
329,Kreis::N,apskritimas,түгәрәк
330,Kreuz::N,kryžius,хач
331,Kreuz::N,kryžius,тәре
332,Linie::N,linija,сызык
333,Strich::N,brėžis,сызык
334,Strich::N,brūkšnys,сызык
335,Abstand::N,atstumas,ара
336,Entfernung::N,atstumas,ераклык
337,Gegend::N,vietovė,урын
338,Platz::N,vieta,бушлык
339,Ort::N,vieta,урын
340,Ort::N,vietovė,урын
341,Seite::N,pusė,як
342,Seite::N,šonas,як
343,Mitte::N,vidurys,урта
344,Gegenstand::N,dalykas,нәрсә
345,Sache::N,daiktas,нәрсә
346,Rand::N,kraštas,чит
347,Rand::N,pakraštys,чит
348,Kante::N,kraštas,кырый
349,Ecke::N,kertė,почмак
350,Ecke::N,kampas,почмак
351,Spitze::N,priekis,оч
352,Spitze::N,priešakys,оч
353,Ende::N,galas,азак
354,Loch::N,skylė,тишек
355,Winkel::N,kampas,почмак
356,Winkel::N,kampelis,почмак
357,Muster::N,raštas,парча
358,Größe::N,dydis,зурлык
359,Größe::N,didumas,зурлык
360,Länge::N,ilgis,озынлык
361,Länge::N,ilgumas,озынлык
362,Höhe::N,aukštis,биеклек
363,Höhe::N,aukštuma,биеклек
364,Gewicht::N,svoris,авырлык
365,Gewicht::N,svarstis,авырлык
366,Menge::N,kiekis,микъдар
367,Menge::N,daugybė,микъдар
368,Haufen::N,krūva,өем
369,Haufen::N,šūsnis,өем
370,Reihe::N,greta,рәт
371,Boot::N,valtis,каек
372,Boot::N,valtis,көймә
373,Boot::N,laivelis,каек
374,Boot::N,laivelis,көймә
375,Ruder::N,irklas,ишкәк
376,Schlitten::N,rogės,чана
377,Schlitten::N,rogutės,чана
378,Ski::N,slidė,чаңгы
379,Lagerfeuer::N,laužas,костёр
380,Last::N,našta,йөк
381,Last::N,nešulys,йөк
382,Gang::N,eisena,йөреш
383,Schritt::N,žingsnis,адым
384,Norden::N,šiaurė,төньяк
385,Norden::N,žiemiai,төньяк
386,Süden::N,pietūs,көньяк
387,Westen::N,vakarai,көнбатыш
388,Osten::N,rytai,шәрык
389,Osten::N,rytai,көнчыгыш
390,Holz::N,mediena,агач
391,Brett::N,lenta,такта
392,Platte::N,plokštė,плитә
393,Stütze::N,atrama,таяу
394,Stütze::N,atspara,таяу
395,Stange::N,lazda,колга
396,Stange::N,kartis,колга
397,Stock::N,lazda,таяк
398,Stab::N,kartis,таяк
399,Rohr::N,vamzdis,торба
400,Haus::N,namas,өй
401,Haus::N,namas,йорт
402,Heim::N,namai,гаилә
403,Heim::N,namai,нәсел
404,Ofen::N,krosnis,мич
405,Fußboden::N,grindys,идән
406,Tisch::N,stalas,өстәл
407,Stuhl::N,kėdė,утыргыч
408,Wiege::N,lopšys,бишек
409,Bett::N,lova,ятак
410,Bett::N,lova,урын-җир
411,Bett::N,patalai,ятак
412,Bett::N,patalai,урын-җир
413,Regal::N,lentyna,киштә
414,Regal::N,lentyna,шүрлек
415,Kiste::N,dėžė,әрҗә
416,Fenster::N,langas,тәрәзә
417,Tür::N,durys,ишек
418,Tor::N,vartai,капка
419,Zaun::N,tvora,койма
420,Dach::N,stogas,түбә
421,Leiter::N,kopėčios,баскыч
422,Besen::N,šluota,себерке
423,Spaten::N,lopeta,көрәк
424,Spaten::N,kastuvas,көрәк
425,Schaufel::N,semtuvas,көрәк
426,Gabel::N,šakutė,чәннечке
427,Löffel::N,šaukštas,кашык
428,Messer::N,peilis,пычак
429,Nagel::N,vinis,кадак
430,Netz::N,tinklas,челтәр
431,Haken::N,vagis,ыргак
432,Haken::N,kablys,ыргак
433,Griff::N,kotas,тотка
434,Griff::N,rankena,тотка
435,Schloss::N,spyna,йозак
436,Schloss::N,užraktas,йозак
437,Bild::N,paveikslas,рәсем
438,Bild::N,paveikslas,картина
439,Figur::N,figūra,сын
440,Figur::N,figūra,фигура
441,Puppe::N,lėlė,курчак
442,Beutel::N,krepšys,луза
443,Beutel::N,maišelis,луза
444,Bündel::N,ryšulys,бәйләм
445,Tasche::N,krepšelis,букча
446,Eimer::N,kibiras,чиләк
447,Deckel::N,dangtis,капкач
448,Geschirr::N,indai,савыт-саба
449,Geschirr::N,indai,кашык-аяк
450,Sack::N,maišas,капчык
451,Tasse::N,puodukas,чынаяк
452,Topf::N,puodas,чүлмәк
453,Kessel::N,katilas,казан
454,Essen::N,valgis,ашау
455,Nahrung::N,penas,азык
456,Nahrung::N,penas,тәгам
457,Nahrung::N,penas,ашамлык
458,Nahrung::N,maistas,азык
459,Nahrung::N,maistas,тәгам
460,Nahrung::N,maistas,ашамлык
461,Speise::N,patiekalas,ризык
462,Fleisch::N,mėsa,ит
463,Getreide::N,javai,ашлык
464,Brei::N,košė,ботка
465,Brot::N,duona,ипи
466,Brot::N,duona,икмәк
467,Scheibe::N,riekė,телем
468,Fett::N,taukai,май
469,Fett::N,riebalai,май
470,Butter::N,sviestas,май
471,Öl::N,aliejus,май
472,Salz::N,druska,тоз
473,Suppe::N,sriuba,шулпа
474,Honig::N,medus,бал
475,Milch::N,pienas,сөт
476,Tee::N,arbata,чәй
477,Leder::N,oda,күн
478,Wolle::N,vilna,йон
479,Stoff::N,audeklas,тукыма
480,Nadel::N,adata,энә
481,Faden::N,gija,җеп
482,Faden::N,siūlas,җеп
483,Knopf::N,saga,төймә
484,Knoten::N,mazgas,төен
485,Farbe::N,dažai,буяу
486,Kleidung::N,rūbai,кием
487,Kleidung::N,drabužiai,кием
488,Hemd::N,marškiniai,күлмәк
489,Kragen::N,apykaklė,яка
490,Ärmel::N,rankovė,җиң
491,Hose::N,kelnės,чалбар
492,Gürtel::N,juosta,билбау
493,Gürtel::N,diržas,билбау
494,Mütze::N,kepurė,бүрек
495,Schuh::N,batas,башмак
496,Stiefel::N,auliniai batai,итек
497,Ring::N,žiedas,балдак
498,Band::N,kaspinas,тасма
499,Kamm::N,šukos,тарак
500,Spiegel::N,veidrodis,көзге
501,Riemen::N,diržas,каеш
502,Schnur::N,virvė,бау
503,Leine::N,pavadėlis,тезген
504,Decke::N,antklodė,юрган
505,Kissen::N,pagalvė,мендәр
506,Kissen::N,priegalvis,мендәр
507,Tuch::N,skarelė,яулык
508,Handtuch::N,rankšluostis,сөлгә
509,Kraft::N,jėga,егәр
510,Kraft::N,jėga,дәрман
511,Stärke::N,stiprumas,көч
512,Stärke::N,stiprumas,дәрман
513,Gesundheit::N,sveikata,саулык
514,Krankheit::N,liga,чир
515,Krankheit::N,liga,хаста
516,Krankheit::N,liga,сырхау
517,Schmerz::N,skausmas,авырту
518,Wunde::N,žaizda,яра
519,Wunde::N,žaizda,җәрәхәт
520,Fieber::N,karštis,бизгәк
521,Arznei::N,vaistas,дару
522,Brücke::N,tiltas,күпер
523,Brunnen::N,šulinys,кое
524,Weide::N,ganykla,утлавык
525,Weide::N,gluosnis,утлавык
526,Pfad::N,takas,сукмак
527,Weg::N,kelias,юл
528,Straße::N,gatvė,урам
529,Dorf::N,kaimas,авыл
530,Dorf::N,sodžius,авыл
531,Stadt::N,miestas,шәһәр
532,Brief::N,laiškas,хат
533,Buch::N,knyga,китап
534,Buchstabe::N,raidė,хәреф
535,Zeitung::N,laikraštis,газет
536,Zeitung::N,laikraštis,газета
537,Leben::N,gyvybė,гомер
538,Leben::N,gyvybė,тормыш
539,Leben::N,gyvybė,тереклек
540,Leben::N,gyvenimas,гомер
541,Leben::N,gyvenimas,тормыш
542,Leben::N,gyvenimas,тереклек
543,Tod::N,mirtis,үлем
544,Grab::N,kapas,гүр
545,Grab::N,kapas,кабер
546,Kirche::N,bažnyčia,чиркәү
547,Sünde::N,nuodėmė,язык
548,Sünde::N,nuodėmė,гөнаһ
549,Sünde::N,nusidėjimas,язык
550,Sünde::N,nusidėjimas,гөнаһ
551,Gott::N,dievas,алла
552,Gott::N,dievas,ходай
553,Arbeiter::N,darbininkas,эшче
554,Chef::N,šefas,башлык
555,Chef::N,vadovas,башлык
556,Chef::N,viršininkas,башлык
557,Meister::N,meistras,оста
558,Arzt::N,gydytojas,врач
559,Arzt::N,gydytojas,табиб
560,Lehrer::N,mokytojas,укытучы
561,Lehrer::N,mokytojas,мөгаллим
562,Geld::N,pinigai,акча
563,Geschäft::N,biznis,эш
564,Laden::N,krautuvė,кибет
565,Laden::N,krautuvė,магазин
566,Laden::N,parduotuvė,кибет
567,Laden::N,parduotuvė,магазин
568,Preis::N,kaina,бәя
569,Preis::N,kaina,бәһа
570,Ware::N,prekė,товар
571,Nutzen::N,nauda,файда
572,Nutzen::N,pelnas,файда
573,Reichtum::N,turtas,байлык
574,Welt::N,pasaulis,дөнья
575,Land::N,žemė,ил
576,Land::N,šalis,ил
577,Staat::N,valstija,дәүләт
578,König::N,karalius,патша
579,Macht::N,galia,хакимият
580,Macht::N,valdžia,хакимият
581,Grenze::N,riba,чик
582,Grenze::N,siena,чик
583,Krieg::N,karas,сугыш
584,Feind::N,priešas,дошман
585,Gewalt::N,jėga,көчләү
586,Gewalt::N,smurtas,көчләү
587,Gewalt::N,prievarta,көчләү
588,Kampf::N,kova,көрәш
589,Bogen[Waffe]::N,lankas,җәя
590,Pfeil::N,strėlė,ук
591,Gewehr::N,šautuvas,мылтык
592,Fehler::N,klaida,хата
593,Lüge::N,melas,ялган
594,Schaden::N,nuostolis,зыян
595,Schaden::N,nuostolis,зарар
596,Schaden::N,apgadinimas,зыян
597,Schaden::N,apgadinimas,зарар
598,Unglück::N,nelaimė,бәла
599,Schuld::N,kaltė,гаеп
600,Alter::N,amžius,яшь
601,Schluss::N,pabaiga,ахыр
602,Zeit::N,laikas,заман
603,Tag::N,diena,көн
604,Morgen::N,rytas,иртә
605,Mittag::N,vidurdienis,өйлә
606,Abend::N,vakaras,кич
607,Nacht::N,naktis,төн
608,Woche::N,savaitė,атна
609,Monat::N,mėnuo,ай
610,Jahr::N,metai,ел
611,Frühling::N,pavasaris,яз
612,Sommer::N,vasara,җәй
613,Herbst::N,ruduo,көз
614,Winter::N,žiema,кыш
615,Januar::N,sausis,гыйнвар
616,Februar::N,vasaris,февраль
617,März::N,kovas,март
618,April::N,balandis,апрель
619,Mai::N,gegužė,май
620,Juni::N,birželis,июнь
621,Juli::N,liepa,июль
622,August::N,rugpjūtis,август
623,September::N,rugsėjis,сентябрь
624,Oktober::N,spalis,октябрь
625,November::N,lapkritis,ноябрь
626,Dezember::N,gruodis,декабрь
627,Montag::N,pirmadienis,дүшәмбе
628,Dienstag::N,antradienis,сишәмбе
629,Mittwoch::N,trečiadienis,чәршәмбе
630,Donnerstag::N,ketvirtadienis,атнакич
631,Donnerstag::N,ketvirtadienis,пәнҗешәмбе
632,Freitag::N,penktadienis,җомга
633,Samstag::N,šeštadienis,шимбә
634,Sonntag::N,sekmadienis,якшәмбе
635,groß::A,didis,зур
636,groß::A,didelis,зур
637,klein::A,mažas,кечкенә
638,lang::A,ilgas,озын
639,kurz::A,trumpas,кыска
640,breit::A,platus,киң
641,schmal::A,smulkus,кысык
642,dicht::A,tankus,куе
643,dick[Gegenstand]::A,storas,калын
644,dünn::A,plonas,нечкә
645,fein::A,smulkus,нәзакәтле
646,fest::A,kietas,нык
647,fest::A,tvirtas,нык
648,flach::A,lėkštas,яссы
649,flach::A,lėkštas,ялпак
650,flach::A,plokščias,яссы
651,flach::A,plokščias,ялпак
652,glatt::A,slidus,шома
653,hart::A,kietas,каты
654,weich::A,minkštas,йомшак
655,rund::A,apvalus,түгәрәк
656,rund::A,apskritas,түгәрәк
657,spitz::A,aštrus,очлы
658,spitz::A,smailus,очлы
659,scharf::A,aštrus,үткен
660,stumpf::A,bukas,үтмәс
661,stumpf::A,atšipęs,үтмәс
662,schwer::A,sunkus,салмак
663,schön::A,gražus,гүзәл
664,heiß::A,karštas,эссе
665,warm::A,šiltas,җылы
666,kalt::A,šaltas,суык
667,kalt::A,šaltas,салкын
668,kühl::A,vėsus,салкынча
669,kühl::A,bejausmis,салкынча
670,frisch::A,šviežias,салкынча
671,feucht::A,drėgnas,юеш
672,nass::A,šlapias,дымлы
673,trocken::A,sausas,коры
674,voll::A,pilnas,тулы
675,leer::A,tuščias,буш
676,offen::A,atviras,ачык
677,geschlossen::A,uždaras,йомык
678,geschlossen::A,uždarytas,йомык
679,sauber::A,švarus,пакь
680,sauber::A,švarus,чиста
681,schmutzig::A,nešvarus,керле
682,schmutzig::A,nešvarus,пычрак
683,schmutzig::A,purvinas,керле
684,schmutzig::A,purvinas,пычрак
685,roh::A,žalias,чи
686,reif::A,prinokęs,өлгергән
687,reif::A,pribrendęs,өлгергән
688,lecker::A,gardus,тәмле
689,süß::A,saldus,татлы
690,bitter::A,kartus,ачы
691,sauer::A,gižus,әче
692,sauer::A,rūgštus,әче
693,hell::A,šviesus,якты
694,hell::A,skaistus,якты
695,dunkel::A,tamsus,кара
696,schwarz::A,juodas,кара
697,weiß::A,baltas,ак
698,rot::A,raudonas,кызыл
699,gelb::A,geltonas,сары
700,blau::A,mėlynas,күк
701,grün::A,žalias,яшел
702,grau::A,pilkas,соры
703,bunt::A,margas,чуар
704,bunt::A,spalvotas,чуар
705,billig::A,pigus,арзан
706,teuer::A,brangus,хаклы
707,wertvoll::A,vertingas,кыйммәтле
708,blind::A,aklas,сукыр
709,blind::A,aklas,күзсез
710,taub::A,kurčias,чукрак
711,taub::A,kurčias,саңгырау
712,kräftig::A,stiprus,егәрле
713,stark::A,stiprus,нык
714,stark::A,stiprus,базык
715,schwach::A,silpnas,зәгыйфь
716,fett::A,riebus,симез
717,schlank::A,laibas,нәзек
718,schlank::A,lieknas,нәзек
719,hübsch::A,gražus,чибәр
720,böse::A,blogas,усал
721,dumm::A,paikas,акылсыз
722,dumm::A,kvailas,акылсыз
723,faul::A,tingus,ялкау
724,faul::A,tingus,иренчәк
725,fleißig::A,stropus,тырыш
726,fleißig::A,stropus,тырышучан
727,fleißig::A,kruopštus,тырыш
728,fleißig::A,kruopštus,тырышучан
729,geizig::A,šykštus,саран
730,klug::A,sumanus,акыллы
731,klug::A,protingas,акыллы
732,geschickt::A,apsukrus,маһир
733,lieb::A,mielas,сөекле
734,lustig::A,smagus,күңелле
735,lustig::A,linksmas,күңелле
736,sanft::A,švelnus,басынкы
737,sanft::A,minkštas,басынкы
738,hungrig::A,alkanas,ач
739,krank::A,ligotas,чирле
740,krank::A,ligotas,сырхау
741,krank::A,sergantis,чирле
742,krank::A,sergantis,сырхау
743,nackt::A,nuogas,шәрә
744,traurig::A,liūdnas,ямансу
745,lebendig::A,gyvas,тере
746,gut::A,geras,яхшы
747,schlecht::A,blogas,начар
748,schlecht::A,prastas,начар
749,richtig::A,tikras,дөрес
750,richtig::A,teisingas,дөрес
751,schlimm::A,blogas,әшәкә
752,schlimm::A,prastas,әшәкә
753,wahr::A,tikras,чып-чын
754,alt::A,senas,иске
755,neu::A,naujas,яңа
756,ehemalig::A,buvęs,элекке
757,alt[Lebewesen]::A,pagyvenęs,карт
758,jung::A,jaunas,яшь
759,arm::A,neturtingas,фәкыйрь
760,reich::A,turtingas,бай
761,bekannt::A,žinomas,таныш
762,bekannt::A,pažįstamas,таныш
763,berühmt::A,žymus,атаклы
764,berühmt::A,garsus,атаклы
765,fremd::A,svetimas,ят
766,verschieden::A,įvairus,төрле
767,nah::A,artimas,якын
768,fern::A,tolimas,ерак
769,linker::A,kairys,сул
770,rechter::A,dešinys,уң
771,anderer::A,kitas,бүтән
772,erster::A,pirmas,беренче
773,zweiter::A,antras,икенче
774,dritter::A,trečias,өченче
775,letzter::A,paskutinis,ахыргы
776,allein::ADV,vienas,ялгыз
777,auf einmal::ADV,iš karto,бердән
778,zusammen::ADV,kartu,бергә
779,zusammen::ADV,drauge,бергә
780,lange::ADV,ilgai,озак
781,plötzlich::ADV,staiga,искәрмәстән
782,sofort::ADV,tuojau,хәзер
783,später::ADV,vėliau,соңрак
784,später::ADV,paskiau,соңрак
785,jetzt::ADV,dabãr,хәзер
786,heute::ADV,šiandien,бүген
787,morgen::ADV,rytoj,иртәгә
788,bald::ADV,greitai,тиздән
789,bald::ADV,netrukus,тиздән
790,dann::ADV,po to,аннары
