,Concept_ID,en,br
402,Handtuch::N,towel,toailhon
403,Kraft::N,force,nerzh
404,Stärke::N,strength,nerzhder
405,Gesundheit::N,health,yec'hed
406,Krankheit::N,illness,klañved
407,Schmerz::N,pain,poan
408,Schmerz::N,pain,droug
409,Wunde::N,wound,gloazadenn
410,Fieber::N,fever,terzhienn
411,Arznei::N,medicine,louzoù
412,Brücke::N,bridge,pont
413,Brunnen::N,well,puñs
414,Weide::N,pasture,prad
415,Pfad::N,path,gwenodenn
416,Weg::N,way,hent
417,Straße::N,road,ru
418,Straße::N,road,hent
419,Dorf::N,village,kêr
420,Dorf::N,village,kêriadenn
421,Stadt::N,town,kêr
422,Brief::N,letter,lizher
423,Buch::N,book,levr
424,Buchstabe::N,character,lizherenn
425,Zeitung::N,newspaper,kazetenn
426,Leben::N,life,buhez
427,Tod::N,death,marv
428,Grab::N,grave,bez
429,Kirche::N,church,iliz
430,Sünde::N,sin,pec'hed
431,Gott::N,god,doue
432,Arbeiter::N,worker,labourer
433,Arbeiter::N,worker,micherour
434,Chef::N,boss,penn
435,Meister::N,master,mestr
436,Arzt::N,doctor,mezeg
437,Arzt::N,doctor,medisin
438,Lehrer::N,teacher,skolaer
439,Lehrer::N,teacher,kelenner
440,Geld::N,money,arc'hant
441,Geschäft::N,business,stal
442,Laden::N,shop,stal
443,Preis::N,price,priz
444,Ware::N,ware,marc'hadourezh
445,Nutzen::N,profit,gounidegezh
446,Nutzen::N,profit,lañs
447,Nutzen::N,profit,profit
448,Nutzen::N,profit,spleit
449,Reichtum::N,wealth,pinvidigezh
450,Welt::N,world,douar
451,Land::N,country,bro
452,Staat::N,state,stad
453,König::N,king,roue
454,Macht::N,power,galloud
455,Grenze::N,border,harzoù
456,Krieg::N,war,brezel
457,Feind::N,enemy,eneber
458,Gewalt::N,violence,tâerder
459,Kampf::N,fight,kann
460,Bogen[Waffe]::N,bow,gwareg
461,Pfeil::N,arrow,saezh
462,Gewehr::N,gun,fuzuilh
463,Fehler::N,mistake,fazi
464,Lüge::N,lie,gaou
465,Schaden::N,damage,gwall
466,Unglück::N,misfortune,gwalleur
467,Schuld::N,fault,kablusted
468,Schuld::N,fault,pec'hedigezh
469,Alter::N,age,oad
470,Schluss::N,conclusion,diwezh
471,Zeit::N,time,amzer
472,Tag::N,day,deizh
473,Morgen::N,morning,beure
474,Morgen::N,morning,mintin
475,Mittag::N,noon,kreisteiz
476,Abend::N,evening,abardaez
477,Nacht::N,night,noz
478,Woche::N,week,sizhun
479,Monat::N,month,miz
480,Jahr::N,year,bloaz
481,Frühling::N,spring,nevezamzer
482,Sommer::N,summer,hañv
483,Herbst::N,autumn,diskaramzer
484,Winter::N,winter,goañv
485,Januar::N,January,Genver
486,Februar::N,February,C'hwevrer
487,März::N,March,Meurzh
488,April::N,April,Ebrel
489,Mai::N,May,Mae
490,Juni::N,June,Mezheven
491,Juli::N,July,Gouhere
492,August::N,August,Eost
493,September::N,September,Gwengolo
494,Oktober::N,October,Here
495,November::N,November,Du
496,Dezember::N,December,Kerzu
497,Montag::N,Monday,Lun
498,Dienstag::N,Tuesday,Meurzh
499,Mittwoch::N,Wednesday,Merc'her
500,Donnerstag::N,Thursday,Yaou
501,Freitag::N,Friday,Gwener
502,Samstag::N,Saturday,Sadorn
503,Sonntag::N,Sunday,Sul
504,groß::A,big,bras
505,klein::A,little,bihan
506,lang::A,long,hir
507,kurz::A,short,berr
508,breit::A,wide,ledan
509,schmal::A,narrow,strizh
510,dicht::A,dense,stank
511,dick[Gegenstand]::A,thick,tev
512,dünn::A,thin,moan
513,fein::A,delicate,munut
514,fest::A,firm,start
515,flach::A,flat,plaen
516,glatt::A,smooth,lintr
517,glatt::A,smooth,levn
518,hart::A,hard,kalet
519,weich::A,soft,blot
520,rund::A,round,ront
521,spitz::A,pointed,poentet
522,scharf::A,sharp,dremm
523,stumpf::A,blunt,talsoc'h
524,schwer::A,heavy,pounner
525,schön::A,beautiful,kaer
526,heiß::A,hot,tomm
527,warm::A,warm,tomm
528,kalt::A,cold,yen
529,kühl::A,cool,yen
530,frisch::A,fresh,fresk
531,feucht::A,damp,gleb
532,nass::A,wet,gleb
533,trocken::A,dry,sec'h
534,voll::A,full,leun
535,leer::A,empty,goullo
536,offen::A,open,digor
537,geschlossen::A,closed,serr
538,sauber::A,clean,naet
539,schmutzig::A,dirty,lous
540,roh::A,raw,kriz
541,reif::A,ripe,darev
542,lecker::A,delicious,lipous
543,lecker::A,delicious,saourus
544,süß::A,sweet,dous
545,bitter::A,bitter,c'hwerv
546,sauer::A,sour,trenk
547,hell::A,bright,sklaer
548,dunkel::A,dark,teñval
549,schwarz::A,black,du
550,weiß::A,white,gwenn
551,rot::A,red,ruz
552,gelb::A,yellow,melen
553,blau::A,blue,glas
554,grün::A,green,gwer
555,grau::A,grey,louet
556,bunt::A,colourful,liesliv
557,bunt::A,colorful,liesliv
558,billig::A,cheap,marc'had-mat
559,teuer::A,dear,ker
560,wertvoll::A,precious,prizius
561,blind::A,blind,dall
562,taub::A,deaf,bouzar
563,kräftig::A,powerful,start
564,stark::A,strong,kreñv
565,schwach::A,weak,gwan
566,fett::A,fat,lard
567,schlank::A,slim,sinkl
568,hübsch::A,pretty,koant
569,böse::A,evil,gwall
570,dumm::A,stupid,glep
571,faul::A,lazy,lezirek
572,fleißig::A,diligent,studius
573,geizig::A,stingy,tost
574,klug::A,clever,speredek
575,geschickt::A,skilful,dornet
576,geschickt::A,skillful,dornet
577,lieb::A,dear,koant
578,lustig::A,merry,laouen
579,sanft::A,gentle,flour
580,hungrig::A,hungry,marnaon
581,krank::A,sick,klañv
582,nackt::A,naked,noazh
583,traurig::A,sad,trist
584,lebendig::A,living,bev
585,gut::A,good,mad
586,schlecht::A,bad,fall
587,schlecht::A,bad,gwall
588,richtig::A,correct,reizh
589,schlimm::A,nasty,gwall
590,wahr::A,true,gwir
591,alt::A,old,kozh
592,neu::A,new,nevez
593,ehemalig::A,former,kozh
594,alt[Lebewesen]::A,aged,kozh
595,jung::A,young,yaouank
596,arm::A,poor,paour
597,reich::A,rich,pinvidik
598,bekannt::A,familiar,anavezet
599,berühmt::A,famous,brudet
600,fremd::A,foreign,dizanav
601,verschieden::A,different,disheñel
602,nah::A,near,nes
603,fern::A,far,diabell
604,linker::A,left,kleiz
605,rechter::A,right,dehoù
606,anderer::A,other,all
607,erster::A,first,kentañ
608,zweiter::A,second,eil
609,dritter::A,third,trede
610,letzter::A,last,diwezhañ
611,allein::ADV,alone,e-unan
612,auf einmal::ADV,at once,ar un dro
613,zusammen::ADV,together,asambles
614,lange::ADV,long,pell
615,plötzlich::ADV,suddenly,en un taol
616,sofort::ADV,instantly,diouzhtu
617,später::ADV,later,diwezhatoc'h
618,jetzt::ADV,now,bremañ
619,heute::ADV,today,hiziv
620,morgen::ADV,tomorrow,arc'hoazh
621,bald::ADV,soon,hepdale
622,dann::ADV,then,a-c'houde
623,gestern::ADV,yesterday,dec'h
624,einst::ADV,once,gwechall
625,damals::ADV,at that time,neuze
626,danach::ADV,afterwards,goude
627,vorher::ADV,before,diagent
628,zuerst::ADV,at first,da gentañ
629,einmal::ADV,once,ur wech
630,manchmal::ADV,sometimes,a-wechoù
631,oft::ADV,often,alies
632,immer::ADV,always,atav
633,immer::ADV,always,bepred
634,niemals::ADV,never,gwech ebet
635,hier::ADV,here,amañ
636,hierhin::ADV,hither,dre amañ
637,hierhin::ADV,to here,dre amañ
638,hierhin::ADV,here,dre amañ
639,von hier::ADV,hence,alemañ
640,dort::ADV,there,aze
641,dort::ADV,there,ahont
642,dorthin::ADV,thither,di
643,dorthin::ADV,thither,aze
644,dorthin::ADV,thither,ahont
645,dorthin::ADV,there,di
646,dorthin::ADV,there,aze
647,dorthin::ADV,there,ahont
648,dorthin::ADV,to there,di
649,dorthin::ADV,to there,aze
650,dorthin::ADV,to there,ahont
651,geradeaus::ADV,ahead,war-eeun
652,vorwärts::ADV,forward,war-raok
653,rückwärts::ADV,backward,war-lerc'h
654,zurück::ADV,back,war-dreñv
655,unten::ADV,below,en traoñ
656,hinab::ADV,down,a-izel
657,oben::ADV,above,en nec'h
658,hinauf::ADV,up,e-krec'h
659,überall::ADV,everywhere,dre-holl
660,nicht::ADV,not,ne ... ket
661,ein wenig::ADV,a little,un tammig
662,kaum::ADV,hardly,a-boan
663,sehr::ADV,very,-tre
664,sehr::ADV,very,-kenañ
665,so::ADV,so,evel-se
666,noch::ADV,still,c'hoazh
667,nur::ADV,only,hepken
668,schon::ADV,already,dija
669,wieder::ADV,again,adarre
670,vergebens::ADV,in vain,
671,vor::PRP,in front of,dirak
672,hinter::PRP,behind,a-drek
673,hinter::PRP,behind,a-dreñv
674,unter::PRP,under,dindan
675,durch::PRP,through,dre
676,neben::PRP,next to,e-kichen
677,zwischen::PRP,between,etre
678,wegen::PRP,because of,abalamour da
679,dies::PRN,this,hemañ
680,das::PRN,that,se
681,das::PRN,that,hennezh
682,alles::PRN,everything,pep tra
683,ich::PRN,I,me
684,du::PRN,you,te
685,du::PRN,thou,te
686,er::PRN,he,eñ
687,wir::PRN,we,ni
688,ihr::PRN,you,c'hwi
689,sie::PRN,they,int
690,was::FPRN,what,petra
691,wer::FPRN,who,piv
692,wo::FADV,where,pelec'h
693,wohin::FADV,where ... to,da belec'h
694,wohin::FADV,where to,da belec'h
695,wohin::FADV,where,da belec'h
696,wie::FADV,how,penaos
697,warum::FADV,why,perak
698,wieviel::FNUM,how much,pet
699,eins::NUM,one,unan
700,zwei::NUM,two,daou
701,drei::NUM,three,tri
702,vier::NUM,four,pevar
703,fünf::NUM,five,pemp
704,sechs::NUM,six,c'hwec'h
705,sieben::NUM,seven,seizh
706,acht::NUM,eight,eizh
707,neun::NUM,nine,nav
708,zehn::NUM,ten,dek
709,elf::NUM,eleven,unnek
710,zwölf::NUM,twelve,daouzek
711,zwanzig::NUM,twenty,ugent
712,dreißig::NUM,thirty,tregont
713,vierzig::NUM,forty,daou-ugent
714,fünfzig::NUM,fifty,hanter-kant
715,sechzig::NUM,sixty,tri-ugent
716,siebzig::NUM,seventy,dek ha tri-ugent
717,achtzig::NUM,eighty,pevar-ugent
718,neunzig::NUM,ninety,dek ha pevar-ugent
719,hundert::NUM,a hundred,kant
720,tausend::NUM,a thousand,mil
721,und::CNJ,and,ha
722,oder::CNJ,or,pe
723,stehen::V,stand,bezañ a-sav
724,sitzen::V,sit,azezañ
725,sitzen::V,sit,bezañ en e goazez
726,liegen::V,lie,bezañ en e c'hourvez
727,hängen::V,hang,krougañ
728,werden::V,become,dazonet
729,passieren::V,happen,c'hoarvezout
730,beginnen::V,begin,stagañ
731,enden::V,end,achuiñ
732,wechseln::V,change,cheñch
733,aufgehen[Sonne]::V,rise,dirouzañ
734,untergehen[Sonne]::V,set,
735,scheinen[Sonne]::V,shine,lugernañ
736,donnern::V,thunder,taranal
737,wehen::V,blow,c'hwezhañ
738,strömen::V,stream,deredek
739,fließen::V,flow,redek
740,sich drehen::V,revolve,troiñ
741,schwanken::V,sway,trantellat
742,schwingen::V,swing,froumal
743,fallen::V,fall,kouezhañ
744,brennen::V,burn,deviñ
745,rauchen::V,smoke,divogedañ
746,regnen::V,rain,glavañ
747,gefrieren::V,freeze,reviñ
748,tauen::V,thaw,diskornañ
749,schmelzen::V,melt,teuziñ
750,trocknen::V,dry,sec'hañ
751,sieden::V,boil,berviñ
752,faulen::V,rot,breinañ
753,verfaulen::V,decay,breinañ
754,reißen::V,snap,darnaouiñ
755,versinken::V,sink,sodellañ
756,vergehen::V,pass,tremen
757,erscheinen::V,appear,donet war-wel
758,verschwinden::V,disappear,monet diwar wel
759,sinken::V,drop,en em izelat
760,abnehmen::V,decrease,nebeutaat
761,zunehmen::V,increase,kreskiñ
762,steigen::V,rise,sevel
763,wachsen::V,grow,kreskiñ
764,glänzen::V,shine,lugernañ
765,funkeln::V,sparkle,elieniñ
766,lärmen::V,be noisy,rabotat
767,läuten::V,chime,
768,klingeln::V,ring,
769,klirren::V,tinkle,diridignat
770,klirren::V,tinkle,sterlinkañ
771,brausen::V,roar,gwegal
772,rauschen::V,rustle,trouzal
773,klingen::V,sound,seniñ
774,bellen::V,bark,harzhal
775,heulen::V,howl,yudal
776,blasen::V,blow,c'hwezhañ
777,pfeifen::V,whistle,c'hwitellat
778,schreien::V,shout,huchal
779,stöhnen::V,groan,hirvoudiñ
780,zittern::V,tremble,krenañ
781,leben::V,be alive,bevañ
782,geboren werden::V,be born,genel
783,atmen::V,breathe,tennañ e anal
784,trinken::V,drink,evañ
785,essen::V,eat,debriñ
786,schlucken::V,swallow,lonkañ
787,müde werden::V,get tired,skuizhañ
788,einschlafen::V,fall asleep,menel kousket
789,schlafen::V,sleep,kousket
790,aufwachen::V,wake up,dihuniñ
791,aufstehen::V,get up,sevel
792,sich erholen::V,relax,diskuizhañ
793,krank werden::V,fall ill,klañviñ
794,krank sein::V,be ill,bezañ klañv
795,schmerzen::V,ache,skourjezañ
796,husten::V,cough,pasaat
797,husten::V,cough,peudal
798,genesen::V,recover,pareañ
799,sterben::V,die,mervel
800,umkommen::V,perish,perisañ
801,sich bewegen::V,move,bouljal
802,sich rühren::V,budge,fiñval
803,sich erheben::V,stand up,sevel
804,sich setzen::V,sit down,azezañ
805,sich setzen::V,sit down,mont en e goazez
806,hinfallen::V,tumble,kouezhañ
807,laufen::V,walk,redek
808,schreiten::V,pace,kerzhet
809,spazierengehen::V,go for a walk,pourmen
810,eilen::V,rush,hastañ
811,sich beeilen::V,hurry,hastañ
812,sausen::V,dash,karzhañ
813,rennen::V,run,redek
814,springen::V,jump,lammat
815,klettern::V,climb,krimpat
816,schaukeln::V,seesaw,brañsellat
817,kriechen::V,creep,skrampañ
818,schwimmen::V,swim,neuial
819,tauchen::V,dive,splujañ
820,rudern::V,row,roeñvat
821,fahren::V,drive,kas
822,fahren::V,drive,bleniañ
823,fliegen::V,fly,nijal
824,gehen::V,go,mont
825,weggehen::V,go away,mont kuit
826,abfahren::V,depart,mont kuit
827,anhalten::V,stop,chom a-sav
828,hineingehen::V,go in,monet e-barzh
829,eintreten::V,enter,monet e-barzh
830,kommen::V,come,dont
831,ankommen::V,arrive,erruout
832,zurückkommen::V,come back,addonet
833,bleiben::V,stay,chom
834,warten::V,wait,gortoz
835,erwarten::V,wait for,gortoz
836,suchen::V,seek,klask
837,suchen::V,look for,klask
838,finden::V,find,kavout
839,versuchen::V,try,klask
840,vorbereiten::V,prepare,aozañ
841,lieben::V,love,karout
842,mögen::V,like,karout
843,lachen::V,laugh,c'hoarzin
844,rühren::V,move,tenerañ
845,weinen::V,weep,gouelañ
846,schimpfen::V,grumble,krozal
847,sich ärgern::V,be annoyed,fachañ
848,sich ärgern::V,be annoyed,en em fachañ
849,sich fürchten::V,be afraid,
850,fürchten::V,be afraid of,
851,fliehen::V,flee,tec'het
852,flüchten::V,escape,tuzañ
853,sehen::V,see,gwelet
