,Concept_ID,mhr,sk
63,Sonne::N,ке́че,slnko
64,Mond::N,ты́лзе,mesiac
65,Stern::N,шӱ́дыр,hviezda
66,Luft::N,юж,vzduch
67,Wind::N,марде́ж,vietor
68,Welle::N,то́лкын,vlna
69,Wasser::N,вӱд,voda
70,Stein::N,кӱ,kameň
71,Boden::N,рок,zem
72,Boden::N,рок,pôda
73,Erde::N,мла́нде,zem
74,Staub::N,пура́к,prach
75,Rauch::N,шикш,dym
76,Funke::N,сеске́м,iskra
77,Funke::N,тулйы́п,iskra
78,Feuer::N,тул,oheň
79,Licht::N,со́то,svetlo
80,Schatten::N,ӱ́мыл,tieň
81,Wetter::N,иге́че,počasie
82,Nebel::N,тӱтыра́,hmla
83,Wolke::N,пыл,oblak
84,Wolke::N,пыл,mračno
85,Regen::N,йӱр,dážď
86,Schnee::N,лум,sneh
87,Eis::N,ий,ľad
88,Frost::N,чатлама́,mráz
89,Kälte::N,йӱ́штӧ,zima
90,Kälte::N,йӱ́штӧ,chlad
91,Hitze::N,шо́кшо,horúčava
92,Raureif::N,пӧрш,srieň
93,Raureif::N,пӧрш,inovať
94,Raureif::N,по́кшым,srieň
95,Raureif::N,по́кшым,inovať
96,Regenbogen::N,шонанпы́л,dúha
97,Donner::N,кӱ́дырчӧ,hrom
98,Strömung::N,йо́гын,prúdenie
99,Tropfen::N,чӱча́лтыш,kvapka
100,Schaum::N,шоҥ,pena
101,Schmutz::N,лавыра́,špina
102,Schmutz::N,лавыра́,nečistota
103,See::N,ер,jazero
104,Sumpf::N,лӱ́кӧ,bahno
105,Moor::N,куп,močiar
106,Wiese::N,о́лык,lúka
107,Wald::N,чодыра́,les
108,Wald::N,чодыра́,hora
109,Hügel::N,арка́,vŕšok
110,Anhöhe::N,тӧва́,výšina
111,Anhöhe::N,тӧва́,vyvýšenina
112,Anhöhe::N,кӱкшака́,výšina
113,Anhöhe::N,кӱкшака́,vyvýšenina
114,Berg::N,ку́рык,hora
115,Gipfel::N,чаҥга́,vrchol
116,Gipfel::N,курыкву́й,vrchol
117,Höhle::N,пеще́р,jaskyňa
118,Höhle::N,курыкпо́мыш,jaskyňa
119,Abhang::N,та́йыл,úbočie
120,Quelle::N,важ,prameň
121,Quelle::N,вӱдшинча́,prameň
122,Bach::N,изэҥе́р,potok
123,Fluss::N,эҥе́р,rieka
124,Ufer::N,сер,breh
125,Küste::N,вӱдтӱ́р,pobrežie
126,Festland::N,мла́нде,pevnina
127,Meer::N,те́ҥыз,more
128,Bucht::N,икса́,záliv
129,Bucht::N,икса́,zátoka
130,Insel::N,отро́,ostrov
131,Blume::N,пеле́дыш,kvet
132,Blume::N,пеле́дыш,kvetina
133,Gras::N,шу́до,tráva
134,Wurzel::N,вож,koreň
135,Baum::N,пуше́ҥге,strom
136,Stamm::N,йы́тыр,kmeň
137,Rinde::N,шӱм,kôra
138,Ast::N,укш,konár
139,Zweig::N,торма́к,vetva
140,Blatt::N,лышта́ш,list
141,Birke::N,куэ́,breza
142,Kiefer[Baum]::N,пӱ́нчӧ,sosna
143,Kiefer[Baum]::N,пӱ́нчӧ,borovica
144,Weide[Baum]::N,уа́,vŕba
145,Tanne::N,кож,jedľa
146,Horn::N,шур,roh
147,Feder::N,пы́стыл,pero
148,Fell::N,кова́ште,koža
149,Fell::N,кова́ште,kožušina
150,Flügel::N,шу́лдыр,krídlo
151,Klaue::N,кӱч,paznecht
152,Kralle::N,ла́па,pazúr
153,Kralle::N,копа́,pazúr
154,Schwanz::N,поч,chvost
155,Ei::N,му́но,vajce
156,Ei::N,му́но,vajíčko
157,Nest::N,пыжа́ш,hniezdo
158,Bau::N,пыжа́ш,nora
159,Tier::N,я́нлык,zviera
160,Tier::N,живо́тный,zviera
161,Herde::N,кӱ́тӱ,stádo
162,Herde::N,тӱшка́,stádo
163,Kuh::N,ушка́л,krava
164,Bulle::N,ӱ́шкыж,býk
165,Pferd::N,и́мне,kôň
166,Schaf::N,шо́рык,ovca
167,Schwein::N,сӧсна́,sviňa
168,Hund::N,пий,pes
169,Katze::N,пы́рыс,mačka
170,Bär::N,маска́,medveď
171,Eichhörnchen::N,ур,veverička
172,Elch::N,шо́рдо,los
173,Fuchs::N,ры́выж,líška
174,Hase::N,мера́ҥ,zajac
175,Maus::N,коля́,myš
176,Wolf::N,пи́ре,vlk
177,Vogel::N,ка́йык,vták
178,Schwarm::N,каша́к,roj
179,Huhn::N,чы́ве,kurča
180,Huhn::N,чы́ве,sliepka
181,Hahn::N,агыта́н,kohút
182,Gans::N,ко́мбо,hus
183,Adler::N,карагу́ш,orol
184,Ente::N,лу́до,kačka
185,Ente::N,лу́до,kačica
186,Eule::N,тумна́,sova
187,Kranich::N,турня́,žeriav
188,Krähe::N,кора́к,vrana
189,Kuckuck::N,куку́,kukučka
190,Schwan::N,йӱ́ксӧ,labuť
191,Fisch::N,кол,ryba
192,Barsch::N,ола́ҥге,ostriež
193,Hecht::N,нуж,šťuka
194,Hecht::N,чорта́н,šťuka
195,Schlange[Tier]::N,ки́шке,had
196,Wurm::N,шукш,červ
197,Spinne::N,эҥыре́мыш,pavúk
198,Ameise::N,ку́тко,mravec
199,Laus::N,тий,voš
200,Mücke::N,шыҥа́,komár
201,Fliege::N,ка́рме,mucha
202,Schmetterling::N,лы́ве,motýľ
203,Beere::N,мӧр,bobuľa
204,Apfel::N,олма́,jablko
205,Pilz::N,по́ҥго,hríb
206,Zwiebel::N,шога́н,cibuľa
207,Saat::N,нӧ́шмӧ,osivo
208,Saat::N,туш,osivo
209,Korn::N,шу́рно,zrno
210,Heu::N,шу́до,seno
211,Schale::N,шӱм,šupa
212,Schale::N,шӱм,škrupina
213,Grube::N,выне́м,jama
214,Falle::N,лӧ́дӧ,pasca
215,Falle::N,лӧ́дӧ,klepec
216,Schlinge::N,о́птыш,slučka
217,Schlinge::N,шӧрга́лтыш,slučka
218,Spur::N,кыша́,stopa
219,Asche::N,ло́мыж,popol
220,Dreck::N,лавыра́,kal
221,Dreck::N,лавыра́,blato
222,Eisen::N,кӱ́ртньӧ,železo
223,Gold::N,шӧ́ртньӧ,zlato
224,Silber::N,ший,striebro
225,Kohle::N,мландышӱ́й,uhlie
226,Glas::N,янда́,sklo
227,Lehm::N,шун,íl
228,Lehm::N,шун,hlina
229,Sand::N,ошма́,piesok
230,Mensch::N,еҥ,človek
231,Mensch::N,айде́ме,človek
232,Mann::N,пӧръе́ҥ,muž
233,Mann::N,пӧръе́ҥ,chlap
234,Frau::N,ӱдырама́ш,žena
235,Kind::N,аза́,dieťa
236,Junge::N,рве́зе,chlapec
237,Mädchen::N,ӱдыра́ш,dievka
238,Familie::N,еш,rodina
239,Großvater::N,коча́,dedo
240,Großvater::N,коча́,starý otec
241,Großmutter::N,кова́,babička
242,Großmutter::N,кова́,stará mať
243,Eltern::N,ача́-ава́,rodičia
244,Vater::N,ача́,otec
245,Mutter::N,ава́,mať
246,Mutter::N,ава́,matka
247,Sohn::N,э́рге,syn
248,Tochter::N,ӱ́дыр,dcéra
249,Bruder::N,иза́,brat
250,Bruder::N,шо́льо,brat
251,Schwester::N,ака́,sestra
252,Onkel::N,иза́,ujo
253,Onkel::N,иза́,strýko
254,Tante::N,кока́,teta
255,Tante::N,кока́,tetka
256,Ehemann::N,мари́й,muž
257,Ehemann::N,мари́й,manžel
258,Ehefrau::N,ва́те,žena
259,Ehefrau::N,ва́те,manželka
260,Freude::N,куа́н,radosť
261,Freude::N,куаныма́ш,radosť
262,Gelächter::N,во́штылтыш,smiech
263,Glück::N,пиа́л,šťastie
264,Kummer::N,о́йго,žiaľ
265,Kummer::N,о́йго,zármutok
266,Wunsch::N,ку́мыл,prianie
267,Lust::N,ку́мыл,chuť
268,Geist::N,ӧрт,duch
269,Geist::N,чон,duch
270,Gedanke::N,ой,myšlienka
271,Gedanke::N,шоныма́ш,myšlienka
272,Gedächtnis::N,шарныма́ш,pamäť
273,Verstand::N,уш,rozum
274,Sinn::N,смысл,zmysel
275,Grund::N,ама́л,dôvod
276,Grund::N,ама́л,príčina
277,Wahrheit::N,чын,pravda
278,Gespräch::N,мутланыма́ш,reč
279,Gespräch::N,мутланыма́ш,rozhovor
280,Märchen::N,йома́к,rozprávka
281,Erzählung::N,ойлыма́ш,poviedka
282,Nachricht::N,увертарыма́ш,správa
283,Neuigkeit::N,уве́р,novinka
284,Name::N,лӱм,meno
285,Rätsel::N,ту́што,záhada
286,Rätsel::N,ту́што,hádanka
287,Rede::N,ойлыма́ш,reč
288,Sprache::N,йы́лме,reč
289,Sprache::N,йы́лме,jazyk
290,Stimme::N,йӱк,hlas
291,Wort::N,ой,slovo
292,Wort::N,мут,slovo
293,Zeichen::N,ти́ште,znak
294,Zeichen::N,знак,znak
295,Ruf::N,ӱжма́ш,volanie
296,Ruf::N,ӱжма́ш,zavolanie
297,Lärm::N,лӱшкыма́ш,hluk
298,Lärm::N,лӱшкыма́ш,hurhaj
299,Lärm::N,йӱк-йӱа́н,hluk
300,Lärm::N,йӱк-йӱа́н,hurhaj
301,Laut::N,йӱк,zvuk
302,Ton::N,йӱксе́м,tón
303,Ton::N,йӱксе́м,zvuk
304,Lied::N,му́ро,pieseň
305,Ruhe::N,ты́мык,pokoj
306,Leute::N,еҥ-влак,ľudia
307,Volk::N,ка́лык,ľud
308,Volk::N,ка́лык,národ
309,Arbeit::N,паша́,práca
310,Arbeit::N,паша́,robota
311,Gast::N,уна́,hosť
312,Geschenk::N,пӧле́к,dar
313,Spiel::N,мо́дыш,hra
314,Spiel::N,модма́ш,hra
315,Gesellschaft::N,тӱшка́,spoločnosť
316,Hilfe::N,по́лыш,pomoc
317,Freund::N,таҥ,priateľ
318,Freund::N,йолта́ш,priateľ
319,Kamerad::N,таҥ,kamarát
320,Angelegenheit::N,паша́,vec
321,Angelegenheit::N,паша́,záležitosť
322,Anzahl::N,чот,počet
323,Anzahl::N,чот,množstvo
324,Art::N,вид,druh
325,Stück::N,ка́тыш,kus
326,Stück::N,ка́тыш,kúsok
327,Stück::N,ла́стык,kus
328,Stück::N,ла́стык,kúsok
329,Teil::N,ужа́ш,časť
330,Hälfte::N,пел,polka
331,Hälfte::N,пел,polovica
332,Hälfte::N,пе́ле,polka
333,Hälfte::N,пе́ле,polovica
334,Kreis::N,ты́ртыш,kruh
335,Kreuz::N,ыре́с,kríž
336,Linie::N,ли́ний,línia
337,Strich::N,коре́ш,čiara
338,Abstand::N,кокла́,vzdialenosť
339,Entfernung::N,тора́,vzdialenosť
340,Entfernung::N,ку́жыт,vzdialenosť
341,Gegend::N,кунде́м,kraj
342,Gegend::N,кунде́м,krajina
343,Platz::N,ку́мдык,miesto
344,Ort::N,вер,miesto
345,Ort::N,о́лмо,miesto
346,Seite::N,ӧ́рдыж,bok
347,Seite::N,ӧ́рдыж,strana
348,Mitte::N,покше́л,stred
349,Gegenstand::N,наста́,predmet
350,Sache::N,наста́,vec
351,Rand::N,тӱр,kraj
352,Rand::N,тӱр,okraj
353,Kante::N,тӱр,hrana
354,Ecke::N,лук,roh
355,Spitze::N,вуй,hrot
356,Spitze::N,вуй,špička
357,Ende::N,муча́ш,koniec
358,Loch::N,рож,diera
359,Winkel::N,лук,kút
360,Muster::N,пеза́к,vzor
361,Muster::N,пеза́к,vzorka
362,Muster::N,узо́р,vzor
363,Muster::N,узо́р,vzorka
364,Muster::N,ӱ́лгӧ,vzor
365,Muster::N,ӱ́лгӧ,vzorka
366,Größe::N,кӱ́кшыт,veľkosť
367,Länge::N,ку́тыш,dĺžka
368,Höhe::N,кӱ́кшыт,výška
369,Gewicht::N,не́лыт,váha
370,Menge::N,чот,množstvo
371,Haufen::N,кы́шыл,hŕba
372,Reihe::N,рада́м,rad
373,Boot::N,пуш,čln
374,Ruder::N,эшка́к,veslo
375,Schlitten::N,тер,sane
376,Schlitten::N,изде́р,sane
377,Ski::N,е́че,lyža
378,Lagerfeuer::N,туло́то,táborák
379,Last::N,нӧ́лтыш,ťarcha
380,Last::N,нӧ́лтыш,bremeno
381,Gang::N,ошкылма́ш,chôdza
382,Schritt::N,о́шкыл,krok
383,Norden::N,йӱдйыма́л,sever
384,Süden::N,кечывалве́л,juh
385,Westen::N,касве́л,západ
386,Osten::N,эрве́л,východ
387,Holz::N,пу,drevo
388,Brett::N,оҥа́,doska
389,Platte::N,аста́р,doska
390,Platte::N,аста́р,platňa
391,Stütze::N,чара́к,opora
392,Stange::N,лома́ш,tyč
393,Stock::N,тоя́,palica
394,Stab::N,вара́,palica
395,Stab::N,кашта́,palica
396,Rohr::N,пуч,rúra
397,Haus::N,пӧрт,dom
398,Heim::N,мӧ́ҥгӧ,domov
399,Ofen::N,комака́,pec
400,Ofen::N,комака́,kachle
401,Fußboden::N,кӱва́р,dlážka
402,Fußboden::N,кӱва́р,podlaha
403,Tisch::N,ӱсте́л,stôl
404,Stuhl::N,пӱке́н,stolička
405,Wiege::N,шепка́,kolíska
406,Bett::N,ва́кшыш,lôžko
407,Bett::N,ва́кшыш,posteľ
408,Regal::N,шӧ́рлык,regál
409,Regal::N,шӧ́рлык,polica
410,Kiste::N,шо́ндык,debna
411,Kiste::N,я́шлык,debna
412,Fenster::N,окна́,okno
413,Fenster::N,окна́,oblok
414,Tür::N,омса́,dvere
415,Tor::N,капка́,vráta
416,Zaun::N,сава́р,plot
417,Zaun::N,сава́р,ohrada
418,Dach::N,леве́дыш,krov
419,Dach::N,леве́дыш,strecha
420,Leiter::N,тошка́лтыш,rebrík
421,Leiter::N,тошка́лтыш,rebrina
422,Besen::N,ӱштерво́штыр,metla
423,Spaten::N,ко́льмо,rýľ
424,Schaufel::N,сово́к,lopata
425,Schaufel::N,су́ско,lopata
426,Gabel::N,ви́лке,vidlička
427,Löffel::N,па́не,lyžica
428,Löffel::N,совла́,lyžica
429,Messer::N,кӱ́зӧ,nôž
430,Nagel::N,пуда́,klinec
431,Netz::N,вапш,sieť
432,Haken::N,са́гыле,hák
433,Haken::N,са́гыле,háčik
434,Griff::N,кыл,rukoväť
435,Schloss::N,кӧгӧ́н,zámka
436,Bild::N,сӱре́т,obraz
437,Figur::N,фигу́р,figúra
438,Puppe::N,курча́к,bábka
439,Puppe::N,курча́к,bábika
440,Beutel::N,меша́к,vrece
441,Beutel::N,меша́к,vrecko
442,Bündel::N,арша́ш,uzlík
443,Bündel::N,арша́ш,zväzok
444,Tasche::N,сумка́,taška
445,Tasche::N,сумка́,kabelka
446,Eimer::N,ведра́,vedro
447,Deckel::N,ко́мдыш,vrchnák
448,Deckel::N,ко́мдыш,pokrývka
449,Geschirr::N,а́те,nádoba
450,Sack::N,куль,mech
451,Sack::N,куль,vrece
452,Sack::N,меша́к,mech
453,Sack::N,меша́к,vrece
454,Tasse::N,чу́кыр,šálka
455,Tasse::N,чашка́,šálka
456,Topf::N,ми́ске,hrniec
457,Kessel::N,под,kotol
458,Essen::N,ко́чкыш,jedlo
459,Nahrung::N,ку́рго,strava
460,Nahrung::N,ку́рго,potrava
461,Speise::N,ко́чкыш,jedlo
462,Fleisch::N,шыл,mäso
463,Getreide::N,шу́рно,obilie
464,Brei::N,пу́чымыш,kaša
465,Brot::N,ки́нде,chlieb
466,Scheibe::N,ка́тыш,kotúč
467,Scheibe::N,ка́тыш,krajec
468,Fett::N,коя́,tuk
469,Fett::N,коя́,masť
470,Butter::N,ӱй,maslo
471,Öl::N,ӱй,olej
472,Salz::N,шинча́л,soľ
473,Suppe::N,шӱр,polievka
474,Honig::N,мӱй,med
475,Milch::N,шӧр,mlieko
476,Tee::N,чай,čaj
477,Leder::N,сура́н,koža
478,Leder::N,шӱ́штӧ,koža
479,Wolle::N,пун,vlna
480,Stoff::N,куэ́м,súkno
481,Stoff::N,посто́,súkno
482,Nadel::N,и́ме,ihla
483,Faden::N,шӱ́ртӧ,niť
484,Faden::N,шӱ́ртӧ,vlákno
485,Knopf::N,по́лдыш,gombík
486,Knoten::N,пышке́м,uzol
487,Farbe::N,чия́,farba
488,Kleidung::N,чие́м,šaty
489,Kleidung::N,чие́м,šatstvo
490,Kleidung::N,вурге́м,šaty
491,Kleidung::N,вурге́м,šatstvo
492,Hemd::N,ту́выр,košeľa
493,Kragen::N,сога́,golier
494,Ärmel::N,шокш,rukáv
495,Hose::N,йола́ш,nohavice
496,Gürtel::N,ӱ́штӧ,pás
497,Gürtel::N,ӱ́штӧ,opasok
498,Mütze::N,упш,čiapka
499,Schuh::N,боти́нке,obuv
500,Schuh::N,боти́нке,topánka
501,Stiefel::N,кем,čižma
502,Ring::N,шерга́ш,prsteň
503,Band::N,тасма́,stuha
504,Band::N,ле́нте,stuha
505,Kamm::N,шерге́,hrebeň
506,Spiegel::N,вошто́нчыш,zrkadlo
507,Riemen::N,кӱзанӱ́штӧ,remeň
508,Schnur::N,кере́м,šnúra
509,Schnur::N,кандыра́,šnúra
510,Leine::N,вӱра́ҥ,vodidlo
511,Decke::N,леве́дыш,deka
512,Decke::N,леве́дыш,prikrývka
513,Decke::N,одея́л,deka
514,Decke::N,одея́л,prikrývka
515,Kissen::N,кӱ́пчык,poduška
516,Tuch::N,шо́выч,šatka
517,Handtuch::N,со́лык,uterák
518,Kraft::N,вий,moc
519,Kraft::N,куа́т,moc
520,Stärke::N,куа́т,sila
521,Stärke::N,карма́н,sila
522,Gesundheit::N,таза́лык,zdravie
523,Krankheit::N,чер,nemoc
524,Krankheit::N,чер,choroba
525,Schmerz::N,ко́рштыш,bolesť
526,Wunde::N,су́сыр,rana
527,Fieber::N,йӱштыму́ж,horúčka
528,Fieber::N,лихора́дке,horúčka
529,Arznei::N,эм,liek
530,Brücke::N,кӱва́р,most
531,Brunnen::N,вӱдвыне́м,studňa
532,Weide::N,нурше́р,pastva
533,Pfad::N,йолго́рно,chodník
534,Pfad::N,сокма́к,chodník
535,Weg::N,ко́рно,cesta
536,Straße::N,ко́рно,hradská
537,Dorf::N,ял,dedina
538,Stadt::N,ола́,mesto
539,Brief::N,се́рыш,list
540,Buch::N,книга́,kniha
541,Buchstabe::N,буква́,litera
542,Buchstabe::N,буква́,písmeno
543,Zeitung::N,газе́т,noviny
544,Leben::N,и́лыш,život
545,Tod::N,колыма́ш,smrť
546,Grab::N,шӱга́р,hrob
547,Kirche::N,че́рке,kostol
548,Sünde::N,су́лык,hriech
549,Gott::N,ю́мо,boh
550,Arbeiter::N,паша́зе,robotník
551,Arbeiter::N,паша́зе,pracnovík
552,Chef::N,тӧра́,šéf
553,Chef::N,тӧра́,riaditeľ
554,Meister::N,маста́р,majster
555,Arzt::N,врач,lekár
556,Lehrer::N,ту́ныктышо,učiteľ
557,Geld::N,окса́,peniaze
558,Geschäft::N,сатулыма́ш,obchod
559,Laden::N,ке́выт,obchod
560,Preis::N,ак,cena
561,Ware::N,сату́,tovar
562,Nutzen::N,пайда́,osoh
563,Nutzen::N,пайда́,úžitok
564,Reichtum::N,поя́нлык,bohatstvo
565,Welt::N,тӱня́,svet
566,Land::N,эл,územie
567,Land::N,эл,krajina
568,Staat::N,кугыжа́ныш,štát
569,König::N,кугыжа́,kráľ
570,Macht::N,власть,moc
571,Macht::N,власть,mocnosť
572,Grenze::N,грани́ца,hranica
573,Krieg::N,сар,vojna
574,Feind::N,тушма́н,nepriateľ
575,Gewalt::N,виешлыма́ш,násilie
576,Kampf::N,кредалма́ш,boj
577,Bogen[Waffe]::N,юҥе́ж,luk
578,Pfeil::N,пикш,šíp
579,Pfeil::N,пикш,strela
580,Gewehr::N,пыча́л,puška
581,Fehler::N,йо́ҥылыш,omyl
582,Fehler::N,йо́ҥылыш,chyba
583,Lüge::N,шоя́к,lož
584,Schaden::N,зия́н,ujma
585,Schaden::N,зия́н,škoda
586,Unglück::N,эҥге́к,nešťastie
587,Schuld::N,тита́к,vina
588,Schuld::N,тита́к,previnenie
589,Schuld::N,йола́,vina
590,Schuld::N,йола́,previnenie
591,Alter::N,ийго́т,vek
592,Schluss::N,муча́ш,záver
593,Schluss::N,муча́ш,koniec
594,Zeit::N,жап,čas
595,Zeit::N,па́гыт,čas
596,Tag::N,ке́че,deň
597,Morgen::N,эр,ráno
598,Mittag::N,кечыва́л,poludnie
599,Abend::N,кас,večer
600,Nacht::N,йӱд,noc
601,Woche::N,арня́,týždeň
602,Monat::N,ты́лзе,mesiac
603,Jahr::N,ий,rok
604,Frühling::N,шо́шо,jar
605,Sommer::N,кеҥе́ж,leto
606,Herbst::N,шы́же,jeseň
607,Winter::N,те́ле,zima
608,Januar::N,шоркыйол,január
609,Januar::N,идалыкву́й,január
610,Januar::N,янва́рь,január
611,Februar::N,пургыж,február
612,Februar::N,февра́ль,február
613,März::N,ӱярня,marec
614,März::N,март,marec
615,April::N,апре́ль,apríl
616,Mai::N,ага,máj
617,Mai::N,май,máj
618,Juni::N,пеледыш,jún
619,Juni::N,ию́нь,jún
620,Juli::N,сӱрем,júl
621,Juli::N,ию́ль,júl
622,August::N,сорла,august
623,August::N,агарма́н,august
624,August::N,а́вгуст,august
625,September::N,идым,september
626,September::N,сентя́брь,september
627,Oktober::N,шыжа,október
628,Oktober::N,октя́брь,október
629,November::N,кылме тылзе,november
630,November::N,ноя́брь,november
631,Dezember::N,дека́брь,december
632,Montag::N,шо́чмо,pondelok
633,Dienstag::N,ку́шкыжмо,utorok
634,Mittwoch::N,вӱрге́че,streda
635,Donnerstag::N,изарня́,štvrtok
636,Freitag::N,кугарня́,piatok
637,Samstag::N,шуматке́че,sobota
638,Sonntag::N,рушарня́,nedeľa
639,groß::A,кугу́,veľký
640,klein::A,изи́,malý
641,lang::A,кужу́,dlhý
642,kurz::A,кӱ́чык,krátky
643,breit::A,кумда́,široký
644,schmal::A,а́ҥысыр,úzky
645,dicht::A,ну́гыдо,hustý
646,dick[Gegenstand]::A,кӱ́жгӧ,tlstý
647,dünn::A,ви́чкыж,tenký
648,fein::A,ты́гыде,jemný
649,fest::A,чо́ткыдо,pevný
650,flach::A,лапка́,rovný
651,flach::A,лапка́,plochý
652,glatt::A,яклака́,hladký
653,hart::A,пе́ҥгыде,tvrdý
654,weich::A,пу́шкыдо,mäkký
655,rund::A,йырге́шке,guľatý
656,rund::A,йырге́шке,okrúhly
657,spitz::A,коша́р,končitý
658,scharf::A,пӱ́сӧ,ostrý
659,stumpf::A,токма́к,tupý
660,schwer::A,не́ле,ťažký
661,schön::A,сы́лне,pekný
662,schön::A,сы́лне,krásny
663,heiß::A,шо́кшо,horúci
664,warm::A,ле́ве,teplý
665,kalt::A,йӱ́штӧ,studený
666,kühl::A,юа́лге,chladný
667,kühl::A,южгата́,chladný
668,frisch::A,свежа́,svieži
669,feucht::A,вӱ́дыжгӧ,vlhký
670,feucht::A,вӱ́дыжгӧ,zvlhnutý
671,nass::A,нӧ́рӧ,mokrý
672,trocken::A,ку́кшо,suchý
673,voll::A,тич,plný
674,leer::A,яра́,prázdny
675,offen::A,виш,otvorený
676,geschlossen::A,пе́тырыме,zavretý
677,geschlossen::A,тӱ́чмӧ,zavretý
678,sauber::A,ару́,čistý
679,sauber::A,янда́р,čistý
680,schmutzig::A,лавыра́н,špinavý
681,schmutzig::A,ла́выргыше,špinavý
682,roh::A,кӱ́чымӧ,surový
683,reif::A,лӧза́,zrelý
684,lecker::A,ту́тло,chutný
685,süß::A,ше́ре,sladký
686,bitter::A,ко́чо,horký
687,sauer::A,шо́по,kyslý
688,hell::A,во́лгыдо,jasný
689,hell::A,во́лгыдо,svetlý
690,dunkel::A,пычке́мыш,temný
691,schwarz::A,шола́,čierny
692,weiß::A,ош,biely
693,rot::A,йошка́р,červený
694,gelb::A,сар,žltý
695,blau::A,ка́нде,modrý
696,blau::A,ка́нде,belasý
697,grün::A,ужа́р,zelený
698,grau::A,сур,šedý
699,bunt::A,олача́,pestrý
700,billig::A,шу́лдо,lacný
701,teuer::A,ше́рге,drahý
702,wertvoll::A,шергака́н,cenný
703,blind::A,со́кыр,slepý
704,taub::A,соҥгыра́,hluchý
705,kräftig::A,куа́тле,silný
706,stark::A,вия́н,silný
707,schwach::A,а́лдыме,slabý
708,schwach::A,а́лдыме,bezvládny
709,fett::A,коя́,tučný
710,schlank::A,йоштката́,štíhly
711,schlank::A,яжу́,štíhly
712,hübsch::A,чеве́р,šumný
713,hübsch::A,чеве́р,švárny
714,böse::A,шы́де,zlý
715,dumm::A,аҥыра́,hlúpy
716,faul::A,його,lenivý
717,fleißig::A,ты́ршыше,snaživý
718,fleißig::A,ты́ршыше,usilovný
719,geizig::A,чаҥга́,skupý
720,geizig::A,чаҥга́,lakomý
721,klug::A,уша́н,múdry
722,klug::A,уша́н,bystrý
723,geschickt::A,уста́,zručný
724,geschickt::A,уста́,šikovný
725,lieb::A,ала́л,milý
726,lustig::A,весела́,veselý
727,sanft::A,ны́жылге,nežný
728,hungrig::A,шу́жышо,lačný
729,hungrig::A,шу́жышо,hladný
730,krank::A,че́рле,chorý
731,krank::A,че́рле,nemocný
732,nackt::A,чарама́т,nahý
733,traurig::A,ойга́н,smutný
734,lebendig::A,и́лыше,živý
735,gut::A,сай,dobrý
736,schlecht::A,уда́,zlý
737,schlecht::A,шӱ́кшӧ,zlý
738,richtig::A,чы́нле,správny
739,schlimm::A,аля́к,zlý
740,schlimm::A,аля́к,nepríjemný
741,schlimm::A,тыра́н,zlý
742,schlimm::A,тыра́н,nepríjemný
743,wahr::A,чы́нле,pravý
