,Concept_ID,lt,kk
69,Sonne::N,saulė,күн
70,Mond::N,mėnulis,ай
71,Stern::N,žvaigždė,жұлдыз
72,Luft::N,oras,әуе
73,Wind::N,vėjas,жел
74,Welle::N,banga,толқын
75,Welle::N,vilnis,толқын
76,Wasser::N,vanduo,су
77,Stein::N,akmuo,тас
78,Boden::N,žemė,қыртыс
79,Boden::N,dugnas,қыртыс
80,Erde::N,žemė,топырақ
81,Staub::N,dulkės,шаң
82,Rauch::N,dūmai,түтін
83,Funke::N,kibirkštis,ұшқын
84,Feuer::N,ugnis,алау
85,Licht::N,šviesa,шұғыла
86,Schatten::N,paūksmė,көлеңке
87,Wetter::N,oras,ауа райы
88,Nebel::N,migla,тұман
89,Nebel::N,rūkas,тұман
90,Wolke::N,debesis,бұлт
91,Regen::N,lietus,жаңбыр
92,Schnee::N,sniegas,қар
93,Eis::N,ledas,мұз
94,Frost::N,šalna,суық
95,Kälte::N,šaltis,ызғар
96,Kälte::N,šaltis,суықтық
97,Hitze::N,karštis,аптап
98,Raureif::N,šerkšnas,қырау
99,Regenbogen::N,vaivorykštė,кемпірқосақ
100,Donner::N,perkūnas,күн күркіреу
101,Donner::N,griaustinis,күн күркіреу
102,Strömung::N,tėkmė,ағын
103,Tropfen::N,lašas,тамшы
104,Schaum::N,putos,көбік
105,Schmutz::N,purvas,кір
106,See::N,ežeras,көл
107,Sumpf::N,klampynė,саз
108,Sumpf::N,liūnas,саз
109,Moor::N,pelkė,саз
110,Wiese::N,pieva,шалғын
111,Wald::N,miškas,орман
112,Hügel::N,kalva,төбе
113,Hügel::N,kalva,белес
114,Hügel::N,kalva,белес-белес
115,Anhöhe::N,kauburys,дөң
116,Anhöhe::N,kauburys,адыр
117,Anhöhe::N,kauburys,қырат
118,Berg::N,kalnas,тау
119,Gipfel::N,viršūnė,төбе
120,Höhle::N,ola,үңгір
121,Abhang::N,šlaitas,бауыр
122,Abhang::N,nuokalnė,бауыр
123,Quelle::N,versmė,қайнар
124,Quelle::N,šaltinis,қайнар
125,Bach::N,upelis,жылға
126,Fluss::N,upė,өзен
127,Ufer::N,krantas,жиек
128,Küste::N,pajūris,жиегі
129,Küste::N,pajūris,жағалау
130,Festland::N,sausuma,құрылық
131,Meer::N,jūra,теңіз
132,Bucht::N,įlanka,шығанақ
133,Bucht::N,užutekis,шығанақ
134,Insel::N,sala,арал
135,Blume::N,gėlė,гүл
136,Gras::N,žolė,от
137,Wurzel::N,šaknis,түбір
138,Baum::N,medis,ағаш
139,Baum::N,medis,дарақ
140,Stamm::N,kamienas,сояу
141,Stamm::N,kamienas,оқпан
142,Rinde::N,žievė,қабық
143,Ast::N,šaka,бұтақ
144,Zweig::N,šakelė,шыбық
145,Blatt::N,lapas,жапырақ
146,Birke::N,beržas,қайың
147,Kiefer[Baum]::N,pušis,қарағай
148,Weide[Baum]::N,karklas,тал
149,Tanne::N,eglė,шырша
150,Tanne::N,kėnis,шырша
151,Horn::N,ragas,мүйіз
152,Feder::N,plunksna,қаламұш
153,Fell::N,kailis,тері
154,Flügel::N,sparnas,қанат
155,Klaue::N,kanopa,тырнақ
156,Kralle::N,nagas,аяқ
157,Schwanz::N,uodega,құйрық
158,Ei::N,kiaušinis,жұмыртқа
159,Nest::N,gūžta,ұя
160,Nest::N,lizdas,ұя
161,Bau::N,ola,жатақ
162,Tier::N,gyvūnas,айуан
163,Tier::N,gyvūnas,жануар
164,Herde::N,banda,пада
165,Herde::N,kaimenė,пада
166,Kuh::N,karvė,сиыр
167,Bulle::N,bulius,өгіз
168,Pferd::N,arklys,жылқы
169,Schaf::N,avis,қой
170,Schwein::N,kiaulė,шошқа
171,Hund::N,šuo,ит
172,Katze::N,katė,мысық
173,Bär::N,lokys,аю
174,Eichhörnchen::N,voveraitė,тиін
175,Elch::N,briedis,бұғы
176,Fuchs::N,lapė,түлкі
177,Hase::N,kiškas,қоян
178,Maus::N,pelė,қаптесер
179,Wolf::N,vilkas,бөрі
180,Wolf::N,vilkas,қасқыр
181,Vogel::N,paukštis,құс
182,Schwarm::N,spiečius,топ
183,Schwarm::N,spiečius,үйір
184,Huhn::N,višta,тауық
185,Huhn::N,višta,мекиен
186,Hahn::N,gaidys,әтеш
187,Hahn::N,gaidys,қораз
188,Gans::N,žąsis,қаз
189,Adler::N,erelis,бүркіт
190,Ente::N,antis,үйрек
191,Eule::N,pelėda,жапалақ
192,Kranich::N,gervė,тырна
193,Krähe::N,varna,қарға
194,Kuckuck::N,gegužė,көкек
195,Schwan::N,gulbė,аққу
196,Fisch::N,žuvis,балық
197,Barsch::N,ešerys,алабұға
198,Hecht::N,lydeka,шортан
199,Schlange[Tier]::N,gyvatė,жылан
200,Wurm::N,kirmėlė,шұбалшаң
201,Spinne::N,voras,өрмекші
202,Ameise::N,skruzdė,қүмырска
203,Laus::N,utėlė,бит
204,Mücke::N,uodas,маса
205,Fliege::N,musė,шыбын
206,Schmetterling::N,drugys,көбелек
207,Schmetterling::N,peteliškė,көбелек
208,Beere::N,uoga,жидек
209,Apfel::N,obuolys,алма
210,Pilz::N,grybas,қозықұйрық
211,Pilz::N,grybas,саңыраукулақ
212,Zwiebel::N,svogūnas,жуа
213,Saat::N,sėkla,тұқым
214,Korn::N,grūdai,дән
215,Heu::N,šienas,шөп
216,Schale::N,žievelė,қабық
217,Schale::N,žievelė,қабығы
218,Grube::N,duobė,ор
219,Falle::N,pinklės,дұзақ
220,Falle::N,pinklės,қақпан
221,Falle::N,žabangai,дұзақ
222,Falle::N,žabangai,қақпан
223,Schlinge::N,kilpa,ілмек
224,Spur::N,vėžė,із
225,Spur::N,pėdos,із
226,Spur::N,pėdsakas,із
227,Asche::N,pelenai,күл
228,Dreck::N,purvas,былғаныш
229,Eisen::N,geležis,темір
230,Gold::N,auksas,алтын
231,Silber::N,sidabras,күміс
232,Kohle::N,anglis,көмір
233,Glas::N,stiklas,шыны
234,Lehm::N,molis,балшық
235,Sand::N,smėlis,құм
236,Mensch::N,žmogus,адам
237,Mann::N,vyras,еркек
238,Mann::N,vyras,ер адам
239,Mann::N,vyriškis,еркек
240,Mann::N,vyriškis,ер адам
241,Frau::N,moteris,бике
242,Frau::N,moteris,қатын
243,Kind::N,vaikas,бала
244,Kind::N,vaikas,перзент
245,Junge::N,vaikinas,бала
246,Junge::N,vaikinas,ер бала
247,Junge::N,berniukas,бала
248,Junge::N,berniukas,ер бала
249,Mädchen::N,mergytė,қыз
250,Mädchen::N,mergaitė,қыз
251,Familie::N,šeima,жанұя
252,Großvater::N,senelis,ата
253,Großmutter::N,senelė,әже
254,Großmutter::N,senelė,әжей
255,Eltern::N,tėvai,ата-аналар
256,Vater::N,tėvas,әке
257,Mutter::N,motina,ана
258,Sohn::N,sūnus,ұл
259,Tochter::N,duktė,қызым
260,Bruder::N,brolis,бауырым
261,Schwester::N,sesuo,әпке
262,Onkel::N,dėdė,көке
263,Tante::N,teta,тәте
264,Ehemann::N,vyras,ер
265,Ehefrau::N,žmona,зайып
266,Freude::N,džiaugsmas,қуаныш
267,Freude::N,džiaugsmas,сүйініш
268,Freude::N,džiaugsmas,шат-думан
269,Freude::N,džiaugsmas,қуаныштылық
270,Gelächter::N,juokas,күлу
271,Glück::N,laimė,бақыт
272,Glück::N,laimė,бақыттылық
273,Kummer::N,vargas,аза
274,Kummer::N,vargas,қайғы
275,Kummer::N,vargas,қасырет
276,Kummer::N,rūpestis,аза
277,Kummer::N,rūpestis,қайғы
278,Kummer::N,rūpestis,қасырет
279,Wunsch::N,troškimas,мүдде
280,Wunsch::N,pageidavimas,мүдде
281,Lust::N,noras,тәбет
282,Lust::N,noras,ынтызар
283,Lust::N,noras,құштарлық
284,Lust::N,geidulys,тәбет
285,Lust::N,geidulys,ынтызар
286,Lust::N,geidulys,құштарлық
287,Geist::N,dvasia,рух
288,Gedanke::N,mintis,ой
289,Gedächtnis::N,atmintis,ес
290,Gedächtnis::N,atmintis,жады
291,Gedächtnis::N,atmintis,ақыл-ес
292,Verstand::N,protas,ақыл
293,Verstand::N,protas,парасат
294,Sinn::N,prasmė,мән
295,Sinn::N,prasmė,маныз
296,Sinn::N,prasmė,мағына
297,Sinn::N,prasmė,мән-мағына
298,Grund::N,priežastis,себеп
299,Wahrheit::N,tiesa,рас
300,Wahrheit::N,teisybė,рас
301,Gespräch::N,pokalbis,әңгіме
302,Märchen::N,pasaka,ертеп
303,Märchen::N,pasaka,ертек
304,Erzählung::N,apsakymas,әңгіме
305,Erzählung::N,pasakojimas,әңгіме
306,Nachricht::N,žinia,хабар
307,Neuigkeit::N,naujiena,жаңалық
308,Name::N,vardas,ат
309,Name::N,vardas,атау
310,Rätsel::N,mįslė,жұмбақ
311,Rede::N,kalba,сөз
312,Sprache::N,kalba,тіл
313,Stimme::N,balsas,үн
314,Stimme::N,balsas,әуен
315,Stimme::N,balsas,дауыс
316,Wort::N,žodis,сөз
317,Zeichen::N,žymė,ишара
318,Zeichen::N,ženklas,ишара
319,Ruf::N,šauksmas,айғай
320,Lärm::N,triukšmas,айғай-шу
321,Lärm::N,triukšmas,айғай-ұйғай
322,Laut::N,garsas,дыбыс
323,Laut::N,garsas,дауыс
324,Ton::N,tonas,әуен
325,Ton::N,garsas,әуен
326,Lied::N,daina,ән
327,Lied::N,daina,жыр
328,Lied::N,daina,ән-жыр
329,Lied::N,giesmė,ән
330,Lied::N,giesmė,жыр
331,Lied::N,giesmė,ән-жыр
332,Ruhe::N,ramybė,тыныштық
333,Ruhe::N,ramumas,тыныштық
334,Leute::N,žmonės,кісілер
335,Volk::N,tauta,халық
336,Arbeit::N,darbas,еңбек
337,Arbeit::N,triūsas,еңбек
338,Gast::N,svečias,қонақ
339,Gast::N,svečias,мейман
340,Geschenk::N,dovana,қадия
341,Spiel::N,žaismas,ойын
342,Spiel::N,žaidimas,ойын
343,Gesellschaft::N,draugija,қауым
344,Gesellschaft::N,draugija,жұртшылық
345,Gesellschaft::N,kompanija,қауым
346,Gesellschaft::N,kompanija,жұртшылық
347,Hilfe::N,pagalba,жэрдем
348,Freund::N,draugas,дос
349,Freund::N,bičiulis,дос
350,Kamerad::N,draugas,дос-жар
351,Angelegenheit::N,dalykas,жұмыс
352,Angelegenheit::N,reikalas,жұмыс
353,Anzahl::N,kiekis,сан
354,Anzahl::N,kiekis,саны
355,Anzahl::N,skaičius,сан
356,Anzahl::N,skaičius,саны
357,Art::N,rūšis,түр
358,Stück::N,gabalas,тілім
359,Teil::N,dalis,үлес
360,Teil::N,dalis,бөлшек
361,Hälfte::N,pusė,жарты
362,Kreis::N,ratas,шеңбер
363,Kreis::N,apskritis,шеңбер
364,Kreis::N,apskritimas,шеңбер
365,Kreuz::N,kryžius,крест
366,Linie::N,linija,сызық
367,Strich::N,brėžis,сызық
368,Strich::N,brūkšnys,сызық
369,Abstand::N,atstumas,ара
370,Abstand::N,atstumas,аралық
371,Entfernung::N,atstumas,аралық
372,Gegend::N,vietovė,өңір
373,Platz::N,vieta,орны
374,Ort::N,vieta,орын
375,Ort::N,vietovė,орын
376,Seite::N,pusė,жақ
377,Seite::N,pusė,бүйір
378,Seite::N,šonas,жақ
379,Seite::N,šonas,бүйір
380,Mitte::N,vidurys,ортасы
381,Gegenstand::N,dalykas,зат
382,Gegenstand::N,dalykas,нәрсе
383,Sache::N,daiktas,бұйым
384,Rand::N,kraštas,шет
385,Rand::N,kraštas,шеті
386,Rand::N,pakraštys,шет
387,Rand::N,pakraštys,шеті
388,Kante::N,kraštas,қыр
389,Kante::N,kraštas,қыры
390,Ecke::N,kertė,қыры
391,Ecke::N,kertė,бұрыш
392,Ecke::N,kampas,қыры
393,Ecke::N,kampas,бұрыш
394,Spitze::N,priekis,ұшы
395,Spitze::N,priešakys,ұшы
396,Ende::N,galas,аяқ
397,Ende::N,galas,соңы
398,Loch::N,skylė,тесік
399,Winkel::N,kampas,мүйіс
400,Winkel::N,kampelis,мүйіс
401,Muster::N,raštas,мәнер
402,Größe::N,dydis,ауқым
403,Größe::N,dydis,көлемдік
404,Größe::N,didumas,ауқым
405,Größe::N,didumas,көлемдік
406,Länge::N,ilgis,бой
407,Länge::N,ilgis,ұзындық
408,Länge::N,ilgumas,бой
409,Länge::N,ilgumas,ұзындық
410,Höhe::N,aukštis,жоғарылық
411,Höhe::N,aukštis,биіктік
412,Höhe::N,aukštuma,жоғарылық
413,Höhe::N,aukštuma,биіктік
414,Gewicht::N,svoris,салмақ
415,Gewicht::N,svarstis,салмақ
416,Menge::N,kiekis,мөлшер
417,Menge::N,daugybė,мөлшер
418,Haufen::N,krūva,үйме
419,Haufen::N,krūva,үйінді
420,Haufen::N,šūsnis,үйме
421,Haufen::N,šūsnis,үйінді
422,Reihe::N,greta,сап
423,Boot::N,valtis,қайық
424,Boot::N,laivelis,қайық
425,Ruder::N,irklas,ескек
426,Schlitten::N,rogės,шана
427,Schlitten::N,rogutės,шана
428,Ski::N,slidė,шаңғы
429,Lagerfeuer::N,laužas,алау
430,Last::N,našta,ауырлық
431,Last::N,našta,ауыр зат
432,Last::N,nešulys,ауырлық
433,Last::N,nešulys,ауыр зат
434,Gang::N,eisena,жүріс
435,Schritt::N,žingsnis,адым
436,Norden::N,šiaurė,солтүстік
437,Norden::N,šiaurė,терістік
438,Norden::N,žiemiai,солтүстік
439,Norden::N,žiemiai,терістік
440,Süden::N,pietūs,оңтүстік
441,Westen::N,vakarai,батыс
442,Osten::N,rytai,күншығыс
443,Holz::N,mediena,ағаш
444,Holz::N,mediena,сүрек
445,Brett::N,lenta,тақта
446,Platte::N,plokštė,тақта
447,Stütze::N,atrama,тіреу
448,Stütze::N,atspara,тіреу
449,Stange::N,lazda,қада
450,Stange::N,kartis,қада
451,Stock::N,lazda,сойыл
452,Stab::N,kartis,сырық
453,Rohr::N,vamzdis,құбыр
454,Haus::N,namas,үй
455,Heim::N,namai,үйлі
456,Heim::N,namai,шаңырақ
457,Ofen::N,krosnis,ошақ
458,Ofen::N,krosnis,пеш
459,Fußboden::N,grindys,еден
460,Tisch::N,stalas,үстел
461,Stuhl::N,kėdė,орындық
462,Wiege::N,lopšys,бесік
463,Bett::N,lova,кереует
464,Bett::N,patalai,кереует
465,Regal::N,lentyna,сөре
466,Kiste::N,dėžė,жәшік
467,Fenster::N,langas,терезе
468,Tür::N,durys,есік
469,Tor::N,vartai,дарбаза
470,Zaun::N,tvora,дуал
471,Dach::N,stogas,шатыр
472,Leiter::N,kopėčios,саты
473,Leiter::N,kopėčios,басқыш
474,Besen::N,šluota,сыпырғыш
475,Spaten::N,lopeta,күрек
476,Spaten::N,kastuvas,күрек
477,Schaufel::N,semtuvas,қалақ
478,Gabel::N,šakutė,аша
479,Gabel::N,šakutė,шанышқы
480,Löffel::N,šaukštas,қасық
481,Messer::N,peilis,пышақ
482,Nagel::N,vinis,мық
483,Nagel::N,vinis,шеге
484,Netz::N,tinklas,керегекөз
485,Haken::N,vagis,ілмек
486,Haken::N,kablys,ілмек
487,Griff::N,kotas,сап
488,Griff::N,kotas,тұтқа
489,Griff::N,rankena,сап
490,Griff::N,rankena,тұтқа
491,Schloss::N,spyna,құлып
492,Schloss::N,spyna,бекіткіш
493,Schloss::N,užraktas,құлып
494,Schloss::N,užraktas,бекіткіш
495,Bild::N,paveikslas,сурет
496,Figur::N,figūra,тұлға
497,Puppe::N,lėlė,қуыршақ
498,Beutel::N,krepšys,қапшық
499,Beutel::N,maišelis,қапшық
500,Bündel::N,ryšulys,байлам
501,Tasche::N,krepšelis,дорба
502,Eimer::N,kibiras,шелек
503,Deckel::N,dangtis,жапқыш
504,Geschirr::N,indai,ыдыс
505,Sack::N,maišas,қап
506,Tasse::N,puodukas,шыныаяқ
507,Topf::N,puodas,кәстрөл
508,Kessel::N,katilas,қазан
509,Essen::N,valgis,ас
510,Nahrung::N,penas,ас
511,Nahrung::N,penas,тамақ
512,Nahrung::N,maistas,ас
513,Nahrung::N,maistas,тамақ
514,Speise::N,patiekalas,тағам
515,Fleisch::N,mėsa,ет
516,Getreide::N,javai,дәнді
517,Brei::N,košė,ботқа
518,Brot::N,duona,күлше
519,Scheibe::N,riekė,тілім
520,Fett::N,taukai,май
521,Fett::N,riebalai,май
522,Butter::N,sviestas,май
523,Öl::N,aliejus,май
524,Salz::N,druska,тұз
525,Suppe::N,sriuba,көже
526,Honig::N,medus,бал
527,Milch::N,pienas,сүт
528,Tee::N,arbata,шай
529,Leder::N,oda,көн
530,Wolle::N,vilna,жүн
531,Stoff::N,audeklas,мата
532,Stoff::N,audeklas,кездеме
533,Nadel::N,adata,ине
534,Faden::N,gija,жіп
535,Faden::N,siūlas,жіп
536,Knopf::N,saga,түйме
537,Knoten::N,mazgas,түйін
538,Farbe::N,dažai,рең
539,Kleidung::N,rūbai,киім
540,Kleidung::N,drabužiai,киім
541,Hemd::N,marškiniai,жейде
542,Kragen::N,apykaklė,жаға
543,Ärmel::N,rankovė,жең
544,Hose::N,kelnės,шалбар
545,Gürtel::N,juosta,белбеу
546,Gürtel::N,diržas,белбеу
547,Mütze::N,kepurė,қалпақ
548,Schuh::N,batas,кебіс
549,Stiefel::N,auliniai batai,етік
550,Ring::N,žiedas,жүзік
551,Band::N,kaspinas,таспа
552,Kamm::N,šukos,тарақ
553,Spiegel::N,veidrodis,айна
554,Riemen::N,diržas,қайыс
555,Schnur::N,virvė,жіп
556,Leine::N,pavadėlis,тізгін
557,Decke::N,antklodė,көрпе
558,Kissen::N,pagalvė,жастық
559,Kissen::N,priegalvis,жастық
560,Tuch::N,skarelė,орамал
561,Handtuch::N,rankšluostis,сүлгі
562,Kraft::N,jėga,қуат
563,Kraft::N,jėga,қарқын
564,Kraft::N,jėga,әл-шама
565,Kraft::N,jėga,әл-дәрмен
566,Stärke::N,stiprumas,әл
567,Stärke::N,stiprumas,күш
568,Gesundheit::N,sveikata,денсаулык
569,Krankheit::N,liga,ауру
570,Schmerz::N,skausmas,ауру
571,Wunde::N,žaizda,зақым
572,Wunde::N,žaizda,жарақат
573,Fieber::N,karštis,безгек
574,Fieber::N,karštis,қалтырау
575,Fieber::N,karštis,қызу көтерілуі
576,Arznei::N,vaistas,дәрі
577,Arznei::N,vaistas,дәрі-дәрмек
578,Brücke::N,tiltas,көпір
579,Brunnen::N,šulinys,құдық
580,Weide::N,ganykla,өріс
581,Weide::N,ganykla,жайылым
582,Weide::N,gluosnis,өріс
583,Weide::N,gluosnis,жайылым
584,Pfad::N,takas,жол
585,Weg::N,kelias,жол
586,Straße::N,gatvė,жол
587,Dorf::N,kaimas,ауыл
588,Dorf::N,sodžius,ауыл
589,Stadt::N,miestas,қала
590,Stadt::N,miestas,шаһар
591,Brief::N,laiškas,хат
592,Brief::N,laiškas,жазу
593,Buch::N,knyga,кітап
594,Buchstabe::N,raidė,әріп
595,Buchstabe::N,raidė,қаріп
596,Zeitung::N,laikraštis,газет
597,Leben::N,gyvybė,өмір
598,Leben::N,gyvybė,тіршілік
599,Leben::N,gyvenimas,өмір
600,Leben::N,gyvenimas,тіршілік
601,Tod::N,mirtis,опат
602,Grab::N,kapas,мола
603,Grab::N,kapas,мазар
604,Kirche::N,bažnyčia,шіркеу
605,Sünde::N,nuodėmė,күнә
606,Sünde::N,nusidėjimas,күнә
607,Gott::N,dievas,алла
608,Gott::N,dievas,құдай
609,Gott::N,dievas,тәңірі
610,Gott::N,dievas,пәруардігер
611,Gott::N,dievas,жаратқан тәңірі
612,Arbeiter::N,darbininkas,жүмысшы
613,Chef::N,šefas,басшы
614,Chef::N,šefas,жұмыс басқарушысы
615,Chef::N,vadovas,басшы
616,Chef::N,vadovas,жұмыс басқарушысы
617,Chef::N,viršininkas,басшы
618,Chef::N,viršininkas,жұмыс басқарушысы
619,Meister::N,meistras,шебер
620,Meister::N,meistras,өнерпаз
621,Arzt::N,gydytojas,дәрігер
622,Lehrer::N,mokytojas,мұғалім
623,Geld::N,pinigai,пұл
624,Geschäft::N,biznis,бизнес
625,Laden::N,krautuvė,дүкен
626,Laden::N,parduotuvė,дүкен
627,Preis::N,kaina,ақы
628,Preis::N,kaina,құны
629,Preis::N,kaina,нарық
630,Ware::N,prekė,тауар
631,Nutzen::N,nauda,пайда
632,Nutzen::N,pelnas,пайда
633,Reichtum::N,turtas,бақ-дәулет
634,Welt::N,pasaulis,әлем
635,Welt::N,pasaulis,жиһан
636,Land::N,žemė,аймақ
637,Land::N,šalis,аймақ
638,Staat::N,valstija,мемлекет
639,König::N,karalius,патша
640,Macht::N,galia,өкімет
641,Macht::N,galia,қожалық
642,Macht::N,valdžia,өкімет
643,Macht::N,valdžia,қожалық
644,Grenze::N,riba,шек
645,Grenze::N,siena,шек
646,Krieg::N,karas,соғыс
647,Feind::N,priešas,жау
648,Feind::N,priešas,дұшпан
649,Gewalt::N,jėga,зорлык
650,Gewalt::N,jėga,зорлық-зомбылык
651,Gewalt::N,smurtas,зорлык
652,Gewalt::N,smurtas,зорлық-зомбылык
653,Gewalt::N,prievarta,зорлык
654,Gewalt::N,prievarta,зорлық-зомбылык
655,Kampf::N,kova,күрес
656,Kampf::N,kova,алыспақ
657,Bogen[Waffe]::N,lankas,саржа
658,Pfeil::N,strėlė,жебе
659,Gewehr::N,šautuvas,қару
660,Fehler::N,klaida,әбес
661,Fehler::N,klaida,қаталық
662,Lüge::N,melas,өтірік
663,Schaden::N,nuostolis,зиян
664,Schaden::N,nuostolis,зарар
665,Schaden::N,apgadinimas,зиян
666,Schaden::N,apgadinimas,зарар
667,Unglück::N,nelaimė,пәле
668,Unglück::N,nelaimė,қасырет
669,Unglück::N,nelaimė,ауыртпалық
670,Schuld::N,kaltė,айыптылық
671,Alter::N,amžius,жас
672,Alter::N,amžius,жас шамасы
673,Schluss::N,pabaiga,ада
674,Schluss::N,pabaiga,бітуі
675,Zeit::N,laikas,уақыт
676,Tag::N,diena,күн
677,Morgen::N,rytas,таң
678,Morgen::N,rytas,таңертең
679,Mittag::N,vidurdienis,талтүс
680,Abend::N,vakaras,кеш
681,Nacht::N,naktis,түн
682,Woche::N,savaitė,апта
683,Monat::N,mėnuo,ай
684,Jahr::N,metai,жыл
685,Frühling::N,pavasaris,көктем
686,Sommer::N,vasara,жаз
687,Herbst::N,ruduo,күз
688,Winter::N,žiema,қыс
689,Januar::N,sausis,каңтар
690,Februar::N,vasaris,ақпан
691,März::N,kovas,наурыз
692,April::N,balandis,сәуір
693,Mai::N,gegužė,мамыр
694,Juni::N,birželis,маусым
695,Juli::N,liepa,шілде
696,August::N,rugpjūtis,сүмбіле
697,August::N,rugpjūtis,тамыз
698,September::N,rugsėjis,қыркүйек
699,Oktober::N,spalis,ақырап
700,November::N,lapkritis,қараша
701,Dezember::N,gruodis,желтоқсан
702,Montag::N,pirmadienis,дүйсенбі
703,Dienstag::N,antradienis,сейсенбі
704,Mittwoch::N,trečiadienis,сәрсенбі
705,Donnerstag::N,ketvirtadienis,бейсенбі
706,Freitag::N,penktadienis,жұма
707,Samstag::N,šeštadienis,сенбі
708,Sonntag::N,sekmadienis,жексембі
709,groß::A,didis,алпамсадай
710,groß::A,didelis,алпамсадай
711,klein::A,mažas,кішкене
712,klein::A,mažas,қарғадай
713,lang::A,ilgas,сопақ
714,lang::A,ilgas,сорайған
715,kurz::A,trumpas,кеспелтек
716,breit::A,platus,айдынды
717,schmal::A,smulkus,қысық
718,dicht::A,tankus,жиі
719,dick[Gegenstand]::A,storas,шомбал
720,dünn::A,plonas,жұқа
721,dünn::A,plonas,жіңішке
722,fein::A,smulkus,қаңылтақ
723,fest::A,kietas,берік
724,fest::A,kietas,мызғымас
725,fest::A,tvirtas,берік
726,fest::A,tvirtas,мызғымас
727,flach::A,lėkštas,жалпак
728,flach::A,plokščias,жалпак
729,glatt::A,slidus,типыл
730,hart::A,kietas,қатты
731,weich::A,minkštas,жұмсақ
732,rund::A,apvalus,домалақ
733,rund::A,apskritas,домалақ
734,spitz::A,aštrus,үшкір
735,spitz::A,smailus,үшкір
736,scharf::A,aštrus,сүйрік
737,stumpf::A,bukas,доғал
738,stumpf::A,bukas,өтпейтін
739,stumpf::A,atšipęs,доғал
740,stumpf::A,atšipęs,өтпейтін
741,schwer::A,sunkus,салмақты
742,schön::A,gražus,сұлу
743,heiß::A,karštas,ыссы
744,warm::A,šiltas,жылы
745,kalt::A,šaltas,аязды
746,kühl::A,vėsus,салқын
747,kühl::A,bejausmis,салқын
748,frisch::A,šviežias,таза
749,frisch::A,šviežias,жаңа
750,feucht::A,drėgnas,нам
751,feucht::A,drėgnas,дымқылды
752,nass::A,šlapias,сулы
753,trocken::A,sausas,құрғақ
754,voll::A,pilnas,толы
755,leer::A,tuščias,бос
756,offen::A,atviras,ашып қойылған
757,geschlossen::A,uždaras,жабулы
758,geschlossen::A,uždarytas,жабулы
759,sauber::A,švarus,дақсыз
760,sauber::A,švarus,мұнтаздай
761,schmutzig::A,nešvarus,айғыз
762,schmutzig::A,nešvarus,сатпақ
763,schmutzig::A,nešvarus,сатал-сатал
764,schmutzig::A,purvinas,айғыз
765,schmutzig::A,purvinas,сатпақ
766,schmutzig::A,purvinas,сатал-сатал
767,roh::A,žalias,шикі
768,reif::A,prinokęs,піскен
769,reif::A,pribrendęs,піскен
770,lecker::A,gardus,дәмді
