,Concept_ID,kn,ml
916,beschädigen::V,ಹಾಳುಮಾಡು,ക്ഷതമേൽപ്പിക്കുക
917,zerbrechen::V,ಮುರಿ,ഉടയുക
918,zerreißen::V,ಸೀಳು,കീറുക
919,zerstören::V,ಅಳಿಸು,നശിപ്പിക്കുക
920,verbrennen::V,ಸುಡು,കത്തിനശിക്കുക
921,verbrennen::V,ಸುಡು,കത്തിച്ചുകളയുക
922,geben::V,ಕೊಡು,കൊടുക്കുക
923,geben::V,ಕೊಡು,തരുക
924,reichen::V,ಕೊಡು,കൈമാറുക
925,schenken::V,ಅರ್ಪಿಸು,സമ്മാനം കൊടുക്കുക
926,versprechen::V,ವಾಗ್ದಾನಮಾಡು,വാഗ്ദാനം_നൽകുക
927,wünschen::V,ಬಯಸು,ആഗ്രഹിക്കുക
928,loben::V,ಹೊಗಳು,പുകഴ്ത്തുക
929,küssen::V,ಚುಂಬಿಸು,ഉമ്മവയ്ക്കുക
930,wiegen::V,ತೂಗು,ഇളകുക
931,zudecken::V,ಹಾಸು,മുടുക
932,wecken::V,ಎಬ್ಬಿಸು,ഉണർത്തുക
933,zeigen::V,ತೋರಿಸು,കാണിക്കുക
934,führen::V,ದಾರಿತೋರಿಸು,നടത്തുക
935,lehren::V,ಕಲಿಸು,പഠിപ്പിക്കുക
936,unterrichten::V,ಬೋಧಿಸು,പരിശീലിപ്പിക്കുക
937,aufziehen::V,ಸಲಹು,വളർത്തിക്കൊണ്ടുവരുക
938,leiten::V,ಮುಂದಾಳಾಗಿರು ,നയിക്കുക
939,antreiben::V,ಓಡಿಸು,പ്രേരിപ്പിക്കുക
940,lassen::V,ಮಾಡಲುಬಿಡು,അനുവദിക്കുക
941,einladen::V,ಆಹ್ವಾನಿಸು,ക്ഷണിക്കുക
942,vereinigen::V,ಒಂದಾಗು,കൂടിച്ചേരുക
943,besuchen::V,ಭೇಟಿಯಾಗು,സന്ദർശിക്കുക
944,treffen::V,ಸಂಧಿಸು,തമ്മിൽ കാണുക
945,sich versammeln::V,ನೆರೆ,സംയോജിപ്പിക്കുക
946,spielen::V,ಆಡು,കളിക്കുക
947,singen::V,ಹಾಡು,പാടുക
948,tanzen::V,ಕುಣಿ,നൃത്തം ചെയ്യുക
949,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,നേർപെടുത്തുക
950,verlassen::V,ಕಳೆ,പിൻവാങ്ങുക
951,retten::V,ರಕ್ಷಿಸು,രക്ഷിക്കുക
952,bewachen::V,ಕಾಪಾಡು,കാവൽനിൽക്കുക
953,schützen::V,ಸಂರಕ್ಷಿಸು,പരിരക്ഷിക്കുക
954,verteidigen::V,ಕಾಪಿಡು,പ്രതിരോധിക്കുക
955,sich schlagen::V,ಕಿತ್ತಾಟ,കലഹിക്കുക
956,schießen::V,ಎಸೆ,വെടിവെക്കുക
957,siegen::V,ಗೆಲ್ಲು,വിജയിക്കുക
958,ärgern::V,ರೇಗಿಸು,വിഷമിപ്പിക്കുക
959,schlagen::V,ಹೊಡೆ,അടിക്കുക
960,treten::V,ಒದೆ,തൊഴിക്കുക
961,stechen::V,ಚುಚ್ಚು,കുത്തുക
962,stoßen::V,ತಳ್ಳು,തള്ളുക
963,stehlen::V,ಕದಿ,മോഷ്ടിക്കുക
964,stören::V,ಕತಕು,ശല്യപ്പെടുത്തുക
965,belästigen::V,ತೊಂದರೆ,മെനക്കെടുക
966,verbergen::V,ಮರೆಮಾಜು,മറയ്ക്കുക
967,verbergen::V,ಮರೆಮಾಜು,ഒളിക്കുക
968,täuschen::V,ಠಕ್ಕಿಸು,കബളിപ്പിക്കുക
969,betrügen::V,ವಂಚಿಸು,ചതിക്കുക
970,töten::V,ಕೊಲ್ಲು,കൊല്ലുക
971,wohnen::V,ವಾಸಿಸು,താമസിക്കുക
972,arbeiten::V,ಕೆಲಸ ಮಾಡು,ജോലിചെയ്യുക
973,sammeln::V,ಸಂಚಯಿಸು,സഞ്ചയിക്കുക
974,pflücken::V,ಬಿಡಿಸು,പറിച്ചെടുക്കുക
975,jagen::V,ಬೇಟೆಯಾಡು,വേട്ടയാടുക
976,fischen::V,ಮೀನು ಹಿಡಿ,മീൻ പിടിക്കുക
977,fassen::V,ಹಿಡಿ,പിടിക്കുക
978,hüten::V,ಗುಂಪುಸೇರಿಸು,ചേർക്കുക
979,treiben::V,ದಬ್ಬು,വാഹനം_ഓടിക്കുക
980,anbinden::V,ಬಿಗಿ,കെട്ടിയിടുക
981,füttern::V,ಮೇಯಿಸು,തീറ്റുക
982,melken::V,ಹಾಲು ಕರೆ,പാലുകറക്കുക
983,hacken::V,ತುಂಡರಿಸು,വെട്ടിമുറിക്കുക
984,gießen::V,ನೀರುಹಾಕು,നനയ്ക്കുക
985,reifen::V,ಕಳಿ,പാകമാകുക
986,zubereiten::V,ಅಡಿಗೆಮಾಡು,പാചകം_ചെയ്യുക
987,kochen::V,ಅಡು,വേവിക്കുക
988,backen::V,ಬೇಯಿಸು,ബേക്ക് ചെയ്യുക
989,braten::V,ಕರಿ,പോരിക്കുക
990,umrühren::V,ಕಲಕು,ഇളക്കുക
991,stricken::V,ಹೆಣೆ,മെടയുക
992,nähen::V,ಹೊಲಿ,തുന്നുക
993,färben::V,ಬಣ್ಣ ಹತ್ತು,ചായം പൂശുക
994,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,വൃത്തിയാക്കുക
995,waschen::V,ತೊಳೆ,കഴുകുക
996,abwischen::V,ಒರಸು,തുടയ്ക്കുക
997,spülen::V,ಗಲಬರಿಸು,കഴുകുക
998,fegen::V,ಗುಡಿಸು,അടിച്ചുവാരുക
999,kehren::V,ಗುಡಿಸು,അടിച്ചുവാരുക
1000,baden::V,ಸ್ನಾನಮಾಡು,നീന്തിത്തുടിക്കുക
1001,sich waschen::V,ತೊಳೆ,കഴുകുക
1002,ausziehen::V,ಬಿಚ್ಚು,ഇഴുക്കുക
1003,anziehen::V,ಹಾಕು,ഉടുക്കുക
1004,sich anziehen::V,ಹಾಕು,ധരിച്ച നേടുകയുക
1005,kämmen::V,ಬಾಚು,മുടിചീകുക
1006,schmücken::V,ಅಲಂಕರಿಸು,അലങ്കരിക്കുക
1007,sagen::V,ಹೇಳು,പറയുക
1008,sprechen::V,ನುಡಿ,സംസാരിക്കുക
1009,reden::V,ನುಡಿ,സംസാരിക്കുക
1010,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,നർമ്മസല്ലാപം നടത്തുക
1011,fragen::V,ವಿಚಾರಿಸು,ചോദിക്കുക
1012,bitten::V,ಬೇಡು,അപേക്ഷിക്കുക
1013,erzählen::V,ಹೇಳು,പറയുക
1014,mitteilen::V,ತಿಳಿಸು,അറിയിക്കുക
1015,nennen::V,ಹೆಸರಿಡು,പേരിടുക
1016,rufen::V,ಕರೆ,വിളിക്കുക
1017,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,പൊങ്ങച്ചം പറയുക
1018,übersetzen::V,ಭಾಷಾಂತರಿಸು,പരിഭാഷപ്പെടുത്തുക
1019,denken::V,ಯೋಚಿಸು,ചിന്തിക്കുക
1020,glauben::V,ನಂಬು,വിശ്വസിക്കുക
1021,bemerken::V,ಗಮನಿಸು,ശ്രദ്ധിക്കുക
1022,erkennen::V,ಗುರುತುಹಿಡಿ,തിരിചറിയുക
1023,begreifen::V,ಗ್ರಹಿಸು,കൈപ്പിടിയിലാക്കുക
1024,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,മനസ്സിലാക്കുക
1025,lernen::V,ಕಲಿ,പഠിക്കുക
1026,wissen::V,ಅರಿ,അറിയുക
1027,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,ഓർമിക്കുക
1028,vergessen::V,ಮರೆತುವಿಡು,മറക്കുക
1029,messen::V,ಅಳೆ,അളക്കുക
1030,zählen::V,ಗಣಿಸು,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1031,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,ഗണിക്കുക
1032,lesen::V,ಓದು,വായിക്കുക
1033,malen::V,ಬಿಡಿಸು,ചിത്രം വരയ്ക്കുക
1034,zeichnen::V,ಬಿಡಿಸು,വരയ്ക്കുക
1035,schreiben::V,ಬರೆ,എഴുതുക
1036,besitzen::V,ಒಡೆಯನಾಗಿರು,സ്വന്തമാക്കുക
1037,kaufen::V,ಕೊಳ್ಳು,വാങ്ങുക
1038,verkaufen::V,ಕೊಡು,വിൽക്കുക
1039,bezahlen::V,ಬೆಲೆತೆರು,പരിഹാരം ചെയ്യുക
1040,zahlen::V,ಹಣವನ್ನುಕೊಡು,പണം അടയ്ക്കുക
1041,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,ഭരിക്കുക
1042,ertragen::V,ಸಹಿಸು,താങ്ങുക
