,Concept_ID,lbe,cs
75,Rauch::N,пуркӏу,kouř
76,Funke::N,пиягь,jiskra
77,Feuer::N,цӏу,oheň
78,Licht::N,чани,světlo
79,Schatten::N,ххют,stín
80,Wetter::N,гьава,počasí
81,Nebel::N,шархь ттурлу,mlha
82,Wolke::N,ттурлу,mrak
83,Wolke::N,ттурлу,oblak
84,Regen::N,гъарал,déšť
85,Schnee::N,марххала,sníh
86,Eis::N,микӏ,led
87,Frost::N,дяркъу,mráz
88,Frost::N,замгьар,mráz
89,Kälte::N,дяркъу,chlad
90,Hitze::N,кӏиришиву,horko
91,Raureif::N,сил,jinovatka
92,Raureif::N,бурса,jinovatka
93,Regenbogen::N,ссурул ккуртта,duha
94,Donner::N,къув,hrom
95,Strömung::N,экьинанаву,proudění
96,Tropfen::N,кӏунтӏ,kapka
97,Schaum::N,хьама,pěna
98,Schmutz::N,кьяркьи,špína
99,See::N,бяр,jezero
100,Sumpf::N,кунцӏа,močál
101,Sumpf::N,кунцӏа,bažina
102,Wiese::N,кьан,louka
103,Wald::N,вацӏа,les
104,Hügel::N,бакӏу,kopec
105,Berg::N,зунтту,hora
106,Gipfel::N,мицӏ,vrchol
107,Höhle::N,нух,jeskyně
108,Abhang::N,сун,svah
109,Abhang::N,сун,stráň
110,Quelle::N,дайдихьу,pramen
111,Quelle::N,бакӏ,pramen
112,Bach::N,чӏрир нех,potok
113,Fluss::N,нех,řeka
114,Ufer::N,зума,břeh
115,Küste::N,зумаинхалу,pobřeží
116,Küste::N,зуманицӏалу,pobřeží
117,Festland::N,кьири,souš
118,Festland::N,кьири,pevnina
119,Meer::N,хьхьири,moře
120,Insel::N,жазира,ostrov
121,Blume::N,тӏутӏи,květina
122,Gras::N,уртту,tráva
123,Wurzel::N,мархха,kořen
124,Baum::N,мурхь,strom
125,Stamm::N,ттарцӏ,kmen
126,Rinde::N,ккамара,kůra
127,Ast::N,матӏи,větev
128,Zweig::N,къяртта,větev
129,Blatt::N,чӏапӏи,lupen
130,Birke::N,кӏялахӏи,bříza
131,Birke::N,кӏялахӏилул мурхь,bříza
132,Kiefer[Baum]::N,ттар,sosna
133,Kiefer[Baum]::N,ттар,borovice
134,Kiefer[Baum]::N,ттарлил мурхь,sosna
135,Kiefer[Baum]::N,ттарлил мурхь,borovice
136,Weide[Baum]::N,щавщи,vrba
137,Tanne::N,ттарлил мурхь,jedle
138,Horn::N,хъи,roh
139,Feder::N,лелуххул тӏиму,pero
140,Fell::N,бурчу,srst
141,Flügel::N,хъа,křídlo
142,Flügel::N,ххурупӏайрал тӏиму,křídlo
143,Klaue::N,михь,dráp
144,Klaue::N,михь,pazneht
145,Kralle::N,ххяппа,dráp
146,Schwanz::N,магъ,ocas
147,Ei::N,ккунук,vejce
148,Nest::N,кюру,hnízdo
149,Bau::N,цукъуккутӏ,nora
150,Tier::N,хӏайван,zvíře
151,Herde::N,газу,stádo
152,Kuh::N,оьл,kráva
153,Bulle::N,ниц,býk
154,Pferd::N,чу,kůň
155,Schaf::N,тта,ovce
156,Schwein::N,дунгъуз,vepř
157,Schwein::N,дунгъуз,prase
158,Hund::N,ккаччи,pes
159,Katze::N,ччиту,kočka
160,Bär::N,цуша,medvěd
161,Eichhörnchen::N,бюрхттукку,veverka
162,Elch::N,ниц-бюрин,los
163,Fuchs::N,цулчӏа,liška
164,Fuchs::N,куча цулчӏа,liška
165,Hase::N,бюрх,zajíc
166,Maus::N,кӏулу,myš
167,Wolf::N,барцӏ,vlk
168,Vogel::N,лелуххи,pták
169,Schwarm::N,гьухъала,roj
170,Schwarm::N,гьухъала,hejno
171,Huhn::N,аьнакӏи,kuře
172,Huhn::N,аьнакӏи,slepice
173,Hahn::N,ажари,kohout
174,Gans::N,къаз,husa
175,Adler::N,барзу,orel
176,Ente::N,урдак,kachna
177,Eule::N,ису,sova
178,Eule::N,ччиккумяв,sova
179,Kranich::N,кьурукь,jeřáb
180,Krähe::N,хъатӏу,vrána
181,Kuckuck::N,ччикку,kukačka
182,Schwan::N,урттил къаз,labuť
183,Fisch::N,чавахъ,ryba
184,Schlange[Tier]::N,шатта,had
185,Wurm::N,кьюнукьай шатта,červ
186,Spinne::N,ххялцу,pavouk
187,Ameise::N,митӏикьукьу,mravenec
188,Mücke::N,мичӏак,komár
189,Fliege::N,зимиз,moucha
190,Schmetterling::N,чӏимучӏали,motýl
191,Beere::N,хӏаллил ахъулсса,bobule
192,Apfel::N,гьивч,jablko
193,Pilz::N,ттуккул иис,houba
194,Zwiebel::N,лаччул чсмусул бакӏ,cibule
195,Saat::N,гьанна,osivo
196,Korn::N,къама,zrno
197,Heu::N,ххулув,seno
198,Schale::N,ккиртту,slupka
199,Schale::N,ккиртту,skořápka
200,Grube::N,кӏаланг,jáma
201,Falle::N,къатӏа,past
202,Falle::N,къатӏа,léčka
203,Schlinge::N,хӏатӏ,smyčka
204,Spur::N,ша,stopa
205,Asche::N,лах,popel
206,Dreck::N,кьяркьи,špína
207,Dreck::N,венп,špína
208,Eisen::N,мах,železo
209,Gold::N,муси,zlato
210,Silber::N,арцу,stříbro
211,Kohle::N,кӏалаш,uhlí
212,Kohle::N,хъуручӏ,uhlí
213,Glas::N,пюрун,sklo
214,Lehm::N,сина аьрщи,jíl
215,Lehm::N,сина аьрщи,hlína
216,Sand::N,къун,písek
217,Mensch::N,инсан,člověk
218,Mann::N,чув,muž
219,Mann::N,адимина,muž
220,Frau::N,щарсса,žena
221,Frau::N,хъамитайпа,žena
222,Kind::N,чӏиви оьрчӏ,dítě
223,Junge::N,оьрчӏ,hoch
224,Junge::N,оьрчӏ,chlapec
225,Junge::N,бурхьин оьрчӏ,hoch
226,Junge::N,бурхьин оьрчӏ,chlapec
227,Mädchen::N,душ,děvče
228,Familie::N,кулпат,rodina
229,Großvater::N,ттатта,děd
230,Großvater::N,ттатта,dědeček
231,Großvater::N,ниттил ппу,děd
232,Großvater::N,ниттил ппу,dědeček
233,Großmutter::N,буттал нину,babička
234,Eltern::N,нину-ппу,rodiče
235,Vater::N,ппу,otec
236,Mutter::N,нину,matka
237,Sohn::N,арс,syn
238,Tochter::N,душ,dcera
239,Bruder::N,уссу,bratr
240,Schwester::N,ссу,sestra
241,Onkel::N,буттауссу,strýc
242,Tante::N,буттал ссу,teta
243,Ehemann::N,лас,choť
244,Ehemann::N,лас,manžel
245,Ehefrau::N,щар,choť
246,Ehefrau::N,щар,manželka
247,Ehefrau::N,щарсса,choť
248,Ehefrau::N,щарсса,manželka
249,Freude::N,шадшиву,radost
250,Freude::N,ххаришиву,radost
251,Gelächter::N,хъяхъаву,smích
252,Glück::N,талихӏ,štěstí
253,Kummer::N,дард,žal
254,Kummer::N,дард,trápení
255,Wunsch::N,мурад,přání
256,Lust::N,гьавас,chuť
257,Lust::N,ччаву,chuť
258,Geist::N,рухӏ,duch
259,Gedanke::N,пикри,myšlenka
260,Gedächtnis::N,дакӏний личӏаву,paměť
261,Verstand::N,аькьлу,rozum
262,Sinn::N,мяъна,smysl
263,Grund::N,багьана,důvod
264,Wahrheit::N,тӏайламур,pravda
265,Wahrheit::N,хӏакьмур,pravda
266,Gespräch::N,ихтилат,rozhovor
267,Märchen::N,магьа,pohádka
268,Erzählung::N,хавар,povídka
269,Nachricht::N,хавар,zpráva
270,Neuigkeit::N,хавар,novina
271,Neuigkeit::N,хавар,novinka
272,Name::N,цӏа,jméno
273,Rätsel::N,ссигьа,hádanka
274,Rede::N,гъалгъа,řeč
275,Rede::N,гъалгъа,proslov
276,Sprache::N,маз,řeč
277,Sprache::N,маз,jazyk
278,Stimme::N,чӏу,hlas
279,Stimme::N,чӏукӏа,hlas
280,Wort::N,махъ,slovo
281,Zeichen::N,лишан,znamení
282,Lärm::N,чӏу,hluk
283,Laut::N,чӏу,zvuk
284,Ton::N,чӏу,tón
285,Lied::N,балай,píseň
286,Ruhe::N,дигьалагру,klid
287,Ruhe::N,дигьалагру,pokoj
288,Leute::N,инсантал,lidé
289,Volk::N,ил,národ
290,Volk::N,халкь,národ
291,Arbeit::N,заву,práce
292,Gast::N,хъамаличу,host
293,Geschenk::N,бухчакарши,dar
294,Geschenk::N,лажинккакку,dar
295,Spiel::N,тӏуркӏу,hra
296,Gesellschaft::N,жямат,společnost
297,Gesellschaft::N,ккуран,společnost
298,Hilfe::N,кумаг,pomoc
299,Freund::N,дус,přítel
300,Kamerad::N,хӏаласу,kamarád
301,Angelegenheit::N,иш,záležitost
302,Anzahl::N,аьдад,počet
303,Art::N,жинс,druh
304,Stück::N,касак,kus
305,Stück::N,касак,kousek
306,Teil::N,бутӏа,díl
307,Teil::N,бутӏа,část
308,Hälfte::N,дачӏи,půl
309,Kreis::N,кюрщан,kruh
310,Kreuz::N,ххач,kříž
311,Linie::N,щва,linka
312,Strich::N,щва,čára
313,Strich::N,щва,čárka
314,Abstand::N,манзил,vzdálenost
315,Entfernung::N,манзил,vzdálenost
316,Gegend::N,кӏану,krajina
317,Ort::N,кӏану,místo
318,Seite::N,чул,strana
319,Seite::N,чулухалу,strana
320,Mitte::N,дя,střed
321,Mitte::N,дя,prostředek
322,Gegenstand::N,зат,předmět
323,Sache::N,зат,věc
324,Rand::N,зума,kraj
325,Rand::N,зума,okraj
326,Ecke::N,мурцӏу,roh
327,Spitze::N,мицӏ,hrot
328,Spitze::N,мицӏ,špička
329,Ende::N,зума,konec
330,Loch::N,ккутӏ,díra
331,Winkel::N,мурцӏу,kout
332,Muster::N,накьич,vzor
333,Länge::N,лахъишиву,délka
334,Höhe::N,лахъшиву,výška
335,Gewicht::N,дуццин,váha
336,Gewicht::N,кӏушиву,váha
337,Haufen::N,бакӏу,kupa
338,Haufen::N,бакӏу,hromada
339,Reihe::N,кьюкьа,řada
340,Reihe::N,кьюкьа,řádek
341,Boot::N,луткка,člun
342,Ruder::N,весло,veslo
343,Ruder::N,чӏатӏа,veslo
344,Schlitten::N,чана,sáně
345,Schlitten::N,санкка,sáně
346,Ski::N,лижарду,lyže
347,Lagerfeuer::N,къавтӏн,táborák
348,Last::N,гьиву,náklad
349,Last::N,гьиву,břemeno
350,Gang::N,нанаву,chůze
351,Gang::N,нанаву,chodba
352,Schritt::N,ша,krok
353,Norden::N,ухссав,sever
354,Norden::N,ухссавнил чулухалу,sever
355,Süden::N,кьилва,jih
356,Westen::N,баргълагавал,západ
357,Westen::N,баргълагавал чул,západ
358,Osten::N,баргъбуккай чулухалу,východ
359,Holz::N,тӏама,dřevo
360,Brett::N,тахта,prkno
361,Platte::N,гъуни,deska
362,Stütze::N,гьалакӏу,opěra
363,Stange::N,къазихъ,tyč
364,Stange::N,къазихъ,tyčka
365,Stock::N,ттархь,hůlka
366,Stab::N,ччантӏакъу,hůl
367,Rohr::N,бургъу,trubka
368,Haus::N,къатта,dům
369,Heim::N,къатта,domov
370,Ofen::N,пач,kamna
371,Fußboden::N,чӏанкъатта,podlaha
372,Tisch::N,усттул,stůl
373,Stuhl::N,кӏану,židle
374,Wiege::N,оьрчӏал кӏану,kolébka
375,Bett::N,тах,postel
376,Regal::N,чӏаму,regál
377,Regal::N,чӏаму,police
378,Kiste::N,яшикӏ,bedna
379,Kiste::N,къурши,bedna
380,Fenster::N,чӏавахьулу,okno
381,Tür::N,нуз,dveře
382,Tür::N,нузкьун,dveře
383,Tor::N,къапу,vrata
384,Tor::N,дарваза,vrata
385,Zaun::N,дайгьузанну,plot
386,Dach::N,магъи,střecha
387,Dach::N,цӏиялу,střecha
388,Leiter::N,чуртту,žebřík
389,Besen::N,чӏатлу,koště
390,Besen::N,чӏатлу,smeták
391,Spaten::N,бил,rýč
392,Schaufel::N,чӏатӏа,lopata
393,Gabel::N,гьиссилу,vidlička
394,Löffel::N,къуса,lžíce
395,Messer::N,чӏила,nůž
396,Nagel::N,мяр,hřebík
397,Netz::N,къери,síť
398,Haken::N,къича,hák
399,Griff::N,куяму,držadlo
400,Schloss::N,кьункьула,zámek
401,Bild::N,сурат,obraz
402,Puppe::N,ссихьу,panenka
403,Beutel::N,чантай,pytlík
404,Bündel::N,гьи,svazek
405,Bündel::N,къар,svazek
406,Eimer::N,бадра,kýbl
407,Eimer::N,бадра,vědro
408,Deckel::N,къапаза,víko
409,Deckel::N,къапаза,příklop
410,Geschirr::N,пюрунчӏул,nádobí
411,Geschirr::N,тӏахӏникӏичӏу,nádobí
412,Sack::N,къап,pytel
413,Sack::N,дарваг,pytel
414,Tasse::N,пижан,šálek
415,Tasse::N,пинжан,šálek
416,Tasse::N,инкираччатӏи,šálek
417,Tasse::N,цинцилттал бушкъап,šálek
418,Topf::N,кӏункӏур,hrnec
419,Kessel::N,чаг,kotel
420,Kessel::N,кӏункӏур,kotel
421,Essen::N,дукия,jídlo
422,Essen::N,дукин,jídlo
423,Nahrung::N,дукра,strava
424,Nahrung::N,дукра,potrava
425,Speise::N,дукра,jídlo
426,Fleisch::N,дикӏ,maso
427,Getreide::N,къама,obilí
428,Brei::N,ккурч,kaše
429,Brot::N,ччатӏ,chléb
430,Scheibe::N,парча,krajíc
431,Fett::N,аьгъушиву,tuk
432,Fett::N,аьгъушиву,omastek
433,Butter::N,нагь,máslo
434,Butter::N,лагаву,máslo
435,Salz::N,цӏву,sůl
436,Suppe::N,накь,polévka
437,Honig::N,ницӏ,med
438,Milch::N,накӏ,mléko
439,Tee::N,чяй,čaj
440,Leder::N,бурчу,kůže
441,Wolle::N,ппал,vlna
442,Stoff::N,янна,látka
443,Nadel::N,ххалаххи,jehla
444,Faden::N,ххал,nit
445,Knopf::N,банд,knoflík
446,Knoten::N,къурхъ,uzel
447,Farbe::N,сир,barva
448,Kleidung::N,янна,šaty
449,Kleidung::N,янна,šatstvo
450,Kleidung::N,лаххия,šaty
451,Kleidung::N,лаххия,šatstvo
452,Hemd::N,гьухъа,košile
453,Kragen::N,дарвач,límec
454,Ärmel::N,кахха,rukáv
455,Hose::N,хӏажак,kalhoty
456,Gürtel::N,мухӏлу,pás
457,Gürtel::N,мухӏлу,opasek
458,Mütze::N,кьяпа,čepice
459,Stiefel::N,чакма,holínka
460,Ring::N,кӏисса,prsten
461,Band::N,линт,pásek
462,Kamm::N,ттарал,hřeben
463,Spiegel::N,дагьани,zrcadlo
464,Riemen::N,эн,řemen
465,Schnur::N,хьхьа,šňůra
466,Decke::N,виргъан,pokrývka
467,Decke::N,виргъан,přikrývka
468,Kissen::N,кӏаралу,polštář
469,Tuch::N,карщи,šátek
470,Handtuch::N,калихьу,ručník
471,Handtuch::N,лажинлихьу,ručník
472,Kraft::N,эллаж,síla
473,Stärke::N,гуж,síla
474,Gesundheit::N,цӏуллу-сагъшиву,zdraví
475,Krankheit::N,къашайшиву,nemoc
476,Krankheit::N,къашайшиву,choroba
477,Schmerz::N,къюву,bolest
478,Wunde::N,щаву,rána
479,Fieber::N,кӏиришиву,horečka
480,Arznei::N,дару,lék
481,Brücke::N,ламу,most
482,Brunnen::N,къуй,studna
483,Weide::N,бизантту,pastva
484,Weide::N,бизантту,pastvina
485,Pfad::N,жегъир ххуллу,pěšina
486,Weg::N,ххуллу,cesta
487,Straße::N,ххуллу,silnice
488,Dorf::N,щар,vesnice
489,Dorf::N,шяравалу,vesnice
490,Stadt::N,шагьру,město
491,Brief::N,чагъар,dopis
492,Buch::N,лу,kniha
493,Buchstabe::N,хӏарп,písmeno
494,Zeitung::N,кказит,noviny
495,Leben::N,оьрму,život
496,Tod::N,ажал,smrt
497,Tod::N,бивкӏу,smrt
498,Tod::N,ивчӏаву,smrt
499,Grab::N,гьав,hrob
500,Kirche::N,килиса,kostel
501,Sünde::N,бунагъ,hřích
502,Gott::N,зал,bůh
503,Arbeiter::N,зузала,dělník
504,Arbeiter::N,зузала,pracovník
505,Chef::N,ялувма,šéf
506,Chef::N,ялувма,vedoucí
507,Meister::N,усттар,mistr
508,Arzt::N,хӏакин,lékař
509,Lehrer::N,учитель,učitel
510,Geld::N,арцу,peníze
511,Geschäft::N,даву,obchod
512,Laden::N,ттучан,krám
513,Preis::N,багъа,cena
514,Ware::N,хъус,zboží
515,Nutzen::N,хайр,užitek
516,Nutzen::N,мюнпат,užitek
517,Reichtum::N,давлат,bohatství
518,Reichtum::N,аваданшиву,bohatství
519,Welt::N,дуниял,svět
520,Land::N,билаят,země
521,Staat::N,паччахӏлугъ,stát
522,Macht::N,власть,moc
523,Macht::N,власть,mocnost
524,Grenze::N,дазу,hranice
525,Krieg::N,дяъви,válka
526,Feind::N,душман,nepřítel
527,Gewalt::N,къия,násilí
528,Kampf::N,лачӏуи уккаву,boj
529,Bogen[Waffe]::N,ккуртта,luk
530,Pfeil::N,чӏатӏаракӏ,šíp
531,Gewehr::N,ттупанг,puška
532,Gewehr::N,ттупанг,ručnice
533,Fehler::N,гъалатӏ,chyba
534,Lüge::N,щялмахъ,lež
535,Schaden::N,зарал,škoda
536,Unglück::N,бала,neštěstí
537,Schuld::N,тахсир,vina
538,Alter::N,оьрму,věk
539,Schluss::N,ахир,konec
540,Zeit::N,чӏун,čas
541,Tag::N,кьини,den
542,Morgen::N,кӏюрх,ráno
543,Morgen::N,кӏюрх,jitro
544,Mittag::N,ахттайн,poledne
545,Mittag::N,дяахттайн,poledne
546,Mittag::N,ахттайн чӏун,poledne
547,Abend::N,маркӏачӏан,večer
548,Nacht::N,хьхьу,noc
549,Woche::N,нюжмар,týden
550,Monat::N,барз,měsíc
551,Jahr::N,шин,rok
552,Frühling::N,инт,jaro
553,Sommer::N,гъи,léto
554,Herbst::N,ссут,podzim
555,Winter::N,кӏи,zima
556,Januar::N,цалчинмур барз,leden
557,Februar::N,кӏилчинмур барз,únor
558,März::N,шамилчинмур барз,březen
559,April::N,апрель,duben
560,April::N,мукьилчинмур барз,duben
561,Mai::N,май,květen
562,Mai::N,ххюлчинмур барз,květen
563,Juni::N,июнь,červen
564,Juni::N,ряххилчинмур барз,červen
565,Juli::N,июль,červenec
566,Juli::N,Арулчинмур барз,červenec
567,August::N,мяйлчинмур барз,srpen
568,September::N,урчӏилчинмур барз,září
569,Oktober::N,ацӏилчинмур барз,říjen
570,November::N,ацӏния цалчинмур барз,listopad
571,Dezember::N,ацӏния кӏилчинмур барз,prosinec
572,Montag::N,итин,pondělí
573,Montag::N,итин,pondělek
574,Montag::N,итин кьини,pondělí
575,Montag::N,итин кьини,pondělek
576,Dienstag::N,тталат,úterý
577,Dienstag::N,тталат кьини,úterý
578,Mittwoch::N,арвахӏ,středa
579,Donnerstag::N,хамис,čtvrtek
580,Freitag::N,нюжмар,pátek
581,Freitag::N,нюжмар кьини,pátek
582,Samstag::N,ххуллун,sobota
583,Samstag::N,ххуллун кьини,sobota
584,Sonntag::N,алхӏат,neděle
585,Sonntag::N,алхӏат кьини,neděle
586,groß::A,бугъарасса,velký
587,klein::A,чӏивисса,malý
588,lang::A,лахъисса,dlouhý
589,kurz::A,кутӏасса,krátký
590,breit::A,уттасса,široký
591,schmal::A,уттакӏюласса,úzký
592,dicht::A,ццунсса,hustý
593,dick[Gegenstand]::A,ганзсса,tlustý
594,dünn::A,кӏюласса,tenký
595,fest::A,цӏакьсса,pevný
596,fest::A,кьянкьасса,pevný
597,flach::A,баягъисса,plochý
598,flach::A,баягъисса,placatý
599,flach::A,цӏубакъасса,plochý
600,flach::A,цӏубакъасса,placatý
601,flach::A,куртӏ дакъасса,plochý
602,flach::A,куртӏ дакъасса,placatý
603,glatt::A,дюрчӏусса,hladký
604,hart::A,кьянкьасса,tvrdý
605,weich::A,кӏукӏлусса,měkký
606,rund::A,ккурккисса,kulatý
607,rund::A,ккурккисса,okrouhlý
608,spitz::A,ярксса,špičatý
609,spitz::A,дайлсса,špičatý
610,spitz::A,мицӏ бусса,špičatý
611,scharf::A,ярксса,ostrý
612,scharf::A,дайлсса,ostrý
613,scharf::A,мицӏ бусса,ostrý
614,stumpf::A,къуркъасса,tupý
615,schwer::A,кӏусса,těžký
616,schön::A,аьнтӏикӏасса,pěkný
617,schön::A,аьнтӏикӏасса,krásný
618,heiß::A,кӏирисса,horký
619,warm::A,гъелисса,teplý
620,kalt::A,дяркъусса,studený
621,kühl::A,дюхлулсса,chladný
622,frisch::A,цӏусса,svěží
623,feucht::A,атилсса,vlhký
624,feucht::A,хъавтусса,vlhký
625,nass::A,атилсса,mokrý
626,nass::A,хъавтусса,mokrý
627,trocken::A,кьавкьсса,suchý
628,trocken::A,кьакьан бувсса,suchý
629,voll::A,бувцӏусса,plný
630,leer::A,бачӏвасса,prázdný
631,offen::A,тӏивтӏусса,otevřený
632,geschlossen::A,лавкьусса,zavřený
633,sauber::A,марцӏсса,čistý
634,schmutzig::A,чапалсса,špinavý
635,roh::A,шакъавхьсса,syrový
636,reif::A,дирсса,zralý
637,lecker::A,нахӏусса,chutný
638,lecker::A,тӏааьнсса,chutný
639,süß::A,нацӏусса,sladký
640,bitter::A,кьурчӏисса,hořký
641,sauer::A,туршсса,kyselý
642,hell::A,чаннасса,světlý
643,dunkel::A,цӏансса,temný
644,schwarz::A,лухӏисса,černý
645,weiß::A,кӏяласса,bílý
646,rot::A,ятӏулсса,rudý
647,rot::A,ятӏулсса,červený
648,gelb::A,хъахъисса,žlutý
649,blau::A,някӏсса,modrý
650,grün::A,щюлисса,zelený
651,grau::A,оьрусса,šedý
652,grau::A,оьрусса,šedivý
653,bunt::A,оьрчӏикӏурисса,pestrý
654,billig::A,кьювкьусса,levný
655,billig::A,кьювкьусса,laciný
656,teuer::A,ххирасса,drahý
657,wertvoll::A,багьасса,cenný
658,blind::A,мурчӏисса,slepý
659,taub::A,къюкӏсса,hluchý
660,kräftig::A,гужсса,silný
661,stark::A,кьянкьасса,silný
662,schwach::A,заэвсса,slabý
663,fett::A,бучсса,tučný
664,fett::A,бучсса,tlustý
665,schlank::A,бювхъусса,štíhlý
666,hübsch::A,янусса,hezký
667,böse::A,оьсса,zlý
668,dumm::A,ахӏмакьсса,hloupý
669,faul::A,танмалсса,líný
670,faul::A,курчӏилсса,líný
671,fleißig::A,хӏарачат бусса,pilný
672,geizig::A,янттарцӏансса,lakomý
673,klug::A,аькьлу бусса,chytrý
674,geschickt::A,паргалсса,šikovný
675,lieb::A,аьзизсса,milý
676,lustig::A,тяхъасса,veselý
677,sanft::A,иминсса,mírný
678,hungrig::A,ккашилсса,hladový
679,krank::A,къашавайсса,nemocný
680,nackt::A,кӏачӏасса,nahý
681,traurig::A,пашмансса,smutný
682,traurig::A,пашмансса,truchlivý
683,lebendig::A,уттавасса,živý
684,gut::A,ххуйсса,dobrý
685,schlecht::A,оьккисса,špatný
686,richtig::A,саргъунсса,pravý
687,richtig::A,саргъунсса,správný
688,schlimm::A,оьккисса,zlý
689,wahr::A,хӏакьсса,pravdivý
690,alt::A,кугьнасса,starý
691,neu::A,цӏусса,nový
692,ehemalig::A,хъхъичӏвасса,bývalý
693,alt[Lebewesen]::A,агьилсса,starý
694,jung::A,чӏавасса,mladý
695,jung::A,жагьилсса,mladý
696,arm::A,мискинсса,chudý
697,reich::A,авадансса,bohatý
698,bekannt::A,дусъсса,známý
699,berühmt::A,машгьурсса,slavný
700,fremd::A,чил,cizí
701,verschieden::A,личӏи-личӏисса,různý
702,verschieden::A,личӏи-личӏисса,rozličný
703,nah::A,гъансса,blízký
704,fern::A,архсса,daleký
705,linker::A,кияхсса,levý
706,linker::A,кюччахсса,levý
707,rechter::A,урчӏахсса,pravý
708,anderer::A,цамур,jiný
709,erster::A,цалчинмур,první
710,erster::A,цалчиннсса,první
711,zweiter::A,кӏилчиимур,druhý
712,dritter::A,шамулчинмур,třetí
713,letzter::A,махъва-махъмур,poslední
714,allein::ADV,ялгъузну,sám
715,zusammen::ADV,цачӏу,spolu
716,zusammen::ADV,цачӏу,dohromady
717,zusammen::ADV,архӏал,spolu
718,zusammen::ADV,архӏал,dohromady
719,lange::ADV,батӏи къабуклай,dlouho
720,lange::ADV,хъунмасса хӏаллай,dlouho
721,plötzlich::ADV,цакуну,vtom
722,plötzlich::ADV,цакуну,náhle
723,sofort::ADV,мугьлат бакъа,hned
724,sofort::ADV,мугьлат бакъа,ihned
725,später::ADV,махъ,později
726,jetzt::ADV,утти,teď
727,jetzt::ADV,утти,nyní
728,jetzt::ADV,цӏана,teď
729,jetzt::ADV,цӏана,nyní
730,heute::ADV,хӏакьину,dnes
731,heute::ADV,хӏакьину,dneska
732,morgen::ADV,гьуит,zítra
733,morgen::ADV,гьунттий,zítra
734,dann::ADV,яла,pak
735,dann::ADV,яла,potom
736,gestern::ADV,лахьхьу,včera
737,damals::ADV,та чӏумал,tehdy
738,damals::ADV,та чӏумал,tenkrát
739,danach::ADV,яла,podle toho
740,vorher::ADV,хьхьнчӏ,dříve
741,vorher::ADV,хьхьнчӏ,napřed
742,vorher::ADV,хьхьичӏва,dříve
743,vorher::ADV,хьхьичӏва,napřed
744,zuerst::ADV,бакӏрай,nejprve
745,zuerst::ADV,бакӏрай,nejdříve
746,zuerst::ADV,цӏу бутӏуй,nejprve
747,zuerst::ADV,цӏу бутӏуй,nejdříve
748,einmal::ADV,цал,jednou
