,Concept_ID,,cy
966,aufhängen::V,,hongian
967,anzünden::V,,cynnau
968,aufheben::V,,codi
969,zurücklassen::V,,gadael
970,verlieren::V,,colli
971,fallen lassen::V,,gollwng
972,machen::V,,gwneud
973,herstellen::V,,cynhyrchu
974,bauen::V,,adeiladu
975,reparieren::V,,trwsio
976,reparieren::V,,atgyweirio
977,verbessern::V,,diwygio
978,ändern::V,,altro
979,graben::V,,palu
980,graben::V,,cloddio
981,beugen::V,,plygu
982,biegen::V,,plygu
983,drehen::V,,troelli
984,wenden::V,,troi
985,umdrehen::V,,troi
986,heben::V,,codi
987,hochheben::V,,dyrchafu
988,ergreifen::V,,gafael
989,halten::V,,dal
990,drücken::V,,pwyso
991,drücken::V,,gwasgu
992,schieben::V,,gwthio
993,kratzen::V,,crafu
994,lecken::V,,llyfu
995,beißen::V,,cnoi
996,beißen::V,,brathu
997,abreißen::V,,tynnu ymaith
998,abschneiden::V,,torri
999,binden::V,,clymu
1000,stecken::V,,plannu
1001,brechen::V,,torri
1002,klopfen::V,,taro
1003,hauen::V,,taro
1004,kleben::V,,gludio
1005,reiben::V,,rhwbio
1006,streichen::V,,taenu
1007,schleifen::V,,hogi
1008,schneiden::V,,torri
1009,rütteln::V,,ysgytio
1010,schütteln::V,,siglo
1011,schütteln::V,,ysgwyd
1012,schwenken::V,,siglo
1013,schütten::V,,tywallt
1014,füllen::V,,llenwi
1015,einwickeln::V,,lapio
1016,tragen::V,,cludo
1017,schleppen::V,,llusgo
1018,ziehen::V,,tynnu
1019,aufbewahren::V,,cadw
1020,werfen::V,,taflu
1021,fangen::V,,dal
1022,packen::V,,cipio
1023,packen::V,,crafangu
1024,verstecken::V,,celu
1025,verstecken::V,,cuddio
1026,teilen::V,,rhannu
1027,schicken::V,,anfon
1028,bringen::V,,dod â
1029,hinzufügen::V,,chwanegu
1030,bekommen::V,,cael
1031,erhalten::V,,derbyn
1032,nehmen::V,,cymryd
1033,wählen::V,,dewis
1034,auswählen::V,,dethol
1035,bewahren::V,,cadw
1036,behindern::V,,atal
1037,behindern::V,,rhwystro
1038,verderben::V,,difetha
1039,beschädigen::V,,niweidio
1040,zerbrechen::V,,torri
1041,zerreißen::V,,rhwygo
1042,zerstören::V,,dinistrio
1043,verbrennen::V,,llosgi
1044,geben::V,,rhoi
1045,reichen::V,,estyn
1046,schenken::V,,rhoddi
1047,versprechen::V,,addo
1048,wünschen::V,,dymuno
1049,loben::V,,canmol
1050,küssen::V,,cusanu
1051,wiegen::V,,siglo
1052,zudecken::V,,gorchuddio
1053,wecken::V,,deffro
1054,zeigen::V,,dangos
1055,führen::V,,arwain
1056,lehren::V,,dysgu
1057,unterrichten::V,,hyfforddi
1058,aufziehen::V,,dod i fyny
1059,leiten::V,,arwain
1060,antreiben::V,,annog
1061,lassen::V,,gadael
1062,einladen::V,,gwahodd
1063,vereinigen::V,,uno
1064,vereinigen::V,,cyfuno
1065,besuchen::V,,ymweld â
1066,treffen::V,,cwrdd
1067,treffen::V,,cyfarfod
1068,sich versammeln::V,,casglu
1069,sich versammeln::V,,cynnull
1070,spielen::V,,chwarae
1071,singen::V,,canu
1072,tanzen::V,,dawnsio
1073,sich trennen::V,,ymwahanu
1074,verlassen::V,,gadael
1075,retten::V,,achub
1076,bewachen::V,,gwarchod
1077,schützen::V,,noddi
1078,verteidigen::V,,amddiffyn
1079,sich schlagen::V,,ffraeo
1080,sich schlagen::V,,terfysgu
1081,schießen::V,,saethu
1082,siegen::V,,ennill
1083,ärgern::V,,cythruddo
1084,schlagen::V,,curo
1085,treten::V,,cicio
1086,stechen::V,,pigo
1087,stoßen::V,,gwthio
1088,stehlen::V,,dwyn
1089,stehlen::V,,lladrata
1090,stören::V,,aflonyddu
1091,belästigen::V,,trafferthu
1092,verbergen::V,,cuddio
1093,täuschen::V,,twyllo
1094,betrügen::V,,hocedu
1095,töten::V,,lladd
1096,wohnen::V,,byw
1097,arbeiten::V,,gweithio
1098,sammeln::V,,casglu
1099,pflücken::V,,casglu
1100,jagen::V,,hela
1101,fischen::V,,pysgota
1102,fassen::V,,dal
1103,hüten::V,,bugeilio
1104,treiben::V,,gyrru
1105,anbinden::V,,clymu
1106,füttern::V,,porthi
1107,melken::V,,godro
1108,hacken::V,,torri
1109,gießen::V,,dyfrhau
1110,reifen::V,,aeddfedu
1111,zubereiten::V,,coginio
1112,kochen::V,,berwi
1113,backen::V,,pobi
1114,backen::V,,crasu
1115,braten::V,,ffrio
1116,umrühren::V,,cyffroi
1117,stricken::V,,gwau
1118,nähen::V,,gwnïo
1119,färben::V,,lliwio
1120,reinigen::V,,glanhau
1121,waschen::V,,golchi
1122,abwischen::V,,sychu
1123,spülen::V,,streulio
1124,fegen::V,,ysgubo
1125,kehren::V,,ysgubo
1126,baden::V,,cael bath
1127,sich waschen::V,,ymolchi
1128,ausziehen::V,,tynnu
1129,anziehen::V,,gwisgo
1130,sich anziehen::V,,ymwisgo
1131,kämmen::V,,cribo
1132,schmücken::V,,harddu
1133,schmücken::V,,addurno
1134,sagen::V,,dweud
1135,sprechen::V,,llefaru
1136,reden::V,,siarad
1137,sich unterhalten::V,,sgwrsio
1138,fragen::V,,gofyn
1139,bitten::V,,gofyn am
1140,erzählen::V,,dweud
1141,mitteilen::V,,cyfleu
1142,nennen::V,,enwi
1143,rufen::V,,galw
1144,prahlen::V,,brolio
1145,prahlen::V,,ymffrostio
1146,übersetzen::V,,cyfieithu
1147,denken::V,,meddwl
1148,glauben::V,,credu
1149,glauben::V,,coelio
1150,bemerken::V,,sylwi
1151,erkennen::V,,adnabod
1152,begreifen::V,,amgyffred
1153,verstehen::V,,deall
1154,lernen::V,,dysgu
1155,wissen::V,,gwybod
1156,sich erinnern an::V,,cofio
1157,vergessen::V,,anghofio
1158,messen::V,,mesur
1159,zählen::V,,cyfrif
1160,rechnen::V,,cyfrifo
1161,lesen::V,,darllen
1162,malen::V,,peintio
1163,zeichnen::V,,tynnu
1164,schreiben::V,,ysgrifennu
1165,besitzen::V,,meddu
1166,kaufen::V,,prynu
1167,verkaufen::V,,gwerthu
1168,bezahlen::V,,talu am
1169,zahlen::V,,talu
1170,beherrschen::V,,rheoli
1171,beherrschen::V,,llywodraethu
1172,ertragen::V,,dioddef
