,Concept_ID,kn,hy
55,Träne::N,ಕಣ್ಣೀರು,արտասուք
56,Geschmack::N,ರುಚಿ,համ
57,Geschmack::N,ರುಚಿ,բուրմունք
58,Geruch::N,ವಾಸನೆ,հոտ
59,Geruch::N,ವಾಸನೆ,բուրում
60,Schlaf::N,ನಿದ್ರೆ,քուն
61,Traum::N,ಕನಸು,երազ
62,Himmel::N,ಬಾನು,երկինք
63,Sonne::N,ಸೂರ್ಯ,արեւ
64,Mond::N,ಚಂದ್ರ,լուսին
65,Stern::N,ಚುಕ್ಕಿ,աստղ
66,Luft::N,ವಾಯು,օդ
67,Wind::N,ಗಾಳಿ,քամի
68,Welle::N,ಅಲೆ,ալիք
69,Wasser::N,ನೀರು,ջուր
70,Stein::N,ಕಲ್ಲು,քար
71,Boden::N,ನೆಲ,գետին
72,Erde::N,ಭೂಮಿ,հող
73,Staub::N,ದೂಳು,փոշի
74,Rauch::N,ಹೊಗೆ,ծուխ
75,Funke::N,ಕಿಡಿ,կայծ
76,Feuer::N,ಬೆಂಕಿ,կրակ
77,Feuer::N,ಬೆಂಕಿ,հրդեհ
78,Licht::N,ಬೆಳಕು,լույս
79,Schatten::N,ನೆರಳು,ստվեր
80,Wetter::N,ಹವ,եղանակ
81,Nebel::N,ಮಂಜು,մեգ
82,Nebel::N,ಮಂಜು,մառախուղ
83,Wolke::N,ಮೋಡ,ամպ
84,Regen::N,ಮಳೆ,անձրև
85,Schnee::N,ಹಿಮ,ձյուն
86,Eis::N,ಮಂಜುಗಡ್ಡೆ,սառույց
87,Frost::N,ಮಂಜು,սառնամանիք
88,Kälte::N,ಹಿಮ,դող
89,Hitze::N,ಉಷ್ಣ,շոգ
90,Raureif::N,ಇಬ್ಬನಿ,ցօղեղեամ
91,Regenbogen::N,ಇಂದ್ರಚಾಪ,ծիածան
92,Donner::N,ಗುಡುಗು,որոտ
93,Strömung::N,ಪ್ರವಾಹ,հոսանք
94,Tropfen::N,ತೊಟ್ಟು,կաթիլ
95,Schaum::N,ನೊರೆ,փրփուր
96,Schmutz::N,ಕಸ,կեղտ
97,See::N,ಸರೋವರ,լիճ
98,Sumpf::N,ಜೌಗುಸ್ಥಳ,ճահիճ
99,Moor::N,ಬಂಜರು ಭೂಮಿ,ճահիճ
100,Wiese::N,ಹುಲ್ಲುಗಾವಲು,մարգագետին
101,Wald::N,ಕಾಡು,անտառ
102,Hügel::N,ಗುಡ್ಡೆ,բլուր
103,Anhöhe::N,ದಿಬ್ಬ,բարձունք
104,Berg::N,ಮಲೆ,լեռ
105,Berg::N,ಪರ್ವತ,լեռ
106,Gipfel::N,ಶೃಂಗ,գագաթ
107,Gipfel::N,ಶೃಂಗ,կատար
108,Höhle::N,ಗುಹೆ,քարայր
109,Abhang::N,ಇಳಿಜಾರು,լանջ
110,Abhang::N,ಇಳಿಜಾರು,զառիվայր
111,Quelle::N,ಮೂಲ,աղբյուր
112,Bach::N,ತೊರೆ,վտակ
113,Fluss::N,ನದಿ,գետ
114,Ufer::N,ತೀರ,ծովափ
115,Küste::N,ದಂಡೆ,ափ
116,Küste::N,ದಂಡೆ,ծովափ
117,Festland::N,ಭೂಮಿ,ցամաք
118,Meer::N,ಕಡಲು,ծով
119,Bucht::N,ಖಾರಿ,հաչիւն
120,Insel::N,ದ್ವೀಪ,վղզի
121,Blume::N,ಸುಮ,ծաղիկ
122,Gras::N,ಹುಲ್ಲು,խոտ
123,Wurzel::N,ಬೇರು,արմատ
124,Baum::N,ಮರ,ծառ
125,Stamm::N,ಕಾಂಡ,իրան
126,Rinde::N,ತೂಗಟಿ,կեղեւ
127,Rinde::N,ತೂಗಟಿ,հաչոց
128,Ast::N,ಶಾಖೆ,ճյուղ
129,Zweig::N,ರೆಂಬೆ,ճյուղ
130,Blatt::N,ಎಲೆ,տերեւ
131,Birke::N,ಬರ್ಚ್ ಮರ,ցարասի
132,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,սոճի
133,Weide[Baum]::N,ವಿಲೋಮರ,ուռենի
134,Tanne::N,ಭದ್ರದಾರು,եղեւին
135,Horn::N,ಕೊಂಬು,
136,Feder::N,ಪುಕ್ಕ,փետուր
137,Fell::N,ರೋಮ,մորթի
138,Flügel::N,ರೆಕ್ಕೆ,թեւ
139,Klaue::N,ಪಂಜ,չանչ
140,Kralle::N,ಉಗುರು,ճանկ
141,Schwanz::N,ಬಾಲ,պոչ
142,Ei::N,ಮೊಟ್ಟೆ,ձու
143,Nest::N,ಗೂಡು,բույն
144,Bau::N,ಅಡಗುದಾಣ,որջ
145,Bau::N,ಅಡಗುದಾಣ,բայոց
146,Tier::N,ಪ್ರಾಣಿ,կենդանի
147,Herde::N,ಗುಂಪು,հոտ
148,Kuh::N,ಹಸು,կով
149,Bulle::N,ಗೂಳಿ,ցուլ
150,Pferd::N,ಕುದುರೆ,ձի
151,Schaf::N,ಕುರಿ,ոչխար
152,Schwein::N,ಹಂದಿ,խոզ
153,Hund::N,ನಾಯಿ,շուն
154,Katze::N,ಬೆಕ್ಕು,կատու
155,Bär::N,ಕರಡಿ,արջ
156,Eichhörnchen::N,ಉಡುತೆ,սկյուռ
157,Elch::N,ಕಡವೆ,հիւսիսային եղջերու
158,Fuchs::N,ನರಿ,աղվես
159,Hase::N,ಮೊಲ,նապաստակ
160,Maus::N,ಇಲಿ,մուկ
161,Wolf::N,ತೋಳ,գայլ
162,Vogel::N,ಪಕ್ಷಿ,թռչուն
163,Schwarm::N,ಗುಂಪು,երամ
164,Huhn::N,ಚಿಕ್,հավ
165,Hahn::N,ಹುಂಜ,աքաղաղ
166,Gans::N,ವರಟೆ,սագ
167,Adler::N,ಗರುಡ,արծիվ
168,Ente::N,ಬಾತು,բադ
169,Eule::N,ಗೂಬೆ,բու
170,Kranich::N,ಕೊಕ್ಕರ,կռունկ
171,Krähe::N,ಕಾಗೆ,ագռավ
172,Kuckuck::N,ಕೋಗಿಲೆ,կուկու
173,Schwan::N,ಹಂಸಪಕ್ಷಿ,կարապ
174,Fisch::N,ಮೀನು,ձուկ
175,Barsch::N,ಪರ್ಚ್ ಮೀನು,պերկես
176,Hecht::N,ಪೈಕ್ ಮೀನು,գայլաձուկ
177,Schlange[Tier]::N,ಹಾವು,օձ
178,Wurm::N,ಹುಳು,որդ
179,Wurm::N,ಹುಳು,ճիճու
180,Spinne::N,ಊರ್ಣನಾಭ,սարդ
181,Ameise::N,ಇರುವೆ,միջյուն
182,Laus::N,ಹೇನು,ոջիլ
183,Mücke::N,ಸೊಳ್ಳೆ,մժղուկ
184,Fliege::N,ನೊಣ,ճանճ
185,Schmetterling::N,ಪತಂಗ,թիթեռ
186,Beere::N,ನಯವಣ್ಣು,հատապտուղ
187,Apfel::N,ಸೇಬು,խնձոր
188,Pilz::N,ಅಣಬೆ,սունկ
189,Zwiebel::N,ನೀರುಳ್ಳಿ,սոխ
190,Saat::N,ಬಿತ್ತ,սերմ
191,Korn::N,ಬೀಜ,հատիկ
192,Heu::N,ಕರಡ,խոտ
193,Schale::N,ಹೊಟ್ಟು,կեղեւ
194,Grube::N,ಗುಂಡಿ,փոս
195,Falle::N,ಬೋನು,ծուղակ
196,Schlinge::N,ಉರುಲು,խեղդան
197,Spur::N,ಜಾಡು,հետք
198,Asche::N,ಬೂದಿ,մոխիր
199,Dreck::N,ಹೊಲಸು,աղտ
200,Eisen::N,ಕಬ್ಬಿಣ,երկաթ
201,Gold::N,ಚಿನ್ನ,ոսկի
202,Silber::N,ಬೆಳ್ಳಿ,արծաթ
203,Kohle::N,ಕಲ್ಲಿದ್ದಲು,քարածուխ
204,Glas::N,ಗಾಜು,ապակի
205,Lehm::N,ಜೇಡಿಮಣ್ಣು,կավ
206,Sand::N,ಮರಳು,ավազ
207,Mensch::N,ಪುರುಷ,մարդ
208,Mann::N,ಆಳು,մարդ
209,Mann::N,ಆಳು,տղամարդ
210,Frau::N,ಹೆಣ್ಣು,կին
211,Kind::N,ಮಗು,զավակ
212,Junge::N,ಹುಡುಗ,տղա
213,Mädchen::N,ಹುಡುಗಿ,աղջիկ
214,Familie::N,ಕುಟುಂಬ,ընտանիք
215,Großvater::N,ಅಜ್ಜ,պապ
216,Großmutter::N,ಅಮ್ಮ,տատ
217,Eltern::N,ಹೆತ್ತವರು,ծնողներ
218,Vater::N,ತಂದೆ,հայր
219,Mutter::N,ಅಮ್ಮ,մայր
220,Sohn::N,ಮಗ ,որդի
221,Tochter::N,ಮಗಳು,աղջիկ
222,Tochter::N,ಮಗಳು,դուստր
223,Bruder::N,ತಮ್ಮ,եղբայր
224,Schwester::N,ತಂಗಿ,քույր
225,Onkel::N,ಸೋದರಮಾವ,քեռի
226,Onkel::N,ಸೋದರಮಾವ,հորեղբայր
227,Onkel::N,ದೊಡ್ಡಪ್ಪ,քեռի
228,Onkel::N,ದೊಡ್ಡಪ್ಪ,հորեղբայր
229,Tante::N,ಚಿಕ್ಕಮ್ಮ,մորաքույր
230,Ehemann::N,ಗಂಡ,մարդ
231,Ehemann::N,ಗಂಡ,ամուսին
232,Ehefrau::N,ಹೆಂಡತಿ,կին ամուսին
233,Freude::N,ನಲಿವು,ուրախություն
234,Gelächter::N,ನಗೆ,ծիծաղ
235,Glück::N,ಆನಂದ,երջանկություն
236,Kummer::N,ದುಃಖ,վիշտ
237,Wunsch::N,ಬಯಕೆ,ցանկություն
238,Lust::N,ಇಷ್ಟ,փափագ
239,Lust::N,ಇಷ್ಟ,իղձ
240,Geist::N,ಆತ್ಮ,ոգի
241,Gedanke::N,ಯೋಚನೆ,միտք
242,Gedächtnis::N,ಸ್ಮರಣೆ,հիշողություն
243,Verstand::N,ಮನಸ್ಸು,խելք
244,Sinn::N,ಅರ್ಥ,իմաստ
245,Grund::N,ಕಾರಣ,պատճառ
246,Wahrheit::N,ಸತ್ಯ,ճշմարտություն
247,Gespräch::N,ಸಂಭಾಷಣೆ,զրույց
248,Märchen::N,ಸುಳ್ಳು ಕಥೆ,պայիկի պատմություն
249,Erzählung::N,ಕಥೆ,պատմվածք
250,Erzählung::N,ಕಥೆ,պատմություն
251,Nachricht::N,ಸಂದೇಶ,հաղորդագրություն
252,Neuigkeit::N,ಸುದ್ದಿ,լուր
253,Neuigkeit::N,ಸುದ್ದಿ,նորություն
254,Name::N,ಹೆಸರು,անուն
255,Rätsel::N,ಒಗಟು,բարդ խնդիր
256,Rede::N,ಮಾತು,ճառ
257,Rede::N,ಮಾತು,ելույթ
258,Sprache::N,ಭಾಷೆ,լեզու
259,Stimme::N,ಧ್ವನಿ,ձայն
260,Wort::N,ಮಾತು,բառ
261,Zeichen::N,ಗುರುತು,նշան
262,Ruf::N,ಕೂಗು,կոչ
263,Ruf::N,ಕೂಗು,կանչ
264,Lärm::N,ಸದ್ದು,աղմուկ
265,Laut::N,ಶಬ್ದ,հնչյուն
266,Laut::N,ಶಬ್ದ,ձայն
267,Ton::N,ನಾದ,տոն
268,Lied::N,ಗಾನ,երգ
269,Ruhe::N,ಶಾಂತಿ,անդորրություն
270,Leute::N,ಮಂದಿ,մարդիկ
271,Volk::N,ಜನಾಂಗ,ազգ
272,Arbeit::N,ಕೆಲಸ,գործ
273,Arbeit::N,ಕೆಲಸ,աշխատանք
274,Gast::N,ಅತಿಥಿ,հյուր
275,Geschenk::N,ಕಾಣಿಕೆ,նվեր
276,Spiel::N,ಆಟ,խաղ
277,Gesellschaft::N,ಸಂಗ,ընկերություն
278,Hilfe::N,ಸಹಾಯ,օգնությթուն
279,Freund::N,ಸ್ನೇಹಿತ,ընկեր
280,Freund::N,ಸ್ನೇಹಿತ,բարեկամ
281,Kamerad::N,ಜೊತೆಗಾರ,ուղեկից
282,Angelegenheit::N,ವಿಚಾರ,բան
283,Angelegenheit::N,ವಿಚಾರ,գործ
284,Anzahl::N,ಎಣಿಕೆ,քանակ
285,Anzahl::N,ಎಣಿಕೆ,գումար
286,Art::N,ತರ,տեսակ
287,Stück::N,ತುಂಡು,կտոր
288,Teil::N,ಭಾಗ,մաս
289,Hälfte::N,ಅರ್ಧ,կես
290,Kreis::N,ವೃತ್ತ,շիջանակ
291,Kreuz::N,ಶಿಲುಬೆ,խաչ
292,Linie::N,ರೀಖೆ,գիծ
293,Strich::N,ಗೀಟು,գիծ
294,Abstand::N,ಅಂತರ,անջրպետ
295,Entfernung::N,ದೂರ,հեռավորություն
296,Gegend::N,ವಿಸ್ತೀರ್ಣ,շրջան
297,Platz::N,ಅಂತರ,տարածություն
298,Ort::N,ಸ್ಥಳ,տեղ
299,Ort::N,ಸ್ಥಳ,վայր
300,Seite::N,ಪಕ್ಷ,կողմ
301,Mitte::N,ನಡು,մեջտեղ
302,Gegenstand::N,ವಸ್ತು,առարկա
303,Sache::N,ವಸ್ತು,բան
304,Rand::N,ಅಂಚು,վերջք
305,Kante::N,ಅಂಚು,եզր
306,Ecke::N,ಮೂಲೆ,անկյուն
307,Spitze::N,ತುದಿ,ծայր
308,Ende::N,ಕೊನೆ,ծայր
309,Loch::N,ತೂತು,անցք
310,Winkel::N,ಕೋನ,անկյուն
311,Muster::N,ನಮೂನೆ,օրինակ
312,Größe::N,ಪ್ರಮಾಣ,մեծություն
313,Länge::N,ಉದ್ದ,երկարություն
314,Höhe::N,ಎತ್ತರ,բարձրություն
315,Gewicht::N,ತೂಕ,կշիռ
316,Menge::N,ಮೊತ್ತ,քանակ
317,Haufen::N,ರಾಶಿ,դեզ
318,Haufen::N,ರಾಶಿ,կույտ
319,Reihe::N,ಸಾಲು,շարք
320,Reihe::N,ಸಾಲು,կարգ
321,Boot::N,ದೋಣಿ,նավակ
322,Ruder::N,ಹುಟ್ಟು,թի
323,Ruder::N,ಹುಟ್ಟು,թիակ
324,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,բալխիր
325,Ski::N,ಜಾರುಪಟ್ಟಿ,դահուկ
326,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,բացօդեայ կրակ
327,Last::N,ಹೊರೆ,բեռ
328,Gang::N,ತಿರುಗಾಟ,զբոսանք
329,Schritt::N,ಹೆಜ್ಜೆ,քայլ
330,Norden::N,ಉತ್ತರ,հյուսիս
331,Süden::N,ದಕ್ಷಿಣ,հարավ
332,Westen::N,ಪಶ್ಚಿಮ,արեւմուտք
333,Osten::N,ಮೂಡಲು,արեւելք
334,Holz::N,ಚೌಬೀನೆ,փայտ
335,Brett::N,ಹಲಗೆ,տախտակ
336,Platte::N,ಹಲಗೆ,թիթեղ
337,Stütze::N,ಆಸರೆ,նեցուկ
338,Stange::N,ಕಂಬ,ձող
339,Stock::N,ಕೋಲು,փայտ
340,Stab::N,ದೊಣ್ಣೆ,ցուպ
341,Stab::N,ದೊಣ್ಣೆ,գավազան
342,Rohr::N,ನಳಿಕೆ,խողովակ
343,Haus::N,ಮನೆ,տուն
344,Heim::N,ಗೃಹ,տուն
345,Ofen::N,ಒಲೆ,վառարան
346,Fußboden::N,ನೆಲ,հատակ
347,Tisch::N,ಮೇಜು,սեղան
348,Stuhl::N,ಕುರ್ಚಿ,աթոռ
349,Wiege::N,ತೊಟ್ಟಿಲು,օրորոց
350,Bett::N,ಹಾಸಿಗೆ,անկողին
351,Regal::N,ಬೀರು,դարակ
352,Kiste::N,ಪಟ್ಟಿಗೆ,տուփ
353,Fenster::N,ಕಿಟಕಿ,պատուհան
354,Tür::N,ಬಾಗಿಲು,դուռ
355,Tor::N,ಹೆಬ್ಬಾಗಿಲು,դարպաս
356,Zaun::N,ಬೇಲಿ,ցանկապատ
357,Dach::N,ಮಾಳಿಗೆ,տանիք
358,Dach::N,ಮಾಳಿಗೆ,կտուր
359,Leiter::N,ಏಣಿ,սանդուղք
360,Besen::N,ಪೊರಕೆ,ավել
361,Spaten::N,ಗುದ್ದಲಿ,բահ
362,Schaufel::N,ಸನಿಕೆ,թի
363,Gabel::N,ಕವಲು,պատառաքաղ
364,Löffel::N,ಚಮಚ,գդալ
365,Messer::N,ಚಾಕು,դանակ
366,Nagel::N,ಆಣಿ,մեխ
367,Netz::N,ಬಲೆ,ցանց
368,Haken::N,ಕೊಂಡಿ,կարթ
369,Griff::N,ಹಿಡಿ,կոթ
370,Griff::N,ಹಿಡಿ,բռնակ
371,Schloss::N,ವೀಗ,կողպեք
372,Bild::N,ಚಿತ್ರ,նկար
373,Bild::N,ಚಿತ್ರ,պատկեր
374,Figur::N,ಆಕಾರ,քանդակ
375,Figur::N,ಆಕಾರ,պատկեր
376,Puppe::N,ಗೊಂಬೆ,տիկնիկ
377,Beutel::N,ಸಂಚಿ,տոպրակ
378,Bündel::N,ಕಟ್ಟು,կապոց
379,Tasche::N,ಚೀಲ,պայուսակ
380,Eimer::N,ಬಾನೆ,դույլ
381,Deckel::N,ಮುಚ್ಚಳ,կափարիչ
382,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,ամանեղեն
383,Sack::N,ಮೂಟೆ,պարկ
384,Sack::N,ಮೂಟೆ,տոպրակ
385,Tasse::N,ಬಟ್ಟಲು,թաս
386,Tasse::N,ಬಟ್ಟಲು,գավաթ
387,Topf::N,ಮಡಕೆ,անոթ
388,Kessel::N,ಕೆಟಲ್,կաթսա
389,Essen::N,ಊಟ,կերակուր
390,Nahrung::N,ಆಹಾರ,ուտելիք
391,Speise::N,ಊಟ,խորտիկ
392,Speise::N,ಊಟ,կերակուր
393,Fleisch::N,ಮಾಂಸ,միս
394,Getreide::N,ಧಾನ್ಯ,հացահատիկ
395,Brei::N,ಗಂಜಿ,լանդակ
396,Brot::N,ರೊಟ್ಟಿ,հաց
397,Scheibe::N,ಹೋಳು,կտոր
398,Scheibe::N,ಹೋಳು,պատառ
399,Fett::N,ಕೊಬ್ಬು,ճարպ
400,Butter::N,ಬೆಣ್ಣೆ,կարագ
401,Öl::N,ಎಣ್ಣೆ,ձեթ
402,Salz::N,ಉಪ್ಪು,աղ
403,Suppe::N,ಎಸರು,սուպ
404,Suppe::N,ಎಸರು,ապուր
405,Honig::N,ಮಧು,մեղր
406,Milch::N,ಹಾಲು,կաթ
407,Tee::N,ಚಹ,թեյ
408,Leder::N,ಚಕ್ಕಳ,կաշի
409,Wolle::N,ಉಣ್ಣೆ,բուրդ
410,Stoff::N,ಬಟ್ಟೆ,գործվածք
411,Nadel::N,ಸೂಜಿ,ասեղ
412,Faden::N,ದಾರ,թել
413,Knopf::N,ಗುಂಡು,կոճակ
414,Knoten::N,ಗಂಟು,հանգույց
415,Farbe::N,ಬಣ್ಣ,ներկ
416,Kleidung::N,ಅರಿವೆ,հագուստ
417,Hemd::N,ಅಂಗಿ,վերնաշապիկ
418,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,օձիք
419,Ärmel::N,ತೋಳು,թեւք
420,Hose::N,ಇಜಾರ,շալվար
421,Gürtel::N,ಬೆಲ್ಟು,գոտի
422,Mütze::N,ಟೋಪಿ,կեպի
423,Schuh::N,ಪಾದರಕ್ಷೆ,կոշիկ
424,Stiefel::N,ಬೂಟು,երկարաճիթ կոշիկ
425,Ring::N,ಉಂಗುರ,զնգալ
426,Band::N,ರಿಬ್ಬನ್,ժապավեն
427,Kamm::N,ಹಣಿಗೆ,սանր
428,Spiegel::N,ಕನ್ನಡಿ,հայելի
429,Riemen::N,ಬಾರು,փոկ
430,Schnur::N,ಹುರಿ,լար
431,Leine::N,ಹಗ್ಗ,փոկ
432,Decke::N,ಕಂಬಳಿ,վերմակ
433,Kissen::N,ದಿಂಬು,բարձ
434,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,թաշկինակ
435,Handtuch::N,ಚೌಕ,սրբիչ
436,Kraft::N,ಬಲ,ուժ
437,Stärke::N,ಶಕ್ತಿ,պնդություն
438,Stärke::N,ಶಕ್ತಿ,ամրություն
439,Gesundheit::N,ಆರೋಗ್ಯ,առողջություն
440,Krankheit::N,ರೋಗ,ախտ
441,Krankheit::N,ರೋಗ,հիվանդություն
442,Schmerz::N,ನೋವು,ցավ
443,Schmerz::N,ನೋವು,տանջանք
444,Wunde::N,ಗಾಯ,վերք
445,Fieber::N,ಜ್ವರ,տենդ
446,Arznei::N,ಔಷಧ,դեղ
447,Brücke::N,ಸೇತುವೆ,կամուրջ
448,Brunnen::N,ಬಾವಿ,հոր
449,Brunnen::N,ಬಾವಿ,ջրհոր
450,Weide::N,ಗೋಮಾಳ,արոտավայր
451,Pfad::N,ದಾರಿ,արահետ
452,Weg::N,ಹಾದಿ,ուղի
453,Straße::N,ರಸ್ತೆ,ճանապարհ
454,Dorf::N,ಹಳ್ಳಿ,գյուղ
455,Stadt::N,ಪಟ್ಟಣ,քաղաք
456,Brief::N,ಕಾಗದ,նամակ
457,Buch::N,ಪುಸ್ತಕ,գիրք
458,Buchstabe::N,ಅಕ್ಷರ,տառ
459,Buchstabe::N,ಅಕ್ಷರ,գիր
460,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,լրագիր
461,Leben::N,ಜೀವನ,կյանք
462,Tod::N,ಮರಣ,մահ
463,Grab::N,ಗೋರಿ,գերեզման
464,Kirche::N,ಚರ್ಚು,եկեղեցի
465,Sünde::N,ಪಾಪ,մեղք
466,Gott::N,ದೇವರು,աստված
467,Arbeiter::N,ಕೆಲಸಗಾರ,բանվոր
468,Arbeiter::N,ಕೆಲಸಗಾರ,աշխատող
469,Chef::N,ದಣಿ,տեր
470,Meister::N,ಶಿಕ್ಷಕ,վարպետ
471,Arzt::N,ವೈದ್ಯ,բժիշկ
472,Lehrer::N,ಉಪಾಧ್ಯಾಯ,ուսուցիչ
473,Geld::N,ಹಣ,փող
474,Geschäft::N,ವಾಣಿಜ್ಯ,գործ
475,Geschäft::N,ವಾಣಿಜ್ಯ,աշխատանք
476,Laden::N,ಅಂಗಡಿ,կրպակ
477,Laden::N,ಅಂಗಡಿ,խանութ
478,Preis::N,ಬೆಲೆ,գին
479,Ware::N,ಸರಕು,ապրանք
480,Nutzen::N,ಲಾಭ,օգուտ
481,Reichtum::N,ಸಂಪತ್ತು,հարստություն
482,Welt::N,ಭೂಲೋಕ,աշխարհ
483,Land::N,ದೇಶ,երկիր
484,Staat::N,ರಾಜ್ಯ,պետություն
485,König::N,ರಾಜ,արքա
486,König::N,ರಾಜ,թագավոր
487,Macht::N,ಅಧಿಕಾರ,իշխանություն
488,Grenze::N,ಗಡಿ,սահման
489,Krieg::N,ಯುದ್ಧ,պատերազմ
490,Feind::N,ಶತ್ರು,թշնամի
491,Gewalt::N,ಹಿಂಸೆ,բռնություն
492,Gewalt::N,ಹಿಂಸೆ,սաստկություն
493,Kampf::N,ಹೋರಾಟ,մարտ
494,Bogen[Waffe]::N,ಬಿಲ್ಲು,աղեղ
495,Pfeil::N,ಅಂಬು,նետ
496,Gewehr::N,ಬಂದೂಕು,հրացան
497,Fehler::N,ತಪ್ಪು,սխալ
498,Lüge::N,ಸುಳ್ಳು,սուտ
499,Schaden::N,ಹಾನಿ,վնաս
500,Unglück::N,ಅಪಾಯ,դժբախտություն
501,Schuld::N,ದೋಷ,պակասություն
502,Alter::N,ಮುಪ್ಪು,հասակ
503,Schluss::N,ಮುಕ್ತಾಯ,վերջ
504,Schluss::N,ಮುಕ್ತಾಯ,վախճան
505,Zeit::N,ಕಾಲ,ժամանակ
506,Tag::N,ದಿನ,օր
507,Morgen::N,ಮುಂಜಾನೆ,առավոտ
508,Mittag::N,ನಡುಹಗಲು,կեսօր
509,Abend::N,ಸಂಜೆ,երեկո
510,Nacht::N,ರಾತ್ರಿ,գիշեր
511,Woche::N,ವಾರ,շաբաթ
512,Monat::N,ತಿಂಗಳು,ամիս
513,Jahr::N,ಸಂವತ್ಸರ,տարի
514,Frühling::N,ವಸಂತ,գարուն
515,Sommer::N,ಬಿಸಿಲುಕಾಲ,ամառ
516,Herbst::N,ಶರತ್ಕಾಲ,աշուն
517,Winter::N,ಚಳಿಗಾಲ,ձմեռ
518,Januar::N,ನಾಲ್ಚಳಿ,հունվար
519,Februar::N,ಅಯ್ಚಳಿ,փետրվար
520,März::N,ಮೊಬ್ಬೇಸಿಗೆ,մարտ
521,April::N,ಇಬ್ಬೇಸಿಗೆ,ապրիլ
522,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,մայիս
523,Juni::N,ಮೊಮ್ಮಳೆ,հունիս
524,Juli::N,ಇಮ್ಮಳೆ,հուլիս
525,August::N,ಮುಮ್ಮಳೆ,օգոստոս
526,September::N,ನಾಲ್ಮಳೆ,սեպտեմբեր
527,Oktober::N,ಮೊಚ್ಚಳಿ,հոկտեմբեր
528,November::N,ಇಚ್ಚಳಿ,նոյեմբեր
529,Dezember::N,ಮುಚ್ಚಳಿ,դեկտեմբեր
530,Montag::N,ಸೋಮುವಾರ,երկուշաբթի
531,Dienstag::N,ಮಂಗಳವಾರ,երեքշաբթի
532,Mittwoch::N,ಬುಧವಾರ,չորեքշաբթի
533,Donnerstag::N,ಗುರುವಾರ,հինգշաբթի
534,Freitag::N,ಶುಕ್ರವಾರ,ուրբաթ
