,Concept_ID,az,kk
272,Kummer::N,qəm,қайғы
273,Kummer::N,qəm,қасырет
274,Kummer::N,kədər,аза
275,Kummer::N,kədər,қайғы
276,Kummer::N,kədər,қасырет
277,Wunsch::N,arzu,мүдде
278,Lust::N,həvəs,тәбет
279,Lust::N,həvəs,ынтызар
280,Lust::N,həvəs,құштарлық
281,Geist::N,ruh,рух
282,Gedanke::N,fikir,ой
283,Gedanke::N,düşüncə,ой
284,Gedächtnis::N,xatir,ес
285,Gedächtnis::N,xatir,жады
286,Gedächtnis::N,xatir,ақыл-ес
287,Gedächtnis::N,hafizə,ес
288,Gedächtnis::N,hafizə,жады
289,Gedächtnis::N,hafizə,ақыл-ес
290,Verstand::N,ağıl,ақыл
291,Verstand::N,ağıl,парасат
292,Sinn::N,məna,мән
293,Sinn::N,məna,маныз
294,Sinn::N,məna,мағына
295,Sinn::N,məna,мән-мағына
296,Grund::N,səbəb,себеп
297,Wahrheit::N,haqq,рас
298,Wahrheit::N,doğruluq,рас
299,Gespräch::N,söhbət,әңгіме
300,Gespräch::N,qonuşma,әңгіме
301,Märchen::N,nağıl,ертеп
302,Märchen::N,nağıl,ертек
303,Erzählung::N,hekayə,әңгіме
304,Nachricht::N,xəbər,хабар
305,Neuigkeit::N,xəbər,жаңалық
306,Neuigkeit::N,yenilik,жаңалық
307,Name::N,ad,ат
308,Name::N,ad,атау
309,Rätsel::N,tapmaca,жұмбақ
310,Rede::N,nitq,сөз
311,Sprache::N,dil,тіл
312,Stimme::N,səs,үн
313,Stimme::N,səs,әуен
314,Stimme::N,səs,дауыс
315,Wort::N,söz,сөз
316,Wort::N,kəlmə,сөз
317,Zeichen::N,nişan,ишара
318,Ruf::N,çığırtı,айғай
319,Lärm::N,gurultu,айғай-шу
320,Lärm::N,gurultu,айғай-ұйғай
321,Laut::N,səs,дыбыс
322,Laut::N,səs,дауыс
323,Ton::N,ton,әуен
324,Lied::N,mahnı,ән
325,Lied::N,mahnı,жыр
326,Lied::N,mahnı,ән-жыр
327,Ruhe::N,sakitlik,тыныштық
328,Leute::N,xalq,кісілер
329,Volk::N,millət,халық
330,Arbeit::N,iş,еңбек
331,Arbeit::N,əmək,еңбек
332,Gast::N,qonaq,қонақ
333,Gast::N,qonaq,мейман
334,Gast::N,müsafir,қонақ
335,Gast::N,müsafir,мейман
336,Geschenk::N,hədiyyə,қадия
337,Spiel::N,oyun,ойын
338,Spiel::N,tamaşa,ойын
339,Gesellschaft::N,cəmiyyet,қауым
340,Gesellschaft::N,cəmiyyet,жұртшылық
341,Hilfe::N,kömək,жэрдем
342,Hilfe::N,yardım,жэрдем
343,Freund::N,dost,дос
344,Kamerad::N,yoldaş,дос-жар
345,Angelegenheit::N,iş,жұмыс
346,Anzahl::N,say,сан
347,Anzahl::N,say,саны
348,Art::N,çeşid,түр
349,Stück::N,dənə,тілім
350,Stück::N,parça,тілім
351,Teil::N,qisim,үлес
352,Teil::N,qisim,бөлшек
353,Hälfte::N,yarım,жарты
354,Kreis::N,dairə,шеңбер
355,Kreuz::N,xaç,крест
356,Linie::N,xətt,сызық
357,Strich::N,cızıq,сызық
358,Abstand::N,məsafə,ара
359,Abstand::N,məsafə,аралық
360,Entfernung::N,məsafə,аралық
361,Entfernung::N,uzaqlıq,аралық
362,Gegend::N,bölgə,өңір
363,Platz::N,yer,орны
364,Ort::N,yer,орын
365,Seite::N,yan,жақ
366,Seite::N,yan,бүйір
367,Seite::N,tərəf,жақ
368,Seite::N,tərəf,бүйір
369,Mitte::N,orta,ортасы
370,Gegenstand::N,şey,зат
371,Gegenstand::N,şey,нәрсе
372,Sache::N,şey,бұйым
373,Rand::N,kənar,шет
374,Rand::N,kənar,шеті
375,Kante::N,tiyə,қыр
376,Kante::N,tiyə,қыры
377,Kante::N,kənar,қыр
378,Kante::N,kənar,қыры
379,Ecke::N,bucaq,қыры
380,Ecke::N,bucaq,бұрыш
381,Spitze::N,uc,ұшы
382,Ende::N,son,аяқ
383,Ende::N,son,соңы
384,Ende::N,axır,аяқ
385,Ende::N,axır,соңы
386,Loch::N,deşik,тесік
387,Winkel::N,guşə,мүйіс
388,Muster::N,ülgü,мәнер
389,Größe::N,böyüklük,ауқым
390,Größe::N,böyüklük,көлемдік
391,Länge::N,uzunluq,бой
392,Länge::N,uzunluq,ұзындық
393,Höhe::N,yüksəklik,жоғарылық
394,Höhe::N,yüksəklik,биіктік
395,Gewicht::N,çəki,салмақ
396,Gewicht::N,ağırlıq,салмақ
397,Menge::N,miqdar,мөлшер
398,Haufen::N,yığın,үйме
399,Haufen::N,yığın,үйінді
400,Reihe::N,səf,сап
401,Reihe::N,sıra,сап
402,Boot::N,qayıq,қайық
403,Ruder::N,kürək,ескек
404,Schlitten::N,kirşə,шана
405,Ski::N,xizək,шаңғы
406,Lagerfeuer::N,düşərgə tonqalı,алау
407,Last::N,yük,ауырлық
408,Last::N,yük,ауыр зат
409,Gang::N,yeriş,жүріс
410,Schritt::N,addım,адым
411,Norden::N,şimal,солтүстік
412,Norden::N,şimal,терістік
413,Süden::N,cənub,оңтүстік
414,Westen::N,qərb,батыс
415,Osten::N,şərq,күншығыс
416,Holz::N,ağac,ағаш
417,Holz::N,ağac,сүрек
418,Holz::N,taxta,ағаш
419,Holz::N,taxta,сүрек
420,Brett::N,taxta,тақта
421,Platte::N,lövhə,тақта
422,Stütze::N,dayaq,тіреу
423,Stütze::N,dəstək,тіреу
424,Stange::N,şüvül,қада
425,Stock::N,dəyənək,сойыл
426,Stab::N,əsa,сырық
427,Stab::N,şüvül,сырық
428,Rohr::N,boru,құбыр
429,Rohr::N,truba,құбыр
430,Haus::N,ev,үй
431,Heim::N,ev,үйлі
432,Heim::N,ev,шаңырақ
433,Ofen::N,peç,ошақ
434,Ofen::N,peç,пеш
435,Ofen::N,soba,ошақ
436,Ofen::N,soba,пеш
437,Fußboden::N,döşəmə,еден
438,Tisch::N,masa,үстел
439,Stuhl::N,stul,орындық
440,Wiege::N,beşik,бесік
441,Bett::N,yataq,кереует
442,Regal::N,rəf,сөре
443,Kiste::N,yeşik,жәшік
444,Kiste::N,sandıq,жәшік
445,Fenster::N,pəncərə,терезе
446,Tür::N,qapı,есік
447,Tor::N,darvaza,дарбаза
448,Zaun::N,çəpər,дуал
449,Dach::N,dam,шатыр
450,Leiter::N,nərdivan,саты
451,Leiter::N,nərdivan,басқыш
452,Besen::N,süpürgə,сыпырғыш
453,Spaten::N,kürək,күрек
454,Schaufel::N,kürək,қалақ
455,Gabel::N,çəngəl,аша
456,Gabel::N,çəngəl,шанышқы
457,Löffel::N,qaşıq,қасық
458,Messer::N,bıçaq,пышақ
459,Nagel::N,mıx,мық
460,Nagel::N,mıx,шеге
461,Netz::N,tor,керегекөз
462,Haken::N,çəngəl,ілмек
463,Griff::N,qulp,сап
464,Griff::N,qulp,тұтқа
465,Griff::N,tutacaq,сап
466,Griff::N,tutacaq,тұтқа
467,Schloss::N,qıfıl,құлып
468,Schloss::N,qıfıl,бекіткіш
469,Bild::N,rəsm,сурет
470,Figur::N,şəkil,тұлға
471,Figur::N,heykəl,тұлға
472,Puppe::N,kukla,қуыршақ
473,Puppe::N,gəlincik,қуыршақ
474,Beutel::N,kisə,қапшық
475,Beutel::N,torba,қапшық
476,Bündel::N,bağlama,байлам
477,Tasche::N,çanta,дорба
478,Eimer::N,vedrə,шелек
479,Eimer::N,çəllək,шелек
480,Deckel::N,qapaq,жапқыш
481,Geschirr::N,qab-qazan,ыдыс
482,Sack::N,çuval,қап
483,Tasse::N,fincan,шыныаяқ
484,Topf::N,qazan,кәстрөл
485,Kessel::N,qazan,қазан
486,Essen::N,yemək,ас
487,Nahrung::N,qida,ас
488,Nahrung::N,qida,тамақ
489,Speise::N,xörək,тағам
490,Fleisch::N,ət,ет
491,Getreide::N,taxıl,дәнді
492,Brei::N,aş,ботқа
493,Brei::N,sıyıq,ботқа
494,Brot::N,çörək,күлше
495,Scheibe::N,dilim,тілім
496,Fett::N,yağ,май
497,Butter::N,kərə yağı,май
498,Öl::N,yağ,май
499,Salz::N,duz,тұз
500,Suppe::N,şorba,көже
501,Honig::N,bal,бал
502,Milch::N,süd,сүт
503,Tee::N,çay,шай
504,Leder::N,dəri,көн
505,Wolle::N,yun,жүн
506,Stoff::N,qumaş,мата
507,Stoff::N,qumaş,кездеме
508,Nadel::N,iynə,ине
509,Faden::N,sap,жіп
510,Knopf::N,düymə,түйме
511,Knoten::N,düyün,түйін
512,Farbe::N,boya,рең
513,Kleidung::N,geyim,киім
514,Hemd::N,köynək,жейде
515,Kragen::N,yaxa,жаға
516,Ärmel::N,qol,жең
517,Hose::N,şalvar,шалбар
518,Gürtel::N,kəmər,белбеу
519,Mütze::N,şapka,қалпақ
520,Schuh::N,tufli,кебіс
521,Schuh::N,ayaqqabı,кебіс
522,Stiefel::N,çəkmə,етік
523,Ring::N,üzük,жүзік
524,Band::N,lent,таспа
525,Kamm::N,daraq,тарақ
526,Spiegel::N,güzgü,айна
527,Riemen::N,qayış,қайыс
528,Schnur::N,ip,жіп
529,Leine::N,kəmsik,тізгін
530,Decke::N,ədyal,көрпе
531,Decke::N,yorğan,көрпе
532,Kissen::N,yastıq,жастық
533,Tuch::N,şarf,орамал
534,Tuch::N,kaşne,орамал
535,Handtuch::N,dəsmal,сүлгі
536,Kraft::N,güc,қуат
537,Kraft::N,güc,қарқын
538,Kraft::N,güc,әл-шама
539,Kraft::N,güc,әл-дәрмен
540,Stärke::N,qüvvət,әл
541,Stärke::N,qüvvət,күш
542,Gesundheit::N,sağlamlıq,денсаулык
543,Krankheit::N,xəstəlik,ауру
544,Schmerz::N,ağrı,ауру
545,Schmerz::N,sancı,ауру
546,Wunde::N,yara,зақым
547,Wunde::N,yara,жарақат
548,Fieber::N,isitmə,безгек
549,Fieber::N,isitmə,қалтырау
550,Fieber::N,isitmə,қызу көтерілуі
551,Fieber::N,qızdırma,безгек
552,Fieber::N,qızdırma,қалтырау
553,Fieber::N,qızdırma,қызу көтерілуі
554,Arznei::N,ilaç,дәрі
555,Arznei::N,ilaç,дәрі-дәрмек
556,Arznei::N,dərman,дәрі
557,Arznei::N,dərman,дәрі-дәрмек
558,Brücke::N,körpü,көпір
559,Brunnen::N,quyu,құдық
560,Weide::N,otlaq,өріс
561,Weide::N,otlaq,жайылым
562,Pfad::N,cığır,жол
563,Weg::N,yol,жол
564,Straße::N,küçə,жол
565,Dorf::N,kənd,ауыл
566,Stadt::N,şəhər,қала
567,Stadt::N,şəhər,шаһар
568,Brief::N,məktub,хат
569,Brief::N,məktub,жазу
570,Buch::N,kitab,кітап
571,Buchstabe::N,hərf,әріп
572,Buchstabe::N,hərf,қаріп
573,Zeitung::N,qəzet,газет
574,Leben::N,həyat,өмір
575,Leben::N,həyat,тіршілік
576,Tod::N,ölüm,опат
577,Grab::N,qəbir,мола
578,Grab::N,qəbir,мазар
579,Kirche::N,kilsə,шіркеу
580,Sünde::N,günah,күнә
581,Gott::N,tanrı,алла
582,Gott::N,tanrı,құдай
583,Gott::N,tanrı,тәңірі
584,Gott::N,tanrı,пәруардігер
585,Gott::N,tanrı,жаратқан тәңірі
586,Arbeiter::N,işçi,жүмысшы
587,Chef::N,şef,басшы
588,Chef::N,şef,жұмыс басқарушысы
589,Chef::N,rəis,басшы
590,Chef::N,rəis,жұмыс басқарушысы
591,Meister::N,usta,шебер
592,Meister::N,usta,өнерпаз
593,Arzt::N,həkim,дәрігер
594,Arzt::N,doktor,дәрігер
595,Lehrer::N,müəllim,мұғалім
596,Geld::N,pul,пұл
597,Geschäft::N,ticarət,бизнес
598,Laden::N,dükan,дүкен
599,Preis::N,qiymət,ақы
600,Preis::N,qiymət,құны
601,Preis::N,qiymət,нарық
602,Ware::N,mal,тауар
603,Nutzen::N,fayda,пайда
604,Reichtum::N,zənginlik,бақ-дәулет
605,Welt::N,aləm,әлем
606,Welt::N,aləm,жиһан
607,Welt::N,dünya,әлем
608,Welt::N,dünya,жиһан
609,Land::N,ölkə,аймақ
610,Staat::N,dövlət,мемлекет
611,König::N,kral,патша
612,König::N,məlik,патша
613,Macht::N,qüdrət,өкімет
614,Macht::N,qüdrət,қожалық
615,Grenze::N,hüdud,шек
616,Grenze::N,sərhət,шек
617,Krieg::N,hərb,соғыс
618,Krieg::N,müharibə,соғыс
619,Feind::N,düşmən,жау
620,Feind::N,düşmən,дұшпан
621,Gewalt::N,cəbr,зорлык
622,Gewalt::N,cəbr,зорлық-зомбылык
623,Kampf::N,savaş,күрес
624,Kampf::N,savaş,алыспақ
625,Bogen[Waffe]::N,yay,саржа
626,Pfeil::N,ox,жебе
627,Gewehr::N,tüfəng,қару
628,Fehler::N,xəta,әбес
629,Fehler::N,xəta,қаталық
630,Lüge::N,yalan,өтірік
631,Schaden::N,ziyan,зиян
632,Schaden::N,ziyan,зарар
633,Unglück::N,bəla,пәле
634,Unglück::N,bəla,қасырет
635,Unglück::N,bəla,ауыртпалық
636,Schuld::N,təqsir,айыптылық
637,Alter::N,yaş,жас
638,Alter::N,yaş,жас шамасы
639,Schluss::N,son,ада
640,Schluss::N,son,бітуі
641,Zeit::N,vaxt,уақыт
642,Zeit::N,zaman,уақыт
643,Tag::N,gün,күн
644,Morgen::N,sabah,таң
645,Morgen::N,sabah,таңертең
646,Mittag::N,günorta,талтүс
647,Abend::N,axşam,кеш
648,Nacht::N,gecə,түн
649,Woche::N,həftə,апта
650,Monat::N,ay,ай
651,Jahr::N,il,жыл
652,Frühling::N,yaz,көктем
653,Frühling::N,bahar,көктем
654,Sommer::N,yay,жаз
655,Herbst::N,payız,күз
656,Winter::N,qış,қыс
657,Januar::N,Janvar,каңтар
658,Februar::N,Fevral,ақпан
659,März::N,Mart,наурыз
660,April::N,Aprel,сәуір
661,Mai::N,May,мамыр
662,Juni::N,İyun,маусым
663,Juli::N,İyul,шілде
664,August::N,Avqust,сүмбіле
665,August::N,Avqust,тамыз
666,September::N,Sentyabr,қыркүйек
667,Oktober::N,Oktyabr,ақырап
668,November::N,Noyabr,қараша
669,Dezember::N,Dekabr,желтоқсан
670,Montag::N,bazar ertəsi,дүйсенбі
671,Dienstag::N,çərşənbə axşamı,сейсенбі
672,Mittwoch::N,çərşənbə,сәрсенбі
673,Donnerstag::N,cüme axşamı,бейсенбі
674,Freitag::N,cüme,жұма
675,Samstag::N,şənbə,сенбі
676,Sonntag::N,bazar,жексембі
677,groß::A,böyük,алпамсадай
678,klein::A,kiçik,кішкене
679,klein::A,kiçik,қарғадай
680,lang::A,uzun,сопақ
681,lang::A,uzun,сорайған
682,kurz::A,qısa,кеспелтек
683,breit::A,enli,айдынды
684,breit::A,geniş,айдынды
685,schmal::A,dar,қысық
686,dicht::A,sıx,жиі
687,dick[Gegenstand]::A,qalın,шомбал
688,dünn::A,nazik,жұқа
689,dünn::A,nazik,жіңішке
690,fein::A,incə,қаңылтақ
691,fest::A,bərk,берік
692,fest::A,bərk,мызғымас
693,fest::A,möhkəm,берік
694,fest::A,möhkəm,мызғымас
695,flach::A,düz,жалпак
696,glatt::A,hamar,типыл
697,hart::A,sərt,қатты
698,weich::A,yumşaq,жұмсақ
699,rund::A,yuvarlaq,домалақ
700,spitz::A,uclu,үшкір
701,spitz::A,sivri,үшкір
702,scharf::A,kəskin,сүйрік
703,stumpf::A,küt,доғал
704,stumpf::A,küt,өтпейтін
705,schwer::A,ağır,салмақты
706,schön::A,gözəl,сұлу
707,schön::A,gəşəng,сұлу
708,heiß::A,isti,ыссы
709,warm::A,ilıq,жылы
710,kalt::A,soyuq,аязды
711,kühl::A,sərin,салқын
712,frisch::A,təzə,таза
713,frisch::A,təzə,жаңа
714,feucht::A,nəm,нам
715,feucht::A,nəm,дымқылды
716,nass::A,yaş,сулы
717,trocken::A,quru,құрғақ
718,voll::A,dolu,толы
719,leer::A,boş,бос
720,offen::A,açıq,ашып қойылған
721,geschlossen::A,qapalı,жабулы
722,sauber::A,təmiz,дақсыз
723,sauber::A,təmiz,мұнтаздай
724,schmutzig::A,kirli,айғыз
725,schmutzig::A,kirli,сатпақ
726,schmutzig::A,kirli,сатал-сатал
727,roh::A,çiy,шикі
728,reif::A,yetişmiş,піскен
729,lecker::A,dadlı,дәмді
730,lecker::A,ləzzətli,дәмді
731,süß::A,şirin,тәтті
732,bitter::A,acı,ащы
733,sauer::A,turş,қышқыл
734,hell::A,aydın,жарық
735,hell::A,aydın,жарқын
736,dunkel::A,qaranlıq,қараңғы
737,schwarz::A,qara,қара
738,weiß::A,ağ,ақ
739,rot::A,qırmızı,қызыл
740,gelb::A,sarı,сары
741,blau::A,göy,көк
742,blau::A,mavi,көк
743,grün::A,yaşıl,жасыл
744,grau::A,boz,бозамық
745,bunt::A,əlvan,алабажак
746,bunt::A,rəngli,алабажак
747,billig::A,ucuz,арзан
748,teuer::A,bahalı,бағалы
749,wertvoll::A,qiymətli,құнды
750,wertvoll::A,qiymətli,қымбат
751,blind::A,kor,көзсіз
752,blind::A,kor,көр
753,blind::A,kor,көр_соқыр
754,taub::A,kar,керең
755,taub::A,kar,саңырау
756,kräftig::A,güclü,қуатты
757,kräftig::A,güclü,қарымды
758,stark::A,qüvvətli,білекті
759,schwach::A,zəif,әлсіз
760,schwach::A,zəif,күшсіз
761,schwach::A,zəif,қайратсыз
762,schwach::A,gücsüz,әлсіз
763,schwach::A,gücsüz,күшсіз
764,schwach::A,gücsüz,қайратсыз
765,fett::A,şişman,семіз
766,schlank::A,zərif,ашаң
767,hübsch::A,göyçək,ажарлы
768,hübsch::A,göyçək,шырайлы
769,böse::A,fəna,өш
770,böse::A,fəna,сұм
771,böse::A,fəna,жауыз
772,dumm::A,axmaq,көкми
773,dumm::A,axmaq,ақымақ
774,dumm::A,axmaq,миы жоқ
775,faul::A,tənbəl,жалқау
776,faul::A,tənbəl,еріншек
777,fleißig::A,çalışqan,ұқыпты
778,geizig::A,xəsis,сараң
779,klug::A,ağıllı,жетік
780,klug::A,ağıllı,ақылды
781,geschickt::A,bacarıqlı,шебер
782,lieb::A,əziz,абзал
783,lieb::A,əziz,айналайын
784,lieb::A,sevimli,абзал
785,lieb::A,sevimli,айналайын
