,Concept_ID,ar,he
112,Quelle::N,منبع,מעין
113,Bach::N,مجرى,נחל
114,Fluss::N,نهر,נהר
115,Ufer::N,ضفة,גדה
116,Küste::N,ساحل,חוף
117,Festland::N,بر,יבשה
118,Meer::N,بحر,ים
119,Bucht::N,خليج,מפרץ
120,Insel::N,جزيرة,אי
121,Blume::N,زهرة,פרח
122,Gras::N,حشيش,דשא
123,Wurzel::N,أصل,שרש
124,Baum::N,شجرة,עץ
125,Stamm::N,جذع,גזע
126,Rinde::N,قشرة,קלפת עץ
127,Ast::N,فرع,ענף
128,Zweig::N,غصن,ענף
129,Blatt::N,ورقة,עלה
130,Birke::N,قضبان,שדר
131,Kiefer[Baum]::N,صنوبرة,ארן
132,Weide[Baum]::N,صفصاف,ערבה
133,Tanne::N,شوح,אשוח
134,Tanne::N,تبوب,אשוח
135,Horn::N,قرن,קרן
136,Feder::N,ريشة,נוצה
137,Fell::N,فرو,פרוה
138,Flügel::N,جناح,כנף
139,Klaue::N,مخلب,טלף
140,Kralle::N,مخلب,טפר
141,Schwanz::N,ذيل,זנב
142,Ei::N,بيض,ביצה
143,Nest::N,عش,קן
144,Bau::N,جحر,מחלה
145,Tier::N,حيوان,חיה
146,Herde::N,قطيع,עדר
147,Kuh::N,بقرة,פרה
148,Bulle::N,ثور,פר
149,Pferd::N,خيل,סוס
150,Schaf::N,شاة,כבשה
151,Schwein::N,خنزير,חזיר
152,Hund::N,كلب,כלב
153,Katze::N,قطة,חתול
154,Bär::N,دب,דב
155,Eichhörnchen::N,سنجاب,סנאי
156,Elch::N,موظ,דישון
157,Fuchs::N,ثعلب,שועל
158,Hase::N,أرنب,ארנב
159,Maus::N,فأرة,עכבר
160,Wolf::N,ذئب,זאב
161,Vogel::N,طير,צפור
162,Schwarm::N,سرب,נחיל
163,Schwarm::N,سرب,להקה
164,Huhn::N,دجاجة,תרנגלת
165,Hahn::N,ديك,תרנגול
166,Gans::N,وزة,אוז
167,Adler::N,نسر,עיט
168,Ente::N,بطة,ברוז
169,Eule::N,بوم,ינשוף
170,Kranich::N,كركي,עגור
171,Kranich::N,كركي,כרוכיה
172,Krähe::N,غراب,עורב
173,Kuckuck::N,وقواق,קוקיה
174,Schwan::N,إوز عراقي,ברבור
175,Fisch::N,سمك,דג
176,Barsch::N,فرخ أوربي,אוקונוס
177,Hecht::N,سمك الكراكي,זאב הים
178,Schlange[Tier]::N,حية,נחש
179,Schlange[Tier]::N,ثعبان,נחש
180,Wurm::N,دودة,תולעת
181,Spinne::N,عنكبوت,עכביש
182,Ameise::N,نملة,נמלה
183,Laus::N,قملة,כנה
184,Mücke::N,ناموسة,יתוש
185,Fliege::N,ذبابة,זבוב
186,Schmetterling::N,فراشة,פרפר
187,Beere::N,حبة,ענבה
188,Apfel::N,تفاح,תפוח
189,Pilz::N,فطر,פטריה
190,Zwiebel::N,بصل,בצל
191,Saat::N,زرع,זרעים
192,Korn::N,حبة,גרעין
193,Heu::N,دريس,חציר
194,Schale::N,قشرة,קלפה
195,Grube::N,نقرة,בור
196,Grube::N,نقرة,שוחה
197,Falle::N,فخ,מלכדת
198,Falle::N,مصيدة,מלכדת
199,Schlinge::N,عروة,לולאה
200,Spur::N,أثر,עקבה
201,Asche::N,رماد,אפר
202,Dreck::N,قذر,זהמה
203,Eisen::N,حديد,ברזל
204,Gold::N,ذهب,זהב
205,Silber::N,فضة,כסף
206,Kohle::N,فحم,פחם
207,Glas::N,زجاج,זכוכית
208,Lehm::N,طين,חרסית
209,Sand::N,رمل,חול
210,Mensch::N,إنسان,אדם
211,Mann::N,رجل,איש
212,Mann::N,رجل,גבר
213,Frau::N,امرأة,אשה
214,Frau::N,امرأة,גברת
215,Kind::N,طفل,ילד
216,Junge::N,ولد,ילד
217,Mädchen::N,بنت,נערה
218,Familie::N,عائلة,משפחה
219,Großvater::N,جد,סבא
220,Großmutter::N,جدة,סבתא
221,Eltern::N,أبوان,הורים
222,Eltern::N,والدان,הורים
223,Vater::N,أب,אב
224,Mutter::N,أم,אם
225,Sohn::N,إبن,בן
226,Tochter::N,بنت,בת
227,Tochter::N,إبنة,בת
228,Bruder::N,أخ,אח
229,Bruder::N,شقيق,אח
230,Schwester::N,أخت,אחות
231,Onkel::N,عم,דוד
232,Tante::N,عمة,דודה
233,Ehemann::N,زوج,איש
234,Ehemann::N,زوج,בעל
235,Ehefrau::N,زوجة,אשה
236,Freude::N,فرح,שמחה
237,Freude::N,سرور,שמחה
238,Gelächter::N,قهقهة,צחוק
239,Glück::N,سعادة,אשר
240,Kummer::N,غم,יגון
241,Kummer::N,غم,עגמה
242,Wunsch::N,منية,אחול
243,Wunsch::N,منية,משאלה
244,Lust::N,شهوة,חשק
245,Lust::N,شهوة,תשוקה
246,Geist::N,روح,רוח
247,Gedanke::N,فكرة,מחשבה
248,Gedächtnis::N,ذاكرة,זכרון
249,Verstand::N,عقل,שכל
250,Sinn::N,معنى,מובן
251,Sinn::N,معنى,משמעות
252,Grund::N,سبب,סבה
253,Wahrheit::N,حقيقة,אמת
254,Gespräch::N,محادثة,דיון
255,Märchen::N,خرافة,אגדה
256,Erzählung::N,قصة,ספור
257,Erzählung::N,حكاية,ספור
258,Nachricht::N,خبر,ידיעה
259,Neuigkeit::N,خبر جديد,חדשה
260,Name::N,اسم,שם
261,Rätsel::N,لغز,תעלומה
262,Rede::N,خطبة,נאום
263,Sprache::N,لغة,לשון
264,Stimme::N,صوت,קול
265,Wort::N,كلمة,מלה
266,Zeichen::N,رمز,סימן
267,Zeichen::N,إشارة,סימן
268,Ruf::N,نداء,קריאה
269,Lärm::N,صخب,רעש
270,Lärm::N,ضجة,רעש
271,Laut::N,صوت,הגה
272,Ton::N,نغمة,צליל
273,Lied::N,أغنية,שיר
274,Ruhe::N,هدوء,שלוה
275,Leute::N,ناس,אנשים
276,Volk::N,شعب,עם
277,Arbeit::N,عمل,עבודה
278,Gast::N,ضيف,אורח
279,Geschenk::N,هدية,מתנה
280,Spiel::N,لعب,משחק
281,Gesellschaft::N,صحبة,חברה
282,Hilfe::N,عون,עזרה
283,Hilfe::N,مساعدة,עזרה
284,Freund::N,صديق,חבר
285,Freund::N,صديق,ידיד
286,Kamerad::N,زميل,רע
287,Angelegenheit::N,أمر,ענין
288,Angelegenheit::N,شأن,ענין
289,Anzahl::N,عدد,מספר
290,Art::N,نوع,סוג
291,Stück::N,قطعة,חתיכה
292,Teil::N,قسم,פרק
293,Hälfte::N,نصف,חצי
294,Kreis::N,دائرة,מעגל
295,Kreuz::N,صليب,צלב
296,Linie::N,خط,קו
297,Strich::N,شرطة,קו קצר
298,Abstand::N,مسافة,מרחק
299,Entfernung::N,بعد,מרחק
300,Gegend::N,ناحية,נוף
301,Platz::N,فراغ,שטח
302,Ort::N,مكان,אתר
303,Ort::N,مكان,מקום
304,Seite::N,جانب,צד
305,Mitte::N,وسط,אמצע
306,Gegenstand::N,موضوع,אוביקט
307,Sache::N,شيء,דבר
308,Rand::N,حافة,פרור
309,Kante::N,حافة,קצה
310,Ecke::N,ركن,פנה
311,Spitze::N,سن,קצה
312,Ende::N,طرف,סוף
313,Loch::N,ثقب,חר
314,Winkel::N,زاوية,פנה
315,Muster::N,عينة,תבנית
316,Größe::N,حجم,גדל
317,Länge::N,طول,ארך
318,Höhe::N,علو,קומה
319,Höhe::N,علو,גבה
320,Höhe::N,ارتفاع,קומה
321,Höhe::N,ارتفاع,גבה
322,Gewicht::N,وزن,משקל
323,Menge::N,كمية,כמות
324,Haufen::N,كوم,ערמה
325,Reihe::N,صف,רצף
326,Boot::N,قارب,סירה
327,Boot::N,زورق,סירה
328,Ruder::N,مجذاف,משוט
329,Schlitten::N,مزلقة,מזחלת
330,Ski::N,زلاجة,מגלשים
331,Lagerfeuer::N,نار المخيم,מדורה
332,Last::N,حمل,משא
333,Gang::N,مشية,הליכה
334,Schritt::N,خطوة,צעד
335,Norden::N,شمال,צפון
336,Süden::N,جنوب,דרום
337,Westen::N,غرب,מערב
338,Osten::N,شرق,מזרח
339,Holz::N,خشب,עץ
340,Brett::N,لوح,קרש
341,Platte::N,صفيحة,לוח
342,Stütze::N,سند,משען
343,Stütze::N,دعامة,משען
344,Stange::N,عود,מוט
345,Stock::N,عصا,מקל
346,Stab::N,قضيب,מוט
347,Rohr::N,أنبوبة,צנור
348,Haus::N,دار,בית
349,Haus::N,بيت,בית
350,Heim::N,بيت,בית
351,Heim::N,مسكن,בית
352,Ofen::N,مدفأة,תנור
353,Fußboden::N,أرضية,רצפה
354,Tisch::N,مائدة,שלחן
355,Stuhl::N,كرسي,כסא
356,Wiege::N,مهد,ערש
357,Bett::N,سرير,מטה
358,Regal::N,رف,מדף
359,Kiste::N,صندوق,תבה
360,Kiste::N,صندوق,ארגז
361,Fenster::N,شباك,חלון
362,Fenster::N,نافذة,חלון
363,Tür::N,باب,דלת
364,Tor::N,بوابة,שער
365,Zaun::N,سياج,גדר
366,Dach::N,سطح,גג
367,Leiter::N,سلم,סלם
368,Besen::N,مكنسة,מטאטא
369,Spaten::N,مسحاة,את
370,Schaufel::N,مجرفة,את
371,Gabel::N,شوكة,מזלג
372,Löffel::N,ملعقة,כף
373,Messer::N,سكين,סכין
374,Nagel::N,مسمار,מסמר
375,Netz::N,شبكة,רשת
376,Haken::N,خطاف,וו
377,Haken::N,خطاف,קרס
378,Haken::N,صنارة,וו
379,Haken::N,صنارة,קרס
380,Griff::N,قبضة,ידית
381,Schloss::N,قفل,מנעול
382,Bild::N,صورة,תמונה
383,Figur::N,تمثال,פסל
384,Puppe::N,دمية,בבה
385,Beutel::N,كيس,שק
386,Bündel::N,ربطة,צרור
387,Tasche::N,شنطة,שקית
388,Tasche::N,محفظة,שקית
389,Eimer::N,سطل,דלי
390,Eimer::N,جردل,דלי
391,Deckel::N,سداد,מכסה
392,Geschirr::N,أوان,כלים
393,Sack::N,زكيبة,שק
394,Tasse::N,فنجان,ספל
395,Topf::N,قدر,סיר
396,Topf::N,طنجرة,סיר
397,Kessel::N,قدر,קנקן
398,Kessel::N,غلاية,קנקן
399,Essen::N,طعام,אכל
400,Essen::N,طعام,ארוחה
401,Nahrung::N,غذاء,הזנה
402,Nahrung::N,غذاء,תזונה
403,Speise::N,أكل,מאכל
404,Speise::N,أكل,ארוחה
405,Fleisch::N,لحم,בשר
406,Getreide::N,حبوب,דגן
407,Brei::N,عصيدة,מחית
408,Brot::N,خبز,לחם
409,Scheibe::N,شريحة,עגול
410,Scheibe::N,شريحة,פרוסה
411,Fett::N,سمن,שמן
412,Butter::N,زبدة,חמאה
413,Öl::N,زيت,שמן
414,Salz::N,ملح,מלח
415,Suppe::N,حساء,מרק
416,Suppe::N,شربة,מרק
417,Honig::N,عسل,דבש
418,Milch::N,حليب,חלב
419,Tee::N,شاي,תה
420,Leder::N,جلد,עור
421,Wolle::N,صوف,צמר
422,Stoff::N,قماش,בד
423,Stoff::N,قماش,אריג
424,Nadel::N,إبرة,מחט
425,Faden::N,خيط,חוט
426,Knopf::N,زر,כפתור
427,Knoten::N,عقدة,קשר
428,Farbe::N,صبغة,צבע
429,Kleidung::N,ملابس,בגדים
430,Hemd::N,قميص,חלצה
431,Kragen::N,ياقة,צוארון
432,Ärmel::N,كم,שרוול
433,Hose::N,سروال,מכנסים
434,Hose::N,بنطلون,מכנסים
435,Gürtel::N,حزام,חגורה
436,Mütze::N,طاقية,כובע
437,Schuh::N,حذاء,נעל
438,Stiefel::N,جزمة,מגף
439,Stiefel::N,حذاء طويل,מגף
440,Ring::N,حلقة,טבעת
441,Band::N,شريط,סרט
442,Kamm::N,مشط,מסרק
443,Spiegel::N,مرآة,מראה
444,Riemen::N,سير,רצועה
445,Schnur::N,حبل,חבל
446,Schnur::N,دوبارة,חבל
447,Leine::N,قيد,מושכות
448,Decke::N,بطانية,שמיכה
449,Kissen::N,وسادة,כרית
450,Tuch::N,منديل,צעיף
451,Handtuch::N,فوطة,מגבת
452,Handtuch::N,منشفة,מגבת
453,Kraft::N,قدرة,כוח
454,Stärke::N,قوة,און
455,Gesundheit::N,صحة,בריאות
456,Krankheit::N,مرض,מחלה
457,Schmerz::N,ألم,כאב
458,Schmerz::N,وجع,כאב
459,Wunde::N,جرح,פציעה
460,Fieber::N,حمى,חם
461,Arznei::N,دواء,תרופה
462,Brücke::N,جسر,גשר
463,Brunnen::N,بئر,באר
464,Weide::N,مرعى,אחו
465,Weide::N,مرعى,מרעה
466,Pfad::N,درب,שביל
467,Pfad::N,درب,מדרכה
468,Weg::N,سكة,דרך
469,Straße::N,طريق,כביש
470,Dorf::N,قرية,כפר
471,Stadt::N,مدينة,עיר
472,Brief::N,خطاب,מכתב
473,Brief::N,مكتوب,מכתב
474,Buch::N,كتاب,ספר
475,Buchstabe::N,حرف,אות
476,Zeitung::N,جريدة,עתון
477,Leben::N,عيش,חיים
478,Leben::N,حياة,חיים
479,Tod::N,موت,מות
480,Tod::N,وفاة,מות
481,Grab::N,قبر,קבר
482,Kirche::N,كنيسة,כנסיה
483,Sünde::N,خطيئة,חטא
484,Gott::N,إله,אל
485,Arbeiter::N,عامل,פועל
486,Chef::N,رئيس,ראש
487,Chef::N,رئيس,מנהל
488,Meister::N,أسطى,ממחה
489,Arzt::N,طبيب,רופא
490,Lehrer::N,مدرس,מורה
491,Geld::N,نقود,כסף
492,Geschäft::N,صفقة,עסקה
493,Laden::N,دكان,חנות
494,Preis::N,سعر,מחיר
495,Ware::N,بضاعة,סחורה
496,Nutzen::N,فائدة,תועלת
497,Reichtum::N,غنى,עשר
498,Reichtum::N,ثروة,עשר
499,Welt::N,عالم,עולם
500,Welt::N,دنيا,עולם
501,Land::N,بلد,ארץ
502,Staat::N,دولة,מדינה
503,König::N,ملك,מלך
504,Macht::N,سلطة,כוח
505,Grenze::N,حدود,גבול
506,Krieg::N,حرب,מלחמה
507,Feind::N,عدو,אויב
508,Gewalt::N,عنف,אלימות
509,Kampf::N,قتال,קרב
510,Kampf::N,قتال,לחימה
511,Bogen[Waffe]::N,قوس,קשת
512,Pfeil::N,سهم,חץ
513,Gewehr::N,بندقية,רובה
514,Fehler::N,خطأ,טעות
515,Lüge::N,كذب,שקר
516,Schaden::N,تلف,נזק
517,Unglück::N,نحس,מזל רע
518,Schuld::N,ذنب,אשמה
519,Alter::N,سن,גיל
520,Alter::N,عمر,גיל
521,Schluss::N,ختام,סיום
522,Schluss::N,نهاية,סיום
523,Zeit::N,وقت,זמן
524,Tag::N,يوم,יום
525,Morgen::N,صباح,בקר
526,Mittag::N,ظهر,צהרים
527,Abend::N,مساء,ערב
528,Nacht::N,ليلة,לילה
529,Woche::N,أسبوع,שבוע
530,Monat::N,شهر,חדש
531,Jahr::N,عام,שנה
532,Jahr::N,سنة,שנה
533,Frühling::N,ربيع,אביב
534,Sommer::N,صيف,קיץ
535,Herbst::N,خريف,סתו
536,Winter::N,شتاء,חרף
537,Januar::N,يناير,ינואר
538,Januar::N,كانون الثاني,ינואר
539,Februar::N,شباط,פברואר
540,Februar::N,فبراير,פברואר
541,März::N,آذار,מרץ
542,März::N,مارس,מרץ
543,April::N,نيسان,אפריל
544,Mai::N,مايو,מאי
545,Juni::N,يونيو,יוני
546,Juni::N,حزيران,יוני
547,Juli::N,تموز,יולי
548,Juli::N,يوليو,יולי
549,August::N,آب,אוגוסט
550,August::N,أغسطس,אוגוסט
551,September::N,أيلول,ספטמבר
552,September::N,سبتمبر,ספטמבר
553,Oktober::N,أكتوبر,אוקטובר
554,Oktober::N,تشرين الأول,אוקטובר
555,November::N,نوفمبر,נובמבר
556,November::N,تشرين الثاني,נובמבר
557,Dezember::N,ديسمبر,דצמבר
558,Dezember::N,كانون الأول,דצמבר
559,Montag::N,يوم الاثنين,יום שני
560,Dienstag::N,يوم الثلاثاء,יום שלישי
561,Mittwoch::N,يوم الأربعاء,יום רביעי
562,Donnerstag::N,يوم الخميس,יום חמישי
563,Freitag::N,يوم الجمعة,יום ששי
564,Samstag::N,يوم السبت,יום שבת
565,Sonntag::N,يوم الأحد,יום ראשון
566,groß::A,كبير,גדול
567,klein::A,صغير,קטן
568,lang::A,طويل,ארך
569,kurz::A,قصير,קצר
570,breit::A,واسع,רחב
571,schmal::A,ضيق,צר
572,dicht::A,كث,צפוף
573,dicht::A,كثيف,צפוף
574,dick[Gegenstand]::A,غليظ,עבה
575,dünn::A,رفيع,דק
576,fein::A,رقيق,מעדן
577,fest::A,متين,מוצק
578,flach::A,سهل,שטוח
579,flach::A,منبسط,שטוח
580,glatt::A,ناعم,חלק
581,hart::A,صلب,קשיח
582,hart::A,جامد,קשיח
583,weich::A,لين,רך
584,rund::A,مستدير,עגל
585,spitz::A,مدبب,חד
586,scharf::A,حاد,חד
587,stumpf::A,ثالم,קהה
588,schwer::A,ثقيل,כבד
589,schön::A,جميل,יפה
590,heiß::A,حار,חם
591,heiß::A,ساخن,חם
592,warm::A,دافئ,חם
593,kalt::A,بارد,קר
594,kühl::A,قر,צונן
595,frisch::A,طازج,טרי
596,feucht::A,رطب,לח
597,nass::A,مبلول,רטוב
598,trocken::A,جاف,יבש
599,voll::A,ملء,מלא
600,leer::A,خال,ריק
601,leer::A,فارغ,ריק
602,offen::A,مفتوح,פתוח
603,geschlossen::A,مغلق,סגור
604,sauber::A,نظيف,נקי
605,schmutzig::A,قذر,מלכלך
606,roh::A,نيء,חי
607,reif::A,ناضج,בשל
608,lecker::A,لذيذ,טעים
609,süß::A,حلو,מתוק
610,bitter::A,مر,מר
611,sauer::A,حامض,חמוץ
612,hell::A,نير,בהיר
613,dunkel::A,مظلم,עמום
614,schwarz::A,أسود,שחר
615,weiß::A,أبيض,לבן
616,rot::A,أحمر,אדם
617,gelb::A,أصفر,צהב
618,blau::A,أزرق,כחל
619,grün::A,أخضر,ירק
620,grau::A,رمادي,אפר
621,bunt::A,ملوب,צבעוני
622,billig::A,رخيص,זול
623,teuer::A,غال,יקר
624,wertvoll::A,ثمين,יקר ערך
625,blind::A,أعمى,עור
626,taub::A,أصم,חרש
627,taub::A,أطرش,חרש
628,kräftig::A,قوي,חסן
629,stark::A,قوي,חזק
630,schwach::A,ضعيف,חלש
631,fett::A,سمين,שמן
632,schlank::A,أهيف,רזה
633,hübsch::A,جميل,יפה תאר
634,böse::A,رديء,רשע
635,dumm::A,أبله,טפש
636,dumm::A,أحمق,טפש
637,faul::A,كسلان,עצלן
638,fleißig::A,مجتهد,חרוץ
639,geizig::A,بخيل,קמצן
640,klug::A,ذكي,נבון
641,klug::A,ذكي,פקח
642,klug::A,عاقل,נבון
643,klug::A,عاقل,פקח
644,geschickt::A,ماهر,מימן
645,lieb::A,عزيز,יקר
646,lieb::A,عزيز,אהוב
647,lustig::A,مرح,עליז
648,sanft::A,حليم,עדין
649,hungrig::A,جائع,רעב
650,krank::A,مريض,חולה
651,nackt::A,عار,ערום
652,traurig::A,حزين,עצוב
653,lebendig::A,حي,חי
654,gut::A,جيد,טוב
655,schlecht::A,سيء,גרוע
656,richtig::A,صحيح,נכון
657,schlimm::A,خبيث,רע
658,wahr::A,حق,אמתי
659,alt::A,قديم,ישן
660,neu::A,جديد,חדש
661,ehemalig::A,سابق,לשעבר
662,alt[Lebewesen]::A,مسن,זקן
663,jung::A,شاب,צעיר
664,jung::A,صغير,צעיר
665,arm::A,فقير,עני
666,reich::A,غني,עשיר
667,bekannt::A,معلوم,ידוע
668,berühmt::A,مشهور,מפרסם
669,fremd::A,أجنبي,זר
670,verschieden::A,مختلف,שונה
671,nah::A,قريب,קרוב
672,fern::A,بعيد,רחוק
673,linker::A,يسار,שמאלי
674,rechter::A,يمين,ימין
675,anderer::A,آخر,אחר
676,erster::A,أول,ראשון
677,zweiter::A,ثان,שני
678,dritter::A,ثالث,שלישי
679,letzter::A,أخير,אחרון
680,allein::ADV,وحده,לבד
681,auf einmal::ADV,بالمرة,בו-זמנית
682,zusammen::ADV,معا,ביחד
683,lange::ADV,مدة طويلة,הרבה זמן
684,plötzlich::ADV,فجأة,לפתע
685,plötzlich::ADV,فجأة,פתאום
686,sofort::ADV,حالا,מיד
687,sofort::ADV,فورا,מיד
688,später::ADV,فيما بعد,לאחר זמן
689,später::ADV,فيما بعد,יותר מאחר
690,jetzt::ADV,الآن,עכשיו
691,jetzt::ADV,حاليا,עכשיו
692,heute::ADV,اليوم,היום
693,morgen::ADV,غدا,מחר
694,bald::ADV,قريبا,בקרוב
695,dann::ADV,ثم,אחר-כך
696,gestern::ADV,أمس,אתמול
697,gestern::ADV,البارحة,אתמול
698,einst::ADV,قديما,לפנים
699,damals::ADV,حينئذ,אז
700,danach::ADV,ثم,אחר-כך
701,danach::ADV,بعد ذلك,אחר-כך
702,vorher::ADV,من قبل,לפני זה
703,vorher::ADV,قبل ذلك,לפני זה
704,zuerst::ADV,أولا,קדם
705,einmal::ADV,مرة,פעם
706,manchmal::ADV,أحيانا,לפעמים
707,oft::ADV,كثيرا,לעתים קרובות
708,immer::ADV,دائما,תמיד
709,niemals::ADV,لا أبدا,אף פעם
710,hier::ADV,هنا,כאן
711,hierhin::ADV,إلى هنا,פה
712,von hier::ADV,من هنا,מפה
713,dort::ADV,هناك,שם
714,dorthin::ADV,إلى هناك,שם
715,geradeaus::ADV,إلى الأمام,ישר
716,vorwärts::ADV,إلى الأمام,קדימה
717,rückwärts::ADV,إلى الوراء,לאחור
718,zurück::ADV,عودا,בחזרה
719,zurück::ADV,عودا,אחורנית
720,zurück::ADV,إلى الخلف,בחזרה
721,zurück::ADV,إلى الخلف,אחורנית
722,unten::ADV,تحت,למטה
723,unten::ADV,في الأسفل,למטה
724,hinab::ADV,إلى تحت,למטה
725,oben::ADV,فوق,מעל
726,oben::ADV,فوق,למעלה
727,oben::ADV,في الأعلى,מעל
728,oben::ADV,في الأعلى,למעלה
729,hinauf::ADV,إلى فوق,למעלה
730,hinauf::ADV,إلى الأعلى,למעלה
731,überall::ADV,في كل مكان,בכל מקום
732,nicht::ADV,لا,לא
733,nicht::ADV,لم,לא
734,ein wenig::ADV,قليلا,קצת
735,kaum::ADV,كاد لا,בקשי
736,sehr::ADV,جدا,מאוד
737,sehr::ADV,كثيرا,מאוד
738,so::ADV,كذا,כך
739,so::ADV,كذا,ככה
740,so::ADV,كذلك,כך
741,so::ADV,كذلك,ככה
742,noch::ADV,ما زال,עוד
743,noch::ADV,ما زال,עדין
744,nur::ADV,فقط,רק
745,schon::ADV,قد,כבר
746,wieder::ADV,من جديد,שוב
747,wieder::ADV,مرة أخرى,שוב
748,vergebens::ADV,عبثا,לריק
749,vergebens::ADV,عبثا,לשוא
750,vor::PRP,أمام,מול
751,hinter::PRP,خلف,מאחורי
752,hinter::PRP,وراء,מאחורי
753,unter::PRP,تحت,מתחת
754,durch::PRP,عبر,דרך
755,durch::PRP,خلال,דרך
756,neben::PRP,جنب,ליד
757,neben::PRP,جنب,על-יד
758,neben::PRP,بجانب,ליד
759,neben::PRP,بجانب,על-יד
760,zwischen::PRP,بين,בין
761,wegen::PRP,بسبب,בשל
762,wegen::PRP,بسبب,בגלל
763,dies::PRN,هذا,זה
764,das::PRN,ذلك,זה
765,alles::PRN,الكل,הכל
766,ich::PRN,أنا,אני
767,du::PRN,أنت,את
768,du::PRN,أنت,אתה
769,er::PRN,هو,הוא
770,wir::PRN,نحن,אנחנו
771,ihr::PRN,أنتم,לה
772,ihr::PRN,أنتن,לה
773,sie::PRN,هم,הם
774,sie::PRN,هن,הם
775,was::FPRN,ما,מה
776,wer::FPRN,من,מי
777,wo::FADV,أين,איפה
778,wohin::FADV,إلى أين,לאן
779,wie::FADV,كيف,איך
780,warum::FADV,لماذا,למה
781,wieviel::FNUM,كم,כמה
782,eins::NUM,واحد,אחד
783,zwei::NUM,اثنين,שתים
784,drei::NUM,ثلاثة,שלושה
785,vier::NUM,أربعة,ארבעה
786,fünf::NUM,خمسة,חמשה
787,sechs::NUM,ستة,ששה
