,Concept_ID,kn,la
104,Berg::N,ಮಲೆ,mons
105,Berg::N,ಪರ್ವತ,mons
106,Gipfel::N,ಶೃಂಗ,vertex
107,Höhle::N,ಗುಹೆ,caverna
108,Höhle::N,ಗುಹೆ,spelunca
109,Abhang::N,ಇಳಿಜಾರು,declivum
110,Quelle::N,ಮೂಲ,fons
111,Bach::N,ತೊರೆ,rivus
112,Fluss::N,ನದಿ,flumen
113,Ufer::N,ತೀರ,ripa
114,Küste::N,ದಂಡೆ,litus
115,Festland::N,ಭೂಮಿ,continens
116,Meer::N,ಕಡಲು,mare
117,Bucht::N,ಖಾರಿ,sinus
118,Insel::N,ದ್ವೀಪ,insula
119,Blume::N,ಸುಮ,flos
120,Gras::N,ಹುಲ್ಲು,herba
121,Gras::N,ಹುಲ್ಲು,gramen
122,Wurzel::N,ಬೇರು,radix
123,Baum::N,ಮರ,arbor
124,Stamm::N,ಕಾಂಡ,truncus
125,Rinde::N,ತೂಗಟಿ,cortex
126,Ast::N,ಶಾಖೆ,ramus
127,Zweig::N,ರೆಂಬೆ,ramus
128,Blatt::N,ಎಲೆ,folium
129,Birke::N,ಬರ್ಚ್ ಮರ,betulla
130,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,pinus
131,Weide[Baum]::N,ವಿಲೋಮರ,salix
132,Tanne::N,ಭದ್ರದಾರು,abies
133,Horn::N,ಕೊಂಬು,cornu
134,Feder::N,ಪುಕ್ಕ,penna
135,Fell::N,ರೋಮ,pellis
136,Flügel::N,ರೆಕ್ಕೆ,ala
137,Klaue::N,ಪಂಜ,unguis
138,Kralle::N,ಉಗುರು,unguis
139,Schwanz::N,ಬಾಲ,cauda
140,Ei::N,ಮೊಟ್ಟೆ,ovum
141,Nest::N,ಗೂಡು,nidus
142,Bau::N,ಅಡಗುದಾಣ,cavum
143,Bau::N,ಅಡಗುದಾಣ,latibulum
144,Tier::N,ಪ್ರಾಣಿ,bestia
145,Herde::N,ಗುಂಪು,grex
146,Kuh::N,ಹಸು,vacca
147,Bulle::N,ಗೂಳಿ,taurus
148,Pferd::N,ಕುದುರೆ,equus
149,Schaf::N,ಕುರಿ,ovis
150,Schwein::N,ಹಂದಿ,sus
151,Schwein::N,ಹಂದಿ,porcus
152,Hund::N,ನಾಯಿ,canis
153,Katze::N,ಬೆಕ್ಕು,felis
154,Bär::N,ಕರಡಿ,ursus
155,Eichhörnchen::N,ಉಡುತೆ,sciurus
156,Elch::N,ಕಡವೆ,alces
157,Fuchs::N,ನರಿ,vulpes
158,Hase::N,ಮೊಲ,lepus
159,Maus::N,ಇಲಿ,mus
160,Wolf::N,ತೋಳ,lupus
161,Vogel::N,ಪಕ್ಷಿ,avis
162,Schwarm::N,ಗುಂಪು,examen
163,Huhn::N,ಚಿಕ್,gallina
164,Hahn::N,ಹುಂಜ,gallus
165,Gans::N,ವರಟೆ,anser
166,Adler::N,ಗರುಡ,aquila
167,Ente::N,ಬಾತು,anas
168,Eule::N,ಗೂಬೆ,ulula
169,Eule::N,ಗೂಬೆ,noctua
170,Kranich::N,ಕೊಕ್ಕರ,grus
171,Krähe::N,ಕಾಗೆ,cornix
172,Kuckuck::N,ಕೋಗಿಲೆ,cuculus
173,Schwan::N,ಹಂಸಪಕ್ಷಿ,olor
174,Schwan::N,ಹಂಸಪಕ್ಷಿ,cycnus
175,Fisch::N,ಮೀನು,piscis
176,Barsch::N,ಪರ್ಚ್ ಮೀನು,perca
177,Hecht::N,ಪೈಕ್ ಮೀನು,esox
178,Schlange[Tier]::N,ಹಾವು,serpens
179,Wurm::N,ಹುಳು,vermis
180,Spinne::N,ಊರ್ಣನಾಭ,aranea
181,Ameise::N,ಇರುವೆ,formica
182,Laus::N,ಹೇನು,pediculus
183,Mücke::N,ಸೊಳ್ಳೆ,culex
184,Fliege::N,ನೊಣ,musca
185,Schmetterling::N,ಪತಂಗ,papilio
186,Beere::N,ನಯವಣ್ಣು,baca
187,Apfel::N,ಸೇಬು,malum
188,Pilz::N,ಅಣಬೆ,fungus
189,Zwiebel::N,ನೀರುಳ್ಳಿ,cepa
190,Saat::N,ಬಿತ್ತ,seges
191,Korn::N,ಬೀಜ,granum
192,Heu::N,ಕರಡ,faenum
193,Schale::N,ಹೊಟ್ಟು,putamen
194,Grube::N,ಗುಂಡಿ,fovea
195,Falle::N,ಬೋನು,pedica
196,Schlinge::N,ಉರುಲು,laqueus
197,Spur::N,ಜಾಡು,vestigium
198,Asche::N,ಬೂದಿ,cinis
199,Dreck::N,ಹೊಲಸು,lutum
200,Eisen::N,ಕಬ್ಬಿಣ,ferrum
201,Gold::N,ಚಿನ್ನ,aurum
202,Silber::N,ಬೆಳ್ಳಿ,argentum
203,Kohle::N,ಕಲ್ಲಿದ್ದಲು,carbo
204,Glas::N,ಗಾಜು,vitrum
205,Lehm::N,ಜೇಡಿಮಣ್ಣು,lutum
206,Sand::N,ಮರಳು,arena
207,Mensch::N,ಪುರುಷ,homo
208,Mann::N,ಆಳು,vir
209,Frau::N,ಹೆಣ್ಣು,mulier
210,Kind::N,ಮಗು,puer
211,Kind::N,ಮಗು,infans
212,Junge::N,ಹುಡುಗ,puer
213,Mädchen::N,ಹುಡುಗಿ,puella
214,Familie::N,ಕುಟುಂಬ,familia
215,Großvater::N,ಅಜ್ಜ,avus
216,Großmutter::N,ಅಮ್ಮ,avia
217,Eltern::N,ಹೆತ್ತವರು,parentes
218,Vater::N,ತಂದೆ,pater
219,Mutter::N,ಅಮ್ಮ,mater
220,Sohn::N,ಮಗ ,filius
221,Tochter::N,ಮಗಳು,filia
222,Bruder::N,ತಮ್ಮ,frater
223,Schwester::N,ತಂಗಿ,soror
224,Onkel::N,ಸೋದರಮಾವ,patruus
225,Onkel::N,ಸೋದರಮಾವ,avunculus
226,Onkel::N,ದೊಡ್ಡಪ್ಪ,patruus
227,Onkel::N,ದೊಡ್ಡಪ್ಪ,avunculus
228,Tante::N,ಚಿಕ್ಕಮ್ಮ,amita
229,Ehemann::N,ಗಂಡ,maritus
230,Ehefrau::N,ಹೆಂಡತಿ,uxor
231,Freude::N,ನಲಿವು,gaudium
232,Freude::N,ನಲಿವು,laetitia
233,Gelächter::N,ನಗೆ,risus
234,Glück::N,ಆನಂದ,felicitas
235,Kummer::N,ದುಃಖ,aegritudo
236,Wunsch::N,ಬಯಕೆ,voluntas
237,Wunsch::N,ಬಯಕೆ,desiderium
238,Lust::N,ಇಷ್ಟ,libido
239,Lust::N,ಇಷ್ಟ,voluptas
240,Geist::N,ಆತ್ಮ,mens
241,Geist::N,ಆತ್ಮ,animus
242,Gedanke::N,ಯೋಚನೆ,sententia
243,Gedächtnis::N,ಸ್ಮರಣೆ,memoria
244,Verstand::N,ಮನಸ್ಸು,ratio
245,Verstand::N,ಮನಸ್ಸು,ingenium
246,Sinn::N,ಅರ್ಥ,sensus
247,Grund::N,ಕಾರಣ,causa
248,Wahrheit::N,ಸತ್ಯ,veritas
249,Gespräch::N,ಸಂಭಾಷಣೆ,sermo
250,Märchen::N,ಸುಳ್ಳು ಕಥೆ,fabula
251,Erzählung::N,ಕಥೆ,fabula
252,Erzählung::N,ಕಥೆ,narratio
253,Nachricht::N,ಸಂದೇಶ,nuntius
254,Neuigkeit::N,ಸುದ್ದಿ,novitas
255,Name::N,ಹೆಸರು,nomen
256,Rätsel::N,ಒಗಟು,aenigma
257,Rede::N,ಮಾತು,oratio
258,Sprache::N,ಭಾಷೆ,lingua
259,Stimme::N,ಧ್ವನಿ,vox
260,Wort::N,ಮಾತು,verbum
261,Wort::N,ಮಾತು,vocabulum
262,Zeichen::N,ಗುರುತು,signum
263,Ruf::N,ಕೂಗು,clamor
264,Lärm::N,ಸದ್ದು,strepitus
265,Laut::N,ಶಬ್ದ,sonus
266,Ton::N,ನಾದ,sonus
267,Lied::N,ಗಾನ,carmen
268,Ruhe::N,ಶಾಂತಿ,quies
269,Leute::N,ಮಂದಿ,homines
270,Volk::N,ಜನಾಂಗ,populus
271,Arbeit::N,ಕೆಲಸ,labor
272,Gast::N,ಅತಿಥಿ,hospes
273,Gast::N,ಅತಿಥಿ,conviva
274,Geschenk::N,ಕಾಣಿಕೆ,munus
275,Spiel::N,ಆಟ,ludus
276,Gesellschaft::N,ಸಂಗ,societas
277,Hilfe::N,ಸಹಾಯ,auxilium
278,Hilfe::N,ಸಹಾಯ,subsidium
279,Freund::N,ಸ್ನೇಹಿತ,amicus
280,Kamerad::N,ಜೊತೆಗಾರ,socius
281,Angelegenheit::N,ವಿಚಾರ,res
282,Anzahl::N,ಎಣಿಕೆ,numerus
283,Art::N,ತರ,genus
284,Stück::N,ತುಂಡು,frustum
285,Stück::N,ತುಂಡು,fragmentum
286,Teil::N,ಭಾಗ,pars
287,Hälfte::N,ಅರ್ಧ,dimidium
288,Kreis::N,ವೃತ್ತ,orbis
289,Kreis::N,ವೃತ್ತ,circus
290,Kreuz::N,ಶಿಲುಬೆ,crux
291,Linie::N,ರೀಖೆ,linea
292,Strich::N,ಗೀಟು,lineamentum
293,Abstand::N,ಅಂತರ,intervallum
294,Entfernung::N,ದೂರ,spatium
295,Gegend::N,ವಿಸ್ತೀರ್ಣ,loca
296,Gegend::N,ವಿಸ್ತೀರ್ಣ,regio
297,Platz::N,ಅಂತರ,locus
298,Ort::N,ಸ್ಥಳ,locus
299,Seite::N,ಪಕ್ಷ,latus
300,Mitte::N,ನಡು,medium
301,Gegenstand::N,ವಸ್ತು,res
302,Sache::N,ವಸ್ತು,res
303,Rand::N,ಅಂಚು,margo
304,Kante::N,ಅಂಚು,angulus
305,Ecke::N,ಮೂಲೆ,angulus
306,Spitze::N,ತುದಿ,cacumen
307,Ende::N,ಕೊನೆ,caput
308,Loch::N,ತೂತು,foramen
309,Winkel::N,ಕೋನ,angulus
310,Muster::N,ನಮೂನೆ,exemplum
311,Größe::N,ಪ್ರಮಾಣ,magnitudo
312,Länge::N,ಉದ್ದ,longitudo
313,Höhe::N,ಎತ್ತರ,altitudo
314,Gewicht::N,ತೂಕ,pondus
315,Menge::N,ಮೊತ್ತ,copia
316,Haufen::N,ರಾಶಿ,acervus
317,Reihe::N,ಸಾಲು,ordo
318,Boot::N,ದೋಣಿ,navicula
319,Ruder::N,ಹುಟ್ಟು,remus
320,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,sclodia
321,Ski::N,ಜಾರುಪಟ್ಟಿ,narta
322,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,ignis
323,Last::N,ಹೊರೆ,onus
324,Gang::N,ತಿರುಗಾಟ,cursus
325,Schritt::N,ಹೆಜ್ಜೆ,gradus
326,Norden::N,ಉತ್ತರ,septentriones
327,Süden::N,ದಕ್ಷಿಣ,meridies
328,Westen::N,ಪಶ್ಚಿಮ,occidens
329,Osten::N,ಮೂಡಲು,oriens
330,Holz::N,ಚೌಬೀನೆ,lignum
331,Brett::N,ಹಲಗೆ,tabula
332,Platte::N,ಹಲಗೆ,lamina
333,Stütze::N,ಆಸರೆ,adminiculum
334,Stange::N,ಕಂಬ,pertica
335,Stock::N,ಕೋಲು,baculum
336,Stab::N,ದೊಣ್ಣೆ,scipio
337,Rohr::N,ನಳಿಕೆ,tubus
338,Haus::N,ಮನೆ,aedes
339,Heim::N,ಗೃಹ,domicilium
340,Ofen::N,ಒಲೆ,fornax
341,Fußboden::N,ನೆಲ,solum
342,Tisch::N,ಮೇಜು,mensa
343,Stuhl::N,ಕುರ್ಚಿ,sella
344,Wiege::N,ತೊಟ್ಟಿಲು,cunae
345,Bett::N,ಹಾಸಿಗೆ,lectus
346,Regal::N,ಬೀರು,foruli
347,Kiste::N,ಪಟ್ಟಿಗೆ,cista
348,Fenster::N,ಕಿಟಕಿ,fenestra
349,Tür::N,ಬಾಗಿಲು,ianua
350,Tor::N,ಹೆಬ್ಬಾಗಿಲು,porta
351,Zaun::N,ಬೇಲಿ,saepes
352,Dach::N,ಮಾಳಿಗೆ,tectum
353,Leiter::N,ಏಣಿ,scalae
354,Besen::N,ಪೊರಕೆ,scopae
355,Spaten::N,ಗುದ್ದಲಿ,pala
356,Schaufel::N,ಸನಿಕೆ,pala
357,Gabel::N,ಕವಲು,fuscinula
358,Löffel::N,ಚಮಚ,coclear
359,Messer::N,ಚಾಕು,culter
360,Nagel::N,ಆಣಿ,clavus
361,Netz::N,ಬಲೆ,rete
362,Haken::N,ಕೊಂಡಿ,hamus
363,Griff::N,ಹಿಡಿ,manubrium
364,Schloss::N,ವೀಗ,claustra
365,Bild::N,ಚಿತ್ರ,tabula
366,Bild::N,ಚಿತ್ರ,pictura
367,Figur::N,ಆಕಾರ,statunculum
368,Puppe::N,ಗೊಂಬೆ,pupa
369,Beutel::N,ಸಂಚಿ,sacculus
370,Bündel::N,ಕಟ್ಟು,fascis
371,Tasche::N,ಚೀಲ,sacculus
372,Eimer::N,ಬಾನೆ,situla
373,Deckel::N,ಮುಚ್ಚಳ,operculum
374,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,vasa
375,Sack::N,ಮೂಟೆ,saccus
376,Tasse::N,ಬಟ್ಟಲು,pocillum
377,Topf::N,ಮಡಕೆ,olla
378,Kessel::N,ಕೆಟಲ್,aenum
379,Essen::N,ಊಟ,cena
380,Nahrung::N,ಆಹಾರ,cibus
381,Nahrung::N,ಆಹಾರ,alimenta
382,Speise::N,ಊಟ,cibus
383,Fleisch::N,ಮಾಂಸ,caro
384,Getreide::N,ಧಾನ್ಯ,frumentum
385,Brei::N,ಗಂಜಿ,puls
386,Brot::N,ರೊಟ್ಟಿ,panis
387,Scheibe::N,ಹೋಳು,frustum
388,Fett::N,ಕೊಬ್ಬು,pingue
389,Butter::N,ಬೆಣ್ಣೆ,butȳrum
390,Öl::N,ಎಣ್ಣೆ,oleum
391,Salz::N,ಉಪ್ಪು,sal
392,Suppe::N,ಎಸರು,ius
393,Honig::N,ಮಧು,mel
394,Milch::N,ಹಾಲು,lac
395,Tee::N,ಚಹ,thea
396,Leder::N,ಚಕ್ಕಳ,corium
397,Wolle::N,ಉಣ್ಣೆ,lana
398,Stoff::N,ಬಟ್ಟೆ,textum
399,Nadel::N,ಸೂಜಿ,acus
400,Faden::N,ದಾರ,filum
401,Knopf::N,ಗುಂಡು,bulla
402,Knoten::N,ಗಂಟು,nodus
403,Farbe::N,ಬಣ್ಣ,pigmentum
404,Kleidung::N,ಅರಿವೆ,vestimenta
405,Hemd::N,ಅಂಗಿ,tunica
406,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,collare
407,Ärmel::N,ತೋಳು,manica
408,Hose::N,ಇಜಾರ,bracae
409,Gürtel::N,ಬೆಲ್ಟು,cingulum
410,Mütze::N,ಟೋಪಿ,pilleus
411,Schuh::N,ಪಾದರಕ್ಷೆ,calceus
412,Stiefel::N,ಬೂಟು,pero
413,Stiefel::N,ಬೂಟು,caliga
414,Ring::N,ಉಂಗುರ,anulus
415,Band::N,ರಿಬ್ಬನ್,redimiculum
416,Kamm::N,ಹಣಿಗೆ,pecten
417,Spiegel::N,ಕನ್ನಡಿ,speculum
418,Riemen::N,ಬಾರು,lorum
419,Schnur::N,ಹುರಿ,linum
420,Leine::N,ಹಗ್ಗ,retinaculum
421,Decke::N,ಕಂಬಳಿ,lodix
422,Kissen::N,ದಿಂಬು,pulvinus
423,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,velum
424,Handtuch::N,ಚೌಕ,mantele
425,Kraft::N,ಬಲ,vis
426,Stärke::N,ಶಕ್ತಿ,robur
427,Gesundheit::N,ಆರೋಗ್ಯ,valetudo
428,Krankheit::N,ರೋಗ,morbus
429,Schmerz::N,ನೋವು,dolor
430,Wunde::N,ಗಾಯ,vulnus
431,Fieber::N,ಜ್ವರ,febris
432,Arznei::N,ಔಷಧ,remedium
433,Brücke::N,ಸೇತುವೆ,pons
434,Brunnen::N,ಬಾವಿ,puteus
435,Weide::N,ಗೋಮಾಳ,pascua
436,Pfad::N,ದಾರಿ,semita
437,Weg::N,ಹಾದಿ,iter
438,Straße::N,ರಸ್ತೆ,via
439,Dorf::N,ಹಳ್ಳಿ,vicus
440,Stadt::N,ಪಟ್ಟಣ,urbs
441,Stadt::N,ಪಟ್ಟಣ,oppidum
442,Brief::N,ಕಾಗದ,epistula
443,Buch::N,ಪುಸ್ತಕ,liber
444,Buchstabe::N,ಅಕ್ಷರ,littera
445,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,diurnum
446,Leben::N,ಜೀವನ,vita
447,Tod::N,ಮರಣ,mors
448,Grab::N,ಗೋರಿ,sepulcrum
449,Kirche::N,ಚರ್ಚು,ecclesia
450,Sünde::N,ಪಾಪ,peccatum
451,Gott::N,ದೇವರು,deus
452,Arbeiter::N,ಕೆಲಸಗಾರ,operarius
453,Chef::N,ದಣಿ,praefectus
454,Meister::N,ಶಿಕ್ಷಕ,magister
455,Arzt::N,ವೈದ್ಯ,medicus
456,Lehrer::N,ಉಪಾಧ್ಯಾಯ,magister
457,Geld::N,ಹಣ,aes
458,Geld::N,ಹಣ,pecunia
459,Geschäft::N,ವಾಣಿಜ್ಯ,negotium
460,Laden::N,ಅಂಗಡಿ,taberna
461,Preis::N,ಬೆಲೆ,pretium
462,Ware::N,ಸರಕು,merx
463,Nutzen::N,ಲಾಭ,utilitas
464,Reichtum::N,ಸಂಪತ್ತು,opes
465,Reichtum::N,ಸಂಪತ್ತು,divitiae
466,Welt::N,ಭೂಲೋಕ,mundus
467,Land::N,ದೇಶ,terra
468,Staat::N,ರಾಜ್ಯ,res publica
469,König::N,ರಾಜ,rex
470,Macht::N,ಅಧಿಕಾರ,potestas
471,Grenze::N,ಗಡಿ,limes
472,Krieg::N,ಯುದ್ಧ,bellum
473,Feind::N,ಶತ್ರು,inimicus
474,Gewalt::N,ಹಿಂಸೆ,vis
475,Kampf::N,ಹೋರಾಟ,pugna
476,Bogen[Waffe]::N,ಬಿಲ್ಲು,arcus
477,Pfeil::N,ಅಂಬು,sagitta
478,Gewehr::N,ಬಂದೂಕು,sclopetum
479,Fehler::N,ತಪ್ಪು,error
480,Lüge::N,ಸುಳ್ಳು,mendacium
481,Schaden::N,ಹಾನಿ,damnum
482,Schaden::N,ಹಾನಿ,detrimentum
483,Unglück::N,ಅಪಾಯ,miseria
484,Unglück::N,ಅಪಾಯ,calamitas
485,Schuld::N,ದೋಷ,culpa
486,Alter::N,ಮುಪ್ಪು,aetas
487,Schluss::N,ಮುಕ್ತಾಯ,finis
488,Zeit::N,ಕಾಲ,tempus
489,Tag::N,ದಿನ,dies
490,Morgen::N,ಮುಂಜಾನೆ,mane
491,Mittag::N,ನಡುಹಗಲು,meridies
492,Abend::N,ಸಂಜೆ,vesper
493,Nacht::N,ರಾತ್ರಿ,nox
494,Woche::N,ವಾರ,septimana
495,Monat::N,ತಿಂಗಳು,mensis
496,Jahr::N,ಸಂವತ್ಸರ,annus
497,Frühling::N,ವಸಂತ,ver
498,Sommer::N,ಬಿಸಿಲುಕಾಲ,aestas
499,Herbst::N,ಶರತ್ಕಾಲ,autumnus
500,Winter::N,ಚಳಿಗಾಲ,hiems
501,Januar::N,ನಾಲ್ಚಳಿ,Ianuarius
502,Februar::N,ಅಯ್ಚಳಿ,Februarius
503,März::N,ಮೊಬ್ಬೇಸಿಗೆ,Martius
504,April::N,ಇಬ್ಬೇಸಿಗೆ,Aprilis
505,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,Maius
506,Juni::N,ಮೊಮ್ಮಳೆ,Iunius
507,Juli::N,ಇಮ್ಮಳೆ,Iulius
508,August::N,ಮುಮ್ಮಳೆ,Augustus
509,September::N,ನಾಲ್ಮಳೆ,September
510,Oktober::N,ಮೊಚ್ಚಳಿ,Octobris
511,November::N,ಇಚ್ಚಳಿ,Novembris
512,Dezember::N,ಮುಚ್ಚಳಿ,December
513,Montag::N,ಸೋಮುವಾರ,dies lunae
514,Dienstag::N,ಮಂಗಳವಾರ,dies Martis 
515,Mittwoch::N,ಬುಧವಾರ,dies Mercurii
516,Donnerstag::N,ಗುರುವಾರ,dies Iovis
517,Freitag::N,ಶುಕ್ರವಾರ,dies Veneris
518,Samstag::N,ಶನಿವಾರ,dies Saturni
519,Sonntag::N,ಭಾನುವಾರ,dominicus
520,Sonntag::N,ಭಾನುವಾರ,dies solis
521,groß::A,ದೊಡ್ಡ,magnus
522,klein::A,ಪುಟ್ಟ,parvus
523,lang::A,ದೀರ್ಘ,longus
524,kurz::A,ಚಕ್ಕ,brevis
525,breit::A,ಅಗಲವಾದ,latus
526,schmal::A,ಇಕ್ಕಟ್ಟಾದ,angustus
527,dicht::A,ದಟ್ಟ,densus
528,dick[Gegenstand]::A,ದಟ್ಟ,crassus
529,dünn::A,ತೆಳು,tenuis
530,fein::A,ಕೋಮಲ,subtilis
531,fest::A,ಘನ,solidus
532,fest::A,ಘನ,stabilis
533,flach::A,ಚಪ್ಪಟೆ,planus
534,glatt::A,ನಯ,levis
535,hart::A,ಗಟ್ಟಿ,durus
536,weich::A,ಮೃದುವಾದ,mollis
537,rund::A,ವರ್ತುಳ,rotundus
538,spitz::A,ಮೊನಚಾದ,acutus
539,scharf::A,ತೀಕ್ಷ್ಣ,acer
540,stumpf::A,ಮೊಂಡು,hebes
541,schwer::A,ಭಾರಿ,gravis
542,schön::A,ಸುಂದರ,pulcher
543,schön::A,ಸುಂದರ,formosus
544,heiß::A,ಬಿಸಿ,fervidus
545,warm::A,ಬಿಸಿ,calidus
546,kalt::A,ತಣ್ಣನೆಯ,frigidus
547,kühl::A,ತಂಪಾದ,frigidus
548,frisch::A,ನಿರ್ಮಲ,recens
549,feucht::A,ಒದ್ದೆಯಾದ,umidus
550,nass::A,ಒದ್ದೆಯಾದ,madidus
551,trocken::A,ಶುಷ್ಕ,aridus
552,voll::A,ತುಂಬಿದ,plenus
553,leer::A,ಖಾಲಿ,vacuus
554,offen::A,ಮುಚ್ಚಲ್ಲದ,apertus
555,geschlossen::A,ಮುಚ್ಚಿದ,clausus
556,sauber::A,ಶುದ್ಧ,lautus
557,schmutzig::A,ಅಶುದ್ಧ,sordidus
558,roh::A,ಹಸಿ,crudus
559,reif::A,ಹಣ್ಣಾದ,maturus
560,lecker::A,ಗುಚಿಕರ,delicatus
561,süß::A,ಸಿಹಿ,dulcis
562,bitter::A,ಕಹಿ,amarus
563,bitter::A,ಕಹಿ,acerbus
564,sauer::A,ಹುಳಿಯಾದ,acidus
565,hell::A,ಹೊಳೆಯುವ,clarus
566,dunkel::A,ಮಬ್ಬಾದ,obscurus
567,schwarz::A,ಕಪ್ಪು,niger
568,weiß::A,ಬಿಳಿಯ,albus
569,rot::A,ಕೆಂಪು,ruber
570,gelb::A,ಹಳದಯ,flavus
571,blau::A,ನೀಲ,caeruleus
572,grün::A,ಕಾಯಾದ,viridis
