,Concept_ID,cv,la
110,Hügel::N,сӑрт,collis
111,Hügel::N,тӗмеске,collis
112,Anhöhe::N,сӑрт,specula
113,Berg::N,ту,mons
114,Gipfel::N,тӳпе,vertex
115,Höhle::N,ҫӗр хӑвӑлӗ,caverna
116,Höhle::N,ҫӗр хӑвӑлӗ,spelunca
117,Abhang::N,тӑвайкки,declivum
118,Quelle::N,ҫӑл куҫ,fons
119,Bach::N,пӗчӗк шыв,rivus
120,Fluss::N,юхан шыв,flumen
121,Ufer::N,ҫыран,ripa
122,Küste::N,тинӗс ҫыранӗ,litus
123,Festland::N,тип ҫӗр,continens
124,Meer::N,тинӗс,mare
125,Bucht::N,тинӗс кукӑрӗ,sinus
126,Insel::N,утрав,insula
127,Blume::N,чечек,flos
128,Gras::N,курӑк,herba
129,Gras::N,курӑк,gramen
130,Wurzel::N,тымар,radix
131,Baum::N,йывӑҫ,arbor
132,Stamm::N,вулӑ,truncus
133,Rinde::N,хуйӑр,cortex
134,Ast::N,турат,ramus
135,Zweig::N,турат,ramus
136,Blatt::N,ҫулҫӑ,folium
137,Birke::N,хурӑн,betulla
138,Kiefer[Baum]::N,хыр,pinus
139,Weide[Baum]::N,хӑва,salix
140,Tanne::N,чӑрӑш,abies
141,Horn::N,мӑйрака,cornu
142,Feder::N,тӗк,penna
143,Fell::N,ҫӑм,pellis
144,Flügel::N,ҫунат,ala
145,Klaue::N,чӗрне,unguis
146,Kralle::N,ура,unguis
147,Schwanz::N,хӳре,cauda
148,Ei::N,ҫӑмарта,ovum
149,Nest::N,йӑва,nidus
150,Bau::N,йӗнӗ,cavum
151,Bau::N,йӗнӗ,latibulum
152,Tier::N,выльӑх,bestia
153,Herde::N,кӗтӳ,grex
154,Kuh::N,ӗне,vacca
155,Bulle::N,вӑкӑр,taurus
156,Pferd::N,лаша,equus
157,Schaf::N,сурӑх,ovis
158,Schwein::N,сысна,sus
159,Schwein::N,сысна,porcus
160,Hund::N,йытӑ,canis
161,Katze::N,кушак,felis
162,Bär::N,упа,ursus
163,Eichhörnchen::N,пакша,sciurus
164,Elch::N,пӑши,alces
165,Fuchs::N,тилӗ,vulpes
166,Hase::N,куян,lepus
167,Hase::N,мулкач,lepus
168,Maus::N,шӑши,mus
169,Wolf::N,кашкӑр,lupus
170,Vogel::N,кайӑк,avis
171,Vogel::N,вӗҫен кайӑк,avis
172,Schwarm::N,ушкӑн,examen
173,Huhn::N,чӑх,gallina
174,Huhn::N,чӑхӑ,gallina
175,Hahn::N,автан,gallus
176,Gans::N,хур,anser
177,Adler::N,ӑмӑрт кайӑк,aquila
178,Ente::N,кӑвакал,anas
179,Eule::N,тӑмана,ulula
180,Eule::N,тӑмана,noctua
181,Kranich::N,тӑрна,grus
182,Krähe::N,ула курак,cornix
183,Kuckuck::N,куккук,cuculus
184,Schwan::N,акӑш,olor
185,Schwan::N,акӑш,cycnus
186,Fisch::N,пулӑ,piscis
187,Barsch::N,уланкӑ,perca
188,Hecht::N,ҫӑрттан,esox
189,Schlange[Tier]::N,ҫӗлен,serpens
190,Wurm::N,ӑман,vermis
191,Spinne::N,эрешмен,aranea
192,Ameise::N,кӑткӑ,formica
193,Laus::N,пыйтӑ,pediculus
194,Mücke::N,вӑрӑм туна,culex
195,Fliege::N,шӑна,musca
196,Schmetterling::N,лӗпӗш,papilio
197,Beere::N,ҫырла,baca
198,Apfel::N,улма,malum
199,Apfel::N,пан улми,malum
200,Pilz::N,кӑмпа,fungus
201,Zwiebel::N,сухан,cepa
202,Saat::N,вӑрӑ,seges
203,Korn::N,тӗшӗ,granum
204,Korn::N,пӗрчӗ,granum
205,Heu::N,утӑ,faenum
206,Schale::N,хупӑ,putamen
207,Grube::N,шӑтӑк,fovea
208,Falle::N,тапӑ,pedica
209,Falle::N,капкӑн,pedica
210,Schlinge::N,йӑлӑ,laqueus
211,Spur::N,йӗр,vestigium
212,Asche::N,кӗл,cinis
213,Dreck::N,пылчӑк,lutum
214,Eisen::N,тимӗр,ferrum
215,Gold::N,ылтӑн,aurum
216,Silber::N,кӗмӗл,argentum
217,Kohle::N,кӑмрӑк,carbo
218,Glas::N,кӗленче,vitrum
219,Lehm::N,тӑм,lutum
220,Sand::N,хӑйӑр,arena
221,Mensch::N,ҫын,homo
222,Mensch::N,этем,homo
223,Mann::N,ар,vir
224,Frau::N,хӗрарӑм,mulier
225,Kind::N,ача,puer
226,Kind::N,ача,infans
227,Junge::N,ача,puer
228,Junge::N,ар ҫын ача,puer
229,Mädchen::N,хӗр ача,puella
230,Familie::N,ҫемье,familia
231,Familie::N,кил-йыш,familia
232,Großvater::N,кукаҫи,avus
233,Großmutter::N,кукамай,avia
234,Eltern::N,аҫа-ама,parentes
235,Vater::N,атте,pater
236,Mutter::N,анне,mater
237,Sohn::N,ывӑл,filius
238,Tochter::N,хӗр,filia
239,Bruder::N,ар тӑван,frater
240,Schwester::N,аппа,soror
241,Schwester::N,йӑмӑк,soror
242,Onkel::N,мучи,patruus
243,Onkel::N,мучи,avunculus
244,Onkel::N,пичче,patruus
245,Onkel::N,пичче,avunculus
246,Tante::N,аппа,amita
247,Ehemann::N,упӑшка,maritus
248,Ehefrau::N,арӑм,uxor
249,Freude::N,савӑнӑҫ,gaudium
250,Freude::N,савӑнӑҫ,laetitia
251,Freude::N,хаваслӑх,gaudium
252,Freude::N,хаваслӑх,laetitia
253,Gelächter::N,кулӑ,risus
254,Glück::N,телей,felicitas
255,Glück::N,ӑраскал,felicitas
256,Kummer::N,хурлӑх,aegritudo
257,Wunsch::N,ӗмӗт,voluntas
258,Wunsch::N,ӗмӗт,desiderium
259,Wunsch::N,кӑмӑл,voluntas
260,Wunsch::N,кӑмӑл,desiderium
261,Lust::N,кӑмӑл,libido
262,Lust::N,кӑмӑл,voluptas
263,Geist::N,чун-чӗм,mens
264,Geist::N,чун-чӗм,animus
265,Geist::N,ыр-усал,mens
266,Geist::N,ыр-усал,animus
267,Geist::N,чун хавалӗ,mens
268,Geist::N,чун хавалӗ,animus
269,Gedanke::N,шухӑш,sententia
270,Gedächtnis::N,ас,memoria
271,Verstand::N,ӑс,ratio
272,Verstand::N,ӑс,ingenium
273,Verstand::N,ӑс-тӑн,ratio
274,Verstand::N,ӑс-тӑн,ingenium
275,Verstand::N,ӑс-хакӑл,ratio
276,Verstand::N,ӑс-хакӑл,ingenium
277,Sinn::N,тупсӑм,sensus
278,Sinn::N,пӗлтерӗш,sensus
279,Grund::N,сӑлтав,causa
280,Wahrheit::N,чӑнлӑх,veritas
281,Gespräch::N,калаҫу,sermo
282,Märchen::N,юмах,fabula
283,Erzählung::N,акалав,fabula
284,Erzählung::N,акалав,narratio
285,Erzählung::N,каласа пани,fabula
286,Erzählung::N,каласа пани,narratio
287,Nachricht::N,хыпар,nuntius
288,Neuigkeit::N,ҫӗнӗ хыпар,novitas
289,Name::N,ят,nomen
290,Rätsel::N,сутмалли юмах,aenigma
291,Rede::N,сӑмах,oratio
292,Sprache::N,чӗлхе,lingua
293,Stimme::N,сасӑ,vox
294,Wort::N,сӑмах,verbum
295,Wort::N,сӑмах,vocabulum
296,Zeichen::N,паллӑ,signum
297,Ruf::N,йыхрав,clamor
298,Ruf::N,чӗнӳ,clamor
299,Lärm::N,шав,strepitus
300,Laut::N,сасӑ,sonus
301,Ton::N,сасӑ,sonus
302,Lied::N,юрӑ,carmen
303,Ruhe::N,канӑҫлӑх,quies
304,Ruhe::N,лӑпкӑлӑх,quies
305,Leute::N,ҫамрӑксем,homines
306,Leute::N,ҫамрӑк ҫынсем,homines
307,Volk::N,халӑх,populus
308,Arbeit::N,ӗҫхӗл,labor
309,Arbeit::N,ӗҫлев,labor
310,Gast::N,хӑна,hospes
311,Gast::N,хӑна,conviva
312,Geschenk::N,парне,munus
313,Geschenk::N,кучченеҫ,munus
314,Spiel::N,вӑйӑ,ludus
315,Gesellschaft::N,общество,societas
316,Hilfe::N,пулӑшу,auxilium
317,Hilfe::N,пулӑшу,subsidium
318,Freund::N,тус,amicus
319,Kamerad::N,юлташ,socius
320,Kamerad::N,тус,socius
321,Angelegenheit::N,ӗҫ,res
322,Anzahl::N,йыш,numerus
323,Anzahl::N,хисеп,numerus
324,Art::N,тӗс,genus
325,Stück::N,татӑк,frustum
326,Stück::N,татӑк,fragmentum
327,Teil::N,пай,pars
328,Hälfte::N,ҫурӑ,dimidium
329,Kreis::N,ункӑ,orbis
330,Kreis::N,ункӑ,circus
331,Kreis::N,ҫавракӑш,orbis
332,Kreis::N,ҫавракӑш,circus
333,Kreuz::N,хӗрес,crux
334,Linie::N,йӗр,linea
335,Strich::N,йӗр,lineamentum
336,Abstand::N,хушӑ,intervallum
337,Entfernung::N,хушӑ,spatium
338,Gegend::N,вырӑн,loca
339,Gegend::N,вырӑн,regio
340,Platz::N,хутлӑх,locus
341,Ort::N,вырӑн,locus
342,Seite::N,ен,latus
343,Seite::N,аяк,latus
344,Seite::N,айӑк,latus
345,Mitte::N,варӑ,medium
346,Gegenstand::N,япала,res
347,Sache::N,япала,res
348,Rand::N,вӗҫ,margo
349,Rand::N,хӗрӗ,margo
350,Rand::N,хӗрри,margo
351,Kante::N,хайкача,angulus
352,Kante::N,хысак,angulus
353,Ecke::N,кӗтес,angulus
354,Spitze::N,вӗҫ,cacumen
355,Ende::N,вӗҫ,caput
356,Loch::N,шӑтӑк,foramen
357,Winkel::N,кӗтес,angulus
358,Muster::N,эреш,exemplum
359,Größe::N,пысӑкӑш,magnitudo
360,Länge::N,вӑрӑмӑш,longitudo
361,Höhe::N,ҫӳллӗш,altitudo
362,Gewicht::N,виҫе,pondus
363,Gewicht::N,йывӑрӑш,pondus
364,Menge::N,йыш,copia
365,Haufen::N,купа,acervus
366,Reihe::N,рет,ordo
367,Boot::N,кимӗ,navicula
368,Ruder::N,кӗсмен,remus
369,Schlitten::N,ҫуна,sclodia
370,Ski::N,йӗлтӗр,narta
371,Lagerfeuer::N,вут,ignis
372,Lagerfeuer::N,кӑвайт,ignis
373,Last::N,сулмаклӑх,onus
374,Last::N,йывӑр япала,onus
375,Gang::N,куҫӑм,cursus
376,Schritt::N,утӑм,gradus
377,Schritt::N,пусӑм,gradus
378,Norden::N,ҫурҫӗр,septentriones
379,Süden::N,кӑнтӑр,meridies
380,Westen::N,анӑҫ,occidens
381,Westen::N,хӗвел анӑҫ,occidens
382,Osten::N,хӗвел тухӑҫ,oriens
383,Holz::N,йывӑҫ,lignum
384,Brett::N,хӑма,tabula
385,Platte::N,плита,lamina
386,Stütze::N,ура,adminiculum
387,Stange::N,шерте,pertica
388,Stock::N,патак,baculum
389,Stab::N,шӑчӑ,scipio
390,Rohr::N,пӑрӑх,tubus
391,Haus::N,ҫурт,aedes
392,Heim::N,кил,domicilium
393,Ofen::N,кӑмака,fornax
394,Fußboden::N,урай,solum
395,Tisch::N,сӗтел,mensa
396,Stuhl::N,пукан,sella
397,Wiege::N,сӑпка,cunae
398,Bett::N,кравать,lectus
399,Regal::N,ҫӳлӗк,foruli
400,Regal::N,сентре,foruli
401,Kiste::N,ещӗк,cista
402,Kiste::N,сунтӑх,cista
403,Fenster::N,чӳрече,fenestra
404,Tür::N,алӑк,ianua
405,Tor::N,хапха,porta
406,Zaun::N,хӳме,saepes
407,Dach::N,тӑрӑ,tectum
408,Leiter::N,пусма,scalae
409,Besen::N,шӑпӑр,scopae
410,Spaten::N,кӗреҫе,pala
411,Schaufel::N,кӗреҫе,pala
412,Gabel::N,вилка,fuscinula
413,Löffel::N,кашӑк,coclear
414,Messer::N,ҫӗҫӗ,culter
415,Nagel::N,пӑта,clavus
416,Netz::N,тетел,rete
417,Haken::N,йӑрхах,hamus
418,Haken::N,ҫекӗл,hamus
419,Griff::N,хӑлӑп,manubrium
420,Schloss::N,ҫӑра,claustra
421,Bild::N,сӑн,tabula
422,Bild::N,сӑн,pictura
423,Bild::N,сӑнлӑх,tabula
424,Bild::N,сӑнлӑх,pictura
425,Bild::N,картина,tabula
426,Bild::N,картина,pictura
427,Figur::N,кӗлетке,statunculum
428,Puppe::N,пукане,pupa
429,Beutel::N,михӗ,sacculus
430,Bündel::N,ҫыхӑ,fascis
431,Bündel::N,тӗрке,fascis
432,Tasche::N,сумка,sacculus
433,Eimer::N,витре,situla
434,Deckel::N,хупӑ,operculum
435,Geschirr::N,савӑт-сапа,vasa
436,Sack::N,михӗ,saccus
437,Tasse::N,курка,pocillum
438,Topf::N,кастрюль,olla
439,Kessel::N,хуран,aenum
440,Essen::N,апат,cena
441,Nahrung::N,апат-ҫимӗс,cibus
442,Nahrung::N,апат-ҫимӗс,alimenta
443,Speise::N,апат,cibus
444,Speise::N,ҫимӗҫ,cibus
445,Fleisch::N,аш,caro
446,Fleisch::N,какай,caro
447,Getreide::N,тырӑ,frumentum
448,Brei::N,пӑтӑ,puls
449,Brot::N,ҫӑкӑр,panis
450,Scheibe::N,чӗлӗ,frustum
451,Scheibe::N,касӑк,frustum
452,Fett::N,ҫу,pingue
453,Butter::N,ҫу,butȳrum
454,Öl::N,ҫу,oleum
455,Salz::N,тӑвар,sal
456,Suppe::N,яшка,ius
457,Honig::N,пыл,mel
458,Milch::N,сӗт,lac
459,Tee::N,чей,thea
460,Leder::N,сӑран,corium
461,Wolle::N,ҫӑм,lana
462,Stoff::N,тӗртӗм,textum
463,Nadel::N,йӗп,acus
464,Faden::N,ҫип,filum
465,Knopf::N,тӳме,bulla
466,Knoten::N,йӑлӑ,nodus
467,Farbe::N,сӑрӑ,pigmentum
468,Kleidung::N,тум,vestimenta
469,Kleidung::N,ҫипуҫ,vestimenta
470,Kleidung::N,тум-тир,vestimenta
471,Hemd::N,кӗпе,tunica
472,Kragen::N,ҫуха,collare
473,Ärmel::N,ҫанӑ,manica
474,Hose::N,шӑлавар,bracae
475,Gürtel::N,пиҫиххи,cingulum
476,Mütze::N,ҫӗлӗк,pilleus
477,Schuh::N,пушмак,calceus
478,Schuh::N,ботинок,calceus
479,Stiefel::N,атӑ,pero
480,Stiefel::N,атӑ,caliga
481,Ring::N,ҫӗрӗ,anulus
482,Band::N,хаю,redimiculum
483,Band::N,йӗсме,redimiculum
484,Kamm::N,тура,pecten
485,Spiegel::N,тӗкӗр,speculum
486,Spiegel::N,куҫ кӗски,speculum
487,Riemen::N,чӗн,lorum
488,Schnur::N,кантра,linum
489,Leine::N,касмӑк,retinaculum
490,Decke::N,утиял,lodix
491,Kissen::N,ҫытар,pulvinus
492,Kissen::N,минтер,pulvinus
493,Tuch::N,тутӑр,velum
494,Handtuch::N,ал шӑлли,mantele
495,Kraft::N,вӑй,vis
496,Kraft::N,хӑват,vis
497,Stärke::N,хал,robur
498,Stärke::N,хӑват,robur
499,Gesundheit::N,хал,valetudo
500,Gesundheit::N,сывлӑх,valetudo
501,Krankheit::N,чир,morbus
502,Schmerz::N,ырату,dolor
503,Wunde::N,суран,vulnus
504,Fieber::N,сив чир,febris
505,Arznei::N,эмел,remedium
506,Brücke::N,кӗпер,pons
507,Brunnen::N,ҫӑл,puteus
508,Brunnen::N,пусӑ,puteus
509,Weide::N,ҫаран,pascua
510,Pfad::N,йӗр,semita
511,Pfad::N,сукмак,semita
512,Weg::N,ҫул,iter
513,Weg::N,ҫул-йӗр,iter
514,Straße::N,ҫӳрев,via
515,Straße::N,ҫул ҫӳрени,via
516,Dorf::N,ял,vicus
517,Stadt::N,хула,urbs
518,Stadt::N,хула,oppidum
519,Brief::N,ҫыру,epistula
520,Buch::N,кӗнеке,liber
521,Buchstabe::N,сас палли,littera
522,Zeitung::N,хаҫат,diurnum
523,Leben::N,пурнӑҫ,vita
524,Tod::N,вилӗм,mors
525,Grab::N,масар шӑтӑкӗ,sepulcrum
526,Kirche::N,чиркӳ,ecclesia
527,Sünde::N,ҫылӑх,peccatum
528,Gott::N,турӑ,deus
529,Arbeiter::N,рабочи,operarius
530,Chef::N,пуҫлӑх,praefectus
531,Meister::N,ӑста,magister
532,Meister::N,мастер,magister
533,Arzt::N,врач,medicus
534,Arzt::N,тухтӑр,medicus
535,Lehrer::N,учитель,magister
536,Lehrer::N,вӗрентекен,magister
537,Geld::N,укҫа,aes
538,Geld::N,укҫа,pecunia
539,Geschäft::N,бизнес,negotium
540,Laden::N,магазин,taberna
541,Preis::N,хак,pretium
542,Ware::N,тавар,merx
543,Nutzen::N,пайта,utilitas
544,Reichtum::N,мул,opes
545,Reichtum::N,мул,divitiae
546,Welt::N,тӗнче,mundus
547,Land::N,ҫӗр-шыв,terra
548,Staat::N,патшàлӑх,res publica
549,König::N,король,rex
550,Macht::N,власть,potestas
551,Grenze::N,чикӗ,limes
552,Krieg::N,вӑрҫӑ,bellum
553,Feind::N,тӑшман,inimicus
554,Gewalt::N,ирӗксӗрлӳ,vis
555,Kampf::N,кӗрешӳ,pugna
556,Bogen[Waffe]::N,ухӑ,arcus
557,Pfeil::N,ҫӗмрен,sagitta
558,Pfeil::N,ухӑ йӗппи,sagitta
559,Gewehr::N,пӑшал,sclopetum
560,Fehler::N,йӑнӑш,error
561,Lüge::N,суя,mendacium
562,Lüge::N,ултав,mendacium
563,Schaden::N,сиен,damnum
564,Schaden::N,сиен,detrimentum
565,Unglück::N,шар,miseria
566,Unglück::N,шар,calamitas
567,Unglück::N,инкек,miseria
568,Unglück::N,инкек,calamitas
569,Schuld::N,айӑп,culpa
570,Alter::N,ҫул шучӗ,aetas
571,Schluss::N,пӗтни,finis
572,Schluss::N,пӗтмӗш,finis
573,Zeit::N,вӑхӑт,tempus
574,Tag::N,кун,dies
575,Morgen::N,ир,mane
576,Mittag::N,кӑнтӑрла,meridies
577,Abend::N,каҫ,vesper
578,Nacht::N,каҫ,nox
579,Woche::N,эрне,septimana
580,Monat::N,уйӑх,mensis
581,Jahr::N,ҫулталӑк,annus
582,Frühling::N,ҫур,ver
583,Frühling::N,ҫуркунне,ver
584,Sommer::N,ҫу,aestas
585,Sommer::N,ҫулла,aestas
586,Herbst::N,кӗр,autumnus
587,Herbst::N,кӗркунне,autumnus
588,Winter::N,хӗл,hiems
589,Winter::N,хӗлле,hiems
590,Januar::N,январь,Ianuarius
591,Februar::N,февраль,Februarius
592,Februar::N,кӗҫӗн кӑрлач,Februarius
593,März::N,март,Martius
594,März::N,пуш уйӑхӗ,Martius
595,April::N,апрель,Aprilis
596,Mai::N,май,Maius
597,Juni::N,июнь,Iunius
598,Juli::N,июль,Iulius
599,August::N,август,Augustus
600,September::N,сентябрь,September
601,September::N,авӑн уйӑхӗ,September
602,Oktober::N,октябрь,Octobris
603,November::N,ноябрь,Novembris
604,Dezember::N,раштав,December
605,Dezember::N,декабрь,December
606,Montag::N,тунти кун,dies lunae
607,Dienstag::N,ытлари кун,dies Martis 
608,Mittwoch::N,юн кун,dies Mercurii
609,Donnerstag::N,кӗҫнерни кун,dies Iovis
610,Freitag::N,эрне кун,dies Veneris
611,Samstag::N,шӑмат кун,dies Saturni
612,Sonntag::N,вырсарни кун,dominicus
613,Sonntag::N,вырсарни кун,dies solis
614,groß::A,пысӑк,magnus
615,klein::A,пӗчӗк,parvus
616,lang::A,вӑрӑм,longus
617,kurz::A,кӗске,brevis
618,breit::A,сарлака,latus
619,schmal::A,ансӑр,angustus
620,dicht::A,йӑвӑ,densus
621,dick[Gegenstand]::A,хулӑн,crassus
622,dünn::A,ҫинҫе,tenuis
623,dünn::A,ҫӳхе,tenuis
624,fein::A,тарай,subtilis
625,fein::A,вӗлтӗрти,subtilis
626,fest::A,тӗреклӗ,solidus
627,fest::A,тӗреклӗ,stabilis
628,flach::A,лаптак,planus
629,glatt::A,такӑр,levis
630,hart::A,хытӑ,durus
631,weich::A,ҫемҫе,mollis
632,rund::A,ҫавра,rotundus
633,spitz::A,шӗвӗр,acutus
634,scharf::A,ҫивӗч,acer
635,stumpf::A,мӑка,hebes
636,stumpf::A,пуклак,hebes
637,stumpf::A,тӗрӗнчӗк,hebes
638,stumpf::A,ӑнкарусӑр,hebes
639,schwer::A,йывӑр,gravis
640,schön::A,илемлӗ,pulcher
641,schön::A,илемлӗ,formosus
642,heiß::A,вӗри,fervidus
643,warm::A,ӑшӑ,calidus
644,kalt::A,сивӗ,frigidus
645,kühl::A,уҫӑ,frigidus
646,frisch::A,уҫӑ,recens
647,feucht::A,йӗпе,umidus
648,nass::A,нӳрӗ,madidus
649,trocken::A,типӗ,aridus
650,voll::A,тулли,plenus
651,leer::A,пушӑ,vacuus
652,offen::A,уҫӑ,apertus
653,geschlossen::A,хупӑ,clausus
654,sauber::A,таса,lautus
655,schmutzig::A,пылчӑклӑ,sordidus
656,schmutzig::A,вараланчӑк,sordidus
657,roh::A,чӗрӗ,crudus
658,reif::A,пулнӑ,maturus
659,reif::A,пиҫӗхнӗ,maturus
660,reif::A,аталаннӑ,maturus
661,reif::A,пиҫсе ҫитнӗ,maturus
662,lecker::A,тутлӑ,delicatus
663,lecker::A,техӗмлӗ,delicatus
664,süß::A,пылак,dulcis
665,bitter::A,йӳҫӗ,amarus
666,bitter::A,йӳҫӗ,acerbus
667,sauer::A,йӳҫӗ,acidus
668,sauer::A,йӳҫек,acidus
669,sauer::A,кӑвасак,acidus
670,hell::A,ҫутӑ,clarus
671,dunkel::A,тӗттӗм,obscurus
672,schwarz::A,хура,niger
673,weiß::A,шурӑ,albus
674,rot::A,хӗрлӗ,ruber
675,gelb::A,сарӑ,flavus
676,blau::A,кӑвак,caeruleus
677,grün::A,симӗс,viridis
678,grün::A,пиҫмен,viridis
679,grün::A,ӑс пухман,viridis
680,grau::A,кӑвак,canus
681,bunt::A,чӑпар,varius
682,billig::A,йӳнӗ,vilis
683,teuer::A,хаклӑ,carus
684,wertvoll::A,паха,pretiosus
685,blind::A,суккӑр,caecus
686,taub::A,хӑлхасӑр,surdus
687,kräftig::A,хӑватлӑ,robustus
688,stark::A,вирлӗ,firmus
689,stark::A,вирлӗ,validus
690,schwach::A,халсӑр,debilis
691,schwach::A,халсӑр,infirmus
692,fett::A,самӑр,crassus
693,fett::A,мӑнтӑр,crassus
694,schlank::A,йӑрӑс,procerus
695,schlank::A,яштака,procerus
696,hübsch::A,хитре,pulcher
697,böse::A,усал,improbus
698,dumm::A,ухмах,stultus
699,dumm::A,ухмах,stupidus
700,faul::A,наян,piger
701,faul::A,юлхав,piger
702,faul::A,ӳркенчӗк,piger
703,fleißig::A,хастар,sedulus
704,geizig::A,хытӑ,avarus
705,klug::A,ӑслӑ,prudens
706,geschickt::A,ӑста,sollers
707,lieb::A,савнӑ,carus
708,lustig::A,хаваслӑ,iocosus
709,sanft::A,ачаш,clemens
710,hungrig::A,выҫӑ,impastus
711,krank::A,чирлӗ,aeger
712,nackt::A,ҫара,nudus
713,traurig::A,салхуллӑ,maestus
714,lebendig::A,чӗрӗ,vivus
715,gut::A,аван,bonus
716,gut::A,лайӑх,bonus
717,schlecht::A,япӑх,malus
718,schlecht::A,начар,malus
719,richtig::A,тӗрӗс,rectus
720,schlimm::A,йӗрӗнчӗк,malus
721,wahr::A,чӑн,verus
722,alt::A,кивӗ,antiquus
723,neu::A,ҫӗнӗ,novus
724,ehemalig::A,пулнӑ,pristinus
725,alt[Lebewesen]::A,ватӑ,vetus
726,jung::A,яш,iuvenis
727,jung::A,ҫамрӑк,iuvenis
728,arm::A,чухӑн,pauper
729,reich::A,пуян,dives
730,bekannt::A,пӗлӗш,notus
731,berühmt::A,чаплӑ,celeber
732,berühmt::A,чаплӑ,illustris
733,fremd::A,ют,peregrinus
734,verschieden::A,расна,varius
735,nah::A,ҫывӑх,propinquus
736,nah::A,ҫывӑхри,propinquus
