,Concept_ID,sq,lez
198,Spinne::N,marimangë,хуьшрекан
199,Ameise::N,thnegël,цегв
200,Ameise::N,milingonë,цегв
201,Laus::N,morr,нет
202,Mücke::N,kunup,ветӏ
203,Mücke::N,mushkonjë,ветӏ
204,Fliege::N,mizë,тӏветӏ
205,Schmetterling::N,flutur,чепелукь
206,Beere::N,frutë,куьлуь емиш
207,Beere::N,manaferrë,куьлуь емиш
208,Apfel::N,mollë,ич
209,Pilz::N,kërpudhë,къарникъуз
210,Zwiebel::N,qepë,чичӏек
211,Saat::N,farë,тумар
212,Korn::N,grurë,твар
213,Korn::N,kokërr,твар
214,Heu::N,sanë,векь
215,Heu::N,sanë,векьер
216,Schale::N,lëkurë,пириш
217,Schale::N,lëkurë,хъуьруьш
218,Grube::N,gropë,фур
219,Falle::N,kurth,ракьар
220,Falle::N,grackë,ракьар
221,Schlinge::N,nyjë,гьалкъа
222,Spur::N,gjurmë,гел
223,Asche::N,hi,руьхъ
224,Dreck::N,baltë,чирк
225,Dreck::N,baltë,кьуруш
226,Eisen::N,hekur,ракь
227,Gold::N,ar,алтун
228,Gold::N,flori,алтун
229,Silber::N,argjend,гимиш
230,Kohle::N,qymyr,цӏивин
231,Glas::N,qelq,шуьше
232,Lehm::N,argjilë,ччеб
233,Sand::N,rërë,къум
234,Mensch::N,njeri,инсан
235,Mann::N,burrë,итим
236,Mann::N,mashkull,итим
237,Frau::N,grua,паб
238,Frau::N,grua,дишегьли
239,Frau::N,femër,паб
240,Frau::N,femër,дишегьли
241,Kind::N,kalama,аял
242,Junge::N,djalë,гада
243,Mädchen::N,gocë,руш
244,Mädchen::N,vajzë,руш
245,Familie::N,familje,хзан
246,Familie::N,familje,килфет
247,Großvater::N,gjysh,чӏехи буба
248,Großmutter::N,gjyshe,чӏехи диде
249,Eltern::N,prindër,диде-буба
250,Vater::N,atë,буба
251,Mutter::N,nënë,диде
252,Sohn::N,bir,хва
253,Tochter::N,bijë,руш
254,Bruder::N,vëlla,стха
255,Schwester::N,motër,вах
256,Onkel::N,dajë,ими
257,Onkel::N,dajë,халу
258,Onkel::N,xhaxha,ими
259,Onkel::N,xhaxha,халу
260,Tante::N,teze,эме
261,Tante::N,teze,хала
262,Tante::N,hallë,эме
263,Tante::N,hallë,хала
264,Ehemann::N,burrë,гъуьл
265,Ehemann::N,bashkëshort,гъуьл
266,Ehefrau::N,grua,паб
267,Ehefrau::N,bashkëshorte,паб
268,Freude::N,gaz,шадвал
269,Freude::N,gëzim,шадвал
270,Gelächter::N,qeshje,хъвер
271,Glück::N,lumturi,бахт
272,Kummer::N,brengë,дерт
273,Kummer::N,brengë,хажалат
274,Kummer::N,pikëllim,дерт
275,Kummer::N,pikëllim,хажалат
276,Wunsch::N,dëshirë,мурад
277,Lust::N,epsh,гьевес
278,Lust::N,dashuri,гьевес
279,Geist::N,frymë,руьгь
280,Geist::N,shpirt,руьгь
281,Gedanke::N,ide,фикир
282,Gedanke::N,mendim,фикир
283,Gedächtnis::N,kujtesë,
284,Verstand::N,mend,акьул
285,Sinn::N,kuptim,мана
286,Grund::N,arsye,себеб
287,Wahrheit::N,vërtetë,керчек
288,Wahrheit::N,vërtetë,гьакъикъат
289,Gespräch::N,bisedim,ихтилат
290,Märchen::N,përrallë,мах
291,Erzählung::N,tregim,кьиса
292,Nachricht::N,lajm,хабар
293,Neuigkeit::N,risi,цӏийи хабар
294,Name::N,emër,тӏвар
295,Rätsel::N,gjëzë,мискӏал
296,Rätsel::N,gjëegjëzë,мискӏал
297,Rede::N,fjalim,рахун
298,Sprache::N,gjuhë,чӏал
299,Stimme::N,zë,ван
300,Wort::N,fjalë,гаф
301,Zeichen::N,shenjë,ишара
302,Ruf::N,thirrmë,эвер
303,Lärm::N,zhurmë,ван-сес
304,Laut::N,tingull,ван
305,Laut::N,tingull,сес
306,Ton::N,ton,ван-сес
307,Lied::N,këngë,мани
308,Ruhe::N,qetësi,ласвал
309,Ruhe::N,qetësi,фаракъат
310,Ruhe::N,qetësi,асайиш
311,Leute::N,botë,инсанар
312,Leute::N,njerëz,инсанар
313,Volk::N,popull,халкь
314,Arbeit::N,punë,кӏвалах
315,Gast::N,mik,мугьман
316,Gast::N,mysafir,мугьман
317,Geschenk::N,dhuratë,савкьат
318,Geschenk::N,peshqesh,савкьат
319,Spiel::N,lojë,къугъун
320,Gesellschaft::N,shoqëri,жемят
321,Gesellschaft::N,shoqëri,общество
322,Hilfe::N,ndihmë,куьмек
323,Freund::N,mik,дуст
324,Kamerad::N,shok,яр-дуст
325,Angelegenheit::N,punë,кар
326,Anzahl::N,sasi,сан
327,Anzahl::N,sasi,кьадар
328,Art::N,lloj,жуьре
329,Stück::N,copë,кӏус
330,Teil::N,pjesë,пай
331,Hälfte::N,gjysmë,зур
332,Hälfte::N,gjysmë,зур пай
333,Kreis::N,qark,круг
334,Kreis::N,qark,чкаяр
335,Kreis::N,qark,элкъвей цӏар
336,Kreis::N,rreth,круг
337,Kreis::N,rreth,чкаяр
338,Kreis::N,rreth,элкъвей цӏар
339,Kreuz::N,kryq,хаш
340,Linie::N,vijë,цӏар
341,Strich::N,vizë,цӏар
342,Abstand::N,distancë,ара
343,Entfernung::N,largim,мензил
344,Gegend::N,vise,чка
345,Gegend::N,krahinë,чка
346,Platz::N,shesh,ара
347,Ort::N,vend,чка
348,Seite::N,anë,пад
349,Mitte::N,mes,юкь
350,Gegenstand::N,send,затӏ
351,Sache::N,gjë,шей
352,Sache::N,gjë,затӏ
353,Sache::N,send,шей
354,Sache::N,send,затӏ
355,Rand::N,qoshe,къерех
356,Kante::N,teh,син
357,Ecke::N,qoshe,пӏипӏ
358,Spitze::N,majë,кӏвенкӏв
359,Ende::N,skaj,кьил
360,Ende::N,bisht,кьил
361,Loch::N,vrimë,тӏеквен
362,Winkel::N,kënd,пӏипӏ
363,Muster::N,mostër,гишир
364,Größe::N,madhësi,кьадар
365,Länge::N,gjatësi,яргъивал
366,Höhe::N,lartësi,кьакьанвал
367,Gewicht::N,peshë,заланвал
368,Menge::N,sasi,кьадар
369,Haufen::N,grumbull,хара
370,Reihe::N,radhë,жерге
371,Reihe::N,rresht,жерге
372,Boot::N,barkë,луьткве
373,Boot::N,lundër,луьткве
374,Ruder::N,rrem,кьусу
375,Schlitten::N,sajë,гъелерар
376,Ski::N,ski,
377,Lagerfeuer::N,flakadan,цӏай
378,Lagerfeuer::N,zjarr i madh,цӏай
379,Last::N,barrë,заланвал
380,Gang::N,ecje,ериш
381,Schritt::N,hap,къадам
382,Norden::N,veri,кефер
383,Norden::N,veri,кефер пад
384,Süden::N,jug,кьибле
385,Westen::N,perëndim,рагъакӏидай пад
386,Osten::N,lindje,рагъэкъечӏдай пад
387,Holz::N,dru,кӏарас
388,Brett::N,dërrasë,кьул
389,Brett::N,dërrasë,тахта
390,Platte::N,pllakë,
391,Stütze::N,shtyllë,даях
392,Stütze::N,mbështetesë,даях
393,Stange::N,shufër,юрк
394,Stock::N,dajak,лаш
395,Stab::N,shkop,юрк
396,Rohr::N,tub,турба
397,Haus::N,shtëpi,ужагъ
398,Heim::N,konak,кӏвал
399,Heim::N,shtëpi,кӏвал
400,Ofen::N,sobë,пич
401,Ofen::N,stufë,пич
402,Fußboden::N,dysheme,кӏвалин ччил
403,Tisch::N,tryezë,стол
404,Stuhl::N,karrige,стул
405,Wiege::N,djep,кьеб
406,Bett::N,shtrat,тахт
407,Regal::N,raft,кьацӏ
408,Kiste::N,kuti,ящик
409,Fenster::N,dritare,дакӏар
410,Tür::N,derë,рак
411,Tor::N,portë,варар
412,Zaun::N,gardh,пару
413,Dach::N,çati,къав
414,Leiter::N,shkallë,гурар
415,Besen::N,fshesë,таран кул
416,Spaten::N,lopatë,ппер
417,Schaufel::N,qyrek,хекендаз
418,Gabel::N,pirun,шиш
419,Löffel::N,lugë,тӏур
420,Messer::N,thikë,чукӏул
421,Nagel::N,gozhdë,мих
422,Netz::N,rrjetë,чил
423,Haken::N,grep,къармах
424,Haken::N,grremç,къармах
425,Griff::N,dorak,ттум
426,Griff::N,dorezë,ттум
427,Schloss::N,bravë,куьлег
428,Bild::N,tablo,шикил
429,Bild::N,tablo,суьрет
430,Bild::N,pikturë,шикил
431,Bild::N,pikturë,суьрет
432,Figur::N,figurë,фигура
433,Puppe::N,kukull,нини
434,Beutel::N,qese,тагъар
435,Beutel::N,trastë,тагъар
436,Bündel::N,deng,галгам
437,Tasche::N,çantë,чанта
438,Eimer::N,kovë,ведре
439,Deckel::N,kapak,кьил
440,Deckel::N,kapak,къалпагъ
441,Deckel::N,mbulesë,кьил
442,Deckel::N,mbulesë,къалпагъ
443,Geschirr::N,enë,къаб-къажах
444,Sack::N,thes,чувал
445,Sack::N,torbë,чувал
446,Tasse::N,filxhan,сукӏра
447,Topf::N,kusi,къажгъан
448,Topf::N,tenxhere,къажгъан
449,Kessel::N,kazan,къажгъан
450,Essen::N,ngrënie,тӏуьн
451,Nahrung::N,ushqim,тӏуьн
452,Speise::N,gatesë,хуьрек
453,Fleisch::N,mish,як
454,Getreide::N,drithë,техил
455,Brei::N,qull,хапӏа
456,Brei::N,qull,хешил
457,Brot::N,bukë,фу
458,Scheibe::N,fetë,чӏук
459,Fett::N,lyrë,ягълу
460,Fett::N,yndyrë,ягълу
461,Butter::N,gjalpë,гъери
462,Öl::N,vaj,ягълу
463,Salz::N,kripë,кьел
464,Suppe::N,supë,суп
465,Suppe::N,supë,шурпа
466,Suppe::N,çorbë,суп
467,Suppe::N,çorbë,шурпа
468,Honig::N,mjaltë,вирт
469,Milch::N,qumësht,нек
470,Tee::N,çaj,чай
471,Leder::N,lëkurë,тумаж
472,Wolle::N,lesh,йис
473,Stoff::N,pëlhurë,парча
474,Nadel::N,gjilpërë,раб
475,Faden::N,pe,гъал
476,Faden::N,fije,гъал
477,Knopf::N,kopsë,дуьгме
478,Knoten::N,komb,тӏвал
479,Farbe::N,bojë,ранг
480,Kleidung::N,veshje,партал
481,Hemd::N,këmishë,перем
482,Kragen::N,jakë,хев
483,Ärmel::N,mëngë,хел
484,Hose::N,brekë,шалвар
485,Gürtel::N,rrip,чӏул
486,Mütze::N,kësulë,бармак
487,Mütze::N,kësulë,бапӏах
488,Schuh::N,këpucë,ботинка
489,Stiefel::N,çizme,чекме
490,Ring::N,unazë,тупӏал
491,Band::N,shirit,тасма
492,Kamm::N,krehër,регъ
493,Spiegel::N,pasqyrë,гуьзгуь
494,Riemen::N,rrip,къайиш
495,Schnur::N,litar,еб
496,Schnur::N,cikomë,еб
497,Leine::N,rrip,
498,Decke::N,batanije,яргъан
499,Kissen::N,jastëk,хъуьцуьган
500,Tuch::N,shami,шал
501,Handtuch::N,peshqir,дасмал
502,Kraft::N,forcë,гуж
503,Stärke::N,koll,къуват
504,Gesundheit::N,shëndet,сагъвал
505,Krankheit::N,sëmundje,тӏал
506,Schmerz::N,dhimbje,тӏал
507,Schmerz::N,dhimbje,тӏарвал
508,Wunde::N,plagë,хер
509,Fieber::N,ethe,ифин
510,Arznei::N,ilaç,дарман
511,Brücke::N,urë,муьгъ
512,Brunnen::N,pus,къуй
513,Weide::N,kullotë,уьруьш
514,Pfad::N,ravë,рехъ
515,Pfad::N,shteg,рехъ
516,Weg::N,udhë,рехъ
517,Weg::N,shteg,рехъ
518,Straße::N,rrugë,рехъ
519,Dorf::N,fshat,хуьр
520,Dorf::N,katund,хуьр
521,Stadt::N,qytet,шегьер
522,Brief::N,letër,кагъаз
523,Buch::N,libër,улуб
524,Buchstabe::N,shkronjë,гьарф
525,Zeitung::N,gazetë,газета
526,Leben::N,jetë,уьмуьр
527,Tod::N,mortje,кьиникь
528,Grab::N,varr,сур
529,Kirche::N,kishë,килиса
530,Sünde::N,mëkat,гунагь
531,Sünde::N,gjynah,гунагь
532,Gott::N,hy,аллагь
533,Gott::N,zot,аллагь
534,Arbeiter::N,punëtor,фяле
535,Chef::N,shef,гьаким
536,Chef::N,drejtues,гьаким
537,Meister::N,mjeshtër,устӏар
538,Arzt::N,mjek,доктор
539,Arzt::N,doktor,доктор
540,Lehrer::N,mësues,муаллим
541,Lehrer::N,arsimtar,муаллим
542,Geld::N,para,пул
543,Geld::N,holla,пул
544,Geschäft::N,ujdi,
545,Geschäft::N,biznes,
546,Laden::N,dyqan,магазин
547,Preis::N,çmim,къимет
548,Ware::N,mall,мал
549,Ware::N,mall,товар
550,Nutzen::N,dobi,хийир
551,Nutzen::N,dobi,менфят
552,Nutzen::N,leverdi,хийир
553,Nutzen::N,leverdi,менфят
554,Reichtum::N,kamje,девлет
555,Reichtum::N,pasuri,девлет
556,Welt::N,botë,дуьнья
557,Land::N,vend,уьлкве
558,Staat::N,shtet,пачагьлугъ
559,Staat::N,shtet,государство
560,König::N,mbret,пачагь
561,Macht::N,fuqi,власть
562,Macht::N,pushtet,власть
563,Grenze::N,kufi,сергьят
564,Krieg::N,luftë,дяве
565,Feind::N,armik,душман
566,Gewalt::N,dhunë,гуж
567,Kampf::N,luftim,женг
568,Bogen[Waffe]::N,hark,чӏемерук
569,Pfeil::N,shigjetë,хьел
570,Gewehr::N,pushkë,тфенг
571,Fehler::N,gafë,гъалатӏ
572,Fehler::N,gabim,гъалатӏ
573,Lüge::N,gënjeshtër,ттаб
574,Schaden::N,dëm,зиян
575,Schaden::N,dëm,зарар
576,Schaden::N,zarar,зиян
577,Schaden::N,zarar,зарар
578,Unglück::N,fatkeqësi,бала
579,Unglück::N,fatkeqësi,бедбахтвал
580,Schuld::N,faj,тахсир
581,Alter::N,moshë,яш
582,Schluss::N,fund,эхир
583,Zeit::N,kohë,вяде
584,Tag::N,ditë,югъ
585,Morgen::N,mëngjes,пакама
586,Mittag::N,mesditë,нисин
587,Abend::N,mbrëmje,няни
588,Nacht::N,natë,йиф
589,Woche::N,javë,гьафте
590,Monat::N,muaj,варз
591,Jahr::N,vit,йис
592,Frühling::N,pranverë,гатфар
593,Sommer::N,verë,гад
594,Herbst::N,vjeshtë,зул
595,Winter::N,dimër,кьуьд
596,Januar::N,janar,январь
597,Februar::N,shkurt,февраль
598,März::N,mars,март
599,April::N,prill,апрель
600,Mai::N,maj,май
601,Juni::N,qershor,июнь
602,Juli::N,korrik,июль
603,August::N,gusht,август
604,September::N,shtator,сентябрь
605,Oktober::N,tetor,октябрь
606,November::N,nëntor,ноябрь
607,Dezember::N,dhjetor,декабрь
608,Montag::N,hënë,ислен
609,Dienstag::N,martë,саласа
610,Mittwoch::N,mërkurë,арбе
611,Donnerstag::N,enjte,хемис югъ
612,Freitag::N,premte,жуьмя
613,Freitag::N,premte,жуьмя югъ
614,Samstag::N,shtunë,киш
615,Sonntag::N,diel,гьяд
616,groß::A,madh,еке
617,groß::A,madh,чӏехи
618,klein::A,vogël,гъвечӏи
619,lang::A,gjatë,яргъи
620,kurz::A,shkurtër,куьруь
621,breit::A,gjerë,гьяркьуь
622,schmal::A,ngushtë,гуьтӏуь
623,dicht::A,dendur,къалин
624,dick[Gegenstand]::A,trashë,
625,dünn::A,hollë,кьелечӏ
626,fein::A,imët,шуькӏуь
627,fest::A,fortë,кӏеви
628,flach::A,sheshtë,кьулу
629,glatt::A,rrafshët,цӏалцӏам
630,hart::A,fortë,кӏеви
631,weich::A,butë,хъуьтуьл
632,rund::A,rrumbullakët,элкъвей
633,spitz::A,majëmprehtë,хци
634,scharf::A,mprehtë,хци
635,stumpf::A,topitur,къуьруь
636,schwer::A,rëndë,залан
637,schön::A,bukur,иер
638,heiß::A,nxehtë,кудай
639,warm::A,ngrohtë,чими
640,kalt::A,ftohtë,мекьи
641,kühl::A,freskët,къайи
642,frisch::A,pastër,таза
643,frisch::A,pastër,михьи
644,feucht::A,lagësht,ламу
645,nass::A,lagur,кьежей
646,trocken::A,thatë,кьуру
647,voll::A,plotë,ацӏай
648,leer::A,bosh,буш
649,leer::A,bosh,ичӏи
650,leer::A,zbrazët,буш
651,leer::A,zbrazët,ичӏи
652,offen::A,hapur,ахъа
653,geschlossen::A,mbyllur,кӏеви
654,sauber::A,dëlirë,михьи
655,schmutzig::A,ndyrë,чиркин
656,schmutzig::A,ndyrë,кьацӏай
657,roh::A,gjallë,чиг
658,roh::A,gjallë,ицӏи
659,reif::A,arrirë,дигмиш хьайи
660,lecker::A,shijshëm,дадлу
661,süß::A,ëmbël,ширин
662,bitter::A,hidhur,туькьуьл
663,sauer::A,thartë,цуру
664,hell::A,me dritë,экуь
665,dunkel::A,errët,мичӏи
666,schwarz::A,i zi,чӏулав
667,weiß::A,bardhë,лацу
668,rot::A,kuq,яру
669,gelb::A,verdhë,хъипи
670,blau::A,blu,вили
671,blau::A,kaltër,вили
672,grün::A,blertë,къацу
673,grün::A,gjelbër,къацу
674,grau::A,hirtë,рехи
675,grau::A,bojë hiri,рехи
676,bunt::A,shumëngjyrëshëm,цӏару
677,bunt::A,shumëngjyrëshëm,яру-цӏару
678,billig::A,lirë,ужуз
679,teuer::A,shtrenjtë,багьа
680,wertvoll::A,çmuar,масан
681,wertvoll::A,vlershëm,масан
682,blind::A,qorr,буьркьуь
683,blind::A,verbër,буьркьуь
684,taub::A,shurdhër,биши
685,kräftig::A,fuqishëm,гужлу
686,stark::A,fortë,къуватлу
687,schwach::A,dobët,такьатсуз
688,fett::A,dhjamur,куьк
689,schlank::A,hollë,шумал
690,hübsch::A,bukur,гуьрчег
691,hübsch::A,hijshëm,гуьрчег
692,böse::A,keq,пис
693,dumm::A,teveqel,ахмакь
694,faul::A,dembel,тенпел
695,fleißig::A,zellshëm,сяй ийидай
696,fleißig::A,zellshëm,сяйи ийидай
697,geizig::A,kurnac,мискьи
698,geizig::A,dorështrënguar,мискьи
699,klug::A,mençur,акьуллу
700,geschickt::A,aftë,магьир
701,lieb::A,dashur,играми
702,lustig::A,gëzuar,шад
703,sanft::A,butë,назик
704,sanft::A,butë,милайим
705,hungrig::A,uritur,гишин
706,krank::A,sëmurë,кефсуз
707,nackt::A,lakuriq,кьецӏил
708,nackt::A,zhveshur,кьецӏил
709,traurig::A,trishtuar,пашман
710,lebendig::A,gjallë,ччан алай
711,gut::A,mirë,хъсан
712,gut::A,mirë,вижевай
713,schlecht::A,keq,пис
714,richtig::A,drejtë,дуьз
715,schlimm::A,keq,нифретлу
716,wahr::A,vërtetë,гьакъикъи
717,alt::A,vjetër,эски
718,alt::A,vjetër,куьгьне
719,neu::A,i ri,цӏийи
720,ehemalig::A,dikurshëm,виликан
721,alt[Lebewesen]::A,plak,кьуьзуь
722,jung::A,i ri,жегьил
723,arm::A,varfër,кесиб
724,arm::A,vobektë,кесиб
725,reich::A,pasur,девлетлу
726,bekannt::A,njohur,чидай
727,berühmt::A,famshëm,машгьур
728,fremd::A,huaj,ччара
729,verschieden::A,ndryshëm,жуьреба-жуьре
730,nah::A,afërt,мукьвал
731,fern::A,largët,яргъал
732,linker::A,majtë,чапла
733,rechter::A,djathtë,эрчӏи
734,anderer::A,tjetër,маса
735,anderer::A,tjetër,муькуь
736,erster::A,parë,сад лагьай
737,zweiter::A,dytë,кьвед лагьай
738,dritter::A,i tretë,пуд лагьай
739,letzter::A,fundit,эхиримжи
740,allein::ADV,vetëm,кьилди
741,auf einmal::ADV,njëkohësisht,
742,zusammen::ADV,bashkë,санал
743,zusammen::ADV,së bashku,санал
744,lange::ADV,për një kohë të gjatë,яргъалди
745,plötzlich::ADV,befas,садлагьана
746,sofort::ADV,menjëherë,гьасятда
747,sofort::ADV,aty për aty,гьасятда
748,später::ADV,më vonë,гуьгъуьнлай
749,jetzt::ADV,tash,гила
750,heute::ADV,sot,къе
751,morgen::ADV,nesër,пака
752,bald::ADV,shpejt,мукьва
753,bald::ADV,shpejt,мукьвара
754,bald::ADV,së shpejti,мукьва
755,bald::ADV,së shpejti,мукьвара
756,dann::ADV,pastaj,ахпа
757,gestern::ADV,dje,накь
758,einst::ADV,dikur,садра
759,damals::ADV,atëherë,а чӏавуз
760,danach::ADV,mandej,ахпа
761,vorher::ADV,më parë,вилик
762,zuerst::ADV,së pari,сифте
763,einmal::ADV,njëherë,садра
764,manchmal::ADV,nganjëherë,гагь-гагь
765,oft::ADV,shpesh,гзаф вахтара
766,immer::ADV,përherë,гьамиша
767,immer::ADV,gjithnjë,гьамиша
768,niemals::ADV,kurrë,са чӏавузни
769,niemals::ADV,kurrë,са вахтундани
770,niemals::ADV,asnjëherë,са чӏавузни
771,niemals::ADV,asnjëherë,са вахтундани
772,hier::ADV,këtu,ина
773,hierhin::ADV,knej,иниз
774,von hier::ADV,që këtej,инай
775,von hier::ADV,prej këtej,инай
776,dort::ADV,aty,ана
777,dort::ADV,atje,ана
778,dorthin::ADV,anej,аниз
779,geradeaus::ADV,drejt,дуьз
780,vorwärts::ADV,mbroth,вилик
781,vorwärts::ADV,mbroth,виликди
782,vorwärts::ADV,përpara,вилик
