,Concept_ID,cv,uz
120,Baum::N,йывӑҫ,daraxt
121,Stamm::N,вулӑ,o'simta
122,Rinde::N,хуйӑр,qobiq
123,Ast::N,турат,shox
124,Zweig::N,турат,butoq
125,Blatt::N,ҫулҫӑ,barg
126,Birke::N,хурӑн,qayin
127,Kiefer[Baum]::N,хыр,qarag'ay
128,Weide[Baum]::N,хӑва,shum
129,Tanne::N,чӑрӑш,archa
130,Horn::N,мӑйрака,mugiz
131,Feder::N,тӗк,par
132,Fell::N,ҫӑм,mo'yna
133,Flügel::N,ҫунат,qanot
134,Klaue::N,чӗрне,tirnoq
135,Kralle::N,ура,tirnoq
136,Schwanz::N,хӳре,quyruq
137,Ei::N,ҫӑмарта,tuxum
138,Nest::N,йӑва,oshyon
139,Bau::N,йӗнӗ,o'pqon
140,Tier::N,выльӑх,hayvon
141,Herde::N,кӗтӳ,gala
142,Kuh::N,ӗне,inak
143,Bulle::N,вӑкӑр,ho'kiz
144,Pferd::N,лаша,ot
145,Schaf::N,сурӑх,qo'y
146,Schwein::N,сысна,cho'chqa
147,Hund::N,йытӑ,it
148,Katze::N,кушак,mushuk
149,Bär::N,упа,ayiq
150,Eichhörnchen::N,пакша,tiyin
151,Elch::N,пӑши,los
152,Fuchs::N,тилӗ,tulki
153,Hase::N,куян,kuyon
154,Hase::N,мулкач,kuyon
155,Maus::N,шӑши,sichqon
156,Wolf::N,кашкӑр,bo'ri
157,Vogel::N,кайӑк,qush
158,Vogel::N,вӗҫен кайӑк,qush
159,Schwarm::N,ушкӑн,to'da
160,Huhn::N,чӑх,tovuq
161,Huhn::N,чӑхӑ,tovuq
162,Hahn::N,автан,xo'roz
163,Gans::N,хур,g'oz
164,Adler::N,ӑмӑрт кайӑк,burgut
165,Ente::N,кӑвакал,o'rdak
166,Eule::N,тӑмана,boyo'g'li
167,Kranich::N,тӑрна,turna
168,Krähe::N,ула курак,qarg'a
169,Kuckuck::N,куккук,kakku
170,Schwan::N,акӑш,oqkush
171,Fisch::N,пулӑ,baliq
172,Barsch::N,уланкӑ,olabug'a
173,Hecht::N,ҫӑрттан,cho'rtan
174,Schlange[Tier]::N,ҫӗлен,ilon
175,Wurm::N,ӑман,qurt
176,Spinne::N,эрешмен,o'rgimchak
177,Ameise::N,кӑткӑ,chumoli
178,Laus::N,пыйтӑ,bit
179,Mücke::N,вӑрӑм туна,chivin
180,Fliege::N,шӑна,pashsha
181,Schmetterling::N,лӗпӗш,kapalak
182,Beere::N,ҫырла,meva
183,Apfel::N,улма,olma
184,Apfel::N,пан улми,olma
185,Pilz::N,кӑмпа,qo'ziqorin
186,Zwiebel::N,сухан,piyoz
187,Saat::N,вӑрӑ,äkin
188,Korn::N,тӗшӗ,zarra
189,Korn::N,пӗрчӗ,zarra
190,Heu::N,утӑ,xashak
191,Schale::N,хупӑ,po'choq
192,Grube::N,шӑтӑк,co'ra
193,Falle::N,тапӑ,qopqon
194,Falle::N,капкӑн,qopqon
195,Schlinge::N,йӑлӑ,sirtmoq
196,Spur::N,йӗр,iz
197,Asche::N,кӗл,kul
198,Dreck::N,пылчӑк,kir
199,Eisen::N,тимӗр,temir
200,Gold::N,ылтӑн,tilla
201,Silber::N,кӗмӗл,kumush
202,Kohle::N,кӑмрӑк,ko'mir
203,Glas::N,кӗленче,oyna
204,Lehm::N,тӑм,loy
205,Sand::N,хӑйӑр,qum
206,Mensch::N,ҫын,odam
207,Mensch::N,этем,odam
208,Mann::N,ар,ärkak
209,Frau::N,хӗрарӑм,ayol
210,Kind::N,ача,bola
211,Kind::N,ача,kichkintoy
212,Junge::N,ача,bola
213,Junge::N,ар ҫын ача,bola
214,Mädchen::N,хӗр ача,qiz
215,Familie::N,ҫемье,oila
216,Familie::N,кил-йыш,oila
217,Großvater::N,кукаҫи,buva
218,Großvater::N,кукаҫи,katta ota
219,Großmutter::N,кукамай,buvi
220,Großmutter::N,кукамай,katta oyi
221,Eltern::N,аҫа-ама,ota-ona
222,Vater::N,атте,ota
223,Mutter::N,анне,ona
224,Sohn::N,ывӑл,o'g'il
225,Tochter::N,хӗр,qiz
226,Bruder::N,ар тӑван,og'a
227,Bruder::N,ар тӑван,uka
228,Schwester::N,аппа,opa
229,Schwester::N,аппа,singil
230,Schwester::N,йӑмӑк,opa
231,Schwester::N,йӑмӑк,singil
232,Onkel::N,мучи,amaki
233,Onkel::N,пичче,amaki
234,Tante::N,аппа,amma
235,Tante::N,аппа,xola
236,Ehemann::N,упӑшка,är
237,Ehefrau::N,арӑм,rafiqa
238,Freude::N,савӑнӑҫ,ayish
239,Freude::N,хаваслӑх,ayish
240,Gelächter::N,кулӑ,kulgi
241,Glück::N,телей,saodat
242,Glück::N,ӑраскал,saodat
243,Kummer::N,хурлӑх,g'am
244,Wunsch::N,ӗмӗт,orzu
245,Wunsch::N,кӑмӑл,orzu
246,Lust::N,кӑмӑл,rag'bat
247,Geist::N,чун-чӗм,ruh
248,Geist::N,ыр-усал,ruh
249,Geist::N,чун хавалӗ,ruh
250,Gedanke::N,шухӑш,fikr
251,Gedächtnis::N,ас,äs
252,Verstand::N,ӑс,aql
253,Verstand::N,ӑс-тӑн,aql
254,Verstand::N,ӑс-хакӑл,aql
255,Sinn::N,тупсӑм,ma'ni
256,Sinn::N,пӗлтерӗш,ma'ni
257,Grund::N,сӑлтав,sabab
258,Wahrheit::N,чӑнлӑх,haq
259,Gespräch::N,калаҫу,gap
260,Märchen::N,юмах,ärtak
261,Erzählung::N,акалав,rivoyat
262,Erzählung::N,каласа пани,rivoyat
263,Nachricht::N,хыпар,xabar
264,Neuigkeit::N,ҫӗнӗ хыпар,yangilik
265,Name::N,ят,ot
266,Rätsel::N,сутмалли юмах,topishmoq
267,Rede::N,сӑмах,nutq
268,Sprache::N,чӗлхе,til
269,Stimme::N,сасӑ,ovoz
270,Wort::N,сӑмах,so'z
271,Zeichen::N,паллӑ,alomat
272,Ruf::N,йыхрав,chaqiriq
273,Ruf::N,чӗнӳ,chaqiriq
274,Lärm::N,шав,taraq
275,Laut::N,сасӑ,tovush
276,Ton::N,сасӑ,un
277,Lied::N,юрӑ,ashula
278,Ruhe::N,канӑҫлӑх,tinchlik
279,Ruhe::N,лӑпкӑлӑх,tinchlik
280,Leute::N,ҫамрӑксем,xaloyiq
281,Leute::N,ҫамрӑк ҫынсем,xaloyiq
282,Volk::N,халӑх,xalq
283,Arbeit::N,ӗҫхӗл,ish
284,Arbeit::N,ӗҫлев,ish
285,Gast::N,хӑна,mehmon
286,Geschenk::N,парне,hadya
287,Geschenk::N,кучченеҫ,hadya
288,Spiel::N,вӑйӑ,o'yin
289,Gesellschaft::N,общество,jamiyat
290,Hilfe::N,пулӑшу,yordam
291,Freund::N,тус,do'st
292,Kamerad::N,юлташ,yo'ldosh
293,Kamerad::N,тус,yo'ldosh
294,Angelegenheit::N,ӗҫ,daxl
295,Anzahl::N,йыш,son
296,Anzahl::N,хисеп,son
297,Art::N,тӗс,tur
298,Stück::N,татӑк,parcha
299,Teil::N,пай,bo'lak
300,Hälfte::N,ҫурӑ,yarim
301,Kreis::N,ункӑ,aylana
302,Kreis::N,ҫавракӑш,aylana
303,Kreuz::N,хӗрес,xoch
304,Linie::N,йӗр,liniya
305,Strich::N,йӗр,chiziq
306,Abstand::N,хушӑ,oralik
307,Entfernung::N,хушӑ,uzoqlik
308,Gegend::N,вырӑн,yer
309,Platz::N,хутлӑх,oralig
310,Ort::N,вырӑн,joy
311,Seite::N,ен,yon
312,Seite::N,аяк,yon
313,Seite::N,айӑк,yon
314,Mitte::N,варӑ,o'rta
315,Gegenstand::N,япала,ashyo
316,Sache::N,япала,buyum
317,Rand::N,вӗҫ,chek
318,Rand::N,хӗрӗ,chek
319,Rand::N,хӗрри,chek
320,Kante::N,хайкача,tig'
321,Kante::N,хысак,tig'
322,Ecke::N,кӗтес,burchak
323,Spitze::N,вӗҫ,uch
324,Ende::N,вӗҫ,oxir
325,Loch::N,шӑтӑк,teshik
326,Winkel::N,кӗтес,go'sha
327,Muster::N,эреш,nusha
328,Größe::N,пысӑкӑш,kattalik
329,Länge::N,вӑрӑмӑш,uzunlik
330,Höhe::N,ҫӳллӗш,yuksaklik
331,Gewicht::N,виҫе,solmoq
332,Gewicht::N,йывӑрӑш,solmoq
333,Menge::N,йыш,miqdor
334,Haufen::N,купа,uyum
335,Reihe::N,рет,saf
336,Boot::N,кимӗ,qayiq
337,Ruder::N,кӗсмен,äshkak
338,Schlitten::N,ҫуна,chana
339,Ski::N,йӗлтӗр,chang'i
340,Lagerfeuer::N,вут,gulxan
341,Lagerfeuer::N,кӑвайт,gulxan
342,Last::N,сулмаклӑх,yuk
343,Last::N,йывӑр япала,yuk
344,Gang::N,куҫӑм,yurish
345,Schritt::N,утӑм,qadam
346,Schritt::N,пусӑм,qadam
347,Norden::N,ҫурҫӗр,shimol
348,Süden::N,кӑнтӑр,janub
349,Westen::N,анӑҫ,g'arb
350,Westen::N,хӗвел анӑҫ,g'arb
351,Osten::N,хӗвел тухӑҫ,sharq
352,Holz::N,йывӑҫ,yog'och
353,Brett::N,хӑма,taxta
354,Platte::N,плита,tabaqa
355,Stütze::N,ура,tayanchi
356,Stange::N,шерте,qo'noq
357,Stock::N,патак,tayoq
358,Stab::N,шӑчӑ,gavron
359,Rohr::N,пӑрӑх,tarnov
360,Haus::N,ҫурт,uy
361,Heim::N,кил,makon
362,Ofen::N,кӑмака,pechka
363,Fußboden::N,урай,pol
364,Tisch::N,сӗтел,mosa
365,Stuhl::N,пукан,o'rindiq
366,Wiege::N,сӑпка,beshik
367,Bett::N,кравать,yotoq
368,Regal::N,ҫӳлӗк,tokcha
369,Regal::N,сентре,tokcha
370,Kiste::N,ещӗк,sandiq
371,Kiste::N,сунтӑх,sandiq
372,Fenster::N,чӳрече,deraza
373,Tür::N,алӑк,äshik
374,Tor::N,хапха,darvoza
375,Zaun::N,хӳме,panjara
376,Dach::N,тӑрӑ,tom
377,Leiter::N,пусма,narvon
378,Besen::N,шӑпӑр,supurgi
379,Spaten::N,кӗреҫе,bel
380,Schaufel::N,кӗреҫе,kurak
381,Gabel::N,вилка,bilka
382,Löffel::N,кашӑк,qoshiq
383,Messer::N,ҫӗҫӗ,pichoq
384,Nagel::N,пӑта,mix
385,Netz::N,тетел,to'r
386,Haken::N,йӑрхах,ilgak
387,Haken::N,ҫекӗл,ilgak
388,Griff::N,хӑлӑп,sop
389,Griff::N,хӑлӑп,tutqich
390,Schloss::N,ҫӑра,qulf
391,Bild::N,сӑн,rasm
392,Bild::N,сӑнлӑх,rasm
393,Bild::N,картина,rasm
394,Figur::N,кӗлетке,shakl
395,Puppe::N,пукане,ko'g'irchoq
396,Beutel::N,михӗ,to'rva
397,Bündel::N,ҫыхӑ,bog'lam
398,Bündel::N,тӗрке,bog'lam
399,Tasche::N,сумка,kissa
400,Eimer::N,витре,chelak
401,Deckel::N,хупӑ,qopqoq
402,Geschirr::N,савӑт-сапа,idish
403,Sack::N,михӗ,qop
404,Tasse::N,курка,piyola
405,Topf::N,кастрюль,tuvak
406,Kessel::N,хуран,qozon
407,Essen::N,апат,tomoq
408,Nahrung::N,апат-ҫимӗс,emak
409,Speise::N,апат,taom
410,Speise::N,ҫимӗҫ,taom
411,Fleisch::N,аш,go'sht
412,Fleisch::N,какай,go'sht
413,Getreide::N,тырӑ,g'alla
414,Brei::N,пӑтӑ,bo'tqa
415,Brot::N,ҫӑкӑр,non
416,Scheibe::N,чӗлӗ,disk
417,Scheibe::N,касӑк,disk
418,Fett::N,ҫу,moy
419,Butter::N,ҫу,yog'
420,Öl::N,ҫу,moy
421,Salz::N,тӑвар,tuz
422,Suppe::N,яшка,sho'rva
423,Honig::N,пыл,asal
424,Milch::N,сӗт,sut
425,Tee::N,чей,choy
426,Leder::N,сӑран,charm
427,Wolle::N,ҫӑм,jun
428,Stoff::N,тӗртӗм,mato
429,Nadel::N,йӗп,igna
430,Faden::N,ҫип,ip
431,Knopf::N,тӳме,tugma
432,Knoten::N,йӑлӑ,tugun
433,Farbe::N,сӑрӑ,bo'yok
434,Kleidung::N,тум,kiyim
435,Kleidung::N,ҫипуҫ,kiyim
436,Kleidung::N,тум-тир,kiyim
437,Hemd::N,кӗпе,ko'ylak
438,Kragen::N,ҫуха,yoqa
439,Ärmel::N,ҫанӑ,yeng
440,Hose::N,шӑлавар,shim
441,Gürtel::N,пиҫиххи,tasma
442,Mütze::N,ҫӗлӗк,shapka
443,Schuh::N,пушмак,but
444,Schuh::N,ботинок,but
445,Stiefel::N,атӑ,botinka
446,Ring::N,ҫӗрӗ,yuzuk
447,Band::N,хаю,rishta
448,Band::N,йӗсме,rishta
449,Kamm::N,тура,taroq
450,Spiegel::N,тӗкӗр,ko'zgu
451,Spiegel::N,куҫ кӗски,ko'zgu
452,Riemen::N,чӗн,qayish
453,Schnur::N,кантра,bog'ich
454,Leine::N,касмӑк,etak
455,Decke::N,утиял,odyol
456,Kissen::N,ҫытар,yostiq
457,Kissen::N,минтер,yostiq
458,Tuch::N,тутӑр,gazlama
459,Handtuch::N,ал шӑлли,sochiq
460,Kraft::N,вӑй,kuch
461,Kraft::N,хӑват,kuch
462,Stärke::N,хал,quvvat
463,Stärke::N,хӑват,quvvat
464,Gesundheit::N,хал,sog'lik
465,Gesundheit::N,сывлӑх,sog'lik
466,Krankheit::N,чир,kasallik
467,Schmerz::N,ырату,og'riq
468,Wunde::N,суран,yara
469,Fieber::N,сив чир,bezgak
470,Arznei::N,эмел,dori
471,Brücke::N,кӗпер,ko'prik
472,Brunnen::N,ҫӑл,buloq
473,Brunnen::N,пусӑ,buloq
474,Weide::N,ҫаран,yaylov
475,Pfad::N,йӗр,dorojka
476,Pfad::N,сукмак,dorojka
477,Weg::N,ҫул,yo'l
478,Weg::N,ҫул-йӗр,yo'l
479,Straße::N,ҫӳрев,ko'cha
480,Straße::N,ҫул ҫӳрени,ko'cha
481,Dorf::N,ял,ovul
482,Stadt::N,хула,shahar
483,Brief::N,ҫыру,maktub
484,Buch::N,кӗнеке,kitob
485,Buchstabe::N,сас палли,harf
486,Zeitung::N,хаҫат,gazet
487,Leben::N,пурнӑҫ,hayot
488,Tod::N,вилӗм,o'lim
489,Grab::N,масар шӑтӑкӗ,go'r
490,Kirche::N,чиркӳ,cherkov
491,Sünde::N,ҫылӑх,gunoh
492,Gott::N,турӑ,olloh
493,Arbeiter::N,рабочи,ishchi
494,Chef::N,пуҫлӑх,rais
495,Meister::N,ӑста,usta
496,Meister::N,мастер,usta
497,Arzt::N,врач,hakim
498,Arzt::N,тухтӑр,hakim
499,Lehrer::N,учитель,muallim
500,Lehrer::N,вӗрентекен,muallim
501,Geld::N,укҫа,pul
502,Geschäft::N,бизнес,savdo
503,Laden::N,магазин,do'kon
504,Preis::N,хак,baho
505,Ware::N,тавар,mol
506,Nutzen::N,пайта,foyda
507,Reichtum::N,мул,boylik
508,Welt::N,тӗнче,olam
509,Land::N,ҫӗр-шыв,o'lka
510,Staat::N,патшàлӑх,davlat
511,König::N,король,qirol
512,Macht::N,власть,iqtidor
513,Grenze::N,чикӗ,chegara
514,Krieg::N,вӑрҫӑ,harb
515,Feind::N,тӑшман,dushman
516,Gewalt::N,ирӗксӗрлӳ,zo'rlik
517,Kampf::N,кӗрешӳ,kurash
518,Bogen[Waffe]::N,ухӑ,yoy
519,Pfeil::N,ҫӗмрен,o'q
520,Pfeil::N,ухӑ йӗппи,o'q
521,Gewehr::N,пӑшал,vintovka
522,Fehler::N,йӑнӑш,xato
523,Lüge::N,суя,yolg'on
524,Lüge::N,ултав,yolg'on
525,Schaden::N,сиен,ziyon
526,Unglück::N,шар,balo
527,Unglück::N,инкек,balo
528,Schuld::N,айӑп,ayb
529,Alter::N,ҫул шучӗ,yosh
530,Schluss::N,пӗтни,tamom
531,Schluss::N,пӗтмӗш,tamom
532,Zeit::N,вӑхӑт,vaqt
533,Tag::N,кун,kun
534,Morgen::N,ир,saboh
535,Mittag::N,кӑнтӑрла,kun tushlik
536,Abend::N,каҫ,oqshom
537,Nacht::N,каҫ,tun
538,Woche::N,эрне,hafta
539,Monat::N,уйӑх,oy
540,Jahr::N,ҫулталӑк,yil
541,Frühling::N,ҫур,bahor
542,Frühling::N,ҫуркунне,bahor
543,Sommer::N,ҫу,yoz
544,Sommer::N,ҫулла,yoz
545,Herbst::N,кӗр,kuz
546,Herbst::N,кӗр,xazon
547,Herbst::N,кӗркунне,kuz
548,Herbst::N,кӗркунне,xazon
549,Winter::N,хӗл,qish
550,Winter::N,хӗлле,qish
551,Januar::N,январь,yanvar'
552,Februar::N,февраль,fevral'
553,Februar::N,кӗҫӗн кӑрлач,fevral'
554,März::N,март,mart
555,März::N,пуш уйӑхӗ,mart
556,April::N,апрель,aprel'
557,Mai::N,май,may
558,Juni::N,июнь,iyun'
559,Juli::N,июль,iyul'
560,August::N,август,avgust
561,September::N,сентябрь,sentyabr'
562,September::N,авӑн уйӑхӗ,sentyabr'
563,Oktober::N,октябрь,oktyabr'
564,November::N,ноябрь,noyabr'
565,Dezember::N,раштав,dekabr'
566,Dezember::N,декабрь,dekabr'
567,Montag::N,тунти кун,dushanba
568,Dienstag::N,ытлари кун,seshanba
569,Mittwoch::N,юн кун,chorshanba
570,Donnerstag::N,кӗҫнерни кун,payshanba
571,Freitag::N,эрне кун,juma
572,Samstag::N,шӑмат кун,shanba
573,Sonntag::N,вырсарни кун,yakshanba
574,groß::A,пысӑк,buyuk
575,klein::A,пӗчӗк,kichik
576,lang::A,вӑрӑм,uzun
577,kurz::A,кӗске,qisqa
578,breit::A,сарлака,keng
579,schmal::A,ансӑр,änsiz
580,dicht::A,йӑвӑ,quyuq
581,dick[Gegenstand]::A,хулӑн,qalin
582,dünn::A,ҫинҫе,ingichka
583,dünn::A,ҫӳхе,ingichka
584,fein::A,тарай,mayin
585,fein::A,вӗлтӗрти,mayin
586,fest::A,тӗреклӗ,qattiq
587,flach::A,лаптак,yalpoq
588,glatt::A,такӑр,tekis
589,hart::A,хытӑ,qattiq
590,weich::A,ҫемҫе,yumshoq
591,rund::A,ҫавра,yumaloq
592,spitz::A,шӗвӗр,uchli
593,scharf::A,ҫивӗч,keskir
594,stumpf::A,мӑка,to'mtoq
595,stumpf::A,пуклак,to'mtoq
596,stumpf::A,тӗрӗнчӗк,to'mtoq
597,stumpf::A,ӑнкарусӑр,to'mtoq
598,schwer::A,йывӑр,salmoqli
599,schön::A,илемлӗ,go'zal
600,heiß::A,вӗри,qiziq
601,warm::A,ӑшӑ,issiq
602,kalt::A,сивӗ,sovuq
603,kühl::A,уҫӑ,salqin
604,frisch::A,уҫӑ,toza
605,feucht::A,йӗпе,namli
606,nass::A,нӳрӗ,nam
607,trocken::A,типӗ,quruq
608,voll::A,тулли,to'la
609,leer::A,пушӑ,puch
610,offen::A,уҫӑ,ochiq
611,geschlossen::A,хупӑ,berk
612,sauber::A,таса,ozoda
613,schmutzig::A,пылчӑклӑ,kir
614,schmutzig::A,вараланчӑк,kir
615,roh::A,чӗрӗ,xom
616,reif::A,пулнӑ,pishiq
617,reif::A,пиҫӗхнӗ,pishiq
618,reif::A,аталаннӑ,pishiq
619,reif::A,пиҫсе ҫитнӗ,pishiq
620,lecker::A,тутлӑ,shirin
621,lecker::A,техӗмлӗ,shirin
622,süß::A,пылак,shirin
623,bitter::A,йӳҫӗ,achchiq
624,sauer::A,йӳҫӗ,achchiq
625,sauer::A,йӳҫек,achchiq
626,sauer::A,кӑвасак,achchiq
627,hell::A,ҫутӑ,yorug'
628,dunkel::A,тӗттӗм,qorong'i
629,schwarz::A,хура,qora
630,weiß::A,шурӑ,oq
631,rot::A,хӗрлӗ,qizil
632,gelb::A,сарӑ,sariq
633,blau::A,кӑвак,zangori
634,grün::A,симӗс,yashil
635,grün::A,пиҫмен,yashil
636,grün::A,ӑс пухман,yashil
637,grau::A,кӑвак,bo'z
638,bunt::A,чӑпар,ola
639,billig::A,йӳнӗ,arzon
640,teuer::A,хаклӑ,qimmat
641,wertvoll::A,паха,qimmat
642,blind::A,суккӑр,ko'r
643,taub::A,хӑлхасӑр,garang
644,kräftig::A,хӑватлӑ,kuchli
645,stark::A,вирлӗ,quvvatli
646,schwach::A,халсӑр,kuchsiz
647,fett::A,самӑр,semiz
648,fett::A,мӑнтӑр,semiz
649,schlank::A,йӑрӑс,ingichka
650,schlank::A,яштака,ingichka
651,hübsch::A,хитре,ko'rkam
652,böse::A,усал,yovuz
653,dumm::A,ухмах,aqlsiz
654,faul::A,наян,ärinchak
655,faul::A,юлхав,ärinchak
656,faul::A,ӳркенчӗк,ärinchak
657,fleißig::A,хастар,ishchan
658,geizig::A,хытӑ,qurumsoq
659,klug::A,ӑслӑ,oqil
660,geschickt::A,ӑста,äpchil
661,lieb::A,савнӑ,aziz
662,lustig::A,хаваслӑ,chaqchaq
663,sanft::A,ачаш,asta
664,hungrig::A,выҫӑ,och
665,krank::A,чирлӗ,kasal
666,nackt::A,ҫара,yalang
667,traurig::A,салхуллӑ,xafa
668,lebendig::A,чӗрӗ,hayotiy
669,gut::A,аван,soz
670,gut::A,лайӑх,soz
671,schlecht::A,япӑх,yomon
672,schlecht::A,начар,yomon
673,richtig::A,тӗрӗс,rost
674,schlimm::A,йӗрӗнчӗк,yovuz
675,wahr::A,чӑн,haqiqiy
676,alt::A,кивӗ,äski
677,neu::A,ҫӗнӗ,yangi
678,ehemalig::A,пулнӑ,sobiq
679,alt[Lebewesen]::A,ватӑ,qari
680,jung::A,яш,navqiron
681,jung::A,ҫамрӑк,navqiron
682,arm::A,чухӑн,abgor
683,reich::A,пуян,boy
684,bekannt::A,пӗлӗш,ma'lum
685,berühmt::A,чаплӑ,mashhur
686,fremd::A,ют,yot
687,verschieden::A,расна,turli
688,nah::A,ҫывӑх,yaqindagi
689,nah::A,ҫывӑхри,yaqindagi
690,fern::A,инҫе,uzoq
691,fern::A,аякри,uzoq
692,linker::A,сулахай,so'l
693,rechter::A,сылтӑм,o'ng
694,anderer::A,урӑх,boshqa
695,erster::A,пӗрремӗш,birinchi
696,zweiter::A,иккӗмӗш,ikkinchi
697,dritter::A,виҫҫӗмӗш,uchinchi
698,letzter::A,юлашки,oxirgi
699,allein::ADV,пӗччен,o'zicha
700,auf einmal::ADV,кӗмӗрккен,varakay
701,zusammen::ADV,пӗрле,barobar
702,lange::ADV,вӑрах,uzoq
703,plötzlich::ADV,сасартӑк,qo'qqisdan
704,sofort::ADV,тӳрех,darrov
705,später::ADV,кайран,so'ngra
706,jetzt::ADV,халь,hozirgina
707,jetzt::ADV,халӗ,hozirgina
708,heute::ADV,паян,bugun
709,morgen::ADV,ыран,ärta
710,bald::ADV,халех,toz
711,bald::ADV,кӗҫех,toz
712,dann::ADV,унтан,keyin
713,gestern::ADV,ӗнер,kecha
714,einst::ADV,пӗррехинче,avvallari
715,damals::ADV,ун чухне,ugal
716,damals::ADV,апла пулсан,ugal
717,danach::ADV,унтан,so'ngra
718,vorher::ADV,малтан,avval
