,Concept_ID,en,lez
834,krank sein::V,be ill,тӏа хьун
835,schmerzen::V,ache,тӏа хьун
836,husten::V,cough,уьгьуь ягъун
837,genesen::V,recover,сагъ хъхьун
838,sterben::V,die,кьин
839,umkommen::V,perish,терг хьун
840,sich bewegen::V,move,юзун
841,sich rühren::V,budge,юзун
842,sich erheben::V,stand up,къарагъун
843,sich setzen::V,sit down,ацукьун
844,hinfallen::V,tumble,алукьун
845,laufen::V,walk,къекъуьн
846,schreiten::V,pace,ккамар къачун
847,spazierengehen::V,go for a walk,сейр авун
848,eilen::V,rush,тади авун
849,sich beeilen::V,hurry,гьерекатун
850,sausen::V,dash,чкурун
851,rennen::V,run,катун
852,rennen::V,run,зверун
853,springen::V,jump,хкадарун
854,klettern::V,climb,акьахун
855,schaukeln::V,seesaw,
856,kriechen::V,creep,капаралди фин
857,schwimmen::V,swim,сирнав авун
858,tauchen::V,dive,кьилихъди циз вегьин
859,rudern::V,row,кьусуйралди лодка гьалун
860,rudern::V,row,цуьруьгъуьлдалди кӏватӏун
861,fahren::V,drive,фин
862,fliegen::V,fly,лув гун
863,fliegen::V,fly,цавай фин
864,gehen::V,go,фин
865,weggehen::V,go away,хъфин
866,abfahren::V,depart,фин
867,abfahren::V,depart,рекье гьатун
868,anhalten::V,stop,акъвазун
869,hineingehen::V,go in,гьахьун
870,eintreten::V,enter,гьахьун
871,kommen::V,come,атун
872,ankommen::V,arrive,атун
873,zurückkommen::V,come back,хтун
874,bleiben::V,stay,амукьун
875,warten::V,wait,гуьзлемишун
876,erwarten::V,wait for,вил алаз акъвазун
877,suchen::V,seek,къекъуьн
878,suchen::V,look for,къекъуьн
879,finden::V,find,жугъун
880,versuchen::V,try,алахъун
881,vorbereiten::V,prepare,гьазурун
882,lieben::V,love,кӏан хьун
883,mögen::V,like,рикӏ ацукьун
884,lachen::V,laugh,хъуьруьн
885,rühren::V,move,
886,weinen::V,weep,шехьун
887,schimpfen::V,grumble,сеперар гун
888,schimpfen::V,grumble,экъуьгъунар авун
889,sich ärgern::V,be annoyed,хъел акатун
890,sich fürchten::V,be afraid,кичӏе хьун
891,fürchten::V,be afraid of,къурхутмиш хьун
892,fliehen::V,flee,катун
893,flüchten::V,escape,катун
894,sehen::V,see,акун
895,anschauen::V,look at,вил вегьин
896,ansehen::V,watch,килигун
897,hören::V,hear,ван хьун
898,zuhören::V,listen,яб гун
899,probieren::V,taste,дад акун
900,riechen::V,smell,ни чӏугун
901,fühlen::V,feel,гьисс авун
902,scheinen::V,seem,
903,zu sehen sein::V,show,
904,vernehmen::V,hear,
905,frieren::V,be cold,кьун
906,frieren::V,be cold,мекьи хьун
907,tun::V,do,авун
908,können::V,can,хьун
909,können::V,can,акъакьун
910,wollen::V,want,кӏан хьун
911,anfangen::V,start,башламишун
912,beenden::V,finish,куьтягьун
913,aufhören::V,stop,акъвазун
914,gelingen::V,succeed,арадал атун
915,geraten::V,turn out,акъатун
916,öffnen::V,open,ахъаюн
917,schließen::V,close,акьалун
918,stellen::V,put,эцигун
919,setzen::V,place,ацукьарун
920,legen::V,lay,эцигун
921,berühren::V,touch,хкӏурун
922,verbinden::V,connect,гилигун
923,bedecken::V,cover,кӏевун
924,aufhängen::V,hang up,куьрсарун
925,anzünden::V,light,куькӏуьрун
926,aufheben::V,pick up,хкажун
927,zurücklassen::V,leave,тун
928,verlieren::V,lose,квадарун
929,fallen lassen::V,drop,авадрун
930,machen::V,make,авун
931,machen::V,make,кар авун
932,herstellen::V,produce,расун
933,bauen::V,build,туькӏуьрун
934,reparieren::V,mend,расун
935,verbessern::V,improve,хъсанрун
936,ändern::V,alter,табдил авун
937,graben::V,dig,эгъуьнун
938,beugen::V,bow,акӏажарун
939,beugen::V,bow,кангур авун
940,biegen::V,bend,патахъарун
941,drehen::V,spin,алчударун
942,wenden::V,turn,
943,umdrehen::V,turn around,элкъуьрун
944,heben::V,raise,хкажун
945,hochheben::V,lift,хкажун
946,ergreifen::V,seize,агалчна кьун
947,halten::V,hold,кьун
948,drücken::V,press,чуькьуьн
949,schieben::V,push,хуртӏ гун
950,kratzen::V,scrape,къадгъунун
951,lecken::V,lick,мез гун
952,beißen::V,bite,кӏасун
953,abreißen::V,tear off,галудун
954,abschneiden::V,cut off,атӏун
955,binden::V,tie,
956,stecken::V,stick,сухун
957,brechen::V,break,хун
958,brechen::V,break,кукӏварун
959,klopfen::V,knock,тахъ-тахъ авун
960,hauen::V,hit,ягъун
961,kleben::V,glue,алкӏурун
962,kleben::V,glue,кукӏурун
963,reiben::V,rub,тӏушунун
964,streichen::V,spread,алтадун
965,schleifen::V,grind,кӏвенкӏв авун
966,schneiden::V,cut,атӏун
967,rütteln::V,jolt,къарсурун
968,schütteln::V,shake,къарсурун
969,schwenken::V,swing,элягъун
970,schwenken::V,swing,галтадун
971,schütten::V,pour,цун
972,füllen::V,fill,ацӏурун
973,einwickeln::V,wrap,кутун
974,einwickeln::V,wrap,элкъуьрун
975,tragen::V,carry,тухун
976,schleppen::V,drag,галчӏурун
977,ziehen::V,pull,ялун
978,ziehen::V,pull,чӏугун
979,aufbewahren::V,keep,хуьн
980,werfen::V,throw,гадрун
981,fangen::V,catch,кьун
982,packen::V,grab,кьун
983,verstecken::V,hide,кӏевун
984,teilen::V,divide,паюн
985,schicken::V,send,ракъурун
986,bringen::V,bring,гъун
987,hinzufügen::V,add,алава авун
988,bekommen::V,get,къачун
989,bekommen::V,get,жугъурун
990,erhalten::V,receive,къачун
991,nehmen::V,take,къачун
992,wählen::V,choose,хкягъун
993,auswählen::V,select,хкягъун
994,bewahren::V,preserve,хуьн
995,behindern::V,hinder,манийвал авун
996,verderben::V,spoil,чӏурун
997,beschädigen::V,damage,нукьсанвал гун
998,zerbrechen::V,break,хун
999,zerreißen::V,tear,къазунун
1000,zerstören::V,destroy,чӏурун
1001,zerstören::V,destroy,барбатӏун
1002,verbrennen::V,burn,ккун
1003,geben::V,give,гун
1004,reichen::V,hand,вугун
1005,reichen::V,hand,гун
1006,schenken::V,give,пишкеш авун
1007,versprechen::V,promise,гаф гун
1008,wünschen::V,wish,дуьа авун
1009,loben::V,praise,тариф авун
1010,küssen::V,kiss,темен гун
1011,wiegen::V,rock,эчӏягъун
1012,zudecken::V,cover,гьалдун
1013,wecken::V,wake,ахварай авудун
1014,zeigen::V,show,къалурун
1015,führen::V,guide,тухун
1016,lehren::V,teach,кӏелиз тун
1017,unterrichten::V,instruct,тарс гун
1018,aufziehen::V,bring up,тербия гун
1019,aufziehen::V,bring up,тербияламишун
1020,leiten::V,lead,идара авун
1021,antreiben::V,urge,тади кутун
1022,lassen::V,let,
1023,einladen::V,invite,теклиф авун
1024,vereinigen::V,unite,сад авун
1025,besuchen::V,visit,кьилив атун
1026,treffen::V,meet,гьалтун
1027,sich versammeln::V,assemble,алтӏушун
1028,spielen::V,play,къугъун
1029,singen::V,sing,лугьун
1030,singen::V,sing,мани лугьун
1031,tanzen::V,dance,кьуьл авун
1032,sich trennen::V,separate,къакъатун
1033,verlassen::V,leave,гъил къачун
1034,retten::V,rescue,къутармишун
1035,bewachen::V,guard,хуьн
1036,schützen::V,protect,хуьн
1037,verteidigen::V,defend,хуьн
1038,sich schlagen::V,brawl,кукӏун
1039,schießen::V,shoot,акъатун
1040,siegen::V,win,гъалиб хьун
1041,ärgern::V,annoy,хъел гъун
1042,ärgern::V,annoy,хъел кутун
1043,schlagen::V,beat,ягъун
1044,schlagen::V,beat,галукьарун
1045,treten::V,kick,кьуьл къекъягъун
1046,treten::V,kick,кьуьл эцягъун
1047,stechen::V,sting,акьадарун
1048,stoßen::V,shove,эцягъун
1049,stehlen::V,steal,чуьнуьхун
1050,stören::V,disturb,хкуьрун
1051,belästigen::V,bother,хкуьрун
1052,belästigen::V,bother,азият гун
1053,verbergen::V,conceal,далдаламишун
1054,täuschen::V,deceive,алцурарун
1055,täuschen::V,deceive,алцуррун
1056,betrügen::V,cheat,алцурарун
1057,betrügen::V,cheat,гьарамзадавал авун
1058,töten::V,kill,яна кьин
1059,wohnen::V,dwell,дуланмиш хьун
1060,arbeiten::V,work,кӏвалахун
1061,arbeiten::V,work,кӏвалах авун
1062,sammeln::V,gather,кӏватӏун
1063,pflücken::V,pick,атӏун
1064,jagen::V,hunt,гъуьрч авун
1065,fischen::V,fish,гъетер кьун
1066,fassen::V,catch,кьун
1067,hüten::V,herd,чӏура хуьн
1068,treiben::V,drive,гьалун
1069,anbinden::V,tie up,акалун
1070,füttern::V,feed,ем гун
1071,melken::V,milk,ацун
1072,hacken::V,chop,куьткуьнун
1073,gießen::V,water,яд гун
1074,reifen::V,ripen,чурун
1075,reifen::V,ripen,агакьун
1076,zubereiten::V,cook,гьазурун
1077,kochen::V,boil,ругун
1078,backen::V,bake,чурун
1079,braten::V,fry,чурун
1080,umrühren::V,stir,какадарун
1081,stricken::V,knit,хурун
1082,nähen::V,sew,цун
1083,färben::V,dye,шир ягъун
1084,reinigen::V,clean,михьун
1085,waschen::V,wash,чуьхуьн
1086,abwischen::V,wipe,гуьцӏун
1087,spülen::V,rinse,экъуьрун
1088,fegen::V,sweep,шуткун
1089,kehren::V,sweep,кул алтадун
1090,baden::V,bath,эхъуьн
1091,sich waschen::V,wash,жендек чуьхуьн
1092,ausziehen::V,take off,хутӏунун
1093,ausziehen::V,take off,галудун
1094,anziehen::V,put on,алукӏун
1095,sich anziehen::V,get dressed,алукӏун
1096,sich anziehen::V,get dressed,парталар алукӏун
1097,kämmen::V,comb,эвягъун
1098,schmücken::V,decorate,безетмишун
1099,schmücken::V,decorate,гуьрчегарун
1100,sagen::V,say,лугьун
1101,sprechen::V,speak,рахун
1102,reden::V,talk,рахун
1103,sich unterhalten::V,chat,ихтилат авун
1104,fragen::V,ask,жузун
1105,bitten::V,request,тӏалабун
1106,erzählen::V,tell,ахъаюн
1107,mitteilen::V,convey,хабар гун
1108,nennen::V,name,тӏвар гун
1109,rufen::V,call,эверун
1110,prahlen::V,brag,яцӏу гафар авун
1111,übersetzen::V,translate,таржума авун
1112,übersetzen::V,translate,гафладун
1113,denken::V,think,фикир авун
1114,glauben::V,believe,агъун
1115,bemerken::V,notice,фикир гун
1116,erkennen::V,recognize,
1117,begreifen::V,grasp,гъавурда акьун
1118,verstehen::V,understand,
1119,lernen::V,learn,кӏелун
1120,wissen::V,know,чир хьун
1121,wissen::V,know,чирхьун
1122,sich erinnern an::V,remember,рикӏел хуьн
1123,vergessen::V,forget,рикӏелай фин
1124,vergessen::V,forget,рикӏелай алатун
1125,messen::V,measure,алцумун
1126,zählen::V,count,гьисабун
1127,rechnen::V,calculate,гьисабун
1128,lesen::V,read,кӏелун
1129,malen::V,paint,кхьин
1130,malen::V,paint,шикилар чӏугун
1131,zeichnen::V,draw,чӏугун
1132,schreiben::V,write,кхьин
1133,besitzen::V,own,иеси хьун
1134,kaufen::V,buy,къачун
1135,kaufen::V,buy,маса къачун
1136,verkaufen::V,sell,гун
1137,verkaufen::V,sell,маса гун
1138,bezahlen::V,pay for,къимет гун
1139,bezahlen::V,pay for,эвезда авун
1140,bezahlen::V,pay for,гьакъи агакьрун
1141,zahlen::V,pay,къимет гун
1142,zahlen::V,pay,эвезда авун
1143,zahlen::V,pay,гьакъи агакьрун
1144,beherrschen::V,rule,иеси хьун
1145,ertragen::V,endure,таб гун
