,Concept_ID,br,sk
86,Raureif::N,frim,inovať
87,Regenbogen::N,gwareg-ar-glav,dúha
88,Donner::N,kurun,hrom
89,Strömung::N,red,prúdenie
90,Tropfen::N,bannac'h,kvapka
91,Tropfen::N,takenn,kvapka
92,Schaum::N,spoum,pena
93,Schmutz::N,fank,špina
94,Schmutz::N,fank,nečistota
95,See::N,lenn,jazero
96,Sumpf::N,gwern,bahno
97,Moor::N,taouarc'heg,močiar
98,Wiese::N,prad,lúka
99,Wald::N,koad,les
100,Wald::N,koad,hora
101,Hügel::N,torgenn,vŕšok
102,Anhöhe::N,run,výšina
103,Anhöhe::N,run,vyvýšenina
104,Berg::N,menez,hora
105,Gipfel::N,barr,vrchol
106,Höhle::N,kav,jaskyňa
107,Abhang::N,naou,úbočie
108,Quelle::N,feunteun,prameň
109,Bach::N,gwazh,potok
110,Fluss::N,stêr,rieka
111,Ufer::N,ribl,breh
112,Küste::N,aod,pobrežie
113,Festland::N,douar,pevnina
114,Meer::N,mor,more
115,Bucht::N,mor-bihan,záliv
116,Bucht::N,mor-bihan,zátoka
117,Insel::N,enez,ostrov
118,Blume::N,bleunienn,kvet
119,Blume::N,bleunienn,kvetina
120,Gras::N,geot,tráva
121,Wurzel::N,gwrizienn,koreň
122,Baum::N,gwezenn,strom
123,Stamm::N,kef,kmeň
124,Rinde::N,rusk,kôra
125,Ast::N,barr,konár
126,Zweig::N,bod,vetva
127,Blatt::N,delienn,list
128,Birke::N,bezvenn,breza
129,Kiefer[Baum]::N,pinenn,sosna
130,Kiefer[Baum]::N,pinenn,borovica
131,Weide[Baum]::N,halegenn,vŕba
132,Tanne::N,sapenn,jedľa
133,Horn::N,korn,roh
134,Feder::N,pluñv,pero
135,Fell::N,kreoñ,koža
136,Fell::N,kreoñ,kožušina
137,Flügel::N,askell,krídlo
138,Klaue::N,skilf,paznecht
139,Kralle::N,skilf,pazúr
140,Schwanz::N,lost,chvost
141,Ei::N,vi,vajce
142,Ei::N,vi,vajíčko
143,Nest::N,neizh,hniezdo
144,Bau::N,douarenn,nora
145,Tier::N,loen,zviera
146,Herde::N,tropell,stádo
147,Kuh::N,buoc'h,krava
148,Bulle::N,tarv,býk
149,Pferd::N,marc'h,kôň
150,Schaf::N,dañvad,ovca
151,Schwein::N,pemoc'h,sviňa
152,Hund::N,ki,pes
153,Katze::N,kazh,mačka
154,Bär::N,arzh,medveď
155,Eichhörnchen::N,gwiñver,veverička
156,Elch::N,karv-dour,los
157,Fuchs::N,louarn,líška
158,Hase::N,gad,zajac
159,Maus::N,logodenn,myš
160,Wolf::N,bleiz,vlk
161,Vogel::N,labous,vták
162,Schwarm::N,nijad,roj
163,Huhn::N,yar,kurča
164,Huhn::N,yar,sliepka
165,Hahn::N,kilhog,kohút
166,Gans::N,gwazenn,hus
167,Adler::N,erer,orol
168,Ente::N,houad,kačka
169,Ente::N,houad,kačica
170,Eule::N,toud,sova
171,Kranich::N,garan,žeriav
172,Krähe::N,bran,vrana
173,Kuckuck::N,koukoug,kukučka
174,Schwan::N,alarc'h,labuť
175,Fisch::N,pesk,ryba
176,Barsch::N,brell,ostriež
177,Hecht::N,beked,šťuka
178,Schlange[Tier]::N,naer,had
179,Wurm::N,preñv,červ
180,Spinne::N,kevnidenn,pavúk
181,Ameise::N,merion,mravec
182,Laus::N,laouenn,voš
183,Mücke::N,moustik,komár
184,Fliege::N,kelienenn,mucha
185,Schmetterling::N,balafenn,motýľ
186,Beere::N,hog,bobuľa
187,Apfel::N,aval,jablko
188,Pilz::N,kabell-touseg,hríb
189,Zwiebel::N,ognonenn,cibuľa
190,Saat::N,had,osivo
191,Korn::N,ed,zrno
192,Heu::N,foenn,seno
193,Schale::N,peliadur,šupa
194,Schale::N,peliadur,škrupina
195,Falle::N,pech,pasca
196,Falle::N,pech,klepec
197,Schlinge::N,krouglas,slučka
198,Asche::N,ludu,popol
199,Dreck::N,fank,kal
200,Dreck::N,fank,blato
201,Eisen::N,houarn,železo
202,Gold::N,aour,zlato
203,Silber::N,arc'hant,striebro
204,Kohle::N,glaou,uhlie
205,Glas::N,gwer,sklo
206,Sand::N,traezh,piesok
207,Mensch::N,den,človek
208,Mann::N,den,muž
209,Mann::N,den,chlap
210,Frau::N,maouez,žena
211,Kind::N,bugel,dieťa
212,Junge::N,paotr,chlapec
213,Mädchen::N,plac'h,dievka
214,Familie::N,familh,rodina
215,Großvater::N,tad-kozh,dedo
216,Großvater::N,tad-kozh,starý otec
217,Großmutter::N,mamm-gozh,babička
218,Großmutter::N,mamm-gozh,stará mať
219,Eltern::N,kerent,rodičia
220,Vater::N,tad,otec
221,Mutter::N,mamm,mať
222,Mutter::N,mamm,matka
223,Sohn::N,mab,syn
224,Tochter::N,merc'h,dcéra
225,Bruder::N,breur,brat
226,Schwester::N,c'hoar,sestra
227,Onkel::N,eontr,ujo
228,Onkel::N,eontr,strýko
229,Tante::N,moereb,teta
230,Tante::N,moereb,tetka
231,Ehemann::N,gwaz,muž
232,Ehemann::N,gwaz,manžel
233,Ehefrau::N,gwreg,žena
234,Ehefrau::N,gwreg,manželka
235,Freude::N,levenez,radosť
236,Gelächter::N,c'hoarzherezh,smiech
237,Glück::N,chañs,šťastie
238,Kummer::N,doan,žiaľ
239,Kummer::N,doan,zármutok
240,Wunsch::N,c'hoant,prianie
241,Lust::N,c'hoant,chuť
242,Geist::N,spered,duch
243,Gedanke::N,soñj,myšlienka
244,Gedächtnis::N,eñvor,pamäť
245,Verstand::N,skiant,rozum
246,Sinn::N,ster,zmysel
247,Grund::N,kaoz,dôvod
248,Grund::N,kaoz,príčina
249,Wahrheit::N,gwirionez,pravda
250,Gespräch::N,kaozeadenn,reč
251,Gespräch::N,kaozeadenn,rozhovor
252,Märchen::N,kaoz korriganez,rozprávka
253,Erzählung::N,kontadenn,poviedka
254,Nachricht::N,keloù,správa
255,Neuigkeit::N,kelaouenn,novinka
256,Name::N,anv,meno
257,Rätsel::N,divinatez,záhada
258,Rätsel::N,divinatez,hádanka
259,Rede::N,diskour,reč
260,Sprache::N,yezh,reč
261,Sprache::N,yezh,jazyk
262,Stimme::N,mouezh,hlas
263,Wort::N,ger,slovo
264,Zeichen::N,sin,znak
265,Ruf::N,galv,volanie
266,Ruf::N,galv,zavolanie
267,Lärm::N,trouz,hluk
268,Lärm::N,trouz,hurhaj
269,Ton::N,ton,tón
270,Ton::N,ton,zvuk
271,Lied::N,kanaouenn,pieseň
272,Ruhe::N,sioulded,pokoj
273,Leute::N,tud,ľudia
274,Volk::N,pobl,ľud
275,Volk::N,pobl,národ
276,Arbeit::N,labour,práca
277,Arbeit::N,labour,robota
278,Gast::N,kouviad,hosť
279,Geschenk::N,prof,dar
280,Spiel::N,c'hoari,hra
281,Gesellschaft::N,kompagnunezh,spoločnosť
282,Gesellschaft::N,kavandad,spoločnosť
283,Hilfe::N,sikour,pomoc
284,Freund::N,mignon,priateľ
285,Kamerad::N,kamarad,kamarát
286,Angelegenheit::N,afer,vec
287,Angelegenheit::N,afer,záležitosť
288,Anzahl::N,niver,počet
289,Anzahl::N,niver,množstvo
290,Art::N,sort,druh
291,Stück::N,tamm,kus
292,Stück::N,tamm,kúsok
293,Teil::N,pezh,časť
294,Hälfte::N,hanterenn,polka
295,Hälfte::N,hanterenn,polovica
296,Kreis::N,kelc'h,kruh
297,Kreuz::N,kroaz,kríž
298,Linie::N,linenn,línia
299,Strich::N,tenn,čiara
300,Abstand::N,distok,vzdialenosť
301,Entfernung::N,keid,vzdialenosť
302,Entfernung::N,kehid,vzdialenosť
303,Gegend::N,korn-bro,kraj
304,Gegend::N,korn-bro,krajina
305,Platz::N,plasenn,miesto
306,Ort::N,lec'h,miesto
307,Seite::N,tu,bok
308,Seite::N,tu,strana
309,Mitte::N,kreiz,stred
310,Gegenstand::N,tra,predmet
311,Sache::N,tra,vec
312,Rand::N,kantenn,kraj
313,Rand::N,kantenn,okraj
314,Kante::N,kantenn,hrana
315,Ecke::N,korn,roh
316,Spitze::N,begell,hrot
317,Spitze::N,begell,špička
318,Ende::N,dibenn,koniec
319,Loch::N,toull,diera
320,Muster::N,tresadenn,vzor
321,Muster::N,tresadenn,vzorka
322,Größe::N,ment,veľkosť
323,Länge::N,hirder,dĺžka
324,Höhe::N,uhelder,výška
325,Gewicht::N,pouez,váha
326,Menge::N,bern,množstvo
327,Haufen::N,bern,hŕba
328,Reihe::N,steud,rad
329,Boot::N,bag,čln
330,Ruder::N,roeñv,veslo
331,Schlitten::N,trainell,sane
332,Ski::N,ski,lyža
333,Last::N,karg,ťarcha
334,Last::N,karg,bremeno
335,Gang::N,kerzh,chôdza
336,Schritt::N,paz,krok
337,Norden::N,norzh,sever
338,Norden::N,hanternoz,sever
339,Süden::N,su,juh
340,Süden::N,kreisteiz,juh
341,Westen::N,kuzh-heol,západ
342,Osten::N,reter,východ
343,Osten::N,sav-heol,východ
344,Holz::N,koad,drevo
345,Brett::N,plankenn,doska
346,Platte::N,plakenn,doska
347,Platte::N,plakenn,platňa
348,Stütze::N,harp,opora
349,Stange::N,sparl,tyč
350,Stock::N,bazh,palica
351,Stab::N,bazh,palica
352,Rohr::N,tub,rúra
353,Rohr::N,korz,rúra
354,Haus::N,ti,dom
355,Heim::N,kêr,domov
356,Ofen::N,forn,pec
357,Ofen::N,forn,kachle
358,Fußboden::N,plañchod,dlážka
359,Fußboden::N,plañchod,podlaha
360,Tisch::N,taol,stôl
361,Stuhl::N,kador,stolička
362,Wiege::N,kavell,kolíska
363,Bett::N,gwele,lôžko
364,Bett::N,gwele,posteľ
365,Regal::N,estajerenn,regál
366,Regal::N,estajerenn,polica
367,Kiste::N,kased,debna
368,Fenster::N,prenestr,okno
369,Fenster::N,prenestr,oblok
370,Tür::N,dor,dvere
371,Tor::N,portal,vráta
372,Zaun::N,sklotur,plot
373,Zaun::N,sklotur,ohrada
374,Dach::N,toenn,krov
375,Dach::N,toenn,strecha
376,Leiter::N,skeul,rebrík
377,Leiter::N,skeul,rebrina
378,Besen::N,skubell,metla
379,Spaten::N,pal,rýľ
380,Schaufel::N,pal,lopata
381,Gabel::N,fourchetez,vidlička
382,Löffel::N,loa,lyžica
383,Messer::N,kontell,nôž
384,Nagel::N,tach,klinec
385,Netz::N,roued,sieť
386,Haken::N,krog,hák
387,Haken::N,krog,háčik
388,Griff::N,kemer,rukoväť
389,Schloss::N,potenn,zámka
390,Bild::N,skeudenn,obraz
391,Figur::N,skeud,figúra
392,Figur::N,figur,figúra
393,Puppe::N,merc'hodenn,bábka
394,Puppe::N,merc'hodenn,bábika
395,Beutel::N,sac'h,vrece
396,Beutel::N,sac'h,vrecko
397,Bündel::N,feskenn,uzlík
398,Bündel::N,feskenn,zväzok
399,Tasche::N,sac'h,taška
400,Tasche::N,sac'h,kabelka
401,Eimer::N,sailh,vedro
402,Deckel::N,pallenn,vrchnák
403,Deckel::N,pallenn,pokrývka
404,Geschirr::N,listriaj,nádoba
405,Sack::N,sac'h,mech
406,Sack::N,sac'h,vrece
407,Tasse::N,tas,šálka
408,Topf::N,pod,hrniec
409,Kessel::N,chaodouron,kotol
410,Essen::N,pred,jedlo
411,Nahrung::N,boued,strava
412,Nahrung::N,boued,potrava
413,Speise::N,meuz,jedlo
414,Fleisch::N,kig,mäso
415,Getreide::N,ed,obilie
416,Brei::N,yod,kaša
417,Brot::N,bara,chlieb
418,Scheibe::N,tailhenn,kotúč
419,Scheibe::N,tailhenn,krajec
420,Fett::N,lard,tuk
421,Fett::N,lard,masť
422,Butter::N,amann,maslo
423,Öl::N,eoul,olej
424,Salz::N,holen,soľ
425,Suppe::N,soubenn,polievka
426,Honig::N,mel,med
427,Milch::N,laezh,mlieko
428,Tee::N,te,čaj
429,Leder::N,lêr,koža
430,Wolle::N,gloan,vlna
431,Stoff::N,danvez,súkno
432,Nadel::N,nadoz,ihla
433,Faden::N,neudenn,niť
434,Faden::N,neudenn,vlákno
435,Knopf::N,bouton,gombík
436,Knoten::N,skoulm,uzol
437,Farbe::N,liv,farba
438,Kleidung::N,dilhad,šaty
439,Kleidung::N,dilhad,šatstvo
440,Hemd::N,roc'hed,košeľa
441,Kragen::N,gouzoug,golier
442,Ärmel::N,milgin,rukáv
443,Hose::N,bragoù,nohavice
444,Gürtel::N,gouriz,pás
445,Gürtel::N,gouriz,opasok
446,Mütze::N,boned,čiapka
447,Schuh::N,botez,obuv
448,Schuh::N,botez,topánka
449,Stiefel::N,botez,čižma
450,Ring::N,gwalenn,prsteň
451,Band::N,bagad,stuha
452,Kamm::N,krib,hrebeň
453,Spiegel::N,melezour,zrkadlo
454,Riemen::N,lerenn,remeň
455,Schnur::N,kordenn,šnúra
456,Leine::N,roll,vodidlo
457,Decke::N,golo,deka
458,Decke::N,golo,prikrývka
459,Kissen::N,goubenner,poduška
460,Tuch::N,mezher,šatka
461,Handtuch::N,toailhon,uterák
462,Kraft::N,nerzh,moc
463,Stärke::N,nerzhder,sila
464,Gesundheit::N,yec'hed,zdravie
465,Krankheit::N,klañved,nemoc
466,Krankheit::N,klañved,choroba
467,Schmerz::N,poan,bolesť
468,Schmerz::N,droug,bolesť
469,Wunde::N,gloazadenn,rana
470,Fieber::N,terzhienn,horúčka
471,Arznei::N,louzoù,liek
472,Brücke::N,pont,most
473,Brunnen::N,puñs,studňa
474,Weide::N,prad,pastva
475,Pfad::N,gwenodenn,chodník
476,Weg::N,hent,cesta
477,Straße::N,ru,hradská
478,Straße::N,hent,hradská
479,Dorf::N,kêr,dedina
480,Dorf::N,kêriadenn,dedina
481,Stadt::N,kêr,mesto
482,Brief::N,lizher,list
483,Buch::N,levr,kniha
484,Buchstabe::N,lizherenn,litera
485,Buchstabe::N,lizherenn,písmeno
486,Zeitung::N,kazetenn,noviny
487,Leben::N,buhez,život
488,Tod::N,marv,smrť
489,Grab::N,bez,hrob
490,Kirche::N,iliz,kostol
491,Sünde::N,pec'hed,hriech
492,Gott::N,doue,boh
493,Arbeiter::N,labourer,robotník
494,Arbeiter::N,labourer,pracnovík
495,Arbeiter::N,micherour,robotník
496,Arbeiter::N,micherour,pracnovík
497,Chef::N,penn,šéf
498,Chef::N,penn,riaditeľ
499,Meister::N,mestr,majster
500,Arzt::N,mezeg,lekár
501,Arzt::N,medisin,lekár
502,Lehrer::N,skolaer,učiteľ
503,Lehrer::N,kelenner,učiteľ
504,Geld::N,arc'hant,peniaze
505,Geschäft::N,stal,obchod
506,Laden::N,stal,obchod
507,Preis::N,priz,cena
508,Ware::N,marc'hadourezh,tovar
509,Nutzen::N,gounidegezh,osoh
510,Nutzen::N,gounidegezh,úžitok
511,Nutzen::N,lañs,osoh
512,Nutzen::N,lañs,úžitok
513,Nutzen::N,profit,osoh
514,Nutzen::N,profit,úžitok
515,Nutzen::N,spleit,osoh
516,Nutzen::N,spleit,úžitok
517,Reichtum::N,pinvidigezh,bohatstvo
518,Welt::N,douar,svet
519,Land::N,bro,územie
520,Land::N,bro,krajina
521,Staat::N,stad,štát
522,König::N,roue,kráľ
523,Macht::N,galloud,moc
524,Macht::N,galloud,mocnosť
525,Grenze::N,harzoù,hranica
526,Krieg::N,brezel,vojna
527,Feind::N,eneber,nepriateľ
528,Gewalt::N,tâerder,násilie
529,Kampf::N,kann,boj
530,Bogen[Waffe]::N,gwareg,luk
531,Pfeil::N,saezh,šíp
532,Pfeil::N,saezh,strela
533,Gewehr::N,fuzuilh,puška
534,Fehler::N,fazi,omyl
535,Fehler::N,fazi,chyba
536,Lüge::N,gaou,lož
537,Schaden::N,gwall,ujma
538,Schaden::N,gwall,škoda
539,Unglück::N,gwalleur,nešťastie
540,Schuld::N,kablusted,vina
541,Schuld::N,kablusted,previnenie
542,Schuld::N,pec'hedigezh,vina
543,Schuld::N,pec'hedigezh,previnenie
544,Alter::N,oad,vek
545,Schluss::N,diwezh,záver
546,Schluss::N,diwezh,koniec
547,Zeit::N,amzer,čas
548,Tag::N,deizh,deň
549,Morgen::N,beure,ráno
550,Morgen::N,mintin,ráno
551,Mittag::N,kreisteiz,poludnie
552,Abend::N,abardaez,večer
553,Nacht::N,noz,noc
554,Woche::N,sizhun,týždeň
555,Monat::N,miz,mesiac
556,Jahr::N,bloaz,rok
557,Frühling::N,nevezamzer,jar
558,Sommer::N,hañv,leto
559,Herbst::N,diskaramzer,jeseň
560,Winter::N,goañv,zima
561,Januar::N,Genver,január
562,Februar::N,C'hwevrer,február
563,März::N,Meurzh,marec
564,April::N,Ebrel,apríl
565,Mai::N,Mae,máj
566,Juni::N,Mezheven,jún
567,Juli::N,Gouhere,júl
568,August::N,Eost,august
569,September::N,Gwengolo,september
570,Oktober::N,Here,október
571,November::N,Du,november
572,Dezember::N,Kerzu,december
573,Montag::N,Lun,pondelok
574,Dienstag::N,Meurzh,utorok
575,Mittwoch::N,Merc'her,streda
576,Donnerstag::N,Yaou,štvrtok
577,Freitag::N,Gwener,piatok
578,Samstag::N,Sadorn,sobota
579,Sonntag::N,Sul,nedeľa
580,groß::A,bras,veľký
581,klein::A,bihan,malý
582,lang::A,hir,dlhý
583,kurz::A,berr,krátky
584,breit::A,ledan,široký
585,schmal::A,strizh,úzky
586,dicht::A,stank,hustý
587,dick[Gegenstand]::A,tev,tlstý
588,dünn::A,moan,tenký
589,fein::A,munut,jemný
590,fest::A,start,pevný
591,flach::A,plaen,rovný
592,flach::A,plaen,plochý
593,glatt::A,lintr,hladký
594,glatt::A,levn,hladký
595,hart::A,kalet,tvrdý
596,weich::A,blot,mäkký
597,rund::A,ront,guľatý
598,rund::A,ront,okrúhly
599,spitz::A,poentet,končitý
600,scharf::A,dremm,ostrý
601,stumpf::A,talsoc'h,tupý
602,schwer::A,pounner,ťažký
603,schön::A,kaer,pekný
604,schön::A,kaer,krásny
605,heiß::A,tomm,horúci
606,warm::A,tomm,teplý
607,kalt::A,yen,studený
608,kühl::A,yen,chladný
609,frisch::A,fresk,svieži
610,feucht::A,gleb,vlhký
611,feucht::A,gleb,zvlhnutý
612,nass::A,gleb,mokrý
613,trocken::A,sec'h,suchý
614,voll::A,leun,plný
615,leer::A,goullo,prázdny
616,offen::A,digor,otvorený
617,geschlossen::A,serr,zavretý
618,sauber::A,naet,čistý
619,schmutzig::A,lous,špinavý
620,roh::A,kriz,surový
621,reif::A,darev,zrelý
622,lecker::A,lipous,chutný
623,lecker::A,saourus,chutný
624,süß::A,dous,sladký
625,bitter::A,c'hwerv,horký
626,sauer::A,trenk,kyslý
627,hell::A,sklaer,jasný
628,hell::A,sklaer,svetlý
629,dunkel::A,teñval,temný
630,schwarz::A,du,čierny
631,weiß::A,gwenn,biely
632,rot::A,ruz,červený
633,gelb::A,melen,žltý
634,blau::A,glas,modrý
635,blau::A,glas,belasý
636,grün::A,gwer,zelený
637,grau::A,louet,šedý
638,bunt::A,liesliv,pestrý
639,billig::A,marc'had-mat,lacný
640,teuer::A,ker,drahý
641,wertvoll::A,prizius,cenný
642,blind::A,dall,slepý
643,taub::A,bouzar,hluchý
644,kräftig::A,start,silný
645,stark::A,kreñv,silný
646,schwach::A,gwan,slabý
647,schwach::A,gwan,bezvládny
648,fett::A,lard,tučný
649,schlank::A,sinkl,štíhly
650,hübsch::A,koant,šumný
651,hübsch::A,koant,švárny
652,böse::A,gwall,zlý
653,dumm::A,glep,hlúpy
654,faul::A,lezirek,lenivý
655,fleißig::A,studius,snaživý
656,fleißig::A,studius,usilovný
657,geizig::A,tost,skupý
658,geizig::A,tost,lakomý
659,klug::A,speredek,múdry
660,klug::A,speredek,bystrý
661,geschickt::A,dornet,zručný
662,geschickt::A,dornet,šikovný
663,lieb::A,koant,milý
664,lustig::A,laouen,veselý
665,sanft::A,flour,nežný
666,hungrig::A,marnaon,lačný
667,hungrig::A,marnaon,hladný
668,krank::A,klañv,chorý
669,krank::A,klañv,nemocný
670,nackt::A,noazh,nahý
671,traurig::A,trist,smutný
672,lebendig::A,bev,živý
673,gut::A,mad,dobrý
674,schlecht::A,fall,zlý
675,schlecht::A,gwall,zlý
676,richtig::A,reizh,správny
677,schlimm::A,gwall,zlý
678,schlimm::A,gwall,nepríjemný
679,wahr::A,gwir,pravý
680,wahr::A,gwir,pravdivý
681,alt::A,kozh,starý
682,neu::A,nevez,nový
683,ehemalig::A,kozh,bývalý
684,alt[Lebewesen]::A,kozh,starý
685,jung::A,yaouank,mladý
686,arm::A,paour,chudobný
687,reich::A,pinvidik,bohatý
688,bekannt::A,anavezet,známy
689,berühmt::A,brudet,slávny
690,berühmt::A,brudet,povestný
691,fremd::A,dizanav,cudzí
692,verschieden::A,disheñel,rôzny
693,verschieden::A,disheñel,rozličný
694,nah::A,nes,blízky
695,fern::A,diabell,ďaleký
696,linker::A,kleiz,ľavý
697,rechter::A,dehoù,pravý
698,anderer::A,all,iný
699,anderer::A,all,druhý
700,erster::A,kentañ,prvý
701,zweiter::A,eil,druhý
702,dritter::A,trede,tretí
703,letzter::A,diwezhañ,ostatný
704,letzter::A,diwezhañ,posledný
705,allein::ADV,e-unan,sám
706,auf einmal::ADV,ar un dro,zároveň
707,zusammen::ADV,asambles,spolu
708,zusammen::ADV,asambles,spoločne
709,lange::ADV,pell,dlho
710,plötzlich::ADV,en un taol,náhle
711,sofort::ADV,diouzhtu,hneď
712,sofort::ADV,diouzhtu,ihneď
713,später::ADV,diwezhatoc'h,neskoršie
714,jetzt::ADV,bremañ,teraz
715,heute::ADV,hiziv,dnes
716,morgen::ADV,arc'hoazh,zajtra
717,bald::ADV,hepdale,skoro
718,dann::ADV,a-c'houde,nato
719,dann::ADV,a-c'houde,potom
720,gestern::ADV,dec'h,včera
721,einst::ADV,gwechall,kedysi
722,einst::ADV,gwechall,niekedy
723,damals::ADV,neuze,vtedy
724,danach::ADV,goude,potom
725,danach::ADV,goude,podľa toho
726,vorher::ADV,diagent,napred
727,vorher::ADV,diagent,predtým
728,zuerst::ADV,da gentañ,najprv
729,einmal::ADV,ur wech,raz
730,einmal::ADV,ur wech,jedenkrát
731,manchmal::ADV,a-wechoù,občas
732,manchmal::ADV,a-wechoù,niekedy
733,oft::ADV,alies,často
734,immer::ADV,atav,vždy
735,immer::ADV,atav,ustavične
736,immer::ADV,bepred,vždy
737,immer::ADV,bepred,ustavične
738,niemals::ADV,gwech ebet,nikdy
739,hier::ADV,amañ,tu
740,hierhin::ADV,dre amañ,sem
741,hierhin::ADV,dre amañ,tade
742,von hier::ADV,alemañ,odtiaľto
743,dort::ADV,aze,tam
744,dort::ADV,ahont,tam
745,dorthin::ADV,di,ta
746,dorthin::ADV,di,tam
747,dorthin::ADV,aze,ta
748,dorthin::ADV,aze,tam
749,dorthin::ADV,ahont,ta
750,dorthin::ADV,ahont,tam
751,geradeaus::ADV,war-eeun,rovno
752,geradeaus::ADV,war-eeun,priamo
753,vorwärts::ADV,war-raok,napred
754,rückwärts::ADV,war-lerc'h,nazad
755,zurück::ADV,war-dreñv,späť
756,zurück::ADV,war-dreñv,naspäť
757,unten::ADV,en traoñ,dolu
758,unten::ADV,en traoñ,naspodku
759,hinab::ADV,a-izel,dolu
760,oben::ADV,en nec'h,hore
761,oben::ADV,en nec'h,navrchu
762,hinauf::ADV,e-krec'h,hore
763,hinauf::ADV,e-krec'h,navrch
764,überall::ADV,dre-holl,všade
765,nicht::ADV,ne ... ket,nie
766,ein wenig::ADV,un tammig,trocha
767,kaum::ADV,a-boan,ledva
768,sehr::ADV,-tre,veľmi
769,sehr::ADV,-kenañ,veľmi
770,so::ADV,evel-se,tak
771,so::ADV,evel-se,takto
772,noch::ADV,c'hoazh,ešte
773,nur::ADV,hepken,len
774,schon::ADV,dija,už
775,wieder::ADV,adarre,zasa
776,vor::PRP,dirak,pred
777,hinter::PRP,a-drek,za
778,hinter::PRP,a-dreñv,za
779,unter::PRP,dindan,pod
780,durch::PRP,dre,cez
781,neben::PRP,e-kichen,pri
782,neben::PRP,e-kichen,vedľa
783,zwischen::PRP,etre,medzi
784,wegen::PRP,abalamour da,pre
785,wegen::PRP,abalamour da,kvôli
786,dies::PRN,hemañ,to
787,dies::PRN,hemañ,táto
788,das::PRN,se,to
789,das::PRN,hennezh,to
790,alles::PRN,pep tra,všetko
791,ich::PRN,me,ja
792,du::PRN,te,ty
793,er::PRN,eñ,on
794,wir::PRN,ni,my
795,ihr::PRN,c'hwi,vy
796,sie::PRN,int,oni
797,was::FPRN,petra,čo
798,wer::FPRN,piv,kto
799,wo::FADV,pelec'h,kde
800,wohin::FADV,da belec'h,kam
801,wie::FADV,penaos,ako
802,warum::FADV,perak,prečo
803,wieviel::FNUM,pet,koľko
804,eins::NUM,unan,jeden
805,zwei::NUM,daou,dva
806,drei::NUM,tri,tri
807,vier::NUM,pevar,štyri
808,fünf::NUM,pemp,päť
809,sechs::NUM,c'hwec'h,šesť
810,sieben::NUM,seizh,sedem
811,acht::NUM,eizh,osem
812,neun::NUM,nav,deväť
813,zehn::NUM,dek,desať
