,Concept_ID,cy,kl
159,Kralle::N,ewin,kukik
160,Schwanz::N,cwt,pamioq
161,Schwanz::N,cwt,paperuusaq
162,Schwanz::N,cynffon,pamioq
163,Schwanz::N,cynffon,paperuusaq
164,Ei::N,wy,mannik
165,Nest::N,nyth,ullut
166,Bau::N,ffau,ini
167,Tier::N,anifail,uumasoq
168,Herde::N,praidd,unguukkat
169,Herde::N,diadell,unguukkat
170,Kuh::N,buwch,ussik
171,Bulle::N,tarw,angukulak
172,Bulle::N,tarw,anguteralak
173,Bulle::N,tarw,angutikulooq
174,Pferd::N,ceffyl,
175,Schaf::N,dafad,sava
176,Schwein::N,mochyn,puuluki
177,Hund::N,ci,qimmeq
178,Katze::N,cath,puisaaq
179,Bär::N,arth,allaq
180,Eichhörnchen::N,gwiwer,sissinnguaq
181,Elch::N,elc,
182,Fuchs::N,cadno,terianniaq
183,Hase::N,ysgyfarnog,ukaleq
184,Maus::N,llygoden,teriannguaq
185,Wolf::N,blaidd,amaroq
186,Vogel::N,aderyn,timmiaq
187,Schwarm::N,haid,
188,Huhn::N,cyw,kukkukooq
189,Huhn::N,cyw,marloraaqaaq
190,Hahn::N,ceiliog,kiasiusaq
191,Gans::N,gŵydd,nerleq
192,Adler::N,eryr,nattoralik
193,Ente::N,hwyad,
194,Eule::N,tylluan,uppik
195,Kranich::N,garan,qorlorfik
196,Kranich::N,crychydd,qorlorfik
197,Krähe::N,brân,tuluatsiaq
198,Kuckuck::N,cog,kukkooq
199,Kuckuck::N,cwcw,kukkooq
200,Schwan::N,alarch,qussuk
201,Fisch::N,pysgod,aalisagaq
202,Barsch::N,draenog,
203,Hecht::N,penhwyad,
204,Schlange[Tier]::N,neidr,pulateriarsuk
205,Schlange[Tier]::N,neidr,pulateriaarsuk
206,Wurm::N,abwydyn,
207,Wurm::N,pryf genwair,
208,Spinne::N,cor,aasiaq
209,Spinne::N,cor,nissavaarsuk
210,Spinne::N,pryf copyn,aasiaq
211,Spinne::N,pryf copyn,nissavaarsuk
212,Ameise::N,morgrugyn,uniaaluk
213,Laus::N,lleuen,kumak
214,Mücke::N,gwybedyn,ippernaq
215,Fliege::N,cleren,ippernaq
216,Schmetterling::N,glöyn byw,paluaq
217,Schmetterling::N,glöyn byw,pakkaluaq
218,Schmetterling::N,glöyn byw,utsuppaluaq
219,Schmetterling::N,glöyn byw,taqaleqisaaq
220,Schmetterling::N,iâr fach yr haf,paluaq
221,Schmetterling::N,iâr fach yr haf,pakkaluaq
222,Schmetterling::N,iâr fach yr haf,utsuppaluaq
223,Schmetterling::N,iâr fach yr haf,taqaleqisaaq
224,Beere::N,aeronen,paarmaq
225,Beere::N,aeronen,paarngaq
226,Apfel::N,afal,iipili
227,Pilz::N,madarch,anngiusaq
228,Zwiebel::N,nionyn,uanitsoq
229,Zwiebel::N,winwnsyn,uanitsoq
230,Saat::N,had,naatsiiassaq
231,Korn::N,grawn,maannineq
232,Heu::N,gwair,
233,Schale::N,croen,niutsivik
234,Schale::N,croen,ilulissaq qaartussaq
235,Schale::N,plisgyn,niutsivik
236,Schale::N,plisgyn,ilulissaq qaartussaq
237,Grube::N,pwll,itersaq
238,Grube::N,pydew,itersaq
239,Falle::N,magl,pualavoq
240,Schlinge::N,cwlwm rhedeg,orseq
241,Schlinge::N,cwlwm rhedeg,norloq
242,Spur::N,ôl,tumaa
243,Asche::N,lludw,arsat
244,Dreck::N,baw,minguk
245,Dreck::N,budreddi,minguk
246,Eisen::N,haearn,savimineq
247,Eisen::N,haearn,saffiugassaq
248,Gold::N,aur,kuulti
249,Silber::N,arian,siilviuvoq
250,Kohle::N,glo,aamarsuit aamaruutissat
251,Glas::N,gwydr,igalaaq
252,Glas::N,gwydr,imertarfik
253,Glas::N,gwydr,igalaamineq
254,Lehm::N,clai,marraq
255,Sand::N,tywod,sioqqat
256,Mensch::N,dyn,inuk
257,Mensch::N,dyn,silamiu
258,Mann::N,dyn,angut
259,Frau::N,merch,arnaq
260,Frau::N,gwraig,arnaq
261,Kind::N,plentyn,meeraq
262,Junge::N,hogyn,nukappiaraq
263,Junge::N,bachgen,nukappiaraq
264,Mädchen::N,merch,arnannguaq
265,Mädchen::N,geneth,arnannguaq
266,Familie::N,teulu,ilaqutakka
267,Familie::N,teulu,ilaqutariit
268,Familie::N,tylwyth,ilaqutakka
269,Familie::N,tylwyth,ilaqutariit
270,Großvater::N,taid,aatak
271,Großvater::N,tad-cu,aatak
272,Großmutter::N,nain,aanaq
273,Großmutter::N,mam-gu,aanaq
274,Eltern::N,rhieni,angajoqqaat
275,Vater::N,tad,ataata
276,Vater::N,tad,ataataq
277,Mutter::N,mam,anaana
278,Sohn::N,mab,erneq
279,Tochter::N,merch,panik
280,Bruder::N,brawd,ani
281,Bruder::N,brawd,aqqaluk
282,Bruder::N,brawd,qatanngut
283,Schwester::N,chwaer,naja
284,Schwester::N,chwaer,aleqa
285,Schwester::N,chwaer,qatanngut
286,Onkel::N,ewythr,akkak
287,Tante::N,modryb,aja
288,Tante::N,modryb,ajak
289,Tante::N,modryb,atsak
290,Ehemann::N,gŵr,ui
291,Ehefrau::N,gwraig,nuliaq
292,Freude::N,gorfoledd,tipaatsussuseq
293,Gelächter::N,chwerthin,illaq
294,Glück::N,hapusrwydd,usornaat
295,Glück::N,hapusrwydd,usornarsuseq
296,Kummer::N,galar,
297,Wunsch::N,dymuniad,kissaat
298,Lust::N,chwant,illigussuseq
299,Lust::N,chwant,piummaseq
300,Geist::N,ysbryd,anerneq
301,Geist::N,ysbryd,toornaq
302,Gedanke::N,meddwl,isumassaq
303,Gedächtnis::N,cof,eqqaamannissuseq
304,Verstand::N,meddwl,isuma
305,Verstand::N,meddwl,sianissut
306,Verstand::N,meddwl,misigissut
307,Verstand::N,meddwl,sianissuseq
308,Verstand::N,meddwl,silaqassuseq
309,Sinn::N,ystyr,isuma
310,Grund::N,achos,patsit
311,Grund::N,rheswm,patsit
312,Wahrheit::N,gwir,sallusuissut
313,Wahrheit::N,gwirionedd,sallusuissut
314,Gespräch::N,sgwrs,
315,Märchen::N,chwedl werin,oqalualaarut
316,Märchen::N,chwedl werin,oqaluasaaq
317,Erzählung::N,stori,oqaluttuaq
318,Nachricht::N,neges,oqaassut
319,Nachricht::N,neges,oqqersuut
320,Neuigkeit::N,newydd,tusarnartaq
321,Name::N,enw,ateq
322,Rätsel::N,pos,nalorsitsaarut
323,Rede::N,araith,oqaluuseq
324,Sprache::N,iaith,oqaatsit
325,Stimme::N,llais,erinaq
326,Stimme::N,llais,qarluuseq
327,Wort::N,gair,oqaasii
328,Zeichen::N,arwydd,nalunaaqqut
329,Ruf::N,galwad,qaaqqussut
330,Lärm::N,trwst,perpaluk
331,Laut::N,sain,torsukattak
332,Ton::N,tôn,erinaq
333,Lied::N,cân,taalliaq
334,Lied::N,cân,erinarsuut
335,Ruhe::N,tawelwch,qatsunganeq
336,Leute::N,pobl,inuiak
337,Leute::N,pobl,inuiaqatigiit
338,Volk::N,pobl,inuiaat
339,Arbeit::N,gwaith,suliaq
340,Gast::N,gwestai,qaaqqusaq
341,Geschenk::N,rhodd,pajugut
342,Geschenk::N,anrheg,pajugut
343,Spiel::N,chwarae,
344,Gesellschaft::N,cwmni,
345,Hilfe::N,cymorth,annertoqqut
346,Freund::N,cyfaill,tiliaq
347,Freund::N,cyfaill,ikinngut
348,Kamerad::N,cydymaith,tiliaq
349,Kamerad::N,cydymaith,ikinngut
350,Angelegenheit::N,pwnc,
351,Anzahl::N,cyfrif,
352,Art::N,bath,ileqquuseq
353,Stück::N,darn,nakkaalaniku
354,Teil::N,rhan,tassiaasat
355,Hälfte::N,hanner,affaq
356,Kreis::N,cylch,kaajaluinneq or kaajaluitsoq
357,Kreuz::N,croes,sanningasulik
358,Linie::N,llinell,tittaq
359,Linie::N,llinell,titarneq
360,Strich::N,strôc,
361,Strich::N,trawiad,
362,Abstand::N,bwlch,aku
363,Abstand::N,bwlch,ikiaq
364,Abstand::N,pellter,aku
365,Abstand::N,pellter,ikiaq
366,Entfernung::N,pellter,asi
367,Gegend::N,cylch,nuna
368,Platz::N,lle,ini
369,Platz::N,lle,inissaq
370,Ort::N,lle,sumiiffik
371,Seite::N,ochr,saneraq
372,Mitte::N,canol,qiteq
373,Gegenstand::N,eitem,
374,Sache::N,peth,pigisaq
375,Rand::N,cwr,sini
376,Rand::N,cwr,akerfineq
377,Rand::N,ymyl,sini
378,Rand::N,ymyl,akerfineq
379,Kante::N,min,akerfineq
380,Kante::N,ymyl,akerfineq
381,Ecke::N,cornel,teqeqqoq
382,Ecke::N,cornel,tikeqqoq
383,Spitze::N,blaen,inngik
384,Ende::N,pen,isu
385,Loch::N,twll,putu
386,Winkel::N,congl,teqeqqorissaat
387,Muster::N,patrwm,ilisserut
388,Größe::N,maint,angissuseq
389,Größe::N,maintioli,angissuseq
390,Länge::N,hyd,takissuseq
391,Höhe::N,uchder,
392,Gewicht::N,pwysau,oqimaalutaq
393,Menge::N,swm,amerlassuseq
394,Menge::N,maint,amerlassuseq
395,Haufen::N,pentwr,eqimattat
396,Reihe::N,rhes,allunaasaq
397,Boot::N,cwch,qajaq
398,Boot::N,cwch,angallat
399,Boot::N,cwch,umiatsiaq
400,Ruder::N,rhwyf,iput
401,Schlitten::N,sled,qamutit
402,Schlitten::N,sled,qimusseq
403,Schlitten::N,car llusg,qamutit
404,Schlitten::N,car llusg,qimusseq
405,Ski::N,sgi,ataarut
406,Lagerfeuer::N,coelcerth,
407,Last::N,llwyth,nammagaq
408,Gang::N,tro,
409,Schritt::N,cam,allorneq
410,Norden::N,gogledd,avannaq
411,Süden::N,de,qava
412,Süden::N,de,kujat
413,Süden::N,de,kujataa
414,Westen::N,gorllewin,kitaa
415,Osten::N,dwyrain,kangi
416,Holz::N,pren,qisuk
417,Brett::N,bwrdd,salliligaq
418,Brett::N,astell,salliligaq
419,Platte::N,llech,qaateq
420,Stütze::N,ateg,ajagutaq
421,Stütze::N,ateg,ajaagutaq
422,Stütze::N,cynhalydd,ajagutaq
423,Stütze::N,cynhalydd,ajaagutaq
424,Stange::N,polyn,kaaviffik
425,Stock::N,ffon,ajaappissat
426,Stock::N,brigyn,ajaappissat
427,Stab::N,ffon,ajaappissat
428,Rohr::N,pibell,sullulik
429,Haus::N,tŷ,illu
430,Heim::N,cartref,
431,Ofen::N,stof,kissarsuut
432,Fußboden::N,llawr,nateq
433,Tisch::N,bwrdd,allattarfik
434,Stuhl::N,cadair,issiavik
435,Stuhl::N,cadair,issiaffik
436,Wiege::N,crud,uaasoq
437,Bett::N,gwely,nallavik
438,Regal::N,silff,ilisivik
439,Kiste::N,bocs,sakissat
440,Kiste::N,bocs,illerfiusaq
441,Kiste::N,blwch,sakissat
442,Kiste::N,blwch,illerfiusaq
443,Fenster::N,ffenestr,aki
444,Fenster::N,ffenestr,igalaaq
445,Tür::N,drws,matu
446,Tor::N,porth,isaaffik
447,Zaun::N,ffens,saputit
448,Dach::N,to,qaliaq
449,Leiter::N,ysgol,tummeqqat
450,Leiter::N,ysgol,majuartarfiit
451,Besen::N,ysgub,saligutit
452,Spaten::N,rhaw,nivaataq
453,Schaufel::N,rhaw,nivaataq
454,Gabel::N,fforc,qilluaq
455,Gabel::N,fforc,ajassaatit
456,Löffel::N,llwy,alussaat
457,Messer::N,cyllell,savik
458,Nagel::N,hoel,kukik
459,Netz::N,gwe,anguffaseq
460,Netz::N,rhwyd,anguffaseq
461,Haken::N,bach,nissik
462,Haken::N,bach,qarsorsaq
463,Haken::N,bach,qarsorsartoq
464,Griff::N,carn,ipi
465,Schloss::N,clo,illussaarsuaq
466,Bild::N,llun,assiliaq
467,Bild::N,pictiwr,assiliaq
468,Figur::N,ffigur,kisitsit
469,Puppe::N,dol,inuusaq
470,Beutel::N,cwd,
471,Bündel::N,bwndel,qilertaq
472,Bündel::N,coflaid,qilertaq
473,Tasche::N,cod,pooqattaq
474,Eimer::N,bwced,
475,Eimer::N,cunnog,
476,Deckel::N,caead,matu
477,Geschirr::N,llestri,anut
478,Sack::N,sach,
479,Tasse::N,cwpan,tiitorfik
480,Tasse::N,cwpan,tiitorfiup ilorlia
481,Topf::N,pot,qoqqoq
482,Topf::N,crochan,qoqqoq
483,Kessel::N,tegell,uunnaavik
484,Essen::N,pryd o fwyd,igaaq
485,Nahrung::N,bwyd,neqissaq
486,Speise::N,saig,nerisassat
487,Fleisch::N,cig,neqi
488,Getreide::N,ŷd,maannineq
489,Getreide::N,llafur,maannineq
490,Brei::N,uwd,
491,Brot::N,bara,iffit
492,Brot::N,bara,iffiaq
493,Scheibe::N,tafell,igalaassiaq
494,Fett::N,saim,tarnutissaq
495,Fett::N,saim,tarnutissiaq
496,Fett::N,braster,tarnutissaq
497,Fett::N,braster,tarnutissiaq
498,Butter::N,ymenyn,punneq
499,Öl::N,olew,uulia
500,Salz::N,halen,taratsut
501,Suppe::N,cawl,qajoq
502,Honig::N,mêl,tungusunnitsuut
503,Milch::N,llaeth,immuk
504,Milch::N,llefrith,immuk
505,Tee::N,te,tii
506,Tee::N,te,teeq
507,Leder::N,lledr,
508,Wolle::N,gwlân,nuersagassiaq
509,Stoff::N,lliain,milliaq
510,Stoff::N,lliain,qarlissiaq
511,Stoff::N,brethyn,milliaq
512,Stoff::N,brethyn,qarlissiaq
513,Nadel::N,nodwydd,meqqut
514,Faden::N,edau,ujalussiaq
515,Faden::N,edefyn,ujalussiaq
516,Knopf::N,botwm,attat
517,Knoten::N,cwlwm,akeroq
518,Knoten::N,cwlwm,qilerneq
519,Farbe::N,paent,qalipaat
520,Kleidung::N,dillad,atisat
521,Kleidung::N,dillad,annoraaq
522,Kleidung::N,gwisgoedd,atisat
523,Kleidung::N,gwisgoedd,annoraaq
524,Hemd::N,crys,ilupaaq
525,Kragen::N,coler,qungasiinnaq
526,Ärmel::N,llawes,aaq
527,Hose::N,trowsus,qarliit
528,Gürtel::N,gwregys,qiterut
529,Gürtel::N,gwregys,unngersaq
530,Mütze::N,cap,nasaq
531,Schuh::N,esgid,skuu
532,Schuh::N,esgid,ikernuk
533,Schuh::N,esgid,ateraasaq
534,Stiefel::N,botasen,kamik
535,Ring::N,modrwy,assammiu
536,Band::N,rhuban,qilerutissiaq
537,Kamm::N,crib,illaagutit
538,Kamm::N,crib,illaajaatit pl.
539,Spiegel::N,drych,tarrarsuut
540,Riemen::N,strap,allunaaq
541,Schnur::N,llinyn,kujaaq
542,Schnur::N,llinyn,allunaasaq
543,Leine::N,tennyn,aleq
544,Decke::N,blanced,qipik
545,Decke::N,gwrthban,qipik
546,Kissen::N,clustog,akit
547,Kissen::N,gobennydd,akit
548,Tuch::N,sgarff,qarlissiaq
549,Handtuch::N,tywel,allarut
550,Handtuch::N,tywel,allarterut
551,Handtuch::N,lliain sychu,allarut
552,Handtuch::N,lliain sychu,allarterut
553,Kraft::N,grym,pissak
554,Stärke::N,nerth,qerattarsaat
555,Stärke::N,cryfder,qerattarsaat
556,Gesundheit::N,iechyd,peqqisusseq
557,Krankheit::N,afiechyd,nappaat
558,Krankheit::N,anhwylder,nappaat
559,Schmerz::N,poen,anniaat
560,Schmerz::N,gwayw,anniaat
561,Wunde::N,clwyf,iki
562,Fieber::N,twymyn,nappaat qanimanartoq
563,Arznei::N,meddyginiaeth,imigassaq
564,Brücke::N,pont,ikaartarfik
565,Brunnen::N,ffynnon,tissaluttuliaq
566,Weide::N,porfa,masarsuk
567,Pfad::N,llwybr,aqqut
568,Weg::N,ffordd,aggerfik
569,Straße::N,heol,aqqusineq
570,Straße::N,ffordd,aqqusineq
571,Dorf::N,pentref,nunaqarfik
572,Stadt::N,tref,illorpaat
573,Stadt::N,tref,illorpalik
574,Brief::N,llythyr,allagarsiaq
575,Buch::N,llyfr,atuakkat
576,Buch::N,llyfr,mappersagaq
577,Buchstabe::N,llythyren,naqinneq
578,Zeitung::N,papur newydd,aviisi
579,Leben::N,bywyd,inuussuseq
580,Tod::N,marwolaeth,toqu
581,Tod::N,marwolaeth,toquneq
582,Grab::N,bedd,iliveq
583,Grab::N,bedd,illissat
584,Kirche::N,eglwys,oqaluffik
585,Sünde::N,pechod,ajorti
586,Gott::N,duw,
587,Arbeiter::N,gweithiwr,sulisoq
588,Chef::N,pennaeth,ittoqut
589,Meister::N,meistr,naalagaq
590,Arzt::N,meddyg,katsorsaasoq
591,Lehrer::N,athro,ilinniartitsisoq
592,Geld::N,pres,aningaasat
593,Geld::N,arian,aningaasat
594,Geschäft::N,busnes,niuertarfik
595,Laden::N,siop,niuertarfik
596,Preis::N,pris,aki
597,Ware::N,nwydd,qaliata pii
598,Ware::N,nwydd,nioqqutissaq
599,Nutzen::N,elw,iluaqut
600,Nutzen::N,budd,iluaqut
601,Reichtum::N,cyfoeth,
602,Welt::N,byd,nunarsuaq
603,Land::N,gwlad,nuna
604,Staat::N,gwladwriaeth,
605,König::N,brenin,kunngi
606,Macht::N,grym,pissaassuseq
607,Macht::N,awdurdod,pissaassuseq
608,Grenze::N,ffin,killik
609,Grenze::N,goror,killik
610,Krieg::N,rhyfel,sorsunneq
611,Feind::N,gelyn,akeraq
612,Feind::N,gelyn,akerartorti
613,Feind::N,gelyn,qinngarsuisoq
614,Gewalt::N,ffyrnigrwydd,
615,Kampf::N,brwydr,sorsunneq
616,Bogen[Waffe]::N,bwa,
617,Pfeil::N,saeth,qalugiusaq
618,Gewehr::N,dryll,aallaat
619,Fehler::N,gwall,kukkuneq
620,Fehler::N,gwall,paarlaappaa
621,Fehler::N,camgymeriad,kukkuneq
622,Fehler::N,camgymeriad,paarlaappaa
623,Lüge::N,celwydd,
624,Lüge::N,anwiredd,
625,Schaden::N,niwed,
626,Schaden::N,difrod,
627,Unglück::N,anffawd,perluut
628,Schuld::N,bai,akiitsugaq
629,Schuld::N,bai,akiligassaq
630,Alter::N,oed,utoqqaq
631,Schluss::N,diwedd,isu
632,Zeit::N,amser,ulloq
633,Zeit::N,amser,akuttoqatigiinneq
634,Tag::N,dydd,ulloq
635,Tag::N,diwrnod,ulloq
636,Morgen::N,bore,ullaaq
637,Mittag::N,nawn,ulloqeqqa
638,Abend::N,noswaith,unnuk
639,Nacht::N,nos,unnuaq
640,Woche::N,wythnos,sapaatip akunnera
641,Monat::N,mis,qaammat
642,Jahr::N,blwyddyn,ukioq
643,Frühling::N,gwanwyn,upernaaq
644,Sommer::N,haf,aasaq
645,Herbst::N,hydref,ukiaq
646,Winter::N,gaeaf,ukioq
647,Januar::N,Ionawr,siulleeq
648,Januar::N,Ionawr,qaammaliaq
649,Februar::N,Chwefror,aarlaat
650,März::N,Mawrth,marsi
651,März::N,Mawrth,martsi
652,April::N,Ebrill,
653,Mai::N,Mai,maaji
654,Juni::N,Mehefin,juuni
655,Juli::N,Gorffennaf,juuli
656,August::N,Awst,aggusti
657,September::N,Medi,septembari
658,Oktober::N,Hydref,oktobari
659,November::N,Tachwedd,novembari
660,Dezember::N,Rhagfyr,detsembari
661,Montag::N,dydd Llun,ataasinngortoq
662,Dienstag::N,dydd Mawrth,marlunngorneq
663,Mittwoch::N,dydd Mercher,pingasunngorneq
664,Donnerstag::N,dydd Iau,sisamanngorneq
665,Freitag::N,dydd Gwener,tallimanngorneq
666,Samstag::N,dydd Sadwrn,arfininngorneq
667,Sonntag::N,dydd Sul,sapaat
668,Sonntag::N,dydd Sul,sapaati
669,groß::A,mawr,angivoq
670,klein::A,bach,mikivoq
671,lang::A,hir,takisooq
672,kurz::A,byr,naatsoq
673,kurz::A,cwta,naatsoq
674,breit::A,llydan,silippoq
675,schmal::A,cul,amitsoq
676,dicht::A,dwys,torsusooq
677,dick[Gegenstand]::A,trwchus,issuvoq
678,dick[Gegenstand]::A,trwchus,issusooq
679,dünn::A,tenau,amitsoq
680,fein::A,main,mamarpoq
681,fest::A,cadarn,tangeqarpoq
682,flach::A,gwastad,nalimmappoq
683,glatt::A,llyfn,quasak
684,hart::A,caled,mattusooq
685,hart::A,caled,manngerpoq
686,hart::A,caled,titeqquluppoq
687,weich::A,meddal,nerumaarpoq
688,rund::A,crwn,ammallorippoq
689,spitz::A,pigfain,qummukujooq
690,scharf::A,miniog,ipippoq
691,stumpf::A,pŵl,anngerpoq
692,schwer::A,trwm,oqimaappoq
693,schön::A,teg,kusanarpoq
694,schön::A,hardd,kusanarpoq
695,schön::A,prydferth,kusanarpoq
696,heiß::A,poeth,kiappoq
697,warm::A,twym,oqorpoq
698,warm::A,cynnes,oqorpoq
699,kalt::A,oer,issippoq
700,kühl::A,oeraidd,pueqqortippoq
701,frisch::A,iach,
702,feucht::A,llaith,isugutavoq
703,feucht::A,llaith,qaasernarpoq
704,nass::A,gwlyb,imerorpoq
705,trocken::A,sych,panerpoq
706,voll::A,llawn,ulikkaarpoq
707,leer::A,gwag,imaattuarpoq
708,offen::A,agored,ammavoq
709,geschlossen::A,caead,matuvoq
710,geschlossen::A,caeëdig,matuvoq
711,sauber::A,glân,eqqippoq
712,sauber::A,glân,sukuluippoq
713,sauber::A,glân,ipeqanngilaq
714,schmutzig::A,budr,tapappoq
715,schmutzig::A,budr,minguppoq
716,schmutzig::A,brwnt,tapappoq
717,schmutzig::A,brwnt,minguppoq
718,roh::A,amrwd,aapavoq
719,reif::A,aeddfed,qaarulerpoq
720,lecker::A,blasus,
721,lecker::A,danteithiol,
722,süß::A,melys,tungusunnippoq
723,bitter::A,chwerw,qasilippoq
724,sauer::A,sur,
725,hell::A,disglair,qaamavoq
726,dunkel::A,tywyll,qernerpoq
727,schwarz::A,du,qernerpoq
728,weiß::A,gwyn,qaqorpoq
729,rot::A,coch,aappaluppoq
730,gelb::A,melyn,sungaarpoq
731,blau::A,glas,tungujorpoq
732,grün::A,gwyrdd,qorsooqqippoq
733,grau::A,llwyd,qaserpoq
734,bunt::A,lliwgar,
735,billig::A,rhad,akikippoq
736,teuer::A,drud,
737,wertvoll::A,gwerthfawr,erlinnarpoq
738,blind::A,dall,tappiippoq
739,blind::A,dall,isigisaqanngilaq
740,taub::A,byddar,tusilarpoq
