,Concept_ID,is,ba
63,Sonne::N,sól,ҡояш
64,Mond::N,tungl,ай
65,Stern::N,stjarna,йондоҙ
66,Luft::N,loft,һауа
67,Wind::N,vindur,ел
68,Welle::N,alda,тулҡын
69,Welle::N,bylgja,тулҡын
70,Wasser::N,vatn,һыу
71,Stein::N,steinn,таш
72,Boden::N,botn,тупраҡ
73,Erde::N,jörð,балсҡ
74,Staub::N,ryk,туҙан
75,Staub::N,duft,туҙан
76,Rauch::N,reykur,төтөн
77,Funke::N,neisti,осҡон
78,Feuer::N,eldur,ут
79,Licht::N,ljós,яҡтылыҡ
80,Schatten::N,skuggi,күләгә
81,Wetter::N,veður,һауа торошо
82,Nebel::N,þoka,төман
83,Wolke::N,ský,болот
84,Regen::N,regn,ямғыр
85,Schnee::N,snjór,ҡар
86,Eis::N,ís,боҙ
87,Frost::N,frost,һалҡын
88,Kälte::N,kuldi,һыуыҡ
89,Hitze::N,hiti,томра
90,Hitze::N,hiti,эҫелек
91,Raureif::N,hrím,ҡырау
92,Regenbogen::N,regnbogi,йәйғор
93,Donner::N,þruma,күк күкрәү
94,Strömung::N,straumur,ағым
95,Tropfen::N,dropi,тамсы
96,Schaum::N,froða,күбек
97,Schmutz::N,óhreinindi,батҡаҡ
98,See::N,stöðuvatn,күл
99,Sumpf::N,fen,һаҙлык
100,Moor::N,mýri,һаҙ
101,Wiese::N,engi,болон
102,Wald::N,skógur,урман
103,Hügel::N,hæð,түбә
104,Hügel::N,hóll,түбә
105,Anhöhe::N,hæð,түбә
106,Anhöhe::N,hæð,ҡалҡыулыҡ
107,Anhöhe::N,hóll,түбә
108,Anhöhe::N,hóll,ҡалҡыулыҡ
109,Berg::N,fell,тау
110,Berg::N,fjall,тау
111,Gipfel::N,tindur,түбә
112,Höhle::N,hellir,мәмерйә
113,Abhang::N,hlíð,ипкен
114,Abhang::N,brekka,ипкен
115,Quelle::N,lind,шишмә
116,Quelle::N,uppspretta,шишмә
117,Bach::N,lækur,шишмә
118,Fluss::N,á,йылға
119,Fluss::N,fljót,йылға
120,Ufer::N,árbakki,яр
121,Ufer::N,sjávarbakki,яр
122,Küste::N,strönd,яр буйы
123,Festland::N,meginland,ҡоро ер
124,Meer::N,haf,диңгез
125,Meer::N,sjór,диңгез
126,Bucht::N,vík,бухта
127,Insel::N,eyja,үтрау
128,Blume::N,blóm,сәскә
129,Gras::N,gras,үлән
130,Wurzel::N,rót,тамыр
131,Baum::N,tré,ағас
132,Stamm::N,stofn,олон
133,Stamm::N,stofn,көбәк
134,Rinde::N,börkur,ҡабыҡ
135,Ast::N,grein,ботаҡ
136,Zweig::N,angi,ботаҡ
137,Zweig::N,angi,тармаҡ
138,Zweig::N,kvistur,ботаҡ
139,Zweig::N,kvistur,тармаҡ
140,Blatt::N,blað,япраҡ
141,Birke::N,birki,ҡайын
142,Kiefer[Baum]::N,fura,ҡарғай
143,Weide[Baum]::N,víðir,тал
144,Tanne::N,greni,шыршы
145,Horn::N,horn,мөғөҙ
146,Feder::N,fjöður,ҡауырһын
147,Fell::N,skinn,тире
148,Flügel::N,vængur,ҡанат
149,Klaue::N,kló,тырнаҡ
150,Kralle::N,kló,аяҡ
151,Schwanz::N,rófa,ҡойроҡ
152,Schwanz::N,skott,ҡойроҡ
153,Ei::N,egg,йомортҡа
154,Nest::N,hreiður,оя
155,Bau::N,greni,оң
156,Bau::N,bæli,оң
157,Tier::N,dýr,жайуан
158,Tier::N,dýr,йыртҡыс
159,Herde::N,hjörð,көтөү
160,Kuh::N,kýr,һыйыр
161,Bulle::N,boli,үгеҙ
162,Pferd::N,hestur,ат
163,Schaf::N,kind,һарыҡ
164,Schwein::N,svín,сусҡа
165,Hund::N,hundur,эт
166,Katze::N,köttur,бесәй
167,Bär::N,björn,айыу
168,Eichhörnchen::N,íkorni,тейен
169,Elch::N,elgur,мышы
170,Fuchs::N,refur,төлкө
171,Hase::N,héri,ҡуян
172,Maus::N,mús,сысҡан
173,Wolf::N,úlfur,бүре
174,Vogel::N,fugl,ҡош
175,Schwarm::N,sægur,көтөү
176,Huhn::N,hæna,тауыҡ
177,Hahn::N,hani,әтәс
178,Gans::N,gæs,ҡаҙ
179,Adler::N,örn,бөркөт
180,Ente::N,önd,өйрәк
181,Eule::N,uggla,өкө
182,Eule::N,uggla,ябалаҡ
183,Kranich::N,trana,торна
184,Krähe::N,kráka,ҡарға
185,Kuckuck::N,gaukur,кәкүк
186,Schwan::N,svanur,аҡҡош
187,Fisch::N,fiskur,балыҡ
188,Barsch::N,aborri,алабуға
189,Hecht::N,gedda,суртан
190,Schlange[Tier]::N,naðra,йылан
191,Wurm::N,ormur,селяүсен
192,Spinne::N,kónguló,үрмәксе
193,Ameise::N,maur,ҡырмыҫҡа
194,Laus::N,lús,бет
195,Mücke::N,mý,серәкәй
196,Mücke::N,mýfluga,серәкәй
197,Fliege::N,fluga,себен
198,Schmetterling::N,fiðrildi,күбәләк
199,Beere::N,ber,еләк
200,Apfel::N,epli,алма
201,Pilz::N,sveppur,бәшмәк
202,Zwiebel::N,laukur,һуган
203,Saat::N,fræ,орлоҡ
204,Saat::N,útsæði,орлоҡ
205,Korn::N,korn,иген
206,Heu::N,hey,бесән
207,Schale::N,hýði,ҡабыҡ
208,Grube::N,gryfja,соҡор
209,Falle::N,gildra,тоҙак
210,Falle::N,gildra,ҡапҡан
211,Schlinge::N,snara,тоҙак
212,Spur::N,spor,әҫер
213,Asche::N,aska,көл
214,Dreck::N,óþverri,батҡаҡ
215,Eisen::N,járn,тимер
216,Gold::N,gull,алтын
217,Silber::N,silfur,көмөш
218,Kohle::N,kol,күмер
219,Glas::N,gler,быяла
220,Lehm::N,leir,балсыҡ
221,Sand::N,sandur,ҡом
222,Mensch::N,maður,кеше
223,Mensch::N,manneskja,кеше
224,Mann::N,maður,ир
225,Mann::N,karlmaður,ир
226,Frau::N,kona,ҡатын
227,Kind::N,barn,бала
228,Kind::N,krakki,бала
229,Junge::N,drengur,малай
230,Mädchen::N,stelpa,ҡыҙ
231,Mädchen::N,stelpa,ҡыҙыҡай
232,Familie::N,fjölskylda,ғаилә
233,Großvater::N,afi,олатай
234,Großmutter::N,amma,әбәй
235,Eltern::N,foreldrar,ата-әсә
236,Vater::N,faðir,атай
237,Mutter::N,móðir,әсә
238,Sohn::N,sonur,ул
239,Tochter::N,dóttir,ҡыҙ
240,Bruder::N,bróðir,агай
241,Schwester::N,systir,алай
242,Schwester::N,systir,һеңле
243,Onkel::N,föðurbróðir,ағай
244,Tante::N,frænka,апай
245,Tante::N,móðursystir,апай
246,Ehemann::N,eiginmaður,ир
247,Ehefrau::N,eiginkona,ҡатын
248,Freude::N,gleði,шатлыҡ
249,Freude::N,gleði,ҡыуаныс
250,Gelächter::N,hlátur,көлөү
251,Glück::N,gæfa,бәхет
252,Kummer::N,sorg,ҡайғы
253,Wunsch::N,ósk,теләк
254,Lust::N,fýsn,әүәҫлек
255,Lust::N,löngun,әүәҫлек
256,Geist::N,andi,аң
257,Geist::N,andi,рух
258,Gedanke::N,hugsun,уй
259,Gedanke::N,hugsun,фекер
260,Gedächtnis::N,minni,хәтер
261,Verstand::N,vit,аҡыл
262,Sinn::N,merking,мәғәня
263,Grund::N,ástæða,сәбәп
264,Wahrheit::N,sannleikur,дөрөҫлөк
265,Gespräch::N,samtal,әңгәмә
266,Märchen::N,ævintýri,әкиәт
267,Erzählung::N,saga,хикәйә
268,Nachricht::N,frétt,хәбәр
269,Neuigkeit::N,frétt,яңылыҡ
270,Name::N,nafn,исем
271,Rätsel::N,gáta,йомаҡ
272,Rede::N,ræða,телмәр
273,Sprache::N,mál,тел
274,Sprache::N,mál,телмәр
275,Sprache::N,tungumál,тел
276,Sprache::N,tungumál,телмәр
277,Stimme::N,rödd,тауыш
278,Wort::N,orð,һүҙ
279,Zeichen::N,tákn,билдә
280,Zeichen::N,merki,билдә
281,Ruf::N,kall,саҡырыу
282,Lärm::N,hávaði,шаулау
283,Laut::N,hljóð,тауыш
284,Ton::N,tónn,яңғырау
285,Lied::N,ljóð,йыр
286,Lied::N,söngur,йыр
287,Ruhe::N,ró,ял
288,Ruhe::N,ró,тыныслыҡ
289,Ruhe::N,kyrrð,ял
290,Ruhe::N,kyrrð,тыныслыҡ
291,Leute::N,fólk,кешеләр
292,Volk::N,þjóð,халҡ
293,Arbeit::N,vinna,эш
294,Gast::N,gestur,ҡунаҡ
295,Geschenk::N,gjöf,бүләк
296,Spiel::N,leikur,уйын
297,Gesellschaft::N,selskapur,йәмғиәт
298,Hilfe::N,hjálp,ярҙам
299,Freund::N,vinur,дуҫ
300,Kamerad::N,félagi,иптәш
301,Angelegenheit::N,mál,әш
302,Angelegenheit::N,málefni,әш
303,Anzahl::N,tala,һан
304,Anzahl::N,fjöldi,һан
305,Art::N,tegund,төр
306,Stück::N,biti,киҫәк
307,Stück::N,stykki,киҫәк
308,Teil::N,hluti,өлөш
309,Teil::N,partur,өлөш
310,Hälfte::N,helmingur,ярты
311,Kreis::N,hringur,түңәрәк
312,Kreuz::N,kross,тәре
313,Kreuz::N,krossmark,тәре
314,Linie::N,lína,һыҙыҡ
315,Strich::N,strik,һыҙат
316,Abstand::N,millibil,ара
317,Entfernung::N,fjarlægð,алыҫлыҡ
318,Gegend::N,hérað,урын
319,Platz::N,pláss,арауыҡ
320,Ort::N,staður,ерҙәр
321,Ort::N,staður,урындар
322,Ort::N,staður,эш урыны
323,Seite::N,hlið,яҡ
324,Mitte::N,miðja,урталыҡ
325,Gegenstand::N,hlutur,нәмә
326,Sache::N,mál,нәмә
327,Sache::N,mál,әйбер
328,Rand::N,brún,сит
329,Kante::N,rönd,ҡабырға
330,Kante::N,rönd,ян
331,Ecke::N,horn,мөйөш
332,Spitze::N,oddur,ос
333,Ende::N,endi,аҙаҡ
334,Loch::N,gat,тишек
335,Loch::N,hola,тишек
336,Winkel::N,skot,мөйөш
337,Winkel::N,krókur,мөйөш
338,Muster::N,munstur,биҙәк
339,Größe::N,stærð,ҙурлыҡ
340,Länge::N,lengd,оҙонлоҡ
341,Höhe::N,hæð,бейеклек
342,Gewicht::N,vigt,үлсәү
343,Gewicht::N,þyngd,үлсәү
344,Menge::N,magn,һан
345,Haufen::N,hrúga,өйөм
346,Haufen::N,haugur,өйөм
347,Reihe::N,röð,рәт
348,Boot::N,bátur,кәмә
349,Ruder::N,ár,ишкәк
350,Schlitten::N,sleði,сана
351,Ski::N,skíði,саңгы
352,Lagerfeuer::N,varðeldur,костер
353,Last::N,byrði,ауырлыҡ
354,Last::N,farmur,ауырлыҡ
355,Gang::N,ganga,барыу
356,Schritt::N,skref,аҙым
357,Norden::N,norður,төньяҡ
358,Süden::N,suður,көньяҡ
359,Westen::N,vestur,көнбайыш
360,Osten::N,austur,көнсығыш
361,Holz::N,viður,үағас
362,Brett::N,fjöl,таҡта
363,Platte::N,flötur,плита
364,Stütze::N,stoð,терәк
365,Stange::N,stöng,кәртә
366,Stock::N,prik,таяҡ
367,Stock::N,stafur,таяҡ
368,Stab::N,prik,ҡолға
369,Stab::N,stafur,ҡолға
370,Rohr::N,rör,торба
371,Rohr::N,pípa,торба
372,Haus::N,hús,өй
373,Haus::N,hús,йорт
374,Heim::N,heimili,өй
375,Ofen::N,ofn,мейес
376,Fußboden::N,gólf,енес
377,Tisch::N,borð,өҫтәл
378,Stuhl::N,stóll,ултырғыс
379,Wiege::N,vagga,бишек
380,Bett::N,rúm,карауат
381,Bett::N,hvíla,карауат
382,Regal::N,hilla,кәштә
383,Kiste::N,kassi,йәшинк
384,Fenster::N,gluggi,тәҙрә
385,Tür::N,dyr,ишек
386,Tür::N,hurð,ишек
387,Tor::N,hlið,ҡапҡа
388,Zaun::N,girðing,ҡойма
389,Zaun::N,limgarður,ҡойма
390,Dach::N,þak,түбә
391,Dach::N,þak,ҡыйыҡ
392,Leiter::N,stigi,баҫҡыс
393,Besen::N,sópur,һепертке
394,Spaten::N,spaði,көрәк
395,Schaufel::N,skófla,көрәк
396,Gabel::N,gaffall,сәнске
397,Löffel::N,skeið,ҡалаҡ
398,Messer::N,hnífur,бысаҡ
399,Nagel::N,nögl,сөй
400,Netz::N,net,ау
401,Haken::N,krókur,ыргаҡ
402,Griff::N,tak,тотҡа
403,Schloss::N,lás,йоҙаҡ
404,Bild::N,mynd,картина
405,Figur::N,stytta,һын
406,Puppe::N,brúða,ҡурсаҡ
407,Beutel::N,poki,тоҡ
408,Beutel::N,baggi,тоҡ
409,Bündel::N,böggull,төргәк
410,Tasche::N,veski,сумка
411,Eimer::N,fata,биҙрә
412,Deckel::N,lok,ҡапҡас
413,Geschirr::N,leirtau,һауыт-һаба
414,Sack::N,sekkur,тоҡ
415,Tasse::N,bolli,сынаяҡ
416,Topf::N,pottur,кәстрүл
417,Kessel::N,ketill,ҡаҙан
418,Essen::N,matur,ашау
419,Nahrung::N,fæða,аҙыҡ
420,Speise::N,réttur,аш
421,Speise::N,matarréttur,аш
422,Fleisch::N,kjöt,ит
423,Getreide::N,korn,иген
424,Getreide::N,korn,ашлыҡ
425,Brei::N,grautur,бутҡа
426,Brot::N,brauð,икмәк
427,Scheibe::N,sneið,телем
428,Fett::N,fita,май
429,Butter::N,smjör,май
430,Öl::N,olía,май буяуы
431,Salz::N,salt,тоҙ
432,Suppe::N,súpa,һурпа
433,Honig::N,hunang,бал
434,Milch::N,mjólk,һөт
435,Tee::N,te,сәй
436,Leder::N,skinn,күн
437,Wolle::N,ull,йөн
438,Stoff::N,dúkur,туҡыма
439,Nadel::N,nál,энә
440,Faden::N,þráður,еп
441,Knopf::N,tala,төймә
442,Knopf::N,hnappur,төймә
443,Knoten::N,hnútur,төйөн
444,Farbe::N,málning,буяу
445,Kleidung::N,búningur,кейем
446,Kleidung::N,klæðnaður,кейем
447,Hemd::N,skyrta,күлдәк
448,Kragen::N,kragi,яға
449,Kragen::N,flibbi,яға
450,Ärmel::N,ermi,ең
451,Hose::N,buxur,салбар
452,Gürtel::N,belti,ҡайыш
453,Mütze::N,húfa,бүрк
454,Schuh::N,skór,туфли
455,Stiefel::N,stígvél,итек
456,Ring::N,hringur,йөҙөк
457,Ring::N,hringur,балдаҡ
458,Band::N,band,таҫма
459,Kamm::N,greiða,тараҡ
460,Spiegel::N,spegill,көзгө
461,Riemen::N,ól,ҡайыш
462,Riemen::N,reim,ҡайыш
463,Schnur::N,snúra,бау
464,Leine::N,band,бау
465,Decke::N,teppi,одеяд
466,Kissen::N,koddi,мендәр
467,Tuch::N,klútur,яулыҡ
468,Handtuch::N,þurrka,таҫтамал
469,Handtuch::N,handklæði,таҫтамал
470,Kraft::N,afl,көс
471,Kraft::N,kraftur,көс
472,Stärke::N,styrkur,көс
473,Gesundheit::N,heilsa,һаулыҡ
474,Gesundheit::N,heilbrigði,һаулыҡ
475,Krankheit::N,sjúkdómur,сир
476,Krankheit::N,sjúkdómur,ауырыу
477,Schmerz::N,sársauki,һыҙлау
478,Schmerz::N,sársauki,әрнеү
479,Wunde::N,sár,йәрәхәт
480,Fieber::N,hitasótt,тапма
481,Fieber::N,hitasótt,биҙгәк
482,Arznei::N,lyf,дарыу
483,Brücke::N,brú,күпер
484,Brunnen::N,brunnur,ҡоҙоҡ
485,Weide::N,hagi,көтөүлек
486,Pfad::N,stígur,һуҡмаҡ
487,Weg::N,vegur,юл
488,Straße::N,gata,урам
489,Straße::N,stræti,урам
490,Dorf::N,þorp,ауыл
491,Stadt::N,borg,ҡала
492,Brief::N,bréf,хат
493,Buch::N,bók,китап
494,Buch::N,bók,кенәгә
495,Buchstabe::N,bókstafur,хәреф
496,Zeitung::N,dagblað,гәзит
497,Leben::N,líf,йәшәү
498,Tod::N,dauði,үлем
499,Grab::N,gröf,ҡәбер
500,Kirche::N,kirkja,сиркәү
501,Sünde::N,synd,гөнаһ
502,Gott::N,guð,алла
503,Gott::N,guð,хоҙай
504,Arbeiter::N,verkamaður,эшсе
505,Chef::N,yfirmaður,башлыҡ
506,Meister::N,meistari,оҫта
507,Arzt::N,læknir,врач
508,Lehrer::N,kennari,уҡытыусы
509,Geld::N,peningar,аҡса
510,Geschäft::N,viðskipti,эш
511,Laden::N,búð,магазин
512,Laden::N,verslun,магазин
513,Preis::N,verð,хаҡ
514,Ware::N,vara,тауар
515,Nutzen::N,gagn,файҙа
516,Reichtum::N,auður,байлыҡ
517,Welt::N,veröld,донъя
518,Land::N,land,ил
519,Staat::N,ríki,дәүләт
520,König::N,konungur,король
521,Macht::N,vald,власть
522,Grenze::N,landamæri,сик
523,Krieg::N,stríð,һуғыш
524,Feind::N,fjandmaður,йылан
525,Gewalt::N,ofbeldi,көслөк
526,Kampf::N,bardagi,көрәш
527,Bogen[Waffe]::N,bogi,йәйә
528,Pfeil::N,ör,уҡ
529,Gewehr::N,byssa,мылтыҡ
530,Fehler::N,villa,хата
531,Lüge::N,lygi,ялған
532,Schaden::N,skemmd,зыян
533,Schaden::N,skemmd,зарар
534,Unglück::N,óhamingja,ҡаза
535,Schuld::N,sök,ғәйеп
536,Alter::N,aldur,йәш
537,Schluss::N,lok,һуң
538,Schluss::N,lok,аҙаҡ
539,Schluss::N,endir,һуң
540,Schluss::N,endir,аҙаҡ
541,Zeit::N,tími,мәл
542,Zeit::N,tími,заман
543,Tag::N,dagur,көн
544,Morgen::N,morgunn,иртә
545,Morgen::N,morgunn,иртәнсәк
546,Mittag::N,hádegi,төш
547,Abend::N,kvöld,кис
548,Nacht::N,nótt,төн
549,Woche::N,vika,аҙна
550,Monat::N,mánuður,ай
551,Jahr::N,ár,йыл
552,Frühling::N,vor,яҙ
553,Sommer::N,sumar,йәй
554,Herbst::N,haust,көз
555,Winter::N,vetur,ҡыш
556,Januar::N,janúar,ғинуар
557,Februar::N,február,февраль
558,März::N,mars,март
559,April::N,apríl,апрель
560,Mai::N,maí,май
561,Juni::N,júní,июнь
562,Juli::N,júlí,июль
563,August::N,ágúst,август
564,September::N,september,сентябрь
565,Oktober::N,október,октябрь
566,November::N,nóvember,ноябрь
567,Dezember::N,desember,декабрь
568,Montag::N,mánudagur,дүшәмбе
569,Dienstag::N,þriðjudagur,шишәмбе
570,Mittwoch::N,miðvikudagur,шаршамбы
571,Donnerstag::N,fimmtudagur,кесаҙна
572,Freitag::N,föstudagur,йома
573,Samstag::N,laugardagur,шәмбе
574,Sonntag::N,sunnudagur,йәкшәмбе
575,groß::A,stór,ҙур
576,klein::A,lítill,бәләкәс
577,lang::A,langur,оҙон
578,kurz::A,stuttur,ҡыҫҡа
579,breit::A,breiður,киң
580,schmal::A,mjór,тар
581,dicht::A,þéttur,йыш
582,dicht::A,þéttur,ҡуйы
583,dick[Gegenstand]::A,þykkur,ҡалын
584,dünn::A,þunnur,йоҡа
585,dünn::A,þunnur,нәҙек
586,fein::A,fíngerður,нескә
587,fest::A,fastur,ныҡ
588,flach::A,flatur,яҫы
589,flach::A,flatur,ялпаҡ
590,glatt::A,háll,шыма
591,glatt::A,sléttur,шыма
592,hart::A,harður,ҡаты
593,weich::A,mjúkur,йомшаҡ
594,rund::A,kringlóttur,түңәрәк
595,spitz::A,oddhvass,осло түбәле
596,scharf::A,beittur,үткер
597,stumpf::A,bitlaus,утмәҫ
598,schwer::A,þungur,ауыр
599,schön::A,fagur,матур
600,schön::A,fallegur,матур
601,heiß::A,heitur,эҫе
602,warm::A,hlýr,йылы
603,warm::A,heitur,йылы
604,kalt::A,kaldur,һыуыҡ
605,kühl::A,svalur,һалҡынса
606,frisch::A,frískur,һалҡынса
607,feucht::A,rakur,еүеш
608,feucht::A,rakur,дымлы
609,feucht::A,þvalur,еүеш
610,feucht::A,þvalur,дымлы
611,nass::A,votur,еүеш
612,nass::A,blautur,еүеш
613,trocken::A,þurr,кипкән
614,voll::A,fullur,тулы
615,leer::A,tómur,буш
616,offen::A,opinn,асыҡ
617,geschlossen::A,lokaður,ябыҡ
618,sauber::A,þrifinn,таҙа
619,schmutzig::A,óhreinn,бысраҡ
620,schmutzig::A,sóðalegur,бысраҡ
621,roh::A,hrár,сей
622,reif::A,þroskaður,өлгөрғән
623,lecker::A,ljúffengur,тәмле
624,süß::A,sætur,тямле
625,süß::A,sætur,тәм-том
626,bitter::A,beiskur,әсе
627,sauer::A,súr,әсе
628,hell::A,bjartur,яҡты
629,dunkel::A,dimmur,ҡараңғы
630,schwarz::A,svartur,ҡара
631,weiß::A,hvítur,аҡ
632,rot::A,rauður,матур
633,rot::A,rauður,һылыу
634,rot::A,rauður,сибәр
635,gelb::A,gulur,һары
636,blau::A,blár,күк
637,grün::A,grænn,йәшел
638,grau::A,grár,буҙ
639,bunt::A,marglitur,сыбар
640,bunt::A,marglitur,ала-ҡола
641,billig::A,ódýr,арзан
642,teuer::A,dýr,ҡыйбатлы
643,wertvoll::A,verðmætur,ҡиммәтле
644,blind::A,blindur,һуҡыр
645,taub::A,heyrnarlaus,һаңғырау
646,kräftig::A,öflugur,көслө
647,kräftig::A,öflugur,ҡеүәтле
648,stark::A,sterkur,көслө
649,stark::A,sterkur,ҡеүәтле
650,schwach::A,veill,көсһөҙ
651,fett::A,feitur,һимеҙ
652,schlank::A,grannur,зифа
653,schlank::A,spengilegur,зифа
654,hübsch::A,snotur,матур
655,hübsch::A,laglegur,матур
656,böse::A,illur,асыулы
657,böse::A,vondur,асыулы
658,dumm::A,heimskur,иҫәр
659,faul::A,latur,иренсәк
660,fleißig::A,iðinn,тырыш
661,geizig::A,nískur,һаран
662,klug::A,hygginn,аҡыллы
663,geschickt::A,fimur,оҫта
664,geschickt::A,laginn,оҫта
665,lieb::A,kær,яғымлы
666,lieb::A,ljúfur,яғымлы
667,lustig::A,kátur,күңелле
668,sanft::A,blíður,йыуаш
669,hungrig::A,soltinn,ас
670,hungrig::A,hungraður,ас
671,krank::A,sjúkur,сирле
672,krank::A,sjúkur,ауырыу
673,nackt::A,nakinn,яланғас
674,traurig::A,dapur,яманһыу
675,traurig::A,hryggur,яманһыу
676,lebendig::A,lifandi,тере
677,lebendig::A,lifandi,йәнле
678,gut::A,góður,яҡшы
679,schlecht::A,slæmur,хөрт
680,schlecht::A,slæmur,алама
681,schlecht::A,lélegur,хөрт
682,schlecht::A,lélegur,алама
683,richtig::A,réttur,дөрөҫ
684,schlimm::A,slæmur,хөрт
685,schlimm::A,slæmur,алама
686,wahr::A,sannur,дөрөҫ
687,alt::A,gamall,иҫке
688,alt::A,gamall,боронғо
689,neu::A,nýr,яңы
690,ehemalig::A,fyrrverandi,элекке
691,alt[Lebewesen]::A,gamall,ҡарт
692,jung::A,ungur,йәш
693,arm::A,vesall,фәҡир
694,arm::A,fátækur,фәҡир
695,reich::A,ríkur,бай
696,reich::A,auðugur,бай
697,bekannt::A,kunnugur,таныш
698,berühmt::A,frægur,атаҡлы
699,berühmt::A,frægur,данлыҡлы
700,fremd::A,framandi,ят
701,fremd::A,framandi,сит
702,fremd::A,ókunnugur,ят
703,fremd::A,ókunnugur,сит
704,verschieden::A,ýmis,төрлө
705,nah::A,nálægur,яҡын
706,fern::A,fjarri,алыҫ
707,fern::A,fjarri,йыраҡ
708,fern::A,fjarlægur,алыҫ
709,fern::A,fjarlægur,йыраҡ
710,linker::A,vinstri,һул
711,rechter::A,hægri,уң
712,anderer::A,annar,бутән
713,erster::A,fyrsti,тәүге
714,zweiter::A,annar,икенсе
715,dritter::A,þriðji,өсөнсө
716,letzter::A,síðasti,һуңғы
717,allein::ADV,einn,бер үҙе
718,allein::ADV,einn,яңғыҙ
719,allein::ADV,aleinn,бер үҙе
720,allein::ADV,aleinn,яңғыҙ
721,auf einmal::ADV,allt í einu,бер юлы
722,zusammen::ADV,saman,бергә
723,lange::ADV,lengi,оҙаҡ
724,plötzlich::ADV,skyndilega,ҡапыл
725,sofort::ADV,strax,шунда уҡ
726,sofort::ADV,þegar í stað,шунда уҡ
727,später::ADV,seinna,һуңыраҡ
728,jetzt::ADV,nú,хәҙер
729,jetzt::ADV,núna,хәҙер
730,heute::ADV,í dag,бөгөн
731,morgen::ADV,á morgun,иртәгә
732,bald::ADV,brátt,тиҙҙән
733,bald::ADV,bráðum,тиҙҙән
734,dann::ADV,svo,һуңынан
735,dann::ADV,síðan,һуңынан
736,gestern::ADV,í gær,кисә
737,einst::ADV,forðum,ҡасандыр
738,einst::ADV,forðum,бер баҡыт
739,damals::ADV,þá,ул саҡта
740,damals::ADV,á þeim tímum,ул саҡта
741,danach::ADV,á eftir því,һуңынан
742,vorher::ADV,áður,элек
743,zuerst::ADV,fyrst,башта
744,einmal::ADV,einu sinni,бер
745,manchmal::ADV,stundum,ҡайһы берҙә
746,oft::ADV,oft,йыш
747,immer::ADV,alltaf,һәр ҡасан
748,immer::ADV,sífellt,һәр ҡасан
749,niemals::ADV,aldrei,бер ҡасан да
750,niemals::ADV,aldrei,бер ваҡытта ла
751,hier::ADV,hér,бында
752,hierhin::ADV,hingað,бында
753,von hier::ADV,héðan,бынан
754,von hier::ADV,héðan,ошонан
755,dort::ADV,þar,шунда
756,dort::ADV,þar,тегендә
757,dort::ADV,þarna,шунда
758,dort::ADV,þarna,тегендә
759,dorthin::ADV,þangað,шунда
760,dorthin::ADV,þangað,тегеләй
761,geradeaus::ADV,beint áfram,тура
762,vorwärts::ADV,áfram,алға
763,rückwärts::ADV,aftur á bak,кирегә
764,zurück::ADV,aftur,кирегә
765,zurück::ADV,til baka,кирегә
