,Concept_ID,te,tt
123,Rinde::N,చెట్టుపట్ట,кабык
124,Ast::N,కొమ్మ,ботак
125,Zweig::N,చివుకు,ботак
126,Zweig::N,చివుకు,тармак
127,Blatt::N,ఆకు,яфрак
128,Birke::N,తరహా చెట్టు,каен
129,Kiefer[Baum]::N,దేవదారు చెట్టు,нарат
130,Weide[Baum]::N,జాతిచెట్టు,тал
131,Tanne::N,దేవదారుచెట్టు,чыршы
132,Horn::N,కొమ్ము,мөгез
133,Feder::N,ఈక,йон
134,Fell::N,తోలు,тире
135,Flügel::N,ఱెక్క,канат
136,Klaue::N,వంకరగోరు,тырнак
137,Kralle::N,వంకరగోరు,тырнак
138,Schwanz::N,తోక,койрык
139,Ei::N,గ్రుడ్డు,күкәй
140,Ei::N,గ్రుడ్డు,йомырка
141,Nest::N,పక్షిగూడు,оя
142,Bau::N,గుహ,өн
143,Tier::N,జంతువు,хайван
144,Herde::N,మంద,көтү
145,Kuh::N,ఆవు,сыер
146,Bulle::N,గిత్త,үгез
147,Pferd::N,గుఱ్ఱము,ат
148,Schaf::N,గొఱ్ఱె,сарык
149,Schwein::N,పంది,дуңгыз
150,Hund::N,కుక్క,эт
151,Katze::N,పిల్లి,песи
152,Bär::N,ఎలుగుబంటి,аю
153,Eichhörnchen::N,ఉడుత,тиен
154,Elch::N,కణంజు,поши
155,Fuchs::N,గుంటనక్క,төлке
156,Hase::N,కుందేలు,куян
157,Maus::N,చిట్టెలుక,тычкан
158,Wolf::N,తోడేలు,бүре
159,Vogel::N,పక్షి,кош
160,Schwarm::N,గుంపు,көтү
161,Huhn::N,కోడిపిల్ల,тавык
162,Hahn::N,కోడివుంజు,әтәч
163,Gans::N,ఆడుబాతు,каз
164,Adler::N,గ్రద్ద,каракош
165,Ente::N,పాట్టిబాతు,үрдәк
166,Eule::N,గ్రుడ్లగూబ,ябалак
167,Kranich::N,కొంగ,торна
168,Krähe::N,కాకి,карга
169,Kuckuck::N,కోయల,күке
170,Kuckuck::N,కోయల,кәккүк
171,Schwan::N,హంస,аккош
172,Fisch::N,చేప,балык
173,Barsch::N,ఒకచేఁప,алабуга
174,Hecht::N,గండుమీను,чуртан
175,Schlange[Tier]::N,పాము,елан
176,Wurm::N,పురుగు,корт
177,Spinne::N,సాలె పురుగు,үрмәкүч
178,Ameise::N,చీమ,кырмыска
179,Laus::N,పేను,бет
180,Mücke::N,చీకటీగ,черки
181,Mücke::N,చీకటీగ,озынборын
182,Fliege::N,ఈగ,чебен
183,Schmetterling::N,సీతాకోకచిలుక,күбәләк
184,Beere::N,కాయ,җиләк
185,Apfel::N,ఆపిల్ పండు,алма
186,Pilz::N,కుక్కగొడుగు,гөмбә
187,Zwiebel::N,నీరుల్లి,суган
188,Zwiebel::N,నీరుల్లి,суганбаш
189,Saat::N,విత్తనము,орлык
190,Korn::N,గింజ,иген
191,Korn::N,గింజ,орлык
192,Heu::N,ఎండుగడ్డి,печән
193,Schale::N,పొట్టు,кабык
194,Grube::N,గొయ్యి,баз
195,Grube::N,గొయ్యి,чокыр
196,Falle::N,బోను,тозак
197,Falle::N,బోను,капкын
198,Schlinge::N,ఉరి,элмәк
199,Spur::N,జాడ,эз
200,Asche::N,బూడిద,көл
201,Dreck::N,ముఱికి,пычрак
202,Eisen::N,ఇనుము,тимер
203,Gold::N,బంగారము,алтын
204,Silber::N,వెండి,көмеш
205,Kohle::N,నేలబొగ్గు,күмер
206,Glas::N,గాజు,пыяла
207,Lehm::N,బంకమన్ను,балчык
208,Sand::N,ఇసుక,ком
209,Mensch::N,నరుడు,адәм
210,Mensch::N,నరుడు,инсан
211,Mann::N,పురుమడు,ир
212,Frau::N,ఆడుది,хатын
213,Kind::N,బిడ్డ,бала
214,Junge::N,బాలుడు,малай
215,Mädchen::N,బాలిక,кыз
216,Familie::N,కుటుంబము,гаилә
217,Großvater::N,తాత,бабай
218,Großmutter::N,అయ్యమ్మ,әби
219,Eltern::N,తల్లితండ్రులు,ата-ана
220,Vater::N,తండ్రి,ата
221,Mutter::N,తల్లి,ана
222,Sohn::N,కొడుకు,ул
223,Tochter::N,కూతురు,кыз
224,Bruder::N,పోదరుడు,кардәш
225,Schwester::N,సోదరి,апа
226,Schwester::N,సోదరి,сеңел
227,Onkel::N,మేనమామ,дәдә
228,Onkel::N,మేనమామ,дәдәй
229,Tante::N,మేనత్త,түти
230,Tante::N,మేనత్త,тәтәй
231,Tante::N,పినతల్లి,түти
232,Tante::N,పినతల్లి,тәтәй
233,Ehemann::N,భర్త,ир
234,Ehefrau::N,భార్య,хатын
235,Freude::N,సంతోషము,сөенеч
236,Gelächter::N,నవ్వు,көлү
237,Gelächter::N,నవ్వు,көлеш
238,Glück::N,సంతోషము,бәхет
239,Kummer::N,దుఃఖము,хәсрәт
240,Wunsch::N,కోరిక,теләк
241,Lust::N,కోరిక,теләк
242,Lust::N,కోరిక,теләү
243,Geist::N,ఆత్మ,рух
244,Gedanke::N,ఆలోచన,уй
245,Gedanke::N,ఆలోచన,фикер
246,Gedächtnis::N,జ్ఞాపకము,хәтер
247,Verstand::N,మనస్సు,акыл
248,Sinn::N,అర్థము,мәгънә
249,Grund::N,కారణము,сәбәп
250,Wahrheit::N,సత్యము,хак
251,Gespräch::N,పంభాషణ,әңгәмә
252,Märchen::N,అద్భుతకథ,әкият
253,Erzählung::N,కథ,хикәя
254,Nachricht::N,వార్త,хәбәр
255,Neuigkeit::N,వార్త,яңалык
256,Name::N,పేరు,исем
257,Rätsel::N,చిక్కు,табышмак
258,Rede::N,ఉపన్యాసము,нотык
259,Sprache::N,భాష,тел
260,Stimme::N,కంరథ్సని,тавыш
261,Wort::N,మాట,сүз
262,Zeichen::N,గుర్తు,ишарә
263,Ruf::N,పిలువు,дәшү
264,Lärm::N,సందడి,шау
265,Laut::N,ధ్వని,аваз
266,Ton::N,స్వరము,шалтырату
267,Lied::N,పాట,җыр
268,Ruhe::N,గాలిలేమి,тынлык
269,Leute::N,జనులు,халык
270,Volk::N,జాతి,халык
271,Arbeit::N,పని,эш
272,Arbeit::N,పని,хезмәт
273,Gast::N,అతిధి,кунак
274,Geschenk::N,దానము,бүләк
275,Spiel::N,ఆట,уен
276,Gesellschaft::N,జట్టు,җәмгыять
277,Hilfe::N,సాహాయ్యము,ярдәм
278,Hilfe::N,సాహాయ్యము,булышлык
279,Freund::N,స్నేహితుడు,дус
280,Kamerad::N,చెలికాడు,иптәш
281,Angelegenheit::N,విషయము,эш
282,Anzahl::N,లెక్క,микъдар
283,Art::N,జాతి,төр
284,Stück::N,తునుక,кисәк
285,Teil::N,భాగము,өлеш
286,Hälfte::N,సగము,ярым
287,Kreis::N,వృత్తము,түгәрәк
288,Kreuz::N,సిలువ,хач
289,Kreuz::N,సిలువ,тәре
290,Linie::N,గీత,сызык
291,Strich::N,గీత,сызык
292,Abstand::N,సందు,ара
293,Entfernung::N,దూరము,ераклык
294,Gegend::N,విస్తీర్ణము,урын
295,Platz::N,ఎడము,бушлык
296,Ort::N,స్థలము,урын
297,Seite::N,ప్రక్క,як
298,Mitte::N,నడిమి,урта
299,Gegenstand::N,పద్దు,нәрсә
300,Sache::N,వస్తువు,нәрсә
301,Rand::N,అంచు,чит
302,Kante::N,అంచు,кырый
303,Ecke::N,మూల,почмак
304,Spitze::N,మొన,оч
305,Ende::N,కొన,азак
306,Loch::N,రంధ్రము,тишек
307,Winkel::N,కోణము,почмак
308,Muster::N,మాదిరి,парча
309,Größe::N,పరిమాణము,зурлык
310,Länge::N,పొడుగు,озынлык
311,Höhe::N,పొడుగు,биеклек
312,Gewicht::N,భారము,авырлык
313,Menge::N,మొత్తము,микъдар
314,Haufen::N,రాశి,өем
315,Reihe::N,వరుస,рәт
316,Boot::N,పడవ,каек
317,Boot::N,పడవ,көймә
318,Ruder::N,అడక,ишкәк
319,Schlitten::N,సరవండ్లు,чана
320,Ski::N,స్కీ,чаңгы
321,Lagerfeuer::N,నెగడు,костёр
322,Last::N,బరువు,йөк
323,Gang::N,నడక,йөреш
324,Schritt::N,అడుగు,адым
325,Norden::N,ఉత్తరదిక్కు,төньяк
326,Süden::N,దక్షిణము,көньяк
327,Westen::N,పడమర,көнбатыш
328,Osten::N,తూర్పు,шәрык
329,Osten::N,తూర్పు,көнчыгыш
330,Holz::N,కొయ్య,агач
331,Brett::N,పలక,такта
332,Platte::N,పలక,плитә
333,Stütze::N,వాల్సేడ్లు,таяу
334,Stange::N,స్తంభము,колга
335,Stock::N,కఱ్ఱ,таяк
336,Stab::N,కఱ్ఱ,таяк
337,Rohr::N,గొట్టము,торба
338,Haus::N,ఇల్లు,өй
339,Haus::N,ఇల్లు,йорт
340,Heim::N,స్వగృహము,гаилә
341,Heim::N,స్వగృహము,нәсел
342,Ofen::N,పొయ్యి,мич
343,Fußboden::N,నేల,идән
344,Tisch::N,మేజా,өстәл
345,Stuhl::N,కుర్చీ,утыргыч
346,Wiege::N,ఉయ్యాల,бишек
347,Bett::N,పడక,ятак
348,Bett::N,పడక,урын-җир
349,Bett::N,మంచం,ятак
350,Bett::N,మంచం,урын-җир
351,Regal::N,అటక,киштә
352,Regal::N,అటక,шүрлек
353,Kiste::N,వెట్టె,әрҗә
354,Fenster::N,కిటికి,тәрәзә
355,Tür::N,ద్వారము,ишек
356,Tor::N,ద్వారము,капка
357,Zaun::N,కంచె,койма
358,Dach::N,ఇంటివైకప్పు,түбә
359,Leiter::N,నిచ్చెన,баскыч
360,Besen::N,చీపురుకట్ట,себерке
361,Spaten::N,పాఱ,көрәк
362,Schaufel::N,పాఱ,көрәк
363,Gabel::N,ముండ్లగరిటె,чәннечке
364,Löffel::N,గరిటె,кашык
365,Messer::N,కత్తి,пычак
366,Nagel::N,మేకు,кадак
367,Netz::N,వల,челтәр
368,Haken::N,కొక్కెము,ыргак
369,Griff::N,పిడి,тотка
370,Schloss::N,తాళము,йозак
371,Bild::N,చిత్రము,рәсем
372,Bild::N,చిత్రము,картина
373,Figur::N,రూపము,сын
374,Figur::N,రూపము,фигура
375,Puppe::N,బొమ్మ,курчак
376,Beutel::N,సంచి,луза
377,Bündel::N,మూట,бәйләм
378,Tasche::N,సంచి,букча
379,Eimer::N,చేద,чиләк
380,Deckel::N,మూత,капкач
381,Geschirr::N,వంటకాలు,савыт-саба
382,Geschirr::N,వంటకాలు,кашык-аяк
383,Sack::N,గోనెసంచి,капчык
384,Tasse::N,గిన్నె,чынаяк
385,Topf::N,కుండ,чүлмәк
386,Kessel::N,నీరుకాచుపాత్ర,казан
387,Essen::N,ఆహారము,ашау
388,Nahrung::N,ఆహారము,азык
389,Nahrung::N,ఆహారము,тәгам
390,Nahrung::N,ఆహారము,ашамлык
391,Speise::N,ఆహారము,ризык
392,Fleisch::N,మాంసము,ит
393,Getreide::N,ధాన్యము,ашлык
394,Brei::N,గుజ్జు,ботка
395,Brot::N,రొట్టె,ипи
396,Brot::N,రొట్టె,икмәк
397,Scheibe::N,బద్ద,телем
398,Fett::N,క్రొవ్వు,май
399,Butter::N,వెన్న,май
400,Öl::N,నూనె,май
401,Salz::N,ఉప్పు,тоз
402,Suppe::N,చారు,шулпа
403,Honig::N,తెనె,бал
404,Milch::N,పాలు,сөт
405,Tee::N,తేనీరు,чәй
406,Leder::N,బాగుచేసివతోలు,күн
407,Wolle::N,ఉన్ని,йон
408,Stoff::N,బట్ట,тукыма
409,Nadel::N,సూది,энә
410,Faden::N,దారము,җеп
411,Knopf::N,బొత్తాము,төймә
412,Knoten::N,ముడి,төен
413,Farbe::N,రంగు,буяу
414,Kleidung::N,బట్టలు,кием
415,Hemd::N,చొక్కాయ,күлмәк
416,Kragen::N,మాల,яка
417,Ärmel::N,చొక్కాయచెయ్యి,җиң
418,Hose::N,ఇజారు,чалбар
419,Gürtel::N,పటకా,билбау
420,Mütze::N,టోపి,бүрек
421,Schuh::N,పాదరక్ష,башмак
422,Stiefel::N,బూటు,итек
423,Ring::N,ఉంగరము,балдак
424,Band::N,నాడా,тасма
425,Kamm::N,దువ్వెన,тарак
426,Spiegel::N,అద్దము,көзге
427,Riemen::N,వాడా,каеш
428,Schnur::N,దారము,бау
429,Leine::N,వారు,тезген
430,Decke::N,కంబళి,юрган
431,Kissen::N,తలగడ,мендәр
432,Tuch::N,బట్ట,яулык
433,Handtuch::N,తువాలు,сөлгә
434,Kraft::N,బలము,егәр
435,Kraft::N,బలము,дәрман
436,Stärke::N,శక్తి,көч
437,Stärke::N,శక్తి,дәрман
438,Gesundheit::N,ఆరోగ్యము,саулык
439,Krankheit::N,రోగము,чир
440,Krankheit::N,రోగము,хаста
441,Krankheit::N,రోగము,сырхау
442,Schmerz::N,నొప్పి,авырту
443,Wunde::N,గాయము,яра
444,Wunde::N,గాయము,җәрәхәт
445,Fieber::N,జ్వరము,бизгәк
446,Arznei::N,మందు,дару
447,Brücke::N,వంతెన,күпер
448,Brunnen::N,బావి,кое
449,Brunnen::N,కూపము,кое
450,Brunnen::N,నుయ్యి,кое
451,Weide::N,పచ్చికబయలు,утлавык
452,Pfad::N,కాలిత్రోవ,сукмак
453,Weg::N,మార్గము,юл
454,Straße::N,బాట,урам
455,Dorf::N,గ్రామము,авыл
456,Stadt::N,పట్టణము,шәһәр
457,Brief::N,జాబు,хат
458,Buch::N,పుస్తకము,китап
459,Buchstabe::N,అక్షరము,хәреф
460,Zeitung::N,వార్తాపత్రిక,газет
461,Zeitung::N,వార్తాపత్రిక,газета
462,Leben::N,ప్రాణము,гомер
463,Leben::N,ప్రాణము,тормыш
464,Leben::N,ప్రాణము,тереклек
465,Tod::N,మరణము,үлем
466,Grab::N,సమాధి,гүр
467,Grab::N,సమాధి,кабер
468,Kirche::N,క్రెస్తవులగుడి,чиркәү
469,Sünde::N,పాపము,язык
470,Sünde::N,పాపము,гөнаһ
471,Gott::N,దేవుడు,алла
472,Gott::N,దేవుడు,ходай
473,Arbeiter::N,పనిపాటుచేశేవాడు,эшче
474,Chef::N,యజమానుడు,башлык
475,Meister::N,కళాకారుడు,оста
476,Arzt::N,వైద్యుడు,врач
477,Arzt::N,వైద్యుడు,табиб
478,Lehrer::N,ఉపాధ్యాయుడు,укытучы
479,Lehrer::N,ఉపాధ్యాయుడు,мөгаллим
480,Geld::N,ద్రవ్యము,акча
481,Geschäft::N,వ్యాపారము,эш
482,Laden::N,అంగడి,кибет
483,Laden::N,అంగడి,магазин
484,Preis::N,వెల,бәя
485,Preis::N,వెల,бәһа
486,Ware::N,సరకులు,товар
487,Nutzen::N,ప్రయోజనము,файда
488,Reichtum::N,ధనము,байлык
489,Welt::N,ప్రపంచము,дөнья
490,Land::N,దేశము,ил
491,Staat::N,రాజ్యము,дәүләт
492,König::N,రాజు,патша
493,Macht::N,అధికారము,хакимият
494,Grenze::N,సరిహద్దు,чик
495,Krieg::N,యుద్ధము,сугыш
496,Feind::N,శత్రువు,дошман
497,Gewalt::N,దౌర్జన్యము,көчләү
498,Kampf::N,పోట్లాట,көрәш
499,Bogen[Waffe]::N,విల్లు,җәя
500,Pfeil::N,బాణము,ук
501,Gewehr::N,తుపాకి,мылтык
502,Fehler::N,తప్ప,хата
503,Lüge::N,అసత్యము,ялган
504,Schaden::N,నష్టము,зыян
505,Schaden::N,నష్టము,зарар
506,Unglück::N,దురదృష్టము,бәла
507,Schuld::N,తప్పు,гаеп
508,Alter::N,వయస్సు,яшь
509,Schluss::N,ముగింపు,ахыр
510,Zeit::N,కాలము,заман
511,Tag::N,దినము,көн
512,Morgen::N,ఉదయము,иртә
513,Mittag::N,మధ్యాహ్నము,өйлә
514,Abend::N,సాయంకాలము,кич
515,Nacht::N,రత్రి,төн
516,Woche::N,వారము,атна
517,Monat::N,నెల,ай
518,Jahr::N,సంవత్సరము,ел
519,Frühling::N,వసంతకాలము,яз
520,Sommer::N,వేసవికాము,җәй
521,Herbst::N,ఆకురాలుకాలము,көз
522,Winter::N,శీతకాలము,кыш
523,Januar::N,జనవరి,гыйнвар
524,Februar::N,ఫిబ్రవరి,февраль
525,März::N,మార్చి,март
526,April::N,ఏప్రిలు,апрель
527,Mai::N,మే,май
528,Juni::N,జూన్,июнь
529,Juli::N,జూలై,июль
530,August::N,ఆగస్టు,август
531,September::N,సెప్ఠెంబరు,сентябрь
532,Oktober::N,అక్టోబరు,октябрь
533,November::N,నవంబరు,ноябрь
534,Dezember::N,డిసెంబర్,декабрь
535,Montag::N,సోమవారము,дүшәмбе
536,Dienstag::N,మంగళవారము,сишәмбе
537,Mittwoch::N,బుధవారము,чәршәмбе
538,Donnerstag::N,గురువారము,атнакич
539,Donnerstag::N,గురువారము,пәнҗешәмбе
540,Freitag::N,శుక్రవారము,җомга
541,Samstag::N,శనివారము,шимбә
542,Sonntag::N,ఆదివారము,якшәмбе
543,groß::A,గొప్పైన,зур
544,klein::A,చిన్న,кечкенә
545,lang::A,పొడుగాటి,озын
546,kurz::A,పొట్టి,кыска
547,breit::A,వెడల్పైన,киң
548,schmal::A,ఇఱుకైన,кысык
549,dicht::A,దట్టమైన,куе
550,dick[Gegenstand]::A,దట్టమైన,калын
551,dünn::A,పలుచని,нечкә
552,fein::A,నాజాకైన,нәзакәтле
553,fest::A,దృడమైవ,нык
554,flach::A,చదువైన,яссы
555,flach::A,చదువైన,ялпак
556,glatt::A,నున్నని,шома
557,hart::A,కఠినమైన,каты
558,weich::A,మృదువైన,йомшак
559,rund::A,గుండ్రని,түгәрәк
560,spitz::A,మొనగల,очлы
561,scharf::A,పదనైన,үткен
562,stumpf::A,వాడిలేని,үтмәс
563,schwer::A,బరువ్తెన,салмак
564,schön::A,సుందరమైన,гүзәл
565,heiß::A,వేడియైన,эссе
566,warm::A,వెచ్చని,җылы
567,kalt::A,చల్లని,суык
568,kalt::A,చల్లని,салкын
569,kühl::A,చల్లని,салкынча
570,frisch::A,తాజాయైన,салкынча
571,feucht::A,చెమ్మగానున్న,юеш
572,nass::A,తడిగామన్న,дымлы
573,trocken::A,ఎండిన,коры
574,voll::A,నిండు,тулы
575,leer::A,శూన్యమైన,буш
576,offen::A,తెఱచియున్న,ачык
577,geschlossen::A,మూసిన,йомык
578,sauber::A,పరిశుద్ధమైన,пакь
579,sauber::A,పరిశుద్ధమైన,чиста
580,schmutzig::A,ముఱికియైన,керле
581,schmutzig::A,ముఱికియైన,пычрак
582,roh::A,పచ్చి,чи
583,reif::A,పండివ,өлгергән
584,lecker::A,రుచి గల,тәмле
585,süß::A,తియ్యని,татлы
586,bitter::A,చేదైన,ачы
587,sauer::A,పుల్లని,әче
588,hell::A,కాంతిగల,якты
589,dunkel::A,చీకటియైన,кара
590,schwarz::A,నల్లని,кара
591,weiß::A,తెలుపు,ак
592,rot::A,ఎఱ్ఱని,кызыл
593,gelb::A,పసుపు పచ్చ,сары
594,blau::A,నీలవర్ణము,күк
595,grün::A,ఆకుపచ్చని,яшел
596,grau::A,నెరిసిన,соры
597,bunt::A,రంగేలీ,чуар
598,billig::A,చౌకయైన,арзан
599,teuer::A,వెలపొడుగైన,хаклы
600,wertvoll::A,విలుప్తెన,кыйммәтле
601,blind::A,గ్రుడ్డి,сукыр
602,blind::A,గ్రుడ్డి,күзсез
603,taub::A,చెవిటి,чукрак
604,taub::A,చెవిటి,саңгырау
605,kräftig::A,శక్తి గల,егәрле
606,stark::A,బలమైన,нык
607,stark::A,బలమైన,базык
608,schwach::A,బలహీనమైన,зәгыйфь
609,fett::A,క్రొవ్విన,симез
610,schlank::A,సన్నని,нәзек
611,hübsch::A,సాగప్తెన,чибәр
612,böse::A,చెడ్డ,усал
613,dumm::A,తెలివిలేని,акылсыз
614,faul::A,సోమరియైన,ялкау
615,faul::A,సోమరియైన,иренчәк
616,fleißig::A,శ్రద్దగల,тырыш
617,fleißig::A,శ్రద్దగల,тырышучан
618,geizig::A,పిసినారియైన,саран
619,klug::A,తెలివిగల,акыллы
620,geschickt::A,నిపుణతగల,маһир
621,lieb::A,ప్రియమైన,сөекле
622,lustig::A,ఉల్లాసము గల,күңелле
623,sanft::A,సాధువైన,басынкы
624,hungrig::A,ఆకలిగొనిన,ач
625,krank::A,వ్యాధిగల,чирле
626,krank::A,వ్యాధిగల,сырхау
627,nackt::A,దిగంబరమైన,шәрә
628,traurig::A,విచారముగల,ямансу
629,lebendig::A,ప్రాణముతో నున్న,тере
630,gut::A,మంచి,яхшы
631,schlecht::A,చెడ్డ,начар
632,richtig::A,సరియైన,дөрес
633,schlimm::A,అసహ్యమైన,әшәкә
634,wahr::A,నిజమైన,чып-чын
635,alt::A,ముసలి,иске
636,neu::A,క్రొత్త,яңа
637,ehemalig::A,పూర్వపు,элекке
638,alt[Lebewesen]::A,ముసలి,карт
639,jung::A,పసి,яшь
640,arm::A,బీద,фәкыйрь
641,reich::A,ధనవంతుడైన,бай
642,bekannt::A,తెలిసిన,таныш
643,berühmt::A,ప్రపిద్దికెక్కివ,атаклы
644,fremd::A,అన్యమైన,ят
645,verschieden::A,భేదమైన,төрле
646,nah::A,దగ్గఱనున్న,якын
647,fern::A,దూరమందున్న,ерак
648,linker::A,ఎడమప్రక్కగ,сул
649,rechter::A,కుడి,уң
650,anderer::A,వేఱ్తెన,бүтән
651,erster::A,మొదటి,беренче
652,zweiter::A,రెండన,икенче
653,dritter::A,మూడో,өченче
654,letzter::A,కడపటి,ахыргы
655,allein::ADV,ఒంటిగా,ялгыз
656,auf einmal::ADV,హరాత్తుగ,бердән
657,zusammen::ADV,కలిసి,бергә
658,lange::ADV,బహుకాలము,озак
659,plötzlich::ADV,హరాత్తుగ,искәрмәстән
660,sofort::ADV,తక్షణము,хәзер
661,später::ADV,ఇటీవలి,соңрак
662,jetzt::ADV,ఇప్పుడు,хәзер
663,heute::ADV,నేడు,бүген
664,morgen::ADV,ఱేపు,иртәгә
665,bald::ADV,శీఘ్రముగ,тиздән
666,dann::ADV,అప్పుడు,аннары
667,gestern::ADV,నిన్నటి దినము,кичә
668,einst::ADV,పూర్వమొకప్పుడు,берчак
669,damals::ADV,అప్పుడు,ул вакытта
670,damals::ADV,అప్పుడు,ул чакта
671,danach::ADV,అప్పుడు,да
672,vorher::ADV,ఎదుట,элек
673,zuerst::ADV,మొదటిలో,башта
674,einmal::ADV,ఒకసారి,бер
675,einmal::ADV,ఒకసారి,бер мәртәбә
676,manchmal::ADV,అప్పటప్పటికి,кайчакта
677,oft::ADV,తఱచుగా,еш
678,immer::ADV,ఎల్లప్పుడు,һәркайчан
679,niemals::ADV,ఎప్పుడునులేదు,hичбер вакыт
680,hier::ADV,ఇక్కడ,монда
681,hier::ADV,ఇక్కడ,биредә
682,hierhin::ADV,ఇక్కడకు,монда
683,von hier::ADV,ఇక్కడనుండి,моннан
684,dort::ADV,అక్కడ,анда
685,dorthin::ADV,అక్కడికి,тегеләй
686,geradeaus::ADV,సూటిగా,турыдан-туры
687,vorwärts::ADV,ముందుకు,алга
688,rückwärts::ADV,వెనుకకు,кире
689,zurück::ADV,వెనుకభాగము,кире
