,Concept_ID,it,en
63,Geschmack::N,sapore,flavor
64,Geruch::N,odore,odour
65,Geruch::N,odore,odor
66,Schlaf::N,sonno,sleep
67,Traum::N,sogno,dream
68,Himmel::N,cielo,sky
69,Sonne::N,sole,sun
70,Mond::N,luna,moon
71,Stern::N,stella,star
72,Luft::N,aria,air
73,Wind::N,vento,wind
74,Welle::N,onda,wave
75,Wasser::N,acqua,water
76,Stein::N,sasso,stone
77,Stein::N,pietra,stone
78,Boden::N,suolo,soil
79,Boden::N,suolo,ground
80,Boden::N,terreno,soil
81,Boden::N,terreno,ground
82,Erde::N,terra,earth
83,Staub::N,polvere,dust
84,Rauch::N,fumo,smoke
85,Funke::N,scintilla,spark
86,Feuer::N,fuoco,fire
87,Licht::N,luce,light
88,Schatten::N,ombra,shadow
89,Wetter::N,tempo,weather
90,Nebel::N,nebbia,fog
91,Wolke::N,nube,cloud
92,Wolke::N,nùvola,cloud
93,Regen::N,pioggia,rain
94,Schnee::N,neve,snow
95,Eis::N,ghiaccio,ice
96,Frost::N,gelo,frost
97,Kälte::N,freddo,chill
98,Hitze::N,caldo,heat
99,Hitze::N,calura,heat
100,Raureif::N,brina,hoarfrost
101,Regenbogen::N,arcobaleno,rainbow
102,Donner::N,tuono,thunder
103,Strömung::N,corrente,current
104,Tropfen::N,goccia,drop
105,Schaum::N,spuma,foam
106,Schaum::N,schiuma,foam
107,Schmutz::N,sudiciume,dirt
108,See::N,lago,lake
109,Sumpf::N,palude,swamp
110,Moor::N,torbiera,moor
111,Wiese::N,prato,meadow
112,Wald::N,bosco,forest
113,Wald::N,foresta,forest
114,Hügel::N,colle,hill
115,Hügel::N,collina,hill
116,Anhöhe::N,altura,elevation
117,Berg::N,monte,mountain
118,Berg::N,montagna,mountain
119,Gipfel::N,cima,summit
120,Höhle::N,grotta,cave
121,Höhle::N,caverna,cave
122,Abhang::N,pendìo,slope
123,Quelle::N,sorgente,source
124,Bach::N,ruscello,brook
125,Fluss::N,fiume,river
126,Ufer::N,riva,shore
127,Küste::N,costa,coast
128,Festland::N,terraferma,land
129,Meer::N,mare,sea
130,Bucht::N,cala,cove
131,Insel::N,ìsola,island
132,Blume::N,fiore,flower
133,Gras::N,erba,grass
134,Wurzel::N,radice,root
135,Baum::N,àlbero,tree
136,Stamm::N,tronco,trunk
137,Rinde::N,corteccia,bark
138,Ast::N,ramo,limb
139,Zweig::N,ramo,branch
140,Blatt::N,foglia,leaf
141,Birke::N,betulla,birch
142,Kiefer[Baum]::N,pino,pine
143,Weide[Baum]::N,sàlice,willow
144,Tanne::N,abete,fir
145,Horn::N,corno,horn
146,Feder::N,penna,feather
147,Fell::N,manto,fur
148,Fell::N,pelame,fur
149,Flügel::N,ala,wing
150,Klaue::N,grinfia,claw
151,Kralle::N,unghia,claw
152,Kralle::N,artiglio,claw
153,Schwanz::N,coda,tail
154,Ei::N,uovo,egg
155,Nest::N,nido,nest
156,Bau::N,covo,lair
157,Tier::N,bestia,animal
158,Tier::N,animale,animal
159,Herde::N,gregge,flock
160,Kuh::N,vacca,cow
161,Bulle::N,toro,bull
162,Pferd::N,cavallo,horse
163,Schaf::N,pècora,sheep
164,Schwein::N,porco,pig
165,Schwein::N,maiale,pig
166,Hund::N,cane,dog
167,Katze::N,gatta,cat
168,Bär::N,orso,bear
169,Eichhörnchen::N,scoiàttolo,squirrel
170,Elch::N,alce,elk
171,Fuchs::N,volpe,fox
172,Hase::N,lepre,hare
173,Maus::N,topo,mouse
174,Maus::N,sorcio,mouse
175,Wolf::N,lupo,wolf
176,Vogel::N,uccello,bird
177,Schwarm::N,stormo,swarm
178,Huhn::N,gallina,chicken
179,Hahn::N,gallo,cock
180,Gans::N,oca,goose
181,Adler::N,àquila,eagle
182,Ente::N,ànatra,duck
183,Eule::N,gufo,owl
184,Eule::N,civetta,owl
185,Kranich::N,gru,crane
186,Krähe::N,cornacchia,crow
187,Kuckuck::N,cuccù,cuckoo
188,Kuckuck::N,cùculo,cuckoo
189,Schwan::N,cigno,swan
190,Fisch::N,pesce,fish
191,Barsch::N,pèrsico,perch
192,Hecht::N,luccio,pike
193,Schlange[Tier]::N,serpente,snake
194,Wurm::N,baco,worm
195,Wurm::N,verme,worm
196,Spinne::N,ragno,spider
197,Ameise::N,formica,ant
198,Laus::N,pidocchio,louse
199,Mücke::N,zanzara,midge
200,Fliege::N,mosca,fly
201,Schmetterling::N,farfalla,butterfly
202,Beere::N,bacca,berry
203,Apfel::N,mela,apple
204,Pilz::N,fungo,mushroom
205,Zwiebel::N,cipolla,onion
206,Saat::N,semente,seed
207,Korn::N,grano,grain
208,Heu::N,fieno,hay
209,Schale::N,buccia,husk
210,Grube::N,cava,pit
211,Grube::N,fossa,pit
212,Falle::N,tràppola,trap
213,Schlinge::N,laccio,noose
214,Spur::N,traccia,track
215,Asche::N,cenere,ashes
216,Dreck::N,fango,filth
217,Eisen::N,ferro,iron
218,Gold::N,oro,gold
219,Silber::N,argento,silver
220,Kohle::N,carbone,coal
221,Glas::N,vetro,glass
222,Lehm::N,argilla,clay
223,Sand::N,arena,sand
224,Sand::N,sabbia,sand
225,Mensch::N,uomo,human
226,Mensch::N,èssere umano,human
227,Mann::N,uomo,man
228,Frau::N,donna,woman
229,Kind::N,bambino,child
230,Junge::N,ragazzo,boy
231,Mädchen::N,ragazza,girl
232,Familie::N,famiglia,family
233,Großvater::N,nonno,grandfather
234,Großmutter::N,nonna,grandmother
235,Eltern::N,genitori,parents
236,Vater::N,padre,father
237,Mutter::N,madre,mother
238,Sohn::N,figlio,son
239,Tochter::N,figlia,daughter
240,Bruder::N,fratello,brother
241,Schwester::N,sorella,sister
242,Onkel::N,zio,uncle
243,Tante::N,zia,aunt
244,Ehemann::N,marito,husband
245,Ehefrau::N,moglie,wife
246,Freude::N,gioia,joy
247,Freude::N,piacere,joy
248,Gelächter::N,risata,laughter
249,Glück::N,felicità,happiness
250,Kummer::N,afflizione,grief
251,Wunsch::N,desiderio,wish
252,Lust::N,voglia,desire
253,Geist::N,mente,spirit
254,Geist::N,spìrito,spirit
255,Gedanke::N,idea,thought
256,Gedanke::N,pensiero,thought
257,Gedächtnis::N,memoria,memory
258,Verstand::N,intelletto,mind
259,Sinn::N,senso,meaning
260,Sinn::N,significato,meaning
261,Grund::N,causa,reason
262,Grund::N,motivo,reason
263,Grund::N,ragione,reason
264,Wahrheit::N,verità,truth
265,Gespräch::N,discorso,talk
266,Gespräch::N,conversazione,talk
267,Märchen::N,fiaba,fairy tale
268,Märchen::N,fàvola,fairy tale
269,Erzählung::N,racconto,story
270,Erzählung::N,narrazione,story
271,Nachricht::N,messaggio,message
272,Neuigkeit::N,notizia,news
273,Name::N,nome,name
274,Rätsel::N,indovinello,puzzle
275,Rede::N,discorso,speech
276,Sprache::N,lingua,language
277,Sprache::N,linguaggio,language
278,Stimme::N,voce,voice
279,Wort::N,parola,word
280,Zeichen::N,segno,sign
281,Zeichen::N,segnale,sign
282,Ruf::N,chiamata,call
283,Lärm::N,chiasso,noise
284,Lärm::N,strèpito,noise
285,Laut::N,suono,sound
286,Ton::N,tono,tone
287,Lied::N,canto,song
288,Lied::N,canzone,song
289,Ruhe::N,calma,calm
290,Ruhe::N,tranquillità,calm
291,Leute::N,gente,people
292,Volk::N,pòpolo,nation
293,Arbeit::N,lavoro,work
294,Gast::N,òspite,guest
295,Gast::N,invitato,guest
296,Geschenk::N,regalo,gift
297,Spiel::N,gioco,game
298,Gesellschaft::N,compagnìa,company
299,Hilfe::N,aiuto,help
300,Hilfe::N,soccorso,help
301,Freund::N,amico,friend
302,Kamerad::N,camerata,companion
303,Angelegenheit::N,affare,matter
304,Angelegenheit::N,faccenda,matter
305,Anzahl::N,nùmero,count
306,Anzahl::N,quantità,count
307,Art::N,tipo,sort
308,Art::N,specie,sort
309,Stück::N,pezzo,piece
310,Teil::N,parte,part
311,Hälfte::N,metà,half
312,Kreis::N,cìrcolo,circle
313,Kreuz::N,croce,cross
314,Linie::N,lìnea,line
315,Strich::N,tratto,stroke
316,Abstand::N,distanza,gap
317,Entfernung::N,distanza,distance
318,Entfernung::N,lontananza,distance
319,Gegend::N,regione,area
320,Platz::N,posto,space
321,Platz::N,spazio,space
322,Ort::N,luogo,place
323,Ort::N,località,place
324,Seite::N,lato,side
325,Seite::N,parte,side
326,Mitte::N,mezzo,middle
327,Mitte::N,centro,middle
328,Gegenstand::N,oggetto,item
329,Sache::N,cosa,thing
330,Rand::N,orlo,fringe
331,Rand::N,bordo,fringe
332,Kante::N,spìgolo,edge
333,Ecke::N,canto,corner
334,Spitze::N,punta,tip
335,Ende::N,capo,end
336,Ende::N,estremità,end
337,Loch::N,buco,hole
338,Winkel::N,àngolo,angle
339,Muster::N,disegno,pattern
340,Größe::N,taglia,size
341,Größe::N,grandezza,size
342,Länge::N,lunghezza,length
343,Höhe::N,altezza,height
344,Gewicht::N,peso,weight
345,Menge::N,quantità,amount
346,Haufen::N,cùmulo,heap
347,Haufen::N,mucchio,heap
348,Reihe::N,fila,row
349,Boot::N,barca,boat
350,Boot::N,battello,boat
351,Ruder::N,remo,oar
352,Schlitten::N,slitta,sleigh
353,Ski::N,sci,ski
354,Lagerfeuer::N,falò,campfire
355,Lagerfeuer::N,fuoco di bivacco,campfire
356,Last::N,càrico,load
357,Gang::N,andata,walk
358,Schritt::N,passo,step
359,Norden::N,nord,north
360,Norden::N,settentrione,north
361,Süden::N,sud,south
362,Süden::N,meridione,south
363,Westen::N,òvest,west
364,Westen::N,occidente,west
365,Osten::N,est,east
366,Osten::N,oriente,east
367,Holz::N,legno,wood
368,Brett::N,asse,board
369,Brett::N,tàvola,board
370,Platte::N,lastra,slab
371,Platte::N,piastra,slab
372,Stütze::N,supporto,bracket
373,Stange::N,sbarra,pole
374,Stange::N,pèrtica,pole
375,Stock::N,verga,stick
376,Stock::N,bastone,stick
377,Stock::N,bacchetta,stick
378,Stab::N,asta,staff
379,Rohr::N,tubo,pipe
380,Haus::N,casa,house
381,Heim::N,casa,home
382,Ofen::N,stufa,stove
383,Fußboden::N,pavimento,floor
384,Tisch::N,tàvolo,table
385,Stuhl::N,sedia,chair
386,Wiege::N,culla,cradle
387,Bett::N,letto,bed
388,Regal::N,scaffale,shelf
389,Kiste::N,cassa,box
390,Fenster::N,finestra,window
391,Tür::N,porta,door
392,Tor::N,portone,gate
393,Zaun::N,recinto,fence
394,Dach::N,tetto,roof
395,Leiter::N,scala,ladder
396,Leiter::N,scala a pioli,ladder
397,Besen::N,scopa,broom
398,Spaten::N,vanga,spade
399,Schaufel::N,pala,shovel
400,Gabel::N,forchetta,fork
401,Löffel::N,cucchiaio,spoon
402,Messer::N,coltello,knife
403,Nagel::N,chiodo,nail
404,Netz::N,rete,net
405,Haken::N,uncino,hook
406,Griff::N,mànico,handle
407,Griff::N,maniglia,handle
408,Schloss::N,serratura,lock
409,Bild::N,quadro,picture
410,Bild::N,immàgine,picture
411,Figur::N,figura,figure
412,Puppe::N,bàmbola,doll
413,Beutel::N,borsa,pouch
414,Beutel::N,sacchetto,pouch
415,Bündel::N,fascio,bundle
416,Bündel::N,fagotto,bundle
417,Tasche::N,borsa,bag
418,Eimer::N,secchio,bucket
419,Deckel::N,coperchio,cover
420,Geschirr::N,stoviglie,dishes
421,Sack::N,sacco,sack
422,Tasse::N,tazza,cup
423,Topf::N,pèntola,pot
424,Kessel::N,paiolo,kettle
425,Kessel::N,calderone,kettle
426,Essen::N,pasto,meal
427,Essen::N,mangiare,meal
428,Nahrung::N,cibo,food
429,Nahrung::N,alimento,food
430,Speise::N,piatto,dish
431,Fleisch::N,carne,meat
432,Getreide::N,cereali,corn
433,Brei::N,purè,mush
434,Brei::N,pappa,mush
435,Brot::N,pane,bread
436,Scheibe::N,fetta,slice
437,Scheibe::N,trancia,slice
438,Fett::N,grasso,fat
439,Butter::N,burro,butter
440,Öl::N,olio,oil
441,Salz::N,sale,salt
442,Suppe::N,zuppa,soup
443,Suppe::N,minestra,soup
444,Honig::N,miele,honey
445,Milch::N,latte,milk
446,Tee::N,tè,tea
447,Leder::N,pelle,leather
448,Wolle::N,lana,wool
449,Stoff::N,panno,cloth
450,Stoff::N,tessuto,cloth
451,Nadel::N,ago,needle
452,Faden::N,filo,thread
453,Knopf::N,bottone,button
454,Knoten::N,nodo,knot
455,Farbe::N,pittura,paint
456,Kleidung::N,vestiti,clothes
457,Kleidung::N,vestiario,clothes
458,Hemd::N,camicia,shirt
459,Kragen::N,bàvero,collar
460,Kragen::N,colletto,collar
461,Ärmel::N,mànica,sleeve
462,Hose::N,calzoni,trousers
463,Gürtel::N,cintura,belt
464,Mütze::N,berretto,cap
465,Schuh::N,scarpa,shoe
466,Stiefel::N,stivale,boot
467,Ring::N,anello,ring
468,Band::N,nastro,ribbon
469,Band::N,fettuccia,ribbon
470,Kamm::N,pèttine,comb
471,Spiegel::N,specchio,mirror
472,Riemen::N,cinghia,strap
473,Schnur::N,corda,string
474,Leine::N,guinzaglio,leash
475,Decke::N,coperta,blanket
476,Kissen::N,cuscino,pillow
477,Kissen::N,guanciale,pillow
478,Tuch::N,fazzoletto,scarf
479,Handtuch::N,asciugamano,towel
480,Kraft::N,forza,force
481,Stärke::N,forza,strength
482,Stärke::N,vigore,strength
483,Stärke::N,fortezza,strength
484,Gesundheit::N,salute,health
485,Krankheit::N,malattìa,illness
486,Schmerz::N,dolore,pain
487,Wunde::N,piaga,wound
488,Wunde::N,ferita,wound
489,Fieber::N,febbre,fever
490,Arznei::N,fàrmaco,medicine
491,Arznei::N,medicina,medicine
492,Brücke::N,ponte,bridge
493,Brunnen::N,pozzo,well
494,Weide::N,pàscolo,pasture
495,Pfad::N,sentiero,path
496,Weg::N,via,way
497,Weg::N,cammino,way
498,Straße::N,strada,road
499,Dorf::N,paese,village
500,Dorf::N,villaggio,village
501,Stadt::N,città,town
502,Brief::N,lèttera,letter
503,Buch::N,libro,book
504,Buchstabe::N,lèttera,character
505,Zeitung::N,giornale,newspaper
506,Leben::N,vita,life
507,Tod::N,morte,death
508,Grab::N,tomba,grave
509,Grab::N,sepolcro,grave
510,Kirche::N,chiesa,church
511,Sünde::N,peccato,sin
512,Gott::N,dio,god
513,Arbeiter::N,operaio,worker
514,Arbeiter::N,lavoratore,worker
515,Chef::N,capo,boss
516,Chef::N,padrone,boss
517,Meister::N,mastro,master
518,Meister::N,maestro,master
519,Arzt::N,mèdico,doctor
520,Arzt::N,dottore,doctor
521,Lehrer::N,professore,teacher
522,Geld::N,soldi,money
523,Geld::N,denaro,money
524,Geschäft::N,affare,business
525,Geschäft::N,negozio,business
526,Laden::N,negozio,shop
527,Preis::N,prezzo,price
528,Ware::N,merce,ware
529,Nutzen::N,ùtile,profit
530,Nutzen::N,profitto,profit
531,Reichtum::N,ricchezza,wealth
532,Welt::N,mondo,world
533,Land::N,paese,country
534,Staat::N,Stato,state
535,König::N,re,king
536,Macht::N,potere,power
537,Grenze::N,confine,border
538,Grenze::N,frontiera,border
539,Krieg::N,guerra,war
540,Feind::N,nemico,enemy
541,Gewalt::N,violenza,violence
542,Kampf::N,lotta,fight
543,Bogen[Waffe]::N,arco,bow
544,Pfeil::N,freccia,arrow
545,Gewehr::N,fucile,gun
546,Fehler::N,errore,mistake
547,Fehler::N,sbaglio,mistake
548,Lüge::N,bugìa,lie
549,Lüge::N,menzogna,lie
550,Schaden::N,danno,damage
551,Unglück::N,sfortuna,misfortune
552,Schuld::N,colpa,fault
553,Alter::N,età,age
554,Schluss::N,fine,conclusion
555,Zeit::N,tempo,time
556,Tag::N,giorno,day
557,Tag::N,giornata,day
558,Morgen::N,mattina,morning
559,Mittag::N,mezzogiorno,noon
560,Abend::N,sera,evening
561,Abend::N,serata,evening
562,Nacht::N,notte,night
563,Woche::N,settimana,week
564,Monat::N,mese,month
565,Jahr::N,anno,year
566,Frühling::N,primavera,spring
567,Sommer::N,estate,summer
568,Herbst::N,autunno,autumn
569,Winter::N,inverno,winter
570,Januar::N,gennaio,January
571,Februar::N,febbraio,February
572,März::N,marzo,March
573,April::N,aprile,April
574,Mai::N,maggio,May
575,Juni::N,giugno,June
576,Juli::N,luglio,July
577,August::N,agosto,August
578,September::N,settembre,September
579,Oktober::N,ottobre,October
580,November::N,novembre,November
581,Dezember::N,dicembre,December
582,Montag::N,lunedì,Monday
583,Dienstag::N,martedì,Tuesday
584,Mittwoch::N,mercoledì,Wednesday
585,Donnerstag::N,giovedì,Thursday
586,Freitag::N,venerdì,Friday
587,Samstag::N,sàbato,Saturday
588,Sonntag::N,domenica,Sunday
589,groß::A,grande,big
590,klein::A,pìccolo,little
591,lang::A,lungo,long
592,kurz::A,corto,short
593,breit::A,largo,wide
594,schmal::A,stretto,narrow
595,dicht::A,denso,dense
596,dick[Gegenstand]::A,spesso,thick
597,dünn::A,sottile,thin
598,fein::A,fine,delicate
599,fein::A,delicato,delicate
600,fest::A,sodo,firm
601,fest::A,fisso,firm
602,flach::A,piano,flat
603,flach::A,piatto,flat
604,glatt::A,liscio,smooth
605,hart::A,duro,hard
606,weich::A,molle,soft
607,rund::A,rotondo,round
608,spitz::A,aguzzo,pointed
609,spitz::A,appuntito,pointed
610,scharf::A,affilato,sharp
611,scharf::A,tagliente,sharp
612,stumpf::A,smussato,blunt
613,schwer::A,pesante,heavy
614,schön::A,bello,beautiful
615,heiß::A,caldo,hot
616,heiß::A,bollente,hot
617,warm::A,caldo,warm
618,kalt::A,freddo,cold
619,kühl::A,fresco,cool
620,frisch::A,fresco,fresh
621,feucht::A,ùmido,damp
622,nass::A,bagnato,wet
623,trocken::A,secco,dry
624,voll::A,pieno,full
625,leer::A,vuoto,empty
626,offen::A,aperto,open
627,geschlossen::A,chiuso,closed
628,sauber::A,netto,clean
629,sauber::A,pulito,clean
630,schmutzig::A,sporco,dirty
631,schmutzig::A,sùdicio,dirty
632,roh::A,crudo,raw
633,reif::A,maturo,ripe
634,lecker::A,ghiotto,delicious
635,lecker::A,squisito,delicious
636,süß::A,dolce,sweet
637,bitter::A,amaro,bitter
638,sauer::A,aspro,sour
639,sauer::A,acerbo,sour
640,hell::A,chiaro,bright
641,dunkel::A,buio,dark
642,dunkel::A,oscuro,dark
643,schwarz::A,nero,black
644,weiß::A,bianco,white
645,rot::A,rosso,red
646,gelb::A,giallo,yellow
647,blau::A,blu,blue
648,blau::A,azzurro,blue
649,grün::A,verde,green
650,grau::A,grigio,grey
651,bunt::A,variopinto,colourful
652,bunt::A,variopinto,colorful
653,billig::A,a buon prezzo,cheap
654,billig::A,a buon mercato,cheap
655,teuer::A,caro,dear
656,wertvoll::A,prezioso,precious
657,blind::A,cieco,blind
658,taub::A,sordo,deaf
659,kräftig::A,forte,powerful
660,kräftig::A,robusto,powerful
661,stark::A,forte,strong
662,stark::A,vigoroso,strong
663,schwach::A,dèbole,weak
664,fett::A,grasso,fat
665,schlank::A,snello,slim
666,schlank::A,slanciato,slim
667,hübsch::A,bello,pretty
668,hübsch::A,carino,pretty
669,böse::A,cattivo,evil
670,dumm::A,stùpido,stupid
671,faul::A,pigro,lazy
672,fleißig::A,diligente,diligent
673,geizig::A,avaro,stingy
674,klug::A,intelligente,clever
675,geschickt::A,àbile,skilful
676,geschickt::A,àbile,skillful
677,lieb::A,caro,dear
678,lustig::A,gaio,merry
679,lustig::A,allegro,merry
680,sanft::A,dolce,gentle
681,hungrig::A,affamato,hungry
682,krank::A,malato,sick
683,krank::A,infermo,sick
684,nackt::A,nudo,naked
685,traurig::A,triste,sad
686,lebendig::A,vivo,living
687,gut::A,buono,good
688,schlecht::A,cattivo,bad
689,richtig::A,giusto,correct
690,schlimm::A,grave,nasty
691,wahr::A,vero,true
692,alt::A,vecchio,old
693,neu::A,nuovo,new
694,ehemalig::A,vecchio,former
695,ehemalig::A,d'una_volta,former
696,alt[Lebewesen]::A,anziano,aged
697,jung::A,giovane,young
698,arm::A,pòvero,poor
699,reich::A,ricco,rich
700,bekannt::A,noto,familiar
701,bekannt::A,conosciuto,familiar
702,berühmt::A,famoso,famous
703,berühmt::A,cèlebre,famous
704,fremd::A,estràneo,foreign
705,fremd::A,straniero,foreign
706,verschieden::A,diverso,different
707,verschieden::A,differente,different
708,nah::A,vicino,near
709,nah::A,propinquo,near
710,fern::A,lontano,far
711,linker::A,sinistro,left
712,rechter::A,destro,right
713,anderer::A,altro,other
714,erster::A,primo,first
715,zweiter::A,secondo,second
716,dritter::A,terzo,third
717,letzter::A,ùltimo,last
718,allein::ADV,solo,alone
719,allein::ADV,da solo,alone
720,auf einmal::ADV,insieme,at once
721,zusammen::ADV,insieme,together
722,lange::ADV,a lungo,long
723,plötzlich::ADV,all'improvviso,suddenly
724,sofort::ADV,sùbito,instantly
725,sofort::ADV,all'istante,instantly
726,später::ADV,più tardi,later
727,jetzt::ADV,ora,now
728,jetzt::ADV,adesso,now
729,heute::ADV,oggi,today
730,morgen::ADV,domani,tomorrow
731,bald::ADV,presto,soon
732,bald::ADV,tra poco,soon
733,dann::ADV,allora,then
734,gestern::ADV,ieri,yesterday
735,einst::ADV,prima,once
736,einst::ADV,un tempo,once
737,damals::ADV,allora,at that time
738,danach::ADV,poi,afterwards
739,danach::ADV,dopo,afterwards
740,vorher::ADV,prima,before
741,zuerst::ADV,prima,at first
742,zuerst::ADV,dapprima,at first
743,einmal::ADV,una volta,once
744,manchmal::ADV,talvolta,sometimes
745,manchmal::ADV,qualche volta,sometimes
746,oft::ADV,spesso,often
747,immer::ADV,sempre,always
748,niemals::ADV,non mai,never
749,hier::ADV,qua,here
750,hierhin::ADV,qua,hither
751,hierhin::ADV,qua,to here
752,hierhin::ADV,qua,here
753,von hier::ADV,ne,hence
754,von hier::ADV,da qui,hence
755,dort::ADV,lì,there
756,dorthin::ADV,là,thither
757,dorthin::ADV,là,there
758,dorthin::ADV,là,to there
759,geradeaus::ADV,diritto,ahead
760,vorwärts::ADV,avanti,forward
761,rückwärts::ADV,all'indietro,backward
762,zurück::ADV,di indietro,back
763,unten::ADV,giù,below
764,unten::ADV,sotto,below
765,hinab::ADV,giù,down
766,hinab::ADV,in giù,down
767,oben::ADV,su,above
768,oben::ADV,sopra,above
769,hinauf::ADV,in sù,up
770,hinauf::ADV,in alto,up
771,überall::ADV,dappertutto,everywhere
772,nicht::ADV,non,not
773,ein wenig::ADV,un po',a little
774,ein wenig::ADV,un poco,a little
775,kaum::ADV,a appena,hardly
776,sehr::ADV,molto,very
777,so::ADV,così,so
778,so::ADV,tanto,so
779,noch::ADV,ancora,still
780,nur::ADV,solo,only
781,nur::ADV,soltanto,only
782,schon::ADV,già,already
783,wieder::ADV,di nuovo,again
784,vergebens::ADV,invano,in vain
785,vor::PRP,davanti a,in front of
786,hinter::PRP,dietro,behind
787,unter::PRP,sotto,under
788,durch::PRP,per,through
789,durch::PRP,attraverso,through
790,neben::PRP,a accanto a,next to
791,zwischen::PRP,fra,between
792,wegen::PRP,a causa di,because of
793,dies::PRN,ciò,this
794,dies::PRN,questo,this
795,das::PRN,ciò,that
796,das::PRN,quello,that
797,alles::PRN,tutto,everything
798,ich::PRN,ìo,I
799,du::PRN,tu,you
800,du::PRN,tu,thou
801,er::PRN,lui,he
802,er::PRN,egli,he
803,wir::PRN,noi,we
804,ihr::PRN,voi,you
805,sie::PRN,loro,they
806,was::FPRN,che,what
807,was::FPRN,che cosa,what
808,wer::FPRN,chi,who
809,wo::FADV,dove,where
810,wohin::FADV,dove,where ... to
811,wohin::FADV,dove,where to
812,wohin::FADV,dove,where
813,wie::FADV,come,how
814,warum::FADV,perche,why
815,wieviel::FNUM,quanto,how much
816,eins::NUM,uno,one
817,zwei::NUM,due,two
818,drei::NUM,tre,three
819,vier::NUM,quattro,four
820,fünf::NUM,cinque,five
821,sechs::NUM,sei,six
822,sieben::NUM,sette,seven
823,acht::NUM,otto,eight
824,neun::NUM,nove,nine
825,zehn::NUM,dieci,ten
826,elf::NUM,ùndici,eleven
827,zwölf::NUM,dodici,twelve
828,zwanzig::NUM,venti,twenty
829,dreißig::NUM,trenta,thirty
830,vierzig::NUM,quaranta,forty
831,fünfzig::NUM,cinquanta,fifty
832,sechzig::NUM,sessanta,sixty
833,siebzig::NUM,settanta,seventy
834,achtzig::NUM,ottanta,eighty
835,neunzig::NUM,novanta,ninety
836,hundert::NUM,cento,a hundred
837,tausend::NUM,mille,a thousand
838,und::CNJ,e,and
839,oder::CNJ,o,or
840,stehen::V,stare in piedi,stand
841,sitzen::V,sedere,sit
842,sitzen::V,stare seduto,sit
843,liegen::V,giacere,lie
844,hängen::V,pèndere,hang
845,hängen::V,èssere appeso,hang
846,werden::V,farsi,become
847,werden::V,diventare,become
848,passieren::V,succèdere,happen
849,beginnen::V,cominciare,begin
850,enden::V,finire,end
851,enden::V,terminare,end
852,wechseln::V,variare,change
853,wechseln::V,cambiare,change
854,aufgehen[Sonne]::V,sòrgere,rise
855,aufgehen[Sonne]::V,spuntare,rise
856,untergehen[Sonne]::V,tramontare,set
857,scheinen[Sonne]::V,splèndere,shine
858,donnern::V,tonare,thunder
859,wehen::V,soffiare,blow
860,strömen::V,fluire,stream
861,fließen::V,fluire,flow
862,fließen::V,scorrere,flow
863,sich drehen::V,girarsi,revolve
864,schwanken::V,oscillare,sway
865,schwanken::V,barcollare,sway
866,schwingen::V,vibrare,swing
867,schwingen::V,oscillare,swing
868,fallen::V,cadere,fall
869,brennen::V,àrdere,burn
870,brennen::V,bruciare,burn
871,rauchen::V,fumare,smoke
872,regnen::V,piòvere,rain
873,gefrieren::V,gelarsi,freeze
874,gefrieren::V,congelarsi,freeze
875,tauen::V,sciògliersi,thaw
876,schmelzen::V,fòndere,melt
877,schmelzen::V,sciògliersi,melt
