,Concept_ID,bg,pl
846,neben::PRP,до,obok
847,neben::PRP,при,obok
848,zwischen::PRP,между,między
849,zwischen::PRP,помежду,między
850,wegen::PRP,заради,z powodu
851,dies::PRN,този,to
852,das::PRN,туй,to
853,das::PRN,това,to
854,alles::PRN,всичко,wszystko
855,ich::PRN,аз,ja
856,du::PRN,ти,ty
857,er::PRN,той,on
858,wir::PRN,ние,my
859,ihr::PRN,вие,wy
860,sie::PRN,те,oni
861,was::FPRN,що,co
862,was::FPRN,какво,co
863,wer::FPRN,кой,kto
864,wo::FADV,къде,gdzie
865,wohin::FADV,накъде,dokąd
866,wohin::FADV,накъдето,dokąd
867,wie::FADV,как,jak
868,warum::FADV,защо,dlaczego
869,wieviel::FNUM,колко,ile
870,eins::NUM,един,jeden
871,zwei::NUM,два,dwa
872,drei::NUM,три,trzy
873,vier::NUM,четири,cztery
874,fünf::NUM,пет,pięć
875,sechs::NUM,шест,sześć
876,sieben::NUM,седем,siedem
877,acht::NUM,осем,osiem
878,neun::NUM,девет,dziewięć
879,zehn::NUM,десет,dziesięć
880,elf::NUM,единайсет,jedenaście
881,elf::NUM,единадесет,jedenaście
882,zwölf::NUM,дванайсет,dwanaście
883,zwölf::NUM,дванадесет,dwanaście
884,zwanzig::NUM,двайсет,dwadzieścia
885,zwanzig::NUM,двадесет,dwadzieścia
886,dreißig::NUM,тридесет,trzydzieści
887,vierzig::NUM,четиридесет,czterdzieści
888,fünfzig::NUM,петдесет,pięćdziesiąt
889,sechzig::NUM,шестдесет,sześćdziesiąt
890,siebzig::NUM,седемдесет,siedemdziesiąt
891,achtzig::NUM,осемдесет,osiemdziesiąt
892,neunzig::NUM,деветдесет,dziewięćdziesiąt
893,hundert::NUM,сто,sto
894,tausend::NUM,хиляда,tysiąc
895,und::CNJ,а,i
896,und::CNJ,та,i
897,oder::CNJ,или,lub
898,oder::CNJ,или,albo
899,stehen::V,стоя,stać
900,sitzen::V,седя,siedzieć
901,liegen::V,лежа,leżeć
902,hängen::V,вися,wisieć
903,werden::V,бъда,zostać
904,werden::V,бъда,stać się
905,werden::V,стана,zostać
906,werden::V,стана,stać się
907,passieren::V,случа се,dziać się
908,passieren::V,случа се,zdarzyć się
909,beginnen::V,започна,zacząć się
910,enden::V,свърша,kończyć się
911,wechseln::V,променям,zmienić się
912,aufgehen[Sonne]::V,изгрея,wzejść
913,untergehen[Sonne]::V,заляза,zajść
914,scheinen[Sonne]::V,грея,świecić
915,scheinen[Sonne]::V,светя,świecić
916,donnern::V,гърмя,grzmieć
917,wehen::V,вея,wiać
918,wehen::V,духам,wiać
919,strömen::V,тека,płynąć
920,strömen::V,тека,lać się
921,strömen::V,лея се,płynąć
922,strömen::V,лея се,lać się
923,fließen::V,тека,ciec
924,fließen::V,тека,płynąć
925,sich drehen::V,въртя се,obracać się
926,schwanken::V,клатя се,chwiać się
927,schwingen::V,трептя,wahać się
928,fallen::V,падам,padać
929,brennen::V,горя,palić się
930,rauchen::V,димя,dymić
931,rauchen::V,димя,dymić się
932,regnen::V,вали дъжд,padać
933,gefrieren::V,замръзна,zamarznąć
934,tauen::V,топя се,tajać
935,schmelzen::V,разтопя се,topnieć
936,trocknen::V,съхна,schnąć
937,sieden::V,вря,wrzeć
938,sieden::V,вря,kipieć
939,sieden::V,кипя,wrzeć
940,sieden::V,кипя,kipieć
941,faulen::V,гния,gnić
942,verfaulen::V,изгния,zgnić
943,reißen::V,напукам се,urywać się
944,versinken::V,потъна,tonąć
945,vergehen::V,минавам,przechodzić
946,erscheinen::V,явя се,zjawiać się
947,verschwinden::V,изчезна,zniknąć
948,sinken::V,падна,spadać
949,abnehmen::V,отслабна,spadać
950,zunehmen::V,нарасна,wzrosnąć
951,steigen::V,увелича се,wzrastać
952,steigen::V,покачвам се,wzrastać
953,wachsen::V,раста,rosnąć
954,glänzen::V,лъщя,błyszczeć
955,glänzen::V,блестя,błyszczeć
956,funkeln::V,искря,zabłyszczeć
957,lärmen::V,шумя,hałasować
958,läuten::V,звъня,dzwonić
959,klingeln::V,звъня,dzwonić
960,klirren::V,звънтя,brzęczeć
961,klirren::V,дрънкам,brzęczeć
962,brausen::V,буча,huczeć
963,rauschen::V,шумя,szumieć
964,rauschen::V,шумя,szeleścić
965,klingen::V,звуча,brzmieć
966,klingen::V,звуча,dźwięczeć
967,bellen::V,лая,szczekać
968,heulen::V,вия,wyć
969,heulen::V,рева,wyć
970,blasen::V,духна,dmuchnąć
971,pfeifen::V,свиря,gwizdać
972,schreien::V,крещя,krzyczeć
973,stöhnen::V,стена,stękać
974,stöhnen::V,пъшкам,stękać
975,zittern::V,треперя,drżeć
976,leben::V,живея,żyć
977,geboren werden::V,родя се,urodzić się
978,atmen::V,дишам,oddychać
979,trinken::V,пия,pić
980,essen::V,ям,jeść
981,schlucken::V,гълтам,połknąć
982,müde werden::V,уморя се,zmęczyć się
983,einschlafen::V,заспя,zasnąć
984,schlafen::V,спя,spać
985,aufwachen::V,събудя се,obudzić się
986,aufstehen::V,стана,wstać
987,sich erholen::V,отдъхвам си,wypoczywać
988,krank werden::V,заболея,zachorować
989,krank sein::V,боледувам,chorować
990,schmerzen::V,боля,boleć
991,husten::V,кашлям,kaszlać
992,genesen::V,оздравея,wyzdrowieć
993,sterben::V,умра,umrzeć
994,umkommen::V,загина,zginąć
995,sich bewegen::V,движа се,poruszać się
996,sich bewegen::V,мърдам се,poruszać się
997,sich rühren::V,движа се,ruszyć się
998,sich erheben::V,стана,podnieść się
999,sich setzen::V,седна,usiąść
1000,hinfallen::V,падна,upaść
1001,laufen::V,ходя,chodzić
1002,schreiten::V,крача,kroczyć
1003,spazierengehen::V,разхождам се,iść na spacer
1004,eilen::V,бързам,pospieszać
1005,sich beeilen::V,побързам,pospieszyć się
1006,sausen::V,тичам,pędzić
1007,rennen::V,бягам,biec
1008,rennen::V,бягам,biegać
1009,springen::V,скачам,skakać
1010,klettern::V,катеря се,wspinać się
1011,schaukeln::V,люлея се,huśtać
1012,schaukeln::V,люлея се,kołysać
1013,kriechen::V,лазя,pełzać
1014,kriechen::V,лазя,czołgać się
1015,kriechen::V,пълзя,pełzać
1016,kriechen::V,пълзя,czołgać się
1017,schwimmen::V,плувам,pływać
1018,tauchen::V,гмуркам се,zanurzać się
1019,rudern::V,греба,wiosłować
1020,fahren::V,пътувам,jechać
1021,fliegen::V,летя,latać
1022,fliegen::V,летя,lecieć
1023,fliegen::V,хвърча,latać
1024,fliegen::V,хвърча,lecieć
1025,gehen::V,ида,iść
1026,gehen::V,вървя,iść
1027,weggehen::V,отида си,odejść
1028,abfahren::V,отпътувам,odjechać
1029,anhalten::V,спра се,zatrzymać się
1030,hineingehen::V,влизам,wchodzić
1031,eintreten::V,вляза,wejść
1032,eintreten::V,вляза,nastąpić
1033,kommen::V,ида,przyjść
1034,kommen::V,дойда,przyjść
1035,ankommen::V,пристигна,przybyć
1036,zurückkommen::V,върна се,wrócić
1037,bleiben::V,остана,zostać
1038,warten::V,чакам,czekać
1039,erwarten::V,очаквам,oczekiwać
1040,suchen::V,търся,szukać
1041,finden::V,намеря,znaleźć
1042,versuchen::V,опитам,próbować
1043,vorbereiten::V,подготвя,przygotować
1044,lieben::V,любя,kochać
1045,mögen::V,обичам,lubić
1046,lachen::V,смея се,śmiać się
1047,rühren::V,трогна,wzruszyć
1048,weinen::V,плача,płakać
1049,schimpfen::V,ругая,kląć
1050,schimpfen::V,псувам,kląć
1051,sich ärgern::V,ядосам се,gniewać się
1052,sich fürchten::V,боя се,bać się
1053,sich fürchten::V,страхувам се,bać się
1054,fürchten::V,боя се от,bać się
1055,fürchten::V,страхувам се от,bać się
1056,fliehen::V,бягам,uciekać
1057,flüchten::V,бягам,uciec
1058,flüchten::V,избягам,uciec
1059,sehen::V,видя,widzieć
1060,sehen::V,видя,zobaczyć
1061,anschauen::V,гледам,oglądać
1062,ansehen::V,поглеждам,popatrzeć na
1063,hören::V,чувам,słyszeć
1064,zuhören::V,слушам,słuchać
1065,probieren::V,опитам,kosztować
1066,riechen::V,подуша,wąchać
1067,fühlen::V,усещам,czuć
1068,fühlen::V,усещам,odczuwać
1069,fühlen::V,чувствувам,czuć
1070,fühlen::V,чувствувам,odczuwać
1071,scheinen::V,изглеждам,wydawać się
1072,zu sehen sein::V,виждам се,widnieć
1073,vernehmen::V,доловя,usłyszeć
1074,frieren::V,мръзна,marznąć
1075,tun::V,правя,czynić
1076,können::V,мога,móc
1077,können::V,мога,umieć
1078,wollen::V,ща,chcieć
1079,wollen::V,искам,chcieć
1080,anfangen::V,започна,zacząć
1081,beenden::V,свърша,zakończyć
1082,beenden::V,завърша,zakończyć
1083,aufhören::V,престана,przestać
1084,gelingen::V,успея,udać się
1085,gelingen::V,сполуча,udać się
1086,geraten::V,удам се,udać się
1087,öffnen::V,отворя,otworzyć
1088,schließen::V,затворя,zamknąć
1089,stellen::V,поставя,postawić
1090,setzen::V,туря,posadzić
1091,legen::V,сложа,kłaść
1092,legen::V,слагам,kłaść
1093,berühren::V,докосна,dotykać
1094,verbinden::V,свържа,łączyć
1095,bedecken::V,покрия,przykryć
1096,aufhängen::V,закача,powiesić
1097,anzünden::V,запаля,zapalić
1098,aufheben::V,вдигна,podnieść
1099,aufheben::V,повдигна,podnieść
1100,zurücklassen::V,оставя,zostawić
1101,verlieren::V,загубя,zgubić
1102,fallen lassen::V,изпусна,upuścić
1103,machen::V,направя,zrobić
1104,herstellen::V,произведа,wytworzyć
1105,bauen::V,строя,budować
1106,reparieren::V,поправя,naprawiać
1107,verbessern::V,подобря,ulepszyć
1108,ändern::V,променя,zmienić
1109,graben::V,копая,kopać
1110,beugen::V,прегъна,zagiąć
1111,biegen::V,прегъна,zgiąć
1112,drehen::V,въртя,obracać
1113,wenden::V,обърна,obrocić
1114,umdrehen::V,обърна,obrocić
1115,heben::V,вдигам,podnosić
1116,hochheben::V,издигна,podnieść
1117,ergreifen::V,хвана,chwycić
1118,ergreifen::V,обхвана,chwycić
1119,halten::V,държа,trzymać
1120,drücken::V,натискам,naciskać
1121,drücken::V,притискам,naciskać
1122,schieben::V,тикам,pchać
1123,schieben::V,тикам,posuwać
1124,kratzen::V,одраскам,drapać
1125,lecken::V,лижа,lizać
1126,lecken::V,ближа,lizać
1127,beißen::V,хапя,kąsać
1128,beißen::V,ухапя,kąsać
1129,abreißen::V,откъсна,oderwać
1130,abschneiden::V,отрежа,odciąć
1131,binden::V,вържа,wiązać
1132,stecken::V,пъхна,wetknąć
1133,brechen::V,троша,złamać
1134,klopfen::V,чукам,pukać
1135,klopfen::V,чукам,stukać
1136,hauen::V,бия,bić
1137,kleben::V,лепя,kleić
1138,kleben::V,залепя,kleić
1139,reiben::V,трия,trzeć
1140,reiben::V,търкам,trzeć
1141,streichen::V,намажа,smarować
1142,schleifen::V,остря,ostrzyć
1143,schneiden::V,режа,ciąć
1144,schneiden::V,режа,krajać
1145,rütteln::V,разтърсвам,trząść
1146,schütteln::V,клатя,trząść
1147,schütteln::V,друсам,trząść
1148,schwenken::V,размахам,machać
1149,schütten::V,сипя,nasypać
1150,füllen::V,напълня,napełnić
1151,einwickeln::V,увия,zawinąć
1152,einwickeln::V,завия,zawinąć
1153,tragen::V,нося,nieść
1154,schleppen::V,влача,wlec
1155,ziehen::V,тегля,ciągnąć
1156,ziehen::V,дръпна,ciągnąć
1157,aufbewahren::V,съхраня,przechowywać
1158,werfen::V,хвърля,rzucać
1159,fangen::V,ловя,łowić
1160,fangen::V,уловя,łowić
1161,packen::V,хвана,chwycić
1162,verstecken::V,крия,ukryć
1163,verstecken::V,крия,schować
1164,verstecken::V,скрия,ukryć
1165,verstecken::V,скрия,schować
1166,teilen::V,разделя,podzielić
1167,schicken::V,изпращам,posyłać
1168,bringen::V,донеса,przynieść
1169,hinzufügen::V,прибавя,dodać
1170,bekommen::V,сдобия се,dostać
1171,erhalten::V,получа,otrzymać
1172,nehmen::V,взема,wziąć
1173,wählen::V,избирам,wybrać
1174,auswählen::V,избера,wybrać
1175,bewahren::V,пазя,zachować
1176,behindern::V,преча,utrudnić
1177,behindern::V,преча,przeszkadzać
1178,behindern::V,спъвам,utrudnić
1179,behindern::V,спъвам,przeszkadzać
1180,verderben::V,разваля,zepsuć
1181,beschädigen::V,повредя,uszkodzić
1182,zerbrechen::V,счупя,złamać
1183,zerreißen::V,скъсам,drzeć
1184,zerreißen::V,скъсам,rozdzierać
1185,zerstören::V,разруша,zniszczyć
1186,verbrennen::V,изгоря,spalić
1187,geben::V,дам,dać
1188,reichen::V,подам,podać
1189,schenken::V,подаря,darować
1190,versprechen::V,обещая,obiecać
1191,wünschen::V,желая,życzyć
1192,loben::V,хваля,chwalić
1193,küssen::V,целувам,całować
1194,wiegen::V,люлея,kołysać
1195,zudecken::V,покрия,przykryć
1196,wecken::V,събудя,zbudzić
1197,zeigen::V,покажа,pokazać
1198,führen::V,водя,wieść
1199,führen::V,водя,prowadzić
1200,führen::V,заведа,wieść
1201,führen::V,заведа,prowadzić
1202,lehren::V,уча,uczyć
1203,unterrichten::V,преподавам,nauczać
1204,aufziehen::V,отгледам,wychować
1205,leiten::V,ръководя,kierować
1206,leiten::V,управлявам,kierować
1207,antreiben::V,подкарвам,popędzić
1208,lassen::V,накарам,zostawić
1209,einladen::V,поканя,zaprosić
1210,vereinigen::V,съединя,zjednoczyć
1211,besuchen::V,посетя,odwiedzić
1212,treffen::V,срещна,trafić
1213,treffen::V,срещна,spotkać
1214,sich versammeln::V,събера се,zebrać się
1215,sich versammeln::V,събера се,zgromadzić się
1216,spielen::V,играя,grać
1217,spielen::V,играя,bawić się
1218,singen::V,пея,śpiewać
1219,tanzen::V,танцувам,pląsać
1220,tanzen::V,танцувам,tańczyć
1221,sich trennen::V,разделя се,rozstać się
1222,verlassen::V,напусна,opuścić
1223,retten::V,спася,ocalić
1224,retten::V,спася,uratować
1225,bewachen::V,охранявам,pilnować
1226,schützen::V,запазя,ochronić
1227,verteidigen::V,защитя,bronić
1228,sich schlagen::V,бия се,pobić się
1229,schießen::V,стрелям,strzelać
1230,siegen::V,победя,zwycziężyć
1231,ärgern::V,ядосам,gniewać
1232,schlagen::V,бия,bić
1233,schlagen::V,бия,uderzyć
1234,schlagen::V,ударя,bić
1235,schlagen::V,ударя,uderzyć
1236,treten::V,ритам,kopnąć
1237,stechen::V,бодна,ukłuć
1238,stoßen::V,бутна,popchnąć
1239,stoßen::V,блъсна,popchnąć
1240,stören::V,смутя,zakłócić
1241,stören::V,смутя,przeszkodzić
1242,belästigen::V,отегча,dokuczać
1243,belästigen::V,безпокоя,dokuczać
1244,verbergen::V,скрия,ukryć
1245,täuschen::V,измамя,łudzić
1246,betrügen::V,измамя,oszukać
1247,töten::V,убия,zabić
1248,töten::V,умъртвя,zabić
1249,wohnen::V,живея,mieszkać
1250,arbeiten::V,работя,pracować
1251,sammeln::V,събера,zebrać
1252,pflücken::V,бера,zerwać
1253,pflücken::V,откъсна,zerwać
1254,jagen::V,ловувам,polować
1255,fischen::V,ловя риба,łowić ryby
1256,fassen::V,хвана,złapać
1257,hüten::V,пазя,paść
1258,treiben::V,карам,pędzić
1259,anbinden::V,завържа,przywiązać
1260,füttern::V,храня,karmić
1261,melken::V,доя,doić
1262,hacken::V,сека,rąbać
1263,gießen::V,полея,lać
1264,gießen::V,полея,podlać
1265,reifen::V,узрея,dojrzeć
1266,zubereiten::V,приготвя,przyrządzić
1267,kochen::V,варя,gotować
1268,backen::V,пека,piec
1269,braten::V,пържа,piec
1270,braten::V,пържа,smażyć
1271,umrühren::V,разбъркам,przemieszać
1272,stricken::V,плета,dziać
1273,nähen::V,шия,szyć
1274,färben::V,боядисам,pofarbować
1275,reinigen::V,почистя,oczyścić
1276,waschen::V,мия,prać
1277,waschen::V,пера,prać
1278,abwischen::V,избърша,obetrzeć
1279,spülen::V,плакна,płukać
1280,fegen::V,измета,zamiatać
1281,kehren::V,мета,zamieść
1282,baden::V,къпя се,kąpać się
1283,sich waschen::V,мия се,myć się
1284,ausziehen::V,съблека,zdjąć
1285,anziehen::V,облека,włożyć
1286,sich anziehen::V,облека се,ubrać się
1287,kämmen::V,реша,uczesać
1288,kämmen::V,вчеша,uczesać
1289,schmücken::V,накича,ozdabiać
1290,sagen::V,кажа,powiedzieć
1291,sprechen::V,говоря,mówić
1292,reden::V,говоря,mówić
1293,sich unterhalten::V,разговарям,rozmawiać
1294,fragen::V,запитам,zapytać
1295,bitten::V,моля,prosić
1296,erzählen::V,разкажа,opowiedzieć
1297,mitteilen::V,съобщя,zawiadomić o
1298,nennen::V,нарека,nazwać
1299,rufen::V,викам,wołać
1300,rufen::V,повикам,wołać
1301,prahlen::V,хваля се,chełpić się
1302,übersetzen::V,преведа,tłumaczyć
1303,denken::V,мисля,myśleć
1304,glauben::V,вярвам,sądzić
1305,glauben::V,вярвам,wierzyć
1306,bemerken::V,забележа,zauważyć
1307,erkennen::V,позная,poznać
1308,begreifen::V,схвана,zrozumieć
1309,verstehen::V,разбера,rozumieć
1310,verstehen::V,разбера,dosłyszeć
1311,lernen::V,уча се,uczyć się
1312,wissen::V,зная,wiedzieć
1313,sich erinnern an::V,спомня си за,przypomnieć sobie
1314,vergessen::V,забравя,zapomnieć
1315,messen::V,меря,mierzyć
1316,zählen::V,броя,liczyć
1317,rechnen::V,сметна,rachować
1318,lesen::V,чета,czytać
1319,malen::V,рисувам,malować
1320,zeichnen::V,рисувам,rysować
1321,schreiben::V,пиша,pisać
1322,besitzen::V,имам,posiadać
1323,besitzen::V,притежавам,posiadać
1324,kaufen::V,купя,kupić
1325,kaufen::V,купувам,kupić
1326,verkaufen::V,продам,sprzedać
1327,bezahlen::V,заплатя,zapłacić
1328,zahlen::V,платя,płacić
1329,beherrschen::V,владея,opanować
1330,ertragen::V,понеса,znieść
1331,Platte::N,,płyta
1332,Stütze::N,,podpora
1333,stehlen::V,,ukraść
