,Concept_ID,,ce
955,singen::V,,лакха
956,tanzen::V,,хелхадала
957,sich trennen::V,,къаста
958,verlassen::V,,дита
959,retten::V,,кӏелхьардаккха
960,bewachen::V,,ха дан
961,schützen::V,,лардан
962,verteidigen::V,,лардан
963,sich schlagen::V,,етта
964,schießen::V,,детта
965,siegen::V,,тола
966,ärgern::V,,оьгӏаздахийта
967,schlagen::V,,тоха
968,treten::V,,мийра тоха
969,stechen::V,,ӏотта
970,stechen::V,,къовзо
971,stoßen::V,,татта
972,stehlen::V,,лачкъо
973,stören::V,,новкъарло ян
974,belästigen::V,,сагатдан
975,verbergen::V,,къайладаккха
976,täuschen::V,,ӏexo
977,betrügen::V,,ледан
978,töten::V,,ден
979,wohnen::V,,даха
980,arbeiten::V,,къахьега
981,sammeln::V,,гулдан
982,pflücken::V,,даха
983,jagen::V,,талла
984,fischen::V,,чӏерий леца
985,fassen::V,,лаца
986,fassen::V,,схьалаца
987,hüten::V,,лардан
988,treiben::V,,лахка
989,anbinden::V,,дӏадехка
990,füttern::V,,хӏума яла
991,melken::V,,оза
992,gießen::V,,хи тоха
993,reifen::V,,хьекъа
994,zubereiten::V,,кечъян
995,zubereiten::V,,кхача бан
996,kochen::V,,кхача бан
997,backen::V,,датта
998,braten::V,,кхарза
999,umrühren::V,,кего
1000,nähen::V,,тега
1001,färben::V,,басардан
1002,reinigen::V,,цӏандан
1003,waschen::V,,йила
1004,waschen::V,,йитта
1005,waschen::V,,дӏадайа
1006,abwischen::V,,дӏадайа
1007,spülen::V,,хи кхарза
1008,fegen::V,,нуй хьакха
1009,kehren::V,,нуй хьакха
1010,baden::V,,лийча
1011,sich waschen::V,,юьхь йила
1012,ausziehen::V,,духар дӏадаккха
1013,sich anziehen::V,,духа
1014,kämmen::V,,ехк хьакха
1015,schmücken::V,,хаздан
1016,sagen::V,,ала
1017,sprechen::V,,баха
1018,sprechen::V,,мотт бийца
1019,reden::V,,къамел дан
1020,sich unterhalten::V,,къамел дан
1021,fragen::V,,хатта
1022,bitten::V,,деха
1023,erzählen::V,,дийца
1024,mitteilen::V,,хаам бан
1025,nennen::V,,цӏе яккха
1026,rufen::V,,кхайкха
1027,prahlen::V,,куралла ян
1028,prahlen::V,,дозалла дан
1029,übersetzen::V,,гоч дан
1030,denken::V,,ойла ян
1031,glauben::V,,теша
1032,bemerken::V,,ган
1033,erkennen::V,,довза
1034,begreifen::V,,кхета
1035,verstehen::V,,кхета
1036,lernen::V,,деша
1037,wissen::V,,хаа
1038,sich erinnern an::V,,дагадан
1039,vergessen::V,,дицдала
1040,messen::V,,дуста
1041,zählen::V,,дагардан
1042,rechnen::V,,лара
1043,lesen::V,,еша
1044,malen::V,,сурт дилла
1045,zeichnen::V,,сурт дилла
1046,schreiben::V,,яздан
1047,besitzen::V,,доладан
1048,kaufen::V,,эца
1049,verkaufen::V,,дохка
1050,bezahlen::V,,мах бала
1051,zahlen::V,,мах бала
1052,beherrschen::V,,собаре хила
1053,ertragen::V,,лан
1054,ertragen::V,,сатоха
1055,ertragen::V,,садетта
