,Concept_ID,sl,sk
391,Westen::N,zapàd,západ
392,Osten::N,vzhòd,východ
393,Holz::N,lés,drevo
394,Brett::N,deskà,doska
395,Platte::N,plôča,doska
396,Platte::N,plôča,platňa
397,Stütze::N,opóra,opora
398,Stütze::N,zaslómba,opora
399,Stange::N,gréd,tyč
400,Stock::N,pálica,palica
401,Stab::N,pálica,palica
402,Rohr::N,cév,rúra
403,Haus::N,híša,dom
404,Heim::N,dóm,domov
405,Ofen::N,péč,pec
406,Ofen::N,péč,kachle
407,Fußboden::N,pòd,dlážka
408,Fußboden::N,pòd,podlaha
409,Tisch::N,míza,stôl
410,Stuhl::N,stòl,stolička
411,Wiege::N,zíbel,kolíska
412,Bett::N,póstelja,lôžko
413,Bett::N,póstelja,posteľ
414,Regal::N,políca,regál
415,Regal::N,políca,polica
416,Kiste::N,zabòj,debna
417,Fenster::N,ôkno,okno
418,Fenster::N,ôkno,oblok
419,Tür::N,vráta,dvere
420,Tor::N,velíka vráta,vráta
421,Zaun::N,ográja,plot
422,Zaun::N,ográja,ohrada
423,Dach::N,stréha,krov
424,Dach::N,stréha,strecha
425,Leiter::N,léstev,rebrík
426,Leiter::N,léstev,rebrina
427,Besen::N,mêtla,metla
428,Spaten::N,lopáta,rýľ
429,Schaufel::N,lopáta,lopata
430,Gabel::N,vílice,vidlička
431,Löffel::N,žlíca,lyžica
432,Messer::N,nòž,nôž
433,Nagel::N,žebèlj,klinec
434,Netz::N,mréža,sieť
435,Haken::N,kljúka,hák
436,Haken::N,kljúka,háčik
437,Griff::N,ročáj,rukoväť
438,Griff::N,oprijèm,rukoväť
439,Schloss::N,ključávnica,zámka
440,Bild::N,slíka,obraz
441,Figur::N,figúra,figúra
442,Figur::N,postáva,figúra
443,Puppe::N,lútka,bábka
444,Puppe::N,lútka,bábika
445,Beutel::N,môšnja,vrece
446,Beutel::N,môšnja,vrecko
447,Bündel::N,cúla,uzlík
448,Bündel::N,cúla,zväzok
449,Bündel::N,svéženj,uzlík
450,Bündel::N,svéženj,zväzok
451,Tasche::N,tórba,taška
452,Tasche::N,tórba,kabelka
453,Tasche::N,tobôlec,taška
454,Tasche::N,tobôlec,kabelka
455,Eimer::N,vêdro,vedro
456,Deckel::N,pokròv,vrchnák
457,Deckel::N,pokròv,pokrývka
458,Deckel::N,poklópec,vrchnák
459,Deckel::N,poklópec,pokrývka
460,Geschirr::N,posóda,nádoba
461,Sack::N,vréča,mech
462,Sack::N,vréča,vrece
463,Tasse::N,skodélica,šálka
464,Topf::N,lônec,hrniec
465,Kessel::N,kôtel,kotol
466,Essen::N,hrána,jedlo
467,Nahrung::N,živílo,strava
468,Nahrung::N,živílo,potrava
469,Speise::N,jéd,jedlo
470,Fleisch::N,mesó,mäso
471,Getreide::N,žíto,obilie
472,Brei::N,káša,kaša
473,Brot::N,krùh,chlieb
474,Scheibe::N,réženj,kotúč
475,Scheibe::N,réženj,krajec
476,Fett::N,mást,tuk
477,Fett::N,mást,masť
478,Fett::N,maščôba,tuk
479,Fett::N,maščôba,masť
480,Butter::N,máslo,maslo
481,Öl::N,ólje,olej
482,Salz::N,sól,soľ
483,Suppe::N,júha,polievka
484,Honig::N,méd,med
485,Milch::N,mléko,mlieko
486,Tee::N,čáj,čaj
487,Leder::N,úsnje,koža
488,Wolle::N,vólna,vlna
489,Stoff::N,blagó,súkno
490,Nadel::N,ígla,ihla
491,Faden::N,nít,niť
492,Faden::N,nít,vlákno
493,Knopf::N,gúmb,gombík
494,Knoten::N,vôzel,uzol
495,Farbe::N,bárva,farba
496,Kleidung::N,obléka,šaty
497,Kleidung::N,obléka,šatstvo
498,Hemd::N,srájca,košeľa
499,Kragen::N,ovrátnik,golier
500,Ärmel::N,rokáv,rukáv
501,Hose::N,hláče,nohavice
502,Gürtel::N,pás,pás
503,Gürtel::N,pás,opasok
504,Mütze::N,kápa,čiapka
505,Mütze::N,čépica,čiapka
506,Schuh::N,čévelj,obuv
507,Schuh::N,čévelj,topánka
508,Stiefel::N,škórenj,čižma
509,Ring::N,pŕstan,prsteň
510,Band::N,trák,stuha
511,Kamm::N,glavník,hrebeň
512,Spiegel::N,zrcálo,zrkadlo
513,Spiegel::N,ogledálo,zrkadlo
514,Riemen::N,jêrmen,remeň
515,Schnur::N,vŕvca,šnúra
516,Leine::N,konôpec,vodidlo
517,Decke::N,odéja,deka
518,Decke::N,odéja,prikrývka
519,Kissen::N,blazína,poduška
520,Tuch::N,pŕt,šatka
521,Tuch::N,rúta,šatka
522,Handtuch::N,brisáča,uterák
523,Kraft::N,síla,moc
524,Stärke::N,jákost,sila
525,Gesundheit::N,zdrávje,zdravie
526,Krankheit::N,bolézen,nemoc
527,Krankheit::N,bolézen,choroba
528,Schmerz::N,ból,bolesť
529,Schmerz::N,bolečína,bolesť
530,Wunde::N,rána,rana
531,Fieber::N,vročína,horúčka
532,Arznei::N,lék,liek
533,Arznei::N,zdravílo,liek
534,Brücke::N,móst,most
535,Brunnen::N,vodnják,studňa
536,Weide::N,páša,pastva
537,Pfad::N,stezà,chodník
538,Weg::N,pót,cesta
539,Straße::N,césta,hradská
540,Dorf::N,vás,dedina
541,Stadt::N,mésto,mesto
542,Brief::N,písmo,list
543,Buch::N,knjíga,kniha
544,Buchstabe::N,čŕka,litera
545,Buchstabe::N,čŕka,písmeno
546,Zeitung::N,čásnik,noviny
547,Leben::N,življênje,život
548,Tod::N,smŕt,smrť
549,Grab::N,gròb,hrob
550,Kirche::N,cérkev,kostol
551,Sünde::N,gréh,hriech
552,Gott::N,bóg,boh
553,Arbeiter::N,délavec,robotník
554,Arbeiter::N,délavec,pracnovík
555,Chef::N,šéf,šéf
556,Chef::N,šéf,riaditeľ
557,Meister::N,mójster,majster
558,Arzt::N,zdravník,lekár
559,Lehrer::N,učítelj,učiteľ
560,Geld::N,denár,peniaze
561,Geschäft::N,kupčíja,obchod
562,Laden::N,trgovína,obchod
563,Preis::N,céna,cena
564,Ware::N,róba,tovar
565,Nutzen::N,príd,osoh
566,Nutzen::N,príd,úžitok
567,Reichtum::N,bogástvo,bohatstvo
568,Welt::N,svét,svet
569,Land::N,dežêla,územie
570,Land::N,dežêla,krajina
571,Staat::N,držáva,štát
572,König::N,králj,kráľ
573,Macht::N,oblást,moc
574,Macht::N,oblást,mocnosť
575,Grenze::N,mêja,hranica
576,Krieg::N,vôjna,vojna
577,Feind::N,sovrážnik,nepriateľ
578,Gewalt::N,nasílje,násilie
579,Kampf::N,bòj,boj
580,Kampf::N,bórba,boj
581,Bogen[Waffe]::N,lók,luk
582,Pfeil::N,puščíca,šíp
583,Pfeil::N,puščíca,strela
584,Gewehr::N,púška,puška
585,Fehler::N,zmóta,omyl
586,Fehler::N,zmóta,chyba
587,Lüge::N,láž,lož
588,Schaden::N,okvára,ujma
589,Schaden::N,okvára,škoda
590,Unglück::N,nesréča,nešťastie
591,Schuld::N,krívda,vina
592,Schuld::N,krívda,previnenie
593,Alter::N,dôba,vek
594,Schluss::N,kônec,záver
595,Schluss::N,kônec,koniec
596,Zeit::N,čàs,čas
597,Tag::N,dán,deň
598,Morgen::N,jútro,ráno
599,Mittag::N,póldan,poludnie
600,Abend::N,večér,večer
601,Nacht::N,nóč,noc
602,Woche::N,téden,týždeň
603,Monat::N,mésec,mesiac
604,Jahr::N,léto,rok
605,Frühling::N,pomlád,jar
606,Sommer::N,polétje,leto
607,Herbst::N,jesén,jeseň
608,Winter::N,zíma,zima
609,Januar::N,jánuar,január
610,Februar::N,fébruar,február
611,März::N,márec,marec
612,April::N,apríl,apríl
613,Mai::N,máj,máj
614,Juni::N,júnij,jún
615,Juli::N,júlij,júl
616,August::N,avgúst,august
617,September::N,septêmber,september
618,Oktober::N,október,október
619,November::N,novêmber,november
620,Dezember::N,decémber,december
621,Montag::N,ponedéljek,pondelok
622,Dienstag::N,tôrek,utorok
623,Mittwoch::N,sréda,streda
624,Donnerstag::N,četŕtek,štvrtok
625,Freitag::N,pétek,piatok
626,Samstag::N,sobóta,sobota
627,Sonntag::N,nedélja,nedeľa
628,groß::A,vêlik,veľký
629,klein::A,májhen,malý
630,lang::A,dólg,dlhý
631,kurz::A,krátek,krátky
632,breit::A,širòk,široký
633,schmal::A,ózek,úzky
634,dicht::A,góst,hustý
635,dick[Gegenstand]::A,dêbel,tlstý
636,dünn::A,tánek,tenký
637,fein::A,drôben,jemný
638,fest::A,tŕden,pevný
639,flach::A,plán,rovný
640,flach::A,plán,plochý
641,flach::A,plòsk,rovný
642,flach::A,plòsk,plochý
643,glatt::A,gládek,hladký
644,hart::A,tŕd,tvrdý
645,weich::A,mehák,mäkký
646,rund::A,okrógel,guľatý
647,rund::A,okrógel,okrúhly
648,spitz::A,šílast,končitý
649,scharf::A,óster,ostrý
650,stumpf::A,tóp,tupý
651,stumpf::A,skŕhan,tupý
652,schwer::A,têžek,ťažký
653,schön::A,lép,pekný
654,schön::A,lép,krásny
655,schön::A,krásen,pekný
656,schön::A,krásen,krásny
657,heiß::A,vròč,horúci
658,warm::A,tôpel,teplý
659,kalt::A,mŕzel,studený
660,kalt::A,hláden,studený
661,kühl::A,hláden,chladný
662,frisch::A,svéž,svieži
663,feucht::A,vlážen,vlhký
664,feucht::A,vlážen,zvlhnutý
665,nass::A,móker,mokrý
666,trocken::A,súh,suchý
667,voll::A,póln,plný
668,leer::A,prázen,prázdny
669,offen::A,odpŕt,otvorený
670,geschlossen::A,zapŕt,zavretý
671,sauber::A,číst,čistý
672,sauber::A,líčen,čistý
673,schmutzig::A,umázan,špinavý
674,roh::A,suròv,surový
675,reif::A,zrèl,zrelý
676,lecker::A,okúsen,chutný
677,süß::A,sládek,sladký
678,bitter::A,grenák,horký
679,sauer::A,kísel,kyslý
680,hell::A,svetèl,jasný
681,hell::A,svetèl,svetlý
682,dunkel::A,temèn,temný
683,schwarz::A,čŕn,čierny
684,weiß::A,bél,biely
685,rot::A,rdèč,červený
686,gelb::A,žólt,žltý
687,gelb::A,rumèn,žltý
688,blau::A,móder,modrý
689,blau::A,móder,belasý
690,grün::A,zelèn,zelený
691,grau::A,sív,šedý
692,bunt::A,písan,pestrý
693,billig::A,pocéni,lacný
694,teuer::A,drág,drahý
695,wertvoll::A,dragocén,cenný
696,blind::A,slép,slepý
697,taub::A,glúh,hluchý
698,kräftig::A,močán,silný
699,stark::A,ják,silný
700,schwach::A,šíbek,slabý
701,schwach::A,šíbek,bezvládny
702,fett::A,dêbel,tučný
703,schlank::A,vítek,štíhly
704,hübsch::A,lép,šumný
705,hübsch::A,lép,švárny
706,böse::A,zèl,zlý
707,böse::A,hudôben,zlý
708,dumm::A,glúp,hlúpy
709,dumm::A,bédast,hlúpy
710,faul::A,lén,lenivý
711,fleißig::A,marljív,snaživý
712,fleißig::A,marljív,usilovný
713,geizig::A,škŕt,skupý
714,geizig::A,škŕt,lakomý
715,klug::A,pámeten,múdry
716,klug::A,pámeten,bystrý
717,geschickt::A,spréten,zručný
718,geschickt::A,spréten,šikovný
719,lieb::A,míl,milý
720,lieb::A,ljúb,milý
721,lustig::A,vesél,veselý
722,sanft::A,láhek,nežný
723,hungrig::A,láčen,lačný
724,hungrig::A,láčen,hladný
725,krank::A,bolán,chorý
726,krank::A,bolán,nemocný
727,nackt::A,nág,nahý
728,traurig::A,túžen,smutný
729,lebendig::A,žív,živý
730,gut::A,dóber,dobrý
731,schlecht::A,malopríden,zlý
732,richtig::A,pravílen,správny
733,schlimm::A,húd,zlý
734,schlimm::A,húd,nepríjemný
735,wahr::A,resníčen,pravý
736,wahr::A,resníčen,pravdivý
737,alt::A,stàr,starý
738,neu::A,nòv,nový
739,ehemalig::A,nekdánji,bývalý
740,alt[Lebewesen]::A,stàr,starý
741,jung::A,mlád,mladý
742,arm::A,ubóg,chudobný
743,arm::A,réven,chudobný
744,reich::A,bogàt,bohatý
745,bekannt::A,znán,známy
746,berühmt::A,sláven,slávny
747,berühmt::A,sláven,povestný
748,berühmt::A,znamenít,slávny
749,berühmt::A,znamenít,povestný
750,fremd::A,túj,cudzí
751,verschieden::A,razlíčen,rôzny
752,verschieden::A,razlíčen,rozličný
753,nah::A,blížnji,blízky
754,fern::A,dáleč,ďaleký
755,linker::A,lévi,ľavý
756,rechter::A,désni,pravý
757,anderer::A,drúgi,iný
758,anderer::A,drúgi,druhý
759,erster::A,pŕvi,prvý
760,zweiter::A,drúgi,druhý
761,dritter::A,trétji,tretí
762,letzter::A,poslédnji,ostatný
763,letzter::A,poslédnji,posledný
764,allein::ADV,sám,sám
765,auf einmal::ADV,obênem,zároveň
766,zusammen::ADV,skúpaj,spolu
767,zusammen::ADV,skúpaj,spoločne
768,lange::ADV,dólgo,dlho
769,plötzlich::ADV,náglo,náhle
770,plötzlich::ADV,nenádoma,náhle
771,sofort::ADV,prècej,hneď
772,sofort::ADV,prècej,ihneď
773,später::ADV,poznêje,neskoršie
774,jetzt::ADV,zdàj,teraz
775,heute::ADV,dánes,dnes
776,morgen::ADV,jútri,zajtra
777,bald::ADV,kmálu,skoro
778,dann::ADV,nató,nato
779,dann::ADV,nató,potom
780,gestern::ADV,včéraj,včera
781,einst::ADV,nékdaj,kedysi
782,einst::ADV,nékdaj,niekedy
783,damals::ADV,tedàj,vtedy
784,damals::ADV,takràt,vtedy
785,danach::ADV,potèm,potom
786,danach::ADV,potèm,podľa toho
787,vorher::ADV,poprèj,napred
788,vorher::ADV,poprèj,predtým
789,zuerst::ADV,spŕva,najprv
790,einmal::ADV,ênkrat,raz
791,einmal::ADV,ênkrat,jedenkrát
792,manchmal::ADV,včásih,občas
793,manchmal::ADV,včásih,niekedy
794,oft::ADV,pogósto,často
795,immer::ADV,védno,vždy
796,immer::ADV,védno,ustavične
797,immer::ADV,zméraj,vždy
798,immer::ADV,zméraj,ustavične
799,niemals::ADV,nikdàr,nikdy
800,hier::ADV,tù,tu
801,hier::ADV,túkaj,tu
802,hierhin::ADV,sèmkaj,sem
803,hierhin::ADV,sèmkaj,tade
804,von hier::ADV,od tú,odtiaľto
805,dort::ADV,tàm,tam
806,dorthin::ADV,tjà,ta
807,dorthin::ADV,tjà,tam
808,geradeaus::ADV,rávno napréj,rovno
809,geradeaus::ADV,rávno napréj,priamo
810,vorwärts::ADV,napréj,napred
811,rückwärts::ADV,zádaj,nazad
812,zurück::ADV,nazáj,späť
813,zurück::ADV,nazáj,naspäť
814,unten::ADV,dôli,dolu
815,unten::ADV,dôli,naspodku
