,Concept_ID,lt,mrj
1390,schießen::V,šauti,лӱӓш
1391,schießen::V,šaudyti,лӱӓш
1392,siegen::V,nugalėti,сӹнгӓш
1393,ärgern::V,pykinti,шӹдештӓрӓш
1394,schlagen::V,mušti,пӓрен колташ
1395,schlagen::V,mušti,хӹрӹктен колташ
1396,schlagen::V,smogti,пӓрен колташ
1397,schlagen::V,smogti,хӹрӹктен колташ
1398,schlagen::V,trenkti,пӓрен колташ
1399,schlagen::V,trenkti,хӹрӹктен колташ
1400,treten::V,mygti,чымаш
1401,stechen::V,gelti,пышкылаш
1402,stechen::V,smeigti,пышкылаш
1403,stoßen::V,stumti,шыркедӓш
1404,stoßen::V,pastumti,шыркедӓш
1405,stehlen::V,vogti,шолышт толаш
1406,stören::V,trikdyti,ӓрештӹлӓш
1407,belästigen::V,apsunkinti,кӓньӹсӹрлӓндӓрӓш
1408,belästigen::V,apsunkinti,шытырланыкташ
1409,verbergen::V,slėpti,шӹлтӓш
1410,verbergen::V,paslėpti,шӹлтӓш
1411,täuschen::V,klaidinti,алталаш
1412,täuschen::V,klaidinti,аталаш
1413,betrügen::V,apgauti,мошеньӹчӓйӓш
1414,töten::V,žudyti,пуштын шуаш
1415,töten::V,nužudyti,пуштын шуаш
1416,wohnen::V,gyventi,ӹлӓш
1417,arbeiten::V,dirbti,пӓшӓлӓш
1418,arbeiten::V,dirbti,ровотаяш
1419,arbeiten::V,triūsti,пӓшӓлӓш
1420,arbeiten::V,triūsti,ровотаяш
1421,sammeln::V,rinkti,погаш
1422,pflücken::V,skinti,кӹрӓш
1423,pflücken::V,raškyti,кӹрӓш
1424,jagen::V,medžioti,охотничӓйӓш
1425,fischen::V,žvejoti,кол кычаш
1426,fassen::V,sučiupti,кычаш
1427,hüten::V,ganyti,кӹтӓш
1428,treiben::V,ginti,шуруяш
1429,anbinden::V,pririšti,ялшташ
1430,anbinden::V,pririšti,ялышташ
1431,füttern::V,šerti,пукшаш
1432,melken::V,melžti,шыпшылаш
1433,hacken::V,kapoti,роаш
1434,gießen::V,lieti,шӓвӓш
1435,gießen::V,laistyti,шӓвӓш
1436,reifen::V,nokti,кӱӓш
1437,reifen::V,nokti,поспейӓш
1438,reifen::V,sirpti,кӱӓш
1439,reifen::V,sirpti,поспейӓш
1440,zubereiten::V,ruošti,йӓмдӹлӓш
1441,zubereiten::V,gaminti,йӓмдӹлӓш
1442,kochen::V,virti,шолташ
1443,kochen::V,virinti,шолташ
1444,backen::V,kepti,кӱктӓш
1445,braten::V,kepti,жӓрӓш
1446,braten::V,kepinti,жӓрӓш
1447,umrühren::V,maišyti,намалаш
1448,umrühren::V,pamaišyti,намалаш
1449,stricken::V,megzti,пидӓш
1450,nähen::V,siūti,ыргаш
1451,färben::V,dažyti,пидӓш
1452,färben::V,nudažyti,пидӓш
1453,reinigen::V,valyti,чиӓлтӓш
1454,reinigen::V,švarinti,чиӓлтӓш
1455,waschen::V,plauti,мышкаш
1456,waschen::V,mazgoti,мышкаш
1457,waschen::V,skalbti,мышкаш
1458,abwischen::V,nušluostyti,ӹштӓш
1459,spülen::V,plauti,шӱӓлтӓш
1460,spülen::V,skalauti,шӱӓлтӓш
1461,fegen::V,šluoti,ӹштӓш
1462,kehren::V,šluoti,ӹштӓш
1463,baden::V,maudytis,нӱштӹлӓш
1464,sich waschen::V,praustis,мышкылташ
1465,ausziehen::V,numauti,кыдашаш
1466,ausziehen::V,nuvilkti,кыдашаш
1467,anziehen::V,mauti,чиӓш
1468,anziehen::V,apsivilkti,чиӓш
1469,sich anziehen::V,rengtis,чиӓш
1470,sich anziehen::V,apsirengti,чиӓш
1471,kämmen::V,šukuoti,шерӓш
1472,schmücken::V,puošti,цеверемдӓш
1473,schmücken::V,dabinti,цеверемдӓш
1474,schmücken::V,gražinti,цеверемдӓш
1475,sagen::V,tarti,манаш
1476,sagen::V,tarti,келесӓш
1477,sprechen::V,kalbėti,манаш
1478,reden::V,šnekėti,шайышташ
1479,sich unterhalten::V,kalbėtis,хытыраш
1480,sich unterhalten::V,kalbėtis,хытыргаш
1481,sich unterhalten::V,šnekučiuotis,хытыраш
1482,sich unterhalten::V,šnekučiuotis,хытыргаш
1483,fragen::V,klausti,ядаш
1484,bitten::V,prašyti,ядаш
1485,erzählen::V,pasakoti,келесӓш
1486,mitteilen::V,skelbti,попаш
1487,mitteilen::V,skelbti,увертӓш
1488,mitteilen::V,skelbti,увертӓрӓш
1489,mitteilen::V,pranešti,попаш
1490,mitteilen::V,pranešti,увертӓш
1491,mitteilen::V,pranešti,увертӓрӓш
1492,nennen::V,vadinti,лӹмдӓш
1493,nennen::V,vardyti,лӹмдӓш
1494,rufen::V,šaukti,ӱжӓш
1495,rufen::V,kviesti,ӱжӓш
1496,prahlen::V,girtis,хайзаш
1497,prahlen::V,girtis,шаргаланаш
1498,übersetzen::V,versti,вашташ
1499,übersetzen::V,išversti,вашташ
1500,denken::V,galvoti,машанаш
1501,glauben::V,manyti,ӹнянӓш
1502,glauben::V,tikėti,ӹнянӓш
1503,bemerken::V,pamatyti,цаклаш
1504,bemerken::V,pastebėti,цаклаш
1505,erkennen::V,pažinti,пӓлӓш
1506,erkennen::V,atpažinti,пӓлӓш
1507,begreifen::V,suvokti,ынгылаш
1508,verstehen::V,suprasti,ынгылаш
1509,lernen::V,mokytis,тыменяш
1510,wissen::V,žinoti,пӓлӓш
1511,sich erinnern an::V,prisiminti,ышештӓрӓш
1512,vergessen::V,užmiršti,монден кодаш
1513,messen::V,matuoti,висӓш
1514,zählen::V,skaičiuoti,шотаяш
1515,rechnen::V,skaičiuoti,шотаяш
1516,lesen::V,skaityti,лыдаш
1517,malen::V,tapyti,рисуяш
1518,zeichnen::V,piešti,ыдырка́лаш
1519,zeichnen::V,žymėti,ыдырка́лаш
1520,zeichnen::V,braižyti,ыдырка́лаш
1521,schreiben::V,rašyti,вазаш
1522,besitzen::V,turėti,кы́чаш
1523,kaufen::V,pirkti,нӓлӓш
1524,verkaufen::V,parduoti,выжалаш
1525,bezahlen::V,apmokėti,тӱлӓш
1526,zahlen::V,mokėti,тӱлӓш
1527,beherrschen::V,valdyti,кы́чаш
1528,ertragen::V,kę̃sti,цӹтӓш
1529,ertragen::V,pakelti,цӹтӓш
1530,ertragen::V,iškę̃sti,цӹтӓш
