,Concept_ID,ro,tt
110,See::N,lac,күл
111,Sumpf::N,mlaștină,саз
112,Moor::N,bărăgan,торфлык
113,Wiese::N,fânaț,болын
114,Wiese::N,livadă,болын
115,Wald::N,codru,урман
116,Wald::N,pădure,урман
117,Hügel::N,deal,калку
118,Hügel::N,movilă,калку
119,Anhöhe::N,deal,үр
120,Anhöhe::N,ridicătură,үр
121,Berg::N,munte,тау
122,Gipfel::N,pisc,оч
123,Höhle::N,peșteră,мәгарә
124,Abhang::N,pantă,кабырга
125,Abhang::N,versant,кабырга
126,Quelle::N,izvor,чишмә
127,Bach::N,gârlă,елга
128,Fluss::N,râu,дәрья
129,Fluss::N,fluviu,дәрья
130,Ufer::N,mal,су кырые
131,Ufer::N,țărm,су кырые
132,Küste::N,coastă,яр буе
133,Festland::N,uscat,коры җир
134,Meer::N,mare,диңгез
135,Bucht::N,golf,бухта
136,Bucht::N,golf,култык
137,Insel::N,insulă,атау
138,Insel::N,insulă,утрау
139,Blume::N,floare,чәчкә
140,Gras::N,iarbă,үлән
141,Wurzel::N,rădăcină,тамыр
142,Baum::N,copac,агач
143,Baum::N,arbore,агач
144,Stamm::N,tulpină,кәүсә
145,Rinde::N,scoarță,кабык
146,Ast::N,cracă,ботак
147,Ast::N,creangă,ботак
148,Zweig::N,ramură,ботак
149,Zweig::N,ramură,тармак
150,Zweig::N,creangă,ботак
151,Zweig::N,creangă,тармак
152,Blatt::N,frunză,яфрак
153,Birke::N,mesteacăn,каен
154,Kiefer[Baum]::N,pin,нарат
155,Weide[Baum]::N,salcie,тал
156,Weide[Baum]::N,răchită,тал
157,Tanne::N,brad,чыршы
158,Horn::N,corn,мөгез
159,Feder::N,pană,йон
160,Fell::N,piele,тире
161,Flügel::N,aripă,канат
162,Klaue::N,gheară,тырнак
163,Kralle::N,labă,тырнак
164,Kralle::N,gheară,тырнак
165,Schwanz::N,coadă,койрык
166,Ei::N,ou,күкәй
167,Ei::N,ou,йомырка
168,Nest::N,cuib,оя
169,Bau::N,bârlog,өн
170,Bau::N,vizuină,өн
171,Tier::N,animal,хайван
172,Herde::N,turmă,көтү
173,Herde::N,cireadă,көтү
174,Kuh::N,vacă,сыер
175,Bulle::N,taur,үгез
176,Pferd::N,cal,ат
177,Schaf::N,oaie,сарык
178,Schwein::N,porc,дуңгыз
179,Hund::N,câine,эт
180,Katze::N,pisică,песи
181,Bär::N,urs,аю
182,Eichhörnchen::N,veveriță,тиен
183,Elch::N,elan,поши
184,Fuchs::N,vulpe,төлке
185,Hase::N,iepure,куян
186,Maus::N,șoarece,тычкан
187,Wolf::N,lup,бүре
188,Vogel::N,pasăre,кош
189,Schwarm::N,cârd,көтү
190,Huhn::N,găină,тавык
191,Hahn::N,cocoș,әтәч
192,Gans::N,gâscă,каз
193,Adler::N,vultur,каракош
194,Ente::N,rață,үрдәк
195,Eule::N,bufniță,ябалак
196,Kranich::N,cocor,торна
197,Krähe::N,cioară,карга
198,Kuckuck::N,cuc,күке
199,Kuckuck::N,cuc,кәккүк
200,Schwan::N,lebădă,аккош
201,Fisch::N,pește,балык
202,Barsch::N,biban,алабуга
203,Hecht::N,știucă,чуртан
204,Schlange[Tier]::N,șarpe,елан
205,Wurm::N,vierme,корт
206,Spinne::N,păianjen,үрмәкүч
207,Ameise::N,furnică,кырмыска
208,Laus::N,păduche,бет
209,Mücke::N,țânțar,черки
210,Mücke::N,țânțar,озынборын
211,Fliege::N,muscă,чебен
212,Schmetterling::N,fluture,күбәләк
213,Beere::N,boabă,җиләк
214,Apfel::N,măr,алма
215,Pilz::N,burete,гөмбә
216,Pilz::N,ciupercă,гөмбә
217,Zwiebel::N,ceapă,суган
218,Zwiebel::N,ceapă,суганбаш
219,Saat::N,semănătură,орлык
220,Korn::N,grâu,иген
221,Korn::N,grâu,орлык
222,Heu::N,fân,печән
223,Schale::N,coajă,кабык
224,Grube::N,groapă,баз
225,Grube::N,groapă,чокыр
226,Falle::N,cursă,тозак
227,Falle::N,cursă,капкын
228,Falle::N,capcană,тозак
229,Falle::N,capcană,капкын
230,Schlinge::N,laț,элмәк
231,Spur::N,dâră,эз
232,Asche::N,cenușă,көл
233,Dreck::N,noroi,пычрак
234,Dreck::N,murdărie,пычрак
235,Eisen::N,fier,тимер
236,Gold::N,aur,алтын
237,Silber::N,argint,көмеш
238,Kohle::N,cărbune,күмер
239,Glas::N,sticlă,пыяла
240,Lehm::N,lut,балчык
241,Lehm::N,humă,балчык
242,Sand::N,nisip,ком
243,Mensch::N,om,адәм
244,Mensch::N,om,инсан
245,Mensch::N,persoană,адәм
246,Mensch::N,persoană,инсан
247,Mann::N,om,ир
248,Mann::N,bărbat,ир
249,Frau::N,femeie,хатын
250,Kind::N,copil,бала
251,Junge::N,băiat,малай
252,Junge::N,flăcău,малай
253,Mädchen::N,fată,кыз
254,Familie::N,familie,гаилә
255,Großvater::N,bunic,бабай
256,Großvater::N,tată mare,бабай
257,Großmutter::N,bunică,әби
258,Großmutter::N,mamă mare,әби
259,Eltern::N,părinți,ата-ана
260,Vater::N,tată,ата
261,Vater::N,părinte,ата
262,Mutter::N,mamă,ана
263,Sohn::N,fiu,ул
264,Sohn::N,fecior,ул
265,Tochter::N,fiică,кыз
266,Bruder::N,frate,кардәш
267,Schwester::N,soră,апа
268,Schwester::N,soră,сеңел
269,Onkel::N,unchi,дәдә
270,Onkel::N,unchi,дәдәй
271,Tante::N,mătușă,түти
272,Tante::N,mătușă,тәтәй
273,Ehemann::N,soț,ир
274,Ehemann::N,bărbat,ир
275,Ehefrau::N,soție,хатын
276,Freude::N,bucurie,сөенеч
277,Gelächter::N,râset,көлү
278,Gelächter::N,râset,көлеш
279,Glück::N,fericire,бәхет
280,Kummer::N,mâhnire,хәсрәт
281,Wunsch::N,dorință,теләк
282,Wunsch::N,deziderat,теләк
283,Lust::N,poftă,теләк
284,Lust::N,poftă,теләү
285,Lust::N,înclinare,теләк
286,Lust::N,înclinare,теләү
287,Geist::N,duh,рух
288,Geist::N,minte,рух
289,Geist::N,suflet,рух
290,Gedanke::N,gând,уй
291,Gedanke::N,gând,фикер
292,Gedanke::N,cuget,уй
293,Gedanke::N,cuget,фикер
294,Gedächtnis::N,memorie,хәтер
295,Verstand::N,minte,акыл
296,Verstand::N,intelect,акыл
297,Sinn::N,sens,мәгънә
298,Sinn::N,înțeles,мәгънә
299,Grund::N,cauză,сәбәп
300,Grund::N,pricină,сәбәп
301,Wahrheit::N,adevăr,хак
302,Gespräch::N,convorbire,әңгәмә
303,Gespräch::N,conversație,әңгәмә
304,Märchen::N,basm,әкият
305,Märchen::N,poveste,әкият
306,Erzählung::N,poveste,хикәя
307,Nachricht::N,veste,хәбәр
308,Neuigkeit::N,noutate,яңалык
309,Neuigkeit::N,actualitate,яңалык
310,Name::N,nume,исем
311,Rätsel::N,ghicitoare,табышмак
312,Rede::N,discurs,нотык
313,Sprache::N,limbă,тел
314,Sprache::N,limbaj,тел
315,Stimme::N,glas,тавыш
316,Wort::N,cuvânt,сүз
317,Zeichen::N,semn,ишарә
318,Zeichen::N,semnal,ишарә
319,Ruf::N,chemare,дәшү
320,Lärm::N,zgomot,шау
321,Lärm::N,tărăboi,шау
322,Laut::N,sunet,аваз
323,Ton::N,ton,шалтырату
324,Lied::N,cântec,җыр
325,Ruhe::N,odihnă,тынлык
326,Ruhe::N,liniște,тынлык
327,Leute::N,lume,халык
328,Leute::N,oameni,халык
329,Volk::N,popor,халык
330,Volk::N,națiune,халык
331,Arbeit::N,lucru,эш
332,Arbeit::N,lucru,хезмәт
333,Gast::N,musafir,кунак
334,Geschenk::N,dar,бүләк
335,Geschenk::N,cadou,бүләк
336,Spiel::N,joc,уен
337,Gesellschaft::N,societate,җәмгыять
338,Hilfe::N,ajutor,ярдәм
339,Hilfe::N,ajutor,булышлык
340,Freund::N,amic,дус
341,Freund::N,prieten,дус
342,Kamerad::N,tovarăș,иптәш
343,Angelegenheit::N,afacere,эш
344,Anzahl::N,număr,микъдар
345,Anzahl::N,cantitate,микъдар
346,Art::N,fel,төр
347,Art::N,specie,төр
348,Stück::N,bucată,кисәк
349,Teil::N,parte,өлеш
350,Teil::N,porție,өлеш
351,Hälfte::N,jumătate,ярым
352,Kreis::N,cerc,түгәрәк
353,Kreuz::N,cruce,хач
354,Kreuz::N,cruce,тәре
355,Linie::N,linie,сызык
356,Strich::N,linie,сызык
357,Strich::N,trăsătură,сызык
358,Abstand::N,distanță,ара
359,Abstand::N,depărtare,ара
360,Entfernung::N,distanță,ераклык
361,Entfernung::N,depărtare,ераклык
362,Gegend::N,regiune,урын
363,Platz::N,loc,бушлык
364,Ort::N,loc,урын
365,Seite::N,latură,як
366,Mitte::N,centru,урта
367,Gegenstand::N,obiect,нәрсә
368,Sache::N,lucru,нәрсә
369,Sache::N,chestie,нәрсә
370,Rand::N,bordură,чит
371,Kante::N,muchie,кырый
372,Kante::N,bordură,кырый
373,Ecke::N,colț,почмак
374,Spitze::N,vârf,оч
375,Spitze::N,creștet,оч
376,Ende::N,capăt,азак
377,Loch::N,gaură,тишек
378,Winkel::N,colț,почмак
379,Muster::N,desen,парча
380,Größe::N,mărime,зурлык
381,Länge::N,lungime,озынлык
382,Höhe::N,înălțime,биеклек
383,Gewicht::N,greutate,авырлык
384,Menge::N,cantitate,микъдар
385,Haufen::N,grămadă,өем
386,Reihe::N,șir,рәт
387,Reihe::N,rând,рәт
388,Boot::N,barcă,каек
389,Boot::N,barcă,көймә
390,Boot::N,luntre,каек
391,Boot::N,luntre,көймә
392,Ruder::N,vâslă,ишкәк
393,Ruder::N,lopată,ишкәк
394,Schlitten::N,sanie,чана
395,Ski::N,schi,чаңгы
396,Lagerfeuer::N,foc de tabără,костёр
397,Last::N,povară,йөк
398,Last::N,sarcină,йөк
399,Gang::N,mers,йөреш
400,Gang::N,umblet,йөреш
401,Schritt::N,pas,адым
402,Norden::N,nord,төньяк
403,Norden::N,miazănoapte,төньяк
404,Süden::N,sud,көньяк
405,Süden::N,miazăzi,көньяк
406,Westen::N,apus,көнбатыш
407,Osten::N,est,шәрык
408,Osten::N,est,көнчыгыш
409,Osten::N,răsărit,шәрык
410,Osten::N,răsărit,көнчыгыш
411,Holz::N,lemn,агач
412,Brett::N,scândură,такта
413,Platte::N,placă,плитә
414,Stütze::N,proptea,таяу
415,Stange::N,bară,колга
416,Stange::N,prăjină,колга
417,Stock::N,băț,таяк
418,Stock::N,baston,таяк
419,Stab::N,baston,таяк
420,Stab::N,prăjină,таяк
421,Rohr::N,tub,торба
422,Rohr::N,țeavă,торба
423,Haus::N,casă,өй
424,Haus::N,casă,йорт
425,Heim::N,casă,гаилә
426,Heim::N,casă,нәсел
427,Heim::N,cămin,гаилә
428,Heim::N,cămin,нәсел
429,Ofen::N,sobă,мич
430,Fußboden::N,podea,идән
431,Fußboden::N,dușumea,идән
432,Tisch::N,masă,өстәл
433,Stuhl::N,scaun,утыргыч
434,Wiege::N,leagăn,бишек
435,Bett::N,pat,ятак
436,Bett::N,pat,урын-җир
437,Regal::N,rafturi,киштә
438,Regal::N,rafturi,шүрлек
439,Kiste::N,ladă,әрҗә
440,Kiste::N,cutie,әрҗә
441,Fenster::N,fereastră,тәрәзә
442,Tür::N,ușă,ишек
443,Tor::N,poartă,капка
444,Zaun::N,gard,койма
445,Dach::N,acoperiș,түбә
446,Leiter::N,scară,баскыч
447,Besen::N,mătură,себерке
448,Spaten::N,cazma,көрәк
449,Spaten::N,hârleț,көрәк
450,Schaufel::N,lopată,көрәк
451,Gabel::N,furculiță,чәннечке
452,Löffel::N,lingură,кашык
453,Messer::N,cuțit,пычак
454,Nagel::N,cui,кадак
455,Netz::N,plasă,челтәр
456,Haken::N,cârlig,ыргак
457,Griff::N,mâner,тотка
458,Schloss::N,lacăt,йозак
459,Bild::N,tablou,рәсем
460,Bild::N,tablou,картина
461,Bild::N,imagine,рәсем
462,Bild::N,imagine,картина
463,Figur::N,chip,сын
464,Figur::N,chip,фигура
465,Figur::N,figură,сын
466,Figur::N,figură,фигура
467,Puppe::N,păpușă,курчак
468,Beutel::N,pungă,луза
469,Beutel::N,săculeț,луза
470,Bündel::N,mănunchi,бәйләм
471,Tasche::N,geantă,букча
472,Eimer::N,găleată,чиләк
473,Deckel::N,capac,капкач
474,Geschirr::N,vase,савыт-саба
475,Geschirr::N,vase,кашык-аяк
476,Geschirr::N,tacâmuri,савыт-саба
477,Geschirr::N,tacâmuri,кашык-аяк
478,Sack::N,sac,капчык
479,Tasse::N,ceașcă,чынаяк
480,Topf::N,oală,чүлмәк
481,Kessel::N,cazan,казан
482,Kessel::N,căldare,казан
483,Essen::N,mâncare,ашау
484,Nahrung::N,hrană,азык
485,Nahrung::N,hrană,тәгам
486,Nahrung::N,hrană,ашамлык
487,Nahrung::N,aliment,азык
488,Nahrung::N,aliment,тәгам
489,Nahrung::N,aliment,ашамлык
490,Speise::N,bucate,ризык
491,Speise::N,fel de bucate,ризык
492,Fleisch::N,carne,ит
493,Getreide::N,cereale,ашлык
494,Brei::N,pireu,ботка
495,Brot::N,pâine,ипи
496,Brot::N,pâine,икмәк
497,Scheibe::N,felie,телем
498,Scheibe::N,bucată,телем
499,Fett::N,untură,май
500,Fett::N,grăsime,май
501,Butter::N,unt,май
502,Öl::N,ulei,май
503,Salz::N,sare,тоз
504,Suppe::N,supă,шулпа
505,Suppe::N,ciorbă,шулпа
506,Honig::N,miere,бал
507,Milch::N,lapte,сөт
508,Tee::N,ceai,чәй
509,Leder::N,piele,күн
510,Wolle::N,lână,йон
511,Stoff::N,stofă,тукыма
512,Nadel::N,ac,энә
513,Faden::N,ață,җеп
514,Knopf::N,buton,төймә
515,Knoten::N,nod,төен
516,Farbe::N,vopsea,буяу
517,Kleidung::N,haine,кием
518,Kleidung::N,îmbrăcăminte,кием
519,Hemd::N,cămașă,күлмәк
520,Kragen::N,guler,яка
521,Ärmel::N,mânecă,җиң
522,Hose::N,pantaloni,чалбар
523,Gürtel::N,cordon,билбау
524,Mütze::N,șapcă,бүрек
525,Schuh::N,gheată,башмак
526,Stiefel::N,cizmă,итек
527,Ring::N,inel,балдак
528,Ring::N,verigă,балдак
529,Band::N,panglică,тасма
530,Band::N,șiret,тасма
531,Kamm::N,pieptene,тарак
532,Spiegel::N,oglindă,көзге
533,Riemen::N,curea,каеш
534,Schnur::N,funie,бау
535,Schnur::N,sfoară,бау
536,Leine::N,lesă,тезген
537,Leine::N,curea,тезген
538,Decke::N,pătură,юрган
539,Kissen::N,pernă,мендәр
540,Tuch::N,batic,яулык
541,Handtuch::N,prosop,сөлгә
542,Handtuch::N,ștergar,сөлгә
543,Kraft::N,forță,егәр
544,Kraft::N,forță,дәрман
545,Kraft::N,putere,егәр
546,Kraft::N,putere,дәрман
547,Stärke::N,tărie,көч
548,Stärke::N,tărie,дәрман
549,Stärke::N,vigoare,көч
550,Stärke::N,vigoare,дәрман
551,Gesundheit::N,sănătate,саулык
552,Krankheit::N,boală,чир
553,Krankheit::N,boală,хаста
554,Krankheit::N,boală,сырхау
555,Krankheit::N,maladie,чир
556,Krankheit::N,maladie,хаста
557,Krankheit::N,maladie,сырхау
558,Schmerz::N,durere,авырту
559,Wunde::N,rană,яра
560,Wunde::N,rană,җәрәхәт
561,Fieber::N,febră,бизгәк
562,Arznei::N,leac,дару
563,Arznei::N,medicament,дару
564,Brücke::N,pod,күпер
565,Brücke::N,punte,күпер
566,Brunnen::N,puț,кое
567,Weide::N,izlaz,утлавык
568,Weide::N,pășune,утлавык
569,Pfad::N,cărare,сукмак
570,Weg::N,drum,юл
571,Straße::N,cale,урам
572,Straße::N,stradă,урам
573,Dorf::N,sat,авыл
574,Stadt::N,oraș,шәһәр
575,Brief::N,scrisoare,хат
576,Buch::N,carte,китап
577,Buchstabe::N,literă,хәреф
578,Buchstabe::N,caracter,хәреф
579,Zeitung::N,ziar,газет
580,Zeitung::N,ziar,газета
581,Zeitung::N,gazetă,газет
582,Zeitung::N,gazetă,газета
583,Leben::N,viață,гомер
584,Leben::N,viață,тормыш
585,Leben::N,viață,тереклек
586,Tod::N,moarte,үлем
587,Grab::N,groapă,гүр
588,Grab::N,groapă,кабер
589,Grab::N,mormânt,гүр
590,Grab::N,mormânt,кабер
591,Kirche::N,biserică,чиркәү
592,Sünde::N,păcat,язык
593,Sünde::N,păcat,гөнаһ
594,Gott::N,zeu,алла
595,Gott::N,zeu,ходай
596,Arbeiter::N,muncitor,эшче
597,Chef::N,șef,башлык
598,Meister::N,meșter,оста
599,Meister::N,maestru,оста
600,Arzt::N,medic,врач
601,Arzt::N,medic,табиб
602,Arzt::N,doctor,врач
603,Arzt::N,doctor,табиб
604,Lehrer::N,profesor,укытучы
605,Lehrer::N,profesor,мөгаллим
606,Lehrer::N,învățător,укытучы
607,Lehrer::N,învățător,мөгаллим
608,Geld::N,bani,акча
609,Geld::N,parale,акча
610,Geschäft::N,treabă,эш
611,Geschäft::N,afacere,эш
612,Laden::N,magazin,кибет
613,Laden::N,magazin,магазин
614,Laden::N,prăvălie,кибет
615,Laden::N,prăvălie,магазин
616,Preis::N,preț,бәя
617,Preis::N,preț,бәһа
618,Ware::N,marfă,товар
619,Nutzen::N,folos,файда
620,Nutzen::N,profit,файда
621,Reichtum::N,avuție,байлык
622,Reichtum::N,bogăție,байлык
623,Welt::N,lume,дөнья
624,Land::N,țară,ил
625,Staat::N,stat,дәүләт
626,König::N,rege,патша
627,Macht::N,putere,хакимият
628,Macht::N,putință,хакимият
629,Grenze::N,hotar,чик
630,Grenze::N,graniță,чик
631,Grenze::N,frontieră,чик
632,Krieg::N,război,сугыш
633,Feind::N,dușman,дошман
634,Gewalt::N,violență,көчләү
635,Kampf::N,luptă,көрәш
636,Bogen[Waffe]::N,arc,җәя
637,Pfeil::N,săgeată,ук
638,Gewehr::N,armă,мылтык
639,Gewehr::N,pușcă,мылтык
640,Fehler::N,eroare,хата
641,Fehler::N,greșeală,хата
642,Lüge::N,minciună,ялган
643,Schaden::N,daună,зыян
644,Schaden::N,daună,зарар
645,Schaden::N,pagubă,зыян
646,Schaden::N,pagubă,зарар
647,Unglück::N,nenorocire,бәла
648,Schuld::N,vină,гаеп
649,Alter::N,etate,яшь
650,Alter::N,vârstă,яшь
651,Schluss::N,sfârșit,ахыр
652,Zeit::N,timp,заман
653,Zeit::N,vreme,заман
654,Tag::N,zi,көн
655,Morgen::N,dimineață,иртә
656,Mittag::N,prânz,өйлә
657,Mittag::N,amiază,өйлә
658,Abend::N,seară,кич
659,Nacht::N,noapte,төн
660,Woche::N,săptămână,атна
661,Monat::N,lună,ай
662,Jahr::N,an,ел
663,Frühling::N,primăvară,яз
664,Sommer::N,vară,җәй
665,Herbst::N,toamnă,көз
666,Winter::N,iarnă,кыш
667,Januar::N,ianuarie,гыйнвар
668,Februar::N,februarie,февраль
669,März::N,martie,март
670,April::N,aprilie,апрель
671,Mai::N,mai,май
672,Juni::N,iunie,июнь
673,Juli::N,iulie,июль
674,August::N,august,август
675,September::N,septembrie,сентябрь
676,Oktober::N,octombrie,октябрь
677,November::N,noiembrie,ноябрь
678,Dezember::N,decembrie,декабрь
679,Montag::N,luni,дүшәмбе
680,Dienstag::N,marți,сишәмбе
681,Mittwoch::N,miercuri,чәршәмбе
682,Donnerstag::N,joi,атнакич
683,Donnerstag::N,joi,пәнҗешәмбе
684,Freitag::N,vineri,җомга
685,Samstag::N,sâmbătă,шимбә
686,Sonntag::N,duminică,якшәмбе
687,groß::A,mare,зур
688,klein::A,mic,кечкенә
689,lang::A,lung,озын
690,kurz::A,scurt,кыска
691,breit::A,lat,киң
692,breit::A,larg,киң
693,schmal::A,strâmt,кысык
694,dicht::A,des,куе
695,dick[Gegenstand]::A,gros,калын
696,dünn::A,subțire,нечкә
697,fein::A,fin,нәзакәтле
698,fein::A,subțire,нәзакәтле
699,fest::A,tare,нык
700,fest::A,solid,нык
701,flach::A,șes,яссы
702,flach::A,șes,ялпак
703,flach::A,plan,яссы
704,flach::A,plan,ялпак
705,glatt::A,lins,шома
706,hart::A,dur,каты
707,weich::A,moale,йомшак
708,rund::A,rotund,түгәрәк
709,rund::A,circular,түгәрәк
710,spitz::A,ascuțit,очлы
711,scharf::A,tăios,үткен
712,scharf::A,ascuțit,үткен
713,stumpf::A,tocit,үтмәс
714,schwer::A,greu,салмак
715,schön::A,frumos,гүзәл
716,heiß::A,cald,эссе
717,heiß::A,fierbinte,эссе
718,warm::A,cald,җылы
719,warm::A,fierbinte,җылы
720,kalt::A,rece,суык
721,kalt::A,rece,салкын
722,kühl::A,rece,салкынча
723,kühl::A,răcoros,салкынча
724,frisch::A,răcoros,салкынча
725,frisch::A,proaspăt,салкынча
726,feucht::A,umed,юеш
727,feucht::A,jilav,юеш
728,nass::A,ud,дымлы
729,trocken::A,sec,коры
730,trocken::A,uscat,коры
731,voll::A,plin,тулы
732,leer::A,gol,буш
733,offen::A,deschis,ачык
734,geschlossen::A,închis,йомык
735,sauber::A,curat,пакь
736,sauber::A,curat,чиста
737,schmutzig::A,murdar,керле
738,schmutzig::A,murdar,пычрак
739,roh::A,crud,чи
740,reif::A,copt,өлгергән
741,lecker::A,gustos,тәмле
742,süß::A,dulce,татлы
743,bitter::A,amar,ачы
744,sauer::A,acru,әче
745,hell::A,clar,якты
746,hell::A,luminos,якты
747,dunkel::A,obscur,кара
748,dunkel::A,întunecos,кара
749,schwarz::A,negru,кара
750,weiß::A,alb,ак
751,rot::A,roșu,кызыл
752,gelb::A,galben,сары
753,blau::A,albastru,күк
754,grün::A,verde,яшел
755,grau::A,gri,соры
756,grau::A,cenușiu,соры
757,bunt::A,colorat,чуар
758,billig::A,ieftin,арзан
759,teuer::A,scump,хаклы
760,wertvoll::A,prețios,кыйммәтле
761,blind::A,orb,сукыр
762,blind::A,orb,күзсез
763,taub::A,surd,чукрак
764,taub::A,surd,саңгырау
765,kräftig::A,tare,егәрле
766,kräftig::A,forte,егәрле
767,kräftig::A,robust,егәрле
768,stark::A,viguros,нык
769,stark::A,viguros,базык
770,stark::A,puternic,нык
771,stark::A,puternic,базык
772,schwach::A,slab,зәгыйфь
773,schwach::A,debil,зәгыйфь
774,fett::A,gras,симез
775,schlank::A,zvelt,нәзек
776,hübsch::A,drăguț,чибәр
777,böse::A,rău,усал
778,böse::A,răutăcios,усал
779,dumm::A,nerod,акылсыз
780,dumm::A,tâmpit,акылсыз
781,faul::A,leneș,ялкау
782,faul::A,leneș,иренчәк
783,fleißig::A,harnic,тырыш
784,fleißig::A,harnic,тырышучан
785,fleißig::A,sârguincios,тырыш
786,fleißig::A,sârguincios,тырышучан
787,geizig::A,calic,саран
788,geizig::A,zgârcit,саран
789,klug::A,isteț,акыллы
790,klug::A,deștept,акыллы
791,geschickt::A,dibaci,маһир
792,lieb::A,drag,сөекле
793,lieb::A,iubit,сөекле
794,lustig::A,vesel,күңелле
795,sanft::A,blând,басынкы
796,sanft::A,blajin,басынкы
797,hungrig::A,flămând,ач
798,krank::A,bolnav,чирле
799,krank::A,bolnav,сырхау
800,nackt::A,gol,шәрә
801,traurig::A,trist,ямансу
802,traurig::A,mâhnit,ямансу
803,lebendig::A,viu,тере
804,gut::A,bun,яхшы
805,schlecht::A,rău,начар
806,schlecht::A,prost,начар
807,richtig::A,drept,дөрес
808,richtig::A,corect,дөрес
809,schlimm::A,rău,әшәкә
810,wahr::A,adevărat,чып-чын
811,alt::A,uzat,иске
812,alt::A,vechi,иске
813,neu::A,nou,яңа
814,ehemalig::A,fost,элекке
815,ehemalig::A,anterior,элекке
816,alt[Lebewesen]::A,bătrîn,карт
817,jung::A,tânăr,яшь
818,arm::A,sărac,фәкыйрь
819,arm::A,sărman,фәкыйрь
820,reich::A,avut,бай
821,reich::A,bogat,бай
822,bekannt::A,cunoscut,таныш
823,berühmt::A,renumit,атаклы
824,fremd::A,străin,ят
825,verschieden::A,diferit,төрле
826,verschieden::A,deosebit,төрле
827,nah::A,apropiat,якын
828,fern::A,departe,ерак
829,linker::A,stâng,сул
830,rechter::A,drept,уң
831,anderer::A,alt,бүтән
