,Concept_ID,be,cv
231,Vater::N,бацька,атте
232,Mutter::N,маці,анне
233,Sohn::N,сын,ывӑл
234,Tochter::N,дачка,хӗр
235,Bruder::N,брат,ар тӑван
236,Schwester::N,сястра,аппа
237,Schwester::N,сястра,йӑмӑк
238,Onkel::N,дзядзька,мучи
239,Onkel::N,дзядзька,пичче
240,Tante::N,цётка,аппа
241,Ehemann::N,муж,упӑшка
242,Ehefrau::N,жонка,арӑм
243,Freude::N,радасць,савӑнӑҫ
244,Freude::N,радасць,хаваслӑх
245,Gelächter::N,смех,кулӑ
246,Glück::N,шчасце,телей
247,Glück::N,шчасце,ӑраскал
248,Kummer::N,гора,хурлӑх
249,Wunsch::N,жаданне,ӗмӗт
250,Wunsch::N,жаданне,кӑмӑл
251,Lust::N,цяга,кӑмӑл
252,Geist::N,дух,чун-чӗм
253,Geist::N,дух,ыр-усал
254,Geist::N,дух,чун хавалӗ
255,Gedanke::N,думка,шухӑш
256,Gedächtnis::N,памяць,ас
257,Verstand::N,розум,ӑс
258,Verstand::N,розум,ӑс-тӑн
259,Verstand::N,розум,ӑс-хакӑл
260,Sinn::N,сэнс,тупсӑм
261,Sinn::N,сэнс,пӗлтерӗш
262,Grund::N,зачэпка,сӑлтав
263,Wahrheit::N,праўда,чӑнлӑх
264,Gespräch::N,размова,калаҫу
265,Märchen::N,казка,юмах
266,Erzählung::N,расказ,акалав
267,Erzählung::N,расказ,каласа пани
268,Erzählung::N,апавяданне,акалав
269,Erzählung::N,апавяданне,каласа пани
270,Nachricht::N,вестка,хыпар
271,Nachricht::N,паведамленне,хыпар
272,Neuigkeit::N,навіна,ҫӗнӗ хыпар
273,Name::N,імя,ят
274,Rätsel::N,загадка,сутмалли юмах
275,Rede::N,прамова,сӑмах
276,Sprache::N,мова,чӗлхе
277,Stimme::N,голас,сасӑ
278,Wort::N,слова,сӑмах
279,Zeichen::N,знак,паллӑ
280,Ruf::N,кліч,йыхрав
281,Ruf::N,кліч,чӗнӳ
282,Lärm::N,шум,шав
283,Laut::N,гук,сасӑ
284,Ton::N,гучанне,сасӑ
285,Lied::N,песня,юрӑ
286,Ruhe::N,спакой,канӑҫлӑх
287,Ruhe::N,спакой,лӑпкӑлӑх
288,Leute::N,людзі,ҫамрӑксем
289,Leute::N,людзі,ҫамрӑк ҫынсем
290,Volk::N,народ,халӑх
291,Arbeit::N,праца,ӗҫхӗл
292,Arbeit::N,праца,ӗҫлев
293,Arbeit::N,работа,ӗҫхӗл
294,Arbeit::N,работа,ӗҫлев
295,Gast::N,госць,хӑна
296,Geschenk::N,падарунак,парне
297,Geschenk::N,падарунак,кучченеҫ
298,Spiel::N,гульня,вӑйӑ
299,Gesellschaft::N,таварыства,общество
300,Hilfe::N,дапамога,пулӑшу
301,Freund::N,друг,тус
302,Freund::N,сябар,тус
303,Kamerad::N,прыяцель,юлташ
304,Kamerad::N,прыяцель,тус
305,Angelegenheit::N,справа,ӗҫ
306,Anzahl::N,колькасць,йыш
307,Anzahl::N,колькасць,хисеп
308,Art::N,від,тӗс
309,Stück::N,кусок,татӑк
310,Stück::N,кавалак,татӑк
311,Teil::N,частка,пай
312,Hälfte::N,палова,ҫурӑ
313,Hälfte::N,палавіна,ҫурӑ
314,Kreis::N,круг,ункӑ
315,Kreis::N,круг,ҫавракӑш
316,Kreuz::N,крыж,хӗрес
317,Linie::N,лінія,йӗр
318,Strich::N,рыса,йӗр
319,Abstand::N,прамежак,хушӑ
320,Entfernung::N,адлегласць,хушӑ
321,Gegend::N,мясцовасць,вырӑн
322,Platz::N,месца,хутлӑх
323,Ort::N,месца,вырӑн
324,Seite::N,бок,ен
325,Seite::N,бок,аяк
326,Seite::N,бок,айӑк
327,Mitte::N,сярэдзіна,варӑ
328,Gegenstand::N,прадмет,япала
329,Sache::N,рэч,япала
330,Rand::N,край,вӗҫ
331,Rand::N,край,хӗрӗ
332,Rand::N,край,хӗрри
333,Kante::N,руб,хайкача
334,Kante::N,руб,хысак
335,Kante::N,кант,хайкача
336,Kante::N,кант,хысак
337,Ecke::N,вугал,кӗтес
338,Spitze::N,кончык,вӗҫ
339,Ende::N,канец,вӗҫ
340,Loch::N,дзірка,шӑтӑк
341,Winkel::N,вугал,кӗтес
342,Muster::N,узор,эреш
343,Größe::N,памер,пысӑкӑш
344,Länge::N,даўжыня,вӑрӑмӑш
345,Höhe::N,вышыня,ҫӳллӗш
346,Gewicht::N,вага,виҫе
347,Gewicht::N,вага,йывӑрӑш
348,Menge::N,колькасць,йыш
349,Haufen::N,куча,купа
350,Reihe::N,рад,рет
351,Boot::N,лодка,кимӗ
352,Ruder::N,вясло,кӗсмен
353,Schlitten::N,сані,ҫуна
354,Ski::N,лыжа,йӗлтӗр
355,Lagerfeuer::N,вогнішча,вут
356,Lagerfeuer::N,вогнішча,кӑвайт
357,Last::N,цяжар,сулмаклӑх
358,Last::N,цяжар,йывӑр япала
359,Gang::N,ход,куҫӑм
360,Schritt::N,шаг,утӑм
361,Schritt::N,шаг,пусӑм
362,Schritt::N,крок,утӑм
363,Schritt::N,крок,пусӑм
364,Norden::N,поўнач,ҫурҫӗр
365,Süden::N,поўдзень,кӑнтӑр
366,Westen::N,захад,анӑҫ
367,Westen::N,захад,хӗвел анӑҫ
368,Osten::N,усход,хӗвел тухӑҫ
369,Holz::N,дрэва,йывӑҫ
370,Holz::N,драўніна,йывӑҫ
371,Brett::N,дошка,хӑма
372,Platte::N,пліта,плита
373,Stütze::N,падпорка,ура
374,Stange::N,жэрдка,шерте
375,Stock::N,палка,патак
376,Stab::N,шост,шӑчӑ
377,Rohr::N,труба,пӑрӑх
378,Haus::N,дом,ҫурт
379,Heim::N,дом,кил
380,Heim::N,хата,кил
381,Ofen::N,печ,кӑмака
382,Fußboden::N,падлога,урай
383,Tisch::N,стол,сӗтел
384,Stuhl::N,стул,пукан
385,Stuhl::N,крэсла,пукан
386,Wiege::N,калыска,сӑпка
387,Bett::N,ложак,кравать
388,Bett::N,пасцель,кравать
389,Regal::N,паліца,ҫӳлӗк
390,Regal::N,паліца,сентре
391,Kiste::N,скрынка,ещӗк
392,Kiste::N,скрынка,сунтӑх
393,Fenster::N,акно,чӳрече
394,Tür::N,дзверы,алӑк
395,Tor::N,вароты,хапха
396,Zaun::N,агароджа,хӳме
397,Dach::N,дах,тӑрӑ
398,Leiter::N,лесвіца,пусма
399,Besen::N,мятла,шӑпӑр
400,Spaten::N,лапата,кӗреҫе
401,Spaten::N,жалязняк,кӗреҫе
402,Schaufel::N,шуфлік,кӗреҫе
403,Schaufel::N,лапатка,кӗреҫе
404,Gabel::N,відэлец,вилка
405,Löffel::N,лыжка,кашӑк
406,Messer::N,нож,ҫӗҫӗ
407,Nagel::N,цвік,пӑта
408,Netz::N,сетка,тетел
409,Haken::N,крук,йӑрхах
410,Haken::N,крук,ҫекӗл
411,Griff::N,ручка,хӑлӑп
412,Schloss::N,замок,ҫӑра
413,Bild::N,карціна,сӑн
414,Bild::N,карціна,сӑнлӑх
415,Bild::N,карціна,картина
416,Figur::N,фігура,кӗлетке
417,Puppe::N,лялька,пукане
418,Beutel::N,мяшок,михӗ
419,Bündel::N,вязка,ҫыхӑ
420,Bündel::N,вязка,тӗрке
421,Tasche::N,торба,сумка
422,Eimer::N,вядро,витре
423,Deckel::N,накрыўка,хупӑ
424,Geschirr::N,пасуда,савӑт-сапа
425,Sack::N,мех,михӗ
426,Tasse::N,кубак,курка
427,Topf::N,каструля,кастрюль
428,Kessel::N,кацёл,хуран
429,Essen::N,ежа,апат
430,Nahrung::N,харч,апат-ҫимӗс
431,Speise::N,страва,апат
432,Speise::N,страва,ҫимӗҫ
433,Fleisch::N,мяса,аш
434,Fleisch::N,мяса,какай
435,Getreide::N,збожжа,тырӑ
436,Brei::N,каша,пӑтӑ
437,Brot::N,хлеб,ҫӑкӑр
438,Scheibe::N,луста,чӗлӗ
439,Scheibe::N,луста,касӑк
440,Scheibe::N,скібка,чӗлӗ
441,Scheibe::N,скібка,касӑк
442,Fett::N,тлушч,ҫу
443,Butter::N,масла,ҫу
444,Öl::N,алей,ҫу
445,Salz::N,соль,тӑвар
446,Suppe::N,суп,яшка
447,Honig::N,мёд,пыл
448,Milch::N,малако,сӗт
449,Tee::N,чай,чей
450,Tee::N,гарбата,чей
451,Leder::N,скура,сӑран
452,Wolle::N,воўна,ҫӑм
453,Stoff::N,тканіна,тӗртӗм
454,Nadel::N,іголка,йӗп
455,Faden::N,нітка,ҫип
456,Knopf::N,гузік,тӳме
457,Knoten::N,вузел,йӑлӑ
458,Farbe::N,фарба,сӑрӑ
459,Kleidung::N,адзенне,тум
460,Kleidung::N,адзенне,ҫипуҫ
461,Kleidung::N,адзенне,тум-тир
462,Hemd::N,кашуля,кӗпе
463,Kragen::N,каўнер,ҫуха
464,Ärmel::N,рукаў,ҫанӑ
465,Hose::N,штаны,шӑлавар
466,Gürtel::N,пояс,пиҫиххи
467,Mütze::N,шапка,ҫӗлӗк
468,Schuh::N,чаравік,пушмак
469,Schuh::N,чаравік,ботинок
470,Stiefel::N,бот,атӑ
471,Ring::N,кольца,ҫӗрӗ
472,Band::N,стужка,хаю
473,Band::N,стужка,йӗсме
474,Kamm::N,расчоска,тура
475,Spiegel::N,люстра,тӗкӗр
476,Spiegel::N,люстра,куҫ кӗски
477,Riemen::N,рэмень,чӗн
478,Schnur::N,вяроўка,кантра
479,Leine::N,павадок,касмӑк
480,Decke::N,коўдра,утиял
481,Kissen::N,падушка,ҫытар
482,Kissen::N,падушка,минтер
483,Tuch::N,хустка,тутӑр
484,Handtuch::N,ручнік,ал шӑлли
485,Kraft::N,сіла,вӑй
486,Kraft::N,сіла,хӑват
487,Stärke::N,моц,хал
488,Stärke::N,моц,хӑват
489,Gesundheit::N,здароўе,хал
490,Gesundheit::N,здароўе,сывлӑх
491,Krankheit::N,хвароба,чир
492,Schmerz::N,боль,ырату
493,Wunde::N,рана,суран
494,Fieber::N,гарачка,сив чир
495,Fieber::N,ліхаманка,сив чир
496,Arznei::N,лекі,эмел
497,Brücke::N,мост,кӗпер
498,Brunnen::N,калодзеж,ҫӑл
499,Brunnen::N,калодзеж,пусӑ
500,Weide::N,паша,ҫаран
501,Pfad::N,сцежка,йӗр
502,Pfad::N,сцежка,сукмак
503,Weg::N,шлях,ҫул
504,Weg::N,шлях,ҫул-йӗр
505,Weg::N,дарога,ҫул
506,Weg::N,дарога,ҫул-йӗр
507,Straße::N,вуліца,ҫӳрев
508,Straße::N,вуліца,ҫул ҫӳрени
509,Dorf::N,вёска,ял
510,Stadt::N,горад,хула
511,Brief::N,ліст,ҫыру
512,Brief::N,пісьмо,ҫыру
513,Buch::N,кніга,кӗнеке
514,Buchstabe::N,літара,сас палли
515,Zeitung::N,газета,хаҫат
516,Leben::N,жыццё,пурнӑҫ
517,Tod::N,смерць,вилӗм
518,Grab::N,магіла,масар шӑтӑкӗ
519,Kirche::N,касцёл,чиркӳ
520,Kirche::N,царква,чиркӳ
521,Sünde::N,грэх,ҫылӑх
522,Gott::N,бог,турӑ
523,Arbeiter::N,рабочы,рабочи
524,Chef::N,начальнік,пуҫлӑх
525,Meister::N,майстар,ӑста
526,Meister::N,майстар,мастер
527,Arzt::N,урач,врач
528,Arzt::N,урач,тухтӑр
529,Lehrer::N,настаўнік,учитель
530,Lehrer::N,настаўнік,вӗрентекен
531,Geld::N,грошы,укҫа
532,Geschäft::N,заняцце,бизнес
533,Laden::N,крама,магазин
534,Laden::N,магазін,магазин
535,Preis::N,цана,хак
536,Ware::N,тавар,тавар
537,Nutzen::N,выгада,пайта
538,Reichtum::N,багацце,мул
539,Welt::N,свет,тӗнче
540,Land::N,краіна,ҫӗр-шыв
541,Staat::N,дзяржава,патшàлӑх
542,König::N,кароль,король
543,Macht::N,улада,власть
544,Grenze::N,граніца,чикӗ
545,Krieg::N,вайна,вӑрҫӑ
546,Feind::N,вораг,тӑшман
547,Gewalt::N,насілле,ирӗксӗрлӳ
548,Kampf::N,барацьба,кӗрешӳ
549,Bogen[Waffe]::N,лук,ухӑ
550,Pfeil::N,страла,ҫӗмрен
551,Pfeil::N,страла,ухӑ йӗппи
552,Gewehr::N,ружжо,пӑшал
553,Fehler::N,памылка,йӑнӑш
554,Lüge::N,хлусня,суя
555,Lüge::N,хлусня,ултав
556,Schaden::N,шкода,сиен
557,Unglück::N,ліха,шар
558,Unglück::N,ліха,инкек
559,Unglück::N,бядота,шар
560,Unglück::N,бядота,инкек
561,Schuld::N,віна,айӑп
562,Alter::N,узрост,ҫул шучӗ
563,Schluss::N,канец,пӗтни
564,Schluss::N,канец,пӗтмӗш
565,Zeit::N,час,вӑхӑт
566,Tag::N,дзень,кун
567,Morgen::N,ранак,ир
568,Morgen::N,раніца,ир
569,Mittag::N,паўдня,кӑнтӑрла
570,Mittag::N,поўдзень,кӑнтӑрла
571,Abend::N,вечар,каҫ
572,Nacht::N,ноч,каҫ
573,Woche::N,тыдзень,эрне
574,Monat::N,месяц,уйӑх
575,Jahr::N,год,ҫулталӑк
576,Frühling::N,вясна,ҫур
577,Frühling::N,вясна,ҫуркунне
578,Sommer::N,лета,ҫу
579,Sommer::N,лета,ҫулла
580,Herbst::N,восень,кӗр
581,Herbst::N,восень,кӗркунне
582,Winter::N,зіма,хӗл
583,Winter::N,зіма,хӗлле
584,Januar::N,студзень,январь
585,Februar::N,люты,февраль
586,Februar::N,люты,кӗҫӗн кӑрлач
587,März::N,сакавік,март
588,März::N,сакавік,пуш уйӑхӗ
589,April::N,красавік,апрель
590,Mai::N,май,май
591,Mai::N,травень,май
592,Juni::N,чэрвень,июнь
593,Juli::N,ліпень,июль
594,August::N,жнівень,август
595,September::N,верасень,сентябрь
596,September::N,верасень,авӑн уйӑхӗ
597,Oktober::N,кастрычнік,октябрь
598,November::N,лістапад,ноябрь
599,Dezember::N,снежань,раштав
600,Dezember::N,снежань,декабрь
601,Montag::N,панядзелак,тунти кун
602,Dienstag::N,аўторак,ытлари кун
603,Mittwoch::N,серада,юн кун
604,Donnerstag::N,чацвер,кӗҫнерни кун
605,Freitag::N,пятніца,эрне кун
606,Samstag::N,субота,шӑмат кун
607,Sonntag::N,нядзеля,вырсарни кун
608,groß::A,вялікі,пысӑк
609,klein::A,маленькі,пӗчӗк
610,lang::A,доўгі,вӑрӑм
611,kurz::A,кароткі,кӗске
612,breit::A,шырокі,сарлака
613,schmal::A,вузкі,ансӑр
614,dicht::A,густы,йӑвӑ
615,dick[Gegenstand]::A,тоўсты,хулӑн
616,dünn::A,тонкі,ҫинҫе
617,dünn::A,тонкі,ҫӳхе
618,fein::A,тонкі,тарай
619,fein::A,тонкі,вӗлтӗрти
620,fest::A,моцны,тӗреклӗ
621,flach::A,плоскі,лаптак
622,glatt::A,гладкі,такӑр
623,hart::A,цвёрды,хытӑ
624,weich::A,мяккі,ҫемҫе
625,rund::A,круглы,ҫавра
626,spitz::A,спічасты,шӗвӗр
627,spitz::A,востраканцовы,шӗвӗр
628,scharf::A,востры,ҫивӗч
629,stumpf::A,тупы,мӑка
630,stumpf::A,тупы,пуклак
631,stumpf::A,тупы,тӗрӗнчӗк
632,stumpf::A,тупы,ӑнкарусӑр
633,schwer::A,цяжкі,йывӑр
634,schön::A,прыгожы,илемлӗ
635,heiß::A,гарачы,вӗри
636,warm::A,цёплы,ӑшӑ
637,kalt::A,холадны,сивӗ
638,kühl::A,халаднаваты,уҫӑ
639,frisch::A,свежы,уҫӑ
640,feucht::A,вільготны,йӗпе
641,nass::A,мокры,нӳрӗ
642,trocken::A,сухі,типӗ
643,voll::A,поўны,тулли
644,leer::A,пусты,пушӑ
645,offen::A,адкрыты,уҫӑ
646,offen::A,адчынены,уҫӑ
647,geschlossen::A,закрыты,хупӑ
648,geschlossen::A,зачынены,хупӑ
649,sauber::A,чысты,таса
650,schmutzig::A,брудны,пылчӑклӑ
651,schmutzig::A,брудны,вараланчӑк
652,roh::A,сыры,чӗрӗ
653,reif::A,спелы,пулнӑ
654,reif::A,спелы,пиҫӗхнӗ
655,reif::A,спелы,аталаннӑ
656,reif::A,спелы,пиҫсе ҫитнӗ
657,lecker::A,смачны,тутлӑ
658,lecker::A,смачны,техӗмлӗ
659,süß::A,салодкі,пылак
660,bitter::A,горкі,йӳҫӗ
661,sauer::A,кіслы,йӳҫӗ
662,sauer::A,кіслы,йӳҫек
663,sauer::A,кіслы,кӑвасак
664,hell::A,светлы,ҫутӑ
665,dunkel::A,цёмны,тӗттӗм
666,schwarz::A,чорны,хура
667,weiß::A,белы,шурӑ
668,rot::A,чырвоны,хӗрлӗ
669,gelb::A,жоўты,сарӑ
670,blau::A,сіні,кӑвак
671,grün::A,зялёны,симӗс
672,grün::A,зялёны,пиҫмен
673,grün::A,зялёны,ӑс пухман
674,grau::A,шэры,кӑвак
675,bunt::A,пяресты,чӑпар
676,billig::A,танны,йӳнӗ
677,teuer::A,дарагі,хаклӑ
678,wertvoll::A,цэнны,паха
679,wertvoll::A,каштоўны,паха
680,blind::A,сляпы,суккӑр
681,taub::A,глухі,хӑлхасӑр
682,kräftig::A,магутны,хӑватлӑ
683,stark::A,сільны,вирлӗ
684,schwach::A,слабы,халсӑр
685,fett::A,тлусты,самӑр
686,fett::A,тлусты,мӑнтӑр
687,schlank::A,стройны,йӑрӑс
688,schlank::A,стройны,яштака
689,hübsch::A,чароўны,хитре
690,böse::A,злы,усал
691,dumm::A,дурны,ухмах
692,faul::A,лянівы,наян
693,faul::A,лянівы,юлхав
694,faul::A,лянівы,ӳркенчӗк
695,fleißig::A,руплівы,хастар
696,geizig::A,прагны,хытӑ
697,klug::A,разумны,ӑслӑ
698,geschickt::A,умелы,ӑста
699,lieb::A,мілы,савнӑ
700,lustig::A,вясёлы,хаваслӑ
701,sanft::A,ласкавы,ачаш
702,hungrig::A,галодны,выҫӑ
703,krank::A,хворы,чирлӗ
704,nackt::A,голы,ҫара
705,traurig::A,сумны,салхуллӑ
706,lebendig::A,жывы,чӗрӗ
707,gut::A,добры,аван
708,gut::A,добры,лайӑх
709,schlecht::A,кепскі,япӑх
710,schlecht::A,кепскі,начар
711,richtig::A,правільны,тӗрӗс
712,schlimm::A,агідны,йӗрӗнчӗк
713,wahr::A,сапраўдны,чӑн
714,alt::A,стары,кивӗ
715,neu::A,новы,ҫӗнӗ
716,ehemalig::A,былы,пулнӑ
717,alt[Lebewesen]::A,стары,ватӑ
718,jung::A,малады,яш
719,jung::A,малады,ҫамрӑк
720,arm::A,бедны,чухӑн
721,reich::A,багаты,пуян
722,bekannt::A,знаёмы,пӗлӗш
723,berühmt::A,славуты,чаплӑ
724,fremd::A,чужы,ют
725,verschieden::A,розны,расна
726,nah::A,блізкі,ҫывӑх
727,nah::A,блізкі,ҫывӑхри
728,fern::A,далёкі,инҫе
729,fern::A,далёкі,аякри
730,linker::A,левы,сулахай
731,rechter::A,правы,сылтӑм
