,Concept_ID,cy,ab
143,Fell::N,ffwr,ацəа
144,Flügel::N,adain,амҵəыжəа
145,Klaue::N,crafanc,ашьапхыц
146,Kralle::N,ewin,
147,Schwanz::N,cwt,аҵыхəа
148,Schwanz::N,cynffon,аҵыхəа
149,Ei::N,wy,акəтаӷь
150,Nest::N,nyth,аҭра
151,Nest::N,nyth,аҵысҭра
152,Bau::N,ffau,аҭыҩра
153,Tier::N,anifail,аҧстəы
154,Tier::N,anifail,агыгшəыг
155,Herde::N,praidd,агəарҭа
156,Herde::N,diadell,агəарҭа
157,Kuh::N,buwch,ажə
158,Bulle::N,tarw,ацə
159,Pferd::N,ceffyl,аҽы
160,Schaf::N,dafad,ауаса
161,Schwein::N,mochyn,аҳəа
162,Hund::N,ci,ала
163,Katze::N,cath,ацгəы
164,Bär::N,arth,амшə
165,Eichhörnchen::N,gwiwer,аеш
166,Elch::N,elc,аҽаҩа
167,Fuchs::N,cadno,абгахəыҷы
168,Hase::N,ysgyfarnog,ажьа
169,Maus::N,llygoden,аҳəынаҧ
170,Wolf::N,blaidd,абгаду
171,Vogel::N,aderyn,аҧсаатə
172,Schwarm::N,haid,
173,Huhn::N,cyw,акəты
174,Hahn::N,ceiliog,арбаҕь
175,Gans::N,gŵydd,аҟыз
176,Adler::N,eryr,ауарба
177,Ente::N,hwyad,акəата
178,Eule::N,tylluan,аты
179,Kranich::N,garan,апҟа
180,Kranich::N,crychydd,апҟа
181,Krähe::N,brân,аҟəараан
182,Kuckuck::N,cog,акəыкəу
183,Kuckuck::N,cwcw,акəыкəу
184,Schwan::N,alarch,агьад
185,Fisch::N,pysgod,аҧсыӡ
186,Barsch::N,draenog,ацəыбла
187,Hecht::N,penhwyad,ахиаала
188,Schlange[Tier]::N,neidr,амаҭ
189,Wurm::N,abwydyn,ахəа
190,Wurm::N,abwydyn,ахəац
191,Wurm::N,pryf genwair,ахəа
192,Wurm::N,pryf genwair,ахəац
193,Spinne::N,cor,абызкаҭаҳа
194,Spinne::N,pryf copyn,абызкаҭаҳа
195,Ameise::N,morgrugyn,ашышкамс
196,Laus::N,lleuen,аҵа
197,Mücke::N,gwybedyn,акəыбры
198,Fliege::N,cleren,амҵ
199,Schmetterling::N,glöyn byw,аҧарҧалыкь
200,Schmetterling::N,iâr fach yr haf,аҧарҧалыкь
201,Beere::N,aeronen,аргуц
202,Apfel::N,afal,аҵəа
203,Pilz::N,madarch,акəкəбаа
204,Zwiebel::N,nionyn,аџьымшьы
205,Zwiebel::N,nionyn,аџьымшьхы
206,Zwiebel::N,winwnsyn,аџьымшьы
207,Zwiebel::N,winwnsyn,аџьымшьхы
208,Saat::N,had,ажəла
209,Korn::N,grawn,арыц
210,Heu::N,gwair,аҭəа
211,Schale::N,croen,ацəа
212,Schale::N,plisgyn,ацəа
213,Grube::N,pwll,ажра
214,Grube::N,pwll,атыша
215,Grube::N,pydew,ажра
216,Grube::N,pydew,атыша
217,Falle::N,magl,арыҧҟьа
218,Schlinge::N,cwlwm rhedeg,аҟəараҟəантə
219,Spur::N,ôl,ашьҭа
220,Asche::N,lludw,ахəа
221,Dreck::N,baw,аҳəынҵəа
222,Dreck::N,baw,аҟьамсар
223,Dreck::N,budreddi,аҳəынҵəа
224,Dreck::N,budreddi,аҟьамсар
225,Eisen::N,haearn,аиха
226,Gold::N,aur,ахьы
227,Silber::N,arian,аразны
228,Kohle::N,glo,арацəа
229,Glas::N,gwydr,асаркьа
230,Lehm::N,clai,анышəаҧшь
231,Sand::N,tywod,аҧслымӡ
232,Mensch::N,dyn,ауаҩы
233,Mann::N,dyn,ахаҵа
234,Frau::N,merch,аҧҳəыс
235,Frau::N,gwraig,аҧҳəыс
236,Kind::N,plentyn,ахəыҷы
237,Junge::N,hogyn,аҷкəын
238,Junge::N,hogyn,ахаҵарҧыс
239,Junge::N,bachgen,аҷкəын
240,Junge::N,bachgen,ахаҵарҧыс
241,Mädchen::N,merch,аӡӷаб
242,Mädchen::N,geneth,аӡӷаб
243,Familie::N,teulu,аҭаацəа
244,Familie::N,tylwyth,аҭаацəа
245,Großvater::N,taid,абду
246,Großvater::N,tad-cu,абду
247,Großmutter::N,nain,анду
248,Großmutter::N,mam-gu,анду
249,Eltern::N,rhieni,ани аби
250,Vater::N,tad,аб
251,Mutter::N,mam,ан
252,Sohn::N,mab,аҧа
253,Tochter::N,merch,аҧҳа
254,Bruder::N,brawd,аиашьа
255,Schwester::N,chwaer,Аҳəшьа
256,Onkel::N,ewythr,абиашьа
257,Onkel::N,ewythr,аншьа
258,Tante::N,modryb,абиаҳəшьа
259,Ehemann::N,gŵr,ахаҵа
260,Ehemann::N,gŵr,аҧшəма
261,Ehefrau::N,gwraig,аҧҳəыс
262,Freude::N,gorfoledd,агəырӷьара
263,Gelächter::N,chwerthin,ачча
264,Gelächter::N,chwerthin,аччара
265,Glück::N,hapusrwydd,аразҟы
266,Kummer::N,galar,агəырҩа
267,Wunsch::N,dymuniad,агəхəтəы
268,Wunsch::N,dymuniad,аҭахра
269,Lust::N,chwant,агəазыҳəара
270,Geist::N,ysbryd,аҧсы
271,Gedanke::N,meddwl,ахəыцырҭа
272,Gedächtnis::N,cof,агəынкылара
273,Verstand::N,meddwl,ахшыҩ
274,Sinn::N,ystyr,аҵакы
275,Grund::N,achos,амзыз
276,Grund::N,rheswm,амзыз
277,Wahrheit::N,gwir,аиаша
278,Wahrheit::N,gwirionedd,аиаша
279,Gespräch::N,sgwrs,аиҿцәажәара
280,Märchen::N,chwedl werin,алакə
281,Erzählung::N,stori,ажәабжь
282,Nachricht::N,neges,адырраҭара
283,Neuigkeit::N,newydd,ажәабжь ҿыц
284,Name::N,enw,ахьӡ
285,Rätsel::N,pos,ацуфара
286,Rede::N,araith,ажәа
287,Sprache::N,iaith,абызшəа
288,Stimme::N,llais,абжьы
289,Wort::N,gair,ажәа
290,Zeichen::N,arwydd,адырга
291,Ruf::N,galwad,аҿҭы
292,Lärm::N,trwst,ашьҭыбжь
293,Laut::N,sain,ашьҭыбжь
294,Ton::N,tôn,атон
295,Lied::N,cân,ашəа
296,Ruhe::N,tawelwch,аҭынчра
297,Leute::N,pobl,ауаа
298,Volk::N,pobl,ажəлар
299,Arbeit::N,gwaith,аусура
300,Gast::N,gwestai,асас
301,Geschenk::N,rhodd,аҳамҭа
302,Geschenk::N,rhodd,аҿанҵа
303,Geschenk::N,anrheg,аҳамҭа
304,Geschenk::N,anrheg,аҿанҵа
305,Spiel::N,chwarae,ахəмарра
306,Gesellschaft::N,cwmni,агəыҧ
307,Hilfe::N,cymorth,ацхыраара
308,Freund::N,cyfaill,аҩыза
309,Kamerad::N,cydymaith,Аҧхнагьла
310,Angelegenheit::N,pwnc,аус
311,Anzahl::N,cyfrif,ахыҧхьаӡара
312,Art::N,bath,ахкы
313,Stück::N,darn,аҽыҭ
314,Teil::N,rhan,ахəҭа
315,Hälfte::N,hanner,абжа
316,Kreis::N,cylch,агьагьа
317,Kreuz::N,croes,аџьар
318,Linie::N,llinell,аицтәар
319,Strich::N,strôc,ацəаҳəа
320,Strich::N,trawiad,ацəаҳəа
321,Abstand::N,bwlch,абжьара
322,Abstand::N,pellter,абжьара
323,Entfernung::N,pellter,абжьара
324,Gegend::N,cylch,аҭыҧ
325,Platz::N,lle,аҭыҧ
326,Ort::N,lle,аҭыҧ
327,Seite::N,ochr,аган
328,Mitte::N,canol,агəҭа
329,Gegenstand::N,eitem,амаҭəар
330,Sache::N,peth,
331,Rand::N,cwr,аҵкар
332,Rand::N,ymyl,аҵкар
333,Kante::N,min,авардым
334,Kante::N,ymyl,авардым
335,Ecke::N,cornel,акəакь
336,Spitze::N,blaen,аҧынҵа
337,Ende::N,pen,анаӡара
338,Loch::N,twll,акылҵəара
339,Winkel::N,congl,агҿаҩра
340,Winkel::N,congl,акəындхə
341,Winkel::N,congl,акəакь
342,Muster::N,patrwm,аҟҟа
343,Größe::N,maint,изаҟароу
344,Größe::N,maintioli,изаҟароу
345,Länge::N,hyd,аура
346,Höhe::N,uchder,агылара
347,Gewicht::N,pwysau,акапан
348,Menge::N,swm,
349,Menge::N,maint,
350,Haufen::N,pentwr,ачаҟəа
351,Reihe::N,rhes,ацəаҳəа
352,Boot::N,cwch,анышь
353,Ruder::N,rhwyf,ажəҩа
354,Schlitten::N,sled,ашəаҩауардын
355,Schlitten::N,car llusg,ашəаҩауардын
356,Ski::N,sgi,ашəаҩа
357,Ski::N,sgi,ашьахаха
358,Lagerfeuer::N,coelcerth,еиқуу амца
359,Last::N,llwyth,ахьанҭара
360,Gang::N,tro,аныҟəара
361,Schritt::N,cam,ашьаҿа
362,Norden::N,gogledd,аҩада
363,Süden::N,de,алада
364,Westen::N,gorllewin,амраҭашəара
365,Osten::N,dwyrain,амрагылара
366,Holz::N,pren,амҿымаҭəахə
367,Brett::N,bwrdd,аӷəы
368,Brett::N,astell,аӷəы
369,Platte::N,llech,ахаҳәцәы
370,Stütze::N,ateg,аҵаргəа
371,Stütze::N,ateg,агəышьаҟа
372,Stütze::N,cynhalydd,аҵаргəа
373,Stütze::N,cynhalydd,агəышьаҟа
374,Stange::N,polyn,акьат
375,Stock::N,ffon,алаба
376,Stock::N,brigyn,алаба
377,Stab::N,ffon,акьат
378,Rohr::N,pibell,абыкь
379,Haus::N,tŷ,аҩны
380,Heim::N,cartref,аҭаацəа
381,Ofen::N,stof,аҳақə
382,Ofen::N,stof,ауаџьаҟ
383,Ofen::N,stof,афрына
384,Fußboden::N,llawr,адашьма
385,Tisch::N,bwrdd,аишәа
386,Stuhl::N,cadair,аҟəардə
387,Wiege::N,crud,агара
388,Bett::N,gwely,акаруаҭ
389,Regal::N,silff,акыӷəра
390,Kiste::N,bocs,аидчаҧала
391,Kiste::N,blwch,аидчаҧала
392,Fenster::N,ffenestr,аҧенџьыр
393,Tür::N,drws,ашə
394,Tor::N,porth,агəашə
395,Zaun::N,ffens,аанда
396,Dach::N,to,ахыб
397,Leiter::N,ysgol,амардуан
398,Besen::N,ysgub,аҧссага
399,Spaten::N,rhaw,ажыга
400,Schaufel::N,rhaw,аҭəарӷəы
401,Gabel::N,fforc,ачқьыҧ
402,Löffel::N,llwy,амҳаҵə
403,Messer::N,cyllell,аҳəызба
404,Nagel::N,hoel,аҵəымӷ
405,Netz::N,gwe,акаҭа
406,Netz::N,rhwyd,акаҭа
407,Haken::N,bach,аҵəаҳə
408,Griff::N,carn,амаа
409,Schloss::N,clo,асаҧаҭ
410,Bild::N,llun,асахьа
411,Bild::N,pictiwr,асахьа
412,Figur::N,ffigur,афигура
413,Puppe::N,dol,акьанџьа
414,Beutel::N,cwd,асакь
415,Bündel::N,bwndel,аҿаҳəара
416,Bündel::N,coflaid,аҿаҳəара
417,Tasche::N,cod,арҭмаҟ
418,Eimer::N,bwced,аведра
419,Eimer::N,cunnog,аведра
420,Deckel::N,caead,ахҩа
421,Geschirr::N,llestri,ачысмаҭəа
422,Sack::N,sach,асакь
423,Tasse::N,cwpan,аҵəца
424,Topf::N,pot,акаструлиа
425,Topf::N,crochan,акаструлиа
426,Kessel::N,tegell,ачуан
427,Essen::N,pryd o fwyd,
428,Nahrung::N,bwyd,афатə
429,Speise::N,saig,афатə
430,Fleisch::N,cig,акəац
431,Getreide::N,ŷd,ачакуа
432,Getreide::N,llafur,ачакуа
433,Brei::N,uwd,ақашь
434,Brot::N,bara,ача
435,Scheibe::N,tafell,аҽыҭ
436,Scheibe::N,tafell,аҿаҵа
437,Fett::N,saim,ашша
438,Fett::N,braster,ашша
439,Butter::N,ymenyn,ахəша
440,Öl::N,olew,азеҭ
441,Salz::N,halen,аџьыка
442,Suppe::N,cawl,асуҧ
443,Honig::N,mêl,ацха
444,Milch::N,llaeth,ахш
445,Milch::N,llefrith,ахш
446,Tee::N,te,ачаи
447,Leder::N,lledr,ацəа
448,Wolle::N,gwlân,аласа
449,Stoff::N,lliain,Аба
450,Stoff::N,brethyn,Аба
451,Nadel::N,nodwydd,агəыр
452,Faden::N,edau,арахəыц
453,Faden::N,edefyn,арахəыц
454,Knopf::N,botwm,аҳəынҵəра
455,Knoten::N,cwlwm,аиқəҳəала
456,Farbe::N,paent,ашəыга
457,Kleidung::N,dillad,амаҭəа
458,Kleidung::N,gwisgoedd,амаҭəа
459,Hemd::N,crys,акьаҿ
460,Kragen::N,coler,ахəда
461,Ärmel::N,llawes,амаӷра
462,Hose::N,trowsus,аиқəа
463,Gürtel::N,gwregys,амаҟа
464,Mütze::N,cap,ахылҧа
465,Schuh::N,esgid,аимаа
466,Stiefel::N,botasen,амагə
467,Ring::N,modrwy,амацəаз
468,Band::N,rhuban,алента
469,Kamm::N,crib,ахҳəа
470,Spiegel::N,drych,асаркьа
471,Riemen::N,strap,аа
472,Schnur::N,llinyn,ашаха
473,Leine::N,tennyn,аҕура
474,Decke::N,blanced,ахыза
475,Decke::N,gwrthban,ахыза
476,Kissen::N,clustog,ахчы
477,Kissen::N,gobennydd,ахчы
478,Tuch::N,sgarff,акасы
479,Handtuch::N,tywel,ампахьшьы
480,Handtuch::N,lliain sychu,ампахьшьы
481,Kraft::N,grym,амч
482,Stärke::N,nerth,амч
483,Stärke::N,cryfder,амч
484,Gesundheit::N,iechyd,агəабзиара
485,Krankheit::N,afiechyd,ачымазара
486,Krankheit::N,anhwylder,ачымазара
487,Schmerz::N,poen,ахьаа
488,Schmerz::N,gwayw,ахьаа
489,Wunde::N,clwyf,ахəра
490,Fieber::N,twymyn,ашоура
491,Arznei::N,meddyginiaeth,ахəшə
492,Brücke::N,pont,ацҳа
493,Brunnen::N,ffynnon,аҵыџь
494,Weide::N,porfa,аҳəырҭа
495,Pfad::N,llwybr,амхəасҭа
496,Weg::N,ffordd,амҩа
497,Straße::N,heol,амҩа
498,Straße::N,ffordd,амҩа
499,Dorf::N,pentref,ақыҭа
500,Stadt::N,tref,ақалақь
501,Brief::N,llythyr,ашəҟəы
502,Buch::N,llyfr,ашəҟəы
503,Buchstabe::N,llythyren,анбан
504,Zeitung::N,papur newydd,агазеҭ
505,Leben::N,bywyd,аҧсҭазаара
506,Tod::N,marwolaeth,аҧсра
507,Grab::N,bedd,анышəынҭра
508,Kirche::N,eglwys,ауахəама
509,Sünde::N,pechod,агəнаҳа
510,Gott::N,duw,анцəа
511,Arbeiter::N,gweithiwr,аусуҩ
512,Chef::N,pennaeth,Аиҳабы
513,Meister::N,meistr,аҟаза
514,Arzt::N,meddyg,аҳақьым
515,Lehrer::N,athro,арҵаҩы
516,Geld::N,pres,аҧара
517,Geld::N,arian,аҧара
518,Geschäft::N,busnes,
519,Laden::N,siop,амагазин
520,Preis::N,pris,ахə
521,Ware::N,nwydd,атауар
522,Nutzen::N,elw,ақьар
523,Nutzen::N,budd,ақьар
524,Reichtum::N,cyfoeth,абеиара
525,Welt::N,byd,адунеи
526,Land::N,gwlad,атəыла
527,Staat::N,gwladwriaeth,аҳəынҭқарра
528,König::N,brenin,акрал
529,Macht::N,grym,амчра
530,Macht::N,awdurdod,амчра
531,Grenze::N,ffin,аҳəаа
532,Grenze::N,goror,аҳəаа
533,Krieg::N,rhyfel,аибашьра
534,Feind::N,gelyn,Аҕа
535,Gewalt::N,ffyrnigrwydd,ақəымчра
536,Kampf::N,brwydr,ақəҧара
537,Bogen[Waffe]::N,bwa,ахыц
538,Pfeil::N,saeth,ахəымпал
539,Gewehr::N,dryll,ашəақь
540,Fehler::N,gwall,агха
541,Fehler::N,camgymeriad,агха
542,Lüge::N,celwydd,амц
543,Lüge::N,anwiredd,амц
544,Schaden::N,niwed,аҧырхага
545,Schaden::N,difrod,аҧырхага
546,Unglück::N,anffawd,арыцҳара
547,Schuld::N,bai,ахара
548,Alter::N,oed,ақəра
549,Schluss::N,diwedd,анҵəамҭа
550,Zeit::N,amser,аамта
551,Tag::N,dydd,амш
552,Tag::N,diwrnod,амш
553,Morgen::N,bore,ашара
554,Morgen::N,bore,ашьыбжь
555,Mittag::N,nawn,шьыбжьон
556,Abend::N,noswaith,ахəылҧаз
557,Abend::N,noswaith,ахəлбыҽха
558,Nacht::N,nos,аҵх
559,Woche::N,wythnos,амчыбжь
560,Monat::N,mis,
561,Jahr::N,blwyddyn,
562,Frühling::N,gwanwyn,ааҕын
563,Sommer::N,haf,аҧхын
564,Herbst::N,hydref,ҭагалан
565,Herbst::N,hydref,хкаарачан
566,Winter::N,gaeaf,аӡын
567,Januar::N,Ionawr,ианвар
568,Februar::N,Chwefror,февраль
569,März::N,Mawrth,март
570,April::N,Ebrill,апрель
571,Mai::N,Mai,маи
572,Juni::N,Mehefin,иуун
573,Juli::N,Gorffennaf,иууль
574,August::N,Awst,август
575,September::N,Medi,сентиабр
576,Oktober::N,Hydref,октиабр
577,November::N,Tachwedd,ноиабр
578,Dezember::N,Rhagfyr,декабр
579,Montag::N,dydd Llun,ашəахьа
580,Dienstag::N,dydd Mawrth,аҩаша
581,Mittwoch::N,dydd Mercher,ахаша
582,Donnerstag::N,dydd Iau,аҧшьаша
583,Freitag::N,dydd Gwener,ахəаша
584,Samstag::N,dydd Sadwrn,асабша
585,Sonntag::N,dydd Sul,амҽыша
586,groß::A,mawr,аду
587,klein::A,bach,амаҷ
588,lang::A,hir,ахəхəа
589,kurz::A,byr,акьаҿ
590,kurz::A,cwta,акьаҿ
591,breit::A,llydan,аиужь
592,breit::A,llydan,аиҵых
593,schmal::A,cul,аҭшəа
594,dicht::A,dwys,аилач
595,dick[Gegenstand]::A,trwchus,ажəпа
596,dünn::A,tenau,
597,fein::A,main,апа
598,fein::A,main,аҵаӷа
599,fein::A,main,аӡа
600,fest::A,cadarn,аҟаца
601,fest::A,cadarn,аӷəӷəаҟаца
602,flach::A,gwastad,ақəаҟьа
603,flach::A,gwastad,аҧаҟьа
604,glatt::A,llyfn,аимаҩзы
605,hart::A,caled,акьакьа
606,weich::A,meddal,атата
607,rund::A,crwn,акəмпыл
608,spitz::A,pigfain,аҵар
609,scharf::A,miniog,аҵар
610,stumpf::A,pŵl,ацагə
611,schwer::A,trwm,ахьанҭа
612,schön::A,teg,аҧшӡа
613,schön::A,hardd,аҧшӡа
614,schön::A,prydferth,аҧшӡа
615,heiß::A,poeth,ашы
616,warm::A,twym,аҧха
617,warm::A,cynnes,аҧха
618,kalt::A,oer,ахьшəашəа
619,kühl::A,oeraidd,ахьшəашəа
620,kühl::A,oeraidd,ицәыхьшәашәоу
621,frisch::A,iach,цқьа
622,feucht::A,llaith,ацəаак
623,nass::A,gwlyb,абааӡа
624,trocken::A,sych,Аба
625,trocken::A,sych,аҩа
626,voll::A,llawn,азна
627,leer::A,gwag,аҭацəы
628,offen::A,agored,аарта
629,geschlossen::A,caead,ихҩоу
630,geschlossen::A,caead,иаркыу
631,geschlossen::A,caeëdig,ихҩоу
632,geschlossen::A,caeëdig,иаркыу
633,sauber::A,glân,ацқьа
634,schmutzig::A,budr,аҟьашь
635,schmutzig::A,brwnt,аҟьашь
636,roh::A,amrwd,
637,reif::A,aeddfed,Арҭ
638,reif::A,aeddfed,аҟала
639,reif::A,aeddfed,иҟалахьоу
640,lecker::A,blasus,ахаа
641,lecker::A,danteithiol,ахаа
642,süß::A,melys,азла
643,bitter::A,chwerw,аша
644,sauer::A,sur,аҵəҵəы
645,hell::A,disglair,алаша
646,dunkel::A,tywyll,алашьца
647,schwarz::A,du,аиқуаҵәа
648,weiß::A,gwyn,ашкəакəа
649,rot::A,coch,аҟаҧшь
650,gelb::A,melyn,аҩеижь
651,blau::A,glas,аҽҵәа
652,grün::A,gwyrdd,ашьацҧшҭəала
653,grün::A,gwyrdd,аеҵəа
654,grau::A,llwyd,ацəыш
655,bunt::A,lliwgar,Аилыҕраа
656,bunt::A,lliwgar,аҕраҷкəын
657,billig::A,rhad,амариа
658,teuer::A,drud,амҩан
659,wertvoll::A,gwerthfawr,кыр иаҕсоу
660,wertvoll::A,gwerthfawr,акыр иаҕсоу
661,blind::A,dall,алашə
662,taub::A,byddar,адагəа
663,kräftig::A,nerthol,аӷəӷəа
664,kräftig::A,grymus,аӷəӷəа
665,stark::A,cryf,абаҟа
666,stark::A,cadarn,абаҟа
667,schwach::A,gwan,акəада
668,fett::A,tew,аҧсыла
669,schlank::A,main,акала
670,schlank::A,main,акьалантар
671,schlank::A,main,аиҿартə
672,hübsch::A,tlws,аҧшӡа
673,böse::A,drwg,абааҧсы
674,dumm::A,twp,агаӡа
675,faul::A,diog,аашьа
676,fleißig::A,dyfal,иҟубҷоу
677,geizig::A,crintach,акы
678,geizig::A,crintach,акаҷбеи
679,geizig::A,crintach,аҟəџьыр
680,geizig::A,cybyddlyd,акы
681,geizig::A,cybyddlyd,акаҷбеи
682,geizig::A,cybyddlyd,аҟəџьыр
683,klug::A,deallus,аҟəыш
684,klug::A,deallus,аҟəыӷа
685,geschickt::A,medrus,напҟазала
686,geschickt::A,deheuig,напҟазала
687,lieb::A,hoff,алашара
688,lieb::A,annwyl,алашара
689,lustig::A,llon,алах-ҿых
690,lustig::A,llon,игурҕьаччо
691,lustig::A,llon,агурҕьа
692,lustig::A,llon,агурҿыхага
693,sanft::A,mwyn,атата
694,sanft::A,mwyn,аҟəымшəышə
695,sanft::A,mwyn,ақьыҧш
696,hungrig::A,newynog,амлашь
697,krank::A,sâl,ачымазаҩ
698,krank::A,gwael,ачымазаҩ
699,nackt::A,noeth,аҟьантаз
700,traurig::A,trist,алахьеиқəҵага
701,lebendig::A,yn fyw,абза
702,gut::A,da,абзиа
703,schlecht::A,drwg,-хəарҭам
704,schlecht::A,gwael,-хəарҭам
705,richtig::A,cywir,иашоу
706,schlimm::A,enbyd,абааҧсы
707,wahr::A,gwir,агəҭылса
708,wahr::A,gwir,абзиаҵəҟьа
709,alt::A,hen,Ажə
710,neu::A,newydd,аҿыц
711,ehemalig::A,blaenorol,анкьатәи
712,alt[Lebewesen]::A,oedrannus,абырг
713,alt[Lebewesen]::A,oedrannus,ақабада
714,alt[Lebewesen]::A,oedrannus,Ажə
715,jung::A,ifanc,аҟата
716,arm::A,tlawd,ананамга
717,reich::A,cyfoethog,абеиа
718,bekannt::A,cynefin,адыр
719,bekannt::A,cyfarwydd,адыр
720,berühmt::A,enwog,адыр
721,fremd::A,estron,атəым
