,Concept_ID,hu,lbe
98,Raureif::N,zúzmara,сил
99,Raureif::N,zúzmara,бурса
100,Regenbogen::N,szivárvány,ссурул ккуртта
101,Donner::N,dörgés,къув
102,Donner::N,mennydörgés,къув
103,Strömung::N,áramlat,экьинанаву
104,Tropfen::N,csepp,кӏунтӏ
105,Schaum::N,hab,хьама
106,Schaum::N,tajték,хьама
107,Schmutz::N,piszok,кьяркьи
108,See::N,tó,бяр
109,Sumpf::N,mocsár,кунцӏа
110,Moor::N,láp,
111,Wiese::N,rét,кьан
112,Wiese::N,mező,кьан
113,Wald::N,erdő,вацӏа
114,Hügel::N,domb,бакӏу
115,Anhöhe::N,magaslat,
116,Berg::N,hegy,зунтту
117,Gipfel::N,csúcs,мицӏ
118,Höhle::N,barlang,нух
119,Abhang::N,lejtő,сун
120,Quelle::N,forrás,дайдихьу
121,Quelle::N,forrás,бакӏ
122,Bach::N,patak,чӏрир нех
123,Fluss::N,folyó,нех
124,Ufer::N,part,зума
125,Küste::N,tengerpart,зумаинхалу
126,Küste::N,tengerpart,зуманицӏалу
127,Festland::N,szárazföld,кьири
128,Meer::N,tenger,хьхьири
129,Bucht::N,öböl,
130,Insel::N,sziget,жазира
131,Blume::N,virág,тӏутӏи
132,Gras::N,fű,уртту
133,Wurzel::N,gyökér,мархха
134,Baum::N,fa,мурхь
135,Stamm::N,tő,ттарцӏ
136,Stamm::N,törzs,ттарцӏ
137,Rinde::N,kéreg,ккамара
138,Ast::N,ág,матӏи
139,Zweig::N,gally,къяртта
140,Blatt::N,levél,чӏапӏи
141,Birke::N,nyír,кӏялахӏи
142,Birke::N,nyír,кӏялахӏилул мурхь
143,Kiefer[Baum]::N,fenyő,ттар
144,Kiefer[Baum]::N,fenyő,ттарлил мурхь
145,Weide[Baum]::N,fűz,щавщи
146,Tanne::N,fenyő,ттарлил мурхь
147,Horn::N,szarv,хъи
148,Feder::N,toll,лелуххул тӏиму
149,Fell::N,szőr,бурчу
150,Fell::N,bunda,бурчу
151,Flügel::N,szárny,хъа
152,Flügel::N,szárny,ххурупӏайрал тӏиму
153,Klaue::N,köröm,михь
154,Kralle::N,karom,ххяппа
155,Schwanz::N,farok,магъ
156,Ei::N,tojás,ккунук
157,Nest::N,fészek,кюру
158,Bau::N,odú,цукъуккутӏ
159,Tier::N,állat,хӏайван
160,Herde::N,nyáj,газу
161,Herde::N,csorda,газу
162,Kuh::N,tehén,оьл
163,Bulle::N,bika,ниц
164,Pferd::N,ló,чу
165,Schaf::N,juh,тта
166,Schaf::N,birka,тта
167,Schwein::N,sertés,дунгъуз
168,Hund::N,eb,ккаччи
169,Hund::N,kutya,ккаччи
170,Katze::N,macska,ччиту
171,Bär::N,medve,цуша
172,Eichhörnchen::N,mókus,бюрхттукку
173,Elch::N,jávorszarvas,ниц-бюрин
174,Fuchs::N,róka,цулчӏа
175,Fuchs::N,róka,куча цулчӏа
176,Hase::N,nyúl,бюрх
177,Maus::N,egér,кӏулу
178,Wolf::N,farkas,барцӏ
179,Vogel::N,madár,лелуххи
180,Schwarm::N,raj,гьухъала
181,Huhn::N,tyúk,аьнакӏи
182,Hahn::N,kakas,ажари
183,Gans::N,lúd,къаз
184,Gans::N,liba,къаз
185,Adler::N,sas,барзу
186,Ente::N,kacsa,урдак
187,Eule::N,bagoly,ису
188,Eule::N,bagoly,ччиккумяв
189,Kranich::N,daru,кьурукь
190,Krähe::N,varjú,хъатӏу
191,Kuckuck::N,kakukk,ччикку
192,Schwan::N,hattyú,урттил къаз
193,Fisch::N,hal,чавахъ
194,Barsch::N,sügér,
195,Hecht::N,csuka,
196,Schlange[Tier]::N,kígyó,шатта
197,Wurm::N,kukac,кьюнукьай шатта
198,Spinne::N,pók,ххялцу
199,Ameise::N,hangya,митӏикьукьу
200,Laus::N,tetű,
201,Mücke::N,szúnyog,мичӏак
202,Fliege::N,légy,зимиз
203,Schmetterling::N,lepke,чӏимучӏали
204,Schmetterling::N,pillangó,чӏимучӏали
205,Beere::N,bogyó,хӏаллил ахъулсса
206,Apfel::N,alma,гьивч
207,Pilz::N,gomba,ттуккул иис
208,Zwiebel::N,hagyma,лаччул чсмусул бакӏ
209,Saat::N,vetőmag,гьанна
210,Korn::N,mag,къама
211,Korn::N,szem,къама
212,Heu::N,széna,ххулув
213,Schale::N,héj,ккиртту
214,Grube::N,verem,кӏаланг
215,Falle::N,csapda,къатӏа
216,Schlinge::N,tőr,хӏатӏ
217,Spur::N,nyom,ша
218,Asche::N,hamu,лах
219,Dreck::N,sár,кьяркьи
220,Dreck::N,sár,венп
221,Dreck::N,piszok,кьяркьи
222,Dreck::N,piszok,венп
223,Eisen::N,vas,мах
224,Gold::N,arany,муси
225,Silber::N,ezüst,арцу
226,Kohle::N,szén,кӏалаш
227,Kohle::N,szén,хъуручӏ
228,Glas::N,üveg,пюрун
229,Lehm::N,agyag,сина аьрщи
230,Lehm::N,vályog,сина аьрщи
231,Sand::N,homok,къун
232,Mensch::N,ember,инсан
233,Mann::N,úr,чув
234,Mann::N,úr,адимина
235,Mann::N,férfi,чув
236,Mann::N,férfi,адимина
237,Frau::N,nő,щарсса
238,Frau::N,nő,хъамитайпа
239,Frau::N,asszony,щарсса
240,Frau::N,asszony,хъамитайпа
241,Kind::N,gyerek,чӏиви оьрчӏ
242,Kind::N,gyermek,чӏиви оьрчӏ
243,Junge::N,fiú,оьрчӏ
244,Junge::N,fiú,бурхьин оьрчӏ
245,Mädchen::N,lány,душ
246,Familie::N,család,кулпат
247,Großvater::N,nagyapa,ттатта
248,Großvater::N,nagyapa,ниттил ппу
249,Großmutter::N,nagyanya,буттал нину
250,Eltern::N,szülők,нину-ппу
251,Vater::N,apa,ппу
252,Vater::N,atya,ппу
253,Mutter::N,anya,нину
254,Sohn::N,fiú,арс
255,Tochter::N,lány,душ
256,Bruder::N,fivér,уссу
257,Bruder::N,testvér,уссу
258,Schwester::N,nővér,ссу
259,Schwester::N,lánytestvér,ссу
260,Onkel::N,nagybácsi,буттауссу
261,Tante::N,nagynéni,буттал ссу
262,Ehemann::N,férj,лас
263,Ehefrau::N,feleség,щар
264,Ehefrau::N,feleség,щарсса
265,Freude::N,öröm,шадшиву
266,Freude::N,öröm,ххаришиву
267,Gelächter::N,nevetés,хъяхъаву
268,Gelächter::N,hahotázás,хъяхъаву
269,Glück::N,boldogság,талихӏ
270,Kummer::N,bánat,дард
271,Wunsch::N,óhaj,мурад
272,Lust::N,kedv,гьавас
273,Lust::N,kedv,ччаву
274,Geist::N,elme,рухӏ
275,Geist::N,szellem,рухӏ
276,Gedanke::N,gondolat,пикри
277,Gedächtnis::N,emlékezet,дакӏний личӏаву
278,Verstand::N,ész,аькьлу
279,Verstand::N,értelem,аькьлу
280,Sinn::N,értelem,мяъна
281,Grund::N,ok,багьана
282,Grund::N,alap,багьана
283,Wahrheit::N,igaz,тӏайламур
284,Wahrheit::N,igaz,хӏакьмур
285,Wahrheit::N,igazság,тӏайламур
286,Wahrheit::N,igazság,хӏакьмур
287,Gespräch::N,beszélgetés,ихтилат
288,Märchen::N,mese,магьа
289,Erzählung::N,elbeszélés,хавар
290,Nachricht::N,hír,хавар
291,Nachricht::N,híradás,хавар
292,Neuigkeit::N,újság,хавар
293,Name::N,név,цӏа
294,Rätsel::N,rejtvény,ссигьа
295,Rede::N,beszéd,гъалгъа
296,Rede::N,szónoklat,гъалгъа
297,Sprache::N,nyelv,маз
298,Stimme::N,hang,чӏу
299,Stimme::N,hang,чӏукӏа
300,Wort::N,szó,махъ
301,Zeichen::N,jel,лишан
302,Ruf::N,kiáltás,
303,Lärm::N,zaj,чӏу
304,Laut::N,hang,чӏу
305,Ton::N,hang,чӏу
306,Lied::N,dal,балай
307,Lied::N,ének,балай
308,Ruhe::N,csend,дигьалагру
309,Ruhe::N,nyugalom,дигьалагру
310,Leute::N,emberek,инсантал
311,Volk::N,nép,ил
312,Volk::N,nép,халкь
313,Arbeit::N,dolog,заву
314,Gast::N,vendég,хъамаличу
315,Geschenk::N,ajándék,бухчакарши
316,Geschenk::N,ajándék,лажинккакку
317,Spiel::N,játék,тӏуркӏу
318,Gesellschaft::N,társaság,жямат
319,Gesellschaft::N,társaság,ккуран
320,Hilfe::N,segítség,кумаг
321,Freund::N,barát,дус
322,Kamerad::N,társ,хӏаласу
323,Angelegenheit::N,ügy,иш
324,Anzahl::N,szám,аьдад
325,Art::N,faj,жинс
326,Art::N,fajta,жинс
327,Stück::N,darab,касак
328,Teil::N,rész,бутӏа
329,Hälfte::N,fél,дачӏи
330,Kreis::N,kör,кюрщан
331,Kreuz::N,kereszt,ххач
332,Linie::N,vonal,щва
333,Strich::N,vonás,щва
334,Abstand::N,köz,манзил
335,Entfernung::N,távolság,манзил
336,Gegend::N,táj,кӏану
337,Gegend::N,vidék,кӏану
338,Platz::N,hely,
339,Ort::N,hely,кӏану
340,Seite::N,fél,чул
341,Seite::N,fél,чулухалу
342,Seite::N,oldal,чул
343,Seite::N,oldal,чулухалу
344,Mitte::N,közép,дя
345,Gegenstand::N,tárgy,зат
346,Sache::N,dolog,зат
347,Rand::N,szél,зума
348,Rand::N,perem,зума
349,Rand::N,szegély,зума
350,Kante::N,él,
351,Ecke::N,sarok,мурцӏу
352,Ecke::N,szöglet,мурцӏу
353,Spitze::N,csúcs,мицӏ
354,Ende::N,vég,зума
355,Loch::N,lyuk,ккутӏ
356,Winkel::N,szög,мурцӏу
357,Muster::N,minta,накьич
358,Größe::N,nagyság,
359,Länge::N,hossz,лахъишиву
360,Länge::N,hosszúság,лахъишиву
361,Höhe::N,magasság,лахъшиву
362,Gewicht::N,súly,дуццин
363,Gewicht::N,súly,кӏушиву
364,Menge::N,sokaság,
365,Menge::N,mennyiség,
366,Haufen::N,halom,бакӏу
367,Reihe::N,sor,кьюкьа
368,Boot::N,csónak,луткка
369,Ruder::N,evező,весло
370,Ruder::N,evező,чӏатӏа
371,Schlitten::N,szánkó,чана
372,Schlitten::N,szánkó,санкка
373,Ski::N,sí,лижарду
374,Lagerfeuer::N,tábortűz,къавтӏн
375,Last::N,teher,гьиву
376,Gang::N,járás,нанаву
377,Schritt::N,lépés,ша
378,Norden::N,észak,ухссав
379,Norden::N,észak,ухссавнил чулухалу
380,Süden::N,dél,кьилва
381,Westen::N,nyugat,баргълагавал
382,Westen::N,nyugat,баргълагавал чул
383,Osten::N,kelet,баргъбуккай чулухалу
384,Holz::N,fa,тӏама
385,Brett::N,deszka,тахта
386,Platte::N,lap,гъуни
387,Platte::N,lemez,гъуни
388,Stütze::N,támasz,гьалакӏу
389,Stütze::N,támaszték,гьалакӏу
390,Stange::N,rúd,къазихъ
391,Stange::N,pózna,къазихъ
392,Stock::N,pálca,ттархь
393,Stab::N,bot,ччантӏакъу
394,Rohr::N,cső,бургъу
395,Haus::N,ház,къатта
396,Heim::N,otthon,къатта
397,Ofen::N,kályha,пач
398,Fußboden::N,padló,чӏанкъатта
399,Tisch::N,asztal,усттул
400,Stuhl::N,szék,кӏану
401,Wiege::N,bölcső,оьрчӏал кӏану
402,Bett::N,ágy,тах
403,Regal::N,polc,чӏаму
404,Regal::N,állvány,чӏаму
405,Kiste::N,láda,яшикӏ
406,Kiste::N,láda,къурши
407,Fenster::N,ablak,чӏавахьулу
408,Tür::N,ajtó,нуз
409,Tür::N,ajtó,нузкьун
410,Tor::N,kapu,къапу
411,Tor::N,kapu,дарваза
412,Zaun::N,kerítés,дайгьузанну
413,Dach::N,tető,магъи
414,Dach::N,tető,цӏиялу
415,Leiter::N,létra,чуртту
416,Besen::N,seprű,чӏатлу
417,Spaten::N,ásó,бил
418,Schaufel::N,lapát,чӏатӏа
419,Gabel::N,villa,гьиссилу
420,Löffel::N,kanál,къуса
421,Messer::N,kés,чӏила
422,Nagel::N,szeg,мяр
423,Netz::N,háló,къери
424,Haken::N,kampó,къича
425,Griff::N,nyél,куяму
426,Griff::N,fogantyú,куяму
427,Schloss::N,zár,кьункьула
428,Bild::N,kép,сурат
429,Figur::N,alak,
430,Puppe::N,bábu,ссихьу
431,Beutel::N,zacskó,чантай
432,Bündel::N,köteg,гьи
433,Bündel::N,köteg,къар
434,Tasche::N,táska,
435,Eimer::N,vödör,бадра
436,Deckel::N,fedő,къапаза
437,Deckel::N,fedél,къапаза
438,Geschirr::N,edény,пюрунчӏул
439,Geschirr::N,edény,тӏахӏникӏичӏу
440,Sack::N,zsák,къап
441,Sack::N,zsák,дарваг
442,Tasse::N,csésze,пижан
443,Tasse::N,csésze,пинжан
444,Tasse::N,csésze,инкираччатӏи
445,Tasse::N,csésze,цинцилттал бушкъап
446,Topf::N,fazék,кӏункӏур
447,Kessel::N,üst,чаг
448,Kessel::N,üst,кӏункӏур
449,Kessel::N,bogrács,чаг
450,Kessel::N,bogrács,кӏункӏур
451,Essen::N,evés,дукия
452,Essen::N,evés,дукин
453,Essen::N,étkezés,дукия
454,Essen::N,étkezés,дукин
455,Nahrung::N,ennivaló,дукра
456,Speise::N,étel,дукра
457,Fleisch::N,hús,дикӏ
458,Getreide::N,gabona,къама
459,Brei::N,pép,ккурч
460,Brei::N,kása,ккурч
461,Brot::N,kenyér,ччатӏ
462,Scheibe::N,szelet,парча
463,Fett::N,háj,аьгъушиву
464,Fett::N,zsír,аьгъушиву
465,Butter::N,vaj,нагь
466,Butter::N,vaj,лагаву
467,Öl::N,olaj,
468,Salz::N,só,цӏву
469,Suppe::N,leves,накь
470,Honig::N,méz,ницӏ
471,Milch::N,tej,накӏ
472,Tee::N,tea,чяй
473,Leder::N,bőr,бурчу
474,Wolle::N,gyapjú,ппал
475,Stoff::N,szövet,янна
476,Nadel::N,tű,ххалаххи
477,Faden::N,fonál,ххал
478,Knopf::N,gomb,банд
479,Knoten::N,csomó,къурхъ
480,Farbe::N,szín,сир
481,Farbe::N,festék,сир
482,Kleidung::N,ruha,янна
483,Kleidung::N,ruha,лаххия
484,Kleidung::N,ruházat,янна
485,Kleidung::N,ruházat,лаххия
486,Hemd::N,ing,гьухъа
487,Kragen::N,gallér,дарвач
488,Ärmel::N,ujj,кахха
489,Hose::N,gatya,хӏажак
490,Hose::N,nadrág,хӏажак
491,Gürtel::N,öv,мухӏлу
492,Mütze::N,sapka,кьяпа
493,Schuh::N,cipő,
494,Stiefel::N,csizma,чакма
495,Ring::N,gyűrű,кӏисса
496,Band::N,szalag,линт
497,Kamm::N,fésű,ттарал
498,Spiegel::N,tükör,дагьани
499,Riemen::N,szíj,эн
500,Schnur::N,zsinór,хьхьа
501,Leine::N,póráz,
502,Decke::N,takaró,виргъан
503,Kissen::N,párna,кӏаралу
504,Tuch::N,kendő,карщи
505,Handtuch::N,törülköző,калихьу
506,Handtuch::N,törülköző,лажинлихьу
507,Kraft::N,erő,эллаж
508,Stärke::N,erő,гуж
509,Stärke::N,erősség,гуж
510,Gesundheit::N,egészség,цӏуллу-сагъшиву
511,Krankheit::N,kór,къашайшиву
512,Krankheit::N,betegség,къашайшиву
513,Schmerz::N,fájdalom,къюву
514,Wunde::N,seb,щаву
515,Fieber::N,láz,кӏиришиву
516,Arznei::N,orvosság,дару
517,Arznei::N,gyógyszer,дару
518,Brücke::N,híd,ламу
519,Brunnen::N,kút,къуй
520,Weide::N,legelő,бизантту
521,Pfad::N,ösvény,жегъир ххуллу
522,Weg::N,út,ххуллу
523,Straße::N,út,ххуллу
524,Dorf::N,falu,щар
525,Dorf::N,falu,шяравалу
526,Stadt::N,város,шагьру
527,Brief::N,levél,чагъар
528,Buch::N,könyv,лу
529,Buchstabe::N,betű,хӏарп
530,Zeitung::N,újság,кказит
531,Zeitung::N,hírlap,кказит
532,Leben::N,élet,оьрму
533,Tod::N,halál,ажал
534,Tod::N,halál,бивкӏу
535,Tod::N,halál,ивчӏаву
536,Grab::N,sír,гьав
537,Kirche::N,templom,килиса
538,Sünde::N,bűn,бунагъ
539,Sünde::N,vétek,бунагъ
540,Gott::N,isten,зал
541,Arbeiter::N,munkás,зузала
542,Chef::N,főnök,ялувма
543,Meister::N,mester,усттар
544,Arzt::N,orvos,хӏакин
545,Lehrer::N,tanár,учитель
546,Lehrer::N,tanító,учитель
547,Geld::N,pénz,арцу
548,Geschäft::N,üzlet,даву
549,Laden::N,bolt,ттучан
550,Preis::N,ár,багъа
551,Ware::N,áru,хъус
552,Nutzen::N,haszon,хайр
553,Nutzen::N,haszon,мюнпат
554,Reichtum::N,gazdagság,давлат
555,Reichtum::N,gazdagság,аваданшиву
556,Welt::N,világ,дуниял
557,Land::N,ország,билаят
558,Staat::N,állam,паччахӏлугъ
559,König::N,király,
560,Macht::N,hatalom,власть
561,Grenze::N,határ,дазу
562,Krieg::N,háború,дяъви
563,Feind::N,ellenség,душман
564,Gewalt::N,erőszak,къия
565,Kampf::N,harc,лачӏуи уккаву
566,Bogen[Waffe]::N,íj,ккуртта
567,Pfeil::N,nyíl,чӏатӏаракӏ
568,Gewehr::N,puska,ттупанг
569,Gewehr::N,fegyver,ттупанг
570,Fehler::N,hiba,гъалатӏ
571,Lüge::N,hazugság,щялмахъ
572,Schaden::N,kár,зарал
573,Unglück::N,csapás,бала
574,Unglück::N,balszerencse,бала
575,Schuld::N,bűn,тахсир
576,Alter::N,kor,оьрму
577,Schluss::N,vég,ахир
578,Schluss::N,befejezés,ахир
579,Zeit::N,idő,чӏун
580,Tag::N,nap,кьини
581,Morgen::N,reggel,кӏюрх
582,Mittag::N,dél,ахттайн
583,Mittag::N,dél,дяахттайн
584,Mittag::N,dél,ахттайн чӏун
585,Abend::N,este,маркӏачӏан
586,Nacht::N,éj,хьхьу
587,Nacht::N,éjszaka,хьхьу
588,Woche::N,hét,нюжмар
589,Monat::N,hó,барз
590,Monat::N,hónap,барз
591,Jahr::N,év,шин
592,Frühling::N,tavasz,инт
593,Sommer::N,nyár,гъи
594,Herbst::N,ősz,ссут
595,Winter::N,tél,кӏи
596,Januar::N,január,цалчинмур барз
597,Februar::N,február,кӏилчинмур барз
598,März::N,március,шамилчинмур барз
599,April::N,április,апрель
600,April::N,április,мукьилчинмур барз
601,Mai::N,május,май
602,Mai::N,május,ххюлчинмур барз
603,Juni::N,június,июнь
604,Juni::N,június,ряххилчинмур барз
605,Juli::N,július,июль
606,Juli::N,július,Арулчинмур барз
607,August::N,augusztus,мяйлчинмур барз
608,September::N,szeptember,урчӏилчинмур барз
609,Oktober::N,október,ацӏилчинмур барз
610,November::N,november,ацӏния цалчинмур барз
611,Dezember::N,december,ацӏния кӏилчинмур барз
612,Montag::N,hétfő,итин
613,Montag::N,hétfő,итин кьини
614,Dienstag::N,kedd,тталат
615,Dienstag::N,kedd,тталат кьини
616,Mittwoch::N,szerda,арвахӏ
617,Donnerstag::N,csütörtök,хамис
618,Freitag::N,péntek,нюжмар
619,Freitag::N,péntek,нюжмар кьини
620,Samstag::N,szombat,ххуллун
621,Samstag::N,szombat,ххуллун кьини
622,Sonntag::N,vasárnap,алхӏат
623,Sonntag::N,vasárnap,алхӏат кьини
624,groß::A,nagy,бугъарасса
625,klein::A,pici,чӏивисса
626,klein::A,kicsi,чӏивисса
627,lang::A,hosszú,лахъисса
628,kurz::A,rövid,кутӏасса
629,breit::A,széles,уттасса
630,schmal::A,keskeny,уттакӏюласса
631,dicht::A,sűrű,ццунсса
632,dick[Gegenstand]::A,vastag,ганзсса
633,dünn::A,vékony,кӏюласса
634,fein::A,vékony,
635,fest::A,szilárd,цӏакьсса
636,fest::A,szilárd,кьянкьасса
637,flach::A,sík,баягъисса
638,flach::A,sík,цӏубакъасса
639,flach::A,sík,куртӏ дакъасса
640,flach::A,lapos,баягъисса
641,flach::A,lapos,цӏубакъасса
642,flach::A,lapos,куртӏ дакъасса
643,glatt::A,sima,дюрчӏусса
644,hart::A,kemény,кьянкьасса
645,weich::A,puha,кӏукӏлусса
646,rund::A,kerek,ккурккисса
647,spitz::A,hegyes,ярксса
648,spitz::A,hegyes,дайлсса
649,spitz::A,hegyes,мицӏ бусса
650,scharf::A,éles,ярксса
651,scharf::A,éles,дайлсса
652,scharf::A,éles,мицӏ бусса
653,stumpf::A,tompa,къуркъасса
654,stumpf::A,életlen,къуркъасса
655,schwer::A,nehéz,кӏусса
656,schwer::A,súlyos,кӏусса
657,schön::A,szép,аьнтӏикӏасса
658,heiß::A,forró,кӏирисса
659,warm::A,meleg,гъелисса
660,kalt::A,hideg,дяркъусса
661,kühl::A,hűs,дюхлулсса
662,kühl::A,hűvös,дюхлулсса
663,frisch::A,üde,цӏусса
664,frisch::A,friss,цӏусса
665,feucht::A,nedves,атилсса
666,feucht::A,nedves,хъавтусса
667,nass::A,vizes,атилсса
668,nass::A,vizes,хъавтусса
669,trocken::A,száraz,кьавкьсса
670,trocken::A,száraz,кьакьан бувсса
671,voll::A,telt,бувцӏусса
672,leer::A,üres,бачӏвасса
673,offen::A,nyílt,тӏивтӏусса
674,offen::A,nyitott,тӏивтӏусса
675,geschlossen::A,zárt,лавкьусса
676,geschlossen::A,csukott,лавкьусса
677,sauber::A,tiszta,марцӏсса
678,schmutzig::A,piszkos,чапалсса
679,schmutzig::A,szennyes,чапалсса
680,roh::A,nyers,шакъавхьсса
681,reif::A,érett,дирсса
682,lecker::A,finom,нахӏусса
683,lecker::A,finom,тӏааьнсса
684,süß::A,édes,нацӏусса
685,bitter::A,keserű,кьурчӏисса
686,sauer::A,savanyú,туршсса
687,hell::A,világos,чаннасса
688,dunkel::A,sötét,цӏансса
689,schwarz::A,fekete,лухӏисса
690,weiß::A,fehér,кӏяласса
691,rot::A,vörös,ятӏулсса
692,gelb::A,sárga,хъахъисса
693,blau::A,kék,някӏсса
694,grün::A,zöld,щюлисса
695,grau::A,ősz,оьрусса
696,grau::A,szürke,оьрусса
697,bunt::A,tarka,оьрчӏикӏурисса
698,bunt::A,színes,оьрчӏикӏурисса
699,billig::A,olcsó,кьювкьусса
700,teuer::A,drága,ххирасса
701,wertvoll::A,értékes,багьасса
702,blind::A,vak,мурчӏисса
703,taub::A,süket,къюкӏсса
704,kräftig::A,erős,гужсса
705,stark::A,erős,кьянкьасса
706,schwach::A,gyenge,заэвсса
707,schwach::A,erőtlen,заэвсса
708,fett::A,hájas,бучсса
709,schlank::A,karcsú,бювхъусса
710,hübsch::A,csinos,янусса
711,böse::A,rossz,оьсса
712,böse::A,gonosz,оьсса
713,dumm::A,buta,ахӏмакьсса
714,dumm::A,ostoba,ахӏмакьсса
715,faul::A,lusta,танмалсса
716,faul::A,lusta,курчӏилсса
717,fleißig::A,szorgalmas,хӏарачат бусса
718,geizig::A,fukar,янттарцӏансса
719,geizig::A,fösvény,янттарцӏансса
720,klug::A,okos,аькьлу бусса
721,klug::A,eszes,аькьлу бусса
722,geschickt::A,ügyes,паргалсса
723,lieb::A,drága,аьзизсса
724,lieb::A,kedves,аьзизсса
725,lustig::A,víg,тяхъасса
726,lustig::A,vidám,тяхъасса
727,sanft::A,enyhe,иминсса
728,hungrig::A,éhes,ккашилсса
729,krank::A,beteg,къашавайсса
730,nackt::A,csupasz,кӏачӏасса
731,nackt::A,meztelen,кӏачӏасса
732,traurig::A,bús,пашмансса
733,traurig::A,szomorú,пашмансса
734,lebendig::A,élő,уттавасса
735,gut::A,jó,ххуйсса
736,schlecht::A,rossz,оьккисса
737,richtig::A,helyes,саргъунсса
738,schlimm::A,rossz,оьккисса
739,wahr::A,igaz,хӏакьсса
740,alt::A,ó,кугьнасса
741,alt::A,régi,кугьнасса
742,neu::A,új,цӏусса
743,ehemalig::A,volt,хъхъичӏвасса
744,ehemalig::A,egykori,хъхъичӏвасса
745,alt[Lebewesen]::A,öreg,агьилсса
746,jung::A,fiatal,чӏавасса
747,jung::A,fiatal,жагьилсса
748,arm::A,szegény,мискинсса
749,reich::A,gazdag,авадансса
750,bekannt::A,ismert,дусъсса
751,bekannt::A,ismeretes,дусъсса
752,berühmt::A,híres,машгьурсса
753,fremd::A,idegen,чил
754,verschieden::A,különböző,личӏи-личӏисса
755,nah::A,közeli,гъансса
756,fern::A,távoli,архсса
757,linker::A,bal,кияхсса
758,linker::A,bal,кюччахсса
759,rechter::A,jobb,урчӏахсса
760,anderer::A,más,цамур
761,anderer::A,másik,цамур
762,erster::A,első,цалчинмур
763,erster::A,első,цалчиннсса
764,zweiter::A,második,кӏилчиимур
