,Concept_ID,fa,be
134,Blume::N,گل,кветка
135,Gras::N,علف,трава
136,Wurzel::N,ریشه,корань
137,Baum::N,درخت,дрэва
138,Stamm::N,تنه,ствол
139,Rinde::N,توژ,кара
140,Rinde::N,پوست,кара
141,Ast::N,شاخه,сук
142,Zweig::N,شاخه,галіна
143,Blatt::N,برگ,ліст
144,Birke::N,غان,бяроза
145,Kiefer[Baum]::N,کاج,хвоя
146,Kiefer[Baum]::N,کاج,сасна
147,Weide[Baum]::N,بید,вярба
148,Tanne::N,صنوبر,яліна
149,Horn::N,شاخ,рог
150,Feder::N,پر,пяро
151,Fell::N,خز,шкура
152,Flügel::N,پر,крыло
153,Flügel::N,بال,крыло
154,Klaue::N,چنگ,кіпцюр
155,Klaue::N,پنجه,кіпцюр
156,Kralle::N,پنجه,лапа
157,Schwanz::N,دم,хвост
158,Ei::N,تخم,яйка
159,Nest::N,لانه,гняздо
160,Bau::N,بنا,нара
161,Bau::N,ساختمان,нара
162,Tier::N,هیوان,жывёла
163,Herde::N,رمه,статак
164,Kuh::N,گاو,карова
165,Bulle::N,گاو نر,бык
166,Pferd::N,اسب,конь
167,Schaf::N,گوسفند,авечка
168,Schwein::N,خوک,свіння
169,Hund::N,سگ,сабака
170,Katze::N,گربه,кошка
171,Bär::N,خرس,мядзведзь
172,Eichhörnchen::N,سنجاب,вавёрка
173,Elch::N,گوزن شمالی,лось
174,Fuchs::N,روباه,ліса
175,Hase::N,خرگوش,заяц
176,Maus::N,موش,мыш
177,Wolf::N,گرگ,воўк
178,Vogel::N,پرنده,птах
179,Vogel::N,پرنده,птушка
180,Schwarm::N,دسته,чарада
181,Huhn::N,مرغ,курыца
182,Hahn::N,خروس,певень
183,Gans::N,غاز,гусь
184,Adler::N,عقاب,арол
185,Ente::N,اردک,качка
186,Ente::N,مرغابی,качка
187,Eule::N,جغد,сава
188,Kranich::N,درنا,жораў
189,Kranich::N,درنا,журавель
190,Krähe::N,زاغ,варона
191,Krähe::N,کلاغ,варона
192,Kuckuck::N,فاخته,зязюля
193,Schwan::N,قو,лебедзь
194,Fisch::N,ماهی,рыба
195,Barsch::N,ماهی خاردار,акунь
196,Hecht::N,اردک ماهی,шчупак
197,Schlange[Tier]::N,مار,змяя
198,Wurm::N,کرم,чарвяк
199,Spinne::N,عنکبوت,павук
200,Ameise::N,مورچه,мурашка
201,Laus::N,شپش,вош
202,Mücke::N,پشه,камар
203,Fliege::N,مگس,муха
204,Schmetterling::N,پروانه,матыль
205,Beere::N,گیله,ягада
206,Apfel::N,سیب,яблык
207,Pilz::N,قارچ,грыб
208,Zwiebel::N,پیاز,цыбуля
209,Saat::N,بذر,семя
210,Korn::N,تخم,зерне
211,Korn::N,دانه,зерне
212,Heu::N,علف خشک,сена
213,Schale::N,پوست,шалупінне
214,Grube::N,گودال,яма
215,Falle::N,دام,пастка
216,Schlinge::N,حلقه,сіло
217,Spur::N,رد,след
218,Asche::N,خاکستر,попел
219,Dreck::N,کثافت,бруд
220,Eisen::N,آهن,жалеза
221,Gold::N,زر,золата
222,Gold::N,طلا,золата
223,Silber::N,نقره,сребра
224,Kohle::N,زغال,вугаль
225,Glas::N,شیشه,шкло
226,Lehm::N,گل,гліна
227,Sand::N,شن,пясок
228,Sand::N,ماسه,пясок
229,Mensch::N,آدم,чалавек
230,Mensch::N,انسان,чалавек
231,Mann::N,مرد,мужчына
232,Frau::N,زن,жанчына
233,Kind::N,بچه,дзіця
234,Kind::N,کودک,дзіця
235,Junge::N,پسر,хлопчык
236,Mädchen::N,دختر,дзяўчынка
237,Familie::N,فامیل,сямʼя
238,Familie::N,خانواده,сямʼя
239,Großvater::N,پدربزرگ,дзядуля
240,Großmutter::N,مادر‌بزرگ,бабуля
241,Eltern::N,والدین,бацькі
242,Eltern::N,پدر‌و‌مادر,бацькі
243,Vater::N,پدر,бацька
244,Mutter::N,مادر,маці
245,Sohn::N,پسر,сын
246,Tochter::N,دختر,дачка
247,Bruder::N,برادر,брат
248,Schwester::N,خواهر,сястра
249,Onkel::N,عمو,дзядзька
250,Onkel::N,دایی,дзядзька
251,Tante::N,عمه,цётка
252,Tante::N,خاله,цётка
253,Ehemann::N,همسر,муж
254,Ehefrau::N,همسر,жонка
255,Freude::N,شادی,радасць
256,Gelächter::N,خنده,смех
257,Gelächter::N,قاه‌قاه,смех
258,Glück::N,اقبال,шчасце
259,Kummer::N,غم,гора
260,Kummer::N,غصه,гора
261,Wunsch::N,آرزو,жаданне
262,Lust::N,هوس,цяга
263,Geist::N,روح,дух
264,Gedanke::N,فکر,думка
265,Gedächtnis::N,حافظه,памяць
266,Verstand::N,هوش,розум
267,Sinn::N,معنا,сэнс
268,Sinn::N,مفهوم,сэнс
269,Grund::N,سبب,зачэпка
270,Grund::N,دلیل,зачэпка
271,Wahrheit::N,حقیقت,праўда
272,Gespräch::N,صحبت,размова
273,Gespräch::N,گفتگو,размова
274,Märchen::N,قصه,казка
275,Märchen::N,افسانه,казка
276,Erzählung::N,داستان,расказ
277,Erzählung::N,داستان,апавяданне
278,Nachricht::N,خبر,вестка
279,Nachricht::N,خبر,паведамленне
280,Neuigkeit::N,خبر تازه,навіна
281,Name::N,اسم,імя
282,Rätsel::N,معما,загадка
283,Rede::N,سخن,прамова
284,Sprache::N,زبان,мова
285,Stimme::N,صدا,голас
286,Wort::N,کلمه,слова
287,Zeichen::N,نشان,знак
288,Zeichen::N,علامت,знак
289,Ruf::N,صدا,кліч
290,Lärm::N,هیاهو,шум
291,Laut::N,صدا,гук
292,Ton::N,آهنگ,гучанне
293,Lied::N,آواز,песня
294,Lied::N,ترانه,песня
295,Ruhe::N,آرامش,спакой
296,Leute::N,مردم,людзі
297,Volk::N,خلق,народ
298,Arbeit::N,کار,праца
299,Arbeit::N,کار,работа
300,Gast::N,مهمان,госць
301,Geschenk::N,هدیه,падарунак
302,Spiel::N,بازی,гульня
303,Gesellschaft::N,جمعیت,таварыства
304,Hilfe::N,کمک,дапамога
305,Freund::N,دوست,друг
306,Freund::N,دوست,сябар
307,Kamerad::N,رفیق,прыяцель
308,Angelegenheit::N,امر,справа
309,Angelegenheit::N,قضیه,справа
310,Anzahl::N,عده,колькасць
311,Anzahl::N,شمار,колькасць
312,Art::N,نوع,від
313,Stück::N,تکه,кусок
314,Stück::N,تکه,кавалак
315,Stück::N,قطعه,кусок
316,Stück::N,قطعه,кавалак
317,Teil::N,بخش,частка
318,Teil::N,قسمت,частка
319,Hälfte::N,نیم,палова
320,Hälfte::N,نیم,палавіна
321,Kreis::N,حلقه,круг
322,Kreis::N,دایره,круг
323,Kreuz::N,صلیب,крыж
324,Linie::N,خط,лінія
325,Linie::N,سطر,лінія
326,Strich::N,خط,рыса
327,Abstand::N,فاصله,прамежак
328,Entfernung::N,مسافت,адлегласць
329,Gegend::N,منطقه,мясцовасць
330,Platz::N,گنجایش,месца
331,Ort::N,جا,месца
332,Ort::N,محل,месца
333,Ort::N,مکان,месца
334,Seite::N,طرف,бок
335,Mitte::N,وسط,сярэдзіна
336,Mitte::N,میان,сярэдзіна
337,Gegenstand::N,چیز,прадмет
338,Sache::N,چیز,рэч
339,Rand::N,کنار,край
340,Rand::N,حاشیه,край
341,Kante::N,لبه,руб
342,Kante::N,لبه,кант
343,Ecke::N,گوشه,вугал
344,Spitze::N,سر,кончык
345,Spitze::N,نوک,кончык
346,Ende::N,ته,канец
347,Ende::N,آخر,канец
348,Loch::N,سوراخ,дзірка
349,Winkel::N,کنج,вугал
350,Muster::N,نقش,узор
351,Größe::N,قد,памер
352,Größe::N,بزرگی,памер
353,Länge::N,طول,даўжыня
354,Höhe::N,بلندی,вышыня
355,Gewicht::N,وزن,вага
356,Menge::N,مقدار,колькасць
357,Menge::N,اندازه,колькасць
358,Haufen::N,توده,куча
359,Reihe::N,ردیف,рад
360,Boot::N,قایق,лодка
361,Ruder::N,پارو,вясло
362,Schlitten::N,سورتمه,сані
363,Ski::N,اسکی,лыжа
364,Lagerfeuer::N,آتش,вогнішча
365,Last::N,بار,цяжар
366,Last::N,سنگینی,цяжар
367,Gang::N,راه رفتن,ход
368,Schritt::N,قدم,шаг
369,Schritt::N,قدم,крок
370,Norden::N,شمال,поўнач
371,Süden::N,جنوب,поўдзень
372,Westen::N,غرب,захад
373,Osten::N,شرق,усход
374,Holz::N,چوب,дрэва
375,Holz::N,چوب,драўніна
376,Brett::N,تخته,дошка
377,Platte::N,صفحه,пліта
378,Stütze::N,تکیه,падпорка
379,Stange::N,میله,жэрдка
380,Stock::N,چوب,палка
381,Stab::N,عصا,шост
382,Rohr::N,لوله,труба
383,Haus::N,منزل,дом
384,Heim::N,خانه,дом
385,Heim::N,خانه,хата
386,Heim::N,کاشانه,дом
387,Heim::N,کاشانه,хата
388,Ofen::N,بخاری,печ
389,Fußboden::N,کف اتاق,падлога
390,Tisch::N,میز,стол
391,Stuhl::N,صندلی,стул
392,Stuhl::N,صندلی,крэсла
393,Wiege::N,گهواره,калыска
394,Bett::N,تختخواب,ложак
395,Bett::N,تختخواب,пасцель
396,Regal::N,قفسه,паліца
397,Kiste::N,صندوق,скрынка
398,Fenster::N,پنجره,акно
399,Tür::N,در,дзверы
400,Tür::N,درب,дзверы
401,Tor::N,دروازه,вароты
402,Zaun::N,حصار,агароджа
403,Dach::N,بام,дах
404,Leiter::N,نردبان,лесвіца
405,Besen::N,جارو,мятла
406,Spaten::N,بیل,лапата
407,Spaten::N,بیل,жалязняк
408,Schaufel::N,بیل,шуфлік
409,Schaufel::N,بیل,лапатка
410,Schaufel::N,پارو,шуфлік
411,Schaufel::N,پارو,лапатка
412,Gabel::N,چنگال,відэлец
413,Löffel::N,قاشق,лыжка
414,Messer::N,کارد,нож
415,Nagel::N,میخ,цвік
416,Netz::N,تور,сетка
417,Netz::N,شبکه,сетка
418,Haken::N,قلاب,крук
419,Griff::N,دسته,ручка
420,Schloss::N,قفل,замок
421,Bild::N,عکس,карціна
422,Bild::N,تصویر,карціна
423,Figur::N,تندیس,фігура
424,Puppe::N,عروسک,лялька
425,Beutel::N,کیسه,мяшок
426,Bündel::N,بسته,вязка
427,Tasche::N,کیف,торба
428,Eimer::N,سطل,вядро
429,Deckel::N,در,накрыўка
430,Geschirr::N,ظرف,пасуда
431,Sack::N,گونی,мех
432,Tasse::N,فنجان,кубак
433,Topf::N,دیگ,каструля
434,Topf::N,قابلمه,каструля
435,Kessel::N,دیگ,кацёл
436,Essen::N,خوراک,ежа
437,Nahrung::N,غذا,харч
438,Speise::N,خوراک,страва
439,Fleisch::N,گوشت,мяса
440,Getreide::N,غله,збожжа
441,Brei::N,فرنی,каша
442,Brei::N,حریره,каша
443,Brot::N,نان,хлеб
444,Scheibe::N,قاچ,луста
445,Scheibe::N,قاچ,скібка
446,Scheibe::N,لزگه,луста
447,Scheibe::N,لزگه,скібка
448,Fett::N,چربی,тлушч
449,Butter::N,کره,масла
450,Öl::N,روغن,алей
451,Salz::N,نمک,соль
452,Suppe::N,آش,суп
453,Suppe::N,سوپ,суп
454,Honig::N,عسل,мёд
455,Milch::N,شیر,малако
456,Tee::N,چای,чай
457,Tee::N,چای,гарбата
458,Leder::N,چرم,скура
459,Wolle::N,پشم,воўна
460,Stoff::N,پارچه,тканіна
461,Nadel::N,سوزن,іголка
462,Faden::N,نخ,нітка
463,Knopf::N,دکمه,гузік
464,Knoten::N,گره,вузел
465,Farbe::N,رنگ,фарба
466,Kleidung::N,لباس,адзенне
467,Kleidung::N,پوشاک,адзенне
468,Hemd::N,پیراهن,кашуля
469,Kragen::N,یقه,каўнер
470,Ärmel::N,آستین,рукаў
471,Hose::N,شلوار,штаны
472,Gürtel::N,کمر‌بند,пояс
473,Mütze::N,کلاه,шапка
474,Schuh::N,کفش,чаравік
475,Stiefel::N,چکمه,бот
476,Ring::N,حلقه,кольца
477,Ring::N,انگشتر,кольца
478,Band::N,نوار,стужка
479,Band::N,روبان,стужка
480,Kamm::N,شانه,расчоска
481,Spiegel::N,آینه,люстра
482,Riemen::N,تسمه,рэмень
483,Schnur::N,ریسمان,вяроўка
484,Leine::N,قلاده,павадок
485,Decke::N,پتو,коўдра
486,Kissen::N,بالش,падушка
487,Tuch::N,شال,хустка
488,Handtuch::N,حوله,ручнік
489,Kraft::N,نیرو,сіла
490,Stärke::N,زور,моц
491,Gesundheit::N,سلامتی,здароўе
492,Gesundheit::N,تندرستی,здароўе
493,Krankheit::N,بیماری,хвароба
494,Schmerz::N,درد,боль
495,Wunde::N,زخم,рана
496,Fieber::N,تب,гарачка
497,Fieber::N,تب,ліхаманка
498,Arznei::N,دارو,лекі
499,Brücke::N,پل,мост
500,Brunnen::N,چاه,калодзеж
501,Weide::N,چراگاه,паша
502,Pfad::N,راه,сцежка
503,Weg::N,راه,шлях
504,Weg::N,راه,дарога
505,Weg::N,طریق,шлях
506,Weg::N,طریق,дарога
507,Straße::N,راه,вуліца
508,Straße::N,جاده,вуліца
509,Dorf::N,ده,вёска
510,Dorf::N,روستا,вёска
511,Stadt::N,شهر,горад
512,Brief::N,نامه,ліст
513,Brief::N,نامه,пісьмо
514,Buch::N,کتاب,кніга
515,Buchstabe::N,حرف,літара
516,Zeitung::N,روزنامه,газета
517,Leben::N,عمر,жыццё
518,Leben::N,زندگی,жыццё
519,Tod::N,مرگ,смерць
520,Grab::N,گور,магіла
521,Grab::N,مزار,магіла
522,Kirche::N,کلیسا,касцёл
523,Kirche::N,کلیسا,царква
524,Sünde::N,بزه,грэх
525,Sünde::N,گناه,грэх
526,Gott::N,خدا,бог
527,Arbeiter::N,کارگر,рабочы
528,Chef::N,رئیس,начальнік
529,Meister::N,استاد,майстар
530,Arzt::N,پزشک,урач
531,Lehrer::N,معلم,настаўнік
532,Lehrer::N,آموزگار,настаўнік
533,Geld::N,پول,грошы
534,Geschäft::N,کار,заняцце
535,Geschäft::N,بیزنس,заняцце
536,Laden::N,دکان,крама
537,Laden::N,دکان,магазін
538,Laden::N,مغازه,крама
539,Laden::N,مغازه,магазін
540,Preis::N,بها,цана
541,Preis::N,قیمت,цана
542,Ware::N,جنس,тавар
543,Ware::N,کالا,тавар
544,Nutzen::N,مزیت,выгада
545,Nutzen::N,امتیاز,выгада
546,Reichtum::N,مال,багацце
547,Reichtum::N,ثروت,багацце
548,Welt::N,دنیا,свет
549,Land::N,کشور,краіна
550,Land::N,مملکت,краіна
551,Staat::N,دولت,дзяржава
552,König::N,شاه,кароль
553,König::N,پادشاه,кароль
554,Macht::N,قدرت,улада
555,Macht::N,اختیار,улада
556,Grenze::N,مرز,граніца
557,Krieg::N,جنگ,вайна
558,Feind::N,دشمن,вораг
559,Gewalt::N,زور,насілле
560,Gewalt::N,خشونت,насілле
561,Kampf::N,نبرد,барацьба
562,Kampf::N,مبارزه,барацьба
563,Bogen[Waffe]::N,کمان,лук
564,Pfeil::N,تیر,страла
565,Gewehr::N,تفنگ,ружжо
566,Fehler::N,غلط,памылка
567,Fehler::N,اشتباه,памылка
568,Lüge::N,دروغ,хлусня
569,Schaden::N,آسیب,шкода
570,Schaden::N,خسارت,шкода
571,Unglück::N,بلا,ліха
572,Unglück::N,بلا,бядота
573,Schuld::N,گناه,віна
574,Schuld::N,تقصیر,віна
575,Alter::N,سن,узрост
576,Alter::N,عمر,узрост
577,Schluss::N,انتها,канец
578,Zeit::N,وقت,час
579,Zeit::N,زمان,час
580,Tag::N,روز,дзень
581,Morgen::N,صبح,ранак
582,Morgen::N,صبح,раніца
583,Mittag::N,ظهر,паўдня
584,Mittag::N,ظهر,поўдзень
585,Abend::N,شب,вечар
586,Abend::N,عصر,вечар
587,Nacht::N,شب,ноч
588,Woche::N,هفته,тыдзень
589,Monat::N,ماه,месяц
590,Jahr::N,سال,год
591,Frühling::N,بهار,вясна
592,Sommer::N,تابستان,лета
593,Herbst::N,پاییز,восень
594,Winter::N,زمستان,зіма
595,Januar::N,ژانویه,студзень
596,Februar::N,فوریه,люты
597,März::N,مارس,сакавік
598,April::N,آوریل,красавік
599,Mai::N,مه,май
600,Mai::N,مه,травень
601,Juni::N,ژوئن,чэрвень
602,Juli::N,ژویه,ліпень
603,August::N,اوت,жнівень
604,September::N,سپتامبر,верасень
605,Oktober::N,اکتبر,кастрычнік
606,November::N,نوامبر,лістапад
607,Dezember::N,دسامبر,снежань
608,Montag::N,دو‌شنبه,панядзелак
609,Dienstag::N,سه‌شنبه,аўторак
610,Mittwoch::N,چهار‌شنبه,серада
611,Donnerstag::N,پنج شنبه,чацвер
612,Freitag::N,جمعه,пятніца
613,Samstag::N,شنبه,субота
614,Sonntag::N,یکشنبه,нядзеля
615,groß::A,بزرگ,вялікі
616,klein::A,کوچک,маленькі
617,lang::A,بلند,доўгі
618,kurz::A,کوتاه,кароткі
619,breit::A,پهن,шырокі
620,schmal::A,تنگ,вузкі
621,schmal::A,نازک,вузкі
622,dicht::A,چگال,густы
623,dicht::A,انبوه,густы
624,dick[Gegenstand]::A,ضخیم,тоўсты
625,dünn::A,نازک,тонкі
626,fein::A,ریز,тонкі
627,fein::A,باریک,тонкі
628,fest::A,محکم,моцны
629,flach::A,صاف,плоскі
630,flach::A,مسطح,плоскі
631,glatt::A,لیز,гладкі
632,hart::A,سفت,цвёрды
633,weich::A,نرم,мяккі
634,weich::A,ملایم,мяккі
635,rund::A,گرد,круглы
636,spitz::A,تیز,спічасты
637,spitz::A,تیز,востраканцовы
638,spitz::A,نوک‌تیز,спічасты
639,spitz::A,نوک‌تیز,востраканцовы
640,scharf::A,تیز,востры
641,scharf::A,برنده,востры
642,stumpf::A,کند,тупы
643,schwer::A,سنگین,цяжкі
644,schön::A,زیبا,прыгожы
645,heiß::A,داغ,гарачы
646,warm::A,گرم,цёплы
647,kalt::A,سرد,холадны
648,kühl::A,خنک,халаднаваты
649,frisch::A,تازه,свежы
650,feucht::A,مرطوب,вільготны
651,nass::A,تر,мокры
652,nass::A,خیش,мокры
653,trocken::A,خشک,сухі
654,voll::A,پر,поўны
655,leer::A,خالی,пусты
656,offen::A,باز,адкрыты
657,offen::A,باز,адчынены
658,geschlossen::A,بسته,закрыты
659,geschlossen::A,بسته,зачынены
660,sauber::A,پاک,чысты
661,sauber::A,تمیز,чысты
662,schmutzig::A,کثیف,брудны
663,schmutzig::A,آلوده,брудны
664,roh::A,خام,сыры
665,reif::A,رسیده,спелы
666,lecker::A,لذیذ,смачны
667,lecker::A,خوشمزه,смачны
668,süß::A,شیرین,салодкі
669,bitter::A,تلخ,горкі
670,sauer::A,ترش,кіслы
671,hell::A,روشن,светлы
672,dunkel::A,تاریک,цёмны
673,schwarz::A,سیاه,чорны
674,weiß::A,سفید,белы
675,rot::A,سرخ,чырвоны
676,rot::A,قرمز,чырвоны
677,gelb::A,زرد,жоўты
678,blau::A,آبی,сіні
679,grün::A,سبز,зялёны
680,grau::A,طوسی,шэры
681,grau::A,خاکستری,шэры
682,bunt::A,رنگارنگ,пяресты
683,billig::A,ارزان,танны
684,teuer::A,گران,дарагі
685,wertvoll::A,قیمتی,цэнны
686,wertvoll::A,قیمتی,каштоўны
687,wertvoll::A,گرانبها,цэнны
688,wertvoll::A,گرانبها,каштоўны
689,blind::A,کور,сляпы
690,blind::A,نابینا,сляпы
691,taub::A,کر,глухі
692,taub::A,ناشنوا,глухі
693,kräftig::A,قوی,магутны
694,stark::A,قوی,сільны
695,stark::A,نیرومند,сільны
696,schwach::A,ضعیف,слабы
697,fett::A,چرب,тлусты
698,schlank::A,باریک‌اندام,стройны
699,hübsch::A,قشنگ,чароўны
700,hübsch::A,خوشگل,чароўны
701,böse::A,بد,злы
702,dumm::A,احمق,дурны
703,faul::A,لش,лянівы
704,faul::A,تنبل,лянівы
705,fleißig::A,زرنگ,руплівы
706,geizig::A,خسیس,прагны
707,klug::A,عاقل,разумны
708,klug::A,باهوش,разумны
709,geschickt::A,ماهر,умелы
710,lieb::A,عزیز,мілы
711,lustig::A,شاد,вясёлы
712,lustig::A,خوشحال,вясёлы
713,sanft::A,لطیف,ласкавы
714,hungrig::A,گرسنه,галодны
715,krank::A,مریض,хворы
716,krank::A,بیمار,хворы
717,nackt::A,لخت,голы
718,nackt::A,برهنه,голы
719,traurig::A,غمگین,сумны
720,lebendig::A,زنده,жывы
721,gut::A,خوب,добры
722,schlecht::A,بد,кепскі
723,richtig::A,درست,правільны
724,schlimm::A,وخيم,агідны
725,wahr::A,درست,сапраўдны
726,wahr::A,حقیقی,сапраўдны
727,alt::A,کهنه,стары
728,neu::A,نو,новы
729,ehemalig::A,قبلی,былы
730,alt[Lebewesen]::A,پیر,стары
731,jung::A,جوان,малады
732,arm::A,فقیر,бедны
733,reich::A,پولدار,багаты
734,reich::A,ثروتمند,багаты
735,bekannt::A,آشنا,знаёмы
736,bekannt::A,معلوم,знаёмы
737,berühmt::A,مشهور,славуты
738,fremd::A,خارجی,чужы
739,fremd::A,بیگانه,чужы
740,verschieden::A,مختلف,розны
741,verschieden::A,متفاوت,розны
742,nah::A,نزدیک,блізкі
743,fern::A,دور,далёкі
744,linker::A,چپ,левы
745,rechter::A,راست,правы
746,anderer::A,دیگر,іншы
747,anderer::A,دیگر,другі
748,erster::A,اول,першы
749,zweiter::A,دوم,другі
750,dritter::A,سوم,трэці
751,letzter::A,آخر,апошні
752,allein::ADV,تنها,сам
753,allein::ADV,تنها,адзін
754,auf einmal::ADV,همزمان,адразу
755,zusammen::ADV,باهم,разам
756,lange::ADV,مدت‌ها,доўга
757,lange::ADV,مدت زیادی,доўга
758,plötzlich::ADV,ناگهان,раптам
759,sofort::ADV,فوراً,зараз
760,später::ADV,بعدها,пазней
761,jetzt::ADV,حالا,цяпер
762,jetzt::ADV,اکنون,цяпер
763,heute::ADV,امروز,сёння
764,morgen::ADV,فردا,заўтра
765,bald::ADV,زود,хутка
766,bald::ADV,زود,неўзабаве
767,bald::ADV,بزودی,хутка
768,bald::ADV,بزودی,неўзабаве
769,dann::ADV,سپس,потым
770,dann::ADV,آنوقت,потым
771,gestern::ADV,دیروز,учора
772,einst::ADV,وقتی,аднойчы
773,einst::ADV,زمانی,аднойчы
774,damals::ADV,آنوقت,тады
775,damals::ADV,آنزمان,тады
776,danach::ADV,بعد,затым
777,vorher::ADV,قبلاً,раней
778,zuerst::ADV,اول,спярша
779,zuerst::ADV,اول,спачатку
780,zuerst::ADV,ابتداء,спярша
781,zuerst::ADV,ابتداء,спачатку
782,einmal::ADV,یکدفعه,адзін раз
783,manchmal::ADV,گاهی,часам
784,manchmal::ADV,بعضی اوقات,часам
785,oft::ADV,اغلب,часта
786,immer::ADV,همیشه,заўсёды
787,niemals::ADV,هرگز,ніколі
788,hier::ADV,اینجا,тут
789,hierhin::ADV,به اینجا,сюды
790,von hier::ADV,از اینجا,адсюль
791,von hier::ADV,از اینجا,адгэтуль
792,dort::ADV,آنجا,там
793,dorthin::ADV,به آنجا,туды
794,geradeaus::ADV,راست,прама
795,vorwärts::ADV,جلو,наперад
796,vorwärts::ADV,به پیش,наперад
797,rückwärts::ADV,عقب,назад
798,zurück::ADV,پس,назад
799,zurück::ADV,عقب,назад
800,zurück::ADV,بالعکس,назад
801,unten::ADV,زیر,унізе
802,unten::ADV,پایین,унізе
