,Concept_ID,fi,ady
104,Schaum::N,vaahto,тхъурбэ
105,Schmutz::N,loka,псынжъы
106,See::N,järvi,хыку́м
107,See::N,järvi,псыхъура́й
108,Sumpf::N,suo,орыжъ
109,Moor::N,räme,орыжъ
110,Wiese::N,niitty,хъупӏэ́
111,Wiese::N,niitty,мэкъупӏ
112,Wald::N,metsä,мэзы́
113,Hügel::N,mäki,ӏуашъхь
114,Hügel::N,kumpu,ӏуашъхь
115,Hügel::N,kukkula,ӏуашъхь
116,Anhöhe::N,mäki,чӏыӏэтыгъ
117,Anhöhe::N,kumpare,чӏыӏэтыгъ
118,Berg::N,mäki,къушъхьэ́
119,Berg::N,vuori,къушъхьэ́
120,Gipfel::N,laki,шыгу
121,Gipfel::N,huippu,шыгу
122,Höhle::N,luola,гъочӏэгъ
123,Abhang::N,rinne,чапэ
124,Quelle::N,lähde,псынэчэ́чъ
125,Bach::N,puro,псышкуашку
126,Fluss::N,joki,псыхъо́
127,Ufer::N,ranta,нэпкъы
128,Küste::N,rannikko,ӏушъо
129,Festland::N,manner,чӏл́ыгу
130,Meer::N,meri,хы
131,Bucht::N,lahti,хыблыгу
132,Insel::N,saari,хыгъэхъу́н
133,Blume::N,kukka,къэгъа́гь
134,Gras::N,ruoho,уцы́
135,Wurzel::N,juuri,лъапсэ́
136,Baum::N,puu,чъыгы́
137,Stamm::N,runko,пкъы
138,Rinde::N,kuori,пхъашъо́
139,Rinde::N,parkki,пхъашъо́
140,Ast::N,oksa,куамэ
141,Zweig::N,haara,къутамэ́
142,Blatt::N,lehti,тхьап
143,Birke::N,koivu,пчэн
144,Kiefer[Baum]::N,mänty,сэснэй
145,Kiefer[Baum]::N,petäjä,сэснэй
146,Weide[Baum]::N,paju,пце́л
147,Tanne::N,kuusi,ель
148,Horn::N,sarvi,бжъэ
149,Feder::N,sulka,къамӏы́й
150,Feder::N,höyhen,къамӏы́й
151,Fell::N,talja,шъо
152,Flügel::N,siipi,тамэ́
153,Klaue::N,kynsi,лъэбжъа́н
154,Kralle::N,kynsi,лъакъо
155,Schwanz::N,häntä,кӏэ
156,Schwanz::N,pyrstö,кӏэ
157,Ei::N,muna,кӏэнкӏэ́
158,Nest::N,pesä,набгъо́
159,Bau::N,pesä,гъу
160,Bau::N,pesä,бы
161,Tier::N,eläin,псэу́шъхь
162,Herde::N,lauma,ӏэхъогъу
163,Kuh::N,lehmä,чэмы́
164,Bulle::N,sonni,цу
165,Pferd::N,hevonen,шы
166,Schaf::N,lammas,мэлы́
167,Schwein::N,sika,къо
168,Hund::N,koira,бьэ
169,Katze::N,kissa,чэты́у
170,Bär::N,karhu,мышъэ́
171,Eichhörnchen::N,orava,цызэ́
172,Elch::N,hirvi,лось
173,Fuchs::N,kettu,баджэ́
174,Hase::N,jänis,тхьакӏумкӏы́хь
175,Maus::N,hiiri,цыгъо́
176,Wolf::N,susi,тыгъу́жъ
177,Vogel::N,lintu,бзы́у
178,Schwarm::N,parvi,отэр
179,Huhn::N,kana,чэты́
180,Hahn::N,kukko,атакъэ́
181,Gans::N,hanhi,къа́з
182,Adler::N,kotka,
183,Ente::N,ankka,псычэ́т
184,Eule::N,pöllö,тыгъурыгъу
185,Kranich::N,kurki,къэрэ́у
186,Krähe::N,varis,къолэ́жъ
187,Kuckuck::N,käki,куку́у
188,Schwan::N,joutsen,
189,Fisch::N,kala,пцэжъы́й
190,Barsch::N,ahven,тхыкъэц
191,Hecht::N,hauki,лэнд
192,Schlange[Tier]::N,käärme,блэ́
193,Wurm::N,mato,хьамлыу
194,Spinne::N,hämähäkki,бэдж
195,Ameise::N,muurahainen,къамзэ́гу
196,Laus::N,täi,цӏэ
197,Mücke::N,sääski,аргъо́й
198,Mücke::N,hyttynen,аргъо́й
199,Fliege::N,kärpänen,бадзэ́
200,Schmetterling::N,perhonen,хьампӏыра́шъу
201,Beere::N,marja,маткӏо
202,Apfel::N,omena,мыӏэры́с
203,Pilz::N,sieni,хьаӏу
204,Zwiebel::N,sipuli,бжьыны́
205,Saat::N,siemenet,чылапхъ
206,Korn::N,jyvä,цэ
207,Korn::N,vilja,цэ
208,Heu::N,heinä,мэкъу
209,Schale::N,kuori,кӏы́шъу
210,Grube::N,kuoppa,машэ́
211,Falle::N,loukku,зэраубытырэ́ ӏэмэпсы́м
212,Schlinge::N,ansa,бзыуубыт
213,Spur::N,jälki,ужы
214,Spur::N,jälki,лъэуж
215,Asche::N,tuhka,яжьэ́
216,Dreck::N,lika,псынжъы
217,Eisen::N,rauta,гыучӏы́
218,Eisen::N,rauta,къэнджа́л
219,Gold::N,kulta,дышъэ́
220,Silber::N,hopea,тыжьы́н
221,Kohle::N,hiili,шӏомыкӏ
222,Glas::N,lasi,апч
223,Lehm::N,savi,етӏагъо́
224,Sand::N,hiekka,пшахъо
225,Mensch::N,ihminen,цӏыфы́
226,Mann::N,mies,хъулъфы́гъ
227,Frau::N,nainen,бӏылъфыгъэ́
228,Kind::N,lapsi,кӏэлэцӏы́кӏу
229,Junge::N,poika,кӏэлэцӏы́кӏу
230,Mädchen::N,tyttö,пшъэшъэжъый
231,Familie::N,perhe,быны́
232,Familie::N,perhe,уна́гъу
233,Großvater::N,isoisä,тэтэ́жъ
234,Großmutter::N,isoäiti,нэнэ́жъ
235,Eltern::N,vanhemmat,ны-тыхэ́р
236,Vater::N,isä,ты
237,Mutter::N,äiti,ны
238,Sohn::N,poika,къо
239,Tochter::N,tytär,пхъу
240,Bruder::N,veli,шы
241,Schwester::N,sisko,шы́пхъу
242,Onkel::N,eno,янэ́ш
243,Onkel::N,setä,янэ́ш
244,Tante::N,täti,атэшыпхъу
245,Ehemann::N,mies,лӏы
246,Ehemann::N,aviomies,лӏы
247,Ehefrau::N,vaimo,шъу́з
248,Ehefrau::N,aviovaimo,шъу́з
249,Freude::N,ilo,гушӏуа́гъу
250,Freude::N,riemu,гушӏуа́гъу
251,Gelächter::N,nauru,щхыныр
252,Glück::N,onni,насы́п
253,Kummer::N,suru,тхьамыкӏагъу
254,Kummer::N,murhe,тхьамыкӏагъу
255,Wunsch::N,toive,шӏонгъоны́гъ
256,Wunsch::N,toivomus,шӏонгъоны́гъ
257,Lust::N,himo,шӏонгъоны́гъ
258,Geist::N,henki,гу
259,Gedanke::N,aate,гупшыс
260,Gedanke::N,ajatus,гупшыс
261,Gedächtnis::N,muisti,память
262,Verstand::N,äly,акъы́л
263,Verstand::N,järki,акъы́л
264,Verstand::N,ymmärrys,акъы́л
265,Sinn::N,merkitys,мэхьанэ
266,Grund::N,syy,ушъхьагъу
267,Grund::N,peruste,ушъхьагъу
268,Wahrheit::N,tosi,шъыпкъэ́
269,Wahrheit::N,totuus,шъыпкъэ́
270,Gespräch::N,puhelu,гущыӏ
271,Gespräch::N,keskustelu,гущыӏ
272,Märchen::N,satu,пшысэ
273,Erzählung::N,tarina,къэба́р
274,Erzählung::N,kertomus,къэба́р
275,Nachricht::N,tieto,къэба́р
276,Nachricht::N,ilmoitus,къэба́р
277,Neuigkeit::N,uutinen,къэбарыкӏ
278,Name::N,nimi,цӏэ
279,Rätsel::N,arvoitus,коджэхь-къоджэшх
280,Rede::N,puhe,гущыӏ
281,Sprache::N,kieli,бзэ
282,Stimme::N,ääni,макъэ́
283,Wort::N,sana,гущыӏ
284,Zeichen::N,merkki,тамы́гъ
285,Ruf::N,kutsu,джэ макъ
286,Lärm::N,melu,макъэ
287,Lärm::N,hälinä,макъэ
288,Laut::N,ääni,макъэ
289,Ton::N,sävel,
290,Lied::N,laulu,орэ́д
291,Ruhe::N,lepo,самбырыныгъ
292,Ruhe::N,rauha,самбырыныгъ
293,Leute::N,väki,цӏыфхэ́р
294,Leute::N,ihmiset,цӏыфхэ́р
295,Volk::N,kansa,цӏыф лъэпкъ
296,Arbeit::N,työ,ӏофшӏакӏэ́н
297,Gast::N,vieras,хьакӏэ́
298,Geschenk::N,lahja,шӏухьафтын
299,Spiel::N,peli,еоны́р
300,Spiel::N,peli,джэгуны́р
301,Spiel::N,peli,къегъэӏоны́р
302,Spiel::N,leikki,еоны́р
303,Spiel::N,leikki,джэгуны́р
304,Spiel::N,leikki,къегъэӏоны́р
305,Gesellschaft::N,seura,обществ
306,Hilfe::N,apu,ӏэпыӏэгъу
307,Freund::N,ystävä,ныбджэгъу
308,Kamerad::N,toveri,ныбджэгъу
309,Angelegenheit::N,asia,ӏофы́
310,Anzahl::N,lukumäärä,пчъагъэ́
311,Art::N,laji,изэрэщы́т
312,Art::N,laji,лъэпкъ
313,Stück::N,pala,такъы́р
314,Stück::N,kappale,такъы́р
315,Teil::N,osa,щыщ
316,Teil::N,osa,ӏахь
317,Hälfte::N,puoli,ныкъо́
318,Kreis::N,ympyrä,хъура́й
319,Kreuz::N,risti,къащ
320,Linie::N,viiva,хъахъ
321,Linie::N,viiva,итхъа́гъ
322,Strich::N,piirto,хъахъ
323,Strich::N,piirto,итхъагъ
324,Abstand::N,väli,азыфагу
325,Abstand::N,väljyys,азыфагу
326,Entfernung::N,etäisyys,чӏыгууанэ
327,Gegend::N,seutu,чӏыпӏэ́
328,Platz::N,tila,азыфагу
329,Ort::N,kohta,чӏыпӏэ́
330,Ort::N,paikka,чӏыпӏэ́
331,Seite::N,sivu,лъэны́къу
332,Seite::N,kylki,лъэны́къу
333,Mitte::N,keskus,гузэ́гу
334,Mitte::N,puoliväli,гузэ́гу
335,Gegenstand::N,kalu,пкъыгъо
336,Gegenstand::N,esine,пкъыгъо
337,Sache::N,asia,
338,Rand::N,ääri,цакӏэ́
339,Rand::N,syrjä,цакӏэ́
340,Kante::N,särmä,цэгэналъ
341,Ecke::N,nurkka,къогъу
342,Spitze::N,terä,пакӏэ
343,Spitze::N,kärki,пакӏэ
344,Ende::N,pää,кӏэ
345,Ende::N,perä,кӏэ
346,Loch::N,kolo,гъуа́н
347,Loch::N,reikä,гъуа́н
348,Winkel::N,kulma,къогъу
349,Muster::N,kuvio,тхыпхъэ
350,Größe::N,koko,иина́гъ
351,Größe::N,suuruus,иина́гъ
352,Länge::N,pituus,икӏыхьа́гъ
353,Höhe::N,korkeus,лъэгагъ
354,Gewicht::N,paino,онтэгъугъэ́
355,Menge::N,määrä,пчъагъэ́
356,Haufen::N,kasa,ӏат
357,Reihe::N,rivi,саты́р
358,Boot::N,vene,къуашъо́
359,Ruder::N,airo,къошъобэ́щ
360,Schlitten::N,reki,
361,Schlitten::N,kelkka,
362,Ski::N,suksi,лыжэхэр
363,Lagerfeuer::N,nuotio,пхъэмашӏу
364,Last::N,kuorma,
365,Gang::N,kulku,кӏоныр
366,Gang::N,käynti,кӏоныр
367,Schritt::N,askel,лъэубэ́къу
368,Norden::N,pohjoinen,темы́р
369,Süden::N,etelä,къыблэ́
370,Westen::N,länsi,тыгъэкъохьа́пӏ
371,Osten::N,itä,тыгьэкъокӏы́пӏ
372,Holz::N,puu,чъыгы́
373,Brett::N,lauta,пхъэ́мбгъу
374,Platte::N,levy,упсыхьагъ
375,Stütze::N,noja,кӏэгъэкъон
376,Stange::N,tanko,къорэ́гъ
377,Stock::N,keppi,бэщ
378,Stab::N,sauva,бэщ кӏы́хь
379,Stab::N,seiväs,бэщ кӏы́хь
380,Rohr::N,putki,онджэкъ
381,Haus::N,talo,унэ́
382,Heim::N,koti,унэ́
383,Ofen::N,uuni,гъэжъэн
384,Fußboden::N,lattia,джэхашъу
385,Tisch::N,pöytä,стол
386,Stuhl::N,tuoli,пхъэнтӏэ́кӏу
387,Wiege::N,kehto,кушъэ́
388,Bett::N,sänky,пӏэкӏо́р
389,Regal::N,hylly,мэкӏай
390,Kiste::N,arkku,ящык
391,Kiste::N,kirstu,ящык
392,Kiste::N,laatikko,ящык
393,Fenster::N,ikkuna,шъхьаныгъу́пчъ
394,Tür::N,ovi,пчъэ
395,Tor::N,portti,къэла́пчъ
396,Zaun::N,aita,шӏыхьагъэ́
397,Dach::N,katto,шъхьэ́
398,Leiter::N,tikkaat,лъэо́й
399,Leiter::N,tikkaat,дэкӏояпӏэ́
400,Leiter::N,tikapuut,лъэо́й
401,Leiter::N,tikapuut,дэкӏояпӏэ́
402,Besen::N,luuta,пхъэнкӏы́пхъ
403,Spaten::N,lapio,къазгъы́р
404,Schaufel::N,lapio,хэӏалъ
405,Gabel::N,haarukka,цацэ
406,Löffel::N,lusikka,джэмы́шх
407,Messer::N,veitsi,шъэжъы́й
408,Nagel::N,naula,гъучӏыӏу́н
409,Netz::N,verkko,хъытыу
410,Haken::N,haka,хьажтӏаркъу
411,Haken::N,koukku,хьажтӏаркъу
412,Griff::N,ripa,къопс
413,Griff::N,kahva,къопс
414,Schloss::N,lukko,ӏункӏы́бз
415,Bild::N,kuva,сурэ́т
416,Figur::N,kuvio,
417,Puppe::N,nukke,нысхъа́п
418,Beutel::N,pussi,дзыо́
419,Bündel::N,nippu,
420,Bündel::N,kimppu,
421,Tasche::N,laukku,ӏэлъмэ́къ
422,Eimer::N,sanko,щалъ
423,Eimer::N,ämpäri,щалъ
424,Deckel::N,kansi,шъхьэ
425,Geschirr::N,astia,хьакъу-шыкъу
426,Sack::N,säkki,дзыо́
427,Tasse::N,kuppi,чашк
428,Topf::N,pata,кастрюль
429,Kessel::N,kattila,шыуа́н
430,Essen::N,syönti,шхэн
431,Nahrung::N,ruoka,шхэн
432,Nahrung::N,ravinto,шхэн
433,Speise::N,ruoka,шхыныгъу
434,Fleisch::N,liha,лы
435,Getreide::N,vilja,лэжьыгъацэ́
436,Brei::N,puuro,пӏастэ́
437,Brot::N,leipä,хьалыгъу
438,Scheibe::N,viipale,такъы́р
439,Fett::N,rasva,дагъэ́
440,Butter::N,voi,тхъу
441,Öl::N,öljy,тхъу
442,Salz::N,suola,щыгъу
443,Suppe::N,keitto,хьантхъупс
444,Honig::N,hunaja,шъоу́
445,Milch::N,maito,щэ
446,Tee::N,tee,щай
447,Leder::N,nahka,кӏы́шъу
448,Wolle::N,villa,цы
449,Stoff::N,kangas,шэкӏы
450,Nadel::N,neula,бгъэ́хаӏу
451,Faden::N,lanka,ӏуда́н
452,Knopf::N,nappi,занкӏэу
453,Knoten::N,solmu,зэкъодзапӏэ
454,Farbe::N,maali,краск
455,Kleidung::N,vaatteet,щыгъы́ны
456,Hemd::N,paita,джан
457,Kragen::N,kaulus,пшъапӏ
458,Ärmel::N,hiha,гъуап
459,Hose::N,housut,гъончэ́дж
460,Gürtel::N,vyö,бгыры́пх
461,Mütze::N,lakki,паӏо́
462,Schuh::N,kenkä,
463,Stiefel::N,saapas,щазым
464,Ring::N,sormus,ӏэлъы́н
465,Band::N,nauha,лент
466,Kamm::N,kampa,мажь
467,Spiegel::N,peili,гъундж
468,Riemen::N,hihna,бгыры́пх
469,Schnur::N,naru,кӏапсэ́
470,Schnur::N,nuora,кӏапсэ́
471,Leine::N,talutushihna,шъокӏапс
472,Decke::N,peite,чыхӏэн
473,Kissen::N,tyyny,шъхьант
474,Kissen::N,pielus,шъхьант
475,Tuch::N,huivi,шъхьэтехъу
476,Handtuch::N,pyyheliina,ӏаплъэкӏ
477,Kraft::N,väki,къары́у
478,Kraft::N,väki,кӏуачӏэ́
479,Kraft::N,voima,къары́у
480,Kraft::N,voima,кӏуачӏэ́
481,Stärke::N,vahvuus,кӏуачӏэ́
482,Gesundheit::N,terveys,псауныгъ
483,Krankheit::N,tauti,узы
484,Krankheit::N,sairaus,узы
485,Schmerz::N,kipu,узы
486,Schmerz::N,särky,узы
487,Wunde::N,haava,уӏагъэ́
488,Fieber::N,kuume,техьа́гъу
489,Fieber::N,kuume,жъоку
490,Arznei::N,lääke,ӏэзэ́гъу
491,Brücke::N,silta,лъэмы́д ж
492,Brunnen::N,kaivo,псынэ́
493,Weide::N,laidun,хъупӏэ́
494,Pfad::N,polku,лъагъу
495,Weg::N,tie,гъо́гу
496,Straße::N,katu,гъо́гу
497,Dorf::N,kylä,къуа́дж
498,Stadt::N,kaupunki,къалэ́
499,Brief::N,kirje,тхэн
500,Brief::N,kirje,письмэ
501,Buch::N,kirja,тхы́лъ
502,Buchstabe::N,kirjain,хьары́ф
503,Zeitung::N,lehti,газет
504,Zeitung::N,sanomalehti,газет
505,Leben::N,elo,гъашӏэ́
506,Leben::N,elämä,гъашӏэ́
507,Tod::N,kuolema,аджал
508,Grab::N,hauta,бэны́
509,Kirche::N,kirkko,чылы́с
510,Sünde::N,synti,гунахь
511,Gott::N,jumala,тхьэ
512,Arbeiter::N,työläinen,рабоч
513,Chef::N,päällikkö,гъэр
514,Meister::N,mestari,ӏэпыӏа́с
515,Arzt::N,lääkäri,
516,Lehrer::N,opettaja,кӏэлэегъа́дж
517,Geld::N,raha,ахъщ
518,Geschäft::N,liike,ӏофшӏэн
519,Laden::N,puoti,туча́н
520,Laden::N,kauppa,туча́н
521,Preis::N,hinta,уасэ́
522,Ware::N,tavara,хьап-щып
523,Nutzen::N,hyöty,чар
524,Nutzen::N,hyöty,федэ́
525,Reichtum::N,rikkaus,байныгъ
526,Welt::N,maailma,дуна́й
527,Land::N,maa,хэгъэ́́гу
528,Staat::N,valtio,къэралыгъу
529,König::N,kuningas,пачъы́хь
530,Macht::N,mahti,шынэгъакзэ́
531,Grenze::N,raja,гъуна́пкъ
532,Krieg::N,sota,зао́
533,Feind::N,vihollinen,пы́и
534,Gewalt::N,väkivalta,егъэзыгъэныгъ
535,Kampf::N,taistelu,бэнэныгъ
536,Bogen[Waffe]::N,jousi,щабз
537,Pfeil::N,nuoli,щэбза́щ
538,Gewehr::N,kivääri,шхонч
539,Fehler::N,vika,хэукъоныгъ
540,Fehler::N,virhe,хэукъоныгъ
541,Lüge::N,valhe,пцӏы
542,Schaden::N,vaurio,зэра́р
543,Schaden::N,vahinko,зэра́р
544,Unglück::N,vahinko,тхьамыкӏагъу
545,Unglück::N,onnettomuus,тхьамыкӏагъу
546,Schuld::N,syy,мысагъэ́
547,Alter::N,ikä,ныбжь
548,Schluss::N,loppu,кӏэ
549,Zeit::N,aika,уахътэ́
550,Tag::N,päivä,мафэ́
551,Morgen::N,aamu,пчэды́жь
552,Morgen::N,huomen,пчэды́жь
553,Mittag::N,keskipäivä,щэджагьу́
554,Abend::N,ilta,пчыхьэ́
555,Nacht::N,yö,чэщы́
556,Woche::N,viikko,тхьамафэ́
557,Monat::N,kuukausi,мазэ́
558,Jahr::N,vuosi,илъэ́с
559,Frühling::N,kevät,гъатхэ́
560,Sommer::N,kesä,гъэмафэ́
561,Herbst::N,syksy,бжыхьэ́
562,Winter::N,talvi,кӏыма́ф
563,Januar::N,tammikuu,январь
564,Februar::N,helmikuu,февраль
565,März::N,maaliskuu,март
566,April::N,huhtikuu,апрель
567,Mai::N,toukokuu,май
568,Juni::N,kesäkuu,июнь
569,Juli::N,heinäkuu,июль
570,August::N,elokuu,август
571,September::N,syyskuu,сентябрь
572,Oktober::N,lokakuu,октябрь
573,November::N,marraskuu,ноябрь
574,Dezember::N,joulukuu,декабрь
575,Montag::N,maanantai,блыпэ́
576,Dienstag::N,tiistai,гъубдж
577,Mittwoch::N,keskiviikko,бэрэскэжъый
578,Donnerstag::N,torstai,мэфэ́ку
579,Freitag::N,perjantai,бэрэскэшху
580,Samstag::N,lauantai,шэмбэ́т
581,Sonntag::N,sunnuntai,тхьаума́ф
582,groß::A,iso,ины́
583,groß::A,suuri,ины́
584,klein::A,pieni,цӏы́кӏу
585,lang::A,pitkä,кӏыхьэ́
586,kurz::A,lyhyt,кӏэкӏы́
587,breit::A,leveä,шъуамбгъо́
588,schmal::A,kapea,бгъузэ́
589,dicht::A,taaja,ӏужъу́
590,dick[Gegenstand]::A,paksu,ӏужъу́
591,dünn::A,ohut,пӏуакӏэ́
592,fein::A,hieno,пӏуакӏэ́
593,fest::A,luja,пытэ́
594,flach::A,litteä,тешъо́
595,flach::A,tasainen,тешъо́
596,glatt::A,sileä,зэны́бжь
597,glatt::A,siloinen,зэны́бжь
598,hart::A,kova,пытэ́
599,weich::A,pehmeä,шъабэ́
600,rund::A,pyöreä,хъура́й
601,spitz::A,terävä,папцӏэ́
602,scharf::A,terävä,чан
603,stumpf::A,tylsä,цако́
604,schwer::A,raskas,онтэ́гъу
605,schwer::A,painava,онтэ́гъу
606,schön::A,kaunis,дахэ́
607,heiß::A,kuuma,жъо́ркъ
608,warm::A,lämmin,фабэ́у
609,kalt::A,kylmä,чъыӏэ́
610,kalt::A,viluinen,чъыӏэ́
611,kühl::A,viileä,чъыӏэтагъ
612,frisch::A,tuore,чъыӏэтагъ
613,feucht::A,kostea,шынагъэ зиӏэ
614,feucht::A,kostea,шынэгъакӏэ зиӏэ
615,nass::A,märkä,цӏынэ́
616,trocken::A,kuiva,гъушъ
617,trocken::A,kuiva,чъэпхъыгъ
618,voll::A,täysi,из
619,voll::A,täysi,изыбз
620,leer::A,tyhjä,нэкӏы́
621,offen::A,avonainen,зэдэхыгъэ
622,geschlossen::A,suljettu,зэфэшӏыгъ
623,sauber::A,puhdas,къабзэ́
624,schmutzig::A,likainen,шӏо́и
625,roh::A,raaka,мыжъо́
626,reif::A,kypsä,чъэпхъыгъ
627,lecker::A,herkullinen,го́хьы
628,süß::A,makea,ӏэшӏу
629,bitter::A,karvas,дыджы́
630,bitter::A,kitkerä,дыджы́
631,sauer::A,hapan,хафэ́
632,hell::A,kirkas,нэфын
633,hell::A,valoisa,нэфын
634,dunkel::A,pimeä,мэзэхэ
635,schwarz::A,musta,шӏуцӏэ
636,weiß::A,valkea,фыжьы́
637,rot::A,punainen,плъыжьы́
638,gelb::A,keltainen,гъожьы́
639,blau::A,sininen,шхъуантӏэ
640,grün::A,vihreä,шхъуантӏэ
641,grau::A,harmaa,шхъо
642,bunt::A,kirjava,къолэны
643,billig::A,halpa,пыут
644,billig::A,huokea,пыут
645,teuer::A,kallis,сикӏа́с
646,teuer::A,kallis,силъа́пӏ
647,wertvoll::A,arvokas,пкӏэ зиӏ
648,wertvoll::A,arvokas,уасэ́ зыфа́шӏ
649,blind::A,sokea,нэшъу́
650,taub::A,kuuro,дэгу
651,kräftig::A,väkevä,лъэ́ш
652,kräftig::A,voimakas,лъэ́ш
653,stark::A,vahva,лъэ́ш
654,schwach::A,heikko,хъыбэй
655,fett::A,lihava,пщэры́
656,schlank::A,hoikka,ищыгъэ
657,schlank::A,solakka,ищыгъэ
658,hübsch::A,soma,дахэ́
659,hübsch::A,sievä,дахэ́
660,böse::A,paha,ябгэ
661,böse::A,häijy,ябгэ
662,dumm::A,tyhmä,делэ
663,dumm::A,typerä,делэ
664,faul::A,laiska,шъхьахы́нэ
665,fleißig::A,ahkera,егугъурэ
666,geizig::A,saita,тхьацэ
667,klug::A,älykäs,акъылышӏу́
668,geschickt::A,taitava,ӏэпэӏэсэ́
669,geschickt::A,taitava,шо́у шӏыгъэ́
670,lieb::A,rakas,псэм фэд
671,lustig::A,hauska,чэф
672,lustig::A,iloinen,чэф
673,sanft::A,lauha,ӏушъа́б
674,sanft::A,lempeä,ӏушъа́б
675,hungrig::A,nälkäinen,гъаблэ́
676,krank::A,sairas,сыма́дж
677,nackt::A,alaston,пцӏанэ́
678,traurig::A,surullinen,нэшхъэй
679,traurig::A,murheellinen,нэшхъэй
680,lebendig::A,elävä,
681,gut::A,hyvä,дэгъу́
682,schlecht::A,paha,дэи
683,schlecht::A,huono,дэи
684,richtig::A,oikea,тэрэз
685,schlimm::A,paha,щынэгъо
686,wahr::A,tosi,шъыпкъэ́
687,alt::A,vanha,жъы
688,neu::A,uusi,кӏэ
689,ehemalig::A,entinen,-щтыгъэ
690,ehemalig::A,entinen,-гъэ
691,ehemalig::A,muinainen,-щтыгъэ
