,Concept_ID,nl,ku
103,Wiese::N,weide,sûrik
104,Wald::N,bos,çiya
105,Wald::N,bos,daristan
106,Hügel::N,heuvel,gir
107,Anhöhe::N,hoogte,sere gir
108,Berg::N,berg,kaş
109,Gipfel::N,top,sere gir
110,Höhle::N,hol,şikeft
111,Abhang::N,helling,kaş
112,Quelle::N,bron,kanî
113,Bach::N,beek,çem
114,Fluss::N,stroom,çem
115,Fluss::N,stroom,rûbar
116,Ufer::N,wal,kevî
117,Ufer::N,oever,kevî
118,Küste::N,kust,berav
119,Festland::N,vasteland,bejahî
120,Meer::N,zee,behr
121,Bucht::N,baai,derav
122,Bucht::N,inham,derav
123,Insel::N,eiland,girav
124,Blume::N,bloem,kulînk
125,Gras::N,gras,giha
126,Wurzel::N,wortel,reh
127,Baum::N,boom,dar
128,Stamm::N,stam,bavik
129,Rinde::N,schors,qaqil
130,Ast::N,tak,gulî
131,Zweig::N,twijg,şax
132,Blatt::N,blad,pel
133,Birke::N,berk,dara sipî
134,Kiefer[Baum]::N,den,dara bî
135,Weide[Baum]::N,wilg,dara belalûk
136,Tanne::N,spar,merx
137,Horn::N,hoorn,strô
138,Feder::N,veer,pîrtîk
139,Feder::N,pluim,pîrtîk
140,Fell::N,vel,heyar
141,Flügel::N,vleugel,per
142,Klaue::N,klauw,napîk
143,Kralle::N,klauw,dinik
144,Kralle::N,klauw,dirnax
145,Schwanz::N,staart,dûv
146,Ei::N,ei,hêk
147,Nest::N,nest,hêlîn
148,Bau::N,hol,avahî
149,Tier::N,dier,heywan
150,Herde::N,kudde,hoz
151,Kuh::N,koe,çêlek
152,Bulle::N,stier,ga
153,Pferd::N,paard,hesp
154,Schaf::N,schaap,mîh
155,Schwein::N,varken,beraz
156,Hund::N,hond,seh
157,Katze::N,kat,pişîk
158,Bär::N,beer,hirç
159,Eichhörnchen::N,eekhoorntje,pilûr
160,Elch::N,eland,pazkovî
161,Fuchs::N,vos,rovî
162,Hase::N,haas,kîroşk
163,Maus::N,muis,mişk
164,Wolf::N,wolf,gur
165,Vogel::N,vogel,çûk
166,Schwarm::N,zwerm,lufik
167,Huhn::N,kip,mirîşk
168,Huhn::N,hoen,mirîşk
169,Hahn::N,haan,dîk
170,Gans::N,gans,qaz
171,Adler::N,arend,eylo
172,Ente::N,eend,werdek
173,Eule::N,uil,bûm
174,Eule::N,uil,kund
175,Kranich::N,kraanvogel,quling
176,Krähe::N,kraai,qijik
177,Kuckuck::N,koekoek,pepûk
178,Schwan::N,zwaan,qû
179,Fisch::N,vis,masî
180,Barsch::N,baars,okûn
181,Hecht::N,snoek,mesîyê lûf
182,Schlange[Tier]::N,slang,mar
183,Wurm::N,worm,kurm
184,Spinne::N,spin,pîrê
185,Ameise::N,mier,mîro
186,Ameise::N,mier,gêrîk
187,Laus::N,luis,spi
188,Mücke::N,mug,mêş
189,Fliege::N,vlieg,mêş
190,Schmetterling::N,vlinder,perperîk
191,Beere::N,bes,hirç
192,Apfel::N,appel,sêv
193,Pilz::N,paddestoel,bîrov
194,Zwiebel::N,ui,pîvaz
195,Saat::N,zaad,tov
196,Korn::N,graan,dexl
197,Korn::N,korrel,dexl
198,Heu::N,hooi,sap
199,Schale::N,schil,qaşik
200,Grube::N,kuil,çahl
201,Falle::N,val,dafik
202,Schlinge::N,strop,dahf
203,Spur::N,spoor,rêç
204,Asche::N,as,xweli
205,Dreck::N,drek,gemarî
206,Eisen::N,ijzer,hesing
207,Gold::N,goud,zêr
208,Silber::N,zilver,zîv
209,Kohle::N,kool,komir
210,Glas::N,glas,qedeh
211,Lehm::N,klei,kelpîç
212,Sand::N,zand,qûm
213,Mensch::N,mens,mirov
214,Mann::N,man,mêr
215,Frau::N,vrouw,jin
216,Kind::N,kind,zarok
217,Junge::N,jongen,kur
218,Mädchen::N,meisje,keç
219,Mädchen::N,meisje,keçik
220,Familie::N,gezin,malbat
221,Familie::N,familie,malbat
222,Großvater::N,grootvader,bapîr
223,Großmutter::N,grootmoeder,pîrik
224,Eltern::N,ouders,bavudê
225,Vater::N,vader,bav
226,Mutter::N,moeder,dê
227,Mutter::N,moeder,dayik
228,Sohn::N,zoon,kur
229,Tochter::N,dochter,keç
230,Bruder::N,broer,bira
231,Bruder::N,broeder,bira
232,Schwester::N,zus,xweh
233,Schwester::N,zuster,xweh
234,Onkel::N,oom,am
235,Onkel::N,oom,xal
236,Tante::N,tante,metik
237,Tante::N,tante,xaltîk
238,Ehemann::N,echtgenoot,mêr
239,Ehefrau::N,echtgenote,kulfet
240,Freude::N,vreugde,kêfxweşî
241,Gelächter::N,gelach,pîrqînî
242,Glück::N,geluk,bext
243,Kummer::N,verdriet,derd
244,Wunsch::N,wens,daxwaz
245,Wunsch::N,wens,xwestek
246,Wunsch::N,verlangen,daxwaz
247,Wunsch::N,verlangen,xwestek
248,Lust::N,zin,şewq
249,Lust::N,lust,şewq
250,Geist::N,geest,aqil
251,Gedanke::N,gedachte,fikir
252,Gedächtnis::N,geheugen,aqil
253,Verstand::N,verstand,fêm
254,Sinn::N,betekenis,aqil
255,Grund::N,reden,asas
256,Wahrheit::N,waarheid,rastî
257,Gespräch::N,gesprek,guftûgo
258,Märchen::N,sprookje,çirok
259,Erzählung::N,verhaal,çirok
260,Erzählung::N,verhaal,vegotin
261,Nachricht::N,tijding,nûçe
262,Neuigkeit::N,nieuws,hewal
263,Neuigkeit::N,nieuwtje,hewal
264,Name::N,naam,nav
265,Name::N,naam,paşnav
266,Rätsel::N,raadsel,tiştonek
267,Rede::N,rede,gotar
268,Rede::N,rede,axavtin
269,Sprache::N,taal,ziman
270,Stimme::N,stem,pejn
271,Wort::N,woord,gotin
272,Zeichen::N,teken,şanek
273,Ruf::N,roep,hawar
274,Lärm::N,lawaai,xarbalix
275,Laut::N,klank,deng
276,Laut::N,klank,hês
277,Laut::N,geluid,deng
278,Laut::N,geluid,hês
279,Ton::N,toon,awaz
280,Ton::N,klank,awaz
281,Lied::N,lied,sitran
282,Ruhe::N,rust,rihetî
283,Ruhe::N,stilte,rihetî
284,Leute::N,lui,xelk
285,Leute::N,mensen,xelk
286,Volk::N,volk,xelk
287,Arbeit::N,werk,xebat
288,Arbeit::N,arbeid,xebat
289,Gast::N,gast,mêvan
290,Geschenk::N,cadeau,diyarî
291,Geschenk::N,geschenk,diyarî
292,Spiel::N,spel,lîstik
293,Gesellschaft::N,gezelschap,komal
294,Hilfe::N,hulp,alîkarî
295,Freund::N,vriend,heval
296,Kamerad::N,maat,heval
297,Kamerad::N,metgezel,heval
298,Angelegenheit::N,zaak,pirsgirêk
299,Angelegenheit::N,aangelegenheid,pirsgirêk
300,Anzahl::N,tal,çend
301,Anzahl::N,aantal,çend
302,Art::N,slag,çeh
303,Art::N,soort,çeh
304,Stück::N,stuk,lib
305,Stück::N,stuk,parçe
306,Teil::N,deel,parçe
307,Hälfte::N,helft,nîvî
308,Kreis::N,kring,çemil
309,Kreis::N,cirkel,çemil
310,Kreuz::N,kruis,xaç
311,Linie::N,lijn,xezik
312,Strich::N,haal,xezik
313,Strich::N,streep,xezik
314,Abstand::N,afstand,dûrahî
315,Entfernung::N,afstand,dûrahî
316,Gegend::N,streek,dever
317,Platz::N,ruimte,çih
318,Ort::N,oord,dever
319,Ort::N,plaats,dever
320,Seite::N,zij,rûpel
321,Seite::N,kant,rûpel
322,Seite::N,zijde,rûpel
323,Mitte::N,midden,nav
324,Mitte::N,midden,nabênê
325,Gegenstand::N,voorwerp,tişt
326,Sache::N,zaak,tişt
327,Rand::N,rand,kevî
328,Rand::N,boord,kevî
329,Kante::N,kant,kevî
330,Ecke::N,hoek,qunç
331,Spitze::N,punt,derzî
332,Spitze::N,spits,derzî
333,Ende::N,einde,talî
334,Ende::N,uiteinde,talî
335,Loch::N,gat,qul
336,Winkel::N,hoek,kurnîşk
337,Muster::N,dessin,desen
338,Muster::N,patroon,desen
339,Größe::N,grootte,mezinî
340,Länge::N,lengte,dirêjahî
341,Höhe::N,hoogte,bilindayî
342,Gewicht::N,gewicht,giranî
343,Menge::N,hoeveelheid,qas
344,Haufen::N,hoop,lod
345,Reihe::N,rij,rêz
346,Reihe::N,reeks,rêz
347,Boot::N,boot,kelek
348,Ruder::N,roeiriem,bêrik
349,Schlitten::N,slee,xîjik
350,Schlitten::N,slede,xîjik
351,Ski::N,ski,lakan
352,Lagerfeuer::N,kampvuur,agir
353,Last::N,last,bar
354,Last::N,vracht,bar
355,Gang::N,wandeling,fîtêz
356,Schritt::N,stap,gav
357,Schritt::N,schrede,gav
358,Norden::N,noorden,bakur
359,Süden::N,zuiden,başur
360,Westen::N,westen,rojava
361,Osten::N,oosten,rojhilat
362,Holz::N,hout,dep
363,Brett::N,plank,dep
364,Platte::N,plaat,dep
365,Stütze::N,stut,destek
366,Stütze::N,steun,destek
367,Stange::N,stang,sing
368,Stock::N,stok,çam
369,Stab::N,staf,qat
370,Rohr::N,pijp,borî
371,Haus::N,huis,mal
372,Haus::N,huis,xanî
373,Heim::N,tehuis,mal
374,Ofen::N,kachel,sobe
375,Fußboden::N,vloer,binpê
376,Tisch::N,tafel,mase
377,Stuhl::N,stoel,kursî
378,Wiege::N,wieg,derguş
379,Bett::N,bed,qerewêle
380,Regal::N,rek,rêbaz
381,Kiste::N,kist,sindoq
382,Fenster::N,raam,çam
383,Fenster::N,raam,şibeke
384,Fenster::N,venster,çam
385,Fenster::N,venster,şibeke
386,Tür::N,deur,derî
387,Tor::N,poort,derge
388,Zaun::N,omheining,hejik
389,Dach::N,dak,sere xanî
390,Leiter::N,ladder,pêling
391,Besen::N,bezem,melkes
392,Spaten::N,schop,mer
393,Schaufel::N,schep,bêr
394,Gabel::N,vork,çetel
395,Löffel::N,lepel,kevçî
396,Messer::N,mes,kêr
397,Nagel::N,spijker,bizmar
398,Netz::N,net,tor
399,Haken::N,haak,çenqel
400,Griff::N,handvat,destî
401,Schloss::N,slot,qonax
402,Bild::N,beeld,dimen
403,Figur::N,figuur,figûr
404,Puppe::N,pop,bûk
405,Beutel::N,zak,kîsik
406,Beutel::N,buidel,kîsik
407,Bündel::N,pak,pêçek
408,Bündel::N,bundel,pêçek
409,Tasche::N,tas,bêrîk
410,Eimer::N,emmer,dewl
411,Deckel::N,deksel,devik
412,Geschirr::N,vaatwerk,ferax
413,Sack::N,zak,tûr
414,Tasse::N,kop,kada
415,Topf::N,pan,beroş
416,Kessel::N,ketel,şîril
417,Essen::N,eten,xwarin
418,Nahrung::N,voedsel,xwarin
419,Speise::N,spijs,xwarin
420,Fleisch::N,vlees,goşt
421,Getreide::N,graan,zad
422,Brei::N,pap,hewdêl
423,Brei::N,brij,hewdêl
424,Brot::N,brood,
425,Scheibe::N,plak,parçe
426,Scheibe::N,snede,parçe
427,Fett::N,vet,rûn
428,Butter::N,boter,rûn
429,Öl::N,olie,rûn
430,Salz::N,zout,xwe
431,Suppe::N,soep,şorbe
432,Honig::N,honing,hingiv
433,Milch::N,melk,şîr
434,Tee::N,thee,çay
435,Leder::N,leer,çerm
436,Leder::N,leder,çerm
437,Wolle::N,wol,herî
438,Stoff::N,stof,paç
439,Nadel::N,naald,derzî
440,Faden::N,draad,ta
441,Knopf::N,knoop,bişkok
442,Knoten::N,knoop,girêk
443,Farbe::N,verf,boyax
444,Kleidung::N,kledij,çil
445,Kleidung::N,kleding,çil
446,Hemd::N,hemd,qutik
447,Hemd::N,hemd,miltan
448,Kragen::N,kraag,stûvang
449,Ärmel::N,mouw,hûçik
450,Hose::N,broek,şewel
451,Hose::N,pantalon,şewel
452,Gürtel::N,riem,qayiş
453,Gürtel::N,gordel,qayiş
454,Mütze::N,muts,fîno
455,Schuh::N,schoen,şêkal
456,Stiefel::N,laars,gizme
457,Stiefel::N,laars,çizme
458,Ring::N,ring,xelek
459,Band::N,lint,band
460,Kamm::N,kam,şeh
461,Spiegel::N,spiegel,eynik
462,Riemen::N,riem,qayiş
463,Schnur::N,koord,doxin
464,Leine::N,lijn,şirît
465,Decke::N,deken,bataniye
466,Kissen::N,kussen,balgî
467,Tuch::N,doek,şar
468,Handtuch::N,handdoek,dezmal
469,Kraft::N,kracht,hêz
470,Kraft::N,kracht,qewet
471,Stärke::N,sterkte,xurtî
472,Gesundheit::N,gezondheid,nojdarî
473,Krankheit::N,ziekte,nexweşî
474,Schmerz::N,pijn,êş
475,Wunde::N,wond,kul
476,Fieber::N,koorts,ta
477,Arznei::N,medicament,derman
478,Arznei::N,geneesmiddel,derman
479,Brücke::N,brug,kopî
480,Brunnen::N,put,çal
481,Brunnen::N,put,kani
482,Brunnen::N,bron,çal
483,Brunnen::N,bron,kani
484,Weide::N,wei,beyar
485,Weide::N,weide,beyar
486,Pfad::N,pad,xaçirek
487,Weg::N,weg,rê
488,Straße::N,baan,rê
489,Straße::N,straat,rê
490,Dorf::N,dorp,gund
491,Stadt::N,stad,baçar
492,Brief::N,brief,name
493,Buch::N,boek,kitêb
494,Buch::N,boek,pirtûk
495,Buchstabe::N,letter,herf
496,Zeitung::N,krant,rojname
497,Zeitung::N,dagblad,rojname
498,Leben::N,leven,jiyan
499,Tod::N,dood,mirin
500,Grab::N,graf,mezel
501,Kirche::N,kerk,gilyas
502,Sünde::N,zonde,guneh
503,Gott::N,god,xwedê
504,Arbeiter::N,arbeider,hîşçî
505,Chef::N,chef,bêg
506,Meister::N,meester,hoste
507,Arzt::N,arts,doktor
508,Arzt::N,dokter,doktor
509,Lehrer::N,leraar,mamoste
510,Lehrer::N,onderwijzer,mamoste
511,Geld::N,geld,pere
512,Geschäft::N,zaak,firoşgeh
513,Laden::N,winkel,dikan
514,Preis::N,prijs,buha
515,Ware::N,waar,tişt
516,Nutzen::N,nut,fêde
517,Nutzen::N,voordeel,fêde
518,Reichtum::N,rijkdom,serwet
519,Welt::N,wereld,dinya
520,Land::N,land,welat
521,Staat::N,staat,dewlet
522,König::N,koning,şah
523,König::N,koning,qral
524,Macht::N,macht,qewet
525,Macht::N,macht,destihilat
526,Grenze::N,grens,kevî
527,Krieg::N,oorlog,çeng
528,Krieg::N,oorlog,sêwaş
529,Feind::N,vijand,dijmin
530,Gewalt::N,geweld,zor
531,Kampf::N,strijd,şer
532,Kampf::N,gevecht,şer
533,Bogen[Waffe]::N,boog,kêvan
534,Pfeil::N,pijl,çîrik
535,Gewehr::N,geweer,tifing
536,Fehler::N,fout,şaşî
537,Lüge::N,leugen,derew
538,Schaden::N,schade,xisar
539,Unglück::N,tegenspoed,bêbextî
540,Schuld::N,schuld,suç
541,Alter::N,leeftijd,temen
542,Schluss::N,slot,girtin
543,Zeit::N,tijd,çax
544,Tag::N,dag,roj
545,Morgen::N,morgen,sibeh
546,Morgen::N,ochtend,sibeh
547,Mittag::N,middag,nîro
548,Abend::N,avond,êvar
549,Nacht::N,nacht,şev
550,Woche::N,week,heftî
551,Monat::N,maand,meh
552,Jahr::N,jaar,sal
553,Frühling::N,lente,bihar
554,Frühling::N,voorjaar,bihar
555,Sommer::N,zomer,havîn
556,Herbst::N,herfst,payîz
557,Winter::N,winter,zistan
558,Januar::N,januari,çile
559,Februar::N,februari,sibat
560,März::N,maart,adar
561,April::N,april,nîsan
562,Mai::N,mei,gûlan
563,Juni::N,juni,hezîran
564,Juli::N,juli,tîmeh
565,August::N,augustus,tebax
566,September::N,september,îlon
567,Oktober::N,oktober,çotmeh
568,November::N,november,mijdar
569,Dezember::N,december,kanûn
570,Montag::N,maandag,duşemb
571,Dienstag::N,dinsdag,sêşem
572,Mittwoch::N,woensdag,çarşemb
573,Donnerstag::N,donderdag,pêşemb
574,Freitag::N,vrijdag,în
575,Samstag::N,zaterdag,şemî
576,Sonntag::N,zondag,yekşemb
577,groß::A,groot,mezin
578,klein::A,klein,çûçik
579,lang::A,lang,dirêj
580,kurz::A,kort,kin
581,breit::A,breed,fireh
582,schmal::A,smal,tenik
583,dicht::A,dicht,gir
584,dick[Gegenstand]::A,dik,şîşman
585,dünn::A,dun,zirav
586,fein::A,fijn,tenik
587,fest::A,vast,saxlem
588,flach::A,plat,pahn
589,glatt::A,glad,dûz
590,glatt::A,glad,şayîk
591,hart::A,hard,hişk
592,weich::A,week,nerm
593,rund::A,rond,gilover
594,spitz::A,spits,pîj
595,spitz::A,puntig,pîj
596,scharf::A,scherp,tûj
597,stumpf::A,stomp,ne tûj
598,schwer::A,zwaar,giran
599,schön::A,mooi,xweş
600,schön::A,mooi,xweşik
601,schön::A,fraai,xweş
602,schön::A,fraai,xweşik
603,heiß::A,heet,kelandî
604,warm::A,warm,germ
605,kalt::A,koud,sar
606,kühl::A,koel,jemîrî
607,frisch::A,fris,ter
608,feucht::A,vochtig,şil
609,nass::A,nat,şilek
610,trocken::A,droog,zuwa
611,voll::A,vol,tijî
612,leer::A,leeg,vala
613,offen::A,open,vekirî
614,geschlossen::A,gesloten,asê
615,sauber::A,net,pakij
616,sauber::A,schoon,pakij
617,schmutzig::A,vuil,lewitî
618,roh::A,rauw,xav
619,reif::A,rijp,gihaştî
620,lecker::A,lekker,xweş
621,süß::A,zoet,şîrîn
622,bitter::A,bitter,tahl
623,sauer::A,zuur,tirş
624,hell::A,licht,ronî
625,hell::A,helder,ronî
626,dunkel::A,donker,tarî
627,schwarz::A,zwart,reş
628,weiß::A,wit,sipî
629,rot::A,rood,sor
630,gelb::A,geel,zer
631,blau::A,blauw,şîn
632,grün::A,groen,şîn
633,grau::A,grijs,gewr
634,bunt::A,bont,rengîn
635,billig::A,goedkoop,erzan
636,teuer::A,duur,biha
637,wertvoll::A,kostbaar,hêja
638,wertvoll::A,kostbaar,giranbiha
639,wertvoll::A,waardevol,hêja
640,wertvoll::A,waardevol,giranbiha
641,blind::A,blind,kor
642,taub::A,doof,kerr
643,kräftig::A,krachtig,gir
644,kräftig::A,krachtig,xurt
645,stark::A,sterk,xurt
646,schwach::A,zwak,kesad
647,fett::A,vet,qelew
648,schlank::A,slank,zirav
649,hübsch::A,leuk,xweşik
650,böse::A,kwaad,xerab
651,böse::A,kwaad,aciz
652,dumm::A,dom,gêj
653,faul::A,lui,têmbêl
654,fleißig::A,vlijtig,jêhatî
655,geizig::A,gierig,destgirtî
656,klug::A,slim,baqil
657,klug::A,schrander,baqil
658,klug::A,verstandig,baqil
659,geschickt::A,handig,zîrek
660,geschickt::A,handig,ziring
661,geschickt::A,vaardig,zîrek
662,geschickt::A,vaardig,ziring
663,lieb::A,lief,delal
664,lustig::A,vrolijk,kêfxweş
665,sanft::A,zacht,nazenîn
666,hungrig::A,hongerig,birçî
667,krank::A,ziek,nexweş
668,nackt::A,naakt,rût
669,nackt::A,naakt,tazî
670,traurig::A,treurig,xemgîn
671,traurig::A,bedroefd,xemgîn
672,lebendig::A,levend,bisaxî
673,gut::A,goed,baş
674,schlecht::A,slecht,xerab
675,richtig::A,juist,rast
676,richtig::A,juist,saxlem
677,schlimm::A,erg,nebaş
678,schlimm::A,kwaad,nebaş
679,wahr::A,waar,rast
680,alt::A,oud,pîr
681,alt::A,oud,kevn
682,neu::A,nieuw,nû
683,ehemalig::A,voormalig,kevnar
684,ehemalig::A,voormalig,peşidar
685,alt[Lebewesen]::A,oud,pîr
686,jung::A,jong,xort
687,arm::A,arm,feqîr
688,arm::A,arm,desteng
689,reich::A,rijk,dewlemend
690,bekannt::A,bekend,naskirî
691,berühmt::A,beroemd,navdar
692,fremd::A,vreemd,xerîb
693,verschieden::A,verscheiden,çîhê
694,verschieden::A,verschillend,çîhê
695,nah::A,nabij,nêzîk
696,nah::A,nabijgelegen,nêzîk
697,fern::A,ver,dûr
698,linker::A,linker,çepê
699,rechter::A,rechter,rastê
700,anderer::A,andere,yê din
701,erster::A,eerste,yekemîn
702,zweiter::A,tweede,duda
703,dritter::A,derde,sisêya
704,letzter::A,laatste,paşîn
705,allein::ADV,alleen,tenê
706,auf einmal::ADV,ineens,jar kê
707,auf einmal::ADV,tegelijk,jar kê
708,zusammen::ADV,samen,tev
709,zusammen::ADV,samen,bi hev re
710,zusammen::ADV,bijeen,tev
711,zusammen::ADV,bijeen,bi hev re
712,lange::ADV,lang,dirêj
713,plötzlich::ADV,eensklaps,ji nişkave
714,plötzlich::ADV,plotsklaps,ji nişkave
715,sofort::ADV,terstond,yekser
716,sofort::ADV,aanstonds,yekser
717,sofort::ADV,onmiddelijk,yekser
718,später::ADV,later,paşiyê
719,jetzt::ADV,nu,nuha
720,jetzt::ADV,nou,nuha
721,jetzt::ADV,thans,nuha
722,heute::ADV,heden,îro
723,heute::ADV,vandaag,îro
724,morgen::ADV,morgen,sibeh
725,bald::ADV,gauw,nêzîk
726,bald::ADV,weldra,nêzîk
727,dann::ADV,dan,paşê
728,dann::ADV,toen,paşê
729,gestern::ADV,gisteren,do
730,einst::ADV,eens,jar ke
731,damals::ADV,toen,hîngî
732,damals::ADV,destijds,hîngî
733,danach::ADV,daarna,piştra
734,vorher::ADV,vooraf,pîşî
735,vorher::ADV,van tevoren,pîşî
736,zuerst::ADV,eerst,bere
737,zuerst::ADV,het eerst,bere
738,einmal::ADV,eens,çarik
739,einmal::ADV,eenmaal,çarik
740,manchmal::ADV,soms,çarna
741,oft::ADV,vaak,gelek çaran
742,oft::ADV,dikwijls,gelek çaran
743,immer::ADV,altijd,daîm
744,niemals::ADV,nooit,tu çar
745,hier::ADV,hier,li vir
746,hierhin::ADV,hierheen,vir
747,von hier::ADV,van hier,ji vir
748,von hier::ADV,hiervandaan,ji vir
749,dort::ADV,daar,li wê derê
750,dort::ADV,ginds,li wê derê
751,dorthin::ADV,daarheen,wêda
752,geradeaus::ADV,rechtuit,rastê rast
753,geradeaus::ADV,rechtdoor,rastê rast
754,vorwärts::ADV,vooruit,ber bi pêş
755,vorwärts::ADV,voorwaarts,ber bi pêş
756,rückwärts::ADV,achteruit,paşpê
757,rückwärts::ADV,achterwaarts,paşpê
758,zurück::ADV,terug,paşdo
759,zurück::ADV,terug,paşvê
760,unten::ADV,beneden,jêrî
761,unten::ADV,onderaan,jêrî
762,hinab::ADV,omlaag,berjêr
763,hinab::ADV,naar beneden,berjêr
764,oben::ADV,boven,banî
765,hinauf::ADV,omhoog,banî
766,hinauf::ADV,naar boven,banî
767,überall::ADV,alom,li her derê
768,überall::ADV,overal,li her derê
769,nicht::ADV,niet,ne
770,nicht::ADV,niet,nîn
771,nicht::ADV,niet,tine
772,ein wenig::ADV,wat,hebkî
773,kaum::ADV,amper,tema
774,kaum::ADV,amper,himangi
775,kaum::ADV,nauwelijks,tema
776,kaum::ADV,nauwelijks,himangi
777,sehr::ADV,erg,gelek
778,sehr::ADV,zeer,gelek
779,so::ADV,zo,weha
780,noch::ADV,nog,hêj
781,noch::ADV,nog,dîsa
782,nur::ADV,maar,tenê
783,nur::ADV,maar,bes
784,nur::ADV,alleen,tenê
785,nur::ADV,alleen,bes
786,schon::ADV,al,hew
787,schon::ADV,reeds,hew
788,wieder::ADV,weer,jar din
789,wieder::ADV,weer,dîsa
790,wieder::ADV,terug,jar din
791,wieder::ADV,terug,dîsa
792,vergebens::ADV,vergeefs,deya çun
793,vergebens::ADV,vergeefs,îfleh bûn
794,vergebens::ADV,tevergeefs,deya çun
795,vergebens::ADV,tevergeefs,îfleh bûn
796,vor::PRP,voor,li ber
797,hinter::PRP,achter,li pişt
798,unter::PRP,onder,li bin
799,unter::PRP,beneden,li bin
800,durch::PRP,door,kura
801,neben::PRP,naast,li ba
802,zwischen::PRP,tussen,nabeyne
803,zwischen::PRP,tussen,di nav...da
804,wegen::PRP,wegens,ji bo
805,wegen::PRP,wegens,ji ber
806,wegen::PRP,vanwege,ji bo
807,wegen::PRP,vanwege,ji ber
808,dies::PRN,dit,ev
809,das::PRN,dat,ev
810,alles::PRN,alles,hemû
811,ich::PRN,ik,ez
812,du::PRN,je,tu
813,du::PRN,jij,tu
814,er::PRN,hij,wî
815,wir::PRN,we,êm
816,wir::PRN,wij,êm
817,ihr::PRN,jullie,hûn
818,sie::PRN,ze,we
819,sie::PRN,zij,we
820,was::FPRN,wat,çi
821,wer::FPRN,wie,ki
822,wo::FADV,waar,li ku dere
823,wohin::FADV,waarheen,li ku dere
824,wie::FADV,hoe,çawa
825,warum::FADV,waarom,çima
826,wieviel::FNUM,hoeveel,çend
827,eins::NUM,één,yek
828,zwei::NUM,twee,didu
829,drei::NUM,drie,sisê
830,vier::NUM,vier,çar
831,fünf::NUM,vijf,penç
832,sechs::NUM,zes,şeş
833,sieben::NUM,zeven,heft
