,Concept_ID,mdf,sl
91,Frost::N,ке́льме,zmrzál
92,Kälte::N,якшама,mràz
93,Hitze::N,пси,pripéka
94,Raureif::N,леш,ívje
95,Raureif::N,леш,slána
96,Regenbogen::N,а́тямъёнга,mávrica
97,Donner::N,атям,gròm
98,Strömung::N,шудема́,strúja
99,Tropfen::N,путькс,káplja
100,Tropfen::N,пътняфкс,káplja
101,Schaum::N,шов,péna
102,Schmutz::N,ърда́з,nesnága
103,See::N,эрьхке,jézero
104,Sumpf::N,шяй,močvírje
105,Moor::N,шяй,bárje
106,Wiese::N,луга,trávnik
107,Wald::N,вирь,lés
108,Wald::N,вирь,gòzd
109,Hügel::N,губо́р,brég
110,Hügel::N,губо́р,goríca
111,Hügel::N,пандоня,brég
112,Hügel::N,пандоня,goríca
113,Anhöhe::N,губо́р,gríč
114,Anhöhe::N,губо́р,višína
115,Berg::N,панда,gôra
116,Berg::N,панда,planína
117,Gipfel::N,пря,vŕh
118,Höhle::N,у́нда,jáma
119,Höhle::N,у́нда,votlína
120,Abhang::N,па́нда ша́ма,pobóčje
121,Quelle::N,эшиня,izvír
122,Bach::N,шудерькс,pôtok
123,Fluss::N,ляй,réka
124,Ufer::N,търва́,brég
125,Küste::N,ляйтърва́,obála
126,Küste::N,ляйтърва́,obréžje
127,Festland::N,мода,celína
128,Festland::N,мода,kopnína
129,Meer::N,моря,mórje
130,Bucht::N,ведьуське,zalív
131,Insel::N,цёнга,ôtok
132,Blume::N,панчф,cvetlíca
133,Gras::N,тише,tráva
134,Wurzel::N,юр,korenína
135,Wurzel::N,ункс,korenína
136,Baum::N,шуфта,drevó
137,Stamm::N,ро́нга,dêblo
138,Rinde::N,кер,lúbje
139,Rinde::N,кер,skórja
140,Ast::N,морга,véja
141,Zweig::N,тарад,véja
142,Blatt::N,лопа,líst
143,Birke::N,ке́лу,bréza
144,Kiefer[Baum]::N,пиче,bòr
145,Weide[Baum]::N,каль,vŕba
146,Tanne::N,куз,hója
147,Horn::N,сюра,róg
148,Feder::N,толга,peró
149,Fell::N,кедь,kŕzno
150,Flügel::N,паця,krílo
151,Klaue::N,кенже,párkelj
152,Kralle::N,кенже,krémpelj
153,Schwanz::N,пула,rèp
154,Ei::N,ал,jájce
155,Nest::N,пиза,gnézdo
156,Bau::N,пиза,brlòg
157,Tier::N,жува́та,živál
158,Herde::N,нал,čréda
159,Herde::N,стада,čréda
160,Kuh::N,скал,kráva
161,Kuh::N,тракс,kráva
162,Bulle::N,бука,bìk
163,Pferd::N,лишме,kònj
164,Schaf::N,уча́,ôvca
165,Schwein::N,тува,svínja
166,Hund::N,пине,pès
167,Katze::N,катоня,máčka
168,Katze::N,аваката,máčka
169,Bär::N,офта,mêdved
170,Eichhörnchen::N,ур,véverica
171,Elch::N,ся́рда,lós
172,Fuchs::N,келазь,lisíca
173,Hase::N,ну́мол,zájec
174,Maus::N,шеер,mìš
175,Wolf::N,върьгаз,vólk
176,Vogel::N,нармонь,ptìč
177,Vogel::N,нармонь,ptíca
178,Schwarm::N,ко́вол,játa
179,Schwarm::N,ме́швеле,játa
180,Huhn::N,сараз,kokóš
181,Hahn::N,а́тякш,petêlin
182,Gans::N,маци,gós
183,Adler::N,куцькан,ôrel
184,Ente::N,яксярга,ráca
185,Eule::N,ко́рож,sôva
186,Kranich::N,ка́рга,žerjàv
187,Krähe::N,ва́рси,vrána
188,Kuckuck::N,ку́ку,kúkavica
189,Schwan::N,ло́ксти,labód
190,Fisch::N,кал,ríba
191,Barsch::N,о́кунь,ostríž
192,Hecht::N,щу́ка,ščúka
193,Schlange[Tier]::N,куй,káča
194,Wurm::N,сукс,čr̀v
195,Wurm::N,сукс,glísta
196,Spinne::N,унжа́,pájek
197,Ameise::N,панжам,mrávlja
198,Laus::N,си,úš
199,Mücke::N,ся́ське,komár
200,Fliege::N,кару,múha
201,Schmetterling::N,ме́лав,metúlj
202,Beere::N,и́мож,jágoda
203,Apfel::N,марь,jábolko
204,Pilz::N,панга,góba
205,Zwiebel::N,шурьхкя́,čebúla
206,Saat::N,видьмот,séme
207,Korn::N,сёра,zŕno
208,Heu::N,тише,senó
209,Schale::N,кедь,lupína
210,Grube::N,лотка,jáma
211,Falle::N,туфкс,pást
212,Falle::N,кунда́ма,pást
213,Schlinge::N,килькш,zánka
214,Schlinge::N,килькш,pêtlja
215,Spur::N,пильгоки́,sléd
216,Asche::N,кулу,pepél
217,Dreck::N,ърда́з,bláto
218,Eisen::N,кшни,želézo
219,Gold::N,ока,zlató
220,Gold::N,золота,zlató
221,Silber::N,сия́,srebró
222,Kohle::N,седь,ógel
223,Kohle::N,седьвальмя,ógel
224,Glas::N,кля́нцек,stêklo
225,Lehm::N,сёвонь,ílo
226,Sand::N,шува́р,pések
227,Mensch::N,ломань,člôvek
228,Mann::N,аля,móž
229,Mann::N,аля,môški
230,Mann::N,цёраломань,móž
231,Mann::N,цёраломань,môški
232,Frau::N,ава,gospá
233,Frau::N,ава,žénska
234,Kind::N,идь,déte
235,Kind::N,идь,otròk
236,Kind::N,шаба,déte
237,Kind::N,шаба,otròk
238,Junge::N,цёраня,fànt
239,Junge::N,цёраня,déček
240,Mädchen::N,стирня́,deklè
241,Mädchen::N,стирня́,déklica
242,Familie::N,тнал,družína
243,Familie::N,семья,družína
244,Großvater::N,атя,dèd
245,Großvater::N,атя,dédek
246,Großvater::N,щя́тя,dèd
247,Großvater::N,щя́тя,dédek
248,Großmutter::N,баба,bábica
249,Eltern::N,тя́дят-а́лят,stárši
250,Vater::N,аля,ôče
251,Mutter::N,ава,máma
252,Mutter::N,тядя,máma
253,Sohn::N,цёра,sín
254,Tochter::N,стирь,hčí
255,Tochter::N,стирь,hčérka
256,Bruder::N,дуган,bràt
257,Bruder::N,пяльне,bràt
258,Schwester::N,ака,sêstra
259,Schwester::N,сазор,sêstra
260,Onkel::N,оця,újec
261,Onkel::N,оця,stríc
262,Onkel::N,патя,újec
263,Onkel::N,патя,stríc
264,Onkel::N,щеня́,újec
265,Onkel::N,щеня́,stríc
266,Tante::N,ака,têta
267,Tante::N,ака,strína
268,Tante::N,щака,têta
269,Tante::N,щака,strína
270,Ehemann::N,мирде,móž
271,Ehemann::N,мирде,sopróg
272,Ehefrau::N,ърьвя́,žêna
273,Ehefrau::N,ърьвя́,sopróga
274,Freude::N,ке́нярдема,rádost
275,Freude::N,ке́нярдема,vesêlje
276,Gelächter::N,рахсема,sméh
277,Gelächter::N,рахсема,grohòt
278,Glück::N,паваз,sréča
279,Kummer::N,ризф,gorjé
280,Kummer::N,пичефкс,gorjé
281,Wunsch::N,мяль,žêlja
282,Wunsch::N,таколдома,žêlja
283,Lust::N,таколдома,poželênje
284,Geist::N,вайме,dúša
285,Gedanke::N,мяль,mísel
286,Gedächtnis::N,прявий,pámet
287,Verstand::N,прявий,
288,Sinn::N,ён,pomèn
289,Sinn::N,ён,smísel
290,Grund::N,туфта́л,vzròk
291,Wahrheit::N,ви́де,resníca
292,Wahrheit::N,видеши́,resníca
293,Gespräch::N,корхтама,pogóvor
294,Märchen::N,ёфкс,právljica
295,Erzählung::N,азкс,povést
296,Nachricht::N,куля́,sporočílo
297,Neuigkeit::N,куля́,novóst
298,Name::N,лем,imé
299,Rätsel::N,со́дама ёфкс,ugánka
300,Rede::N,вал,góvor
301,Rede::N,корхтама,góvor
302,Sprache::N,кяль,jêzik
303,Stimme::N,вайгяль,glás
304,Wort::N,вал,beséda
305,Zeichen::N,тя́ште,znák
306,Zeichen::N,тя́штькс,znák
307,Ruf::N,тердема,klíc
308,Lärm::N,гайф,hrúp
309,Lärm::N,гайф,trúšč
310,Lärm::N,жалакодома,hrúp
311,Lärm::N,жалакодома,trúšč
312,Laut::N,вайгяль,glás
313,Ton::N,вайгяль,tón
314,Lied::N,мора,pésem
315,Ruhe::N,сетьме,pokòj
316,Leute::N,ломатть,ljudjé
317,Volk::N,наро́д,národ
318,Arbeit::N,тев,délo
319,Gast::N,и́нжи,gòst
320,Gast::N,ко́нак,gòst
321,Geschenk::N,казне,darílo
322,Spiel::N,налхкома,ígra
323,Spiel::N,налхксема,ígra
324,Gesellschaft::N,кружок,drúžba
325,Hilfe::N,лездома,pomóč
326,Freund::N,я́лга,prijátelj
327,Kamerad::N,я́лга,továriš
328,Angelegenheit::N,тев,zadéva
329,Anzahl::N,лувкс,števílo
330,Art::N,вид,vŕsta
331,Stück::N,пакш,kós
332,Teil::N,часть,dél
333,Teil::N,пялькс,dél
334,Hälfte::N,пяле,polovíca
335,Kreis::N,шаркс,króg
336,Kreis::N,шаркс,kolobár
337,Kreuz::N,крёз,kríž
338,Linie::N,межа,próga
339,Linie::N,китькс,próga
340,Strich::N,межа,čŕta
341,Abstand::N,ётка,preslédek
342,Entfernung::N,ётка,oddáljenost
343,Gegend::N,ва́ста,kràj
344,Gegend::N,ва́ста,dežêla
345,Gegend::N,перьфпя́ль,kràj
346,Gegend::N,перьфпя́ль,dežêla
347,Platz::N,ва́ста,prôstor
348,Ort::N,ва́ста,mésto
349,Seite::N,пяле,bòk
350,Seite::N,пяле,strán
351,Mitte::N,кучка́,sredína
352,Gegenstand::N,веща,prédmet
353,Sache::N,тев,réč
354,Sache::N,тев,stvár
355,Sache::N,веща,réč
356,Sache::N,веща,stvár
357,Rand::N,пе,kràj
358,Kante::N,и́рдез,rób
359,Ecke::N,ужа,vogál
360,Spitze::N,пря,óst
361,Ende::N,пе,kônec
362,Loch::N,варя,lúknja
363,Winkel::N,ужа,kót
364,Muster::N,сёрма,vzórec
365,Größe::N,серь,veličína
366,Länge::N,кува́лма,dolžína
367,Höhe::N,серь,vršína
368,Gewicht::N,сталма,téža
369,Menge::N,лувкс,količína
370,Haufen::N,мар,kùp
371,Haufen::N,мар,kopíca
372,Reihe::N,ряд,níz
373,Reihe::N,ряд,vŕsta
374,Boot::N,венеж,čóln
375,Ruder::N,миле,vêslo
376,Schlitten::N,ну́рда,saní
377,Ski::N,сокс,smučí
378,Lagerfeuer::N,то́лмар,táborni ôgenj
379,Last::N,канкс,tôvor
380,Last::N,сталма,tôvor
381,Gang::N,молема,hòd
382,Schritt::N,аськолкс,korák
383,Norden::N,якшама шире,séver
384,Süden::N,ля́мбе ши́ре,júg
385,Westen::N,ши валгома шире,zapàd
386,Osten::N,шинь стяма шире,vzhòd
387,Holz::N,вирь,lés
388,Holz::N,шуфта,lés
389,Brett::N,лавця,deskà
390,Platte::N,плита́,plôča
391,Stütze::N,неже,opóra
392,Stütze::N,неже,zaslómba
393,Stange::N,олга,gréd
394,Stock::N,байдек,pálica
395,Stab::N,олгоня,pálica
396,Rohr::N,турама,cév
397,Haus::N,куд,híša
398,Heim::N,куд,dóm
399,Ofen::N,пянакуд,péč
400,Fußboden::N,кия́кс,pòd
401,Tisch::N,шра,míza
402,Tisch::N,моркш,míza
403,Stuhl::N,стул,stòl
404,Wiege::N,нюря́м,zíbel
405,Bett::N,ацам,póstelja
406,Regal::N,лавцяланга,políca
407,Kiste::N,парга,zabòj
408,Fenster::N,валмья,ôkno
409,Tür::N,кенкш,vráta
410,Tor::N,ортат,velíka vráta
411,Zaun::N,перяфкс,ográja
412,Dach::N,кудпря,stréha
413,Leiter::N,куцема,léstev
414,Besen::N,тяльме,mêtla
415,Spaten::N,ка́йме,lopáta
416,Schaufel::N,ко́поня,lopáta
417,Schaufel::N,ця́рдом,lopáta
418,Gabel::N,ця́нгоня,vílice
419,Löffel::N,куцю,žlíca
420,Messer::N,пеель,nòž
421,Nagel::N,эска,žebèlj
422,Haken::N,кя́чказ,kljúka
423,Griff::N,недь,ročáj
424,Griff::N,недь,oprijèm
425,Griff::N,кунда́мка,ročáj
426,Griff::N,кунда́мка,oprijèm
427,Schloss::N,замо́к,ključávnica
428,Bild::N,карти́на,slíka
429,Figur::N,ронга-понда,figúra
430,Figur::N,ронга-понда,postáva
431,Puppe::N,ня́ка,lútka
432,Beutel::N,кяскав,môšnja
433,Bündel::N,кярьме,cúla
434,Bündel::N,кярьме,svéženj
435,Tasche::N,кошяльня,tórba
436,Tasche::N,кошяльня,tobôlec
437,Eimer::N,ве́дарка,vêdro
438,Deckel::N,тавадкс,pokròv
439,Deckel::N,тавадкс,poklópec
440,Deckel::N,вельхкс,pokròv
441,Deckel::N,вельхкс,poklópec
442,Geschirr::N,кядьге,posóda
443,Sack::N,кяскав,vréča
444,Tasse::N,ша́ваня,skodélica
445,Topf::N,кавозь,lônec
446,Kessel::N,сргавозь,kôtel
447,Essen::N,ярхцама,hrána
448,Nahrung::N,ярхцампяль,živílo
449,Speise::N,ярхцама,jéd
450,Fleisch::N,пал,mesó
451,Fleisch::N,сиволь,mesó
452,Getreide::N,сёра,žíto
453,Brei::N,ям,káša
454,Brot::N,кши,krùh
455,Scheibe::N,кочам,réženj
456,Fett::N,куя́,mást
457,Fett::N,куя́,maščôba
458,Butter::N,вай,máslo
459,Öl::N,вай,ólje
460,Salz::N,сал,sól
461,Suppe::N,шонгарям,júha
462,Suppe::N,коршампяль,júha
463,Honig::N,медь,méd
464,Milch::N,лофца,mléko
465,Tee::N,чай,čáj
466,Leder::N,кедь,úsnje
467,Wolle::N,пона,vólna
468,Stoff::N,котф,blagó
469,Nadel::N,салмокс,ígla
470,Faden::N,сюре,nít
471,Knopf::N,пуня,gúmb
472,Knoten::N,сюлма,vôzel
473,Farbe::N,архтомбяль,bárva
474,Kleidung::N,щам,obléka
475,Hemd::N,па́нар,srájca
476,Kragen::N,сиве,ovrátnik
477,Ärmel::N,ожа,rokáv
478,Hose::N,понкст,hláče
479,Gürtel::N,каркс,pás
480,Mütze::N,вазь,kápa
481,Mütze::N,вазь,čépica
482,Schuh::N,башма́к,čévelj
483,Stiefel::N,кя́ме,škórenj
484,Ring::N,суркс,pŕstan
485,Band::N,керькс,trák
486,Band::N,лента,trák
487,Kamm::N,сюрьхцем,glavník
488,Spiegel::N,ванома,zrcálo
489,Spiegel::N,ванома,ogledálo
490,Riemen::N,шнань каркс,jêrmen
491,Schnur::N,пикс,vŕvca
492,Schnur::N,карькскя,vŕvca
493,Leine::N,вядьме,konôpec
494,Decke::N,вельхкс,odéja
495,Kissen::N,тоду,blazína
496,Tuch::N,руця́,pŕt
497,Tuch::N,руця́,rúta
498,Handtuch::N,на́рдама,brisáča
499,Kraft::N,вий,síla
500,Stärke::N,вииши,jákost
501,Gesundheit::N,шумбраши́,zdrávje
502,Krankheit::N,урма́,bolézen
503,Krankheit::N,сярядема,bolézen
504,Schmerz::N,маряма,ból
505,Schmerz::N,маряма,bolečína
506,Wunde::N,керф,rána
507,Fieber::N,маштыкс,vročína
508,Arznei::N,надо́бья,lék
509,Arznei::N,надо́бья,zdravílo
510,Arznei::N,пъчка́фтома,lék
511,Arznei::N,пъчка́фтома,zdravílo
512,Brücke::N,седь,móst
513,Brunnen::N,эши,vodnják
514,Weide::N,ванома васта,páša
515,Pfad::N,ян,stezà
516,Pfad::N,киня́,stezà
517,Weg::N,ки,pót
518,Straße::N,ки,césta
519,Dorf::N,веле,vás
520,Stadt::N,ош,mésto
521,Brief::N,сёрма,písmo
522,Buch::N,книга,knjíga
523,Buchstabe::N,бу́ква,čŕka
524,Zeitung::N,газе́та,čásnik
525,Leben::N,эряф,življênje
526,Leben::N,эряма,življênje
527,Tod::N,кулома́,smŕt
528,Grab::N,калма,gròb
529,Kirche::N,це́рькав,cérkev
530,Sünde::N,пежеть,gréh
531,Sünde::N,муворкс,gréh
532,Gott::N,шкай,bóg
533,Arbeiter::N,трудендай,délavec
534,Arbeiter::N,работник,délavec
535,Chef::N,азор,šéf
536,Chef::N,оцюня,šéf
537,Meister::N,мастяр,mójster
538,Arzt::N,врач,zdravník
539,Arzt::N,доктор,zdravník
540,Lehrer::N,учи́тель,učítelj
541,Geld::N,ярмакт,denár
542,Geschäft::N,ладяфкс,kupčíja
543,Geschäft::N,ладяф тев,kupčíja
544,Laden::N,ла́вка,trgovína
545,Preis::N,питне,céna
546,Ware::N,миф,róba
547,Ware::N,ра́маф,róba
548,Nutzen::N,пара,príd
549,Nutzen::N,лезкс,príd
550,Reichtum::N,ко́зяши,bogástvo
551,Welt::N,свет,svét
552,Land::N,мастор,dežêla
553,Staat::N,государства,držáva
554,König::N,король,králj
555,Macht::N,азорондама,oblást
556,Macht::N,азорксши,oblást
557,Grenze::N,ёткаян,mêja
558,Krieg::N,война́,vôjna
559,Feind::N,душман,sovrážnik
560,Feind::N,каршек тюри,sovrážnik
561,Gewalt::N,наругама,nasílje
562,Kampf::N,тюрема́,bòj
563,Kampf::N,тюрема́,bórba
564,Bogen[Waffe]::N,нал,lók
565,Pfeil::N,нал,puščíca
566,Gewehr::N,винто́вка,púška
567,Fehler::N,эльбядькс,zmóta
568,Lüge::N,васькафнема,láž
569,Schaden::N,зия́н,okvára
570,Unglück::N,зия́н,nesréča
571,Schuld::N,муворши,krívda
572,Alter::N,эряф кизот,dôba
573,Alter::N,эряфонь пинге,dôba
574,Schluss::N,пе,kônec
575,Zeit::N,пинге,čàs
576,Tag::N,ши,dán
577,Morgen::N,шобдава,jútro
578,Mittag::N,шикучка,póldan
579,Abend::N,иля́дь,večér
580,Nacht::N,ве,nóč
581,Woche::N,недя́ля,téden
582,Monat::N,ков,mésec
583,Jahr::N,киза,léto
584,Frühling::N,тунда́,pomlád
585,Sommer::N,киза,polétje
586,Herbst::N,сёксе,jesén
587,Winter::N,тяла,zíma
588,Januar::N,кельмеков,jánuar
589,Februar::N,уфайков,fébruar
590,März::N,марайков,márec
591,April::N,шудиков,apríl
592,Mai::N,панжиков,máj
593,Juni::N,лямбеков,júnij
594,Juli::N,псиков,júlij
595,August::N,сёроньков,avgúst
596,September::N,тюжягов,septêmber
597,Oktober::N,кельмазаков,október
598,November::N,эйндамков,novêmber
599,Dezember::N,кучкаков,decémber
600,Montag::N,одговши,ponedéljek
601,Dienstag::N,ша́вши,tôrek
602,Mittwoch::N,вержи,sréda
603,Donnerstag::N,шува́ланя,četŕtek
604,Freitag::N,пя́денця,pétek
605,Samstag::N,ёткши,sobóta
606,Sonntag::N,таргоши,nedélja
607,groß::A,оцю,vêlik
608,klein::A,ёмла,májhen
609,lang::A,кува́ка,dólg
610,kurz::A,нюрьхкя́ня,krátek
611,breit::A,кели,širòk
612,schmal::A,тяйня,ózek
613,dicht::A,сиде,góst
614,dicht::A,туста,góst
615,dick[Gegenstand]::A,эчке,dêbel
616,dünn::A,шува́ня,tánek
617,fein::A,шува́ня,drôben
618,fest::A,кеме,tŕden
619,flach::A,лапш,plán
620,flach::A,лапш,plòsk
621,glatt::A,вадяв,gládek
622,glatt::A,такор,gládek
623,hart::A,калгода,tŕd
624,weich::A,ляпе,mehák
625,rund::A,кру́глай,okrógel
626,spitz::A,ботаз,šílast
627,spitz::A,оржа,šílast
628,scharf::A,оржа,óster
629,stumpf::A,ношка,tóp
630,stumpf::A,ношка,skŕhan
631,schwer::A,стака,têžek
632,schön::A,мазы,lép
633,schön::A,мазы,krásen
634,heiß::A,пси,vròč
635,warm::A,лямбе,tôpel
636,kalt::A,кельме,mŕzel
637,kalt::A,кельме,hláden
638,kühl::A,эше,hláden
639,frisch::A,свежай,svéž
640,feucht::A,летьке,vlážen
641,nass::A,начка,móker
642,trocken::A,коське,súh
643,voll::A,пяшксе,póln
644,leer::A,шава,prázen
645,offen::A,панжада,odpŕt
646,offen::A,виде,odpŕt
647,geschlossen::A,пякстаф,zapŕt
648,geschlossen::A,сёлгф,zapŕt
649,sauber::A,ару,číst
650,sauber::A,ару,líčen
651,schmutzig::A,рда́зу,umázan
652,schmutzig::A,пя́ндра,umázan
653,roh::A,верок,suròv
654,reif::A,ке́нерьф,zrèl
655,lecker::A,танцти,okúsen
656,süß::A,ламбама,sládek
657,bitter::A,сяпи,grenák
658,sauer::A,шапама,kísel
659,hell::A,валда,svetèl
660,dunkel::A,шобда,temèn
661,schwarz::A,равжа,čŕn
662,weiß::A,акша,bél
663,rot::A,якстерь,rdèč
664,gelb::A,тюжя́,žólt
665,gelb::A,тюжя́,rumèn
666,blau::A,сенем,móder
667,grün::A,пиже,zelèn
668,grün::A,сянгяря,zelèn
669,grau::A,уле,sív
670,bunt::A,сёрмав,písan
671,billig::A,у́цез,pocéni
672,billig::A,аф пи́тни,pocéni
673,teuer::A,пи́тни,drág
674,wertvoll::A,питни,dragocén
675,blind::A,сокор,slép
676,taub::A,пярав,glúh
677,kräftig::A,пяк вии,močán
678,stark::A,вии,ják
679,schwach::A,лафча,šíbek
680,fett::A,куя́,dêbel
681,schlank::A,виде ронга,vítek
682,hübsch::A,мазы,lép
683,böse::A,кяжи,zèl
684,böse::A,кяжи,hudôben
685,dumm::A,аф ёню,glúp
686,dumm::A,аф ёню,bédast
687,dumm::A,шава пря,glúp
688,dumm::A,шава пря,bédast
689,faul::A,нола,lén
690,fleißig::A,ку́лхцонды,marljív
691,geizig::A,кирьжя,škŕt
692,geizig::A,жаднай,škŕt
693,klug::A,ёню,pámeten
694,klug::A,пря́ви,pámeten
695,geschickt::A,маштозь тиф,spréten
696,lieb::A,цебярь,míl
697,lieb::A,цебярь,ljúb
698,lustig::A,ра́хси,vesél
699,sanft::A,сетьме,láhek
700,hungrig::A,вача,láčen
701,hungrig::A,вачеда,láčen
702,krank::A,сяряди,bolán
703,nackt::A,штада,nág
704,nackt::A,кърхтапа,nág
705,traurig::A,ла́жнай,túžen
706,lebendig::A,эряй,žív
707,gut::A,пара,dóber
708,gut::A,цебярь,dóber
709,schlecht::A,кальдяв,malopríden
710,richtig::A,виде,pravílen
711,schlimm::A,кальдяв,húd
712,wahr::A,афкуксонь,resníčen
713,alt::A,ташта,stàr
714,neu::A,од,nòv
715,ehemalig::A,и́нгольдень,nekdánji
716,alt[Lebewesen]::A,сире,stàr
717,jung::A,од,mlád
718,arm::A,а́шу,ubóg
719,arm::A,а́шу,réven
720,reich::A,козя,bogàt
721,bekannt::A,содаф,znán
722,berühmt::A,содавикс,sláven
723,berühmt::A,содавикс,znamenít
724,fremd::A,лия,túj
725,fremd::A,аф содаф,túj
726,verschieden::A,аф фкя ла́цонь,razlíčen
727,nah::A,мала,blížnji
728,nah::A,аф ичкоздень,blížnji
729,fern::A,и́чкоздень,dáleč
730,fern::A,куна́рдонь,dáleč
731,linker::A,кержи,lévi
732,rechter::A,види,désni
733,anderer::A,лия,drúgi
734,erster::A,васенце,pŕvi
735,zweiter::A,омбоце,drúgi
736,dritter::A,колмоце,trétji
737,letzter::A,ме́кольце,poslédnji
738,allein::ADV,ськамонза,sám
739,auf einmal::ADV,вихцок,obênem
740,zusammen::ADV,марс,skúpaj
741,zusammen::ADV,ма́рса,skúpaj
742,lange::ADV,кува́тьс,dólgo
743,plötzlich::ADV,а́пак учт,náglo
744,plötzlich::ADV,а́пак учт,nenádoma
745,sofort::ADV,тяникиге,prècej
746,später::ADV,ме́ле,poznêje
747,jetzt::ADV,тяни,zdàj
748,heute::ADV,тячи,dánes
749,morgen::ADV,ва́нды,jútri
750,bald::ADV,курок,kmálu
751,dann::ADV,меле,nató
752,dann::ADV,сяда меле,nató
753,gestern::ADV,ися́к,včéraj
754,einst::ADV,весть,nékdaj
755,einst::ADV,мзя́рда-бди,nékdaj
756,damals::ADV,эста,tedàj
757,damals::ADV,эста,takràt
758,danach::ADV,меле,potèm
759,vorher::ADV,инголи,poprèj
760,zuerst::ADV,ва́сенда,spŕva
761,einmal::ADV,весть,ênkrat
762,manchmal::ADV,лия́ста,včásih
763,manchmal::ADV,ко́ста-ко́ста,včásih
764,oft::ADV,си́деста,pogósto
765,immer::ADV,фалу,védno
766,immer::ADV,фалу,zméraj
767,immer::ADV,най,védno
768,immer::ADV,най,zméraj
769,niemals::ADV,аф мзя́рдонга,nikdàr
770,hier::ADV,тяса,tù
771,hier::ADV,тяса,túkaj
772,hierhin::ADV,сей,sèmkaj
773,hierhin::ADV,тяза,sèmkaj
774,von hier::ADV,тя́ста,od tú
775,dort::ADV,тоса,tàm
776,dorthin::ADV,тов,tjà
777,dorthin::ADV,тоза,tjà
778,geradeaus::ADV,ви́деста,rávno napréj
779,vorwärts::ADV,и́нголи,napréj
780,rückwärts::ADV,ме́ки,zádaj
781,zurück::ADV,ме́ки,nazáj
782,unten::ADV,ала,dôli
783,unten::ADV,ала,spôdaj
784,hinab::ADV,алу,dôl
785,oben::ADV,вяре,gôri
786,oben::ADV,вяре,zgôraj
787,hinauf::ADV,вяри,gôr
788,überall::ADV,се́мбе ва́стова,povsód
789,nicht::ADV,аф,ne
790,ein wenig::ADV,аф лама,málo
791,kaum::ADV,а́ньцек,kómaj
