,Concept_ID,sl,ce
789,fließen::V,têči,охьаэха
790,sich drehen::V,vrtéti se,хьийза
791,schwanken::V,kolébati,леста
792,schwingen::V,níhati,лесто
793,fallen::V,pádati,охьакхета
794,brennen::V,goréti,дага
795,rauchen::V,kadíti se,оза
796,regnen::V,deževáti,догlа догlу
797,gefrieren::V,zmŕzniti,гӏоро
798,tauen::V,tájati,даша
799,schmelzen::V,kopnéti,лала
800,trocknen::V,sušíti se,дакъо
801,sieden::V,kipéti,кхехка
802,faulen::V,gníti,дахкадала
803,verfaulen::V,zgníti,дахкадала
804,reißen::V,tŕgati se,хеда
805,versinken::V,pogrézniti se,хичудаха
806,vergehen::V,miníti,дlаэха
807,erscheinen::V,pojáviti se,схьадала
808,erscheinen::V,pojáviti se,ӏоттадала
809,verschwinden::V,izgíniti,къайладала
810,sinken::V,péšati,лахдала
811,abnehmen::V,pojémati,
812,zunehmen::V,véčati se,лакхадала
813,zunehmen::V,množíti se,лакхадала
814,steigen::V,dvígati se,хьаладала
815,wachsen::V,rásti,кхиа
816,glänzen::V,sijáti,лепа
817,funkeln::V,ískriti se,къега
818,lärmen::V,ropotáti,гӏовгӏаян
819,lärmen::V,razgrájati,гӏовгӏаян
820,läuten::V,zvoníti,детта
821,klingeln::V,zvončkljáti,дека
822,klirren::V,žvenketáti,дека
823,brausen::V,šuméti,хьаьдда даха
824,rauschen::V,šuštéti,леста
825,rauschen::V,šelestéti,леста
826,klingen::V,zvenéti,дека
827,bellen::V,lájati,лета
828,heulen::V,zavíjati,угӏа
829,blasen::V,píhniti,хӏуп баха
830,pfeifen::V,pískati,шок етта
831,pfeifen::V,žvížgati,шок етта
832,schreien::V,kričáti,мохь бетта
833,stöhnen::V,stókati,узарш дан
834,zittern::V,drgetáti,дега
835,leben::V,živéti,даха
836,geboren werden::V,rodíti se,хила
837,atmen::V,díhati,садеӏа
838,trinken::V,píti,мала
839,essen::V,jésti,кхалла
840,schlucken::V,požírati,къурдбан
841,müde werden::V,péšati,кӏаддала
842,müde werden::V,utrúditi se,кӏаддала
843,einschlafen::V,zaspáti,наб кхета
844,schlafen::V,spáti,вижа
845,schlafen::V,spáti,наб ян
846,schlafen::V,spáti,дижина хила
847,aufwachen::V,zbudíti se,самадала
848,aufstehen::V,vstáti,гӏатта
849,sich erholen::V,oddahníti se,садаӏа
850,krank werden::V,oboléti,цомгуш хила
851,krank sein::V,bíti bolán,цомгуш хила
852,schmerzen::V,boléti,лаза
853,schmerzen::V,boléti,ӏийжа
854,husten::V,kášljati,йовхарш етта
855,genesen::V,okrévati,тадала
856,sterben::V,umréti,дала
857,umkommen::V,pogíniti,хӏаллакхила
858,sich bewegen::V,zganíti se,лела
859,sich rühren::V,premakníti se,меттахъхьен
860,sich erheben::V,vstájati,хьалагlатта
861,sich erheben::V,vzdígniti se,хьалагlатта
862,sich setzen::V,sésti,хаа
863,hinfallen::V,pásti dôl,дожа
864,hinfallen::V,pásti dôl,охьакхета
865,laufen::V,hodíti,вада
866,laufen::V,hodíti,хьада
867,schreiten::V,stópati,болар дан
868,schreiten::V,stópati,ког баккха
869,spazierengehen::V,na sprehòd íti,доладала
870,eilen::V,drvéti,сихдала
871,sich beeilen::V,hitéti,сихдала
872,sausen::V,dírkati,
873,rennen::V,dírjati,дада
874,springen::V,skákati,ирхкхийсадала
875,klettern::V,plézati,тӏедийла
876,schaukeln::V,kolébati,техко
877,kriechen::V,pláziti se,такха
878,schwimmen::V,plávati,некадан
879,tauchen::V,potápljati se,чулелха
880,rudern::V,vesláti,дига лело
881,rudern::V,vesláti,кема лело
882,fahren::V,vozíti se,хахка
883,fahren::V,peljáti se,хахка
884,fliegen::V,létati,тӏемадала
885,gehen::V,íti,лeла
886,weggehen::V,odíti,дӏадаха
887,abfahren::V,odpeljáti se,дӏадаха
888,anhalten::V,ustáviti se,саца
889,hineingehen::V,íti nóter,чудала
890,eintreten::V,vstopíti,чудала
891,kommen::V,príti,кхача
892,kommen::V,príti,дӏакхача
893,kommen::V,príti,схьакхача
894,ankommen::V,prispéti,кхача
895,ankommen::V,prispéti,схьакхача
896,ankommen::V,prihájati,кхача
897,ankommen::V,prihájati,схьакхача
898,zurückkommen::V,vrníti se,юхада
899,bleiben::V,ostáti,диса
900,warten::V,čákati,хьежа
901,warten::V,čákati,cобар дан
902,erwarten::V,pričakováti,хьоьжуш ӏан
903,suchen::V,iskáti,леха
904,finden::V,nájti,каро
905,versuchen::V,poskúšati,дан хьажа
906,vorbereiten::V,pripráviti,кечъян
907,lieben::V,ljubíti,деза
908,mögen::V,márati,безамхила
909,lachen::V,smejáti se,дела
910,rühren::V,ganíti,хьедан
911,weinen::V,jókati,делха
912,weinen::V,plákati,делха
913,schimpfen::V,psováti,чехо
914,schimpfen::V,zmérjati,чехо
915,sich ärgern::V,jezíti se,оьгӏазъэха
916,sich fürchten::V,báti se,кхера
917,fürchten::V,báti se,кхера
918,fliehen::V,bežáti,дӏадада
919,flüchten::V,pobégniti,дӏадада
920,sehen::V,vídeti,ган
921,anschauen::V,oglédati,хьажа
922,anschauen::V,oglédati,хьежа
923,ansehen::V,glédati,хьовса
924,hören::V,slíšati,хаза
925,zuhören::V,poslúšati,ладогӏа
926,probieren::V,poskúšati,хьажа
927,riechen::V,dúhati,хьожа яха
928,fühlen::V,čutíti,хаадала
929,scheinen::V,zdéti se,мотта
930,zu sehen sein::V,vídeti se,гуш хила
931,vernehmen::V,čúti,бартхатта
932,frieren::V,zébsti,гӏоро
933,tun::V,délati,дан
934,können::V,môči,дадала
935,wollen::V,hotéti,тӏергӏа
936,anfangen::V,začéti,доло
937,beenden::V,dokončáti,довла
938,aufhören::V,prenéhati,саца
939,gelingen::V,uspéti,кадала
940,gelingen::V,posréčiti se,кадала
941,geraten::V,obnêsti se,хила
942,öffnen::V,odpréti,дӏаделла
943,öffnen::V,odpréti,схьаделла
944,schließen::V,zapréti,къовла
945,schließen::V,zapréti,дӏачӏагӏа
946,stellen::V,postáviti,хlотто
947,setzen::V,posadíti,дийгӏа
948,legen::V,položíti,охьадилла
949,berühren::V,dotíkati se,хьедан
950,verbinden::V,obvézati,вовшахтаса
951,bedecken::V,pokríti,тилла
952,bedecken::V,pokríti,тӏетаса
953,aufhängen::V,obésiti,хьалаолла
954,anzünden::V,zažgáti,лато
955,aufheben::V,vzdígniti,айа
956,zurücklassen::V,zapustíti,дита
957,verlieren::V,izgubíti,дайа
958,fallen lassen::V,navréči,охьадожо
959,machen::V,naredíti,дан
960,machen::V,napráviti,дан
961,herstellen::V,izdélati,дан
962,bauen::V,gradíti,гӏишлоян
963,reparieren::V,popráviti,тадан
964,verbessern::V,izbóljšati,нисдан
965,ändern::V,spremeníti,хийца
966,graben::V,kopáti,ахка
967,graben::V,grêbsti,ахка
968,beugen::V,upogníti,сатто
969,biegen::V,zavíjati,сатто
970,drehen::V,vrtéti,хьовзо
971,wenden::V,obrníti,
972,umdrehen::V,zasúkati,хьовзo
973,heben::V,dvígati,айа
974,heben::V,dvígati,хьалаайа
975,hochheben::V,privzdígniti,хьалаайа
976,ergreifen::V,zgrábiti,дӏалаца
977,halten::V,držáti,латто
978,drücken::V,tiščáti,тӏетаӏо
979,schieben::V,ríniti,татта
980,kratzen::V,práskati,мӏараш тийса
981,lecken::V,lízati,мотт хьекха
982,beißen::V,grísti,катoха
983,abreißen::V,odtŕgati,схьадаккха
984,abschneiden::V,odrézati,кхада
985,binden::V,vézati,дӏадехка
986,binden::V,vézati,вовшахтаса
987,stecken::V,vtakníti,чудахийта
988,brechen::V,lomíti,кагдан
989,klopfen::V,tólči,детта
990,hauen::V,séči,етта
991,kleben::V,lépiti,тӏелато
992,reiben::V,tréti,хьекхо
993,reiben::V,dŕgniti,хьекхо
994,streichen::V,namázati,тlехьакха
995,schleifen::V,brúsiti,ирдан
996,schneiden::V,rézati,ларга
997,rütteln::V,strésti,лесто
998,schütteln::V,majáti,лесто
999,schwenken::V,obrníti,лесто
1000,schütten::V,sípati,дотта
1001,füllen::V,napolníti,дуза
1002,einwickeln::V,zavíti,хьарчо
1003,tragen::V,nêsti,дахьа
1004,schleppen::V,vláčiti,ийзо
1005,ziehen::V,vléči,озо
1006,aufbewahren::V,shranjeváti,ӏалашдан
1007,werfen::V,lúčati,кхосса
1008,fangen::V,ujéti,леца
1009,packen::V,prijéti,леца
1010,verstecken::V,skríti,къайладаккха
1011,teilen::V,razdelíti,декъа
1012,schicken::V,pošíljati,дӏадахьийта
1013,bringen::V,prinêsti,дан
1014,hinzufügen::V,pristáviti,тӏетоха
1015,bekommen::V,dobíti,даккха
1016,erhalten::V,prejéti,даккха
1017,nehmen::V,vzéti,схьаэца
1018,wählen::V,izbírati,харжа
1019,auswählen::V,izbráti,харжа
1020,bewahren::V,ohraníti,lалашдан
1021,behindern::V,ovírati,новкъарло ян
1022,verderben::V,pokváriti,талхо
1023,beschädigen::V,poškodováti,дохо
1024,zerbrechen::V,razlomíti,дохо
1025,zerbrechen::V,razlomíti,кагдан
1026,zerreißen::V,raztŕgati,хадо
1027,zerstören::V,razrúšiti,дохо
1028,zerstören::V,razrúšiti,кагдан
1029,verbrennen::V,sežgáti,даго
1030,geben::V,dáti,яла
1031,reichen::V,séči,дӏадала
1032,reichen::V,séči,дӏакховдо
1033,reichen::V,molíti,дӏадала
1034,reichen::V,molíti,дӏакховдо
1035,schenken::V,podáriti,совгӏат дан
1036,versprechen::V,obljubíti,ваӏда дан
1037,wünschen::V,vóščiti,лаа
1038,loben::V,hváliti,хасто
1039,küssen::V,poljubováti,оба яккха
1040,wiegen::V,zíbati,тахка
1041,zudecken::V,pokríti,тӏетаса
1042,wecken::V,zbudíti,самадаккха
1043,zeigen::V,pokázati,гайта
1044,führen::V,vêsti,дига
1045,lehren::V,učíti,ӏамо
1046,unterrichten::V,poučeváti,хьеха
1047,aufziehen::V,vzgojíti,кхио
1048,leiten::V,uprávljati,урхалла дан
1049,antreiben::V,goníti,сихдан
1050,lassen::V,povzročíti,-йта
1051,einladen::V,povábiti,кхайкха
1052,vereinigen::V,zdrúžiti,цхьаьнатоха
1053,besuchen::V,obiskáti,хьажахIотта
1054,treffen::V,pogodíti,дуьхьалкхета
1055,sich versammeln::V,zbráti se,гулдан
1056,spielen::V,igráti se,ловза
1057,singen::V,péti,лакха
1058,tanzen::V,plésati,хелхадала
1059,sich trennen::V,ločíti se,къаста
1060,verlassen::V,zapustíti,дита
1061,retten::V,réšiti,кӏелхьардаккха
1062,bewachen::V,strážiti,ха дан
1063,schützen::V,sčítiti,лардан
1064,verteidigen::V,braníti,лардан
1065,sich schlagen::V,têpsti se,етта
1066,schießen::V,stréljati,детта
1067,siegen::V,zmágati,тола
1068,ärgern::V,jezíti,оьгӏаздахийта
1069,ärgern::V,razbúriti,оьгӏаздахийта
1070,schlagen::V,têpsti,тоха
1071,schlagen::V,udáriti,тоха
1072,treten::V,teptáti,мийра тоха
1073,stechen::V,ubôsti,ӏотта
1074,stechen::V,ubôsti,къовзо
1075,stoßen::V,peháti,татта
1076,stoßen::V,drégniti,татта
1077,stehlen::V,ukrásti,лачкъо
1078,stehlen::V,pokrásti,лачкъо
1079,stören::V,motíti,новкъарло ян
1080,belästigen::V,nadlegováti,сагатдан
1081,verbergen::V,skríti,къайладаккха
1082,täuschen::V,slepíti,ӏexo
1083,betrügen::V,várati,ледан
1084,betrügen::V,ogoljufáti,ледан
1085,töten::V,ubíti,ден
1086,wohnen::V,prebívati,даха
1087,arbeiten::V,délati,къахьега
1088,sammeln::V,zbráti,гулдан
1089,pflücken::V,obráti,даха
1090,jagen::V,lovíti,талла
1091,fischen::V,ribáriti,чӏерий леца
1092,fassen::V,zajéti,лаца
1093,fassen::V,zajéti,схьалаца
1094,hüten::V,pásti,лардан
1095,treiben::V,pogánjati,лахка
1096,anbinden::V,privézati,дӏадехка
1097,füttern::V,kŕmiti,хӏума яла
1098,melken::V,mólsti,оза
1099,hacken::V,sékati,
1100,gießen::V,ulíti,хи тоха
1101,reifen::V,zoréti,хьекъа
1102,zubereiten::V,pripráviti,кечъян
1103,zubereiten::V,pripráviti,кхача бан
1104,kochen::V,kúhati,кхача бан
1105,backen::V,cvréti,датта
1106,braten::V,pêči,кхарза
1107,umrühren::V,preméšati,кего
1108,stricken::V,plêsti,
1109,nähen::V,šívati,тега
1110,färben::V,bárvati,басардан
1111,reinigen::V,očístiti,цӏандан
1112,waschen::V,opráti,йила
1113,waschen::V,opráti,йитта
1114,waschen::V,opráti,дӏадайа
1115,abwischen::V,obrísati,дӏадайа
1116,spülen::V,splakováti,хи кхарза
1117,fegen::V,pométati,нуй хьакха
1118,kehren::V,mésti,нуй хьакха
1119,baden::V,kópati se,лийча
1120,sich waschen::V,umíti se,юьхь йила
1121,ausziehen::V,izvléči,духар дӏадаккха
1122,anziehen::V,obléči,
1123,sich anziehen::V,obléči se,духа
1124,kämmen::V,česáti,ехк хьакха
1125,schmücken::V,okrasíti,хаздан
1126,sagen::V,dejáti,ала
1127,sprechen::V,govoríti,баха
1128,sprechen::V,govoríti,мотт бийца
1129,reden::V,rêči,къамел дан
1130,sich unterhalten::V,razgovárjati se,къамел дан
1131,fragen::V,vprášati,хатта
1132,bitten::V,prosíti,деха
1133,erzählen::V,práviti,дийца
1134,mitteilen::V,naznániti,хаам бан
1135,nennen::V,imenováti,цӏе яккха
1136,rufen::V,klícati,кхайкха
1137,prahlen::V,baháti se,куралла ян
1138,prahlen::V,baháti se,дозалла дан
1139,übersetzen::V,prevêsti,гоч дан
1140,denken::V,mísliti,ойла ян
1141,glauben::V,verjéti,теша
1142,bemerken::V,opáziti,ган
1143,erkennen::V,spoznáti,довза
1144,begreifen::V,pôjmiti,кхета
1145,verstehen::V,razuméti,кхета
1146,lernen::V,učíti se,деша
1147,wissen::V,znáti,хаа
1148,wissen::V,védeti,хаа
1149,sich erinnern an::V,spómniti se,дагадан
1150,vergessen::V,pozábiti,дицдала
1151,messen::V,mériti,дуста
1152,zählen::V,štéti,дагардан
1153,rechnen::V,račúnati,лара
1154,lesen::V,bráti,еша
1155,lesen::V,čítati,еша
1156,malen::V,slíkati,сурт дилла
1157,zeichnen::V,rísati,сурт дилла
1158,schreiben::V,písati,яздан
1159,besitzen::V,iméti,доладан
1160,kaufen::V,kupíti,эца
1161,verkaufen::V,prodáti,дохка
1162,bezahlen::V,pláčati,мах бала
1163,zahlen::V,plačeváti,мах бала
1164,beherrschen::V,obvládati,собаре хила
1165,ertragen::V,prenêsti,лан
1166,ertragen::V,prenêsti,сатоха
1167,ertragen::V,prenêsti,садетта
1168,Verstand::N,,хьекъал
