,Concept_ID,mn,ce
745,berühmt::A,алдартай,цӏеяхана
746,fremd::A,харь,нехан
747,fremd::A,гадаад,нехан
748,verschieden::A,ондоо,тайп-тайпанара
749,verschieden::A,янз янзын,тайп-тайпанара
750,nah::A,ойрын,гергара
751,nah::A,дөтийн,гергара
752,fern::A,холын,гена
753,fern::A,холын,генара
754,linker::A,буруу,аьрру
755,rechter::A,баруун,аьтту
756,anderer::A,өөр,кхин
757,anderer::A,нөгөө,кхин
758,erster::A,нэгдэх,хьалхара
759,erster::A,нэгдүгээр,хьалхара
760,zweiter::A,хоёрдугаар,шолгIа
761,dritter::A,гуравдугаар,кхоалгӏа
762,letzter::A,сүүлийн,тӏаьххьара
763,allein::ADV,ганцаараа,цхьаъ
764,auf einmal::ADV,нэгмөсөн,цу сохьтта
765,zusammen::ADV,цуг,цхьана
766,zusammen::ADV,хамт,цхьана
767,lange::ADV,удаан,дукха
768,plötzlich::ADV,гэнэт,цIеххьана
769,sofort::ADV,дороо,цу сохьтта
770,später::ADV,дараа,тӏаьхьо
771,jetzt::ADV,өнөө,хӏинца
772,heute::ADV,өнөө,тахана
