,Concept_ID,hy,ku
228,Eltern::N,ծնողներ,bavudê
229,Vater::N,հայր,bav
230,Mutter::N,մայր,dê
231,Mutter::N,մայր,dayik
232,Sohn::N,որդի,kur
233,Tochter::N,աղջիկ,keç
234,Tochter::N,դուստր,keç
235,Bruder::N,եղբայր,bira
236,Schwester::N,քույր,xweh
237,Onkel::N,քեռի,am
238,Onkel::N,քեռի,xal
239,Onkel::N,հորեղբայր,am
240,Onkel::N,հորեղբայր,xal
241,Tante::N,մորաքույր,metik
242,Tante::N,մորաքույր,xaltîk
243,Ehemann::N,մարդ,mêr
244,Ehemann::N,ամուսին,mêr
245,Ehefrau::N,կին ամուսին,kulfet
246,Freude::N,ուրախություն,kêfxweşî
247,Gelächter::N,ծիծաղ,pîrqînî
248,Glück::N,երջանկություն,bext
249,Kummer::N,վիշտ,derd
250,Wunsch::N,ցանկություն,daxwaz
251,Wunsch::N,ցանկություն,xwestek
252,Lust::N,փափագ,şewq
253,Lust::N,իղձ,şewq
254,Geist::N,ոգի,aqil
255,Gedanke::N,միտք,fikir
256,Gedächtnis::N,հիշողություն,aqil
257,Verstand::N,խելք,fêm
258,Sinn::N,իմաստ,aqil
259,Grund::N,պատճառ,asas
260,Wahrheit::N,ճշմարտություն,rastî
261,Gespräch::N,զրույց,guftûgo
262,Märchen::N,պայիկի պատմություն,çirok
263,Erzählung::N,պատմվածք,çirok
264,Erzählung::N,պատմվածք,vegotin
265,Erzählung::N,պատմություն,çirok
266,Erzählung::N,պատմություն,vegotin
267,Nachricht::N,հաղորդագրություն,nûçe
268,Neuigkeit::N,լուր,hewal
269,Neuigkeit::N,նորություն,hewal
270,Name::N,անուն,nav
271,Name::N,անուն,paşnav
272,Rätsel::N,բարդ խնդիր,tiştonek
273,Rede::N,ճառ,gotar
274,Rede::N,ճառ,axavtin
275,Rede::N,ելույթ,gotar
276,Rede::N,ելույթ,axavtin
277,Sprache::N,լեզու,ziman
278,Stimme::N,ձայն,pejn
279,Wort::N,բառ,gotin
280,Zeichen::N,նշան,şanek
281,Ruf::N,կոչ,hawar
282,Ruf::N,կանչ,hawar
283,Lärm::N,աղմուկ,xarbalix
284,Laut::N,հնչյուն,deng
285,Laut::N,հնչյուն,hês
286,Laut::N,ձայն,deng
287,Laut::N,ձայն,hês
288,Ton::N,տոն,awaz
289,Lied::N,երգ,sitran
290,Ruhe::N,անդորրություն,rihetî
291,Leute::N,մարդիկ,xelk
292,Volk::N,ազգ,xelk
293,Arbeit::N,գործ,xebat
294,Arbeit::N,աշխատանք,xebat
295,Gast::N,հյուր,mêvan
296,Geschenk::N,նվեր,diyarî
297,Spiel::N,խաղ,lîstik
298,Gesellschaft::N,ընկերություն,komal
299,Hilfe::N,օգնությթուն,alîkarî
300,Freund::N,ընկեր,heval
301,Freund::N,բարեկամ,heval
302,Kamerad::N,ուղեկից,heval
303,Angelegenheit::N,բան,pirsgirêk
304,Angelegenheit::N,գործ,pirsgirêk
305,Anzahl::N,քանակ,çend
306,Anzahl::N,գումար,çend
307,Art::N,տեսակ,çeh
308,Stück::N,կտոր,lib
309,Stück::N,կտոր,parçe
310,Teil::N,մաս,parçe
311,Hälfte::N,կես,nîvî
312,Kreis::N,շիջանակ,çemil
313,Kreuz::N,խաչ,xaç
314,Linie::N,գիծ,xezik
315,Strich::N,գիծ,xezik
316,Abstand::N,անջրպետ,dûrahî
317,Entfernung::N,հեռավորություն,dûrahî
318,Gegend::N,շրջան,dever
319,Platz::N,տարածություն,çih
320,Ort::N,տեղ,dever
321,Ort::N,վայր,dever
322,Seite::N,կողմ,rûpel
323,Mitte::N,մեջտեղ,nav
324,Mitte::N,մեջտեղ,nabênê
325,Gegenstand::N,առարկա,tişt
326,Sache::N,բան,tişt
327,Rand::N,վերջք,kevî
328,Kante::N,եզր,kevî
329,Ecke::N,անկյուն,qunç
330,Spitze::N,ծայր,derzî
331,Ende::N,ծայր,talî
332,Loch::N,անցք,qul
333,Winkel::N,անկյուն,kurnîşk
334,Muster::N,օրինակ,desen
335,Größe::N,մեծություն,mezinî
336,Länge::N,երկարություն,dirêjahî
337,Höhe::N,բարձրություն,bilindayî
338,Gewicht::N,կշիռ,giranî
339,Menge::N,քանակ,qas
340,Haufen::N,դեզ,lod
341,Haufen::N,կույտ,lod
342,Reihe::N,շարք,rêz
343,Reihe::N,կարգ,rêz
344,Boot::N,նավակ,kelek
345,Ruder::N,թի,bêrik
346,Ruder::N,թիակ,bêrik
347,Schlitten::N,բալխիր,xîjik
348,Ski::N,դահուկ,lakan
349,Lagerfeuer::N,բացօդեայ կրակ,agir
350,Last::N,բեռ,bar
351,Gang::N,զբոսանք,fîtêz
352,Schritt::N,քայլ,gav
353,Norden::N,հյուսիս,bakur
354,Süden::N,հարավ,başur
355,Westen::N,արեւմուտք,rojava
356,Osten::N,արեւելք,rojhilat
357,Holz::N,փայտ,dep
358,Brett::N,տախտակ,dep
359,Platte::N,թիթեղ,dep
360,Stütze::N,նեցուկ,destek
361,Stange::N,ձող,sing
362,Stock::N,փայտ,çam
363,Stab::N,ցուպ,qat
364,Stab::N,գավազան,qat
365,Rohr::N,խողովակ,borî
366,Haus::N,տուն,mal
367,Haus::N,տուն,xanî
368,Heim::N,տուն,mal
369,Ofen::N,վառարան,sobe
370,Fußboden::N,հատակ,binpê
371,Tisch::N,սեղան,mase
372,Stuhl::N,աթոռ,kursî
373,Wiege::N,օրորոց,derguş
374,Bett::N,անկողին,qerewêle
375,Regal::N,դարակ,rêbaz
376,Kiste::N,տուփ,sindoq
377,Fenster::N,պատուհան,çam
378,Fenster::N,պատուհան,şibeke
379,Tür::N,դուռ,derî
380,Tor::N,դարպաս,derge
381,Zaun::N,ցանկապատ,hejik
382,Dach::N,տանիք,sere xanî
383,Dach::N,կտուր,sere xanî
384,Leiter::N,սանդուղք,pêling
385,Besen::N,ավել,melkes
386,Spaten::N,բահ,mer
387,Schaufel::N,թի,bêr
388,Gabel::N,պատառաքաղ,çetel
389,Löffel::N,գդալ,kevçî
390,Messer::N,դանակ,kêr
391,Nagel::N,մեխ,bizmar
392,Netz::N,ցանց,tor
393,Haken::N,կարթ,çenqel
394,Griff::N,կոթ,destî
395,Griff::N,բռնակ,destî
396,Schloss::N,կողպեք,qonax
397,Bild::N,նկար,dimen
398,Bild::N,պատկեր,dimen
399,Figur::N,քանդակ,figûr
400,Figur::N,պատկեր,figûr
401,Puppe::N,տիկնիկ,bûk
402,Beutel::N,տոպրակ,kîsik
403,Bündel::N,կապոց,pêçek
404,Tasche::N,պայուսակ,bêrîk
405,Eimer::N,դույլ,dewl
406,Deckel::N,կափարիչ,devik
407,Geschirr::N,ամանեղեն,ferax
408,Sack::N,պարկ,tûr
409,Sack::N,տոպրակ,tûr
410,Tasse::N,թաս,kada
411,Tasse::N,գավաթ,kada
412,Topf::N,անոթ,beroş
413,Kessel::N,կաթսա,şîril
414,Essen::N,կերակուր,xwarin
415,Nahrung::N,ուտելիք,xwarin
416,Speise::N,խորտիկ,xwarin
417,Speise::N,կերակուր,xwarin
418,Fleisch::N,միս,goşt
419,Getreide::N,հացահատիկ,zad
420,Brei::N,լանդակ,hewdêl
421,Brot::N,հաց,
422,Scheibe::N,կտոր,parçe
423,Scheibe::N,պատառ,parçe
424,Fett::N,ճարպ,rûn
425,Butter::N,կարագ,rûn
426,Öl::N,ձեթ,rûn
427,Salz::N,աղ,xwe
428,Suppe::N,սուպ,şorbe
429,Suppe::N,ապուր,şorbe
430,Honig::N,մեղր,hingiv
431,Milch::N,կաթ,şîr
432,Tee::N,թեյ,çay
433,Leder::N,կաշի,çerm
434,Wolle::N,բուրդ,herî
435,Stoff::N,գործվածք,paç
436,Nadel::N,ասեղ,derzî
437,Faden::N,թել,ta
438,Knopf::N,կոճակ,bişkok
439,Knoten::N,հանգույց,girêk
440,Farbe::N,ներկ,boyax
441,Kleidung::N,հագուստ,çil
442,Hemd::N,վերնաշապիկ,qutik
443,Hemd::N,վերնաշապիկ,miltan
444,Kragen::N,օձիք,stûvang
445,Ärmel::N,թեւք,hûçik
446,Hose::N,շալվար,şewel
447,Gürtel::N,գոտի,qayiş
448,Mütze::N,կեպի,fîno
449,Schuh::N,կոշիկ,şêkal
450,Stiefel::N,երկարաճիթ կոշիկ,gizme
451,Stiefel::N,երկարաճիթ կոշիկ,çizme
452,Ring::N,զնգալ,xelek
453,Band::N,ժապավեն,band
454,Kamm::N,սանր,şeh
455,Spiegel::N,հայելի,eynik
456,Riemen::N,փոկ,qayiş
457,Schnur::N,լար,doxin
458,Leine::N,փոկ,şirît
459,Decke::N,վերմակ,bataniye
460,Kissen::N,բարձ,balgî
461,Tuch::N,թաշկինակ,şar
462,Handtuch::N,սրբիչ,dezmal
463,Kraft::N,ուժ,hêz
464,Kraft::N,ուժ,qewet
465,Stärke::N,պնդություն,xurtî
466,Stärke::N,ամրություն,xurtî
467,Gesundheit::N,առողջություն,nojdarî
468,Krankheit::N,ախտ,nexweşî
469,Krankheit::N,հիվանդություն,nexweşî
470,Schmerz::N,ցավ,êş
471,Schmerz::N,տանջանք,êş
472,Wunde::N,վերք,kul
473,Fieber::N,տենդ,ta
474,Arznei::N,դեղ,derman
475,Brücke::N,կամուրջ,kopî
476,Brunnen::N,հոր,çal
477,Brunnen::N,հոր,kani
478,Brunnen::N,ջրհոր,çal
479,Brunnen::N,ջրհոր,kani
480,Weide::N,արոտավայր,beyar
481,Pfad::N,արահետ,xaçirek
482,Weg::N,ուղի,rê
483,Straße::N,ճանապարհ,rê
484,Dorf::N,գյուղ,gund
485,Stadt::N,քաղաք,baçar
486,Brief::N,նամակ,name
487,Buch::N,գիրք,kitêb
488,Buch::N,գիրք,pirtûk
489,Buchstabe::N,տառ,herf
490,Buchstabe::N,գիր,herf
491,Zeitung::N,լրագիր,rojname
492,Leben::N,կյանք,jiyan
493,Tod::N,մահ,mirin
494,Grab::N,գերեզման,mezel
495,Kirche::N,եկեղեցի,gilyas
496,Sünde::N,մեղք,guneh
497,Gott::N,աստված,xwedê
498,Arbeiter::N,բանվոր,hîşçî
499,Arbeiter::N,աշխատող,hîşçî
500,Chef::N,տեր,bêg
501,Meister::N,վարպետ,hoste
502,Arzt::N,բժիշկ,doktor
503,Lehrer::N,ուսուցիչ,mamoste
504,Geld::N,փող,pere
505,Geschäft::N,գործ,firoşgeh
506,Geschäft::N,աշխատանք,firoşgeh
507,Laden::N,կրպակ,dikan
508,Laden::N,խանութ,dikan
509,Preis::N,գին,buha
510,Ware::N,ապրանք,tişt
511,Nutzen::N,օգուտ,fêde
512,Reichtum::N,հարստություն,serwet
513,Welt::N,աշխարհ,dinya
514,Land::N,երկիր,welat
515,Staat::N,պետություն,dewlet
516,König::N,արքա,şah
517,König::N,արքա,qral
518,König::N,թագավոր,şah
519,König::N,թագավոր,qral
520,Macht::N,իշխանություն,qewet
521,Macht::N,իշխանություն,destihilat
522,Grenze::N,սահման,kevî
523,Krieg::N,պատերազմ,çeng
524,Krieg::N,պատերազմ,sêwaş
525,Feind::N,թշնամի,dijmin
526,Gewalt::N,բռնություն,zor
527,Gewalt::N,սաստկություն,zor
528,Kampf::N,մարտ,şer
529,Bogen[Waffe]::N,աղեղ,kêvan
530,Pfeil::N,նետ,çîrik
531,Gewehr::N,հրացան,tifing
532,Fehler::N,սխալ,şaşî
533,Lüge::N,սուտ,derew
534,Schaden::N,վնաս,xisar
535,Unglück::N,դժբախտություն,bêbextî
536,Schuld::N,պակասություն,suç
537,Alter::N,հասակ,temen
538,Schluss::N,վերջ,girtin
539,Schluss::N,վախճան,girtin
540,Zeit::N,ժամանակ,çax
541,Tag::N,օր,roj
542,Morgen::N,առավոտ,sibeh
543,Mittag::N,կեսօր,nîro
544,Abend::N,երեկո,êvar
545,Nacht::N,գիշեր,şev
546,Woche::N,շաբաթ,heftî
547,Monat::N,ամիս,meh
548,Jahr::N,տարի,sal
549,Frühling::N,գարուն,bihar
550,Sommer::N,ամառ,havîn
551,Herbst::N,աշուն,payîz
552,Winter::N,ձմեռ,zistan
553,Januar::N,հունվար,çile
554,Februar::N,փետրվար,sibat
555,März::N,մարտ,adar
556,April::N,ապրիլ,nîsan
557,Mai::N,մայիս,gûlan
558,Juni::N,հունիս,hezîran
559,Juli::N,հուլիս,tîmeh
560,August::N,օգոստոս,tebax
561,September::N,սեպտեմբեր,îlon
562,Oktober::N,հոկտեմբեր,çotmeh
563,November::N,նոյեմբեր,mijdar
564,Dezember::N,դեկտեմբեր,kanûn
565,Montag::N,երկուշաբթի,duşemb
566,Dienstag::N,երեքշաբթի,sêşem
567,Mittwoch::N,չորեքշաբթի,çarşemb
568,Donnerstag::N,հինգշաբթի,pêşemb
569,Freitag::N,ուրբաթ,în
570,Samstag::N,շաբաթ,şemî
571,Sonntag::N,կիրակի,yekşemb
572,groß::A,մեծ,mezin
573,groß::A,խոշոր,mezin
574,klein::A,պստիկ,çûçik
575,klein::A,փոքրիկ,çûçik
576,lang::A,երկար,dirêj
577,kurz::A,կարճ,kin
578,breit::A,լայն,fireh
579,schmal::A,նեղ,tenik
580,dicht::A,խիտ,gir
581,dick[Gegenstand]::A,հաստ,şîşman
582,dünn::A,բարակ,zirav
583,fein::A,նուրբ,tenik
584,fest::A,ամուր,saxlem
585,fest::A,պինդ,saxlem
586,flach::A,տափակ,pahn
587,glatt::A,հարթ,dûz
588,glatt::A,հարթ,şayîk
589,hart::A,կարծր,hişk
590,weich::A,մեղմ,nerm
591,weich::A,փափուկ,nerm
592,rund::A,կլոր,gilover
593,spitz::A,սրածայր,pîj
594,scharf::A,սուր,tûj
595,stumpf::A,գուլ,ne tûj
596,schwer::A,ծանր,giran
597,schön::A,սիրուն,xweş
598,schön::A,սիրուն,xweşik
599,schön::A,գեղեցիկ,xweş
600,schön::A,գեղեցիկ,xweşik
601,heiß::A,թեժ,kelandî
602,warm::A,տաք,germ
603,warm::A,ջերմ,germ
604,kalt::A,ցուրտ,sar
605,kühl::A,զով,jemîrî
606,frisch::A,թարմ,ter
607,feucht::A,ղոնավ,şil
608,nass::A,թաց,şilek
609,trocken::A,ցամաք,zuwa
610,voll::A,լի,tijî
611,voll::A,լիքը,tijî
612,leer::A,դատարկ,vala
613,offen::A,բաց,vekirî
614,geschlossen::A,գոց,asê
615,sauber::A,մաքուր,pakij
616,schmutzig::A,կեղտոտ,lewitî
617,roh::A,հում,xav
618,reif::A,հասած,gihaştî
619,reif::A,հասուն,gihaştî
620,lecker::A,համեղ,xweş
621,süß::A,անուշ,şîrîn
622,bitter::A,կծու,tahl
623,sauer::A,թթու,tirş
624,sauer::A,թթված,tirş
625,hell::A,պայծառ,ronî
626,hell::A,խելամիտ,ronî
627,dunkel::A,մութ,tarî
628,schwarz::A,սեւ,reş
629,weiß::A,սպիտակ,sipî
630,rot::A,կարմիր,sor
631,gelb::A,դեղին,zer
632,blau::A,կապույտ,şîn
633,grün::A,կանաչ,şîn
634,grau::A,գորշ,gewr
635,bunt::A,գոյնզգոյն,rengîn
636,billig::A,էժան,erzan
637,teuer::A,թանկ,biha
638,wertvoll::A,թանկարժեք,hêja
639,wertvoll::A,թանկարժեք,giranbiha
640,blind::A,կույր,kor
641,taub::A,խուլ,kerr
642,kräftig::A,հզոր,gir
643,kräftig::A,հզոր,xurt
644,stark::A,ուժեղ,xurt
645,schwach::A,տկար,kesad
646,schwach::A,թույլ,kesad
647,fett::A,գեր,qelew
648,schlank::A,նիհար,zirav
649,hübsch::A,գրավիչ,xweşik
650,hübsch::A,սիրունիկ,xweşik
651,böse::A,չար,xerab
652,böse::A,չար,aciz
653,dumm::A,հիմար,gêj
654,faul::A,ծույլ,têmbêl
655,fleißig::A,ջանասեր,jêhatî
656,fleißig::A,փութաջան,jêhatî
657,geizig::A,ագահ,destgirtî
658,geizig::A,կծծի,destgirtî
659,klug::A,խելոք,baqil
660,klug::A,ընդունակ,baqil
661,geschickt::A,ճարտար,zîrek
662,geschickt::A,ճարտար,ziring
663,lieb::A,սիրելի,delal
664,lustig::A,զվարթ,kêfxweş
665,sanft::A,հեզ,nazenîn
666,hungrig::A,քաղցած,birçî
667,krank::A,հիվանդ,nexweş
668,nackt::A,մերկ,rût
669,nackt::A,մերկ,tazî
670,traurig::A,տխուր,xemgîn
671,lebendig::A,կենդանի,bisaxî
672,gut::A,լավ,baş
673,schlecht::A,վատ,xerab
674,richtig::A,ձիշտ,rast
675,richtig::A,ձիշտ,saxlem
676,schlimm::A,լղրճուկ,nebaş
677,wahr::A,ճիշտ,rast
678,wahr::A,իրական,rast
679,alt::A,հին,pîr
680,alt::A,հին,kevn
681,neu::A,նոր,nû
682,ehemalig::A,նախկին,kevnar
683,ehemalig::A,նախկին,peşidar
684,alt[Lebewesen]::A,ծեր,pîr
685,alt[Lebewesen]::A,պառավ,pîr
686,jung::A,մատաղ,xort
687,arm::A,աղքատ,feqîr
688,arm::A,աղքատ,desteng
689,reich::A,հարուստ,dewlemend
690,bekannt::A,ծանոթ,naskirî
691,berühmt::A,հայտնի,navdar
692,berühmt::A,հռչակավոր,navdar
693,fremd::A,օտար,xerîb
694,verschieden::A,տարբեր,çîhê
695,nah::A,մոտ,nêzîk
696,nah::A,մերձ,nêzîk
697,fern::A,հեռավոր,dûr
698,linker::A,ձախ,çepê
699,rechter::A,աջ,rastê
700,anderer::A,այլ,yê din
701,anderer::A,ուրիշ,yê din
702,erster::A,առաջին,yekemîn
703,zweiter::A,երկրորդ,duda
704,dritter::A,երրորդ,sisêya
705,letzter::A,վերջին,paşîn
706,allein::ADV,միայնակ,tenê
707,auf einmal::ADV,միասնաբար,jar kê
708,zusammen::ADV,միասին,tev
709,zusammen::ADV,միասին,bi hev re
710,zusammen::ADV,իրար հետ,tev
711,zusammen::ADV,իրար հետ,bi hev re
712,lange::ADV,երկար ժամանակ,dirêj
713,plötzlich::ADV,հանկարծ,ji nişkave
714,sofort::ADV,իսկույն,yekser
715,später::ADV,ավելի ուշ,paşiyê
716,später::ADV,հետո,paşiyê
717,jetzt::ADV,այժմ,nuha
718,heute::ADV,այսօր,îro
719,morgen::ADV,վաղը,sibeh
720,bald::ADV,շուտով,nêzîk
721,dann::ADV,ապա,paşê
722,dann::ADV,հետո,paşê
723,gestern::ADV,երեկ,do
724,einst::ADV,հին ատեն,jar ke
725,damals::ADV,ատէնին,hîngî
726,danach::ADV,ապա,piştra
727,danach::ADV,այն ժամանակ,piştra
728,vorher::ADV,առաջ,pîşî
729,zuerst::ADV,նախ,bere
730,einmal::ADV,մի անգամ,çarik
731,manchmal::ADV,երբեմն,çarna
732,oft::ADV,հաճախ,gelek çaran
733,immer::ADV,միշտ,daîm
734,niemals::ADV,երբեք,tu çar
735,hier::ADV,այստեղ,li vir
736,hierhin::ADV,այստեղ,vir
737,von hier::ADV,այդտեղից,ji vir
738,dort::ADV,այնտեղ,li wê derê
739,dorthin::ADV,այնտեղ,wêda
740,geradeaus::ADV,ուղիղ,rastê rast
741,vorwärts::ADV,առաջ,ber bi pêş
742,rückwärts::ADV,դեպի ետ,paşpê
743,zurück::ADV,ետ,paşdo
744,zurück::ADV,ետ,paşvê
745,unten::ADV,ներքեւում,jêrî
746,hinab::ADV,ներքեւ,berjêr
747,oben::ADV,վերեւում,banî
748,hinauf::ADV,վերեւ,banî
749,überall::ADV,ամենուր,li her derê
750,nicht::ADV,չէ,ne
751,nicht::ADV,չէ,nîn
752,nicht::ADV,չէ,tine
753,ein wenig::ADV,մի քիչ,hebkî
