,Concept_ID,sl,myv
90,Frost::N,zmrzál,кельме
91,Kälte::N,mràz,якшамо
92,Hitze::N,pripéka,пси
93,Raureif::N,ívje,лекш
94,Raureif::N,slána,лекш
95,Regenbogen::N,mávrica,пурьгинечирьке
96,Regenbogen::N,mávrica,пурьгинеёнкс
97,Donner::N,gròm,пурьгине
98,Strömung::N,strúja,чудема
99,Strömung::N,strúja,чудевкс
100,Tropfen::N,káplja,петнявкс
101,Schaum::N,péna,чов
102,Schmutz::N,nesnága,рудаз
103,See::N,jézero,эрьке
104,Sumpf::N,močvírje,чей
105,Moor::N,bárje,чей
106,Wiese::N,trávnik,луга
107,Wald::N,lés,вирь
108,Wald::N,gòzd,вирь
109,Hügel::N,brég,губорь
110,Hügel::N,brég,пандыне
111,Hügel::N,goríca,губорь
112,Hügel::N,goríca,пандыне
113,Anhöhe::N,gríč,губорь
114,Anhöhe::N,gríč,пандыне
115,Anhöhe::N,višína,губорь
116,Anhöhe::N,višína,пандыне
117,Berg::N,gôra,пандо
118,Berg::N,planína,пандо
119,Gipfel::N,vŕh,пря
120,Höhle::N,jáma,пещера
121,Höhle::N,votlína,пещера
122,Abhang::N,pobóčje,пандочама
123,Quelle::N,izvír,ушодкс
124,Bach::N,pôtok,чудикерькс
125,Fluss::N,réka,лей
126,Ufer::N,brég,чире
127,Küste::N,obála,лейчире
128,Küste::N,obréžje,лейчире
129,Festland::N,celína,мода
130,Festland::N,kopnína,мода
131,Meer::N,mórje,моря
132,Bucht::N,zalív,усия
133,Insel::N,ôtok,усия
134,Blume::N,cvetlíca,цеця
135,Gras::N,tráva,тикше
136,Wurzel::N,korenína,юр
137,Wurzel::N,korenína,ундокс
138,Baum::N,drevó,чувто
139,Stamm::N,dêblo,рунго
140,Rinde::N,lúbje,суд
141,Rinde::N,lúbje,керь
142,Rinde::N,skórja,суд
143,Rinde::N,skórja,керь
144,Ast::N,véja,морго
145,Zweig::N,véja,тарад
146,Blatt::N,líst,лопа
147,Birke::N,bréza,килей
148,Kiefer[Baum]::N,bòr,пиче
149,Weide[Baum]::N,vŕba,каль
150,Tanne::N,hója,куз
151,Horn::N,róg,сюро
152,Feder::N,peró,толга
153,Fell::N,kŕzno,пона
154,Flügel::N,krílo,сёлмо
155,Klaue::N,párkelj,кенже
156,Kralle::N,krémpelj,кенже
157,Schwanz::N,rèp,пуло
158,Ei::N,jájce,ал
159,Nest::N,gnézdo,пизэ
160,Bau::N,brlòg,варя
161,Bau::N,brlòg,пизе
162,Tier::N,živál,ракша
163,Herde::N,čréda,стада
164,Kuh::N,kráva,скал
165,Bulle::N,bìk,бука
166,Pferd::N,kònj,лишме
167,Schaf::N,ôvca,реве
168,Schwein::N,svínja,туво
169,Hund::N,pès,пине
170,Hund::N,pès,киска
171,Katze::N,máčka,псака
172,Bär::N,mêdved,овто
173,Eichhörnchen::N,véverica,ур
174,Elch::N,lós,сярдо
175,Fuchs::N,lisíca,ривезь
176,Hase::N,zájec,нумоло
177,Maus::N,mìš,чеерь
178,Wolf::N,vólk,верьгиз
179,Vogel::N,ptìč,нармунь
180,Vogel::N,ptíca,нармунь
181,Schwarm::N,játa,полк
182,Schwarm::N,játa,стада
183,Huhn::N,kokóš,сараз
184,Hahn::N,petêlin,атякш
185,Gans::N,gós,гала
186,Gans::N,gós,мацей
187,Adler::N,ôrel,куцькан
188,Adler::N,ôrel,тумоатякш
189,Ente::N,ráca,яксярго
190,Eule::N,sôva,корж
191,Kranich::N,žerjàv,карго
192,Krähe::N,vrána,варака
193,Kuckuck::N,kúkavica,куко
194,Schwan::N,labód,локсей
195,Fisch::N,ríba,кал
196,Barsch::N,ostríž,окунь
197,Hecht::N,ščúka,щука
198,Schlange[Tier]::N,káča,гуй
199,Wurm::N,čr̀v,сукс
200,Wurm::N,glísta,сукс
201,Spinne::N,pájek,шанжав
202,Ameise::N,mrávlja,коткудав
203,Laus::N,úš,сий
204,Mücke::N,komár,сеське
205,Fliege::N,múha,карво
206,Schmetterling::N,metúlj,нимиляв
207,Beere::N,jágoda,умарь
208,Apfel::N,jábolko,умарь
209,Pilz::N,góba,панго
210,Zwiebel::N,čebúla,чурька
211,Saat::N,séme,видьметь
212,Korn::N,zŕno,сюро
213,Heu::N,senó,тикше
214,Schale::N,lupína,кедь
215,Schale::N,lupína,ваткавкс
216,Grube::N,jáma,латко
217,Falle::N,pást,тувор
218,Falle::N,pást,кундамка
219,Schlinge::N,zánka,килькш
220,Schlinge::N,pêtlja,килькш
221,Spur::N,sléd,челькс
222,Spur::N,sléd,пильгеки
223,Asche::N,pepél,кулов
224,Dreck::N,bláto,рудаз
225,Eisen::N,želézo,кшни
226,Gold::N,zlató,сырне
227,Silber::N,srebró,сия
228,Kohle::N,ógel,сэдь
229,Kohle::N,ógel,уголия
230,Glas::N,stêklo,сулика
231,Lehm::N,ílo,сёвонь
232,Sand::N,pések,човар
233,Mensch::N,člôvek,ломань
234,Mann::N,móž,аля
235,Mann::N,móž,цёраломань
236,Mann::N,môški,аля
237,Mann::N,môški,цёраломань
238,Frau::N,gospá,ава
239,Frau::N,žénska,ава
240,Kind::N,déte,эйкакш
241,Kind::N,otròk,эйкакш
242,Junge::N,fànt,цёрыне
243,Junge::N,déček,цёрыне
244,Mädchen::N,deklè,тейтерне
245,Mädchen::N,déklica,тейтерне
246,Familie::N,družína,семия
247,Großvater::N,dèd,покштя
248,Großvater::N,dédek,покштя
249,Großmutter::N,bábica,баба
250,Eltern::N,stárši,тетят-ават
251,Vater::N,ôče,тетя
252,Mutter::N,máma,ава
253,Sohn::N,sín,цёра
254,Tochter::N,hčí,тейтерь
255,Tochter::N,hčérka,тейтерь
256,Bruder::N,bràt,леля
257,Bruder::N,bràt,ялакс
258,Schwester::N,sêstra,сазор
259,Onkel::N,újec,леля
260,Onkel::N,stríc,леля
261,Tante::N,têta,патя
262,Tante::N,strína,патя
263,Ehemann::N,móž,мирде
264,Ehemann::N,sopróg,мирде
265,Ehefrau::N,žêna,ни
266,Ehefrau::N,sopróga,ни
267,Freude::N,rádost,кеняркс
268,Freude::N,vesêlje,кеняркс
269,Gelächter::N,sméh,ракамо
270,Gelächter::N,sméh,пейдема
271,Gelächter::N,grohòt,ракамо
272,Gelächter::N,grohòt,пейдема
273,Glück::N,sréča,уцяска
274,Kummer::N,gorjé,рискс
275,Kummer::N,gorjé,мелявкс
276,Wunsch::N,žêlja,мель
277,Wunsch::N,žêlja,бажамо
278,Lust::N,poželênje,бажамо
279,Geist::N,dúša,ойме
280,Gedanke::N,mísel,мель
281,Gedächtnis::N,pámet,мель
282,Sinn::N,pomèn,толк
283,Sinn::N,pomèn,смысла
284,Sinn::N,smísel,толк
285,Sinn::N,smísel,смысла
286,Grund::N,vzròk,тувтал
287,Wahrheit::N,resníca,видечи
288,Gespräch::N,pogóvor,кортнема
289,Märchen::N,právljica,ёвкс
290,Erzählung::N,povést,ёвтнема
291,Nachricht::N,sporočílo,куля
292,Neuigkeit::N,novóst,куля
293,Name::N,imé,лем
294,Rätsel::N,ugánka,содамоёвкс
295,Rede::N,góvor,кортамо
296,Sprache::N,jêzik,кель
297,Stimme::N,glás,ваигель
298,Wort::N,beséda,вал
299,Zeichen::N,znák,теште
300,Ruf::N,klíc,тердема
301,Lärm::N,hrúp,шалнома
302,Lärm::N,trúšč,шалнома
303,Laut::N,glás,вайгель
304,Ton::N,tón,гайнема
305,Lied::N,pésem,моро
306,Ruhe::N,pokòj,оймамо
307,Leute::N,ljudjé,ломанть
308,Volk::N,národ,народ
309,Arbeit::N,délo,тев
310,Gast::N,gòst,инже
311,Geschenk::N,darílo,казне
312,Spiel::N,ígra,налксема
313,Gesellschaft::N,drúžba,община
314,Hilfe::N,pomóč,лездамо
315,Freund::N,prijátelj,оя
316,Freund::N,prijátelj,ялга
317,Kamerad::N,továriš,оя
318,Kamerad::N,továriš,ялга
319,Angelegenheit::N,zadéva,тев
320,Anzahl::N,števílo,ламоксчи
321,Art::N,vŕsta,вид
322,Stück::N,kós,пакш
323,Stück::N,kós,пелькс
324,Teil::N,dél,часть
325,Teil::N,dél,пелькс
326,Hälfte::N,polovíca,пель
327,Hälfte::N,polovíca,пелькс
328,Kreis::N,króg,кирькс
329,Kreis::N,kolobár,кирькс
330,Kreuz::N,kríž,крёст
331,Linie::N,próga,кикс
332,Strich::N,čŕta,межа
333,Abstand::N,preslédek,ютко
334,Entfernung::N,oddáljenost,ютко
335,Gegend::N,kràj,тарка
336,Gegend::N,kràj,пертьпелькс
337,Gegend::N,dežêla,тарка
338,Gegend::N,dežêla,пертьпелькс
339,Platz::N,prôstor,васолкс
340,Ort::N,mésto,тарка
341,Seite::N,bòk,ён
342,Seite::N,bòk,чире
343,Seite::N,strán,ён
344,Seite::N,strán,чире
345,Mitte::N,sredína,куншка
346,Gegenstand::N,prédmet,предмет
347,Sache::N,réč,тев
348,Sache::N,réč,веща
349,Sache::N,stvár,тев
350,Sache::N,stvár,веща
351,Rand::N,kràj,пе
352,Rand::N,kràj,чире
353,Kante::N,rób,ирдез
354,Ecke::N,vogál,ужо
355,Spitze::N,óst,пряне
356,Spitze::N,óst,пе
357,Ende::N,kônec,пе
358,Loch::N,lúknja,варя
359,Winkel::N,kót,ужо
360,Muster::N,vzórec,сёрма
361,Größe::N,veličína,сэрь
362,Größe::N,veličína,покшолма
363,Länge::N,dolžína,кувалмо
364,Höhe::N,vršína,сэрь
365,Höhe::N,vršína,пандо
366,Gewicht::N,téža,сталмо
367,Menge::N,količína,лововкс
368,Haufen::N,kùp,мар
369,Haufen::N,kùp,валявкс
370,Haufen::N,kopíca,мар
371,Haufen::N,kopíca,валявкс
372,Reihe::N,níz,ряд
373,Reihe::N,vŕsta,ряд
374,Boot::N,čóln,венч
375,Ruder::N,vêslo,милё
376,Schlitten::N,saní,нурдт
377,Ski::N,smučí,сокс
378,Lagerfeuer::N,táborni ôgenj,толбандя
379,Last::N,tôvor,сталмо
380,Last::N,tôvor,кандома
381,Gang::N,hòd,молема
382,Gang::N,hòd,якамо
383,Schritt::N,korák,эскелькс
384,Norden::N,séver,якшамо ёнкс
385,Süden::N,júg,лембе ёнкс
386,Westen::N,zapàd,чивалгома
387,Osten::N,vzhòd,чилисема
388,Holz::N,lés,чувто
389,Brett::N,deskà,лаз
390,Platte::N,plôča,плита
391,Stütze::N,opóra,неже
392,Stütze::N,zaslómba,неже
393,Stange::N,gréd,олга
394,Stock::N,pálica,мандо
395,Stab::N,pálica,олога
396,Rohr::N,cév,турба
397,Haus::N,híša,кудо
398,Heim::N,dóm,кудо
399,Ofen::N,péč,каштомо
400,Fußboden::N,pòd,киякс
401,Tisch::N,míza,столь
402,Stuhl::N,stòl,стул
403,Wiege::N,zíbel,лавсь
404,Wiege::N,zíbel,нурямот
405,Bett::N,póstelja,ацамо
406,Regal::N,políca,лався
407,Regal::N,políca,лавсяланго
408,Kiste::N,zabòj,горобия
409,Kiste::N,zabòj,сундук
410,Fenster::N,ôkno,вальма
411,Tür::N,vráta,кенкш
412,Tor::N,velíka vráta,ортат
413,Zaun::N,ográja,пирявт
414,Zaun::N,ográja,пирвякс
415,Dach::N,stréha,кудопря
416,Leiter::N,léstev,кузтема
417,Besen::N,mêtla,тенсть
418,Spaten::N,lopáta,койме
419,Schaufel::N,lopáta,кече
420,Schaufel::N,lopáta,келей койме
421,Gabel::N,vílice,сянгине
422,Löffel::N,žlíca,пенч
423,Messer::N,nòž,пеель
424,Nagel::N,žebèlj,эске
425,Netz::N,mréža,алтыма
426,Haken::N,kljúka,кечказ
427,Griff::N,ročáj,кедне
428,Griff::N,oprijèm,кедне
429,Schloss::N,ključávnica,замок
430,Schloss::N,ključávnica,панжома
431,Bild::N,slíka,картина
432,Figur::N,figúra,рунго
433,Figur::N,postáva,рунго
434,Puppe::N,lútka,няка
435,Beutel::N,môšnja,кескав
436,Bündel::N,cúla,керькс
437,Bündel::N,svéženj,керькс
438,Tasche::N,tórba,юдма
439,Tasche::N,tobôlec,юдма
440,Eimer::N,vêdro,ведра
441,Deckel::N,pokròv,велькс
442,Deckel::N,poklópec,велькс
443,Geschirr::N,posóda,кедьге
444,Sack::N,vréča,кескав
445,Tasse::N,skodélica,чакш
446,Topf::N,lônec,кастрюля
447,Kessel::N,kôtel,котёл
448,Essen::N,hrána,ярсамо
449,Nahrung::N,živílo,ярсамопель
450,Speise::N,jéd,ярсамопель
451,Fleisch::N,mesó,сывель
452,Getreide::N,žíto,сюро
453,Brei::N,káša,каша
454,Brot::N,krùh,кши
455,Scheibe::N,réženj,кочом
456,Scheibe::N,réženj,сускомо
457,Fett::N,mást,куя
458,Fett::N,maščôba,куя
459,Butter::N,máslo,ой
460,Öl::N,ólje,ой
461,Salz::N,sól,сал
462,Suppe::N,júha,ям
463,Honig::N,méd,медь
464,Milch::N,mléko,ловсо
465,Tee::N,čáj,чай
466,Leder::N,úsnje,киське
467,Wolle::N,vólna,пона
468,Stoff::N,blagó,коцт
469,Nadel::N,ígla,салмукс
470,Faden::N,nít,суре
471,Knopf::N,gúmb,пов
472,Knoten::N,vôzel,сюлмо
473,Farbe::N,bárva,артомапель
474,Kleidung::N,obléka,оршамот
475,Hemd::N,srájca,панар
476,Kragen::N,ovrátnik,сиве
477,Ärmel::N,rokáv,ожа
478,Hose::N,hláče,понкст
479,Gürtel::N,pás,каркс
480,Mütze::N,kápa,чапка
481,Mütze::N,čépica,чапка
482,Schuh::N,čévelj,туфля
483,Stiefel::N,škórenj,кем
484,Ring::N,pŕstan,суркс
485,Band::N,trák,лента
486,Kamm::N,glavník,сурсеме
487,Spiegel::N,zrcálo,чавачамо
488,Spiegel::N,ogledálo,чавачамо
489,Riemen::N,jêrmen,кшнань каркс
490,Schnur::N,vŕvca,пикс
491,Leine::N,konôpec,ведьме
492,Decke::N,odéja,вельтямо
493,Kissen::N,blazína,тодов
494,Tuch::N,pŕt,паця
495,Tuch::N,rúta,паця
496,Handtuch::N,brisáča,нардамо
497,Kraft::N,síla,вий
498,Stärke::N,jákost,виевчи
499,Gesundheit::N,zdrávje,шумбрачи
500,Krankheit::N,bolézen,орма
501,Krankheit::N,bolézen,сэредема
502,Schmerz::N,ból,сэредькс
503,Schmerz::N,bolečína,сэредькс
504,Wunde::N,rána,керявкс
505,Fieber::N,vročína,маштыкс
506,Arznei::N,lék,ормаменькс
507,Arznei::N,zdravílo,ормаменькс
508,Brücke::N,móst,сэдь
509,Brücke::N,móst,мадамо
510,Brunnen::N,vodnják,лисьма
511,Weide::N,páša,ракшань ванома тарка
512,Pfad::N,stezà,ян
513,Weg::N,pót,ки
514,Straße::N,césta,ки
515,Dorf::N,vás,веле
516,Stadt::N,mésto,ош
517,Brief::N,písmo,сёрма
518,Buch::N,knjíga,книга
519,Buchstabe::N,čŕka,буква
520,Zeitung::N,čásnik,газета
521,Leben::N,življênje,эрямо
522,Tod::N,smŕt,кулома
523,Grab::N,gròb,калмо
524,Kirche::N,cérkev,церькова
525,Sünde::N,gréh,чумочи
526,Gott::N,bóg,паз
527,Arbeiter::N,délavec,робочей
528,Chef::N,šéf,прявт
529,Meister::N,mójster,кол тевень тенця
530,Arzt::N,zdravník,врач
531,Lehrer::N,učítelj,учитель
532,Lehrer::N,učítelj,тонавтыця
533,Geld::N,denár,ярмак
534,Geschäft::N,kupčíja,ладязь тев
535,Laden::N,trgovína,лавка
536,Preis::N,céna,питне
537,Ware::N,róba,миевкс
538,Ware::N,róba,рамавкс
539,Nutzen::N,príd,паро
540,Nutzen::N,príd,лезэ
541,Reichtum::N,bogástvo,сюпавчи
542,Welt::N,svét,мир
543,Welt::N,svét,мастор ланго
544,Land::N,dežêla,мастор
545,Staat::N,držáva,государства
546,König::N,králj,король
547,Macht::N,oblást,азорксчи
548,Grenze::N,mêja,буен тешкс
549,Krieg::N,vôjna,война
550,Feind::N,sovrážnik,душман
551,Gewalt::N,nasílje,нарьгамо
552,Kampf::N,bòj,тюрема
553,Kampf::N,bórba,тюрема
554,Bogen[Waffe]::N,lók,нал
555,Pfeil::N,puščíca,нал
556,Gewehr::N,púška,ружия
557,Gewehr::N,púška,винтовка
558,Fehler::N,zmóta,ильведькс
559,Fehler::N,zmóta,ильведевкс
560,Lüge::N,láž,манчема
561,Lüge::N,láž,кенгелема
562,Schaden::N,okvára,зыян
563,Unglück::N,nesréča,зыян
564,Schuld::N,krívda,чумочи
565,Alter::N,dôba,шка
566,Schluss::N,kônec,пе
567,Zeit::N,čàs,шка
568,Zeit::N,čàs,пинге
569,Tag::N,dán,чи
570,Morgen::N,jútro,валске
571,Mittag::N,póldan,чикуншка
572,Abend::N,večér,чокшнэ
573,Nacht::N,nóč,ве
574,Woche::N,téden,недля
575,Monat::N,mésec,ков
576,Jahr::N,léto,ие
577,Frühling::N,pomlád,тундо
578,Sommer::N,polétje,кизэ
579,Herbst::N,jesén,сёксь
580,Winter::N,zíma,теле
581,Januar::N,jánuar,якшамков
582,Februar::N,fébruar,февраль
583,März::N,márec,март
584,April::N,apríl,апрель
585,Mai::N,máj,май
586,Juni::N,júnij,июнь
587,Juli::N,júlij,июль
588,August::N,avgúst,август
589,September::N,septêmber,сентября
590,Oktober::N,október,октября
591,November::N,novêmber,ноября
592,Dezember::N,decémber,декабря
593,Montag::N,ponedéljek,пондельник
594,Dienstag::N,tôrek,овторник
595,Mittwoch::N,sréda,серёда
596,Donnerstag::N,četŕtek,цетьверьг
597,Freitag::N,pétek,пеця
598,Samstag::N,sobóta,субута
599,Samstag::N,sobóta,шлямочи
600,Sonntag::N,nedélja,недлячи
601,groß::A,vêlik,ине
602,groß::A,vêlik,покш
603,klein::A,májhen,вишка
604,lang::A,dólg,кувака
605,kurz::A,krátek,нурькине
606,breit::A,širòk,келей
607,schmal::A,ózek,теине
608,dicht::A,góst,тусто
609,dick[Gegenstand]::A,dêbel,эчке
610,dünn::A,tánek,човине
611,fein::A,drôben,човине
612,fest::A,tŕden,кеме
613,flach::A,plán,лапужа
614,flach::A,plòsk,лапужа
615,glatt::A,gládek,валаня
616,hart::A,tŕd,калгодо
617,weich::A,mehák,чевте
618,rund::A,okrógel,кеверь
619,spitz::A,šílast,пшти
620,scharf::A,óster,пшти
621,stumpf::A,tóp,ношка
622,stumpf::A,skŕhan,ношка
623,schwer::A,têžek,стака
624,schön::A,lép,мазый
625,schön::A,krásen,мазый
626,heiß::A,vròč,пси
627,warm::A,tôpel,лембе
628,kalt::A,mŕzel,якшамо
629,kalt::A,hláden,якшамо
630,kühl::A,hláden,экше
631,frisch::A,svéž,свежа
632,feucht::A,vlážen,летьке
633,nass::A,móker,начко
634,trocken::A,súh,коське
635,voll::A,póln,пешксе
636,leer::A,prázen,чаво
637,offen::A,odpŕt,панжадо
638,offen::A,odpŕt,виде
639,geschlossen::A,zapŕt,пекстазь
640,geschlossen::A,zapŕt,сёлгозь
641,sauber::A,číst,ванькс
642,sauber::A,líčen,ванькс
643,schmutzig::A,umázan,ливезев
644,roh::A,suròv,верек
645,reif::A,zrèl,кенерезь
646,lecker::A,okúsen,тантей
647,süß::A,sládek,ламбамо
648,bitter::A,grenák,сэпей
649,sauer::A,kísel,чапамо
650,hell::A,svetèl,валдо
651,dunkel::A,temèn,чопода
652,schwarz::A,čŕn,раужо
653,weiß::A,bél,ашо
654,rot::A,rdèč,якстере
655,gelb::A,žólt,ожо
656,gelb::A,rumèn,ожо
657,blau::A,móder,сэнь
658,grün::A,zelèn,пиже
659,grau::A,sív,шержев
660,bunt::A,písan,сёрмав
661,billig::A,pocéni,аволь питней
662,teuer::A,drág,питней
663,wertvoll::A,dragocén,питней
664,blind::A,slép,сокор
665,taub::A,glúh,амариця
666,kräftig::A,močán,пек виев
667,stark::A,ják,виев
668,schwach::A,šíbek,лавшо
669,fett::A,dêbel,куя
670,schlank::A,vítek,виде ронга
671,hübsch::A,lép,мазый
672,böse::A,zèl,кежей
673,böse::A,hudôben,кежей
674,dumm::A,glúp,чавола
675,dumm::A,glúp,превтеме
676,dumm::A,bédast,чавола
677,dumm::A,bédast,превтеме
678,faul::A,lén,нузякс
679,fleißig::A,marljív,мелень путыця
680,geizig::A,škŕt,скупой
681,klug::A,pámeten,превей
682,geschickt::A,spréten,маштозь теезь
683,lieb::A,míl,вадря
684,lieb::A,ljúb,вадря
685,lustig::A,vesél,весёла
686,sanft::A,láhek,сэтьме
687,hungrig::A,láčen,вачо
688,krank::A,bolán,сэредиця
689,nackt::A,nág,штапо
690,traurig::A,túžen,нусманя
691,lebendig::A,žív,эриця
692,gut::A,dóber,паро
693,schlecht::A,malopríden,берянь
694,richtig::A,pravílen,виде
695,schlimm::A,húd,берянь
696,wahr::A,resníčen,алкуксонь
697,alt::A,stàr,ташто
698,neu::A,nòv,од
699,ehemalig::A,nekdánji,икелень
700,alt[Lebewesen]::A,stàr,сыре
701,jung::A,mlád,од
702,arm::A,ubóg,кажов
703,arm::A,réven,кажов
704,reich::A,bogàt,сюпав
705,bekannt::A,znán,содавикс
706,berühmt::A,sláven,содавикс
707,berühmt::A,znamenít,содавикс
708,fremd::A,túj,лия
709,fremd::A,túj,асодавикс
710,verschieden::A,razlíčen,эрьва
711,nah::A,blížnji,а васолонь
712,fern::A,dáleč,умонь
713,fern::A,dáleč,кезэрень
714,linker::A,lévi,керш
715,rechter::A,désni,вить
716,anderer::A,drúgi,лия
717,erster::A,pŕvi,васень
718,erster::A,pŕvi,васенце
719,zweiter::A,drúgi,омбоце
720,dritter::A,trétji,колмоце
721,letzter::A,poslédnji,меельце
722,allein::ADV,sám,башка
723,allein::ADV,sám,ськамонзо
724,auf einmal::ADV,obênem,вейсэ
725,zusammen::ADV,skúpaj,вейс
726,zusammen::ADV,skúpaj,вейсэ
727,lange::ADV,dólgo,кувать
728,plötzlich::ADV,náglo,апак учо
729,plötzlich::ADV,nenádoma,апак учо
730,sofort::ADV,prècej,курок
731,sofort::ADV,prècej,нейке
732,später::ADV,poznêje,мейле
733,jetzt::ADV,zdàj,ней
734,heute::ADV,dánes,течи
735,morgen::ADV,jútri,ванды
736,bald::ADV,kmálu,курок
737,dann::ADV,nató,мейле
738,dann::ADV,nató,седе мейле
739,gestern::ADV,včéraj,исяк
740,einst::ADV,nékdaj,весть
741,einst::ADV,nékdaj,зярдо-бути
742,damals::ADV,tedàj,сестэ
743,damals::ADV,takràt,сестэ
744,danach::ADV,potèm,мейле
745,danach::ADV,potèm,седе мейле
746,vorher::ADV,poprèj,васняяк
747,zuerst::ADV,spŕva,васня
748,einmal::ADV,ênkrat,весть
749,manchmal::ADV,včásih,лиясто
750,oft::ADV,pogósto,сеетьстэ
751,immer::ADV,védno,свал
752,immer::ADV,zméraj,свал
753,niemals::ADV,nikdàr,а зярдояк
754,hier::ADV,tù,тесэ
755,hier::ADV,túkaj,тесэ
756,hierhin::ADV,sèmkaj,тей
757,von hier::ADV,od tú,тестэ
758,dort::ADV,tàm,тосо
759,dorthin::ADV,tjà,тов
760,geradeaus::ADV,rávno napréj,витьстэ
761,vorwärts::ADV,napréj,икелев
762,rückwärts::ADV,zádaj,мекев
763,zurück::ADV,nazáj,мекев
764,unten::ADV,dôli,ало
765,unten::ADV,spôdaj,ало
766,hinab::ADV,dôl,алов
767,oben::ADV,gôri,вере
768,oben::ADV,zgôraj,вере
769,hinauf::ADV,gôr,верев
770,überall::ADV,povsód,эрьва косо
771,nicht::ADV,ne,а
772,ein wenig::ADV,málo,аламошка
773,kaum::ADV,kómaj,ансяк
774,sehr::ADV,zeló,пек
775,sehr::ADV,zeló,вельть
776,so::ADV,takó,истя
777,noch::ADV,še,таго
778,nur::ADV,samó,ансяк
779,schon::ADV,žè,уш
780,wieder::ADV,spét,таго
781,vergebens::ADV,zamàn,стяко
782,vergebens::ADV,zastónj,стяко
783,vor::PRP,pred,икеле
784,hinter::PRP,za,вельде
785,unter::PRP,pod,ало
786,durch::PRP,skózi,пачк
787,neben::PRP,kràj,вакссо
788,neben::PRP,póleg,вакссо
789,zwischen::PRP,med,ютксо
790,zwischen::PRP,izmed,ютксо
791,wegen::PRP,zarádi,кис
792,wegen::PRP,zarádi,коряс
793,wegen::PRP,zarádi,кувалт
794,dies::PRN,tó,те
795,das::PRN,tó,те
796,das::PRN,tó,тона
797,alles::PRN,vsè,весе
798,alles::PRN,vsè,весемесь
799,ich::PRN,jàz,мон
800,du::PRN,tí,тон
801,er::PRN,òn,сон
802,wir::PRN,mí,минь
803,ihr::PRN,ví,тынь
804,sie::PRN,ôni,сынь
805,was::FPRN,káj,мезе
806,wer::FPRN,kdó,ки
807,wo::FADV,kjé,косо
808,wohin::FADV,kám,ков
809,wohin::FADV,kám,козо
810,wie::FADV,kakó,кода
