,Concept_ID,es,ce
83,Kälte::N,frío,шело
84,Hitze::N,calor,йовхо
85,Raureif::N,escarcha,йис
86,Regenbogen::N,arco iris,стелаӏад
87,Donner::N,trueno,ткъес
88,Strömung::N,corriente,дӏаэхар
89,Strömung::N,corriente,дӏасалелар
90,Tropfen::N,gota,тӏадам
91,Schaum::N,espuma,чопа
92,Schmutz::N,suciedad,хатт
93,See::N,lago,ӏам
94,Sumpf::N,pantano,уьшал
95,Moor::N,turbera,уьшал
96,Wiese::N,prado,бай
97,Wiese::N,pradera,бай
98,Wald::N,bosque,хьун
99,Hügel::N,colina,гу
100,Hügel::N,colina,шу
101,Hügel::N,colina,барз
102,Anhöhe::N,cerro,акъари
103,Berg::N,monte,лам
104,Berg::N,montaña,лам
105,Gipfel::N,cima,бохь
106,Gipfel::N,cumbre,бохь
107,Höhle::N,cueva,хьех
108,Höhle::N,caverna,хьех
109,Abhang::N,cuesta,басе
110,Abhang::N,declive,басе
111,Quelle::N,fuente,шовда
112,Quelle::N,manantial,шовда
113,Bach::N,arroyo,татол
114,Fluss::N,río,хи
115,Ufer::N,orilla,хийист
116,Küste::N,costa,йист
117,Festland::N,tierra firme,латта
118,Meer::N,mar,xӏорд
119,Bucht::N,cala,чож
120,Bucht::N,bahía,чож
121,Insel::N,isla,гӏайре
122,Blume::N,flor,зезаг
123,Gras::N,hierba,буц
124,Wurzel::N,raíz,орам
125,Baum::N,árbol,дитт
126,Stamm::N,tronco,гӏад
127,Stamm::N,tronco,тайпа
128,Rinde::N,corteza,кевстиг
129,Ast::N,rama,га
130,Zweig::N,ramo,га
131,Blatt::N,hoja,гӏа
132,Birke::N,abedul,дакх
133,Kiefer[Baum]::N,pino,бага
134,Weide[Baum]::N,sauce,дак
135,Tanne::N,abeto,база
136,Horn::N,asta,маӏа
137,Horn::N,cuerno,маӏа
138,Feder::N,pluma,пелаг
139,Fell::N,piel,цӏока
140,Flügel::N,ala,тӏам
141,Klaue::N,garra,мӏара
142,Kralle::N,uña,тlод
143,Kralle::N,garra,тlод
144,Schwanz::N,cola,цӏога
145,Ei::N,huevo,xӏoa
146,Nest::N,nido,бен
147,Bau::N,madriguera,lуьрг
148,Tier::N,animal,дийнат
149,Herde::N,rebaño,жа
150,Kuh::N,vaca,етт
151,Bulle::N,toro,сту
152,Pferd::N,caballo,говр
153,Schaf::N,oveja,жий
154,Schaf::N,oveja,уьстагӏ
155,Schwein::N,cerdo,хьакха
156,Hund::N,perro,жӏаьла
157,Katze::N,gato,цициг
158,Bär::N,oso,ча
159,Eichhörnchen::N,ardilla,тарсал
160,Elch::N,alce,сай
161,Fuchs::N,zorro,цхьогал
162,Hase::N,liebre,пхьагал
163,Maus::N,ratón,дахка
164,Wolf::N,lobo,борз
165,Vogel::N,ave,олхазар
166,Vogel::N,pájaro,олхазар
167,Schwarm::N,bandada,
168,Huhn::N,gallina,котам
169,Hahn::N,gallo,нӏаьна
170,Hahn::N,gallo,боргӏал
171,Gans::N,oca,гӏаз
172,Gans::N,ganso,гӏаз
173,Adler::N,águila,aьрзу
174,Ente::N,pato,бад
175,Eule::N,lechuza,бухӏа
176,Kranich::N,grulla,гӏаргӏули
177,Krähe::N,corneja,къиг
178,Kuckuck::N,cuco,aттйокх
179,Schwan::N,cisne,гӏургӏаз
180,Fisch::N,pez,чӏара
181,Barsch::N,perca,окунь
182,Hecht::N,lucio,гӏазкхийн чӏара
183,Schlange[Tier]::N,serpiente,лаьхьа
184,Wurm::N,gusano,нӏаьна
185,Spinne::N,araña,гезг
186,Ameise::N,hormiga,зингат
187,Laus::N,piojo,меза
188,Laus::N,piojo,гӏениг
189,Mücke::N,mosquito,чуьрк
190,Fliege::N,mosca,моза
191,Schmetterling::N,mariposa,полла
192,Beere::N,baya,цӏазам
193,Apfel::N,manzana,ӏаж
194,Pilz::N,seta,жӏаьлин нускал
195,Pilz::N,hongo,жӏаьлин нускал
196,Zwiebel::N,cebolla,xох
197,Saat::N,siembra,чlу
198,Korn::N,grano,буьртиг
199,Heu::N,heno,йол
200,Schale::N,cáscara,пардо
201,Grube::N,foso,ор
202,Falle::N,trampa,кӏело
203,Schlinge::N,lazo,
204,Spur::N,huella,лар
205,Asche::N,ceniza,чим
206,Dreck::N,suciedad,мода
207,Eisen::N,hierro,эчиг
208,Gold::N,oro,деши
209,Silber::N,plata,дети
210,Kohle::N,carbón,кӏора
211,Glas::N,vidrio,aнгали
212,Glas::N,cristal,aнгали
213,Lehm::N,barro,поппар
214,Sand::N,arena,гӏум
215,Mensch::N,hombre,адам
216,Mensch::N,ser humano,адам
217,Mann::N,hombre,майра
218,Frau::N,mujer,зуда
219,Kind::N,niño,бер
220,Junge::N,chico,жимха
221,Junge::N,muchacho,жимха
222,Mädchen::N,chica,жима йоӏ
223,Mädchen::N,muchacha,жима йоӏ
224,Familie::N,familia,доьзал
225,Großvater::N,abuelo,ненада
226,Großmutter::N,abuela,денана
227,Eltern::N,padres,да-нана
228,Vater::N,padre,да
229,Mutter::N,madre,нана
230,Sohn::N,hijo,кӏант
231,Tochter::N,hija,йоӏ
232,Bruder::N,hermano,ваша
233,Schwester::N,hermana,йиша
234,Onkel::N,tío,деваша
235,Tante::N,tía,дейиша
236,Ehemann::N,esposo,майра
237,Ehefrau::N,esposa,зуда
238,Freude::N,placer,самукъа
239,Freude::N,placer,хазахетар
240,Freude::N,alegría,самукъа
241,Freude::N,alegría,хазахетар
242,Gelächter::N,risa,белам
243,Gelächter::N,carcajada,белам
244,Glück::N,felicidad,ирс
245,Kummer::N,pena,бала
246,Wunsch::N,deseo,лаам
247,Lust::N,ganas,лаам
248,Geist::N,mente,са
249,Geist::N,espíritu,са
250,Gedanke::N,idea,ойла
251,Gedanke::N,pensamiento,ойла
252,Gedächtnis::N,memoria,диццадалар
253,Verstand::N,razón,хьекъал
254,Verstand::N,entendimiento,хьекъал
255,Sinn::N,sentido,маьӏна
256,Sinn::N,significado,маьӏна
257,Grund::N,causa,бахьана
258,Wahrheit::N,verdad,бакъдерг
259,Gespräch::N,conversación,къамел
260,Märchen::N,cuento,туьйра
261,Erzählung::N,cuento,дийцар
262,Erzählung::N,narración,дийцар
263,Nachricht::N,mensaje,хаам
264,Neuigkeit::N,noticia,керланиг
265,Name::N,nombre,цӏе
266,Rätsel::N,acertijo,хӏетал-метал
267,Rätsel::N,adivinanza,хӏетал-метал
268,Rede::N,discurso,къамел
269,Sprache::N,lengua,мотт
270,Stimme::N,voz,aз
271,Wort::N,palabra,дош
272,Zeichen::N,señal,билгало
273,Ruf::N,llamada,кхайкхар
274,Lärm::N,ruido,гӏовгӏа
275,Lärm::N,barullo,гӏовгӏа
276,Laut::N,sonido,аз
277,Ton::N,tono,aз
278,Lied::N,canción,илли
279,Ruhe::N,calma,тийналла
280,Ruhe::N,silencio,тийналла
281,Leute::N,gente,нах
282,Volk::N,pueblo,халкъ
283,Arbeit::N,trabajo,болх
284,Gast::N,huésped,хьаша
285,Gast::N,invitado,хьаша
286,Geschenk::N,regalo,совгӏат
287,Spiel::N,juego,ловзар
288,Gesellschaft::N,compañía,юкъаралла
289,Hilfe::N,ayuda,гӏо
290,Hilfe::N,socorro,гӏо
291,Freund::N,amigo,доттагl
292,Kamerad::N,camarada,накъост
293,Kamerad::N,compañero,накъост
294,Angelegenheit::N,asunto,гӏуллакх
295,Anzahl::N,cantidad,терахь
296,Art::N,tipo,
297,Art::N,clase,
298,Stück::N,pieza,юьхк
299,Teil::N,parte,дакъа
300,Hälfte::N,mitad,ах
301,Kreis::N,círculo,го
302,Kreuz::N,cruz,жӏара
303,Linie::N,línea,сиз
304,Strich::N,raya,сиз
305,Strich::N,trazo,сиз
306,Abstand::N,distancia,юкъ
307,Entfernung::N,distancia,
308,Gegend::N,región,мeттиг
309,Gegend::N,comarca,мeттиг
310,Platz::N,espacio,майда
311,Ort::N,sitio,меттиг
312,Seite::N,lado,aгӏo
313,Seite::N,costado,aгӏo
314,Mitte::N,medio,юкъ
315,Mitte::N,centro,юкъ
316,Gegenstand::N,objeto,хӏума
317,Sache::N,cosa,хӏума
318,Rand::N,borde,йист
319,Kante::N,borde,йист
320,Ecke::N,esquina,са
321,Spitze::N,punta,ралла
322,Ende::N,cabo,юьхьиг
323,Ende::N,extremo,юьхьиг
324,Loch::N,agujero,ӏуьрг
325,Loch::N,abertura,ӏуьрг
326,Winkel::N,ángulo,са
327,Muster::N,dibujo,дагар
328,Muster::N,dibujo,тӏамар
329,Größe::N,tamaño,барам
330,Länge::N,longitud,йохалла
331,Höhe::N,altura,локхалла
332,Höhe::N,altitud,локхалла
333,Gewicht::N,peso,йозалла
334,Menge::N,cantidad,дукхалла
335,Haufen::N,montón,сал
336,Haufen::N,montón,оьла
337,Reihe::N,fila,рагӏ
338,Reihe::N,fila,могӏа
339,Boot::N,bote,кема
340,Boot::N,barca,кема
341,Ruder::N,remo,пийсиг
342,Schlitten::N,trineo,салаз
343,Ski::N,esquí,когсалаз
344,Lagerfeuer::N,hoguera,цӏе
345,Last::N,carga,дукъ
346,Gang::N,marcha,лелар
347,Schritt::N,paso,гӏулч
348,Norden::N,norte,къилбаседе
349,Süden::N,sur,къилбе
350,Westen::N,oeste,малхбузе
351,Osten::N,este,малхбале
352,Holz::N,madera,дечиг
353,Brett::N,tabla,у
354,Platte::N,placa,у
355,Platte::N,plancha,у
356,Stütze::N,sostén,гӏopтоp
357,Stütze::N,soporte,гӏopтоp
358,Stange::N,vara,гӏуркх
359,Stange::N,percha,гӏуркх
360,Stock::N,palo,ӏаса
361,Stock::N,bastón,ӏаса
362,Stab::N,vara,гӏаж
363,Stab::N,bastón,гӏаж
364,Rohr::N,tubo,биргӏа
365,Haus::N,casa,цӏа
366,Heim::N,hogar,кхерч
367,Ofen::N,estufa,кхерч
368,Fußboden::N,suelo,цӏенкъа
369,Tisch::N,mesa,шун
370,Stuhl::N,silla,гӏант
371,Wiege::N,cuna,ага
372,Bett::N,cama,маьнга
373,Regal::N,estantería,терхи
374,Kiste::N,caja,яьшка
375,Fenster::N,ventana,кор
376,Tür::N,puerta,неӏ
377,Tor::N,puerta,ков
378,Zaun::N,valla,керт
379,Zaun::N,cercado,керт
380,Dach::N,techo,тхов
381,Dach::N,tejado,тхов
382,Leiter::N,escalera,лами
383,Besen::N,escoba,нуй
384,Spaten::N,pala,бел
385,Schaufel::N,pala,аьшкал
386,Schaufel::N,paleta,аьшкал
387,Gabel::N,tenedor,мӏара
388,Löffel::N,cuchara,ӏайг
389,Messer::N,cuchillo,урс
390,Nagel::N,clavo,хьостам
391,Netz::N,red,бой
392,Haken::N,gancho,мӏара
393,Haken::N,corchete,мӏара
394,Griff::N,asa,
395,Griff::N,mango,
396,Schloss::N,cerradura,чӏега
397,Bild::N,imagen,сурт
398,Figur::N,figura,
399,Puppe::N,muñeca,тайниг
400,Beutel::N,bolsa,гали
401,Bündel::N,haz,кочар
402,Tasche::N,bolso,тӏоьрмиг
403,Eimer::N,cubo,чийлик
404,Deckel::N,tapa,негӏар
405,Deckel::N,tapadera,негӏар
406,Geschirr::N,vajilla,пхьегӏа
407,Sack::N,saco,гали
408,Tasse::N,taza,кад
409,Topf::N,olla,яй
410,Topf::N,marmita,яй
411,Kessel::N,caldera,яй
412,Essen::N,comida,юург
413,Nahrung::N,alimento,кхача
414,Speise::N,plato,юург
415,Fleisch::N,carne,жижиг
416,Getreide::N,cereales,буьртиг
417,Brei::N,puré,xудар
418,Brei::N,papilla,xудар
419,Brot::N,pan,бепиг
420,Brot::N,pan,кхаллар
421,Scheibe::N,lonja,цастар
422,Scheibe::N,rebanada,цастар
423,Fett::N,grasa,мохь
424,Butter::N,mantequilla,налха
425,Öl::N,aceite,даьтта
426,Salz::N,sal,туьха
427,Suppe::N,sopa,чорпа
428,Honig::N,miel,моз
429,Milch::N,leche,шура
430,Tee::N,té,чай
431,Leder::N,cuero,цӏока
432,Wolle::N,lana,тӏapгӏa
433,Stoff::N,tela,кӏади
434,Stoff::N,tejido,кӏади
435,Nadel::N,aguja,маха
436,Faden::N,hilo,тай
437,Knopf::N,botón,нуьйда
438,Knoten::N,nudo,шад
439,Farbe::N,pintura,сир
440,Farbe::N,pintura,басар
441,Kleidung::N,ropa,бедар
442,Kleidung::N,vestidos,бедар
443,Hemd::N,camisa,коч
444,Kragen::N,cuello,кач
445,Ärmel::N,manga,пхьош
446,Hose::N,pantalón,хеча
447,Gürtel::N,cinturón,доьхка
448,Mütze::N,gorro,куй
449,Schuh::N,zapato,мача
450,Stiefel::N,bota,этка
451,Ring::N,anillo,чӏуг
452,Band::N,cinta,лента
453,Kamm::N,peine,ехк
454,Spiegel::N,espejo,куьзга
455,Riemen::N,correa,доьхка
456,Schnur::N,cuerda,муш
457,Leine::N,correa,кочатосу доьхка
458,Decke::N,manta,юргӏа
459,Kissen::N,almohada,гIайба
460,Tuch::N,pañuelo,исхар
461,Handtuch::N,toalla,гата
462,Kraft::N,fuerza,гӏора
463,Stärke::N,fuerza,гӏап
464,Gesundheit::N,salud,могашалла
465,Krankheit::N,enfermedad,цамгар
466,Schmerz::N,dolor,лазар
467,Wunde::N,llaga,чов
468,Wunde::N,herida,чов
469,Fieber::N,fiebre,xорша
470,Arznei::N,medicina,молха
471,Arznei::N,medicamento,молха
472,Brücke::N,puente,тӏай
473,Brunnen::N,pozo,гӏу
474,Weide::N,pasto,дак
475,Pfad::N,sendero,тача
476,Weg::N,camino,некъ
477,Straße::N,vía,урам
478,Straße::N,carretera,урам
479,Dorf::N,aldea,юрт
480,Dorf::N,pueblo,юрт
481,Stadt::N,ciudad,гӏала
482,Brief::N,carta,кехат
483,Buch::N,libro,жайна
484,Buchstabe::N,letra,элп
485,Buchstabe::N,carácter,элп
486,Zeitung::N,diario,газет
487,Zeitung::N,periódico,газет
488,Leben::N,vida,дахар
489,Tod::N,muerte,далар
490,Tod::N,muerte,ӏожалла
491,Grab::N,tumba,каш
492,Grab::N,sepulcro,каш
493,Kirche::N,iglesia,килс
494,Sünde::N,pecado,къа
495,Gott::N,dios,дела
496,Arbeiter::N,obrero,белхало
497,Arbeiter::N,trabajador,белхало
498,Chef::N,jefe,хьаькам
499,Meister::N,maestro,говзанча
500,Arzt::N,médico,лор
501,Lehrer::N,profesor,хьехархо
502,Geld::N,dinero,aхча
503,Geschäft::N,negocio,туька
504,Laden::N,tienda,туька
505,Preis::N,precio,мах
506,Ware::N,mercancía,хlума
507,Nutzen::N,provecho,пайда
508,Reichtum::N,riqueza,хьал
509,Welt::N,mundo,дуьне
510,Land::N,país,мохк
511,Staat::N,Estado,пачхьалкх
512,König::N,rey,паччахь
513,Macht::N,poder,ӏедал
514,Macht::N,potencia,ӏедал
515,Grenze::N,frontera,доза
516,Krieg::N,guerra,тӏом
517,Feind::N,enemigo,мостагӏ
518,Gewalt::N,violencia,гӏело
519,Kampf::N,lucha,къийсам
520,Kampf::N,combate,къийсам
521,Bogen[Waffe]::N,arco,
522,Pfeil::N,flecha,пха
523,Gewehr::N,fusil,топ
524,Gewehr::N,escopeta,топ
525,Fehler::N,error,гӏалат
526,Lüge::N,mentira,аьшпаш
527,Schaden::N,daño,зен
528,Unglück::N,desgracia,бала
529,Schuld::N,culpa,бехк
530,Alter::N,edad,хан
531,Schluss::N,fin,чакхе
532,Schluss::N,final,чакхе
533,Zeit::N,tiempo,хан
534,Tag::N,día,де
535,Morgen::N,mañana,ӏуьйре
536,Mittag::N,mediodía,делкъе
537,Abend::N,noche,суьйре
538,Nacht::N,noche,буьйса
539,Woche::N,semana,кӏира
540,Monat::N,mes,бутт
541,Jahr::N,año,шо
542,Frühling::N,primavera,бӏаьсте
543,Sommer::N,verano,аьхке
544,Herbst::N,otoño,гуьйре
545,Winter::N,invierno,ӏа
546,Januar::N,enero,январь
547,Februar::N,febrero,февраль
548,März::N,marzo,март
549,April::N,abril,апрель
550,Mai::N,mayo,май
551,Juni::N,junio,июнь
552,Juli::N,julio,июль
553,August::N,agosto,август
554,September::N,septiembre,сентябрь
555,Oktober::N,octubre,октябрь
556,November::N,noviembre,ноябрь
557,Dezember::N,diciembre,декабрь
558,Montag::N,lunes,оршот
559,Dienstag::N,martes,шинара
560,Mittwoch::N,miércoles,кхаара
561,Donnerstag::N,jueves,еара
562,Freitag::N,viernes,пӏераска
563,Samstag::N,sábado,шот
564,Sonntag::N,domingo,кӏиранде
565,groß::A,grande,доккха
566,klein::A,pequeño,кегий
567,lang::A,largo,еха
568,kurz::A,corto,доца
569,breit::A,ancho,шуьйра
570,schmal::A,estrecho,готта
571,dicht::A,denso,луьста
572,dick[Gegenstand]::A,grueso,стомма
573,dünn::A,fino,дуткъа
574,dünn::A,delgado,дуткъа
575,fein::A,fino,ховха
576,fein::A,delicado,ховха
577,fest::A,firme,чӏогӏа
578,fest::A,sólido,чӏогӏа
579,flach::A,plano,чӏапа
580,glatt::A,liso,шера
581,hart::A,duro,чӏогӏa
582,weich::A,muelle,кӏеда
583,rund::A,redondo,горга
584,spitz::A,agudo,ира
585,spitz::A,apuntado,ира
586,scharf::A,agudo,ира
587,scharf::A,afilado,ира
588,stumpf::A,sin filo,аьртa
589,schwer::A,pesado,деза
590,schön::A,bello,хаза
591,schön::A,hermoso,хаза
592,heiß::A,caluroso,довха
593,warm::A,cálido,довха
594,warm::A,caliente,довха
595,kalt::A,frío,шийла
596,kühl::A,fresco,шийла
597,frisch::A,fresco,керла
598,feucht::A,húmedo,тӏуьна
599,nass::A,mojado,тӏеда
600,trocken::A,seco,eкъа
601,voll::A,lleno,дуьзна
602,leer::A,vacío,яьсса
603,offen::A,abierto,диллина
604,geschlossen::A,cerrado,дӏакъевлина
605,geschlossen::A,cerrado,дӏачӏагӏдина
606,sauber::A,limpio,цӏена
607,schmutzig::A,sucio,боьха
608,roh::A,crudo,буьйда
609,reif::A,maduro,хилла
610,lecker::A,rico,чоме
611,lecker::A,sabroso,чоме
612,süß::A,dulce,мерза
613,bitter::A,amargo,къаьхьа
614,sauer::A,agrio,муьста
615,hell::A,claro,сирла
616,dunkel::A,oscuro,бодане
617,schwarz::A,negro,ӏаьржа
618,weiß::A,blanco,кӏайн
619,rot::A,rojo,цӏен
620,gelb::A,amarillo,можа
621,blau::A,azul,сийна
622,grün::A,verde,баьццара
623,grau::A,gris,cира
624,grau::A,gris,мокха
625,bunt::A,multicolor,къорза
626,billig::A,barato,дораха
627,teuer::A,caro,деза
628,wertvoll::A,valioso,мехала
629,wertvoll::A,precioso,мехала
630,blind::A,ciego,бӏаьрзе
631,taub::A,sordo,къора
632,kräftig::A,fuerte,нуьцкъала
633,stark::A,fuerte,зоьртала
634,stark::A,fuerte,нуьцкъала
635,stark::A,vigoroso,зоьртала
636,stark::A,vigoroso,нуьцкъала
637,schwach::A,débil,гӏорасиза
638,fett::A,obeso,дерстана
639,schlank::A,esbelto,куц долу
640,hübsch::A,mono,хаза
641,hübsch::A,guapo,хаза
642,böse::A,malo,вон
643,dumm::A,tonto,сонта
644,dumm::A,estúpido,сонта
645,faul::A,vago,мало ен
646,faul::A,perezoso,мало ен
647,fleißig::A,aplicado,тӏера
648,fleißig::A,diligente,тӏера
649,geizig::A,avaro,пис
650,geizig::A,avaro,сутара
651,klug::A,sensato,хьекъале
652,klug::A,inteligente,хьекъале
653,geschickt::A,hábil,тӏахъаьлла
654,lieb::A,querido,хьоме
655,lustig::A,alegre,самукъане
656,sanft::A,suave,кlеда
657,hungrig::A,hambriento,меца
658,krank::A,enfermo,цомгуш долу
659,nackt::A,desnudo,дерзана
660,traurig::A,triste,самукъане воцу
661,lebendig::A,vivo,дийна
662,lebendig::A,viviente,дийна
663,gut::A,bueno,дика
664,schlecht::A,malo,вон
665,richtig::A,justo,нийса
666,richtig::A,correcto,нийса
667,schlimm::A,malo,вон
668,schlimm::A,grave,вон
669,wahr::A,verídico,бакъдолу
670,wahr::A,verdadero,бакъдолу
671,alt::A,viejo,къена
672,neu::A,nuevo,керла
673,ehemalig::A,antiguo,хилла
674,alt[Lebewesen]::A,viejo,къена
675,jung::A,joven,къона
676,arm::A,pobre,къен
677,reich::A,rico,хьоле
678,bekannt::A,conocido,девзаш долу
679,berühmt::A,famoso,цӏеяхана
680,berühmt::A,célebre,цӏеяхана
681,fremd::A,extraño,нехан
682,verschieden::A,diverso,тайп-тайпанара
683,verschieden::A,distinto,тайп-тайпанара
684,verschieden::A,diferente,тайп-тайпанара
685,nah::A,cercano,гергара
686,fern::A,lejano,гена
687,fern::A,lejano,генара
688,linker::A,izquierdo,аьрру
689,rechter::A,derecho,аьтту
690,anderer::A,otro,кхин
691,erster::A,primero,хьалхара
692,zweiter::A,segundo,шолгIа
693,dritter::A,tercero,кхоалгӏа
694,letzter::A,último,тӏаьххьара
695,allein::ADV,a solo,цхьаъ
696,auf einmal::ADV,de una vez,цу сохьтта
697,zusammen::ADV,juntos,цхьана
698,lange::ADV,mucho tiempo,дукха
699,plötzlich::ADV,de repente,цIеххьана
700,sofort::ADV,en seguida,цу сохьтта
701,später::ADV,más tarde,тӏаьхьо
702,jetzt::ADV,ahora,хӏинца
703,heute::ADV,hoy,тахана
704,morgen::ADV,mañana,кхана
705,bald::ADV,pronto,кеста
706,bald::ADV,en breve,кеста
707,dann::ADV,luego,тӏаккха
708,dann::ADV,entonces,тӏаккха
709,gestern::ADV,ayer,селхана
710,einst::ADV,antaño,цкъа
711,damals::ADV,entonces,хӏетахьь
712,danach::ADV,después,тӏаккха
713,vorher::ADV,antes,хьалхa
714,zuerst::ADV,primero,хьалха
715,einmal::ADV,una vez,цкъа
716,manchmal::ADV,a veces,цкъаццкъа
717,oft::ADV,a menudo,кест-кеста
718,oft::ADV,con frecuencia,кест-кеста
719,immer::ADV,siempre,даим
720,niemals::ADV,jamás,цкъа а
721,hier::ADV,aquí,кхузахь
722,hierhin::ADV,acá,кхуза
723,von hier::ADV,desde aquí,кхузара
724,dort::ADV,ahí,цигахь
725,dort::ADV,allí,цигахь
726,dorthin::ADV,allí,цига
727,dorthin::ADV,hacia allí,цига
728,geradeaus::ADV,todo derecho,нийса дӏа
729,vorwärts::ADV,adelante,хьалха
730,rückwärts::ADV,hacia atrás,юха
731,zurück::ADV,atrás,юха
732,unten::ADV,abajo,лахахь
733,hinab::ADV,hacia abajo,охьа
734,oben::ADV,arriba,лакхахь
735,hinauf::ADV,hacia arriba,хьала
736,überall::ADV,por todas partes,массанхьа
737,nicht::ADV,no,ца
738,ein wenig::ADV,un poco,кӏеззиг
739,kaum::ADV,apenas,халла
740,sehr::ADV,muy,вуно
741,sehr::ADV,mucho,вуно
742,so::ADV,tan,
743,noch::ADV,aún,кхин
744,noch::ADV,todavía,кхин
745,nur::ADV,solamente,бен ...ца
746,schon::ADV,ya,хӏинцале
747,wieder::ADV,de nuevo,юха а
748,vergebens::ADV,en vano,эрна
749,vor::PRP,antes de,хьалха
750,vor::PRP,delante de,хьалха
751,hinter::PRP,tras,тӏехьа
752,hinter::PRP,detrás de,тӏехьа
753,unter::PRP,bajo,кIелахь
754,unter::PRP,debajo de,кIелахь
755,durch::PRP,por,чекх
756,durch::PRP,a través de,чекх
757,neben::PRP,al lado de,юххе
758,zwischen::PRP,entre,юккъехь
759,wegen::PRP,por,дуьхьа
760,wegen::PRP,a causa de,дуьхьа
761,dies::PRN,esto,и
762,dies::PRN,esto,иза
763,das::PRN,eso,и
764,das::PRN,eso,иза
765,das::PRN,esto,и
766,das::PRN,esto,иза
767,alles::PRN,todo,дерриг
768,ich::PRN,yo,cо
769,du::PRN,tú,хьо
770,er::PRN,él,и
771,er::PRN,él,иза
772,wir::PRN,nosotros,тхо
773,wir::PRN,nosotros,вай
774,ihr::PRN,vosotros,шу
775,sie::PRN,ellos,уьш
776,was::FPRN,qué,хӏун
777,wer::FPRN,quién,мила
778,wo::FADV,dónde,мичaхь
779,wohin::FADV,adónde,мича
780,wohin::FADV,hacia dónde,мича
781,wie::FADV,cómo,муха
782,warum::FADV,por qué,хӏунда
783,wieviel::FNUM,cuánto,мел
784,wieviel::FNUM,cuánto,маса
785,eins::NUM,uno,цхьаъ
786,zwei::NUM,dos,шиъ
787,drei::NUM,tres,кхоъ
788,vier::NUM,cuatro,диъ
789,fünf::NUM,cinco,пхиъ
790,sechs::NUM,seis,ялх
791,sieben::NUM,siete,ворхӏ
792,acht::NUM,ocho,бархӏ
793,neun::NUM,nueve,исс
794,zehn::NUM,diez,итт
795,elf::NUM,once,цхьайтта
796,zwölf::NUM,doce,шийтта
797,zwanzig::NUM,veinte,ткъа
798,dreißig::NUM,treinta,ткъе итт
799,vierzig::NUM,cuarenta,шовзткъа
800,fünfzig::NUM,cincuenta,шовзткъе итт
801,sechzig::NUM,sesenta,кхузткъа
802,siebzig::NUM,setenta,кхузткъе итт
803,achtzig::NUM,ochenta,дезткъа
