,Concept_ID,mdf,br
264,Rede::N,вал,diskour
265,Rede::N,корхтама,diskour
266,Sprache::N,кяль,yezh
267,Stimme::N,вайгяль,mouezh
268,Wort::N,вал,ger
269,Zeichen::N,тя́ште,sin
270,Zeichen::N,тя́штькс,sin
271,Ruf::N,тердема,galv
272,Lärm::N,гайф,trouz
273,Lärm::N,жалакодома,trouz
274,Laut::N,вайгяль,
275,Ton::N,вайгяль,ton
276,Lied::N,мора,kanaouenn
277,Ruhe::N,сетьме,sioulded
278,Leute::N,ломатть,tud
279,Volk::N,наро́д,pobl
280,Arbeit::N,тев,labour
281,Gast::N,и́нжи,kouviad
282,Gast::N,ко́нак,kouviad
283,Geschenk::N,казне,prof
284,Spiel::N,налхкома,c'hoari
285,Spiel::N,налхксема,c'hoari
286,Gesellschaft::N,кружок,kompagnunezh
287,Gesellschaft::N,кружок,kavandad
288,Hilfe::N,лездома,sikour
289,Freund::N,я́лга,mignon
290,Kamerad::N,я́лга,kamarad
291,Angelegenheit::N,тев,afer
292,Anzahl::N,лувкс,niver
293,Art::N,вид,sort
294,Stück::N,пакш,tamm
295,Teil::N,часть,pezh
296,Teil::N,пялькс,pezh
297,Hälfte::N,пяле,hanterenn
298,Kreis::N,шаркс,kelc'h
299,Kreuz::N,крёз,kroaz
300,Linie::N,межа,linenn
301,Linie::N,китькс,linenn
302,Strich::N,межа,tenn
303,Abstand::N,ётка,distok
304,Entfernung::N,ётка,keid
305,Entfernung::N,ётка,kehid
306,Gegend::N,ва́ста,korn-bro
307,Gegend::N,перьфпя́ль,korn-bro
308,Platz::N,ва́ста,plasenn
309,Ort::N,ва́ста,lec'h
310,Seite::N,пяле,tu
311,Mitte::N,кучка́,kreiz
312,Gegenstand::N,веща,tra
313,Sache::N,тев,tra
314,Sache::N,веща,tra
315,Rand::N,пе,kantenn
316,Kante::N,и́рдез,kantenn
317,Ecke::N,ужа,korn
318,Spitze::N,пря,begell
319,Ende::N,пе,dibenn
320,Loch::N,варя,toull
321,Winkel::N,ужа,
322,Muster::N,сёрма,tresadenn
323,Größe::N,серь,ment
324,Länge::N,кува́лма,hirder
325,Höhe::N,серь,uhelder
326,Gewicht::N,сталма,pouez
327,Menge::N,лувкс,bern
328,Haufen::N,мар,bern
329,Reihe::N,ряд,steud
330,Boot::N,венеж,bag
331,Ruder::N,миле,roeñv
332,Schlitten::N,ну́рда,trainell
333,Ski::N,сокс,ski
334,Lagerfeuer::N,то́лмар,
335,Last::N,канкс,karg
336,Last::N,сталма,karg
337,Gang::N,молема,kerzh
338,Schritt::N,аськолкс,paz
339,Norden::N,якшама шире,norzh
340,Norden::N,якшама шире,hanternoz
341,Süden::N,ля́мбе ши́ре,su
342,Süden::N,ля́мбе ши́ре,kreisteiz
343,Westen::N,ши валгома шире,kuzh-heol
344,Osten::N,шинь стяма шире,reter
345,Osten::N,шинь стяма шире,sav-heol
346,Holz::N,вирь,koad
347,Holz::N,шуфта,koad
348,Brett::N,лавця,plankenn
349,Platte::N,плита́,plakenn
350,Stütze::N,неже,harp
351,Stange::N,олга,sparl
352,Stock::N,байдек,bazh
353,Stab::N,олгоня,bazh
354,Rohr::N,турама,tub
355,Rohr::N,турама,korz
356,Haus::N,куд,ti
357,Heim::N,куд,kêr
358,Ofen::N,пянакуд,forn
359,Fußboden::N,кия́кс,plañchod
360,Tisch::N,шра,taol
361,Tisch::N,моркш,taol
362,Stuhl::N,стул,kador
363,Wiege::N,нюря́м,kavell
364,Bett::N,ацам,gwele
365,Regal::N,лавцяланга,estajerenn
366,Kiste::N,парга,kased
367,Fenster::N,валмья,prenestr
368,Tür::N,кенкш,dor
369,Tor::N,ортат,portal
370,Zaun::N,перяфкс,sklotur
371,Dach::N,кудпря,toenn
372,Leiter::N,куцема,skeul
373,Besen::N,тяльме,skubell
374,Spaten::N,ка́йме,pal
375,Schaufel::N,ко́поня,pal
376,Schaufel::N,ця́рдом,pal
377,Gabel::N,ця́нгоня,fourchetez
378,Löffel::N,куцю,loa
379,Messer::N,пеель,kontell
380,Nagel::N,эска,tach
381,Haken::N,кя́чказ,krog
382,Griff::N,недь,kemer
383,Griff::N,кунда́мка,kemer
384,Schloss::N,замо́к,potenn
385,Bild::N,карти́на,skeudenn
386,Figur::N,ронга-понда,skeud
387,Figur::N,ронга-понда,figur
388,Puppe::N,ня́ка,merc'hodenn
389,Beutel::N,кяскав,sac'h
390,Bündel::N,кярьме,feskenn
391,Tasche::N,кошяльня,sac'h
392,Eimer::N,ве́дарка,sailh
393,Deckel::N,тавадкс,pallenn
394,Deckel::N,вельхкс,pallenn
395,Geschirr::N,кядьге,listriaj
396,Sack::N,кяскав,sac'h
397,Tasse::N,ша́ваня,tas
398,Topf::N,кавозь,pod
399,Kessel::N,сргавозь,chaodouron
400,Essen::N,ярхцама,pred
401,Nahrung::N,ярхцампяль,boued
402,Speise::N,ярхцама,meuz
403,Fleisch::N,пал,kig
404,Fleisch::N,сиволь,kig
405,Getreide::N,сёра,ed
406,Brei::N,ям,yod
407,Brot::N,кши,bara
408,Scheibe::N,кочам,tailhenn
409,Fett::N,куя́,lard
410,Butter::N,вай,amann
411,Öl::N,вай,eoul
412,Salz::N,сал,holen
413,Suppe::N,шонгарям,soubenn
414,Suppe::N,коршампяль,soubenn
415,Honig::N,медь,mel
416,Milch::N,лофца,laezh
417,Tee::N,чай,te
418,Leder::N,кедь,lêr
419,Wolle::N,пона,gloan
420,Stoff::N,котф,danvez
421,Nadel::N,салмокс,nadoz
422,Faden::N,сюре,neudenn
423,Knopf::N,пуня,bouton
424,Knoten::N,сюлма,skoulm
425,Farbe::N,архтомбяль,liv
426,Kleidung::N,щам,dilhad
427,Hemd::N,па́нар,roc'hed
428,Kragen::N,сиве,gouzoug
429,Ärmel::N,ожа,milgin
430,Hose::N,понкст,bragoù
431,Gürtel::N,каркс,gouriz
432,Mütze::N,вазь,boned
433,Schuh::N,башма́к,botez
434,Stiefel::N,кя́ме,botez
435,Ring::N,суркс,gwalenn
436,Band::N,керькс,bagad
437,Band::N,лента,bagad
438,Kamm::N,сюрьхцем,krib
439,Spiegel::N,ванома,melezour
440,Riemen::N,шнань каркс,lerenn
441,Schnur::N,пикс,kordenn
442,Schnur::N,карькскя,kordenn
443,Leine::N,вядьме,roll
444,Decke::N,вельхкс,golo
445,Kissen::N,тоду,goubenner
446,Tuch::N,руця́,mezher
447,Handtuch::N,на́рдама,toailhon
448,Kraft::N,вий,nerzh
449,Stärke::N,вииши,nerzhder
450,Gesundheit::N,шумбраши́,yec'hed
451,Krankheit::N,урма́,klañved
452,Krankheit::N,сярядема,klañved
453,Schmerz::N,маряма,poan
454,Schmerz::N,маряма,droug
455,Wunde::N,керф,gloazadenn
456,Fieber::N,маштыкс,terzhienn
457,Arznei::N,надо́бья,louzoù
458,Arznei::N,пъчка́фтома,louzoù
459,Brücke::N,седь,pont
460,Brunnen::N,эши,puñs
461,Weide::N,ванома васта,prad
462,Pfad::N,ян,gwenodenn
463,Pfad::N,киня́,gwenodenn
464,Weg::N,ки,hent
465,Straße::N,ки,ru
466,Straße::N,ки,hent
467,Dorf::N,веле,kêr
468,Dorf::N,веле,kêriadenn
469,Stadt::N,ош,kêr
470,Brief::N,сёрма,lizher
471,Buch::N,книга,levr
472,Buchstabe::N,бу́ква,lizherenn
473,Zeitung::N,газе́та,kazetenn
474,Leben::N,эряф,buhez
475,Leben::N,эряма,buhez
476,Tod::N,кулома́,marv
477,Grab::N,калма,bez
478,Kirche::N,це́рькав,iliz
479,Sünde::N,пежеть,pec'hed
480,Sünde::N,муворкс,pec'hed
481,Gott::N,шкай,doue
482,Arbeiter::N,трудендай,labourer
483,Arbeiter::N,трудендай,micherour
484,Arbeiter::N,работник,labourer
485,Arbeiter::N,работник,micherour
486,Chef::N,азор,penn
487,Chef::N,оцюня,penn
488,Meister::N,мастяр,mestr
489,Arzt::N,врач,mezeg
490,Arzt::N,врач,medisin
491,Arzt::N,доктор,mezeg
492,Arzt::N,доктор,medisin
493,Lehrer::N,учи́тель,skolaer
494,Lehrer::N,учи́тель,kelenner
495,Geld::N,ярмакт,arc'hant
496,Geschäft::N,ладяфкс,stal
497,Geschäft::N,ладяф тев,stal
498,Laden::N,ла́вка,stal
499,Preis::N,питне,priz
500,Ware::N,миф,marc'hadourezh
501,Ware::N,ра́маф,marc'hadourezh
502,Nutzen::N,пара,gounidegezh
503,Nutzen::N,пара,lañs
504,Nutzen::N,пара,profit
505,Nutzen::N,пара,spleit
506,Nutzen::N,лезкс,gounidegezh
507,Nutzen::N,лезкс,lañs
508,Nutzen::N,лезкс,profit
509,Nutzen::N,лезкс,spleit
510,Reichtum::N,ко́зяши,pinvidigezh
511,Welt::N,свет,douar
512,Land::N,мастор,bro
513,Staat::N,государства,stad
514,König::N,король,roue
515,Macht::N,азорондама,galloud
516,Macht::N,азорксши,galloud
517,Grenze::N,ёткаян,harzoù
518,Krieg::N,война́,brezel
519,Feind::N,душман,eneber
520,Feind::N,каршек тюри,eneber
521,Gewalt::N,наругама,tâerder
522,Kampf::N,тюрема́,kann
523,Bogen[Waffe]::N,нал,gwareg
524,Pfeil::N,нал,saezh
525,Gewehr::N,винто́вка,fuzuilh
526,Fehler::N,эльбядькс,fazi
527,Lüge::N,васькафнема,gaou
528,Schaden::N,зия́н,gwall
529,Unglück::N,зия́н,gwalleur
530,Schuld::N,муворши,kablusted
531,Schuld::N,муворши,pec'hedigezh
532,Alter::N,эряф кизот,oad
533,Alter::N,эряфонь пинге,oad
534,Schluss::N,пе,diwezh
535,Zeit::N,пинге,amzer
536,Tag::N,ши,deizh
537,Morgen::N,шобдава,beure
538,Morgen::N,шобдава,mintin
539,Mittag::N,шикучка,kreisteiz
540,Abend::N,иля́дь,abardaez
541,Nacht::N,ве,noz
542,Woche::N,недя́ля,sizhun
543,Monat::N,ков,miz
544,Jahr::N,киза,bloaz
545,Frühling::N,тунда́,nevezamzer
546,Sommer::N,киза,hañv
547,Herbst::N,сёксе,diskaramzer
548,Winter::N,тяла,goañv
549,Januar::N,кельмеков,Genver
550,Februar::N,уфайков,C'hwevrer
551,März::N,марайков,Meurzh
552,April::N,шудиков,Ebrel
553,Mai::N,панжиков,Mae
554,Juni::N,лямбеков,Mezheven
555,Juli::N,псиков,Gouhere
556,August::N,сёроньков,Eost
557,September::N,тюжягов,Gwengolo
558,Oktober::N,кельмазаков,Here
559,November::N,эйндамков,Du
560,Dezember::N,кучкаков,Kerzu
561,Montag::N,одговши,Lun
562,Dienstag::N,ша́вши,Meurzh
563,Mittwoch::N,вержи,Merc'her
564,Donnerstag::N,шува́ланя,Yaou
565,Freitag::N,пя́денця,Gwener
566,Samstag::N,ёткши,Sadorn
567,Sonntag::N,таргоши,Sul
568,groß::A,оцю,bras
569,klein::A,ёмла,bihan
570,lang::A,кува́ка,hir
571,kurz::A,нюрьхкя́ня,berr
572,breit::A,кели,ledan
573,schmal::A,тяйня,strizh
574,dicht::A,сиде,stank
575,dicht::A,туста,stank
576,dick[Gegenstand]::A,эчке,tev
577,dünn::A,шува́ня,moan
578,fein::A,шува́ня,munut
579,fest::A,кеме,start
580,flach::A,лапш,plaen
581,glatt::A,вадяв,lintr
582,glatt::A,вадяв,levn
583,glatt::A,такор,lintr
584,glatt::A,такор,levn
585,hart::A,калгода,kalet
586,weich::A,ляпе,blot
587,rund::A,кру́глай,ront
588,spitz::A,ботаз,poentet
589,spitz::A,оржа,poentet
590,scharf::A,оржа,dremm
591,stumpf::A,ношка,talsoc'h
592,schwer::A,стака,pounner
593,schön::A,мазы,kaer
594,heiß::A,пси,tomm
595,warm::A,лямбе,tomm
596,kalt::A,кельме,yen
597,kühl::A,эше,yen
598,frisch::A,свежай,fresk
599,feucht::A,летьке,gleb
600,nass::A,начка,gleb
601,trocken::A,коське,sec'h
602,voll::A,пяшксе,leun
603,leer::A,шава,goullo
604,offen::A,панжада,digor
605,offen::A,виде,digor
606,geschlossen::A,пякстаф,serr
607,geschlossen::A,сёлгф,serr
608,sauber::A,ару,naet
609,schmutzig::A,рда́зу,lous
610,schmutzig::A,пя́ндра,lous
611,roh::A,верок,kriz
612,reif::A,ке́нерьф,darev
613,lecker::A,танцти,lipous
614,lecker::A,танцти,saourus
615,süß::A,ламбама,dous
616,bitter::A,сяпи,c'hwerv
617,sauer::A,шапама,trenk
618,hell::A,валда,sklaer
619,dunkel::A,шобда,teñval
620,schwarz::A,равжа,du
621,weiß::A,акша,gwenn
622,rot::A,якстерь,ruz
623,gelb::A,тюжя́,melen
624,blau::A,сенем,glas
625,grün::A,пиже,gwer
626,grün::A,сянгяря,gwer
627,grau::A,уле,louet
628,bunt::A,сёрмав,liesliv
629,billig::A,у́цез,marc'had-mat
630,billig::A,аф пи́тни,marc'had-mat
631,teuer::A,пи́тни,ker
632,wertvoll::A,питни,prizius
633,blind::A,сокор,dall
634,taub::A,пярав,bouzar
635,kräftig::A,пяк вии,start
636,stark::A,вии,kreñv
637,schwach::A,лафча,gwan
638,fett::A,куя́,lard
639,schlank::A,виде ронга,sinkl
640,hübsch::A,мазы,koant
641,böse::A,кяжи,gwall
642,dumm::A,аф ёню,glep
643,dumm::A,шава пря,glep
644,faul::A,нола,lezirek
645,fleißig::A,ку́лхцонды,studius
646,geizig::A,кирьжя,tost
647,geizig::A,жаднай,tost
648,klug::A,ёню,speredek
649,klug::A,пря́ви,speredek
650,geschickt::A,маштозь тиф,dornet
651,lieb::A,цебярь,koant
652,lustig::A,ра́хси,laouen
653,sanft::A,сетьме,flour
654,hungrig::A,вача,marnaon
655,hungrig::A,вачеда,marnaon
656,krank::A,сяряди,klañv
657,nackt::A,штада,noazh
658,nackt::A,кърхтапа,noazh
659,traurig::A,ла́жнай,trist
660,lebendig::A,эряй,bev
661,gut::A,пара,mad
662,gut::A,цебярь,mad
663,schlecht::A,кальдяв,fall
664,schlecht::A,кальдяв,gwall
665,richtig::A,виде,reizh
666,schlimm::A,кальдяв,gwall
667,wahr::A,афкуксонь,gwir
668,alt::A,ташта,kozh
669,neu::A,од,nevez
670,ehemalig::A,и́нгольдень,kozh
671,alt[Lebewesen]::A,сире,kozh
672,jung::A,од,yaouank
673,arm::A,а́шу,paour
674,reich::A,козя,pinvidik
675,bekannt::A,содаф,anavezet
676,berühmt::A,содавикс,brudet
677,fremd::A,лия,dizanav
678,fremd::A,аф содаф,dizanav
679,verschieden::A,аф фкя ла́цонь,disheñel
680,nah::A,мала,nes
681,nah::A,аф ичкоздень,nes
682,fern::A,и́чкоздень,diabell
683,fern::A,куна́рдонь,diabell
684,linker::A,кержи,kleiz
685,rechter::A,види,dehoù
686,anderer::A,лия,all
687,erster::A,васенце,kentañ
688,zweiter::A,омбоце,eil
689,dritter::A,колмоце,trede
690,letzter::A,ме́кольце,diwezhañ
691,allein::ADV,ськамонза,e-unan
692,auf einmal::ADV,вихцок,ar un dro
693,zusammen::ADV,марс,asambles
694,zusammen::ADV,ма́рса,asambles
695,lange::ADV,кува́тьс,pell
696,plötzlich::ADV,а́пак учт,en un taol
697,sofort::ADV,тяникиге,diouzhtu
698,später::ADV,ме́ле,diwezhatoc'h
699,jetzt::ADV,тяни,bremañ
700,heute::ADV,тячи,hiziv
701,morgen::ADV,ва́нды,arc'hoazh
702,bald::ADV,курок,hepdale
703,dann::ADV,меле,a-c'houde
704,dann::ADV,сяда меле,a-c'houde
705,gestern::ADV,ися́к,dec'h
706,einst::ADV,весть,gwechall
707,einst::ADV,мзя́рда-бди,gwechall
708,damals::ADV,эста,neuze
709,danach::ADV,меле,goude
710,vorher::ADV,инголи,diagent
711,zuerst::ADV,ва́сенда,da gentañ
712,einmal::ADV,весть,ur wech
713,manchmal::ADV,лия́ста,a-wechoù
714,manchmal::ADV,ко́ста-ко́ста,a-wechoù
715,oft::ADV,си́деста,alies
716,immer::ADV,фалу,atav
717,immer::ADV,фалу,bepred
718,immer::ADV,най,atav
719,immer::ADV,най,bepred
720,niemals::ADV,аф мзя́рдонга,gwech ebet
721,hier::ADV,тяса,amañ
722,hierhin::ADV,сей,dre amañ
723,hierhin::ADV,тяза,dre amañ
724,von hier::ADV,тя́ста,alemañ
725,dort::ADV,тоса,aze
726,dort::ADV,тоса,ahont
727,dorthin::ADV,тов,di
728,dorthin::ADV,тов,aze
729,dorthin::ADV,тов,ahont
730,dorthin::ADV,тоза,di
731,dorthin::ADV,тоза,aze
732,dorthin::ADV,тоза,ahont
733,geradeaus::ADV,ви́деста,war-eeun
734,vorwärts::ADV,и́нголи,war-raok
735,rückwärts::ADV,ме́ки,war-lerc'h
736,zurück::ADV,ме́ки,war-dreñv
737,unten::ADV,ала,en traoñ
738,hinab::ADV,алу,a-izel
739,oben::ADV,вяре,en nec'h
740,hinauf::ADV,вяри,e-krec'h
741,überall::ADV,се́мбе ва́стова,dre-holl
742,nicht::ADV,аф,ne ... ket
743,ein wenig::ADV,аф лама,un tammig
744,kaum::ADV,а́ньцек,a-boan
745,sehr::ADV,пяк,-tre
746,sehr::ADV,пяк,-kenañ
747,so::ADV,ста́не,evel-se
748,noch::ADV,нинге,c'hoazh
749,nur::ADV,аньцек,hepken
750,schon::ADV,ни,dija
751,wieder::ADV,та́га,adarre
752,vergebens::ADV,стак,
753,vor::PRP,инголе,dirak
754,hinter::PRP,фтала,a-drek
755,hinter::PRP,фтала,a-dreñv
756,hinter::PRP,мельге,a-drek
757,hinter::PRP,мельге,a-dreñv
758,unter::PRP,ала,dindan
759,durch::PRP,пачк,dre
760,neben::PRP,ваксса,e-kichen
761,zwischen::PRP,ёткса,etre
762,wegen::PRP,сюнеда,abalamour da
763,dies::PRN,тя,hemañ
764,das::PRN,ся,se
765,das::PRN,ся,hennezh
766,das::PRN,тона,se
767,das::PRN,тона,hennezh
768,alles::PRN,сембе,pep tra
769,ich::PRN,мон,me
770,du::PRN,тон,te
771,er::PRN,сон,eñ
772,wir::PRN,минь,ni
773,ihr::PRN,тинь,c'hwi
774,sie::PRN,синь,int
775,was::FPRN,мезе,petra
776,wer::FPRN,кие,piv
777,wo::FADV,коса,pelec'h
778,wohin::FADV,ков,da belec'h
779,wohin::FADV,коза,da belec'h
780,wie::FADV,ко́да,penaos
781,warum::FADV,мес,perak
782,wieviel::FNUM,мзя́ра,pet
783,eins::NUM,фкя,unan
784,zwei::NUM,кафта,daou
785,drei::NUM,колма,tri
786,vier::NUM,ниле,pevar
787,fünf::NUM,вете,pemp
788,sechs::NUM,кота,c'hwec'h
789,sieben::NUM,сисем,seizh
790,acht::NUM,кафкса,eizh
