,Concept_ID,udm,te
57,Geruch::N,зын,వాసన
58,Schlaf::N,вӧт,నిద్ర
59,Traum::N,уйвӧт,కల
60,Himmel::N,ин,ఆకాశము
61,Sonne::N,шунды,సూర్యుడు
62,Mond::N,толэзь,చంద్రుడు
63,Stern::N,кизили,నక్షత్రము
64,Luft::N,омыр,గాలి
65,Wind::N,тӧл,వీచుచున్నగాలి
66,Welle::N,тулкым,అల
67,Wasser::N,ву,నీరు
68,Stein::N,из,ఱాయి
69,Boden::N,музъем,నేల
70,Erde::N,му,మన్ను
71,Staub::N,пыль,దుమ్ము
72,Rauch::N,ӵын,పొగ
73,Funke::N,гизьы,అగ్నికణము
74,Feuer::N,тыл,అగ్ని
75,Licht::N,тыл,కాంతి
76,Schatten::N,вужер,నీడ
77,Wetter::N,куазь,వాతావరణ స్థితి
78,Nebel::N,бус,పొగమంచు
79,Wolke::N,пилем,మేఘము
80,Regen::N,зор,వాన
81,Schnee::N,лымы,హిమము
82,Eis::N,йӧ,మంచుగడ్డ
83,Frost::N,кезьыт,పేరిన మంచు
84,Kälte::N,кезьыт,చలి
85,Hitze::N,пӧсь,వేడిమి
86,Raureif::N,гӧр,మంచు
87,Regenbogen::N,вуюись,ఇంద్రధనుస్సు
88,Donner::N,гудыри,ఉరుము
89,Strömung::N,бызён,ప్రవాహము
90,Tropfen::N,шапык,చుక్క
91,Schaum::N,шукы,నురుగు
92,Schmutz::N,нӧд,మైల
93,Schmutz::N,дэри,మైల
94,See::N,ты,సరస్సు
95,Sumpf::N,нюр,చిత్తడినేల
96,Moor::N,нюр,చిత్తడినేల
97,Wiese::N,возь,పచ్చిక బయలు
98,Wiese::N,возьвыл,పచ్చిక బయలు
99,Wald::N,сик,అడవి
100,Wald::N,нюлэс,అడవి
101,Hügel::N,выр,చివ్నకొండ
102,Hügel::N,вырйыл,చివ్నకొండ
103,Anhöhe::N,выр,కొండ
104,Anhöhe::N,вырйыл,కొండ
105,Berg::N,гурезь,పర్వతము
106,Gipfel::N,йыл,శిఖరము
107,Höhle::N,гу,గుహ
108,Abhang::N,бам,ఏటవాలు
109,Quelle::N,ошмес,మూలము
110,Bach::N,пичи шур,కాలువ
111,Fluss::N,шур,నది
112,Ufer::N,ярдур,తీరము
113,Küste::N,вудур,తీరము
114,Festland::N,мувыр,భూమి
115,Meer::N,зарезь,సముద్రము
116,Bucht::N,вукож,మరుగు
117,Insel::N,вумуӵ,దీవి
118,Insel::N,шормуӵ,దీవి
119,Blume::N,сяська,పుష్పము
120,Gras::N,турын,పచ్చగడ్డి
121,Wurzel::N,выжы,వేరు
122,Baum::N,пу,చెట్టు
123,Stamm::N,модос,చెట్టుబోదె
124,Rinde::N,сул,చెట్టుపట్ట
125,Ast::N,ул,కొమ్మ
126,Zweig::N,вай,చివుకు
127,Blatt::N,куар,ఆకు
128,Birke::N,кызьпу,తరహా చెట్టు
129,Kiefer[Baum]::N,пужым,దేవదారు చెట్టు
130,Weide[Baum]::N,бадьпу,జాతిచెట్టు
131,Tanne::N,кыз,దేవదారుచెట్టు
132,Horn::N,сюр,కొమ్ము
133,Feder::N,тылы,ఈక
134,Fell::N,ку,తోలు
135,Flügel::N,бурд,ఱెక్క
136,Klaue::N,гижы,వంకరగోరు
137,Kralle::N,пыд,వంకరగోరు
138,Schwanz::N,быж,తోక
139,Ei::N,пуз,గ్రుడ్డు
140,Ei::N,кукей,గ్రుడ్డు
141,Nest::N,кар,పక్షిగూడు
142,Nest::N,пузкар,పక్షిగూడు
143,Bau::N,кар,గుహ
144,Bau::N,гу,గుహ
145,Tier::N,пӧйшур,జంతువు
146,Herde::N,уллё,మంద
147,Kuh::N,скал,ఆవు
148,Bulle::N,ош,గిత్త
149,Bulle::N,пороз,గిత్త
150,Pferd::N,вал,గుఱ్ఱము
151,Schaf::N,ыж,గొఱ్ఱె
152,Schwein::N,парсь,పంది
153,Hund::N,пуны,కుక్క
154,Katze::N,коӵыш,పిల్లి
155,Bär::N,гондыр,ఎలుగుబంటి
156,Eichhörnchen::N,коньы,ఉడుత
157,Elch::N,койык,కణంజు
158,Fuchs::N,ӟичы,గుంటనక్క
159,Hase::N,кеч,కుందేలు
160,Maus::N,шыр,చిట్టెలుక
161,Wolf::N,кион,తోడేలు
162,Vogel::N,тылобурдо,పక్షి
163,Schwarm::N,уллё,గుంపు
164,Huhn::N,курег,కోడిపిల్ల
165,Hahn::N,атас,కోడివుంజు
166,Gans::N,ӟазег,ఆడుబాతు
167,Adler::N,ӧрзи,గ్రద్ద
168,Ente::N,ӵӧж,పాట్టిబాతు
169,Eule::N,кучыран,గ్రుడ్లగూబ
170,Kranich::N,тури,కొంగ
171,Krähe::N,куака,కాకి
172,Kuckuck::N,кикы,కోయల
173,Schwan::N,юсь,హంస
174,Fisch::N,чорыг,చేప
175,Barsch::N,юш,ఒకచేఁప
176,Hecht::N,чипей,గండుమీను
177,Schlange[Tier]::N,кый,పాము
178,Wurm::N,нумыр,పురుగు
179,Spinne::N,чонари,సాలె పురుగు
180,Ameise::N,кузьыли,చీమ
181,Laus::N,тэй,పేను
182,Mücke::N,нымы,చీకటీగ
183,Mücke::N,чибинь,చీకటీగ
184,Fliege::N,кут,ఈగ
185,Schmetterling::N,бубыли,సీతాకోకచిలుక
186,Beere::N,узы-боры,కాయ
187,Apfel::N,яблок,ఆపిల్ పండు
188,Pilz::N,губи,కుక్కగొడుగు
189,Zwiebel::N,сугон,నీరుల్లి
190,Saat::N,кидыс,విత్తనము
191,Korn::N,тысь,గింజ
192,Heu::N,турын,ఎండుగడ్డి
193,Schale::N,кыд,పొట్టు
194,Grube::N,гу,గొయ్యి
195,Grube::N,гоп,గొయ్యి
196,Falle::N,налик,బోను
197,Schlinge::N,гиӟ,ఉరి
198,Schlinge::N,герд,ఉరి
199,Spur::N,пытьы,జాడ
200,Spur::N,бервыл,జాడ
201,Asche::N,пень,బూడిద
202,Dreck::N,дэри,ముఱికి
203,Eisen::N,корт,ఇనుము
204,Gold::N,зарни,బంగారము
205,Silber::N,азвесь,వెండి
206,Kohle::N,эгыр,నేలబొగ్గు
207,Glas::N,стекло,గాజు
208,Glas::N,пияла,గాజు
209,Lehm::N,сюй,బంకమన్ను
210,Sand::N,луо,ఇసుక
211,Mensch::N,мурт,నరుడు
212,Mensch::N,адями,నరుడు
213,Mann::N,воргорон,పురుమడు
214,Frau::N,кышномурт,ఆడుది
215,Kind::N,нуны,బిడ్డ
216,Kind::N,пинал,బిడ్డ
217,Junge::N,пи,బాలుడు
218,Mädchen::N,ныл,బాలిక
219,Familie::N,семья,కుటుంబము
220,Großvater::N,песятай,తాత
221,Großvater::N,пересь атай,తాత
222,Großmutter::N,песянай,అయ్యమ్మ
223,Großmutter::N,пересь анай,అయ్యమ్మ
224,Eltern::N,атай-анай,తల్లితండ్రులు
225,Eltern::N,бубы-мумы,తల్లితండ్రులు
226,Vater::N,айы,తండ్రి
227,Vater::N,атай,తండ్రి
228,Mutter::N,мумы,తల్లి
229,Sohn::N,пи,కొడుకు
230,Tochter::N,ныл,కూతురు
231,Bruder::N,агай,పోదరుడు
232,Schwester::N,апа,సోదరి
233,Schwester::N,сузэр,సోదరి
234,Onkel::N,агай,మేనమామ
235,Tante::N,апа,మేనత్త
236,Tante::N,апа,పినతల్లి
237,Tante::N,кенак,మేనత్త
238,Tante::N,кенак,పినతల్లి
239,Ehemann::N,карт,భర్త
240,Ehefrau::N,кышно,భార్య
241,Freude::N,шумпотон,సంతోషము
242,Gelächter::N,горем,నవ్వు
243,Glück::N,шуд,సంతోషము
244,Kummer::N,кайгу,దుఃఖము
245,Kummer::N,куректон,దుఃఖము
246,Wunsch::N,мылпотон,కోరిక
247,Lust::N,потон,కోరిక
248,Geist::N,лул,ఆత్మ
249,Gedanke::N,малпан,ఆలోచన
250,Gedächtnis::N,йырсазь,జ్ఞాపకము
251,Gedächtnis::N,тодэваён,జ్ఞాపకము
252,Verstand::N,йырвизь,మనస్సు
253,Sinn::N,смысл,అర్థము
254,Grund::N,муг,కారణము
255,Grund::N,ньӧм,కారణము
256,Wahrheit::N,зэм,సత్యము
257,Wahrheit::N,шонер,సత్యము
258,Gespräch::N,вераськон,పంభాషణ
259,Märchen::N,выжыкыл,అద్భుతకథ
260,Erzählung::N,верос,కథ
261,Nachricht::N,ивор,వార్త
262,Neuigkeit::N,выльивор,వార్త
263,Name::N,ним,పేరు
264,Rätsel::N,мадькыл,చిక్కు
265,Rede::N,верам,ఉపన్యాసము
266,Sprache::N,кыл,భాష
267,Stimme::N,куара,కంరథ్సని
268,Wort::N,кыл,మాట
269,Zeichen::N,пус,గుర్తు
270,Zeichen::N,тодмет,గుర్తు
271,Ruf::N,ӧтён,పిలువు
272,Ruf::N,чортон,పిలువు
273,Lärm::N,ӵашетон,సందడి
274,Laut::N,куара,ధ్వని
275,Ton::N,куара,స్వరము
276,Lied::N,кырӟан,పాట
277,Ruhe::N,чалмыт улон,గాలిలేమి
278,Leute::N,адямиос,జనులు
279,Volk::N,калык,జాతి
280,Arbeit::N,уж,పని
281,Gast::N,куно,అతిధి
282,Geschenk::N,салам,దానము
283,Geschenk::N,кузьым,దానము
284,Spiel::N,шудон,ఆట
285,Gesellschaft::N,калык,జట్టు
286,Hilfe::N,юрттон,సాహాయ్యము
287,Freund::N,эш,స్నేహితుడు
288,Freund::N,юлтош,స్నేహితుడు
289,Kamerad::N,тодмо,చెలికాడు
290,Angelegenheit::N,уж,విషయము
291,Anzahl::N,лыд,లెక్క
292,Art::N,тус,జాతి
293,Stück::N,юдэс,తునుక
294,Teil::N,люкет,భాగము
295,Hälfte::N,ӝыны,సగము
296,Kreis::N,котырес,వృత్తము
297,Kreuz::N,крест,సిలువ
298,Linie::N,гож,గీత
299,Strich::N,гож,గీత
300,Abstand::N,вис,సందు
301,Abstand::N,кусып,సందు
302,Entfernung::N,кусып,దూరము
303,Gegend::N,инты,విస్తీర్ణము
304,Platz::N,инты,ఎడము
305,Ort::N,инты,స్థలము
306,Ort::N,места,స్థలము
307,Seite::N,пал,ప్రక్క
308,Mitte::N,шор,నడిమి
309,Gegenstand::N,арбери,పద్దు
310,Sache::N,котыр,వస్తువు
311,Rand::N,дур,అంచు
312,Rand::N,шаер,అంచు
313,Kante::N,дур,అంచు
314,Ecke::N,сэрег,మూల
315,Spitze::N,йыл,మొన
316,Ende::N,пум,కొన
317,Loch::N,пась,రంధ్రము
318,Winkel::N,сэрег,కోణము
319,Muster::N,пужы,మాదిరి
320,Größe::N,быдӟала,పరిమాణము
321,Länge::N,кузьдала,పొడుగు
322,Höhe::N,ӝуждала,పొడుగు
323,Gewicht::N,сектала,భారము
324,Gewicht::N,секытлык,భారము
325,Menge::N,лыд,మొత్తము
326,Menge::N,лыдпус,మొత్తము
327,Haufen::N,люк,రాశి
328,Reihe::N,чур,వరుస
329,Boot::N,пыж,పడవ
330,Boot::N,лодка,పడవ
331,Ruder::N,полыс,అడక
332,Schlitten::N,додьы,సరవండ్లు
333,Ski::N,куас,స్కీ
334,Lagerfeuer::N,тылскем,నెగడు
335,Last::N,секыт,బరువు
336,Gang::N,ветлон,నడక
337,Schritt::N,вамыш,అడుగు
338,Norden::N,уйпал,ఉత్తరదిక్కు
339,Süden::N,лымшор,దక్షిణము
340,Westen::N,шунды пуксён,పడమర
341,Osten::N,шунды ӝужан,తూర్పు
342,Holz::N,пу,కొయ్య
343,Brett::N,пул,పలక
344,Platte::N,плита,పలక
345,Stütze::N,пыкет,వాల్సేడ్లు
346,Stange::N,пуӵ,స్తంభము
347,Stock::N,боды,కఱ్ఱ
348,Stab::N,пуӵ,కఱ్ఱ
349,Stab::N,боды,కఱ్ఱ
350,Rohr::N,труба,గొట్టము
351,Haus::N,юрт,ఇల్లు
352,Heim::N,корка,స్వగృహము
353,Ofen::N,гур,పొయ్యి
354,Fußboden::N,выж,నేల
355,Tisch::N,ӝӧк,మేజా
356,Stuhl::N,пукон,కుర్చీ
357,Wiege::N,кӧкы,ఉయ్యాల
358,Wiege::N,зыбка,ఉయ్యాల
359,Bett::N,валес,పడక
360,Bett::N,валес,మంచం
361,Regal::N,ӝажы,అటక
362,Kiste::N,ящик,వెట్టె
363,Fenster::N,укно,కిటికి
364,Fenster::N,косяк,కిటికి
365,Tür::N,ӧс,ద్వారము
366,Tor::N,ӟезьы,ద్వారము
367,Zaun::N,забор,కంచె
368,Dach::N,липет,ఇంటివైకప్పు
369,Leiter::N,падӟа,నిచ్చెన
370,Besen::N,ӵужон,చీపురుకట్ట
371,Besen::N,исьнер,చీపురుకట్ట
372,Spaten::N,лопатка,పాఱ
373,Schaufel::N,ютырон,పాఱ
374,Gabel::N,тэчы,ముండ్లగరిటె
375,Gabel::N,вилка,ముండ్లగరిటె
376,Löffel::N,пуньы,గరిటె
377,Messer::N,пурт,కత్తి
378,Nagel::N,кортӵог,మేకు
379,Netz::N,сеть,వల
380,Haken::N,курик,కొక్కెము
381,Griff::N,ныд,పిడి
382,Schloss::N,тунгон,తాళము
383,Bild::N,суред,చిత్రము
384,Figur::N,фигура,రూపము
385,Puppe::N,мунё,బొమ్మ
386,Beutel::N,пуйы,సంచి
387,Bündel::N,керттэт,మూట
388,Tasche::N,пуйы,సంచి
389,Tasche::N,сумка,సంచి
390,Eimer::N,ведра,చేద
391,Deckel::N,ӵоксэт,మూత
392,Geschirr::N,тусьты-пуньы,వంటకాలు
393,Sack::N,пуйы,గోనెసంచి
394,Tasse::N,ӵаша,గిన్నె
395,Topf::N,миска,కుండ
396,Kessel::N,пурты,నీరుకాచుపాత్ర
397,Essen::N,сиськон,ఆహారము
398,Nahrung::N,сион,ఆహారము
399,Speise::N,сиён,ఆహారము
400,Fleisch::N,сӥль,మాంసము
401,Getreide::N,ю тысь,ధాన్యము
402,Brei::N,ӝук,గుజ్జు
403,Brot::N,нянь,రొట్టె
404,Scheibe::N,шорем,బద్ద
405,Fett::N,кӧй,క్రొవ్వు
406,Butter::N,вӧй,వెన్న
407,Öl::N,вӧй,నూనె
408,Salz::N,сылал,ఉప్పు
409,Suppe::N,шыд,చారు
410,Honig::N,чечы,తెనె
411,Milch::N,йӧл,పాలు
412,Tee::N,чай,తేనీరు
413,Leder::N,сурон,బాగుచేసివతోలు
414,Wolle::N,гон,ఉన్ని
415,Wolle::N,ыжгон,ఉన్ని
416,Stoff::N,куэм,బట్ట
417,Nadel::N,вень,సూది
418,Faden::N,сӥньыс,దారము
419,Knopf::N,бирды,బొత్తాము
420,Knoten::N,герд,ముడి
421,Farbe::N,буёл,రంగు
422,Kleidung::N,дӥсь,బట్టలు
423,Hemd::N,дэрем,చొక్కాయ
424,Kragen::N,сирес,మాల
425,Ärmel::N,саес,చొక్కాయచెయ్యి
426,Hose::N,брюки,ఇజారు
427,Hose::N,штань,ఇజారు
428,Gürtel::N,кускерттон,పటకా
429,Mütze::N,ызьы,టోపి
430,Schuh::N,ботинка,పాదరక్ష
431,Stiefel::N,сапег,బూటు
432,Ring::N,зундэс,ఉంగరము
433,Band::N,лента,నాడా
434,Kamm::N,сын,దువ్వెన
435,Spiegel::N,синучкон,అద్దము
436,Riemen::N,е,వాడా
437,Schnur::N,гозы,దారము
438,Leine::N,думет,వారు
439,Decke::N,шобрет,కంబళి
440,Kissen::N,миндэр,తలగడ
441,Tuch::N,кышет,బట్ట
442,Handtuch::N,ӵушкон,తువాలు
443,Kraft::N,кать,బలము
444,Kraft::N,ӟигар,బలము
445,Stärke::N,юнлык,శక్తి
446,Gesundheit::N,тазалык,ఆరోగ్యము
447,Krankheit::N,висён,రోగము
448,Schmerz::N,висён,నొప్పి
449,Wunde::N,яра,గాయము
450,Fieber::N,кезег,జ్వరము
451,Arznei::N,эмъюм,మందు
452,Brücke::N,выж,వంతెన
453,Brunnen::N,колдэч,బావి
454,Brunnen::N,колдэч,కూపము
455,Brunnen::N,колдэч,నుయ్యి
456,Weide::N,возь,పచ్చికబయలు
457,Pfad::N,сюрес,కాలిత్రోవ
458,Weg::N,сюрес,మార్గము
459,Straße::N,сюрес,బాట
460,Dorf::N,гурт,గ్రామము
461,Stadt::N,кар,పట్టణము
462,Stadt::N,город,పట్టణము
463,Brief::N,гожтэт,జాబు
464,Buch::N,книга,పుస్తకము
465,Buchstabe::N,буква,అక్షరము
466,Zeitung::N,газет,వార్తాపత్రిక
467,Leben::N,улон,ప్రాణము
468,Tod::N,кулон,మరణము
469,Grab::N,шайгу,సమాధి
470,Kirche::N,черк,క్రెస్తవులగుడి
471,Sünde::N,сьӧлык,పాపము
472,Gott::N,ӥнмар,దేవుడు
473,Arbeiter::N,рабочий,పనిపాటుచేశేవాడు
474,Chef::N,начальник,యజమానుడు
475,Meister::N,кибашлы,కళాకారుడు
476,Arzt::N,врач,వైద్యుడు
477,Lehrer::N,дышетӥсь,ఉపాధ్యాయుడు
478,Geld::N,уксё,ద్రవ్యము
479,Geld::N,коньдон,ద్రవ్యము
480,Geschäft::N,уж,వ్యాపారము
481,Laden::N,магазин,అంగడి
482,Preis::N,дун,వెల
483,Ware::N,вуз,సరకులు
484,Nutzen::N,пайда,ప్రయోజనము
485,Reichtum::N,узырлык,ధనము
486,Welt::N,дунне,ప్రపంచము
487,Land::N,шаер,దేశము
488,Staat::N,кун,రాజ్యము
489,König::N,эксэй,రాజు
490,Macht::N,власть,అధికారము
491,Grenze::N,кунгож,సరిహద్దు
492,Krieg::N,ож,యుద్ధము
493,Feind::N,тушмон,శత్రువు
494,Gewalt::N,эриктэман,దౌర్జన్యము
495,Kampf::N,нюръяськон,పోట్లాట
496,Bogen[Waffe]::N,пукыӵ,విల్లు
497,Pfeil::N,пукыӵ вень,బాణము
498,Gewehr::N,пыӵал,తుపాకి
499,Fehler::N,янгыш,తప్ప
500,Lüge::N,пӧян,అసత్యము
501,Lüge::N,алдан,అసత్యము
502,Lüge::N,ӧрекчан,అసత్యము
503,Schaden::N,изъян,నష్టము
504,Unglück::N,куректон,దురదృష్టము
505,Unglück::N,шудтэме усён,దురదృష్టము
506,Schuld::N,янгыш,తప్పు
507,Alter::N,арлыд,వయస్సు
508,Schluss::N,пум,ముగింపు
509,Zeit::N,дыр,కాలము
510,Tag::N,нунал,దినము
511,Morgen::N,ӵукна,ఉదయము
512,Mittag::N,лымшор,మధ్యాహ్నము
513,Abend::N,ӝыт,సాయంకాలము
514,Abend::N,акшан,సాయంకాలము
515,Nacht::N,уй,రత్రి
516,Woche::N,арня,వారము
517,Monat::N,толэзь,నెల
518,Jahr::N,ар,సంవత్సరము
519,Frühling::N,тулыс,వసంతకాలము
520,Sommer::N,гужем,వేసవికాము
521,Herbst::N,сӥзьыл,ఆకురాలుకాలము
522,Winter::N,тол,శీతకాలము
523,Januar::N,выльартолэзь,జనవరి
524,Februar::N,тулыспал,ఫిబ్రవరి
525,März::N,южтолэзь,మార్చి
526,April::N,оштолэзь,ఏప్రిలు
527,Mai::N,куартолэзь,మే
528,Juni::N,вожотолэзь,జూన్
529,Juli::N,пӧсьтолэзь,జూలై
530,August::N,гудырикошкон,ఆగస్టు
531,September::N,куарусён,సెప్ఠెంబరు
532,Oktober::N,выльӝуктолэзь,అక్టోబరు
533,November::N,шуркынмон,నవంబరు
534,Dezember::N,толсур,డిసెంబర్
535,Montag::N,вордӥськон,సోమవారము
536,Dienstag::N,вторник,మంగళవారము
537,Mittwoch::N,вирнунал,బుధవారము
538,Donnerstag::N,покчиарня,గురువారము
539,Freitag::N,удмуртарня,శుక్రవారము
540,Samstag::N,кӧснунал,శనివారము
541,Sonntag::N,арня,ఆదివారము
542,groß::A,бадӟым,గొప్పైన
543,klein::A,пичи,చిన్న
544,lang::A,кузь,పొడుగాటి
545,kurz::A,вакчи,పొట్టి
546,breit::A,паськыт,వెడల్పైన
547,schmal::A,сюлэг,ఇఱుకైన
548,dicht::A,ӵем,దట్టమైన
549,dick[Gegenstand]::A,зӧк,దట్టమైన
550,dünn::A,векчи,పలుచని
551,fein::A,векчи,నాజాకైన
552,fest::A,юн,దృడమైవ
553,fest::A,чурыт,దృడమైవ
554,flach::A,ӵошкыт,చదువైన
555,glatt::A,гылыт,నున్నని
556,glatt::A,вольыт,నున్నని
557,hart::A,чурыт,కఠినమైన
558,weich::A,небыт,మృదువైన
559,rund::A,котырес,గుండ్రని
560,spitz::A,йылсо,మొనగల
561,scharf::A,лэчыт,పదనైన
562,stumpf::A,ныж,వాడిలేని
563,schwer::A,секыт,బరువ్తెన
564,schön::A,чебер,సుందరమైన
565,heiß::A,пӧсь,వేడియైన
566,warm::A,шуныт,వెచ్చని
567,kalt::A,кезьыт,చల్లని
568,kühl::A,юзмыт,చల్లని
569,kühl::A,салкым,చల్లని
570,frisch::A,выль,తాజాయైన
571,feucht::A,мускыт,చెమ్మగానున్న
572,nass::A,котмем,తడిగామన్న
573,trocken::A,кӧс,ఎండిన
574,voll::A,тыр,నిండు
575,leer::A,буш,శూన్యమైన
576,leer::A,тырттэм,శూన్యమైన
577,offen::A,усьтэм,తెఱచియున్న
578,geschlossen::A,ӵогам,మూసిన
579,geschlossen::A,пунням,మూసిన
580,sauber::A,ӝикыт,పరిశుద్ధమైన
581,sauber::A,чылкыт,పరిశుద్ధమైన
582,schmutzig::A,нӧд,ముఱికియైన
583,roh::A,ыль,పచ్చి
584,reif::A,вуэм,పండివ
585,lecker::A,ческыт,రుచి గల
586,süß::A,ческыт,తియ్యని
587,bitter::A,курыт,చేదైన
588,sauer::A,чырс,పుల్లని
589,hell::A,югыт,కాంతిగల
590,dunkel::A,пеймыт,చీకటియైన
591,schwarz::A,сьӧд,నల్లని
592,weiß::A,тӧдьы,తెలుపు
593,rot::A,горд,ఎఱ్ఱని
594,gelb::A,ӵуж,పసుపు పచ్చ
595,blau::A,лыз,నీలవర్ణము
596,grün::A,вож,ఆకుపచ్చని
597,grau::A,пурысь,నెరిసిన
598,bunt::A,куӵо,రంగేలీ
599,billig::A,дунтэм,చౌకయైన
600,teuer::A,дуно,వెలపొడుగైన
601,wertvoll::A,дуно,విలుప్తెన
602,blind::A,сукыр,గ్రుడ్డి
603,blind::A,синтэм,గ్రుడ్డి
604,taub::A,пельтэм,చెవిటి
605,kräftig::A,кужмо,శక్తి గల
606,stark::A,юн,బలమైన
607,stark::A,кужмо,బలమైన
608,schwach::A,ляб,బలహీనమైన
609,schwach::A,начар,బలహీనమైన
610,fett::A,кӧй,క్రొవ్విన
611,schlank::A,веськыт,సన్నని
612,schlank::A,веськрес,సన్నని
613,hübsch::A,чебер,సాగప్తెన
614,hübsch::A,синмаськымон,సాగప్తెన
615,böse::A,лек,చెడ్డ
616,dumm::A,шузи,తెలివిలేని
617,dumm::A,визьтэм,తెలివిలేని
618,faul::A,азьтэм,సోమరియైన
619,fleißig::A,сюлмо,శ్రద్దగల
620,geizig::A,сук,పిసినారియైన
621,klug::A,визьмо,తెలివిగల
622,geschickt::A,усто,నిపుణతగల
623,geschickt::A,быгатӥсь,నిపుణతగల
624,lieb::A,мусо,ప్రియమైన
625,lustig::A,шулдыр,ఉల్లాసము గల
626,sanft::A,мусо,సాధువైన
627,sanft::A,эрке,సాధువైన
628,hungrig::A,сютэм,ఆకలిగొనిన
629,krank::A,висись,వ్యాధిగల
630,nackt::A,гольык,దిగంబరమైన
631,traurig::A,мӧзмыт,విచారముగల
632,lebendig::A,улэп,ప్రాణముతో నున్న
633,gut::A,ӟеч,మంచి
634,gut::A,умой,మంచి
635,schlecht::A,урод,చెడ్డ
636,schlecht::A,алама,చెడ్డ
637,richtig::A,шонер,సరియైన
638,schlimm::A,алама,అసహ్యమైన
639,wahr::A,зэмос,నిజమైన
640,alt::A,вуж,ముసలి
641,neu::A,выль,క్రొత్త
642,ehemalig::A,азьвылэз,పూర్వపు
643,alt[Lebewesen]::A,пересь,ముసలి
644,jung::A,егит,పసి
645,jung::A,пинал,పసి
646,arm::A,начар,బీద
647,arm::A,куанер,బీద
648,reich::A,узыр,ధనవంతుడైన
649,bekannt::A,тодмо,తెలిసిన
650,berühmt::A,дано,ప్రపిద్దికెక్కివ
651,fremd::A,ят,అన్యమైన
652,verschieden::A,пӧртэм,భేదమైన
653,nah::A,матысь,దగ్గఱనున్న
654,fern::A,кыдёкысь,దూరమందున్న
655,linker::A,паллян,ఎడమప్రక్కగ
656,rechter::A,бур,కుడి
657,rechter::A,бурпал,కుడి
658,anderer::A,мукет,వేఱ్తెన
659,erster::A,нырысетӥез,మొదటి
660,zweiter::A,кыктэтӥез,రెండన
661,dritter::A,кунньметӥез,మూడో
662,letzter::A,берло,కడపటి
663,letzter::A,берпум,కడపటి
664,allein::ADV,огназ,ఒంటిగా
665,auf einmal::ADV,огдыре,హరాత్తుగ
666,zusammen::ADV,ӵош,కలిసి
667,zusammen::ADV,валче,కలిసి
668,lange::ADV,кема,బహుకాలము
669,plötzlich::ADV,мапламтэ шорысь,హరాత్తుగ
670,sofort::ADV,али ик,తక్షణము
671,später::ADV,бергес,ఇటీవలి
672,später::ADV,берлогес,ఇటీవలి
673,jetzt::ADV,али,ఇప్పుడు
674,jetzt::ADV,табере,ఇప్పుడు
675,heute::ADV,туннэ,నేడు
676,morgen::ADV,ӵуказе,ఱేపు
677,bald::ADV,ӝоген,శీఘ్రముగ
678,dann::ADV,берло,అప్పుడు
679,gestern::ADV,толон,నిన్నటి దినము
680,einst::ADV,огпол,పూర్వమొకప్పుడు
681,einst::ADV,одӥг пол,పూర్వమొకప్పుడు
682,damals::ADV,соку,అప్పుడు
