,Concept_ID,kn,pt
85,Eis::N,ಮಂಜುಗಡ್ಡೆ,gelo
86,Frost::N,ಮಂಜು,gelo
87,Frost::N,ಮಂಜು,geada
88,Kälte::N,ಹಿಮ,frio
89,Hitze::N,ಉಷ್ಣ,ardor
90,Raureif::N,ಇಬ್ಬನಿ,geada
91,Regenbogen::N,ಇಂದ್ರಚಾಪ,arco-iris
92,Donner::N,ಗುಡುಗು,trovão
93,Strömung::N,ಪ್ರವಾಹ,corrente
94,Tropfen::N,ತೊಟ್ಟು,gota
95,Schaum::N,ನೊರೆ,espuma
96,Schmutz::N,ಕಸ,sujidade
97,Schmutz::N,ಕಸ,imundície
98,See::N,ಸರೋವರ,lago
99,Sumpf::N,ಜೌಗುಸ್ಥಳ,charco
100,Sumpf::N,ಜೌಗುಸ್ಥಳ,pântano
101,Moor::N,ಬಂಜರು ಭೂಮಿ,pântano
102,Wiese::N,ಹುಲ್ಲುಗಾವಲು,prado
103,Wald::N,ಕಾಡು,bosque
104,Wald::N,ಕಾಡು,floresta
105,Hügel::N,ಗುಡ್ಡೆ,colina
106,Anhöhe::N,ದಿಬ್ಬ,alto
107,Anhöhe::N,ದಿಬ್ಬ,outeiro
108,Berg::N,ಮಲೆ,monte
109,Berg::N,ಮಲೆ,montanha
110,Berg::N,ಪರ್ವತ,monte
111,Berg::N,ಪರ್ವತ,montanha
112,Gipfel::N,ಶೃಂಗ,pico
113,Höhle::N,ಗುಹೆ,caverna
114,Abhang::N,ಇಳಿಜಾರು,encosta
115,Quelle::N,ಮೂಲ,fonte
116,Bach::N,ತೊರೆ,regato
117,Bach::N,ತೊರೆ,ribeiro
118,Fluss::N,ನದಿ,rio
119,Ufer::N,ತೀರ,beira
120,Küste::N,ದಂಡೆ,costa
121,Festland::N,ಭೂಮಿ,terra firme
122,Meer::N,ಕಡಲು,mar
123,Bucht::N,ಖಾರಿ,baía
124,Insel::N,ದ್ವೀಪ,ilha
125,Blume::N,ಸುಮ,flor
126,Gras::N,ಹುಲ್ಲು,erva
127,Wurzel::N,ಬೇರು,raiz
128,Baum::N,ಮರ,árvore
129,Stamm::N,ಕಾಂಡ,tronco
130,Rinde::N,ತೂಗಟಿ,casca
131,Ast::N,ಶಾಖೆ,ramo
132,Zweig::N,ರೆಂಬೆ,galho
133,Blatt::N,ಎಲೆ,folha
134,Birke::N,ಬರ್ಚ್ ಮರ,bétula
135,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,pinheiro
136,Weide[Baum]::N,ವಿಲೋಮರ,salgueiro
137,Tanne::N,ಭದ್ರದಾರು,abeto
138,Horn::N,ಕೊಂಬು,corno
139,Horn::N,ಕೊಂಬು,chifre
140,Feder::N,ಪುಕ್ಕ,pena
141,Fell::N,ರೋಮ,pele
142,Flügel::N,ರೆಕ್ಕೆ,asa
143,Klaue::N,ಪಂಜ,pata
144,Kralle::N,ಉಗುರು,unha
145,Kralle::N,ಉಗುರು,garra
146,Schwanz::N,ಬಾಲ,rabo
147,Schwanz::N,ಬಾಲ,cauda
148,Ei::N,ಮೊಟ್ಟೆ,ovo
149,Nest::N,ಗೂಡು,ninho
150,Bau::N,ಅಡಗುದಾಣ,toca
151,Bau::N,ಅಡಗುದಾಣ,covil
152,Tier::N,ಪ್ರಾಣಿ,animal
153,Herde::N,ಗುಂಪು,rebanho
154,Kuh::N,ಹಸು,vaca
155,Bulle::N,ಗೂಳಿ,touro
156,Pferd::N,ಕುದುರೆ,cavalo
157,Schaf::N,ಕುರಿ,ovelha
158,Schwein::N,ಹಂದಿ,porco
159,Hund::N,ನಾಯಿ,cão
160,Katze::N,ಬೆಕ್ಕು,gata
161,Bär::N,ಕರಡಿ,urso
162,Eichhörnchen::N,ಉಡುತೆ,esquilo
163,Elch::N,ಕಡವೆ,alce
164,Fuchs::N,ನರಿ,raposa
165,Hase::N,ಮೊಲ,lebre
166,Maus::N,ಇಲಿ,rato
167,Wolf::N,ತೋಳ,lobo
168,Vogel::N,ಪಕ್ಷಿ,ave
169,Vogel::N,ಪಕ್ಷಿ,pássaro
170,Schwarm::N,ಗುಂಪು,bando
171,Schwarm::N,ಗುಂಪು,enxame
172,Huhn::N,ಚಿಕ್,galinha
173,Hahn::N,ಹುಂಜ,galo
174,Gans::N,ವರಟೆ,ganso
175,Adler::N,ಗರುಡ,águia
176,Ente::N,ಬಾತು,pata
177,Eule::N,ಗೂಬೆ,mocho
178,Eule::N,ಗೂಬೆ,coruja
179,Kranich::N,ಕೊಕ್ಕರ,grou
180,Krähe::N,ಕಾಗೆ,gralha
181,Kuckuck::N,ಕೋಗಿಲೆ,cuco
182,Schwan::N,ಹಂಸಪಕ್ಷಿ,cisne
183,Fisch::N,ಮೀನು,peixe
184,Barsch::N,ಪರ್ಚ್ ಮೀನು,perca
185,Hecht::N,ಪೈಕ್ ಮೀನು,lúcio
186,Schlange[Tier]::N,ಹಾವು,serpente
187,Wurm::N,ಹುಳು,verme
188,Spinne::N,ಊರ್ಣನಾಭ,aranha
189,Ameise::N,ಇರುವೆ,formiga
190,Laus::N,ಹೇನು,piolho
191,Mücke::N,ಸೊಳ್ಳೆ,mosquito
192,Fliege::N,ನೊಣ,mosca
193,Schmetterling::N,ಪತಂಗ,borboleta
194,Beere::N,ನಯವಣ್ಣು,bago
195,Apfel::N,ಸೇಬು,maçã
196,Pilz::N,ಅಣಬೆ,fungo
197,Pilz::N,ಅಣಬೆ,cogumelo
198,Zwiebel::N,ನೀರುಳ್ಳಿ,cebola
199,Saat::N,ಬಿತ್ತ,sementeira
200,Korn::N,ಬೀಜ,grão
201,Heu::N,ಕರಡ,feno
202,Schale::N,ಹೊಟ್ಟು,casca
203,Grube::N,ಗುಂಡಿ,cova
204,Grube::N,ಗುಂಡಿ,fossa
205,Falle::N,ಬೋನು,armadilha
206,Schlinge::N,ಉರುಲು,laço
207,Spur::N,ಜಾಡು,pista
208,Spur::N,ಜಾಡು,vestígio
209,Asche::N,ಬೂದಿ,cinza
210,Dreck::N,ಹೊಲಸು,sujidade
211,Eisen::N,ಕಬ್ಬಿಣ,ferro
212,Gold::N,ಚಿನ್ನ,ouro
213,Silber::N,ಬೆಳ್ಳಿ,prata
214,Kohle::N,ಕಲ್ಲಿದ್ದಲು,carvão
215,Glas::N,ಗಾಜು,vidro
216,Lehm::N,ಜೇಡಿಮಣ್ಣು,barro
217,Lehm::N,ಜೇಡಿಮಣ್ಣು,argila
218,Sand::N,ಮರಳು,areia
219,Mensch::N,ಪುರುಷ,homem
220,Mensch::N,ಪುರುಷ,pessoa
221,Mann::N,ಆಳು,homem
222,Frau::N,ಹೆಣ್ಣು,mulher
223,Kind::N,ಮಗು,filho
224,Kind::N,ಮಗು,criança
225,Junge::N,ಹುಡುಗ,rapaz
226,Junge::N,ಹುಡುಗ,menino
227,Mädchen::N,ಹುಡುಗಿ,menina
228,Mädchen::N,ಹುಡುಗಿ,rapariga
229,Familie::N,ಕುಟುಂಬ,família
230,Großvater::N,ಅಜ್ಜ,avô
231,Großmutter::N,ಅಮ್ಮ,avó
232,Eltern::N,ಹೆತ್ತವರು,pais
233,Vater::N,ತಂದೆ,pai
234,Mutter::N,ಅಮ್ಮ,mãe
235,Sohn::N,ಮಗ ,filho
236,Tochter::N,ಮಗಳು,filha
237,Bruder::N,ತಮ್ಮ,irmão
238,Schwester::N,ತಂಗಿ,irmã
239,Onkel::N,ಸೋದರಮಾವ,tio
240,Onkel::N,ದೊಡ್ಡಪ್ಪ,tio
241,Tante::N,ಚಿಕ್ಕಮ್ಮ,tia
242,Ehemann::N,ಗಂಡ,esposo
243,Ehefrau::N,ಹೆಂಡತಿ,esposa
244,Freude::N,ನಲಿವು,prazer
245,Freude::N,ನಲಿವು,alegria
246,Gelächter::N,ನಗೆ,risada
247,Gelächter::N,ನಗೆ,gargalhada
248,Glück::N,ಆನಂದ,felicidade
249,Kummer::N,ದುಃಖ,aflição
250,Kummer::N,ದುಃಖ,desgosto
251,Wunsch::N,ಬಯಕೆ,desejo
252,Lust::N,ಇಷ್ಟ,vontade
253,Geist::N,ಆತ್ಮ,mente
254,Geist::N,ಆತ್ಮ,espírito
255,Gedanke::N,ಯೋಚನೆ,ideia
256,Gedanke::N,ಯೋಚನೆ,pensamento
257,Gedächtnis::N,ಸ್ಮರಣೆ,memória
258,Verstand::N,ಮನಸ್ಸು,razão
259,Verstand::N,ಮನಸ್ಸು,inteligência
260,Sinn::N,ಅರ್ಥ,sentido
261,Sinn::N,ಅರ್ಥ,significado
262,Grund::N,ಕಾರಣ,causa
263,Grund::N,ಕಾರಣ,motivo
264,Wahrheit::N,ಸತ್ಯ,verdade
265,Gespräch::N,ಸಂಭಾಷಣೆ,conversa
266,Gespräch::N,ಸಂಭಾಷಣೆ,conversação
267,Märchen::N,ಸುಳ್ಳು ಕಥೆ,conto
268,Erzählung::N,ಕಥೆ,conto
269,Erzählung::N,ಕಥೆ,narrativa
270,Nachricht::N,ಸಂದೇಶ,mensagem
271,Neuigkeit::N,ಸುದ್ದಿ,notícia
272,Neuigkeit::N,ಸುದ್ದಿ,novidade
273,Name::N,ಹೆಸರು,nome
274,Rätsel::N,ಒಗಟು,adivinha
275,Rede::N,ಮಾತು,oração
276,Rede::N,ಮಾತು,discurso
277,Sprache::N,ಭಾಷೆ,língua
278,Stimme::N,ಧ್ವನಿ,voz
279,Wort::N,ಮಾತು,palavra
280,Zeichen::N,ಗುರುತು,marca
281,Ruf::N,ಕೂಗು,grito
282,Ruf::N,ಕೂಗು,chamada
283,Lärm::N,ಸದ್ದು,ruído
284,Lärm::N,ಸದ್ದು,barulho
285,Laut::N,ಶಬ್ದ,som
286,Ton::N,ನಾದ,tom
287,Lied::N,ಗಾನ,canção
288,Ruhe::N,ಶಾಂತಿ,calma
289,Ruhe::N,ಶಾಂತಿ,silêncio
290,Leute::N,ಮಂದಿ,gente
291,Leute::N,ಮಂದಿ,pessoas
292,Volk::N,ಜನಾಂಗ,povo
293,Volk::N,ಜನಾಂಗ,nação
294,Arbeit::N,ಕೆಲಸ,trabalho
295,Gast::N,ಅತಿಥಿ,hóspede
296,Gast::N,ಅತಿಥಿ,convidado
297,Geschenk::N,ಕಾಣಿಕೆ,prenda
298,Geschenk::N,ಕಾಣಿಕೆ,presente
299,Spiel::N,ಆಟ,jogo
300,Gesellschaft::N,ಸಂಗ,companhia
301,Hilfe::N,ಸಹಾಯ,ajuda
302,Hilfe::N,ಸಹಾಯ,socorro
303,Freund::N,ಸ್ನೇಹಿತ,amigo
304,Kamerad::N,ಜೊತೆಗಾರ,camarada
305,Angelegenheit::N,ವಿಚಾರ,assunto
306,Anzahl::N,ಎಣಿಕೆ,número
307,Anzahl::N,ಎಣಿಕೆ,quantidade
308,Art::N,ತರ,tipo
309,Art::N,ತರ,espécie
310,Stück::N,ತುಂಡು,pedaço
311,Teil::N,ಭಾಗ,peça
312,Teil::N,ಭಾಗ,parte
313,Hälfte::N,ಅರ್ಧ,metade
314,Kreis::N,ವೃತ್ತ,círculo
315,Kreuz::N,ಶಿಲುಬೆ,cruz
316,Linie::N,ರೀಖೆ,linha
317,Strich::N,ಗೀಟು,traço
318,Abstand::N,ಅಂತರ,distância
319,Entfernung::N,ದೂರ,distância
320,Gegend::N,ವಿಸ್ತೀರ್ಣ,área
321,Gegend::N,ವಿಸ್ತೀರ್ಣ,região
322,Platz::N,ಅಂತರ,lugar
323,Ort::N,ಸ್ಥಳ,sítio
324,Seite::N,ಪಕ್ಷ,lado
325,Mitte::N,ನಡು,meio
326,Gegenstand::N,ವಸ್ತು,objecto
327,Sache::N,ವಸ್ತು,coisa
328,Rand::N,ಅಂಚು,bordo
329,Rand::N,ಅಂಚು,margem
330,Kante::N,ಅಂಚು,borda
331,Kante::N,ಅಂಚು,aresta
332,Ecke::N,ಮೂಲೆ,esquina
333,Spitze::N,ತುದಿ,ponta
334,Ende::N,ಕೊನೆ,cabo
335,Ende::N,ಕೊನೆ,extremo
336,Loch::N,ತೂತು,furo
337,Loch::N,ತೂತು,buraco
338,Winkel::N,ಕೋನ,canto
339,Winkel::N,ಕೋನ,ângulo
340,Muster::N,ನಮೂನೆ,padrão
341,Muster::N,ನಮೂನೆ,desenho
342,Größe::N,ಪ್ರಮಾಣ,tamanho
343,Länge::N,ಉದ್ದ,comprimento
344,Höhe::N,ಎತ್ತರ,altura
345,Höhe::N,ಎತ್ತರ,altitude
346,Gewicht::N,ತೂಕ,peso
347,Menge::N,ಮೊತ್ತ,quantidade
348,Haufen::N,ರಾಶಿ,pilha
349,Reihe::N,ಸಾಲು,fila
350,Boot::N,ದೋಣಿ,barco
351,Ruder::N,ಹುಟ್ಟು,remo
352,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,trenó
353,Ski::N,ಜಾರುಪಟ್ಟಿ,esqui
354,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,fogueira
355,Last::N,ಹೊರೆ,carga
356,Gang::N,ತಿರುಗಾಟ,curso
357,Gang::N,ತಿರುಗಾಟ,caminhada
358,Schritt::N,ಹೆಜ್ಜೆ,passo
359,Norden::N,ಉತ್ತರ,norte
360,Süden::N,ದಕ್ಷಿಣ,sul
361,Westen::N,ಪಶ್ಚಿಮ,oeste
362,Westen::N,ಪಶ್ಚಿಮ,ocidente
363,Osten::N,ಮೂಡಲು,este
364,Osten::N,ಮೂಡಲು,leste
365,Osten::N,ಮೂಡಲು,oriente
366,Holz::N,ಚೌಬೀನೆ,madeira
367,Brett::N,ಹಲಗೆ,tábua
368,Brett::N,ಹಲಗೆ,prancha
369,Platte::N,ಹಲಗೆ,laje
370,Platte::N,ಹಲಗೆ,chapa
371,Stütze::N,ಆಸರೆ,apoio
372,Stütze::N,ಆಸರೆ,suporte
373,Stange::N,ಕಂಬ,vara
374,Stange::N,ಕಂಬ,barra
375,Stock::N,ಕೋಲು,pau
376,Stock::N,ಕೋಲು,bengala
377,Stab::N,ದೊಣ್ಣೆ,bastão
378,Rohr::N,ನಳಿಕೆ,cano
379,Haus::N,ಮನೆ,casa
380,Heim::N,ಗೃಹ,lar
381,Heim::N,ಗೃಹ,casa
382,Ofen::N,ಒಲೆ,estufa
383,Ofen::N,ಒಲೆ,aquecedor
384,Fußboden::N,ನೆಲ,piso
385,Tisch::N,ಮೇಜು,mesa
386,Stuhl::N,ಕುರ್ಚಿ,cadeira
387,Wiege::N,ತೊಟ್ಟಿಲು,berço
388,Bett::N,ಹಾಸಿಗೆ,cama
389,Regal::N,ಬೀರು,estante
390,Regal::N,ಬೀರು,prateleira
391,Kiste::N,ಪಟ್ಟಿಗೆ,caixa
392,Fenster::N,ಕಿಟಕಿ,janela
393,Tür::N,ಬಾಗಿಲು,porta
394,Tor::N,ಹೆಬ್ಬಾಗಿಲು,portão
395,Zaun::N,ಬೇಲಿ,cerca
396,Zaun::N,ಬೇಲಿ,vedação
397,Dach::N,ಮಾಳಿಗೆ,telhado
398,Leiter::N,ಏಣಿ,escada
399,Leiter::N,ಏಣಿ,escada móvel
400,Besen::N,ಪೊರಕೆ,vassoura
401,Spaten::N,ಗುದ್ದಲಿ,pá
402,Schaufel::N,ಸನಿಕೆ,pá
403,Gabel::N,ಕವಲು,garfo
404,Löffel::N,ಚಮಚ,colher
405,Messer::N,ಚಾಕು,faca
406,Nagel::N,ಆಣಿ,cravo
407,Netz::N,ಬಲೆ,rede
408,Haken::N,ಕೊಂಡಿ,gancho
409,Griff::N,ಹಿಡಿ,asa
410,Griff::N,ಹಿಡಿ,cabo
411,Schloss::N,ವೀಗ,fechadura
412,Bild::N,ಚಿತ್ರ,imagem
413,Figur::N,ಆಕಾರ,figura
414,Puppe::N,ಗೊಂಬೆ,boneca
415,Beutel::N,ಸಂಚಿ,saco
416,Beutel::N,ಸಂಚಿ,bolsa
417,Bündel::N,ಕಟ್ಟು,fardo
418,Tasche::N,ಚೀಲ,saco
419,Tasche::N,ಚೀಲ,bolso
420,Eimer::N,ಬಾನೆ,balde
421,Deckel::N,ಮುಚ್ಚಳ,tampa
422,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,louça
423,Sack::N,ಮೂಟೆ,saca
424,Tasse::N,ಬಟ್ಟಲು,chávena
425,Topf::N,ಮಡಕೆ,tacho
426,Topf::N,ಮಡಕೆ,panela
427,Kessel::N,ಕೆಟಲ್,caldeira
428,Essen::N,ಊಟ,refeição
429,Nahrung::N,ಆಹಾರ,comida
430,Nahrung::N,ಆಹಾರ,alimento
431,Speise::N,ಊಟ,prato
432,Fleisch::N,ಮಾಂಸ,carne
433,Getreide::N,ಧಾನ್ಯ,cereais
434,Brei::N,ಗಂಜಿ,puré
435,Brot::N,ರೊಟ್ಟಿ,pão
436,Scheibe::N,ಹೋಳು,fatia
437,Fett::N,ಕೊಬ್ಬು,banha
438,Fett::N,ಕೊಬ್ಬು,gordura
439,Butter::N,ಬೆಣ್ಣೆ,manteiga
440,Öl::N,ಎಣ್ಣೆ,azeite
441,Salz::N,ಉಪ್ಪು,sal
442,Suppe::N,ಎಸರು,sopa
443,Suppe::N,ಎಸರು,caldo
444,Honig::N,ಮಧು,mel
445,Milch::N,ಹಾಲು,leite
446,Tee::N,ಚಹ,chá
447,Leder::N,ಚಕ್ಕಳ,couro
448,Wolle::N,ಉಣ್ಣೆ,lã
449,Stoff::N,ಬಟ್ಟೆ,pano
450,Stoff::N,ಬಟ್ಟೆ,tecido
451,Nadel::N,ಸೂಜಿ,agulha
452,Faden::N,ದಾರ,fio
453,Knopf::N,ಗುಂಡು,botão
454,Knoten::N,ಗಂಟು,nó
455,Farbe::N,ಬಣ್ಣ,corante
456,Kleidung::N,ಅರಿವೆ,roupa
457,Kleidung::N,ಅರಿವೆ,vestuário
458,Hemd::N,ಅಂಗಿ,camisa
459,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,gola
460,Ärmel::N,ತೋಳು,manga
461,Hose::N,ಇಜಾರ,calça
462,Gürtel::N,ಬೆಲ್ಟು,cinto
463,Mütze::N,ಟೋಪಿ,boné
464,Mütze::N,ಟೋಪಿ,barrete
465,Schuh::N,ಪಾದರಕ್ಷೆ,sapato
466,Stiefel::N,ಬೂಟು,bota
467,Ring::N,ಉಂಗುರ,anel
468,Band::N,ರಿಬ್ಬನ್,fita
469,Band::N,ರಿಬ್ಬನ್,faixa
470,Kamm::N,ಹಣಿಗೆ,pente
471,Spiegel::N,ಕನ್ನಡಿ,espelho
472,Riemen::N,ಬಾರು,correia
473,Schnur::N,ಹುರಿ,corda
474,Schnur::N,ಹುರಿ,cordel
475,Leine::N,ಹಗ್ಗ,trela
476,Decke::N,ಕಂಬಳಿ,cobertor
477,Kissen::N,ದಿಂಬು,almofada
478,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,pano
479,Handtuch::N,ಚೌಕ,toalha
480,Kraft::N,ಬಲ,força
481,Stärke::N,ಶಕ್ತಿ,força
482,Gesundheit::N,ಆರೋಗ್ಯ,saúde
483,Krankheit::N,ರೋಗ,doença
484,Krankheit::N,ರೋಗ,enfermidade
485,Schmerz::N,ನೋವು,dor
486,Wunde::N,ಗಾಯ,chaga
487,Wunde::N,ಗಾಯ,ferida
488,Fieber::N,ಜ್ವರ,febre
489,Arznei::N,ಔಷಧ,remédio
490,Brücke::N,ಸೇತುವೆ,ponte
491,Brunnen::N,ಬಾವಿ,poço
492,Weide::N,ಗೋಮಾಳ,pastagem
493,Pfad::N,ದಾರಿ,senda
494,Pfad::N,ದಾರಿ,trilho
495,Weg::N,ಹಾದಿ,caminho
496,Straße::N,ರಸ್ತೆ,via
497,Straße::N,ರಸ್ತೆ,estrada
498,Dorf::N,ಹಳ್ಳಿ,aldeia
499,Stadt::N,ಪಟ್ಟಣ,cidade
500,Brief::N,ಕಾಗದ,carta
501,Buch::N,ಪುಸ್ತಕ,livro
502,Buchstabe::N,ಅಕ್ಷರ,letra
503,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,jornal
504,Leben::N,ಜೀವನ,vida
505,Tod::N,ಮರಣ,morte
506,Grab::N,ಗೋರಿ,túmulo
507,Grab::N,ಗೋರಿ,sepultura
508,Kirche::N,ಚರ್ಚು,igreja
509,Sünde::N,ಪಾಪ,pecado
510,Gott::N,ದೇವರು,deus
511,Arbeiter::N,ಕೆಲಸಗಾರ,operário
512,Arbeiter::N,ಕೆಲಸಗಾರ,trabalhador
513,Chef::N,ದಣಿ,chefe
514,Chef::N,ದಣಿ,patrão
515,Meister::N,ಶಿಕ್ಷಕ,mestre
516,Arzt::N,ವೈದ್ಯ,médico
517,Lehrer::N,ಉಪಾಧ್ಯಾಯ,professor
518,Geld::N,ಹಣ,dinheiro
519,Geschäft::N,ವಾಣಿಜ್ಯ,negócio
520,Laden::N,ಅಂಗಡಿ,loja
521,Preis::N,ಬೆಲೆ,preço
522,Ware::N,ಸರಕು,mercadoria
523,Nutzen::N,ಲಾಭ,proveito
524,Reichtum::N,ಸಂಪತ್ತು,riqueza
525,Welt::N,ಭೂಲೋಕ,mundo
526,Land::N,ದೇಶ,país
527,Staat::N,ರಾಜ್ಯ,Estado
528,König::N,ರಾಜ,rei
529,Macht::N,ಅಧಿಕಾರ,poder
530,Macht::N,ಅಧಿಕಾರ,potência
531,Grenze::N,ಗಡಿ,fronteira
532,Krieg::N,ಯುದ್ಧ,guerra
533,Feind::N,ಶತ್ರು,inimigo
534,Gewalt::N,ಹಿಂಸೆ,violência
535,Kampf::N,ಹೋರಾಟ,luta
536,Kampf::N,ಹೋರಾಟ,combate
537,Bogen[Waffe]::N,ಬಿಲ್ಲು,arco
538,Pfeil::N,ಅಂಬು,seta
539,Pfeil::N,ಅಂಬು,flecha
540,Gewehr::N,ಬಂದೂಕು,espingarda
541,Fehler::N,ತಪ್ಪು,erro
542,Fehler::N,ತಪ್ಪು,falha
543,Lüge::N,ಸುಳ್ಳು,mentira
544,Schaden::N,ಹಾನಿ,dano
545,Schaden::N,ಹಾನಿ,estrago
546,Unglück::N,ಅಪಾಯ,desgraça
547,Schuld::N,ದೋಷ,culpa
548,Alter::N,ಮುಪ್ಪು,idade
549,Schluss::N,ಮುಕ್ತಾಯ,fim
550,Zeit::N,ಕಾಲ,tempo
551,Tag::N,ದಿನ,dia
552,Morgen::N,ಮುಂಜಾನೆ,manhã
553,Mittag::N,ನಡುಹಗಲು,meio-dia
554,Abend::N,ಸಂಜೆ,noite
555,Abend::N,ಸಂಜೆ,tardinha
556,Nacht::N,ರಾತ್ರಿ,noite
557,Woche::N,ವಾರ,semana
558,Monat::N,ತಿಂಗಳು,mês
559,Jahr::N,ಸಂವತ್ಸರ,ano
560,Frühling::N,ವಸಂತ,primavera
561,Sommer::N,ಬಿಸಿಲುಕಾಲ,verão
562,Herbst::N,ಶರತ್ಕಾಲ,outono
563,Winter::N,ಚಳಿಗಾಲ,inverno
564,Januar::N,ನಾಲ್ಚಳಿ,Janeiro
565,Februar::N,ಅಯ್ಚಳಿ,Fevereiro
566,März::N,ಮೊಬ್ಬೇಸಿಗೆ,Março
567,April::N,ಇಬ್ಬೇಸಿಗೆ,Abril
568,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,Maio
569,Juni::N,ಮೊಮ್ಮಳೆ,Junho
570,Juli::N,ಇಮ್ಮಳೆ,Julho
571,August::N,ಮುಮ್ಮಳೆ,Agosto
572,September::N,ನಾಲ್ಮಳೆ,Setembro
573,Oktober::N,ಮೊಚ್ಚಳಿ,Outubro
574,November::N,ಇಚ್ಚಳಿ,Novembro
575,Dezember::N,ಮುಚ್ಚಳಿ,Dezembro
576,Montag::N,ಸೋಮುವಾರ,segunda-feira
577,Dienstag::N,ಮಂಗಳವಾರ,terça-feira
578,Mittwoch::N,ಬುಧವಾರ,quarta-feira
