,Concept_ID,kn,av
72,Feuer::N,ಬೆಂಕಿ,цӏа
73,Licht::N,ಬೆಳಕು,канлъи
74,Schatten::N,ನೆರಳು,рагӏад
75,Wetter::N,ಹವ,гьава-бакъ
76,Nebel::N,ಮಂಜು,гӏодобнакӏкӏ
77,Wolke::N,ಮೋಡ,накӏкӏ
78,Regen::N,ಮಳೆ,цӏад
79,Schnee::N,ಹಿಮ,гӏазу
80,Eis::N,ಮಂಜುಗಡ್ಡೆ,цӏер
81,Frost::N,ಮಂಜು,замгьари
82,Kälte::N,ಹಿಮ,квач
83,Hitze::N,ಉಷ್ಣ,багӏари
84,Raureif::N,ಇಬ್ಬನಿ,мартӏ
85,Regenbogen::N,ಇಂದ್ರಚಾಪ,нур
86,Regenbogen::N,ಇಂದ್ರಚಾಪ,чамбара
87,Donner::N,ಗುಡುಗು,гъугъай
88,Donner::N,ಗುಡುಗು,гъугъади
89,Strömung::N,ಪ್ರವಾಹ,чвахи
90,Tropfen::N,ತೊಟ್ಟು,резел
91,Tropfen::N,ತೊಟ್ಟು,тӏинкӏ
92,Tropfen::N,ತೊಟ್ಟು,къатӏра
93,Tropfen::N,ತೊಟ್ಟು,тӏенкӏел
94,Schaum::N,ನೊರೆ,полоп
95,Schmutz::N,ಕಸ,чороклъи
96,See::N,ಸರೋವರ,хӏор
97,Sumpf::N,ಜೌಗುಸ್ಥಳ,хьуцӏ
98,Moor::N,ಬಂಜರು ಭೂಮಿ,
99,Wiese::N,ಹುಲ್ಲುಗಾವಲು,мегъ
100,Wiese::N,ಹುಲ್ಲುಗಾವಲು,гӏурдаллъи
101,Wald::N,ಕಾಡು,рохь
102,Hügel::N,ಗುಡ್ಡೆ,гохӏ
103,Anhöhe::N,ದಿಬ್ಬ,сийитма
104,Berg::N,ಮಲೆ,мегӏер
105,Berg::N,ಪರ್ವತ,мегӏер
106,Gipfel::N,ಶೃಂಗ,тӏогь
107,Höhle::N,ಗುಹೆ,нохъо
108,Abhang::N,ಇಳಿಜಾರು,лабаллъи
109,Quelle::N,ಮೂಲ,ицц
110,Bach::N,ತೊರೆ,лъар
111,Fluss::N,ನದಿ,гӏор
112,Ufer::N,ತೀರ,рагӏал
113,Küste::N,ದಂಡೆ,рагӏал
114,Festland::N,ಭೂಮಿ,ракь
115,Festland::N,ಭೂಮಿ,ракъдаллъи
116,Meer::N,ಕಡಲು,ралъад
117,Bucht::N,ಖಾರಿ,кӏветӏ
118,Insel::N,ದ್ವೀಪ,чӏинкӏиллъи
119,Blume::N,ಸುಮ,тӏегь
120,Gras::N,ಹುಲ್ಲು,хер
121,Wurzel::N,ಬೇರು,кьибил
122,Baum::N,ಮರ,гъветӏ
123,Stamm::N,ಕಾಂಡ,рохти
124,Rinde::N,ತೂಗಟಿ,макъар
125,Ast::N,ಶಾಖೆ,ноцӏ
126,Zweig::N,ರೆಂಬೆ,гӏаркьел
127,Blatt::N,ಎಲೆ,тӏамах
128,Birke::N,ಬರ್ಚ್ ಮರ,мах
129,Birke::N,ಬರ್ಚ್ ಮರ,махигъветӏ
130,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,накӏкӏигъветӏ
131,Weide[Baum]::N,ವಿಲೋಮರ,рицӏцӏ
132,Weide[Baum]::N,ವಿಲೋಮರ,рицӏцӏигъветӏ
133,Tanne::N,ಭದ್ರದಾರು,ёлка
134,Horn::N,ಕೊಂಬು,лълъар
135,Feder::N,ಪುಕ್ಕ,хӏули
136,Fell::N,ರೋಮ,тӏом
137,Fell::N,ರೋಮ,цӏоко
138,Flügel::N,ರೆಕ್ಕೆ,кваркьи
139,Klaue::N,ಪಂಜ,галъ
140,Kralle::N,ಉಗುರು,квачӏ
141,Kralle::N,ಉಗುರು,катиквачӏ
142,Schwanz::N,ಬಾಲ,рачӏ
143,Ei::N,ಮೊಟ್ಟೆ,хоно
144,Nest::N,ಗೂಡು,бусен
145,Bau::N,ಅಡಗುದಾಣ,каратӏ
146,Tier::N,ಪ್ರಾಣಿ,хӏайван
147,Herde::N,ಗುಂಪು,рехъен
148,Herde::N,ಗುಂಪು,рехъед
149,Kuh::N,ಹಸು,гӏака
150,Bulle::N,ಗೂಳಿ,оц
151,Pferd::N,ಕುದುರೆ,чу
152,Schaf::N,ಕುರಿ,чахъу
153,Schwein::N,ಹಂದಿ,болъон
154,Hund::N,ನಾಯಿ,гьой
155,Katze::N,ಬೆಕ್ಕು,кету
156,Bär::N,ಕರಡಿ,ци
157,Eichhörnchen::N,ಉಡುತೆ,гвангва
158,Elch::N,ಕಡವೆ,
159,Fuchs::N,ನರಿ,цер
160,Hase::N,ಮೊಲ,гӏанкӏ
161,Maus::N,ಇಲಿ,гӏункӏкӏ
162,Wolf::N,ತೋಳ,бацӏ
163,Vogel::N,ಪಕ್ಷಿ,хӏинчӏ
164,Schwarm::N,ಗುಂಪು,тӏел
165,Huhn::N,ಚಿಕ್,гӏанкӏу
166,Hahn::N,ಹುಂಜ,хӏелеко
167,Gans::N,ವರಟೆ,хъаз
168,Adler::N,ಗರುಡ,цӏум
169,Ente::N,ಬಾತು,ордек
170,Eule::N,ಗೂಬೆ,беццаруз
171,Kranich::N,ಕೊಕ್ಕರ,къункъра
172,Krähe::N,ಕಾಗೆ,гъеду
173,Kuckuck::N,ಕೋಗಿಲೆ,гагу
174,Schwan::N,ಹಂಸಪಕ್ಷಿ,хӏанкъва
175,Fisch::N,ಮೀನು,ччугӏа
176,Barsch::N,ಪರ್ಚ್ ಮೀನು,окунь
177,Hecht::N,ಪೈಕ್ ಮೀನು,щука
178,Schlange[Tier]::N,ಹಾವು,борохь
179,Wurm::N,ಹುಳು,хӏапара
180,Spinne::N,ಊರ್ಣನಾಭ,хъанхъра
181,Ameise::N,ಇರುವೆ,цӏунцӏра
182,Laus::N,ಹೇನು,нацӏ
183,Mücke::N,ಸೊಳ್ಳೆ,кӏкӏара
184,Fliege::N,ನೊಣ,тӏутӏ
185,Schmetterling::N,ಪತಂಗ,кӏалкӏучӏ
186,Beere::N,ನಯವಣ್ಣು,
187,Apfel::N,ಸೇಬು,гӏеч
188,Pilz::N,ಅಣಬೆ,гӏурдахӏан
189,Zwiebel::N,ನೀರುಳ್ಳಿ,кӏочӏопер
190,Saat::N,ಬಿತ್ತ,хьон
191,Korn::N,ಬೀಜ,мугь
192,Heu::N,ಕರಡ,хер
193,Schale::N,ಹೊಟ್ಟು,хъал
194,Grube::N,ಗುಂಡಿ,гвенд
195,Falle::N,ಬೋನು,къор
196,Falle::N,ಬೋನು,къотен
197,Schlinge::N,ಉರುಲು,кӏичӏ
198,Spur::N,ಜಾಡು,лъалкӏ
199,Asche::N,ಬೂದಿ,рахъу
200,Dreck::N,ಹೊಲಸು,гъиз
201,Dreck::N,ಹೊಲಸು,хӏарщ
202,Eisen::N,ಕಬ್ಬಿಣ,махх
203,Gold::N,ಚಿನ್ನ,месед
204,Silber::N,ಬೆಳ್ಳಿ,гӏарац
205,Kohle::N,ಕಲ್ಲಿದ್ದಲು,тӏурччи
206,Glas::N,ಗಾಜು,цӏер
207,Lehm::N,ಜೇಡಿಮಣ್ಣು,хӏатӏ
208,Sand::N,ಮರಳು,сали
209,Mensch::N,ಪುರುಷ,чи
210,Mann::N,ಆಳು,бихьинчи
211,Frau::N,ಹೆಣ್ಣು,гӏадан
212,Kind::N,ಮಗು,лъимер
213,Junge::N,ಹುಡುಗ,вас
214,Mädchen::N,ಹುಡುಗಿ,яс
215,Familie::N,ಕುಟುಂಬ,хъизан
216,Großvater::N,ಅಜ್ಜ,кӏудада
217,Großmutter::N,ಅಮ್ಮ,кӏодо
218,Eltern::N,ಹೆತ್ತವರು,эбел-эмен
219,Vater::N,ತಂದೆ,эмен
220,Mutter::N,ಅಮ್ಮ,эбел
221,Sohn::N,ಮಗ ,вас
222,Tochter::N,ಮಗಳು,яс
223,Bruder::N,ತಮ್ಮ,вац
224,Schwester::N,ತಂಗಿ,яц
225,Onkel::N,ಸೋದರಮಾವ,даци
226,Onkel::N,ದೊಡ್ಡಪ್ಪ,даци
227,Tante::N,ಚಿಕ್ಕಮ್ಮ,ада
228,Ehemann::N,ಗಂಡ,рос
229,Ehefrau::N,ಹೆಂಡತಿ,чӏужу
230,Freude::N,ನಲಿವು,ракӏбохи
231,Gelächter::N,ನಗೆ,релъи
232,Glück::N,ಆನಂದ,талихӏ
233,Glück::N,ಆನಂದ,талихӏ-рохел
234,Kummer::N,ದುಃಖ,хӏалкъай
235,Wunsch::N,ಬಯಕೆ,къасд
236,Lust::N,ಇಷ್ಟ,гъира
237,Geist::N,ಆತ್ಮ,чӏанкӏ
238,Geist::N,ಆತ್ಮ,рухӏ-жан
239,Gedanke::N,ಯೋಚನೆ,пикру
240,Gedächtnis::N,ಸ್ಮರಣೆ,
241,Verstand::N,ಮನಸ್ಸು,лумалъи
242,Verstand::N,ಮನಸ್ಸು,цӏодорлъи
243,Sinn::N,ಅರ್ಥ,магӏна
244,Grund::N,ಕಾರಣ,багьана
245,Wahrheit::N,ಸತ್ಯ,ритӏухълъи
246,Gespräch::N,ಸಂಭಾಷಣೆ,накъит
247,Märchen::N,ಸುಳ್ಳು ಕಥೆ,маргьа
248,Erzählung::N,ಕಥೆ,къиса
249,Nachricht::N,ಸಂದೇಶ,хабар
250,Neuigkeit::N,ಸುದ್ದಿ,хабар-гӏазаб
251,Name::N,ಹೆಸರು,цӏар
252,Rätsel::N,ಒಗಟು,бицанкӏо
253,Rede::N,ಮಾತು,речь
254,Rede::N,ಮಾತು,калам
255,Sprache::N,ಭಾಷೆ,мацӏ
256,Stimme::N,ಧ್ವನಿ,гьаракь
257,Wort::N,ಮಾತು,рагӏи
258,Zeichen::N,ಗುರುತು,ишара
259,Zeichen::N,ಗುರುತು,гӏаламат
260,Ruf::N,ಕೂಗು,ахӏи
261,Lärm::N,ಸದ್ದು,хъуй
262,Lärm::N,ಸದ್ದು,хъуди
263,Laut::N,ಶಬ್ದ,гьаракь
264,Laut::N,ಶಬ್ದ,сас
265,Ton::N,ನಾದ,
266,Lied::N,ಗಾನ,кечӏ
267,Ruhe::N,ಶಾಂತಿ,рахӏат
268,Leute::N,ಮಂದಿ,гӏадамал
269,Volk::N,ಜನಾಂಗ,халкъ
270,Arbeit::N,ಕೆಲಸ,хӏалтӏи
271,Gast::N,ಅತಿಥಿ,гьобол
272,Geschenk::N,ಕಾಣಿಕೆ,сайигъат
273,Spiel::N,ಆಟ,хӏай
274,Spiel::N,ಆಟ,расанди
275,Gesellschaft::N,ಸಂಗ,жамагӏат
276,Hilfe::N,ಸಹಾಯ,кумек
277,Freund::N,ಸ್ನೇಹಿತ,гьудул
278,Kamerad::N,ಜೊತೆಗಾರ,гьалмагъ
279,Angelegenheit::N,ವಿಚಾರ,къваригӏел
280,Anzahl::N,ಎಣಿಕೆ,рикӏкӏен
281,Art::N,ತರ,жинс
282,Stück::N,ತುಂಡು,кесек
283,Teil::N,ಭಾಗ,пай
284,Hälfte::N,ಅರ್ಧ,бащдаб
285,Kreis::N,ವೃತ್ತ,гор
286,Kreuz::N,ಶಿಲುಬೆ,хъанч
287,Linie::N,ರೀಖೆ,мухъ
288,Strich::N,ಗೀಟು,хӏучч
289,Abstand::N,ಅಂತರ,манзил
290,Entfernung::N,ದೂರ,манзил
291,Gegend::N,ವಿಸ್ತೀರ್ಣ,рахъ
292,Platz::N,ಅಂತರ,бакӏ
293,Ort::N,ಸ್ಥಳ,бакӏ
294,Seite::N,ಪಕ್ಷ,рахъ
295,Mitte::N,ನಡು,бакьулъбакӏ
296,Gegenstand::N,ವಸ್ತು,жо
297,Sache::N,ವಸ್ತು,жо
298,Rand::N,ಅಂಚು,мицӏир
299,Kante::N,ಅಂಚು,рагӏал
300,Kante::N,ಅಂಚು,рагӏа-ракьан
301,Ecke::N,ಮೂಲೆ,цили
302,Spitze::N,ತುದಿ,тӏогь
303,Ende::N,ಕೊನೆ,кӏал
304,Loch::N,ತೂತು,каратӏ
305,Winkel::N,ಕೋನ,
306,Muster::N,ನಮೂನೆ,накъиш
307,Größe::N,ಪ್ರಮಾಣ,кӏодо́лъи
308,Länge::N,ಉದ್ದ,халалъи
309,Höhe::N,ಎತ್ತರ,борхалъи
310,Gewicht::N,ತೂಕ,бакӏлъи
311,Menge::N,ಮೊತ್ತ,
312,Haufen::N,ರಾಶಿ,гъуни
313,Reihe::N,ಸಾಲು,ирга́
314,Boot::N,ದೋಣಿ,раса
315,Ruder::N,ಹುಟ್ಟು,раххан
316,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,чанагъ
317,Ski::N,ಜಾರುಪಟ್ಟಿ,лыжаби
318,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,цӏа
319,Last::N,ಹೊರೆ,бакӏлъи
320,Gang::N,ತಿರುಗಾಟ,хьвади
321,Gang::N,ತಿರುಗಾಟ,хьвада-чӏвади
322,Schritt::N,ಹೆಜ್ಜೆ,гали
323,Norden::N,ಉತ್ತರ,шимал
324,Süden::N,ದಕ್ಷಿಣ,юг
325,Süden::N,ದಕ್ಷಿಣ,къибла
326,Westen::N,ಪಶ್ಚಿಮ,гъарб
327,Westen::N,ಪಶ್ಚಿಮ,магъриб
328,Osten::N,ಮೂಡಲು,шаркъ
329,Osten::N,ಮೂಡಲು,машрикъ
330,Holz::N,ಚೌಬೀನೆ,цӏул
331,Brett::N,ಹಲಗೆ,хъарщи
332,Platte::N,ಹಲಗೆ,къоно
333,Stütze::N,ಆಸರೆ,
334,Stange::N,ಕಂಬ,гӏер
335,Stock::N,ಕೋಲು,тӏил
336,Stab::N,ದೊಣ್ಣೆ,гӏер
337,Rohr::N,ನಳಿಕೆ,турба
338,Haus::N,ಮನೆ,ригь
339,Haus::N,ಮನೆ,рукъзал
340,Heim::N,ಗೃಹ,рукъ
341,Ofen::N,ಒಲೆ,печь
342,Fußboden::N,ನೆಲ,чӏабар
343,Tisch::N,ಮೇಜು,стол
344,Stuhl::N,ಕುರ್ಚಿ,бакӏу
345,Wiege::N,ತೊಟ್ಟಿಲು,кини
346,Bett::N,ಹಾಸಿಗೆ,кровать
347,Regal::N,ಬೀರು,хъарщи
348,Kiste::N,ಪಟ್ಟಿಗೆ,ящик
349,Kiste::N,ಪಟ್ಟಿಗೆ,тӏалагъуд
350,Fenster::N,ಕಿಟಕಿ,гордо
351,Tür::N,ಬಾಗಿಲು,нуцӏа
352,Tor::N,ಹೆಬ್ಬಾಗಿಲು,каву
353,Zaun::N,ಬೇಲಿ,раци
354,Dach::N,ಮಾಳಿಗೆ,тӏох
355,Leiter::N,ಏಣಿ,мали
356,Besen::N,ಪೊರಕೆ,жул
357,Spaten::N,ಗುದ್ದಲಿ,бел
358,Schaufel::N,ಸನಿಕೆ,раххан
359,Gabel::N,ಕವಲು,гӏучӏ
360,Löffel::N,ಚಮಚ,гъуд
361,Messer::N,ಚಾಕು,нус
362,Nagel::N,ಆಣಿ,магӏ
363,Netz::N,ಬಲೆ,гьин
364,Haken::N,ಕೊಂಡಿ,гъанцӏа
365,Griff::N,ಹಿಡಿ,гӏоркь
366,Schloss::N,ವೀಗ,кӏулал
367,Bild::N,ಚಿತ್ರ,сурат
368,Figur::N,ಆಕಾರ,
369,Puppe::N,ಗೊಂಬೆ,нани
370,Beutel::N,ಸಂಚಿ,таргьа
371,Bündel::N,ಕಟ್ಟು,къай
372,Tasche::N,ಚೀಲ,сумка
373,Tasche::N,ಚೀಲ,къвачӏа
374,Eimer::N,ಬಾನೆ,ведро
375,Deckel::N,ಮುಚ್ಚಳ,тӏалъел
376,Deckel::N,ಮುಚ್ಚಳ,дадитӏалъел
377,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,цӏарагӏ
378,Sack::N,ಮೂಟೆ,хъап
379,Sack::N,ಮೂಟೆ,къандалъо
380,Tasse::N,ಬಟ್ಟಲು,чашка
381,Topf::N,ಮಡಕೆ,хьаг
382,Kessel::N,ಕೆಟಲ್,хьаг
383,Kessel::N,ಕೆಟಲ್,гереги
384,Essen::N,ಊಟ,тӏагӏам
385,Nahrung::N,ಆಹಾರ,квен
386,Speise::N,ಊಟ,квен
387,Fleisch::N,ಮಾಂಸ,гьан
388,Getreide::N,ಧಾನ್ಯ,бугӏа-ролъ
389,Getreide::N,ಧಾನ್ಯ,могьолабл_культураби
390,Brei::N,ಗಂಜಿ,карщ
391,Brot::N,ರೊಟ್ಟಿ,чед
392,Scheibe::N,ಹೋಳು,мочӏу
393,Fett::N,ಕೊಬ್ಬು,беэнлъи
394,Butter::N,ಬೆಣ್ಣೆ,нах
395,Öl::N,ಎಣ್ಣೆ,нах
396,Salz::N,ಉಪ್ಪು,цӏам
397,Suppe::N,ಎಸರು,чурпа
398,Honig::N,ಮಧು,гьоцӏо
399,Milch::N,ಹಾಲು,рахь
400,Tee::N,ಚಹ,чай
401,Leder::N,ಚಕ್ಕಳ,тӏом
402,Wolle::N,ಉಣ್ಣೆ,квас
403,Stoff::N,ಬಟ್ಟೆ,ххам
404,Nadel::N,ಸೂಜಿ,рокӏкӏен
405,Faden::N,ದಾರ,кун
406,Knopf::N,ಗುಂಡು,маргъал
407,Knoten::N,ಗಂಟು,гарацӏ
408,Farbe::N,ಬಣ್ಣ,релъен
409,Kleidung::N,ಅರಿವೆ,ретӏел
410,Hemd::N,ಅಂಗಿ,гурде
411,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,габур
412,Ärmel::N,ತೋಳು,къвал
413,Hose::N,ಇಜಾರ,тӏажу
414,Gürtel::N,ಬೆಲ್ಟು,рачел
415,Mütze::N,ಟೋಪಿ,тӏагъур
416,Schuh::N,ಪಾದರಕ್ಷೆ,
417,Stiefel::N,ಬೂಟು,этек
418,Stiefel::N,ಬೂಟು,чакма
419,Ring::N,ಉಂಗುರ,баргъич
420,Band::N,ರಿಬ್ಬನ್,лента
421,Kamm::N,ಹಣಿಗೆ,гьоркьо
422,Spiegel::N,ಕನ್ನಡಿ,матӏу
423,Riemen::N,ಬಾರು,рижу
424,Schnur::N,ಹುರಿ,
425,Leine::N,ಹಗ್ಗ,
426,Decke::N,ಕಂಬಳಿ,одея́ло
427,Kissen::N,ದಿಂಬು,къандалъо
428,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,квархьи
429,Handtuch::N,ಚೌಕ,беркӏалрацӏцӏ
430,Kraft::N,ಬಲ,гуч
431,Kraft::N,ಬಲ,къуват
432,Stärke::N,ಶಕ್ತಿ,хӏалкӏвей
433,Gesundheit::N,ಆರೋಗ್ಯ,сахлъи́
434,Krankheit::N,ರೋಗ,унти
435,Krankheit::N,ರೋಗ,щокълъи
436,Schmerz::N,ನೋವು,унти
437,Wunde::N,ಗಾಯ,ругъун
438,Fieber::N,ಜ್ವರ,цӏа-кан
439,Arznei::N,ಔಷಧ,дару
440,Brücke::N,ಸೇತುವೆ,кьо
441,Brunnen::N,ಬಾವಿ,гъуй
442,Weide::N,ಗೋಮಾಳ,рицӏцӏ
443,Weide::N,ಗೋಮಾಳ,лъичӏирма
444,Weide::N,ಗೋಮಾಳ,гӏурдаллъи
445,Weide::N,ಗೋಮಾಳ,ри́цӏигъветӏ
446,Weide::N,ಗೋಮಾಳ,рицӏцӏигъветӏ
447,Pfad::N,ದಾರಿ,сухъмахъ
448,Weg::N,ಹಾದಿ,нух
449,Straße::N,ರಸ್ತೆ,нух
450,Dorf::N,ಹಳ್ಳಿ,росу
451,Stadt::N,ಪಟ್ಟಣ,шагьар
452,Brief::N,ಕಾಗದ,кагъат
453,Brief::N,ಕಾಗದ,рисалат
454,Buch::N,ಪುಸ್ತಕ,тӏехь
455,Buchstabe::N,ಅಕ್ಷರ,хӏарп
456,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,газет
457,Leben::N,ಜೀವನ,яшав
458,Tod::N,ಮರಣ,хвел
459,Grab::N,ಗೋರಿ,хоб
460,Kirche::N,ಚರ್ಚು,килиса
461,Sünde::N,ಪಾಪ,хӏакъ
462,Sünde::N,ಪಾಪ,мунагь
463,Gott::N,ದೇವರು,бичас
464,Gott::N,ದೇವರು,аллагь
465,Arbeiter::N,ಕೆಲಸಗಾರ,хӏалтӏухъан
466,Chef::N,ದಣಿ,хӏаким
467,Chef::N,ದಣಿ,начальник
468,Meister::N,ಶಿಕ್ಷಕ,устар
469,Meister::N,ಶಿಕ್ಷಕ,мастер
470,Meister::N,ಶಿಕ್ಷಕ,махщалилав
471,Arzt::N,ವೈದ್ಯ,жайрахӏ
472,Lehrer::N,ಉಪಾಧ್ಯಾಯ,мугӏалим
473,Geld::N,ಹಣ,гӏарац
474,Geschäft::N,ವಾಣಿಜ್ಯ,
475,Laden::N,ಅಂಗಡಿ,тукен
476,Preis::N,ಬೆಲೆ,багьа
477,Ware::N,ಸರಕು,къайи
478,Nutzen::N,ಲಾಭ,мунпагӏат
479,Reichtum::N,ಸಂಪತ್ತು,бечелъи
480,Welt::N,ಭೂಲೋಕ,дуниял
481,Land::N,ದೇಶ,улка
482,Land::N,ದೇಶ,икълим
483,Staat::N,ರಾಜ್ಯ,пачалихъ
484,König::N,ರಾಜ,пача
485,König::N,ರಾಜ,малик
486,König::N,ರಾಜ,къирал
487,König::N,ರಾಜ,падишагь
488,Macht::N,ಅಧಿಕಾರ,кверщел
489,Grenze::N,ಗಡಿ,гӏорхъи
490,Krieg::N,ಯುದ್ಧ,рагъ
491,Feind::N,ಶತ್ರು,тушман
492,Gewalt::N,ಹಿಂಸೆ,зулму
493,Kampf::N,ಹೋರಾಟ,къеркьей
494,Bogen[Waffe]::N,ಬಿಲ್ಲು,газаргъо
495,Pfeil::N,ಅಂಬು,чӏор
496,Gewehr::N,ಬಂದೂಕು,туманкӏ
497,Fehler::N,ತಪ್ಪು,гъалатӏ
498,Lüge::N,ಸುಳ್ಳು,гьереси
499,Schaden::N,ಹಾನಿ,зиян
500,Schaden::N,ಹಾನಿ,зарал
501,Unglück::N,ಅಪಾಯ,балагь
502,Schuld::N,ದೋಷ,гӏайиб
503,Alter::N,ಮುಪ್ಪು,гӏумру
504,Schluss::N,ಮುಕ್ತಾಯ,ахир
505,Zeit::N,ಕಾಲ,заман
506,Tag::N,ದಿನ,къо
507,Morgen::N,ಮುಂಜಾನೆ,радалмех
508,Mittag::N,ನಡುಹಗಲು,къадемех
509,Abend::N,ಸಂಜೆ,релъедамех
510,Nacht::N,ರಾತ್ರಿ,сордо
511,Woche::N,ವಾರ,анкь
512,Monat::N,ತಿಂಗಳು,моцӏ
513,Jahr::N,ಸಂವತ್ಸರ,сон
514,Jahr::N,ಸಂವತ್ಸರ,лъагӏел
515,Frühling::N,ವಸಂತ,их
516,Sommer::N,ಬಿಸಿಲುಕಾಲ,рии
517,Herbst::N,ಶರತ್ಕಾಲ,хасалихълъи
518,Winter::N,ಚಳಿಗಾಲ,кьин
519,Januar::N,ನಾಲ್ಚಳಿ,январь
520,Februar::N,ಅಯ್ಚಳಿ,февра́ль
521,März::N,ಮೊಬ್ಬೇಸಿಗೆ,март
522,April::N,ಇಬ್ಬೇಸಿಗೆ,апрель
523,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,май
524,Juni::N,ಮೊಮ್ಮಳೆ,июнь
525,Juli::N,ಇಮ್ಮಳೆ,июль
526,August::N,ಮುಮ್ಮಳೆ,август
527,September::N,ನಾಲ್ಮಳೆ,сентябрь
528,Oktober::N,ಮೊಚ್ಚಳಿ,октябрь
529,November::N,ಇಚ್ಚಳಿ,ноябрь
530,Dezember::N,ಮುಚ್ಚಳಿ,декабрь
531,Montag::N,ಸೋಮುವಾರ,итни
532,Dienstag::N,ಮಂಗಳವಾರ,талат
533,Mittwoch::N,ಬುಧವಾರ,арбагӏ
534,Donnerstag::N,ಗುರುವಾರ,хамиз
535,Freitag::N,ಶುಕ್ರವಾರ,рузман
536,Samstag::N,ಶನಿವಾರ,щамат
537,Sonntag::N,ಭಾನುವಾರ,гьатӏан
538,groß::A,ದೊಡ್ಡ,кӏудияб
539,klein::A,ಪುಟ್ಟ,гьитӏинаб
540,lang::A,ದೀರ್ಘ,халатаб
541,kurz::A,ಚಕ್ಕ,къокъаб
542,breit::A,ಅಗಲವಾದ,гӏебаб
