,Concept_ID,ar,fa
313,Spiel::N,لعب,بازی
314,Gesellschaft::N,صحبة,جمعیت
315,Hilfe::N,عون,کمک
316,Hilfe::N,مساعدة,کمک
317,Freund::N,صديق,دوست
318,Kamerad::N,زميل,رفیق
319,Angelegenheit::N,أمر,امر
320,Angelegenheit::N,أمر,قضیه
321,Angelegenheit::N,شأن,امر
322,Angelegenheit::N,شأن,قضیه
323,Anzahl::N,عدد,عده
324,Anzahl::N,عدد,شمار
325,Art::N,نوع,نوع
326,Stück::N,قطعة,تکه
327,Stück::N,قطعة,قطعه
328,Teil::N,قسم,بخش
329,Teil::N,قسم,قسمت
330,Hälfte::N,نصف,نیم
331,Kreis::N,دائرة,حلقه
332,Kreis::N,دائرة,دایره
333,Kreuz::N,صليب,صلیب
334,Linie::N,خط,خط
335,Linie::N,خط,سطر
336,Strich::N,شرطة,خط
337,Abstand::N,مسافة,فاصله
338,Entfernung::N,بعد,مسافت
339,Gegend::N,ناحية,منطقه
340,Platz::N,فراغ,گنجایش
341,Ort::N,مكان,جا
342,Ort::N,مكان,محل
343,Ort::N,مكان,مکان
344,Seite::N,جانب,طرف
345,Mitte::N,وسط,وسط
346,Mitte::N,وسط,میان
347,Gegenstand::N,موضوع,چیز
348,Sache::N,شيء,چیز
349,Rand::N,حافة,کنار
350,Rand::N,حافة,حاشیه
351,Kante::N,حافة,لبه
352,Ecke::N,ركن,گوشه
353,Spitze::N,سن,سر
354,Spitze::N,سن,نوک
355,Ende::N,طرف,ته
356,Ende::N,طرف,آخر
357,Loch::N,ثقب,سوراخ
358,Winkel::N,زاوية,کنج
359,Muster::N,عينة,نقش
360,Größe::N,حجم,قد
361,Größe::N,حجم,بزرگی
362,Länge::N,طول,طول
363,Höhe::N,علو,بلندی
364,Höhe::N,ارتفاع,بلندی
365,Gewicht::N,وزن,وزن
366,Menge::N,كمية,مقدار
367,Menge::N,كمية,اندازه
368,Haufen::N,كوم,توده
369,Reihe::N,صف,ردیف
370,Boot::N,قارب,قایق
371,Boot::N,زورق,قایق
372,Ruder::N,مجذاف,پارو
373,Schlitten::N,مزلقة,سورتمه
374,Ski::N,زلاجة,اسکی
375,Lagerfeuer::N,نار المخيم,آتش
376,Last::N,حمل,بار
377,Last::N,حمل,سنگینی
378,Gang::N,مشية,راه رفتن
379,Schritt::N,خطوة,قدم
380,Norden::N,شمال,شمال
381,Süden::N,جنوب,جنوب
382,Westen::N,غرب,غرب
383,Osten::N,شرق,شرق
384,Holz::N,خشب,چوب
385,Brett::N,لوح,تخته
386,Platte::N,صفيحة,صفحه
387,Stütze::N,سند,تکیه
388,Stütze::N,دعامة,تکیه
389,Stange::N,عود,میله
390,Stock::N,عصا,چوب
391,Stab::N,قضيب,عصا
392,Rohr::N,أنبوبة,لوله
393,Haus::N,دار,منزل
394,Haus::N,بيت,منزل
395,Heim::N,بيت,خانه
396,Heim::N,بيت,کاشانه
397,Heim::N,مسكن,خانه
398,Heim::N,مسكن,کاشانه
399,Ofen::N,مدفأة,بخاری
400,Fußboden::N,أرضية,کف اتاق
401,Tisch::N,مائدة,میز
402,Stuhl::N,كرسي,صندلی
403,Wiege::N,مهد,گهواره
404,Bett::N,سرير,تختخواب
405,Regal::N,رف,قفسه
406,Kiste::N,صندوق,صندوق
407,Fenster::N,شباك,پنجره
408,Fenster::N,نافذة,پنجره
409,Tür::N,باب,در
410,Tür::N,باب,درب
411,Tor::N,بوابة,دروازه
412,Zaun::N,سياج,حصار
413,Dach::N,سطح,بام
414,Leiter::N,سلم,نردبان
415,Besen::N,مكنسة,جارو
416,Spaten::N,مسحاة,بیل
417,Schaufel::N,مجرفة,بیل
418,Schaufel::N,مجرفة,پارو
419,Gabel::N,شوكة,چنگال
420,Löffel::N,ملعقة,قاشق
421,Messer::N,سكين,کارد
422,Nagel::N,مسمار,میخ
423,Netz::N,شبكة,تور
424,Netz::N,شبكة,شبکه
425,Haken::N,خطاف,قلاب
426,Haken::N,صنارة,قلاب
427,Griff::N,قبضة,دسته
428,Schloss::N,قفل,قفل
429,Bild::N,صورة,عکس
430,Bild::N,صورة,تصویر
431,Figur::N,تمثال,تندیس
432,Puppe::N,دمية,عروسک
433,Beutel::N,كيس,کیسه
434,Bündel::N,ربطة,بسته
435,Tasche::N,شنطة,کیف
436,Tasche::N,محفظة,کیف
437,Eimer::N,سطل,سطل
438,Eimer::N,جردل,سطل
439,Deckel::N,سداد,در
440,Geschirr::N,أوان,ظرف
441,Sack::N,زكيبة,گونی
442,Tasse::N,فنجان,فنجان
443,Topf::N,قدر,دیگ
444,Topf::N,قدر,قابلمه
445,Topf::N,طنجرة,دیگ
446,Topf::N,طنجرة,قابلمه
447,Kessel::N,قدر,دیگ
448,Kessel::N,غلاية,دیگ
449,Essen::N,طعام,خوراک
450,Nahrung::N,غذاء,غذا
451,Speise::N,أكل,خوراک
452,Fleisch::N,لحم,گوشت
453,Getreide::N,حبوب,غله
454,Brei::N,عصيدة,فرنی
455,Brei::N,عصيدة,حریره
456,Brot::N,خبز,نان
457,Scheibe::N,شريحة,قاچ
458,Scheibe::N,شريحة,لزگه
459,Fett::N,سمن,چربی
460,Butter::N,زبدة,کره
461,Öl::N,زيت,روغن
462,Salz::N,ملح,نمک
463,Suppe::N,حساء,آش
464,Suppe::N,حساء,سوپ
465,Suppe::N,شربة,آش
466,Suppe::N,شربة,سوپ
467,Honig::N,عسل,عسل
468,Milch::N,حليب,شیر
469,Tee::N,شاي,چای
470,Leder::N,جلد,چرم
471,Wolle::N,صوف,پشم
472,Stoff::N,قماش,پارچه
473,Nadel::N,إبرة,سوزن
474,Faden::N,خيط,نخ
475,Knopf::N,زر,دکمه
476,Knoten::N,عقدة,گره
477,Farbe::N,صبغة,رنگ
478,Kleidung::N,ملابس,لباس
479,Kleidung::N,ملابس,پوشاک
480,Hemd::N,قميص,پیراهن
481,Kragen::N,ياقة,یقه
482,Ärmel::N,كم,آستین
483,Hose::N,سروال,شلوار
484,Hose::N,بنطلون,شلوار
485,Gürtel::N,حزام,کمر‌بند
486,Mütze::N,طاقية,کلاه
487,Schuh::N,حذاء,کفش
488,Stiefel::N,جزمة,چکمه
489,Stiefel::N,حذاء طويل,چکمه
490,Ring::N,حلقة,حلقه
491,Ring::N,حلقة,انگشتر
492,Band::N,شريط,نوار
493,Band::N,شريط,روبان
494,Kamm::N,مشط,شانه
495,Spiegel::N,مرآة,آینه
496,Riemen::N,سير,تسمه
497,Schnur::N,حبل,ریسمان
498,Schnur::N,دوبارة,ریسمان
499,Leine::N,قيد,قلاده
500,Decke::N,بطانية,پتو
501,Kissen::N,وسادة,بالش
502,Tuch::N,منديل,شال
503,Handtuch::N,فوطة,حوله
504,Handtuch::N,منشفة,حوله
505,Kraft::N,قدرة,نیرو
506,Stärke::N,قوة,زور
507,Gesundheit::N,صحة,سلامتی
508,Gesundheit::N,صحة,تندرستی
509,Krankheit::N,مرض,بیماری
510,Schmerz::N,ألم,درد
511,Schmerz::N,وجع,درد
512,Wunde::N,جرح,زخم
513,Fieber::N,حمى,تب
514,Arznei::N,دواء,دارو
515,Brücke::N,جسر,پل
516,Brunnen::N,بئر,چاه
517,Weide::N,مرعى,چراگاه
518,Pfad::N,درب,راه
519,Weg::N,سكة,راه
520,Weg::N,سكة,طریق
521,Straße::N,طريق,راه
522,Straße::N,طريق,جاده
523,Dorf::N,قرية,ده
524,Dorf::N,قرية,روستا
525,Stadt::N,مدينة,شهر
526,Brief::N,خطاب,نامه
527,Brief::N,مكتوب,نامه
528,Buch::N,كتاب,کتاب
529,Buchstabe::N,حرف,حرف
530,Zeitung::N,جريدة,روزنامه
531,Leben::N,عيش,عمر
532,Leben::N,عيش,زندگی
533,Leben::N,حياة,عمر
534,Leben::N,حياة,زندگی
535,Tod::N,موت,مرگ
536,Tod::N,وفاة,مرگ
537,Grab::N,قبر,گور
538,Grab::N,قبر,مزار
539,Kirche::N,كنيسة,کلیسا
540,Sünde::N,خطيئة,بزه
541,Sünde::N,خطيئة,گناه
542,Gott::N,إله,خدا
543,Arbeiter::N,عامل,کارگر
544,Chef::N,رئيس,رئیس
545,Meister::N,أسطى,استاد
546,Arzt::N,طبيب,پزشک
547,Lehrer::N,مدرس,معلم
548,Lehrer::N,مدرس,آموزگار
549,Geld::N,نقود,پول
550,Geschäft::N,صفقة,کار
551,Geschäft::N,صفقة,بیزنس
552,Laden::N,دكان,دکان
553,Laden::N,دكان,مغازه
554,Preis::N,سعر,بها
555,Preis::N,سعر,قیمت
556,Ware::N,بضاعة,جنس
557,Ware::N,بضاعة,کالا
558,Nutzen::N,فائدة,مزیت
559,Nutzen::N,فائدة,امتیاز
560,Reichtum::N,غنى,مال
561,Reichtum::N,غنى,ثروت
562,Reichtum::N,ثروة,مال
563,Reichtum::N,ثروة,ثروت
564,Welt::N,عالم,دنیا
565,Welt::N,دنيا,دنیا
566,Land::N,بلد,کشور
567,Land::N,بلد,مملکت
568,Staat::N,دولة,دولت
569,König::N,ملك,شاه
570,König::N,ملك,پادشاه
571,Macht::N,سلطة,قدرت
572,Macht::N,سلطة,اختیار
573,Grenze::N,حدود,مرز
574,Krieg::N,حرب,جنگ
575,Feind::N,عدو,دشمن
576,Gewalt::N,عنف,زور
577,Gewalt::N,عنف,خشونت
578,Kampf::N,قتال,نبرد
579,Kampf::N,قتال,مبارزه
580,Bogen[Waffe]::N,قوس,کمان
581,Pfeil::N,سهم,تیر
582,Gewehr::N,بندقية,تفنگ
583,Fehler::N,خطأ,غلط
584,Fehler::N,خطأ,اشتباه
585,Lüge::N,كذب,دروغ
586,Schaden::N,تلف,آسیب
587,Schaden::N,تلف,خسارت
588,Unglück::N,نحس,بلا
589,Schuld::N,ذنب,گناه
590,Schuld::N,ذنب,تقصیر
591,Alter::N,سن,سن
592,Alter::N,سن,عمر
593,Alter::N,عمر,سن
594,Alter::N,عمر,عمر
595,Schluss::N,ختام,انتها
596,Schluss::N,نهاية,انتها
597,Zeit::N,وقت,وقت
598,Zeit::N,وقت,زمان
599,Tag::N,يوم,روز
600,Morgen::N,صباح,صبح
601,Mittag::N,ظهر,ظهر
602,Abend::N,مساء,شب
603,Abend::N,مساء,عصر
604,Nacht::N,ليلة,شب
605,Woche::N,أسبوع,هفته
606,Monat::N,شهر,ماه
607,Jahr::N,عام,سال
608,Jahr::N,سنة,سال
609,Frühling::N,ربيع,بهار
610,Sommer::N,صيف,تابستان
611,Herbst::N,خريف,پاییز
612,Winter::N,شتاء,زمستان
613,Januar::N,يناير,ژانویه
614,Januar::N,كانون الثاني,ژانویه
615,Februar::N,شباط,فوریه
616,Februar::N,فبراير,فوریه
617,März::N,آذار,مارس
618,März::N,مارس,مارس
619,April::N,نيسان,آوریل
620,Mai::N,مايو,مه
621,Juni::N,يونيو,ژوئن
622,Juni::N,حزيران,ژوئن
623,Juli::N,تموز,ژویه
624,Juli::N,يوليو,ژویه
625,August::N,آب,اوت
626,August::N,أغسطس,اوت
627,September::N,أيلول,سپتامبر
628,September::N,سبتمبر,سپتامبر
629,Oktober::N,أكتوبر,اکتبر
630,Oktober::N,تشرين الأول,اکتبر
631,November::N,نوفمبر,نوامبر
632,November::N,تشرين الثاني,نوامبر
633,Dezember::N,ديسمبر,دسامبر
634,Dezember::N,كانون الأول,دسامبر
635,Montag::N,يوم الاثنين,دو‌شنبه
636,Dienstag::N,يوم الثلاثاء,سه‌شنبه
637,Mittwoch::N,يوم الأربعاء,چهار‌شنبه
638,Donnerstag::N,يوم الخميس,پنج شنبه
639,Freitag::N,يوم الجمعة,جمعه
640,Samstag::N,يوم السبت,شنبه
641,Sonntag::N,يوم الأحد,یکشنبه
642,groß::A,كبير,بزرگ
643,klein::A,صغير,کوچک
644,lang::A,طويل,بلند
645,kurz::A,قصير,کوتاه
646,breit::A,واسع,پهن
647,schmal::A,ضيق,تنگ
648,schmal::A,ضيق,نازک
649,dicht::A,كث,چگال
650,dicht::A,كث,انبوه
651,dicht::A,كثيف,چگال
652,dicht::A,كثيف,انبوه
653,dick[Gegenstand]::A,غليظ,ضخیم
654,dünn::A,رفيع,نازک
655,fein::A,رقيق,ریز
656,fein::A,رقيق,باریک
657,fest::A,متين,محکم
658,flach::A,سهل,صاف
659,flach::A,سهل,مسطح
660,flach::A,منبسط,صاف
661,flach::A,منبسط,مسطح
662,glatt::A,ناعم,لیز
663,hart::A,صلب,سفت
664,hart::A,جامد,سفت
665,weich::A,لين,نرم
666,weich::A,لين,ملایم
667,rund::A,مستدير,گرد
668,spitz::A,مدبب,تیز
669,spitz::A,مدبب,نوک‌تیز
670,scharf::A,حاد,تیز
671,scharf::A,حاد,برنده
672,stumpf::A,ثالم,کند
673,schwer::A,ثقيل,سنگین
674,schön::A,جميل,زیبا
675,heiß::A,حار,داغ
676,heiß::A,ساخن,داغ
677,warm::A,دافئ,گرم
678,kalt::A,بارد,سرد
679,kühl::A,قر,خنک
680,frisch::A,طازج,تازه
681,feucht::A,رطب,مرطوب
682,nass::A,مبلول,تر
683,nass::A,مبلول,خیش
684,trocken::A,جاف,خشک
685,voll::A,ملء,پر
686,leer::A,خال,خالی
687,leer::A,فارغ,خالی
688,offen::A,مفتوح,باز
689,geschlossen::A,مغلق,بسته
690,sauber::A,نظيف,پاک
691,sauber::A,نظيف,تمیز
692,schmutzig::A,قذر,کثیف
693,schmutzig::A,قذر,آلوده
694,roh::A,نيء,خام
695,reif::A,ناضج,رسیده
696,lecker::A,لذيذ,لذیذ
697,lecker::A,لذيذ,خوشمزه
698,süß::A,حلو,شیرین
699,bitter::A,مر,تلخ
700,sauer::A,حامض,ترش
701,hell::A,نير,روشن
702,dunkel::A,مظلم,تاریک
703,schwarz::A,أسود,سیاه
704,weiß::A,أبيض,سفید
705,rot::A,أحمر,سرخ
706,rot::A,أحمر,قرمز
707,gelb::A,أصفر,زرد
708,blau::A,أزرق,آبی
709,grün::A,أخضر,سبز
710,grau::A,رمادي,طوسی
711,grau::A,رمادي,خاکستری
712,bunt::A,ملوب,رنگارنگ
713,billig::A,رخيص,ارزان
714,teuer::A,غال,گران
715,wertvoll::A,ثمين,قیمتی
716,wertvoll::A,ثمين,گرانبها
717,blind::A,أعمى,کور
718,blind::A,أعمى,نابینا
719,taub::A,أصم,کر
720,taub::A,أصم,ناشنوا
721,taub::A,أطرش,کر
722,taub::A,أطرش,ناشنوا
723,kräftig::A,قوي,قوی
724,stark::A,قوي,قوی
725,stark::A,قوي,نیرومند
726,schwach::A,ضعيف,ضعیف
727,fett::A,سمين,چرب
728,schlank::A,أهيف,باریک‌اندام
729,hübsch::A,جميل,قشنگ
730,hübsch::A,جميل,خوشگل
731,böse::A,رديء,بد
732,dumm::A,أبله,احمق
733,dumm::A,أحمق,احمق
734,faul::A,كسلان,لش
735,faul::A,كسلان,تنبل
736,fleißig::A,مجتهد,زرنگ
737,geizig::A,بخيل,خسیس
738,klug::A,ذكي,عاقل
739,klug::A,ذكي,باهوش
740,klug::A,عاقل,عاقل
741,klug::A,عاقل,باهوش
742,geschickt::A,ماهر,ماهر
743,lieb::A,عزيز,عزیز
744,lustig::A,مرح,شاد
745,lustig::A,مرح,خوشحال
746,sanft::A,حليم,لطیف
747,hungrig::A,جائع,گرسنه
748,krank::A,مريض,مریض
749,krank::A,مريض,بیمار
750,nackt::A,عار,لخت
751,nackt::A,عار,برهنه
752,traurig::A,حزين,غمگین
753,lebendig::A,حي,زنده
754,gut::A,جيد,خوب
755,schlecht::A,سيء,بد
756,richtig::A,صحيح,درست
757,schlimm::A,خبيث,وخيم
758,wahr::A,حق,درست
759,wahr::A,حق,حقیقی
760,alt::A,قديم,کهنه
761,neu::A,جديد,نو
762,ehemalig::A,سابق,قبلی
763,alt[Lebewesen]::A,مسن,پیر
764,jung::A,شاب,جوان
765,jung::A,صغير,جوان
766,arm::A,فقير,فقیر
767,reich::A,غني,پولدار
768,reich::A,غني,ثروتمند
769,bekannt::A,معلوم,آشنا
770,bekannt::A,معلوم,معلوم
771,berühmt::A,مشهور,مشهور
772,fremd::A,أجنبي,خارجی
773,fremd::A,أجنبي,بیگانه
774,verschieden::A,مختلف,مختلف
775,verschieden::A,مختلف,متفاوت
776,nah::A,قريب,نزدیک
777,fern::A,بعيد,دور
778,linker::A,يسار,چپ
779,rechter::A,يمين,راست
780,anderer::A,آخر,دیگر
781,erster::A,أول,اول
782,zweiter::A,ثان,دوم
783,dritter::A,ثالث,سوم
784,letzter::A,أخير,آخر
785,allein::ADV,وحده,تنها
786,auf einmal::ADV,بالمرة,همزمان
787,zusammen::ADV,معا,باهم
788,lange::ADV,مدة طويلة,مدت‌ها
789,lange::ADV,مدة طويلة,مدت زیادی
