,Concept_ID,uk,sq
231,Junge::N,хлопець,djalë
232,Mädchen::N,дівчина,gocë
233,Mädchen::N,дівчина,vajzë
234,Familie::N,сім’я,familje
235,Familie::N,родина,familje
236,Großvater::N,дідусь,gjysh
237,Großmutter::N,бабуся,gjyshe
238,Eltern::N,батьки,prindër
239,Vater::N,батько,atë
240,Mutter::N,мати,nënë
241,Sohn::N,син,bir
242,Tochter::N,дочка,bijë
243,Bruder::N,брат,vëlla
244,Schwester::N,сестра,motër
245,Onkel::N,дядько,dajë
246,Onkel::N,дядько,xhaxha
247,Tante::N,тітка,teze
248,Tante::N,тітка,hallë
249,Ehemann::N,чоловік,burrë
250,Ehemann::N,чоловік,bashkëshort
251,Ehefrau::N,жінка,grua
252,Ehefrau::N,жінка,bashkëshorte
253,Ehefrau::N,дружина,grua
254,Ehefrau::N,дружина,bashkëshorte
255,Freude::N,радощі,gaz
256,Freude::N,радощі,gëzim
257,Gelächter::N,сміх,qeshje
258,Glück::N,щастя,lumturi
259,Kummer::N,горе,brengë
260,Kummer::N,горе,pikëllim
261,Wunsch::N,бажання,dëshirë
262,Lust::N,бажання,epsh
263,Lust::N,бажання,dashuri
264,Geist::N,дух,frymë
265,Geist::N,дух,shpirt
266,Gedanke::N,думка,ide
267,Gedanke::N,думка,mendim
268,Gedächtnis::N,пам’ять,kujtesë
269,Verstand::N,розум,mend
270,Sinn::N,зміст,kuptim
271,Sinn::N,значення,kuptim
272,Grund::N,причина,arsye
273,Wahrheit::N,правда,vërtetë
274,Gespräch::N,розмова,bisedim
275,Märchen::N,байка,përrallë
276,Erzählung::N,повість,tregim
277,Erzählung::N,оповідання,tregim
278,Nachricht::N,повідомлення,lajm
279,Neuigkeit::N,новина,risi
280,Name::N,ім’я,emër
281,Rätsel::N,загадка,gjëzë
282,Rätsel::N,загадка,gjëegjëzë
283,Rede::N,промова,fjalim
284,Sprache::N,мова,gjuhë
285,Stimme::N,голос,zë
286,Wort::N,слово,fjalë
287,Zeichen::N,знак,shenjë
288,Ruf::N,оклик,thirrmë
289,Lärm::N,шум,zhurmë
290,Laut::N,звук,tingull
291,Ton::N,тон,ton
292,Lied::N,пісня,këngë
293,Ruhe::N,спокій,qetësi
294,Leute::N,люди,botë
295,Leute::N,люди,njerëz
296,Volk::N,народ,popull
297,Arbeit::N,робота,punë
298,Gast::N,гість,mik
299,Gast::N,гість,mysafir
300,Geschenk::N,подарунок,dhuratë
301,Geschenk::N,подарунок,peshqesh
302,Spiel::N,гра,lojë
303,Gesellschaft::N,товариство,shoqëri
304,Hilfe::N,допомога,ndihmë
305,Freund::N,друг,mik
306,Freund::N,приятель,mik
307,Kamerad::N,товариш,shok
308,Angelegenheit::N,справа,punë
309,Anzahl::N,число,sasi
310,Art::N,рід,lloj
311,Stück::N,кусок,copë
312,Teil::N,частина,pjesë
313,Hälfte::N,половина,gjysmë
314,Kreis::N,круг,qark
315,Kreis::N,круг,rreth
316,Kreis::N,коло,qark
317,Kreis::N,коло,rreth
318,Kreuz::N,хрест,kryq
319,Linie::N,лінія,vijë
320,Strich::N,штрих,vizë
321,Abstand::N,проміжок,distancë
322,Entfernung::N,відстань,largim
323,Gegend::N,місцевість,vise
324,Gegend::N,місцевість,krahinë
325,Platz::N,площа,shesh
326,Ort::N,місце,vend
327,Seite::N,сторона,anë
328,Mitte::N,середина,mes
329,Gegenstand::N,предмет,send
330,Sache::N,річ,gjë
331,Sache::N,річ,send
332,Rand::N,край,qoshe
333,Kante::N,ребро,teh
334,Ecke::N,ріг,qoshe
335,Spitze::N,кінчик,majë
336,Ende::N,кінець,skaj
337,Ende::N,кінець,bisht
338,Loch::N,діра,vrimë
339,Winkel::N,куток,kënd
340,Muster::N,узор,mostër
341,Größe::N,розмір,madhësi
342,Länge::N,довжина,gjatësi
343,Höhe::N,висота,lartësi
344,Gewicht::N,вага,peshë
345,Menge::N,кількість,sasi
346,Haufen::N,купа,grumbull
347,Reihe::N,ряд,radhë
348,Reihe::N,ряд,rresht
349,Boot::N,човен,barkë
350,Boot::N,човен,lundër
351,Ruder::N,весло,rrem
352,Schlitten::N,сани,sajë
353,Ski::N,лижа,ski
354,Lagerfeuer::N,вогнище,flakadan
355,Lagerfeuer::N,вогнище,zjarr i madh
356,Last::N,тягар,barrë
357,Last::N,вантаж,barrë
358,Gang::N,хід,ecje
359,Schritt::N,крок,hap
360,Norden::N,північ,veri
361,Süden::N,південь,jug
362,Westen::N,захід,perëndim
363,Osten::N,схід,lindje
364,Holz::N,дрова,dru
365,Brett::N,дошка,dërrasë
366,Platte::N,плита,pllakë
367,Stütze::N,підпірка,shtyllë
368,Stütze::N,підпірка,mbështetesë
369,Stange::N,жердина,shufër
370,Stock::N,палиця,dajak
371,Stab::N,палиця,shkop
372,Rohr::N,труба,tub
373,Haus::N,дім,shtëpi
374,Haus::N,хата,shtëpi
375,Heim::N,житло,konak
376,Heim::N,житло,shtëpi
377,Ofen::N,піч,sobë
378,Ofen::N,піч,stufë
379,Fußboden::N,підлога,dysheme
380,Tisch::N,стіл,tryezë
381,Stuhl::N,стілець,karrige
382,Wiege::N,колиска,djep
383,Bett::N,ліжко,shtrat
384,Bett::N,постіль,shtrat
385,Regal::N,полиця,raft
386,Kiste::N,ящик,kuti
387,Fenster::N,вікно,dritare
388,Tür::N,двері,derë
389,Tor::N,ворота,portë
390,Zaun::N,паркан,gardh
391,Zaun::N,огорожа,gardh
392,Dach::N,дах,çati
393,Leiter::N,драбина,shkallë
394,Besen::N,мітла,fshesë
395,Spaten::N,заступ,lopatë
396,Schaufel::N,совок,qyrek
397,Schaufel::N,лопата,qyrek
398,Gabel::N,виделка,pirun
399,Löffel::N,ложка,lugë
400,Messer::N,ніж,thikë
401,Nagel::N,цвях,gozhdë
402,Netz::N,сіть,rrjetë
403,Haken::N,крюк,grep
404,Haken::N,крюк,grremç
405,Griff::N,ручка,dorak
406,Griff::N,ручка,dorezë
407,Griff::N,держак,dorak
408,Griff::N,держак,dorezë
409,Schloss::N,замок,bravë
410,Bild::N,картина,tablo
411,Bild::N,картина,pikturë
412,Figur::N,фігура,figurë
413,Puppe::N,лялька,kukull
414,Beutel::N,мішечок,qese
415,Beutel::N,мішечок,trastë
416,Beutel::N,торбинка,qese
417,Beutel::N,торбинка,trastë
418,Bündel::N,в’язка,deng
419,Tasche::N,сумка,çantë
420,Eimer::N,відро,kovë
421,Deckel::N,кришка,kapak
422,Deckel::N,кришка,mbulesë
423,Geschirr::N,посуд,enë
424,Sack::N,мішок,thes
425,Sack::N,мішок,torbë
426,Tasse::N,чашка,filxhan
427,Topf::N,горщик,kusi
428,Topf::N,горщик,tenxhere
429,Kessel::N,котел,kazan
430,Essen::N,їжа,ngrënie
431,Nahrung::N,харч,ushqim
432,Speise::N,страва,gatesë
433,Fleisch::N,м’ясо,mish
434,Getreide::N,хліб,drithë
435,Getreide::N,збіжжя,drithë
436,Brei::N,каша,qull
437,Brot::N,хліб,bukë
438,Scheibe::N,скибочка,fetë
439,Fett::N,жир,lyrë
440,Fett::N,жир,yndyrë
441,Butter::N,масло,gjalpë
442,Öl::N,олія,vaj
443,Salz::N,сіль,kripë
444,Suppe::N,суп,supë
445,Suppe::N,суп,çorbë
446,Honig::N,мед,mjaltë
447,Milch::N,молоко,qumësht
448,Tee::N,чай,çaj
449,Leder::N,шкіра,lëkurë
450,Wolle::N,шерсть,lesh
451,Stoff::N,тканина,pëlhurë
452,Nadel::N,голка,gjilpërë
453,Faden::N,нитка,pe
454,Faden::N,нитка,fije
455,Knopf::N,ґудзик,kopsë
456,Knoten::N,вузол,komb
457,Farbe::N,фарба,bojë
458,Kleidung::N,одяг,veshje
459,Kleidung::N,убрання,veshje
460,Hemd::N,сорочка,këmishë
461,Kragen::N,комір,jakë
462,Ärmel::N,рукав,mëngë
463,Hose::N,брюки,brekë
464,Gürtel::N,пояс,rrip
465,Mütze::N,шапка,kësulë
466,Schuh::N,ботинок,këpucë
467,Stiefel::N,чобіт,çizme
468,Ring::N,кільце,unazë
469,Band::N,стрічка,shirit
470,Kamm::N,гребінець,krehër
471,Spiegel::N,дзеркало,pasqyrë
472,Riemen::N,ремінь,rrip
473,Schnur::N,вірьовка,litar
474,Schnur::N,вірьовка,cikomë
475,Leine::N,шворка,rrip
476,Decke::N,ковдра,batanije
477,Kissen::N,подушка,jastëk
478,Tuch::N,хустка,shami
479,Handtuch::N,рушник,peshqir
480,Kraft::N,сила,forcë
481,Stärke::N,сила,koll
482,Gesundheit::N,здоров’я,shëndet
483,Krankheit::N,хвороба,sëmundje
484,Schmerz::N,біль,dhimbje
485,Wunde::N,рана,plagë
486,Fieber::N,гарячка,ethe
487,Arznei::N,ліки,ilaç
488,Brücke::N,міст,urë
489,Brunnen::N,колодязь,pus
490,Weide::N,пасовище,kullotë
491,Pfad::N,стежка,ravë
492,Pfad::N,стежка,shteg
493,Weg::N,шлях,udhë
494,Weg::N,шлях,shteg
495,Weg::N,дорога,udhë
496,Weg::N,дорога,shteg
497,Straße::N,вулиця,rrugë
498,Dorf::N,село,fshat
499,Dorf::N,село,katund
500,Stadt::N,місто,qytet
501,Brief::N,лист,letër
502,Buch::N,книга,libër
503,Buch::N,книжка,libër
504,Buchstabe::N,буква,shkronjë
505,Buchstabe::N,літера,shkronjë
506,Zeitung::N,газета,gazetë
507,Leben::N,життя,jetë
508,Tod::N,смерть,mortje
509,Grab::N,могила,varr
510,Kirche::N,церква,kishë
511,Sünde::N,гріх,mëkat
512,Sünde::N,гріх,gjynah
513,Gott::N,бог,hy
514,Gott::N,бог,zot
515,Arbeiter::N,робітник,punëtor
516,Chef::N,хазяїн,shef
517,Chef::N,хазяїн,drejtues
518,Meister::N,умілець,mjeshtër
519,Arzt::N,лікар,mjek
520,Arzt::N,лікар,doktor
521,Lehrer::N,вчитель,mësues
522,Lehrer::N,вчитель,arsimtar
523,Geld::N,гроші,para
524,Geld::N,гроші,holla
525,Geschäft::N,заняття,ujdi
526,Geschäft::N,заняття,biznes
527,Laden::N,магазин,dyqan
528,Laden::N,крамниця,dyqan
529,Preis::N,ціна,çmim
530,Ware::N,товар,mall
531,Nutzen::N,вигода,dobi
532,Nutzen::N,вигода,leverdi
533,Nutzen::N,користь,dobi
534,Nutzen::N,користь,leverdi
535,Reichtum::N,багатство,kamje
536,Reichtum::N,багатство,pasuri
537,Welt::N,світ,botë
538,Land::N,країна,vend
539,Staat::N,держава,shtet
540,König::N,король,mbret
541,Macht::N,влада,fuqi
542,Macht::N,влада,pushtet
543,Grenze::N,кордон,kufi
544,Krieg::N,війна,luftë
545,Feind::N,ворог,armik
546,Gewalt::N,насильство,dhunë
547,Kampf::N,бій,luftim
548,Kampf::N,боротьба,luftim
549,Bogen[Waffe]::N,лук,hark
550,Pfeil::N,стріла,shigjetë
551,Gewehr::N,рушниця,pushkë
552,Gewehr::N,гвинтівка,pushkë
553,Fehler::N,помилка,gafë
554,Fehler::N,помилка,gabim
555,Lüge::N,брехня,gënjeshtër
556,Schaden::N,шкода,dëm
557,Schaden::N,шкода,zarar
558,Schaden::N,збиток,dëm
559,Schaden::N,збиток,zarar
560,Unglück::N,нещастя,fatkeqësi
561,Schuld::N,провина,faj
562,Alter::N,вік,moshë
563,Alter::N,літа,moshë
564,Schluss::N,кінець,fund
565,Zeit::N,час,kohë
566,Tag::N,день,ditë
567,Morgen::N,ранок,mëngjes
568,Mittag::N,південь,mesditë
569,Abend::N,вечір,mbrëmje
570,Nacht::N,ніч,natë
571,Woche::N,тиждень,javë
572,Monat::N,місяць,muaj
573,Jahr::N,рік,vit
574,Frühling::N,весна,pranverë
575,Sommer::N,літо,verë
576,Herbst::N,осінь,vjeshtë
577,Winter::N,зима,dimër
578,Januar::N,січень,janar
579,Februar::N,лютий,shkurt
580,März::N,березень,mars
581,April::N,квітень,prill
582,Mai::N,травень,maj
583,Juni::N,червень,qershor
584,Juli::N,липень,korrik
585,August::N,серпень,gusht
586,September::N,вересень,shtator
587,Oktober::N,жовтень,tetor
588,November::N,листопад,nëntor
589,Dezember::N,грудень,dhjetor
590,Montag::N,понеділок,hënë
591,Dienstag::N,вівторок,martë
592,Mittwoch::N,середа,mërkurë
593,Donnerstag::N,четвер,enjte
594,Freitag::N,п’ятниця,premte
595,Samstag::N,субота,shtunë
596,Sonntag::N,неділя,diel
597,groß::A,великий,madh
598,klein::A,малий,vogël
599,klein::A,маленький,vogël
600,lang::A,довгий,gjatë
601,kurz::A,короткий,shkurtër
602,breit::A,широкий,gjerë
603,schmal::A,вузький,ngushtë
604,dicht::A,густий,dendur
605,dick[Gegenstand]::A,товстий,trashë
606,dünn::A,тонкий,hollë
607,fein::A,дрібний,imët
608,fest::A,міцний,fortë
609,flach::A,плоский,sheshtë
610,glatt::A,рівний,rrafshët
611,glatt::A,гладенький,rrafshët
612,hart::A,твердий,fortë
613,weich::A,м’який,butë
614,rund::A,круглий,rrumbullakët
615,spitz::A,гострокінцевий,majëmprehtë
616,scharf::A,гострий,mprehtë
617,stumpf::A,тупий,topitur
618,schwer::A,важкий,rëndë
619,schön::A,вродливий,bukur
620,heiß::A,жаркий,nxehtë
621,heiß::A,гарячий,nxehtë
622,warm::A,теплий,ngrohtë
623,kalt::A,холодний,ftohtë
624,kühl::A,прохолодний,freskët
625,frisch::A,свіжий,pastër
626,feucht::A,вогкий,lagësht
627,nass::A,мокрий,lagur
628,trocken::A,сухий,thatë
629,voll::A,повний,plotë
630,leer::A,пустий,bosh
631,leer::A,пустий,zbrazët
632,offen::A,відкритий,hapur
633,geschlossen::A,закритий,mbyllur
634,geschlossen::A,зачинений,mbyllur
635,sauber::A,чистий,dëlirë
636,sauber::A,охайний,dëlirë
637,schmutzig::A,брудний,ndyrë
638,roh::A,сирий,gjallë
639,reif::A,зрілий,arrirë
640,lecker::A,смачний,shijshëm
641,süß::A,солодкий,ëmbël
642,bitter::A,гіркий,hidhur
643,sauer::A,кислий,thartë
644,hell::A,світлий,me dritë
645,dunkel::A,темний,errët
646,schwarz::A,чорний,i zi
647,weiß::A,сивий,bardhë
648,rot::A,червоний,kuq
649,gelb::A,жовтий,verdhë
650,blau::A,синій,blu
651,blau::A,синій,kaltër
652,grün::A,зелений,blertë
653,grün::A,зелений,gjelbër
654,grau::A,сірий,hirtë
655,grau::A,сірий,bojë hiri
656,bunt::A,барвистий,shumëngjyrëshëm
657,billig::A,дешевий,lirë
658,teuer::A,дорогий,shtrenjtë
659,wertvoll::A,цінний,çmuar
660,wertvoll::A,цінний,vlershëm
661,blind::A,сліпий,qorr
662,blind::A,сліпий,verbër
663,taub::A,глухий,shurdhër
664,kräftig::A,могутній,fuqishëm
665,stark::A,сильний,fortë
666,schwach::A,слабкий,dobët
667,fett::A,жирний,dhjamur
668,fett::A,товстий,dhjamur
669,schlank::A,тонкий,hollë
670,schlank::A,стрункий,hollë
671,hübsch::A,чарівний,bukur
672,hübsch::A,чарівний,hijshëm
673,böse::A,злий,keq
674,böse::A,лихий,keq
675,dumm::A,дурний,teveqel
676,faul::A,ледачий,dembel
677,fleißig::A,старанний,zellshëm
678,geizig::A,скупий,kurnac
679,geizig::A,скупий,dorështrënguar
680,klug::A,мудрий,mençur
681,klug::A,розумний,mençur
682,geschickt::A,умілий,aftë
683,lieb::A,милий,dashur
684,lustig::A,веселий,gëzuar
685,sanft::A,лагідний,butë
686,hungrig::A,голодний,uritur
687,krank::A,слабий,sëmurë
688,nackt::A,голий,lakuriq
689,nackt::A,голий,zhveshur
690,traurig::A,сумний,trishtuar
691,lebendig::A,живий,gjallë
692,gut::A,добрий,mirë
693,schlecht::A,поганий,keq
694,schlecht::A,кепський,keq
695,richtig::A,правильний,drejtë
696,schlimm::A,бридкий,keq
697,wahr::A,справжній,vërtetë
698,alt::A,старий,vjetër
699,neu::A,новий,i ri
700,ehemalig::A,колишній,dikurshëm
701,alt[Lebewesen]::A,старий,plak
702,jung::A,молодий,i ri
703,arm::A,бідний,varfër
704,arm::A,бідний,vobektë
705,reich::A,багатий,pasur
706,bekannt::A,знайомий,njohur
707,berühmt::A,славетний,famshëm
708,fremd::A,чужий,huaj
709,verschieden::A,різний,ndryshëm
710,nah::A,близький,afërt
711,fern::A,далекий,largët
712,linker::A,лівий,majtë
713,rechter::A,правий,djathtë
714,anderer::A,інакший,tjetër
715,erster::A,перший,parë
716,zweiter::A,другий,dytë
717,dritter::A,третій,i tretë
718,letzter::A,останній,fundit
719,allein::ADV,сам,vetëm
720,allein::ADV,один,vetëm
721,auf einmal::ADV,відразу,njëkohësisht
722,zusammen::ADV,разом,bashkë
723,zusammen::ADV,разом,së bashku
724,zusammen::ADV,спільно,bashkë
725,zusammen::ADV,спільно,së bashku
726,lange::ADV,довго,për një kohë të gjatë
727,plötzlich::ADV,раптом,befas
728,sofort::ADV,зараз,menjëherë
729,sofort::ADV,зараз,aty për aty
730,später::ADV,пізніше,më vonë
731,jetzt::ADV,тепер,tash
732,heute::ADV,сьогодні,sot
733,morgen::ADV,завтра,nesër
734,bald::ADV,незабаром,shpejt
735,bald::ADV,незабаром,së shpejti
736,dann::ADV,потім,pastaj
737,gestern::ADV,вчора,dje
738,einst::ADV,колись,dikur
739,damals::ADV,тоді,atëherë
740,danach::ADV,згодом,mandej
741,vorher::ADV,раніше,më parë
742,zuerst::ADV,спершу,së pari
743,zuerst::ADV,спочатку,së pari
744,einmal::ADV,один раз,njëherë
745,manchmal::ADV,іноді,nganjëherë
746,manchmal::ADV,інколи,nganjëherë
747,oft::ADV,часто,shpesh
748,immer::ADV,завжди,përherë
749,immer::ADV,завжди,gjithnjë
750,niemals::ADV,ніколи,kurrë
751,niemals::ADV,ніколи,asnjëherë
752,hier::ADV,тут,këtu
753,hierhin::ADV,сюди,knej
754,von hier::ADV,звідси,që këtej
755,von hier::ADV,звідси,prej këtej
756,dort::ADV,там,aty
757,dort::ADV,там,atje
758,dorthin::ADV,туди,anej
759,geradeaus::ADV,прямо,drejt
760,vorwärts::ADV,вперед,mbroth
761,vorwärts::ADV,вперед,përpara
762,rückwärts::ADV,назад,mbrapsht
763,zurück::ADV,назад,prapa
764,zurück::ADV,назад,mbrapsht
765,unten::ADV,внизу,poshtë
766,hinab::ADV,вниз,përposh
767,oben::ADV,вгорі,lart
768,oben::ADV,вгорі,sipër
769,hinauf::ADV,вгору,lart
770,hinauf::ADV,вгору,përpjetë
771,überall::ADV,скрізь,kudo
772,nicht::ADV,не,s'
773,nicht::ADV,не,nuk
774,ein wenig::ADV,трохи,një tis
775,ein wenig::ADV,небагато,një tis
776,kaum::ADV,ледве,mezi
777,sehr::ADV,дуже,fort
778,sehr::ADV,дуже,shumë
779,so::ADV,так,ashtu
780,so::ADV,так,kështu
781,noch::ADV,ще,ende
782,noch::ADV,ще,akoma
783,nur::ADV,лише,vetëm
784,nur::ADV,тільки,vetëm
785,schon::ADV,вже,tashmë
786,wieder::ADV,знову,përsëri
787,vergebens::ADV,дарма,kot
788,vor::PRP,перед,para
789,hinter::PRP,ззаду,prapa
790,hinter::PRP,ззаду,mbrapa
791,hinter::PRP,позаду,prapa
792,hinter::PRP,позаду,mbrapa
793,unter::PRP,під,nën
794,durch::PRP,крізь,nëpër
795,neben::PRP,біля,pranë
796,neben::PRP,біля,përbri
797,zwischen::PRP,між,midis
798,zwischen::PRP,між,ndërmjet
799,wegen::PRP,з-за,për
800,wegen::PRP,через,për
801,dies::PRN,це,ky
802,das::PRN,то,ky
803,alles::PRN,все,gjithçka
804,ich::PRN,я,unë
805,du::PRN,ти,ti
806,er::PRN,він,ai
807,wir::PRN,ми,ne
808,ihr::PRN,ви,ju
809,sie::PRN,вони,ata
810,was::FPRN,що,ç'
811,was::FPRN,що,çfarë
812,wer::FPRN,хто,kush
813,wo::FADV,де,ku
814,wohin::FADV,куди,për ku
815,wie::FADV,як,si
816,warum::FADV,чому,pse
817,warum::FADV,чому,përse
818,wieviel::FNUM,скільки,sa
819,eins::NUM,один,një
820,zwei::NUM,два,dy
821,drei::NUM,три,tre
