,Concept_ID,kv,fi
160,Pferd::N,вӧв,hevonen
161,Schaf::N,баля,lammas
162,Schwein::N,порсь,sika
163,Hund::N,пон,koira
164,Katze::N,кань,kissa
165,Bär::N,ош,karhu
166,Eichhörnchen::N,ур,orava
167,Elch::N,вӧр мӧс,hirvi
168,Fuchs::N,руч,kettu
169,Hase::N,кӧч,jänis
170,Maus::N,шыр,hiiri
171,Wolf::N,кӧин,susi
172,Vogel::N,кай,lintu
173,Schwarm::N,стая,parvi
174,Schwarm::N,чукӧр,parvi
175,Huhn::N,курӧг,kana
176,Hahn::N,петух,kukko
177,Hahn::N,ай курӧг,kukko
178,Gans::N,дзодзог,hanhi
179,Adler::N,куч,kotka
180,Adler::N,кутш,kotka
181,Ente::N,утка,ankka
182,Eule::N,тупка,pöllö
183,Kranich::N,тури,kurki
184,Krähe::N,рака,varis
185,Kuckuck::N,кӧк,käki
186,Schwan::N,юсь,joutsen
187,Fisch::N,чери,kala
188,Barsch::N,ёкыш,ahven
189,Hecht::N,сирпинь,hauki
190,Schlange[Tier]::N,змей,käärme
191,Wurm::N,номыр,mato
192,Spinne::N,черань,hämähäkki
193,Ameise::N,кӧдзывкар,muurahainen
194,Laus::N,ляпа той,täi
195,Mücke::N,ном,sääski
196,Mücke::N,ном,hyttynen
197,Fliege::N,гут,kärpänen
198,Schmetterling::N,бабыв,perhonen
199,Beere::N,ягӧд,marja
200,Apfel::N,яблоко,omena
201,Pilz::N,тшак,sieni
202,Zwiebel::N,грез,sipuli
203,Saat::N,кӧдзыс,siemenet
204,Korn::N,сю,jyvä
205,Korn::N,сю,vilja
206,Heu::N,турун,heinä
207,Schale::N,кыш,kuori
208,Schale::N,киль,kuori
209,Grube::N,яма,kuoppa
210,Falle::N,нальк,loukku
211,Falle::N,кляпча,loukku
212,Schlinge::N,лӧч,ansa
213,Spur::N,туй,jälki
214,Asche::N,пӧим,tuhka
215,Dreck::N,нять,lika
216,Eisen::N,кӧрт,rauta
217,Gold::N,зарни,kulta
218,Silber::N,язісь,hopea
219,Kohle::N,шом,hiili
220,Kohle::N,уголь,hiili
221,Glas::N,стекло,lasi
222,Lehm::N,сёй,savi
223,Sand::N,лыа,hiekka
224,Mensch::N,морт,ihminen
225,Mann::N,мужик,mies
226,Frau::N,инька,nainen
227,Kind::N,кага,lapsi
228,Junge::N,зонка,poika
229,Mädchen::N,нывкаок,tyttö
230,Familie::N,семья,perhe
231,Großvater::N,дед,isoisä
232,Großmutter::N,баб,isoäiti
233,Eltern::N,ай-мам,vanhemmat
234,Vater::N,ай,isä
235,Mutter::N,мам,äiti
236,Sohn::N,зон,poika
237,Tochter::N,ныв,tytär
238,Bruder::N,вон,veli
239,Schwester::N,сой,sisko
240,Onkel::N,дядь,eno
241,Onkel::N,дядь,setä
242,Tante::N,айӧлӧн сой,täti
243,Tante::N,ичинь,täti
244,Ehemann::N,жӧник,mies
245,Ehemann::N,жӧник,aviomies
246,Ehefrau::N,инь,vaimo
247,Ehefrau::N,инь,aviovaimo
248,Freude::N,гаж,ilo
249,Freude::N,гаж,riemu
250,Freude::N,радъялӧм,ilo
251,Freude::N,радъялӧм,riemu
252,Gelächter::N,сералӧм,nauru
253,Glück::N,мичлун,onni
254,Kummer::N,шог,suru
255,Kummer::N,шог,murhe
256,Wunsch::N,мӧдӧм,toive
257,Wunsch::N,мӧдӧм,toivomus
258,Wunsch::N,охотитӧм,toive
259,Wunsch::N,охотитӧм,toivomus
260,Lust::N,охота,himo
261,Geist::N,лов,henki
262,Gedanke::N,дума,aate
263,Gedanke::N,дума,ajatus
264,Gedächtnis::N,тӧдвыв,muisti
265,Verstand::N,вежӧр,äly
266,Verstand::N,вежӧр,järki
267,Verstand::N,вежӧр,ymmärrys
268,Sinn::N,ылӧс,merkitys
269,Grund::N,мог,syy
270,Grund::N,мог,peruste
271,Wahrheit::N,правда,tosi
272,Wahrheit::N,правда,totuus
273,Gespräch::N,сёрни,puhelu
274,Gespräch::N,сёрни,keskustelu
275,Märchen::N,сказка,satu
276,Erzählung::N,висьт,tarina
277,Erzählung::N,висьт,kertomus
278,Nachricht::N,юӧр,tieto
279,Nachricht::N,юӧр,ilmoitus
280,Nachricht::N,висьталӧм,tieto
281,Nachricht::N,висьталӧм,ilmoitus
282,Neuigkeit::N,новость,uutinen
283,Name::N,ним,nimi
284,Rätsel::N,загадка,arvoitus
285,Rede::N,сёрни,puhe
286,Sprache::N,кыв,kieli
287,Stimme::N,голос,ääni
288,Wort::N,кыв,sana
289,Zeichen::N,пас,merkki
290,Ruf::N,чуксӧм,kutsu
291,Ruf::N,чукӧстӧм,kutsu
292,Lärm::N,шум,melu
293,Lärm::N,шум,hälinä
294,Laut::N,шы,ääni
295,Ton::N,гор,sävel
296,Lied::N,сьыланкыв,laulu
297,Ruhe::N,спокой,lepo
298,Ruhe::N,спокой,rauha
299,Leute::N,йӧз,väki
300,Leute::N,йӧз,ihmiset
301,Volk::N,йӧз,kansa
302,Volk::N,народ,kansa
303,Arbeit::N,удж,työ
304,Gast::N,гӧсь,vieras
305,Geschenk::N,гӧснеч,lahja
306,Geschenk::N,подарок,lahja
307,Spiel::N,орсӧм,peli
308,Spiel::N,орсӧм,leikki
309,Gesellschaft::N,компания,seura
310,Hilfe::N,отсӧт,apu
311,Freund::N,модз,ystävä
312,Freund::N,дружок,ystävä
313,Kamerad::N,тӧдса,toveri
314,Angelegenheit::N,дело,asia
315,Anzahl::N,лыд,lukumäärä
316,Art::N,пӧлӧс,laji
317,Stück::N,тор,pala
318,Stück::N,тор,kappale
319,Teil::N,юкӧм,osa
320,Hälfte::N,джын,puoli
321,Kreis::N,круг,ympyrä
322,Kreuz::N,перна,risti
323,Linie::N,визь,viiva
324,Strich::N,кырӧв,piirto
325,Abstand::N,колас,väli
326,Abstand::N,колас,väljyys
327,Entfernung::N,ылына,etäisyys
328,Gegend::N,места,seutu
329,Platz::N,места,tila
330,Ort::N,места,kohta
331,Ort::N,места,paikka
332,Seite::N,ладор,sivu
333,Seite::N,ладор,kylki
334,Mitte::N,шӧр,keskus
335,Mitte::N,шӧр,puoliväli
336,Gegenstand::N,тор,kalu
337,Gegenstand::N,тор,esine
338,Sache::N,тор,asia
339,Rand::N,дор,ääri
340,Rand::N,дор,syrjä
341,Kante::N,ордлы,särmä
342,Ecke::N,пельӧс,nurkka
343,Spitze::N,йыв,terä
344,Spitze::N,йыв,kärki
345,Ende::N,йыв,pää
346,Ende::N,йыв,perä
347,Loch::N,осьта,kolo
348,Loch::N,осьта,reikä
349,Winkel::N,пельӧс,kulma
350,Muster::N,сер,kuvio
351,Größe::N,ыжда,koko
352,Größe::N,ыжда,suuruus
353,Länge::N,кузя,pituus
354,Höhe::N,сувда,korkeus
355,Höhe::N,вылына,korkeus
356,Gewicht::N,сьӧкта,paino
357,Haufen::N,куча,kasa
358,Reihe::N,лёдз,rivi
359,Boot::N,пыж,vene
360,Ruder::N,пелыс,airo
361,Schlitten::N,додь,reki
362,Schlitten::N,додь,kelkka
363,Ski::N,лямпа,suksi
364,Lagerfeuer::N,бипур,nuotio
365,Last::N,тягота,kuorma
366,Gang::N,мунӧм,kulku
367,Gang::N,мунӧм,käynti
368,Schritt::N,вожмӧв,askel
369,Norden::N,ой,pohjoinen
370,Süden::N,лун,etelä
371,Westen::N,рытвыв,länsi
372,Osten::N,асыв,itä
373,Holz::N,пу,puu
374,Brett::N,пӧв,lauta
375,Platte::N,плита,levy
376,Stütze::N,пика,noja
377,Stange::N,зор,tanko
378,Stange::N,потш,tanko
379,Stock::N,бедь,keppi
380,Stab::N,шест,sauva
381,Stab::N,шест,seiväs
382,Rohr::N,труба,putki
383,Haus::N,керку,talo
384,Heim::N,керку,koti
385,Ofen::N,пӧжавны,uuni
386,Fußboden::N,джодж,lattia
387,Tisch::N,пызан,pöytä
388,Stuhl::N,стул,tuoli
389,Wiege::N,зыбка,kehto
390,Bett::N,кровать,sänky
391,Regal::N,джадж,hylly
392,Kiste::N,ящик,arkku
393,Kiste::N,ящик,kirstu
394,Kiste::N,ящик,laatikko
395,Fenster::N,ӧшын,ikkuna
396,Tür::N,ыбӧс,ovi
397,Tor::N,ворота,portti
398,Zaun::N,забор,aita
399,Dach::N,крыша,katto
400,Leiter::N,лиснич,tikkaat
401,Leiter::N,лиснич,tikapuut
402,Besen::N,рос,luuta
403,Spaten::N,зыр,lapio
404,Schaufel::N,зыр,lapio
405,Gabel::N,вила,haarukka
406,Löffel::N,пань,lusikka
407,Messer::N,пурт,veitsi
408,Nagel::N,кӧрттув,naula
409,Netz::N,кыйӧт,verkko
410,Haken::N,ем,haka
411,Haken::N,ем,koukku
412,Griff::N,пу,ripa
413,Griff::N,пу,kahva
414,Schloss::N,замок,lukko
415,Bild::N,картина,kuva
416,Figur::N,мыгӧр,kuvio
417,Puppe::N,акань,nukke
418,Beutel::N,мешӧк,pussi
419,Bündel::N,нин,nippu
420,Bündel::N,нин,kimppu
421,Tasche::N,сумка,laukku
422,Eimer::N,ведра,sanko
423,Eimer::N,ведра,ämpäri
424,Deckel::N,вевт,kansi
425,Geschirr::N,доз,astia
426,Geschirr::N,бекӧрпань,astia
427,Sack::N,мешӧк,säkki
428,Tasse::N,бекӧр,kuppi
429,Topf::N,кастрюля,pata
430,Kessel::N,пӧрт,kattila
431,Essen::N,сёйӧм,syönti
432,Nahrung::N,вердан,ruoka
433,Nahrung::N,вердан,ravinto
434,Speise::N,сёян,ruoka
435,Fleisch::N,яй,liha
436,Getreide::N,сю,vilja
437,Brei::N,каша,puuro
438,Brot::N,нянь,leipä
439,Scheibe::N,шӧрӧм,viipale
440,Fett::N,гос,rasva
441,Butter::N,ви,voi
442,Öl::N,ви,öljy
443,Salz::N,сов,suola
444,Suppe::N,шыд,keitto
445,Honig::N,ма,hunaja
446,Milch::N,йӧв,maito
447,Tee::N,чай,tee
448,Leder::N,кучик,nahka
449,Wolle::N,гӧн,villa
450,Stoff::N,дӧра,kangas
451,Nadel::N,ем,neula
452,Faden::N,сунис,lanka
453,Knopf::N,кизь,nappi
454,Knoten::N,узӧв,solmu
455,Knoten::N,гӧрӧд,solmu
456,Farbe::N,краска,maali
457,Kleidung::N,паськӧм,vaatteet
458,Hemd::N,йӧрнӧс,paita
459,Kragen::N,воротник,kaulus
460,Ärmel::N,сос,hiha
461,Hose::N,вешьян,housut
462,Gürtel::N,йи,vyö
463,Mütze::N,шапка,lakki
464,Schuh::N,ботинки,kenkä
465,Stiefel::N,сапог,saapas
466,Ring::N,чунькытш,sormus
467,Band::N,ленточка,nauha
468,Kamm::N,сынан,kampa
469,Spiegel::N,зеркало,peili
470,Riemen::N,ремень,hihna
471,Schnur::N,гез,naru
472,Schnur::N,гез,nuora
473,Leine::N,повод,talutushihna
474,Decke::N,одеяло,peite
475,Kissen::N,подушка,tyyny
476,Kissen::N,подушка,pielus
477,Tuch::N,чышьян,huivi
478,Handtuch::N,чышкӧт,pyyheliina
479,Kraft::N,прак,väki
480,Kraft::N,прак,voima
481,Stärke::N,вын,vahvuus
482,Gesundheit::N,здоровье,terveys
483,Krankheit::N,шог,tauti
484,Krankheit::N,шог,sairaus
485,Schmerz::N,зубыт,kipu
486,Schmerz::N,зубыт,särky
487,Wunde::N,рана,haava
488,Fieber::N,лёк тресся,kuume
489,Fieber::N,кынтан шогӧт,kuume
490,Arznei::N,лекарство,lääke
491,Brücke::N,пос,silta
492,Brunnen::N,колодец ,kaivo
493,Weide::N,пода йирсян,laidun
494,Pfad::N,туй,polku
495,Weg::N,туй,tie
496,Straße::N,туй,katu
497,Dorf::N,деревня,kylä
498,Stadt::N,город,kaupunki
499,Brief::N,гижӧт,kirje
500,Buch::N,книга,kirja
501,Buchstabe::N,буква,kirjain
502,Zeitung::N,газета,lehti
503,Zeitung::N,газета,sanomalehti
504,Leben::N,олан,elo
505,Leben::N,олан,elämä
506,Tod::N,кулӧм,kuolema
507,Grab::N,гу,hauta
508,Kirche::N,вичку,kirkko
509,Sünde::N,грек,synti
510,Gott::N,ен,jumala
511,Arbeiter::N,уджалiсь,työläinen
512,Chef::N,начальник,päällikkö
513,Meister::N,мастер,mestari
514,Arzt::N,врач,lääkäri
515,Lehrer::N,велӧтісь,opettaja
516,Geld::N,деньга,raha
517,Geschäft::N,удж,liike
518,Laden::N,магазин,puoti
519,Laden::N,магазин,kauppa
520,Preis::N,дон,hinta
521,Ware::N,товар,tavara
522,Nutzen::N,путь,hyöty
523,Reichtum::N,богатство,rikkaus
524,Welt::N,му,maailma
525,Land::N,страна,maa
526,Staat::N,государство,valtio
527,König::N,кан,kuningas
528,Macht::N,власть,mahti
529,Grenze::N,граница,raja
530,Krieg::N,война,sota
531,Feind::N,враг,vihollinen
532,Kampf::N,нярасьӧм,taistelu
533,Kampf::N,вермасьӧм,taistelu
534,Bogen[Waffe]::N,лук,jousi
535,Pfeil::N,ньӧв,nuoli
536,Gewehr::N,ружьё,kivääri
537,Fehler::N,ошибка,vika
538,Fehler::N,ошибка,virhe
539,Lüge::N,ылӧтӧм,valhe
540,Lüge::N,пӧрьялӧм,valhe
541,Schaden::N,лёк,vaurio
542,Schaden::N,лёк,vahinko
543,Unglück::N,пик,vahinko
544,Unglück::N,пик,onnettomuus
545,Unglück::N,оказзё,vahinko
546,Unglück::N,оказзё,onnettomuus
547,Schuld::N,вина,syy
548,Schluss::N,ком,loppu
549,Zeit::N,кад,aika
550,Tag::N,лун,päivä
551,Morgen::N,асыв,aamu
552,Morgen::N,асыв,huomen
553,Mittag::N,луншӧр кад,keskipäivä
554,Abend::N,рыт,ilta
555,Nacht::N,ой,yö
556,Woche::N,неделя,viikko
557,Monat::N,тӧлicь,kuukausi
558,Jahr::N,год,vuosi
559,Frühling::N,тулыс,kevät
560,Sommer::N,гожум,kesä
561,Herbst::N,ар,syksy
562,Winter::N,тӧв,talvi
563,Januar::N,январ,tammikuu
564,Februar::N,февраль,helmikuu
565,März::N,март,maaliskuu
566,April::N,апрель,huhtikuu
567,Mai::N,май,toukokuu
568,Juni::N,юнь,kesäkuu
569,Juli::N,юль,heinäkuu
570,August::N,август,elokuu
571,September::N,сентяб,syyskuu
572,Oktober::N,октяб,lokakuu
573,November::N,нояб,marraskuu
574,Dezember::N,декаб,joulukuu
575,Montag::N,вильлун,maanantai
576,Dienstag::N,мӧдӧдзлун,tiistai
577,Mittwoch::N,шӧрлун,keskiviikko
578,Donnerstag::N,нёльӧдзлун,torstai
579,Freitag::N,витӧдзлун,perjantai
580,Samstag::N,пывсянлун,lauantai
581,Sonntag::N,кресення,sunnuntai
582,groß::A,ыджыт,iso
583,groß::A,ыджыт,suuri
584,klein::A,учӧтик,pieni
585,lang::A,кузь,pitkä
586,kurz::A,дженыт,lyhyt
587,breit::A,ота,leveä
588,schmal::A,векнит,kapea
589,dicht::A,тшӧк,taaja
590,dick[Gegenstand]::A,кыз,paksu
591,dünn::A,вӧснит,ohut
592,fein::A,вӧснит,hieno
593,fest::A,крепыт,luja
594,flach::A,лапкӧса,litteä
595,flach::A,лапкӧса,tasainen
596,glatt::A,волькыт,sileä
597,glatt::A,волькыт,siloinen
598,hart::A,чӧрыт,kova
599,weich::A,небыт,pehmeä
600,rund::A,гӧгрӧса,pyöreä
601,spitz::A,ёся,terävä
602,scharf::A,лэчыт,terävä
603,stumpf::A,ныж,tylsä
604,schwer::A,сьӧкыт,raskas
605,schwer::A,сьӧкыт,painava
606,schön::A,басӧк,kaunis
607,heiß::A,жар,kuuma
608,warm::A,шоныт,lämmin
609,kalt::A,кӧдзыт,kylmä
610,kalt::A,кӧдзыт,viluinen
611,kühl::A,сайкыт,viileä
612,frisch::A,виль,tuore
613,feucht::A,вакодь,kostea
614,nass::A,ва,märkä
615,trocken::A,кӧс,kuiva
616,voll::A,тыра,täysi
617,leer::A,тыртӧм,tyhjä
618,offen::A,оссьӧм,avonainen
619,geschlossen::A,игана,suljettu
620,geschlossen::A,пӧдана,suljettu
621,sauber::A,сӧдз,puhdas
622,sauber::A,сӧстӧм,puhdas
623,schmutzig::A,нятьӧсь,likainen
624,roh::A,путӧм,raaka
625,reif::A,кисьмалӧм,kypsä
626,lecker::A,кӧра ,herkullinen
627,süß::A,чӧскыт,makea
628,bitter::A,курыт,karvas
629,bitter::A,курыт,kitkerä
630,sauer::A,шӧма ,hapan
631,hell::A,югыт,kirkas
632,hell::A,югыт,valoisa
633,dunkel::A,пемыт,pimeä
634,schwarz::A,сьӧд,musta
635,weiß::A,чочком,valkea
636,rot::A,гӧрд,punainen
637,gelb::A,веж,keltainen
638,blau::A,лӧз,sininen
639,grün::A,веж,vihreä
640,grau::A,руд,harmaa
641,grau::A,бусӧй,harmaa
642,bunt::A,быдрӧма,kirjava
643,billig::A,донтӧм,halpa
644,billig::A,донтӧм,huokea
645,teuer::A,дона,kallis
646,wertvoll::A,дона,arvokas
647,blind::A,синтӧм,sokea
648,taub::A,пельтӧм,kuuro
649,kräftig::A,вына,väkevä
650,kräftig::A,вына,voimakas
651,stark::A,вына,vahva
652,schwach::A,некодя,heikko
653,fett::A,госа,lihava
654,schlank::A,статя,hoikka
655,schlank::A,статя,solakka
656,hübsch::A,басӧк,soma
657,hübsch::A,басӧк,sievä
658,böse::A,лёк,paha
659,böse::A,лёк,häijy
660,dumm::A,бӧбӧв,tyhmä
661,dumm::A,бӧбӧв,typerä
662,dumm::A,вежӧртӧм,tyhmä
663,dumm::A,вежӧртӧм,typerä
664,faul::A,дыш,laiska
665,fleißig::A,уджалicь,ahkera
666,geizig::A,жикмӧра,saita
667,geizig::A,горшаліcь,saita
668,klug::A,авья,älykäs
669,klug::A,вежӧра,älykäs
670,geschickt::A,кипода,taitava
671,lieb::A,муса,rakas
672,lieb::A,дзулиньӧй,rakas
673,lustig::A,гажа,hauska
674,lustig::A,гажа,iloinen
675,sanft::A,лебезнӧй,lauha
676,sanft::A,лебезнӧй,lempeä
677,hungrig::A,тшыг,nälkäinen
678,krank::A,шогалiсь,sairas
679,nackt::A,куш,alaston
680,traurig::A,жугыль,surullinen
681,traurig::A,жугыль,murheellinen
682,lebendig::A,ловья,elävä
683,gut::A,бур,hyvä
684,schlecht::A,умӧль,paha
685,schlecht::A,умӧль,huono
686,schlimm::A,нештӧм,paha
687,alt::A,важ,vanha
688,neu::A,виль,uusi
689,ehemalig::A,вӧвлӧм,entinen
690,ehemalig::A,вӧвлӧм,muinainen
691,alt[Lebewesen]::A,года,vanha
692,alt[Lebewesen]::A,годдэза,vanha
693,jung::A,том,nuori
694,arm::A,гов,köyhä
695,arm::A,беднӧй,köyhä
696,reich::A,эма,rikas
697,bekannt::A,тӧдса,tuttu
698,bekannt::A,тӧдса,tunnettu
699,fremd::A,чужӧй,vieras
700,verschieden::A,быдкодь,eri
701,verschieden::A,быдкодь,erilainen
702,nah::A,матiсь,läheinen
703,fern::A,ылicь,etäinen
704,linker::A,шульга,vasen
705,rechter::A,веськытланись,oikea
706,anderer::A,мукӧд,muu
707,anderer::A,мукӧд,toinen
708,erster::A,медодзза,ensimmäinen
709,zweiter::A,кыкӧт,toinen
710,dritter::A,куимӧт,kolmas
711,dritter::A,куимӧдз,kolmas
712,letzter::A,бӧрья,viimeinen
713,letzter::A,мёдбӧрья,viimeinen
714,auf einmal::ADV,тшӧтш,yhdellä kertaa
715,zusammen::ADV,ӧтлаын,yhdessä
716,lange::ADV,дыр,kauan
717,lange::ADV,дыр,pitkään
718,plötzlich::ADV,друг,äkkiä
719,sofort::ADV,тшӧтш,heti
720,später::ADV,медбӧрын,myöhemmin
721,jetzt::ADV,ӧні,nyt
722,heute::ADV,талун,tänään
723,morgen::ADV,ашын,huomenna
724,bald::ADV,чожа,pian
725,dann::ADV,сыбӧрын,sitten
726,gestern::ADV,тӧн,eilen
727,einst::ADV,ӧтпыр,aikanaan
728,damals::ADV,сэк,silloin
729,damals::ADV,сэк,siihen aikaan
730,damals::ADV,сэки,silloin
731,damals::ADV,сэки,siihen aikaan
732,danach::ADV,сэсся,sen jälkeen
733,vorher::ADV,одзжык,ennen
734,zuerst::ADV,наперво,ensin
735,zuerst::ADV,наперво,ensiksi
736,einmal::ADV,ӧтпыр,kerran
737,manchmal::ADV,мукӧдпыр,joskus
738,oft::ADV,-лы-,usein
739,immer::ADV,быдпыр,aina
740,immer::ADV,быдпырся,aina
741,niemals::ADV,некӧр,ei koskaan
742,hier::ADV,татӧн,tässä
743,hier::ADV,татӧн,täällä
744,hierhin::ADV,татчӧ,tähän
745,von hier::ADV,тасянь,tästä
746,von hier::ADV,тасянь,täältä
747,dort::ADV,сэтӧн,siinä
748,dort::ADV,сэтӧн,siellä
749,dorthin::ADV,сэтчин,sinne
750,dorthin::ADV,сэтчин,tuonne
751,geradeaus::ADV,веськыта,suoraan
752,vorwärts::ADV,одзӧ,eteenpäin
753,rückwärts::ADV,бӧр,taaksepäin
754,zurück::ADV,бӧр,takaisin
755,unten::ADV,увтын,alhaalla
756,hinab::ADV,увтас,alas
757,oben::ADV,вевдӧрас,ylhäällä
758,hinauf::ADV,вывлань,ylös
759,hinauf::ADV,вывланьӧ,ylös
760,überall::ADV,быдлан,kaikkialla
761,nicht::ADV,ог,ei
762,ein wenig::ADV,-ышт,vähän
763,ein wenig::ADV,невна,vähän
764,kaum::ADV,ӧдва,tuskin
765,sehr::ADV,вывтi,kovin
766,sehr::ADV,вывтi,oikein
767,so::ADV,сiдз,näin
768,noch::ADV,эшӧ,vielä
769,nur::ADV,только,vain
770,nur::ADV,только,ainoastaan
771,schon::ADV,ни,jo
772,wieder::ADV,бӧра,taas
773,wieder::ADV,бӧра,jälleen
774,vergebens::ADV,весись,turhaan
775,vor::PRP,одзас,edessä
776,hinter::PRP,бӧрӧ,takana
777,unter::PRP,увтын,alla
778,durch::PRP,пыр,läpi
779,durch::PRP,пыр,kautta
780,neben::PRP,бокам,vieressä
781,neben::PRP,боксиным,vieressä
782,zwischen::PRP,коласас,välillä
783,wegen::PRP,понда,takia
784,wegen::PRP,понда,vuoksi
785,dies::PRN,эта,tämä
786,das::PRN,сiя,se
787,alles::PRN,быдӧс,kaikki
788,ich::PRN,ме,minä
789,du::PRN,тэ,sinä
790,er::PRN,сiя,hän
791,wir::PRN,мийӧ,me
792,ihr::PRN,ті,te
