,Concept_ID,sl,ta
77,Nebel::N,meglà,பனிமூட்டம்
78,Wolke::N,oblák,மேகம்
79,Regen::N,dèž,மழை
80,Schnee::N,snég,உறைபனி
81,Eis::N,léd,பனிக்கட்டி
82,Frost::N,zmrzál,உறைபனி
83,Kälte::N,mràz,குளிர்ந்த
84,Hitze::N,pripéka,சூடு
85,Raureif::N,ívje,உறைபனி வெண்திரை
86,Raureif::N,slána,உறைபனி வெண்திரை
87,Regenbogen::N,mávrica,வானவில்
88,Donner::N,gròm,இடி
89,Strömung::N,strúja,நீரோட்டம்
90,Tropfen::N,káplja,துளி
91,Schaum::N,péna,நுரை
92,Schmutz::N,nesnága,அழுக்கு
93,See::N,jézero,ஏரி
94,Sumpf::N,močvírje,சதுப்பு நிலம்
95,Moor::N,bárje,முட்புதற்காடு
96,Wiese::N,trávnik,பசும் புல்தரை
97,Wald::N,lés,காடு
98,Wald::N,gòzd,காடு
99,Hügel::N,brég,குன்று
100,Hügel::N,goríca,குன்று
101,Anhöhe::N,gríč,பதுக்கை
102,Anhöhe::N,višína,பதுக்கை
103,Berg::N,gôra,மலை
104,Berg::N,planína,மலை
105,Gipfel::N,vŕh,உச்சி மாநாடு
106,Höhle::N,jáma,குகை
107,Höhle::N,votlína,குகை
108,Abhang::N,pobóčje,சரிவு
109,Quelle::N,izvír,மூலம்
110,Bach::N,pôtok,ஓடை
111,Fluss::N,réka,ஆறு
112,Ufer::N,brég,நீர்க்கரை
113,Küste::N,obála,கடற்கரை
114,Küste::N,obréžje,கடற்கரை
115,Festland::N,celína,நிலம்
116,Festland::N,kopnína,நிலம்
117,Meer::N,mórje,கடல்
118,Bucht::N,zalív,சிறுகுடா
119,Insel::N,ôtok,தீவு
120,Blume::N,cvetlíca,பூ
121,Gras::N,tráva,புல்தரை
122,Wurzel::N,korenína,வேர்
123,Baum::N,drevó,மரம்
124,Stamm::N,dêblo,அடிமரம்
125,Rinde::N,lúbje,பட்டை
126,Rinde::N,lúbje,மரப்பட்டை
127,Rinde::N,skórja,பட்டை
128,Rinde::N,skórja,மரப்பட்டை
129,Ast::N,véja,கினை
130,Zweig::N,véja,குச்சி
131,Blatt::N,líst,இலை
132,Birke::N,bréza,பிர்ச் மரம்
133,Kiefer[Baum]::N,bòr,தேவதாரு மரம்
134,Weide[Baum]::N,vŕba,மர வகைகளுள் ஒன்று
135,Tanne::N,hója,சாதிக்கய்
136,Horn::N,róg,கொம்பு
137,Feder::N,peró,இறகு
138,Fell::N,kŕzno,மென்முடி
139,Flügel::N,krílo,இறக்கை
140,Klaue::N,párkelj,நகம்
141,Kralle::N,krémpelj,நகம்
142,Schwanz::N,rèp,வால்
143,Ei::N,jájce,முட்டை
144,Nest::N,gnézdo,கூடு
145,Bau::N,brlòg,குகை
146,Tier::N,živál,விலங்கு
147,Herde::N,čréda,கூட்டம்
148,Kuh::N,kráva,பசு
149,Bulle::N,bìk,காளை
150,Pferd::N,kònj,குதிரை
151,Schaf::N,ôvca,செம்மறிஆடு
152,Schwein::N,svínja,பன்றி
153,Hund::N,pès,நாய்
154,Katze::N,máčka,பூனை
155,Bär::N,mêdved,கரடி
156,Eichhörnchen::N,véverica,அணில்
157,Elch::N,lós,கடம்பை
158,Fuchs::N,lisíca,நரி
159,Hase::N,zájec,முயல்
160,Maus::N,mìš,எலி
161,Wolf::N,vólk,ஓநாய்
162,Vogel::N,ptìč,பறவை
163,Vogel::N,ptíca,பறவை
164,Schwarm::N,játa,தொகுதி
165,Huhn::N,kokóš,கோழிக்குஞசு
166,Hahn::N,petêlin,சேவல்
167,Gans::N,gós,பெண் வாத்து
168,Adler::N,ôrel,பருநது
169,Ente::N,ráca,வாத்து
170,Eule::N,sôva,ஆந்தை
171,Kranich::N,žerjàv,நாரை
172,Krähe::N,vrána,காகம்
173,Kuckuck::N,kúkavica,குயில்
174,Schwan::N,labód,அன்னம்
175,Fisch::N,ríba,மீன்
176,Barsch::N,ostríž,பேர்ச்
177,Hecht::N,ščúka,கோலாச்சி மீன்
178,Schlange[Tier]::N,káča,பாம்பு
179,Wurm::N,čr̀v,புழு
180,Wurm::N,glísta,புழு
181,Spinne::N,pájek,சிலந்தி
182,Ameise::N,mrávlja,எறும்பு
183,Laus::N,úš,பேன்
184,Mücke::N,komár,கொசுவினப்பூச்சி
185,Fliege::N,múha,ஈ
186,Schmetterling::N,metúlj,வண்ணத்துப்பூச்சி
187,Beere::N,jágoda,சதைப்பழம்
188,Apfel::N,jábolko,ஆப்பிள பழம்
189,Pilz::N,góba,காளான்
190,Zwiebel::N,čebúla,வெங்காயம்
191,Saat::N,séme,விதை
192,Korn::N,zŕno,தானியம்
193,Heu::N,senó,வைக்கோல்
194,Schale::N,lupína,தோல்
195,Grube::N,jáma,குழி
196,Falle::N,pást,பொறி
197,Schlinge::N,zánka,கண்ணி
198,Schlinge::N,pêtlja,கண்ணி
199,Spur::N,sléd,சுவடு
200,Asche::N,pepél,சாம்பல்
201,Dreck::N,bláto,அழுக்கு
202,Eisen::N,želézo,இரும்பு
203,Gold::N,zlató,தங்கம்
204,Silber::N,srebró,வெள்ளி
205,Kohle::N,ógel,நிலக்கரி
206,Glas::N,stêklo,கண்ணாடி
207,Lehm::N,ílo,களிமண்
208,Sand::N,pések,மணல்
209,Mensch::N,člôvek,மனிதர்கள்
210,Mann::N,móž,மனிதன்
211,Mann::N,môški,மனிதன்
212,Frau::N,gospá,பெண்
213,Frau::N,žénska,பெண்
214,Kind::N,déte,குழந்தை
215,Kind::N,otròk,குழந்தை
216,Junge::N,fànt,பையன்
217,Junge::N,déček,பையன்
218,Mädchen::N,deklè,சிறுமி
219,Mädchen::N,déklica,சிறுமி
220,Familie::N,družína,குடும்பம்
221,Großvater::N,dèd,தாத்தா
222,Großvater::N,dédek,தாத்தா
223,Großmutter::N,bábica,பாட்டி
224,Eltern::N,stárši,பெற்றோர்
225,Vater::N,ôče,தந்தை
226,Mutter::N,máma,தாய்
227,Sohn::N,sín,மகன்
228,Tochter::N,hčí,மகள்
229,Tochter::N,hčérka,மகள்
230,Bruder::N,bràt,சகோதரன்
231,Schwester::N,sêstra,அக்கா
232,Onkel::N,újec,தாய் மாமன்
233,Onkel::N,stríc,தாய் மாமன்
234,Tante::N,têta,அத்தை
235,Tante::N,strína,அத்தை
236,Ehemann::N,móž,கணவன்
237,Ehemann::N,sopróg,கணவன்
238,Ehefrau::N,žêna,மனைவி
239,Ehefrau::N,sopróga,மனைவி
240,Freude::N,rádost,கொண்டாட்டம்
241,Freude::N,vesêlje,கொண்டாட்டம்
242,Gelächter::N,sméh,சிரிப்பு
243,Gelächter::N,grohòt,சிரிப்பு
244,Glück::N,sréča,மகிழ்ச்சி
245,Kummer::N,gorjé,துயரம்
246,Wunsch::N,žêlja,விருப்பம்
247,Lust::N,poželênje,விருப்பம்
248,Geist::N,dúša,ஆன்மா
249,Gedanke::N,mísel,எண்ணம்
250,Gedächtnis::N,pámet,ஞாபகம்
251,Sinn::N,pomèn,அர்த்தம்
252,Sinn::N,smísel,அர்த்தம்
253,Grund::N,vzròk,காரணம்
254,Wahrheit::N,resníca,உண்நை
255,Gespräch::N,pogóvor,பெசு
256,Märchen::N,právljica,நம்பத்தகாத கதை
257,Erzählung::N,povést,கதை
258,Nachricht::N,sporočílo,செய்தி
259,Neuigkeit::N,novóst,செய்தி
260,Name::N,imé,பெயர்
261,Rätsel::N,ugánka,புதிர்
262,Rede::N,góvor,பேச்சு
263,Sprache::N,jêzik,மொழி
264,Stimme::N,glás,குரல்
265,Wort::N,beséda,வார்த்தை
266,Zeichen::N,znák,குறி
267,Ruf::N,klíc,அழைப்பு
268,Lärm::N,hrúp,சத்தம்
269,Lärm::N,trúšč,சத்தம்
270,Laut::N,glás,ஒலி
271,Ton::N,tón,குரல்
272,Lied::N,pésem,பாட்டு
273,Ruhe::N,pokòj,அமைதி
274,Leute::N,ljudjé,மக்கள்
275,Volk::N,národ,மக்கள்
276,Arbeit::N,délo,வேலை
277,Gast::N,gòst,விருந்தாளி
278,Geschenk::N,darílo,பரிசுப் பொருள்
279,Spiel::N,ígra,விளையாட்டு
280,Gesellschaft::N,drúžba,சமுதாயம்
281,Hilfe::N,pomóč,உதவி
282,Freund::N,prijátelj,நண்பன்
283,Kamerad::N,továriš,உடனிருப்பவன்
284,Angelegenheit::N,zadéva,செய்தி
285,Anzahl::N,števílo,எண்ணிக்கை
286,Art::N,vŕsta,வகை
287,Stück::N,kós,துண்டம்
288,Teil::N,dél,பகுதி
289,Hälfte::N,polovíca,பாதி
290,Kreis::N,króg,வட்டம்
291,Kreis::N,kolobár,வட்டம்
292,Kreuz::N,kríž,சிலுவை
293,Linie::N,próga,கோடு
294,Strich::N,čŕta,வாத நோய்
295,Abstand::N,preslédek,இடைவெளி
296,Entfernung::N,oddáljenost,தூரம்
297,Gegend::N,kràj,வட்டாரம்
298,Gegend::N,dežêla,வட்டாரம்
299,Platz::N,prôstor,வெற்றிடம்
300,Ort::N,mésto,இடம்
301,Seite::N,bòk,பக்கம்
302,Seite::N,strán,பக்கம்
303,Mitte::N,sredína,இடைப்பகுதி
304,Gegenstand::N,prédmet,உருப்படி
305,Sache::N,réč,பொருள்
306,Sache::N,stvár,பொருள்
307,Rand::N,kràj,தொங்கு
308,Kante::N,rób,விளிம்பு
309,Ecke::N,vogál,மூலை
310,Spitze::N,óst,முனை
311,Ende::N,kônec,முடிவு
312,Loch::N,lúknja,துளை
313,Winkel::N,kót,கோணம்
314,Muster::N,vzórec,பாங்கு
315,Größe::N,veličína,அளவு
316,Länge::N,dolžína,நீளம்
317,Höhe::N,vršína,உயரம்
318,Gewicht::N,téža,எடை
319,Menge::N,količína,தொகை
320,Haufen::N,kùp,குவியல்
321,Haufen::N,kopíca,குவியல்
322,Reihe::N,níz,வரிசை
323,Reihe::N,vŕsta,வரிசை
324,Boot::N,čóln,படகு
325,Ruder::N,vêslo,துடுப்பு
326,Schlitten::N,saní,சகடையிலா வண்டி
327,Ski::N,smučí,பனிச் சறுக்கல்
328,Lagerfeuer::N,táborni ôgenj,மூட்டம்
329,Last::N,tôvor,பாரம்
330,Gang::N,hòd,நடை
331,Schritt::N,korák,காலடி
332,Norden::N,séver,வடக்கு
333,Süden::N,júg,தெற்கு
334,Westen::N,zapàd,மேற்கு திசை
335,Osten::N,vzhòd,கிழக்கு
336,Holz::N,lés,மரக்கட்டை
337,Brett::N,deskà,பலகை
338,Platte::N,plôča,பலகம்
339,Stütze::N,opóra,அடைப்புகன்
340,Stütze::N,zaslómba,அடைப்புகன்
341,Stange::N,gréd,கம்பம்
342,Stock::N,pálica,குச்சி
343,Stab::N,pálica,கம்பு
344,Rohr::N,cév,குழாய்
345,Haus::N,híša,வீடு
346,Heim::N,dóm,வீடு
347,Ofen::N,péč,அடுப்பு
348,Fußboden::N,pòd,தரை
349,Tisch::N,míza,மேசை
350,Stuhl::N,stòl,நாற்காலி
351,Wiege::N,zíbel,தொட்டில்
352,Bett::N,póstelja,படுக்கை
353,Regal::N,políca,அலமாரி
354,Kiste::N,zabòj,பெட்டி
355,Fenster::N,ôkno,சாளரம்
356,Tür::N,vráta,கதவு
357,Tor::N,velíka vráta,வாசற்கதவு
358,Zaun::N,ográja,வேலி
359,Dach::N,stréha,கூரை
360,Leiter::N,léstev,ஏணி
361,Besen::N,mêtla,விளக்குமாறு
362,Spaten::N,lopáta,மண்வெட்டி
363,Schaufel::N,lopáta,அடிதண்டா
364,Gabel::N,vílice,முட்கரண்டி
365,Löffel::N,žlíca,கரண்டி
366,Messer::N,nòž,கத்தி
367,Nagel::N,žebèlj,ஆணி
368,Netz::N,mréža,வலை
369,Haken::N,kljúka,கொக்கி
370,Griff::N,ročáj,கைப்பிடி
371,Griff::N,oprijèm,கைப்பிடி
372,Schloss::N,ključávnica,பூட்டு
373,Bild::N,slíka,படம்
374,Figur::N,figúra,எண்ணிக்கை
375,Figur::N,postáva,எண்ணிக்கை
376,Puppe::N,lútka,பொம்மை
377,Beutel::N,môšnja,பை
378,Bündel::N,cúla,பொதி
379,Bündel::N,svéženj,பொதி
380,Tasche::N,tórba,பை
381,Tasche::N,tobôlec,பை
382,Eimer::N,vêdro,வாளி
383,Deckel::N,pokròv,உறை
384,Deckel::N,poklópec,உறை
385,Geschirr::N,posóda,பாத்திரம்
386,Sack::N,vréča,பை
387,Tasse::N,skodélica,கிண்ணம்
388,Topf::N,lônec,பானை
389,Kessel::N,kôtel,கெண்டி
390,Essen::N,hrána,உணவருந்துதல்
391,Nahrung::N,živílo,உணவு
392,Speise::N,jéd,உணவு வகை
393,Fleisch::N,mesó,இறைச்சி
394,Getreide::N,žíto,மக்காச்சோளம்
395,Brei::N,káša,கஞ்சி
396,Brot::N,krùh,ரொட்டி
397,Scheibe::N,réženj,துண்டு
398,Fett::N,mást,கொழுப்பு
399,Fett::N,maščôba,கொழுப்பு
400,Butter::N,máslo,வெண்ணெய்
401,Öl::N,ólje,எண்ணெய்
402,Salz::N,sól,உப்பு
403,Suppe::N,júha,ரசம்
404,Honig::N,méd,தேன்
405,Milch::N,mléko,பால்
406,Tee::N,čáj,தெனீர்
407,Leder::N,úsnje,பதம் செய்யப்பட்ட தோல்
408,Wolle::N,vólna,கம்பளி
409,Stoff::N,blagó,துணி
410,Nadel::N,ígla,ஊசி
411,Faden::N,nít,நூல்
412,Knopf::N,gúmb,பொத்தான்
413,Knoten::N,vôzel,முடிச்சு
414,Farbe::N,bárva,வண்ணக் குழம்பு
415,Kleidung::N,obléka,ஆடைகள்
416,Hemd::N,srájca,சட்டை
417,Kragen::N,ovrátnik,கழுத்துப் பட்டை
418,Ärmel::N,rokáv,சட்டைக்கை
419,Hose::N,hláče,கால்சட்டை
420,Gürtel::N,pás,பெல்ட்
421,Mütze::N,kápa,தொப்பி
422,Mütze::N,čépica,தொப்பி
423,Schuh::N,čévelj,காலணி
424,Stiefel::N,škórenj,காலணி
425,Ring::N,pŕstan,மோதிரம்
426,Band::N,trák,நாடா
427,Kamm::N,glavník,கீப்பு
428,Spiegel::N,zrcálo,ஆடி
429,Spiegel::N,zrcálo,கண்ணாடி
430,Spiegel::N,ogledálo,ஆடி
431,Spiegel::N,ogledálo,கண்ணாடி
432,Riemen::N,jêrmen,வார்
433,Schnur::N,vŕvca,கயிறு
434,Leine::N,konôpec,தோல்வார்
435,Decke::N,odéja,போர்வை
436,Kissen::N,blazína,தலையணை
437,Tuch::N,pŕt,துணி
438,Tuch::N,rúta,துணி
439,Handtuch::N,brisáča,தண்டு
440,Kraft::N,síla,நிர்பந்தம்
441,Stärke::N,jákost,பலம்
442,Gesundheit::N,zdrávje,ஆரோக்கியம்
443,Krankheit::N,bolézen,நோய்
444,Schmerz::N,ból,வலி
445,Schmerz::N,bolečína,வலி
446,Wunde::N,rána,காயம்
447,Fieber::N,vročína,காய்ச்சல்
448,Arznei::N,lék,மருந்து
449,Arznei::N,zdravílo,மருந்து
450,Brücke::N,móst,பாலம்
451,Brunnen::N,vodnják,கேணி
452,Weide::N,páša,மேய்ச்சல் நிலம்
453,Pfad::N,stezà,நடை வழி
454,Weg::N,pót,வழி
455,Straße::N,césta,சாலை
456,Dorf::N,vás,கிராமம்
457,Stadt::N,mésto,நகரம்
458,Brief::N,písmo,கடிதம்
459,Buch::N,knjíga,புத்தகம்
460,Buchstabe::N,čŕka,எழத்து
461,Zeitung::N,čásnik,செய்தித்தாள்
462,Leben::N,življênje,வாழ்க்கை
463,Tod::N,smŕt,மரணம்
464,Grab::N,gròb,சமாதி
465,Kirche::N,cérkev,தேவாலயம்
466,Sünde::N,gréh,பாவம்
467,Gott::N,bóg,கடவுள்
468,Arbeiter::N,délavec,தொழிலாளி
469,Chef::N,šéf,மேலாளர்
470,Meister::N,mójster,தலைவன்
471,Arzt::N,zdravník,மருத்துவர்
472,Lehrer::N,učítelj,ஆசிரியர்
473,Geld::N,denár,பணம்
474,Geschäft::N,kupčíja,வாணிபம்
475,Laden::N,trgovína,கடை
476,Preis::N,céna,விலை
477,Ware::N,róba,சாமன்கள்
478,Nutzen::N,príd,இலாபம்
479,Reichtum::N,bogástvo,சொத்து
480,Welt::N,svét,உலகம்
481,Land::N,dežêla,நாடு
482,Staat::N,držáva,நாடு
483,König::N,králj,அரசன்
484,Macht::N,oblást,அதிகாரம்
485,Grenze::N,mêja,எல்லை
486,Krieg::N,vôjna,போர்
487,Feind::N,sovrážnik,எதிரி
488,Gewalt::N,nasílje,வன்முறை
489,Kampf::N,bòj,போராட்டம்
490,Kampf::N,bórba,போராட்டம்
491,Bogen[Waffe]::N,lók,வில்
492,Pfeil::N,puščíca,அம்பு
493,Gewehr::N,púška,துப்பாக்கி
494,Fehler::N,zmóta,தவறு
495,Lüge::N,láž,பொய்
496,Schaden::N,okvára,சேதாரம்
497,Unglück::N,nesréča,இடையூறு
498,Schuld::N,krívda,குற்றம்
499,Alter::N,dôba,வயது
500,Schluss::N,kônec,முடிவு
501,Zeit::N,čàs,காலம்
502,Tag::N,dán,நாள்
503,Morgen::N,jútro,காலை நேரம்
504,Mittag::N,póldan,மதியம்
505,Abend::N,večér,மாலைப் பொழுது
506,Nacht::N,nóč,இரவு
507,Woche::N,téden,வாரம்
508,Monat::N,mésec,மாதம்
509,Jahr::N,léto,வருடம்
510,Frühling::N,pomlád,வசந்தம்
511,Sommer::N,polétje,கோடை
512,Herbst::N,jesén,இலையுதிர் காலம்
513,Winter::N,zíma,குளிர்காலம்
514,Januar::N,jánuar,ஜனவரி
515,Februar::N,fébruar,பிபரவரி மாதம்
516,März::N,márec,மார்ச் மாதம்
517,April::N,apríl,ஏப்ரல் மாதம்
518,Mai::N,máj,மே மாதம்
519,Juni::N,júnij,ஜூன் மாதம்
520,Juli::N,júlij,ஜூலை மாதம்
521,August::N,avgúst,ஆகஸ்ட் மாதம்
522,September::N,septêmber,செப்டம்பர் மாதம்
523,Oktober::N,október,அக்டோபர் மாதம்
524,November::N,novêmber,நவம்பர் மாதம்
525,Dezember::N,decémber,டிசம்பர்
526,Montag::N,ponedéljek,திங்கட் கிழமை
527,Dienstag::N,tôrek,செவ்வாய்க்கிழமை
528,Mittwoch::N,sréda,புதன் கிழமை
529,Donnerstag::N,četŕtek,வியாழக் கிழமை
530,Freitag::N,pétek,வெள்ளிக்கிழமை
531,Samstag::N,sobóta,சனிக்கிழமை
532,Sonntag::N,nedélja,ஞாயிறுக் கிழமை
533,groß::A,vêlik,பெரிய
534,klein::A,májhen,சிறிய
535,lang::A,dólg,நீண்ட
536,kurz::A,krátek,குட்டையான
537,breit::A,širòk,அகலமான
538,schmal::A,ózek,குறுகலான
539,dicht::A,góst,அடர்த்தியான
540,dick[Gegenstand]::A,dêbel,தடித்த
541,dünn::A,tánek,சன்னமான
542,fein::A,drôben,மெல்லிய
543,fest::A,tŕden,உறுதியாள
544,flach::A,plán,தட்டையான
545,flach::A,plòsk,தட்டையான
546,glatt::A,gládek,வழுவழுப்பான
547,hart::A,tŕd,கடினமான
548,weich::A,mehák,மென்மையான
549,rund::A,okrógel,உருண்டையான
550,spitz::A,šílast,திகந்தமாக
551,scharf::A,óster,கூரான
552,stumpf::A,tóp,உளம் திறந்த
553,stumpf::A,skŕhan,உளம் திறந்த
554,schwer::A,têžek,கனமான
555,schön::A,lép,அழகான
556,schön::A,krásen,அழகான
557,heiß::A,vròč,சூடான
558,warm::A,tôpel,இதமான
559,kalt::A,mŕzel,குளிர்ச்சியான
560,kalt::A,hláden,குளிர்ச்சியான
561,kühl::A,hláden,குளிர்ச்சியான
562,frisch::A,svéž,சுத்தமான
563,feucht::A,vlážen,ஈரமான
564,nass::A,móker,ஈரமான
565,trocken::A,súh,உலர்ந்த
566,voll::A,póln,நிரம்பிய
567,leer::A,prázen,காலியான
568,offen::A,odpŕt,திறந்த
569,geschlossen::A,zapŕt,மூடப்பட்ட
570,sauber::A,číst,சுத்தமான
571,sauber::A,líčen,சுத்தமான
572,schmutzig::A,umázan,அழக்கான
573,roh::A,suròv,கச்சா
574,reif::A,zrèl,பழுத்த
575,lecker::A,okúsen,சுவைமிக்க
576,süß::A,sládek,இனிப்பான
577,bitter::A,grenák,கசப்பான
578,sauer::A,kísel,புளிப்பாக
579,hell::A,svetèl,பளபளப்பான
580,dunkel::A,temèn,கருமையான
581,schwarz::A,čŕn,கருப்பு வண்ண
582,weiß::A,bél,வெண்மையன
583,rot::A,rdèč,சிவப்பு
584,gelb::A,žólt,மஞ்சள் வண்ணம்
585,gelb::A,rumèn,மஞ்சள் வண்ணம்
586,blau::A,móder,நீல வண்ண
587,grün::A,zelèn,பச்சை வண்ண
588,grau::A,sív,சாம்பல் நிற
589,bunt::A,písan,வண்ண மயமான
590,billig::A,pocéni,மலிவான
591,teuer::A,drág,விலை அதிகமான
592,wertvoll::A,dragocén,மதிப்புள்ள
593,blind::A,slép,பார்வையற்ற
594,taub::A,glúh,செவிடான
595,kräftig::A,močán,வலிமையான
596,stark::A,ják,பலமான
597,schwach::A,šíbek,பலவீனமான
598,fett::A,dêbel,பருமனாக
599,schlank::A,vítek,ஒல்லியான
600,hübsch::A,lép,அழகிய
601,böse::A,zèl,கேடு விளைவிக்கும்
602,böse::A,hudôben,கேடு விளைவிக்கும்
603,dumm::A,glúp,முட்டாள்தனமான
604,dumm::A,bédast,முட்டாள்தனமான
605,faul::A,lén,சோம்பலான
606,fleißig::A,marljív,ஊக்கந்தளராத
607,geizig::A,škŕt,கஞேசத்தனமான
608,klug::A,pámeten,சாதுரியமான
609,geschickt::A,spréten,திறமையள்ள
610,lieb::A,míl,அன்புக்குரிய
611,lieb::A,ljúb,அன்புக்குரிய
612,lustig::A,vesél,களிப்புமிக்க
613,sanft::A,láhek,சாதுவான
614,hungrig::A,láčen,பசியுடன்
615,krank::A,bolán,நோயுற்று
616,nackt::A,nág,ஆடையற்ற
617,traurig::A,túžen,சோகமான
618,lebendig::A,žív,பிழைப்பு
619,gut::A,dóber,நல்ல
620,schlecht::A,malopríden,கெட்ட
621,richtig::A,pravílen,சரியான
622,schlimm::A,húd,அருவருப்பான
623,wahr::A,resníčen,உண்மையான
624,alt::A,stàr,பழைய
625,neu::A,nòv,புதிய
626,ehemalig::A,nekdánji,முன்நாள்
627,alt[Lebewesen]::A,stàr,வயதான
628,jung::A,mlád,இளமையான
629,arm::A,ubóg,ஏழ்மையான
630,arm::A,réven,ஏழ்மையான
631,reich::A,bogàt,செல்வம் படைத்த
632,bekannt::A,znán,பழக்கப்பட்ட
633,berühmt::A,sláven,புகழ்பெற்ற
634,berühmt::A,znamenít,புகழ்பெற்ற
635,fremd::A,túj,அயல் நாட்டு
636,verschieden::A,razlíčen,வித்தியாசமான
637,nah::A,blížnji,பக்கத்தில் உள்ள
638,fern::A,dáleč,தொலை தூரத்தில்
639,linker::A,lévi,மீந்திருக்கும்
640,rechter::A,désni,வலதுபக்கம்
641,anderer::A,drúgi,மற்ற
642,erster::A,pŕvi,முதனமையான
643,zweiter::A,drúgi,இரண்டாவது
644,dritter::A,trétji,மூன்றாவது
645,letzter::A,poslédnji,கடைசி
646,allein::ADV,sám,தனியாக
647,auf einmal::ADV,obênem,தடீரென்று
648,zusammen::ADV,skúpaj,சேர்ந்து
649,lange::ADV,dólgo,அதிக நோம்
650,plötzlich::ADV,náglo,தடீரென்று
651,plötzlich::ADV,nenádoma,தடீரென்று
652,sofort::ADV,prècej,உடனடியாக
653,später::ADV,poznêje,பிறகு
654,jetzt::ADV,zdàj,இப்பொழது
655,heute::ADV,dánes,இன்று
656,morgen::ADV,jútri,நாளைக்கு
657,bald::ADV,kmálu,சீக்கிரம்
658,dann::ADV,nató,அப்பொழுது
659,gestern::ADV,včéraj,நேற்று
660,einst::ADV,nékdaj,ஒரே முறை
661,damals::ADV,tedàj,அப்பொழுது
662,damals::ADV,takràt,அப்பொழுது
663,danach::ADV,potèm,பிற்பாடு
664,vorher::ADV,poprèj,முன்பாக
665,zuerst::ADV,spŕva,முதலில்
666,einmal::ADV,ênkrat,ஒரே முறை
667,manchmal::ADV,včásih,சில நேரங்களில்
668,oft::ADV,pogósto,அடிக்கடி
669,immer::ADV,védno,எப்பொழுதும்
670,immer::ADV,zméraj,எப்பொழுதும்
671,niemals::ADV,nikdàr,ஒருபோதும் இல்லை
672,hier::ADV,tù,இங்கே
673,hier::ADV,túkaj,இங்கே
674,hierhin::ADV,sèmkaj,இவ்விடத்திற்கு
675,von hier::ADV,od tú,இனி
676,dort::ADV,tàm,அங்கே
677,dorthin::ADV,tjà,அவ்விடத்திற்கு
678,geradeaus::ADV,rávno napréj,முன்னாலிருக்கும்
679,vorwärts::ADV,napréj,முன்புறமாக
680,rückwärts::ADV,zádaj,பின்னோக்கி
