,Concept_ID,udm,ja
827,vierzig::NUM,ньыльдон,四十
828,fünfzig::NUM,витьтон,五十
829,sechzig::NUM,куатьтон,六十
830,siebzig::NUM,сизьымдон,七十
831,achtzig::NUM,тямыстон,八十
832,neunzig::NUM,укмыстон,九十
833,hundert::NUM,сю,百
834,tausend::NUM,сюрс,千
835,und::CNJ,и,-と
836,und::CNJ,и,そして
837,und::CNJ,но,-と
838,und::CNJ,но,そして
839,oder::CNJ,яке,或いは
840,stehen::V,сылыны,立っている
841,sitzen::V,пукыны,座っている
842,liegen::V,кылльыны,横になっている
843,hängen::V,ошкыса улыны,掛かっている
844,werden::V,луыны,なる
845,passieren::V,луыны,起こる
846,beginnen::V,кутскыны,始まる
847,enden::V,бырыны,終わる
848,wechseln::V,воштӥськыны,変わる
849,aufgehen[Sonne]::V,ӝужаны,出る
850,untergehen[Sonne]::V,пуксьыны,沈む
851,scheinen[Sonne]::V,пиштыны,輝く
852,scheinen[Sonne]::V,чиляны,輝く
853,donnern::V,гудыръяны,雷が鳴る
854,wehen::V,пелляськыны,吹く
855,strömen::V,киськыны,流れる
856,strömen::V,исьтӥськыны,流れる
857,fließen::V,бызьыны,流れる
858,sich drehen::V,берганы,回転する
859,schwanken::V,вошъяськыны,揺れる
860,schwingen::V,шонаськыны,振動する
861,fallen::V,усьыны,落ちる
862,brennen::V,ӝуаны,燃える
863,rauchen::V,ӵындыны,煙を出す
864,regnen::V,зорыны,雨が降る
865,gefrieren::V,кынмыны,凍る
866,tauen::V,шунаны,溶ける
867,schmelzen::V,шунаны,溶ける
868,trocknen::V,куасьмыны,乾く
869,sieden::V,пӧзьыны,沸く
870,faulen::V,сисьмыны,腐る
871,verfaulen::V,сисьмыны,朽ちる
872,reißen::V,кеськыны,切れる
873,versinken::V,выйыны,沈む
874,vergehen::V,ортчыны,経つ
875,erscheinen::V,адскыны,現れる
876,verschwinden::V,бырыны,消える
877,sinken::V,усьыны,下がる
878,abnehmen::V,синыны,減る
879,zunehmen::V,йылыны,増える
880,steigen::V,лӧпкыны,上がる
881,wachsen::V,будыны,伸びる
882,glänzen::V,чиляны,輝く
883,glänzen::V,пиштыны,輝く
884,funkeln::V,чилекъяны,ぴかぴか光る
885,lärmen::V,уретыны,騒ぐ
886,lärmen::V,ӵашетыны,騒ぐ
887,läuten::V,жингыртыны,鳴る
888,klingeln::V,жингыртыны,鳴る
889,klirren::V,жильккетыны,がらんがらんと鳴る
890,brausen::V,лекъяськыны,逆巻く
891,rauschen::V,ӵашетыны,戦ぐ
892,klingen::V,кылӥськыны,鳴る
893,bellen::V,утыны,吠える
894,heulen::V,вузыны,きゃんきゃん鳴く
895,blasen::V,пельтыны,吹く
896,pfeifen::V,шуланы,口笛を吹く
897,schreien::V,черекъяны,叫ぶ
898,schreien::V,кесяськыны,叫ぶ
899,stöhnen::V,ӝуштыны,うめく
900,zittern::V,дырекъяны,震える
901,zittern::V,куалекъяны,震える
902,leben::V,улыны,生きている
903,geboren werden::V,вордӥськыны,生まれる
904,atmen::V,шоканы,呼吸する
905,trinken::V,юыны,飲む
906,essen::V,сиыны,食べる
907,schlucken::V,ньылыны,飲み込む
908,müde werden::V,жадьыны,眠くなる
909,einschlafen::V,умме усьыны,寝付く
910,schlafen::V,кӧлыны,眠る
911,aufwachen::V,сайканы,目が覚める
912,aufstehen::V,султыны,起きる
913,sich erholen::V,шутэтскыны,休養する
914,krank werden::V,висьыны,病気になる
915,krank sein::V,висьыны,病気である
916,schmerzen::V,висьыны,痛む
917,husten::V,кызыны,咳をする
918,genesen::V,юнматскыны,元気になる
919,genesen::V,бурмытскылыны,元気になる
920,sterben::V,кулыны,死ぬ
921,sterben::V,кулыны,亡くなる
922,umkommen::V,бырыны,死亡する
923,sich bewegen::V,вырыны,移動する
924,sich rühren::V,вырӟыны,動く
925,sich rühren::V,вырӟылыны,動く
926,sich erheben::V,султыны,立ち上がる
927,sich setzen::V,пуксьыны,座る
928,hinfallen::V,усьыны,転ぶ
929,laufen::V,мыныны,歩く
930,schreiten::V,вамышъяны,跨ぐ
931,spazierengehen::V,мыныны,散歩する
932,spazierengehen::V,ветлыны,散歩する
933,eilen::V,дыртыны,急ぐ
934,sich beeilen::V,дыртыны,焦る
935,sausen::V,туж ӝог мыныны,疾駆する
936,rennen::V,бызьылыны,走る
937,springen::V,тэтчаны,跳ぶ
938,klettern::V,тубаны,よじ登る
939,schaukeln::V,лэйканы,ぶらんこに乗る
940,schaukeln::V,шонаськыны,ぶらんこに乗る
941,kriechen::V,нюж ветлыны,這う
942,schwimmen::V,уяны,泳ぐ
943,tauchen::V,зумылыны,潜る
944,rudern::V,полсаны,漕ぐ
945,fahren::V,ветлыны,行く
946,fahren::V,ветлыны,乗車する
947,fliegen::V,лобаны,飛ぶ
948,gehen::V,мыныны,行く
949,weggehen::V,кошкыны,立ち去る
950,abfahren::V,кошкыны,出発する
951,anhalten::V,дугдыны,止まる
952,hineingehen::V,пырыны,入る
953,eintreten::V,пырыны,中に入る
954,kommen::V,вуыны,来る
955,kommen::V,лыктыны,来る
956,ankommen::V,вуыны,着く
957,ankommen::V,вуыны,到着する
958,zurückkommen::V,берытскыны,帰る
959,bleiben::V,кыльыны,留まる
960,warten::V,витьыны,待つ
961,erwarten::V,витьыны,期待する
962,erwarten::V,возьманы,期待する
963,suchen::V,утчаны,探る
964,finden::V,шедьтыны,見つける
965,versuchen::V,турттыны,試す
966,vorbereiten::V,дасяны,準備する
967,lieben::V,гажаны,愛する
968,mögen::V,яратыны,好きである
969,lachen::V,серекъяны,笑う
970,rühren::V,сюлме йӧтыны,感情を動かす
971,weinen::V,бӧрдыны,泣く
972,schimpfen::V,даллашыны,叱る
973,sich ärgern::V,лекъяськыны,怒る
974,sich ärgern::V,лекъяськыны,腹を立てる
975,sich fürchten::V,кышканы,怖がる
976,sich fürchten::V,курданы,怖がる
977,fürchten::V,курданы,恐れる
978,fürchten::V,кышканы,恐れる
979,fliehen::V,пегӟыны,逃げる
980,flüchten::V,пегӟыны,逃亡する
981,sehen::V,адӟыны,見る
982,anschauen::V,учкыны,眺める
983,ansehen::V,учкыны,見る
984,hören::V,кылыны,聞く
985,zuhören::V,кылзыны,聴く
986,probieren::V,веръяны,食べてみる
987,riechen::V,зынъяны,気取る
988,fühlen::V,шӧдыны,感じる
989,scheinen::V,адскыны,ように見える
990,zu sehen sein::V,адӟиськыны,見える
991,vernehmen::V,кылыны,承る
992,frieren::V,кынмыны,寒気がする
993,tun::V,карыны,する
994,können::V,быгатыны,出来る
995,wollen::V,потыны,-たい
996,anfangen::V,кутскыны,始める
997,beenden::V,быдтыны,終える
998,beenden::V,быдэстыны,終える
999,aufhören::V,дугдыны,止める
1000,gelingen::V,быгатыны,成功する
1001,gelingen::V,луыны,成功する
1002,geraten::V,лэсяны,当たる
1003,öffnen::V,усьтыны,開く
1004,öffnen::V,усьтыны,開ける
1005,schließen::V,пытсаны,閉める
1006,stellen::V,пуктыны,置く
1007,stellen::V,пуктыны,据える
1008,setzen::V,пуктыны,座らせる
1009,legen::V,поныны,置く
1010,berühren::V,исаны,触る
1011,berühren::V,исаны,触れる
1012,verbinden::V,герӟаны,結びつける
1013,bedecken::V,пытсаны,覆う
1014,aufhängen::V,ошыны,掛ける
1015,anzünden::V,ӝуатыны,燃やす
1016,anzünden::V,ӝуатыны,火をつける
1017,aufheben::V,ӝутыны,拾う
1018,zurücklassen::V,кельтыны,残す
1019,verlieren::V,ыштыны,無くす
1020,fallen lassen::V,уськытыны,落とす
1021,machen::V,лэсьтыны,作る
1022,herstellen::V,лэсьтыны,製造する
1023,bauen::V,пуктыны,建設する
1024,reparieren::V,тупатыны,直す
1025,reparieren::V,тупатыны,修理する
1026,verbessern::V,умоятыны,改良する
1027,ändern::V,воштыны,変える
1028,graben::V,копаны,掘る
1029,beugen::V,губыртыны,折る
1030,biegen::V,куасаны,曲げる
1031,drehen::V,бергатыны,回す
1032,wenden::V,берыктыны,裏返す
1033,umdrehen::V,берыктыны,裏返す
1034,heben::V,ӝутыны,挙げる
1035,hochheben::V,ӝутъяны,持ち上げる
1036,ergreifen::V,кутыны,取り上げる
1037,ergreifen::V,кырмыны,取り上げる
1038,halten::V,возьыны,持つ
1039,drücken::V,зӥбыны,押す
1040,drücken::V,пачкатыны,押す
1041,schieben::V,донганы,ずらす
1042,kratzen::V,вуштыны,引っ掻く
1043,lecken::V,нюлыны,なめる
1044,beißen::V,куртчыны,噛む
1045,abreißen::V,ишкалтыны,剝ぎ取る
1046,abschneiden::V,шорыны,切り取る
1047,abschneiden::V,вандыны,切り取る
1048,binden::V,керттыны,縛る
1049,stecken::V,мертчытыны,差し込む
1050,brechen::V,тӥяны,破る
1051,klopfen::V,йыганы,とんとん叩く
1052,klopfen::V,шарккетыны,とんとん叩く
1053,hauen::V,жугыны,叩く
1054,hauen::V,тышканы,叩く
1055,kleben::V,лякыны,貼る
1056,kleben::V,лякыны,くっ付ける
1057,reiben::V,зыраны,擦る
1058,reiben::V,вуштыны,擦る
1059,streichen::V,зыраны,塗る
1060,schleifen::V,шерыны,研ぐ
1061,schneiden::V,вандыны,切る
1062,rütteln::V,зуркатыны,揺さぶる
1063,schütteln::V,куалекъятыны,振る
1064,schütteln::V,куалекъятыны,揺さぶる
1065,schwenken::V,шонаны,振る
1066,schütten::V,лэзьыны,注ぐ
1067,füllen::V,тырмытыны,いっぱいにする
1068,einwickeln::V,биньыны,包む
1069,tragen::V,нуыны,運ぶ
1070,schleppen::V,кыскыны,引きずる
1071,ziehen::V,кыскыны,引く
1072,aufbewahren::V,возьыны,預かる
1073,werfen::V,куяны,投げる
1074,werfen::V,лэзяны,投げる
1075,fangen::V,кутыны,受ける
1076,packen::V,кутыны,掴む
1077,packen::V,кырмыны,掴む
1078,verstecken::V,ватыны,隠す
1079,teilen::V,люкыны,分ける
1080,schicken::V,ыстыны,送る
1081,bringen::V,вайыны,持って行く
1082,hinzufügen::V,ватсаны,加える
1083,bekommen::V,басьтыны,得る
1084,erhalten::V,басьтыны,受ける
1085,nehmen::V,кутыны,取る
1086,nehmen::V,басьтыны,取る
1087,wählen::V,бырйыны,選ぶ
1088,auswählen::V,бырйыны,選ぶ
1089,bewahren::V,возьыны,保存する
1090,behindern::V,могӟытыны,妨害する
1091,verderben::V,сӧрыны,台無しにする
1092,beschädigen::V,урод лэсьтыны,損傷する
1093,zerbrechen::V,сӧрыны,割る
1094,zerreißen::V,кесяны,引き裂く
1095,zerstören::V,куашкатыны,破壊する
1096,verbrennen::V,сутыны,焼く
1097,geben::V,сётыны,上げる
1098,reichen::V,сётыны,渡す
1099,schenken::V,кузьманы,贈る
1100,versprechen::V,кыл сётыны,約束する
1101,wünschen::V,сӥзьыны,望む
1102,loben::V,ушъяны,褒める
1103,küssen::V,чупаны,キスする
1104,wiegen::V,веттаны,揺する
1105,wiegen::V,лэйкатыны,揺する
1106,zudecken::V,шобыртыны,覆う
1107,wecken::V,сайкатыны,起こす
1108,zeigen::V,возьматыны,見せる
1109,führen::V,нуыны,案内する
1110,lehren::V,дышетыны,教える
1111,unterrichten::V,дышетыны,通知する
1112,aufziehen::V,будэтыны,育てる
1113,leiten::V,кивалтыны,導く
1114,antreiben::V,дыртытыны,励ます
1115,lassen::V,-ытыны,～させる
1116,einladen::V,ӧтьыны,誘う
1117,einladen::V,ӧтьыны,招待する
1118,vereinigen::V,огазеяны,一つにする
1119,besuchen::V,адӟыськыны,訪ねる
1120,treffen::V,пумитаны,出会う
1121,sich versammeln::V,люкаськыны,集まる
1122,spielen::V,шудыны,遊ぶ
1123,singen::V,кырӟаны,歌う
1124,tanzen::V,эктыны,踊る
1125,sich trennen::V,люкиськыны,別れる
1126,verlassen::V,куштыны,別れる
1127,retten::V,утьыны,救う
1128,retten::V,утьыны,助ける
1129,bewachen::V,возьманы,見張る
1130,bewachen::V,возьманы,軽微する
1131,schützen::V,утялтыны,保護する
1132,verteidigen::V,возьманы,守る
1133,sich schlagen::V,жугиськыны,殴る
1134,schießen::V,ыбылӥськны,撃つ
1135,siegen::V,вормыны,勝つ
1136,ärgern::V,вожпоттыны,怒らせる
1137,schlagen::V,жуккыны,殴る
1138,treten::V,лёганы,蹴る
1139,stechen::V,бышкалтыны,突く
1140,stoßen::V,донгыны,突く
1141,stehlen::V,вораны,盗る
1142,stehlen::V,лушканы,盗る
1143,stören::V,люкетыны,構う
1144,belästigen::V,акыльтыны,邪魔する
1145,belästigen::V,вукылмыны,邪魔する
1146,verbergen::V,ватыны,隠す
1147,täuschen::V,алданы,だます
1148,betrügen::V,пӧяны,だます
1149,töten::V,виыны,殺す
1150,wohnen::V,улыны,住む
1151,arbeiten::V,ужаны,働く
1152,sammeln::V,бичаны,集める
1153,sammeln::V,бичаны,収集する
1154,pflücken::V,ишкыны,摘む
1155,jagen::V,пӧйшураны,狩りをする
1156,fischen::V,чорыганы,釣る
1157,fassen::V,кутыны,捕る
1158,hüten::V,возьманы,放牧する
1159,treiben::V,улляны,追う
1160,anbinden::V,думыны,繋ぐ
1161,füttern::V,сюдыны,餌をやる
1162,melken::V,кыскыны,搾乳する
1163,hacken::V,кораны,刻む
1164,gießen::V,киськаны,水をやる
1165,reifen::V,вуыны,熟す
1166,reifen::V,кисьманы,熟す
1167,zubereiten::V,лесьтыны,調理する
1168,kochen::V,пӧзьтыны,煮る
1169,backen::V,пыжыны,焼く
1170,braten::V,пыжыны,焼く
1171,braten::V,пыжыны,炒める
1172,umrühren::V,сураны,混ぜる
1173,stricken::V,керттыны,編む
1174,nähen::V,вурыны,縫う
1175,färben::V,буяны,染める
1176,reinigen::V,сузяны,掃除する
1177,waschen::V,мисьтаськыны,洗う
1178,waschen::V,мисьтаськыны,洗濯する
1179,abwischen::V,ӵушылыны,拭く
1180,spülen::V,гылъяны,洗う
1181,spülen::V,гылъяны,すすぐ
1182,fegen::V,ӵужыны,掃除する
1183,kehren::V,ӵужыны,掃く
1184,baden::V,пыласькыны,入浴する
1185,sich waschen::V,пыласькыны,洗う
1186,ausziehen::V,кыльыны,脱ぐ
1187,anziehen::V,дӥсяны,着る
1188,sich anziehen::V,дӥсьяськыны,着る
1189,kämmen::V,сынаны,梳く
1190,schmücken::V,чеберъяны,飾る
1191,sagen::V,шуыны,言う
1192,sagen::V,вераны,言う
1193,sprechen::V,вераськыны,話す
1194,reden::V,вераськыны,話す
1195,sich unterhalten::V,вераськыны,話をする
1196,fragen::V,юаны,聞く
1197,bitten::V,курыны,頼む
1198,bitten::V,курыны,お願いする
1199,erzählen::V,вераны,物語る
1200,erzählen::V,мадьыны,物語る
1201,mitteilen::V,ивортыны,伝える
1202,nennen::V,шуыны,名づける
1203,rufen::V,ӧтьыны,呼ぶ
1204,prahlen::V,ушъяськыны,自慢する
1205,übersetzen::V,берыктыны,訳す
1206,denken::V,малпаны,考える
1207,glauben::V,оскыны,信じる
1208,bemerken::V,адӟыны,気が付く
1209,erkennen::V,тодыны,認識する
1210,begreifen::V,валаны,分かる
1211,verstehen::V,валаны,聞き取る
1212,lernen::V,дышетскыны,学ぶ
1213,lernen::V,дышетскыны,勉強する
1214,wissen::V,тодыны,知っている
1215,sich erinnern an::V,тодэ вайыны,思い出す
1216,vergessen::V,вунэтыны,忘れる
1217,messen::V,мертаны,計る
1218,messen::V,мертаны,測定する
1219,zählen::V,лыдъяны,数える
1220,rechnen::V,лыдъяны,計算する
1221,lesen::V,лыдӟыны,読む
1222,malen::V,суреданы,描く
1223,zeichnen::V,суреданы,写生する
1224,schreiben::V,гожъяны,書く
1225,besitzen::V,луыны,所持する
1226,kaufen::V,басьтыны,買う
1227,verkaufen::V,вузаны,売る
1228,bezahlen::V,тырыны,払う
1229,zahlen::V,тырыны,支払う
1230,beherrschen::V,кузёяськыны,支配する
1231,ertragen::V,чиданы,耐える
