,Concept_ID,is,xal
157,Herde::N,hjörð,сүрг мал
158,Kuh::N,kýr,үкр
159,Bulle::N,boli,бух
160,Pferd::N,hestur,мөрн
161,Schaf::N,kind,хөн
162,Schwein::N,svín,һаха
163,Hund::N,hundur,ноха
164,Katze::N,köttur,мис
165,Bär::N,björn,аю
166,Eichhörnchen::N,íkorni,кермн
167,Elch::N,elgur,хандһа
168,Fuchs::N,refur,арат
169,Hase::N,héri,туула
170,Maus::N,mús,хулһн
171,Wolf::N,úlfur,чон
172,Vogel::N,fugl,шовун
173,Schwarm::N,sægur,зел
174,Huhn::N,hæna,така
175,Hahn::N,hani,эр така
176,Gans::N,gæs,һалун
177,Adler::N,örn,һәрд
178,Ente::N,önd,нуһсн
179,Eule::N,uggla,һурвлһ
180,Kranich::N,trana,тоһрун
181,Krähe::N,kráka,шаазһа
182,Kuckuck::N,gaukur,эргин хуцдг
183,Schwan::N,svanur,хун
184,Fisch::N,fiskur,заһсн
185,Barsch::N,aborri,шүрг
186,Hecht::N,gedda,цурх
187,Schlange[Tier]::N,naðra,моһа
188,Wurm::N,ormur,өтн
189,Spinne::N,kónguló,аралҗн
190,Ameise::N,maur,шорһлҗн
191,Laus::N,lús,бөөсн
192,Mücke::N,mý,бөкүн
193,Mücke::N,mýfluga,бөкүн
194,Fliege::N,fluga,батхн
195,Schmetterling::N,fiðrildi,эрвәкә
196,Beere::N,ber,бөөлҗрһн
197,Apfel::N,epli,альмн
198,Pilz::N,sveppur,теңгрин ки
199,Zwiebel::N,laukur,мәңгрснә толһа
200,Saat::N,fræ,буудян экн
201,Saat::N,útsæði,буудян экн
202,Korn::N,korn,экн
203,Heu::N,hey,өвсн
204,Schale::N,hýði,хальсн
205,Grube::N,gryfja,нүкн
206,Falle::N,gildra,урх
207,Falle::N,gildra,хавх
208,Schlinge::N,snara,бүтү
209,Spur::N,spor,мөр
210,Asche::N,aska,үмсн
211,Dreck::N,óþverri,бальчг
212,Eisen::N,járn,төмр
213,Gold::N,gull,алтн
214,Silber::N,silfur,мөңгн
215,Silber::N,silfur,цаһан мөңгн
216,Kohle::N,kol,нүүрсн
217,Glas::N,gler,шил
218,Lehm::N,leir,шавр
219,Sand::N,sandur,элсн
220,Mensch::N,maður,күн
221,Mensch::N,maður,күмн
222,Mensch::N,manneskja,күн
223,Mensch::N,manneskja,күмн
224,Mann::N,maður,эр
225,Mann::N,karlmaður,эр
226,Frau::N,kona,күүкд күн
227,Kind::N,barn,үрн
228,Kind::N,krakki,үрн
229,Junge::N,drengur,көвүн
230,Mädchen::N,stelpa,бичкн күүкн
231,Familie::N,fjölskylda,бүл
232,Großvater::N,afi,өвк эцк
233,Großvater::N,afi,наһц эцк
234,Großmutter::N,amma,эмг эк
235,Großmutter::N,amma,наһц эк
236,Eltern::N,foreldrar,эк эцк хойр
237,Vater::N,faðir,эцк
238,Mutter::N,móðir,эк
239,Sohn::N,sonur,көвүн
240,Tochter::N,dóttir,күүкн
241,Bruder::N,bróðir,дү көвүн
242,Schwester::N,systir,эгч
243,Schwester::N,systir,дү күүкн
244,Onkel::N,föðurbróðir,авһ
245,Onkel::N,föðurbróðir,наһцх
246,Tante::N,frænka,наһц эгч
247,Tante::N,móðursystir,наһц эгч
248,Ehemann::N,eiginmaður,залу
249,Ehefrau::N,eiginkona,гергн
250,Freude::N,gleði,байр
251,Gelächter::N,hlátur,инәдн
252,Glück::N,gæfa,җирһл
253,Glück::N,gæfa,сәәхн җирһл
254,Kummer::N,sorg,зовлң
255,Wunsch::N,ósk,дурн
256,Lust::N,fýsn,җилвтлһн
257,Lust::N,löngun,җилвтлһн
258,Geist::N,andi,зөрг
259,Gedanke::N,hugsun,ухан
260,Gedächtnis::N,minni,чееҗин тодлвр
261,Verstand::N,vit,ухан
262,Sinn::N,merking,учр-утх
263,Grund::N,ástæða,учр
264,Grund::N,ástæða,шалтан
265,Wahrheit::N,sannleikur,үнн
266,Gespräch::N,samtal,күүндвүр
267,Märchen::N,ævintýri,тууль
268,Erzählung::N,saga,келвр
269,Nachricht::N,frétt,медүллһн
270,Neuigkeit::N,frétt,зәңг
271,Name::N,nafn,нерн
272,Rätsel::N,gáta,тәәлвртә тууль
273,Rede::N,ræða,келлһн
274,Sprache::N,mál,келн
275,Sprache::N,tungumál,келн
276,Stimme::N,rödd,дун
277,Wort::N,orð,үг
278,Zeichen::N,tákn,темдг
279,Zeichen::N,merki,темдг
280,Ruf::N,kall,дуудлһн
281,Lärm::N,hávaði,шууган
282,Laut::N,hljóð,ә
283,Ton::N,tónn,дун
284,Lied::N,ljóð,дун
285,Lied::N,söngur,дун
286,Ruhe::N,ró,амулң
287,Ruhe::N,kyrrð,амулң
288,Leute::N,fólk,әмтн
289,Volk::N,þjóð,улс
290,Arbeit::N,vinna,көдлмш
291,Gast::N,gestur,гиич
292,Geschenk::N,gjöf,белг
293,Spiel::N,leikur,наадн
294,Gesellschaft::N,selskapur,олн
295,Hilfe::N,hjálp,нөкд
296,Freund::N,vinur,иньг
297,Kamerad::N,félagi,үр
298,Angelegenheit::N,mál,керг
299,Angelegenheit::N,málefni,керг
300,Anzahl::N,tala,то
301,Anzahl::N,fjöldi,то
302,Art::N,tegund,зүүл
303,Stück::N,biti,хусг
304,Stück::N,stykki,хусг
305,Teil::N,hluti,хүв
306,Teil::N,partur,хүв
307,Hälfte::N,helmingur,өрәл
308,Kreis::N,hringur,төгрг
309,Kreuz::N,kross,кирс
310,Kreuz::N,krossmark,кирс
311,Linie::N,lína,зурасн
312,Strich::N,strik,татасн
313,Abstand::N,millibil,зә
314,Entfernung::N,fjarlægð,һазр
315,Gegend::N,hérað,һазр
316,Platz::N,pláss,зә
317,Ort::N,staður,бәәрн
318,Seite::N,hlið,тал
319,Seite::N,hlið,хаҗу
320,Seite::N,hlið,хәврһ
321,Mitte::N,miðja,дунд
322,Gegenstand::N,hlutur,юмн
323,Sache::N,mál,юмн
324,Rand::N,brún,зах
325,Kante::N,rönd,ирмәг
326,Ecke::N,horn,өнцг
327,Spitze::N,oddur,үзүр
328,Ende::N,endi,үзүр
329,Loch::N,gat,хаһрха
330,Loch::N,hola,хаһрха
331,Winkel::N,skot,булң
332,Winkel::N,krókur,булң
333,Muster::N,munstur,намч
334,Größe::N,stærð,кемҗән
335,Länge::N,lengd,ут
336,Höhe::N,hæð,өндр
337,Gewicht::N,vigt,күнд
338,Gewicht::N,vigt,чиңнүр
339,Gewicht::N,þyngd,күнд
340,Gewicht::N,þyngd,чиңнүр
341,Menge::N,magn,ик
342,Haufen::N,hrúga,ова
343,Haufen::N,haugur,ова
344,Reihe::N,röð,зерг
345,Reihe::N,röð,зерглән
346,Boot::N,bátur,оңһц
347,Ruder::N,ár,хәәв
348,Schlitten::N,sleði,цан
349,Ski::N,skíði,лыҗ
350,Lagerfeuer::N,varðeldur,костёр
351,Last::N,byrði,күнд
352,Last::N,farmur,күнд
353,Gang::N,ganga,йовлһн
354,Schritt::N,skref,ишкм
355,Norden::N,norður,ар үзг
356,Süden::N,suður,өмн
357,Süden::N,suður,өмн үзг
358,Westen::N,vestur,барун
359,Westen::N,vestur,барун үзг
360,Osten::N,austur,зүн
361,Osten::N,austur,зүн үзг
362,Holz::N,viður,модн
363,Brett::N,fjöl,харһа
364,Platte::N,flötur,хавтха чолун
365,Stütze::N,stoð,тулг
366,Stange::N,stöng,уньн
367,Stock::N,prik,модн
368,Stock::N,stafur,модн
369,Stab::N,prik,шуург
370,Stab::N,stafur,шуург
371,Rohr::N,rör,турва
372,Rohr::N,pípa,турва
373,Haus::N,hús,гер
374,Heim::N,heimili,гер-бул
375,Ofen::N,ofn,беш
376,Fußboden::N,gólf,девскр
377,Tisch::N,borð,ширә
378,Stuhl::N,stóll,стул
379,Wiege::N,vagga,өлгә
380,Wiege::N,vagga,дүүҗң
381,Bett::N,rúm,орн
382,Bett::N,rúm,орндг
383,Bett::N,hvíla,орн
384,Bett::N,hvíla,орндг
385,Regal::N,hilla,таг
386,Regal::N,hilla,тәвц
387,Kiste::N,kassi,яршг
388,Fenster::N,gluggi,терз
389,Tür::N,dyr,үүдн
390,Tür::N,hurð,үүдн
391,Tor::N,hlið,үүдн
392,Tor::N,hlið,өргн үүдн
393,Tor::N,hlið,хашан үүдн
394,Zaun::N,girðing,хаша
395,Zaun::N,limgarður,хаша
396,Dach::N,þak,деевр
397,Leiter::N,stigi,шат
398,Leiter::N,stigi,давшур
399,Besen::N,sópur,сәвүр
400,Spaten::N,spaði,күрз
401,Schaufel::N,skófla,совг
402,Gabel::N,gaffall,серә
403,Löffel::N,skeið,ухр
404,Messer::N,hnífur,утх
405,Nagel::N,nögl,хадасн
406,Netz::N,net,гөлм
407,Haken::N,krókur,дегә
408,Griff::N,tak,иш
409,Griff::N,tak,бәрүл
410,Schloss::N,lás,оньс
411,Bild::N,mynd,зург
412,Figur::N,stytta,фигур
413,Puppe::N,brúða,наадһа
414,Beutel::N,poki,мишг
415,Beutel::N,baggi,мишг
416,Bündel::N,böggull,багла
417,Bündel::N,böggull,боодһа
418,Tasche::N,veski,сумк
419,Eimer::N,fata,суулһ
420,Deckel::N,lok,бүркәсн
421,Geschirr::N,leirtau,сав
422,Geschirr::N,leirtau,сав-сарх
423,Sack::N,sekkur,мишг
424,Tasse::N,bolli,ааһ
425,Topf::N,pottur,кастрюль
426,Kessel::N,ketill,хәәсн
427,Essen::N,matur,зоогллһн
428,Nahrung::N,fæða,теҗәл
429,Speise::N,réttur,хот
430,Speise::N,matarréttur,хот
431,Fleisch::N,kjöt,махн
432,Getreide::N,korn,хот болҗ эдлгддг цецгүдтә урһмл
433,Brei::N,grautur,хаш
434,Brot::N,brauð,өдмг
435,Scheibe::N,sneið,зүсм
436,Fett::N,fita,өөкн
437,Butter::N,smjör,тосн
438,Öl::N,olía,тосн
439,Salz::N,salt,давсн
440,Suppe::N,súpa,шөлн
441,Honig::N,hunang,бал
442,Milch::N,mjólk,үсн
443,Tee::N,te,цә
444,Leder::N,skinn,арсн
445,Wolle::N,ull,утцн
446,Wolle::N,ull,эд
447,Stoff::N,dúkur,эд
448,Nadel::N,nál,зүн
449,Faden::N,þráður,утцн
450,Knopf::N,tala,товч
451,Knopf::N,hnappur,товч
452,Knoten::N,hnútur,зәңгдә
453,Farbe::N,málning,будг
454,Kleidung::N,búningur,хувцн
455,Kleidung::N,búningur,хувц-хунр
456,Kleidung::N,klæðnaður,хувцн
457,Kleidung::N,klæðnaður,хувц-хунр
458,Hemd::N,skyrta,киилг
459,Kragen::N,kragi,зах
460,Kragen::N,flibbi,зах
461,Ärmel::N,ermi,ханцн
462,Hose::N,buxur,шалвур
463,Gürtel::N,belti,бүс
464,Mütze::N,húfa,махла
465,Schuh::N,skór,башмгуд
466,Stiefel::N,stígvél,һосн
467,Ring::N,hringur,билцг
468,Band::N,band,лент
469,Kamm::N,greiða,сам
470,Spiegel::N,spegill,толь
471,Riemen::N,ól,бүс
472,Riemen::N,reim,бүс
473,Schnur::N,snúra,деесн
474,Leine::N,band,бурнтг
475,Leine::N,band,нохан көтлвр
476,Decke::N,teppi,көнҗл
477,Kissen::N,koddi,дер
478,Tuch::N,klútur,альчур
479,Handtuch::N,þurrka,полотенц
480,Handtuch::N,þurrka,һар-нүүрин альчур
481,Handtuch::N,handklæði,полотенц
482,Handtuch::N,handklæði,һар-нүүрин альчур
483,Kraft::N,afl,күчн
484,Kraft::N,kraftur,күчн
485,Stärke::N,styrkur,чидл
486,Gesundheit::N,heilsa,эрүл-менд
487,Gesundheit::N,heilbrigði,эрүл-менд
488,Krankheit::N,sjúkdómur,өвчн
489,Schmerz::N,sársauki,өвдлһн
490,Wunde::N,sár,шав
491,Fieber::N,hitasótt,безг
492,Arznei::N,lyf,эм
493,Brücke::N,brú,тагт
494,Brunnen::N,brunnur,худг
495,Weide::N,hagi,малын идг
496,Pfad::N,stígur,цувг
497,Weg::N,vegur,хаалһ
498,Straße::N,gata,зам
499,Straße::N,stræti,зам
500,Dorf::N,þorp,хотн
501,Stadt::N,borg,балһсн
502,Brief::N,bréf,бичг
503,Buch::N,bók,дегтр
504,Buchstabe::N,bókstafur,үзг
505,Zeitung::N,dagblað,газет
506,Leben::N,líf,җирһл
507,Tod::N,dauði,үкл
508,Tod::N,dauði,өңгрлһн
509,Grab::N,gröf,оршалһна нүкн
510,Kirche::N,kirkja,чонҗ
511,Sünde::N,synd,нүл
512,Sünde::N,synd,килнц
513,Gott::N,guð,бурхн
514,Arbeiter::N,verkamaður,көдлмшч
515,Chef::N,yfirmaður,толһач
516,Meister::N,meistari,урн
517,Arzt::N,læknir,эмч
518,Lehrer::N,kennari,багш
519,Geld::N,peningar,мөңгн
520,Geschäft::N,viðskipti,көдлмш
521,Laden::N,búð,лавк
522,Laden::N,verslun,лавк
523,Preis::N,verð,үн
524,Ware::N,vara,эд-тавр
525,Nutzen::N,gagn,олз
526,Reichtum::N,auður,зөөр
527,Welt::N,veröld,орчлң
528,Welt::N,veröld,делкә
529,Land::N,land,орн-нутг
530,Staat::N,ríki,государств
531,König::N,konungur,хан
532,Macht::N,vald,йосн
533,Grenze::N,landamæri,меҗә
534,Krieg::N,stríð,дән
535,Feind::N,fjandmaður,дәәсн
536,Gewalt::N,ofbeldi,күч һарһлһн
537,Kampf::N,bardagi,ноолдан
538,Kampf::N,bardagi,бәрлдлһн
539,Bogen[Waffe]::N,bogi,саадг
540,Pfeil::N,ör,сумн
541,Gewehr::N,byssa,бу
542,Fehler::N,villa,алдг
543,Lüge::N,lygi,худл
544,Schaden::N,skemmd,хорлт
545,Unglück::N,óhamingja,гүрм
546,Schuld::N,sök,гем
547,Schuld::N,sök,буру
548,Alter::N,aldur,насн
549,Schluss::N,lok,чилгч
550,Schluss::N,endir,чилгч
551,Zeit::N,tími,цаг
552,Tag::N,dagur,өдр
553,Morgen::N,morgunn,өрүн
554,Mittag::N,hádegi,үд
555,Abend::N,kvöld,асхн
556,Nacht::N,nótt,сө
557,Woche::N,vika,долан хонг
558,Monat::N,mánuður,сар
559,Jahr::N,ár,җил
560,Frühling::N,vor,хавр
561,Sommer::N,sumar,зун
562,Herbst::N,haust,намр
563,Winter::N,vetur,үвл
564,Januar::N,janúar,январь
565,Februar::N,február,февраль
566,März::N,mars,март
567,März::N,mars,моһа сар
568,April::N,apríl,апрель
569,Mai::N,maí,май
570,Juni::N,júní,июнь
571,Juni::N,júní,мөчн сар
572,Juli::N,júlí,июль
573,August::N,ágúst,август
574,September::N,september,һаха сар
575,Oktober::N,október,октябрь
576,November::N,nóvember,ноябрь
577,November::N,nóvember,үкр сар
578,Dezember::N,desember,бар сар
579,Montag::N,mánudagur,понедельник
580,Dienstag::N,þriðjudagur,вторник
581,Mittwoch::N,miðvikudagur,среда
582,Mittwoch::N,miðvikudagur,үлмҗ өдр
583,Donnerstag::N,fimmtudagur,четверг
584,Donnerstag::N,fimmtudagur,пүрвә өдр
585,Freitag::N,föstudagur,пятниц
586,Samstag::N,laugardagur,суббот
587,Sonntag::N,sunnudagur,нарн өдр
588,Sonntag::N,sunnudagur,воскресень
589,groß::A,stór,ик
590,klein::A,lítill,бичкн
591,lang::A,langur,ут
592,kurz::A,stuttur,оһтр
593,breit::A,breiður,өргн
594,schmal::A,mjór,уутьхн
595,dicht::A,þéttur,нигт
596,dick[Gegenstand]::A,þykkur,зузан
597,dünn::A,þunnur,нимгн
598,fein::A,fíngerður,нәрхн
599,fest::A,fastur,бат
600,flach::A,flatur,хавтха
601,glatt::A,háll,тегш
602,glatt::A,háll,тиньгр
603,glatt::A,sléttur,тегш
604,glatt::A,sléttur,тиньгр
605,hart::A,harður,хату
606,weich::A,mjúkur,җөөлн
607,weich::A,mjúkur,җөөлкн
608,rund::A,kringlóttur,төгрг
609,spitz::A,oddhvass,шовһр
610,scharf::A,beittur,хурц
611,stumpf::A,bitlaus,мука
612,schwer::A,þungur,күнд
613,schön::A,fagur,сәәхн
614,schön::A,fallegur,сәәхн
615,heiß::A,heitur,халун
616,warm::A,hlýr,дулан
617,warm::A,heitur,дулан
618,kalt::A,kaldur,киитн
619,kühl::A,svalur,серүн
620,frisch::A,frískur,серүн
621,feucht::A,rakur,чиигтә
622,feucht::A,þvalur,чиигтә
623,nass::A,votur,чиигтә
624,nass::A,blautur,чиигтә
625,trocken::A,þurr,хагсу
626,voll::A,fullur,дүүрң
627,leer::A,tómur,сул
628,leer::A,tómur,хоосн
629,offen::A,opinn,секәтә
630,geschlossen::A,lokaður,хаалһата
631,sauber::A,þrifinn,цевр
632,schmutzig::A,óhreinn,киртә
633,schmutzig::A,sóðalegur,киртә
634,roh::A,hrár,түүкә
635,reif::A,þroskaður,болсн
636,lecker::A,ljúffengur,әмтәхн
637,süß::A,sætur,әмтәхн
638,bitter::A,beiskur,һашун
639,bitter::A,beiskur,һашута
640,sauer::A,súr,ишклң
641,hell::A,bjartur,герлтә
642,dunkel::A,dimmur,харңһу
643,schwarz::A,svartur,хар
644,weiß::A,hvítur,цаһан
645,rot::A,rauður,улан
646,gelb::A,gulur,шар
647,blau::A,blár,көк
648,grün::A,grænn,көк
649,grau::A,grár,бор
650,bunt::A,marglitur,алг
651,bunt::A,marglitur,эрәтә
652,billig::A,ódýr,кимд
653,teuer::A,dýr,үнтә
654,wertvoll::A,verðmætur,үнтә
655,wertvoll::A,verðmætur,эрднь
656,blind::A,blindur,сохр
657,taub::A,heyrnarlaus,дүлә
658,kräftig::A,öflugur,күчтә
659,stark::A,sterkur,чаңһ
660,schwach::A,veill,күчн тату
661,fett::A,feitur,тарһн
662,schlank::A,grannur,эццн
663,schlank::A,spengilegur,эццн
664,hübsch::A,snotur,көркхн
665,hübsch::A,laglegur,көркхн
666,böse::A,illur,уурта
667,böse::A,vondur,уурта
668,dumm::A,heimskur,тенг
669,faul::A,latur,залху
670,fleißig::A,iðinn,кинән
671,fleißig::A,iðinn,кинмһә
672,geizig::A,nískur,ховдг
673,klug::A,hygginn,ухата
674,geschickt::A,fimur,чадмг
675,geschickt::A,laginn,чадмг
676,lieb::A,kær,эңкр
677,lieb::A,ljúfur,эңкр
678,lustig::A,kátur,сергмҗтә
679,lustig::A,kátur,җирһлтә
680,sanft::A,blíður,номһн
681,hungrig::A,soltinn,өлн
682,hungrig::A,soltinn,харһнсн
683,hungrig::A,hungraður,өлн
684,hungrig::A,hungraður,харһнсн
685,krank::A,sjúkur,өвчтә
686,krank::A,sjúkur,шалтгта
687,nackt::A,nakinn,нүцкн
688,traurig::A,dapur,һундлта
689,traurig::A,hryggur,һундлта
690,lebendig::A,lifandi,әмд
691,gut::A,góður,сән
692,schlecht::A,slæmur,му
693,schlecht::A,lélegur,му
694,richtig::A,réttur,зөвтә
695,schlimm::A,slæmur,җигшүртә
696,wahr::A,sannur,үнн
697,wahr::A,sannur,мөн
698,alt::A,gamall,хуучн
699,neu::A,nýr,шин
700,ehemalig::A,fyrrverandi,хуучн
701,alt[Lebewesen]::A,gamall,көгшн
702,jung::A,ungur,баһ
703,arm::A,vesall,угатя
704,arm::A,fátækur,угатя
705,reich::A,ríkur,байн
706,reich::A,auðugur,байн
707,bekannt::A,kunnugur,таньл
708,bekannt::A,kunnugur,таньдг
709,berühmt::A,frægur,туурсн
710,fremd::A,framandi,күүнә
711,fremd::A,ókunnugur,күүнә
712,verschieden::A,ýmis,әдл биш
713,verschieden::A,ýmis,йилһәтә
714,nah::A,nálægur,өөрхн
715,fern::A,fjarri,хол
716,fern::A,fjarlægur,хол
717,linker::A,vinstri,зүн
718,rechter::A,hægri,барун
719,anderer::A,annar,талдан
720,erster::A,fyrsti,негдгч
721,zweiter::A,annar,хойрдгч
722,dritter::A,þriðji,һурвдгч
723,letzter::A,síðasti,отхн
724,allein::ADV,einn,һанцарн
725,allein::ADV,aleinn,һанцарн
726,auf einmal::ADV,allt í einu,нег дәкҗ
727,zusammen::ADV,saman,хамдан
728,lange::ADV,lengi,удан
729,plötzlich::ADV,skyndilega,генткн
730,sofort::ADV,strax,дарунь
731,sofort::ADV,þegar í stað,дарунь
732,später::ADV,seinna,сүүлд
733,jetzt::ADV,nú,ода
734,jetzt::ADV,núna,ода
735,heute::ADV,í dag,эндр
736,morgen::ADV,á morgun,маңһдур
737,bald::ADV,brátt,дарунь
738,bald::ADV,bráðum,дарунь
739,dann::ADV,svo,дәкәд
740,dann::ADV,síðan,дәкәд
741,gestern::ADV,í gær,өцклдүр
742,einst::ADV,forðum,нег саамд
743,damals::ADV,þá,тиигхд
744,damals::ADV,á þeim tímum,тиигхд
745,danach::ADV,á eftir því,тегәд
746,vorher::ADV,áður,урд
747,zuerst::ADV,fyrst,түрүләд
748,einmal::ADV,einu sinni,нег дәкҗ
749,manchmal::ADV,stundum,зәрмдән
750,oft::ADV,oft,хара биш
751,oft::ADV,oft,хатяр биш
752,oft::ADV,oft,дару-дарунь
753,immer::ADV,alltaf,оньдинд
754,immer::ADV,sífellt,оньдинд
755,niemals::ADV,aldrei,кезә чмгн биш
756,hier::ADV,hér,энд
757,hier::ADV,hér,энүнд
758,hierhin::ADV,hingað,нааран
759,von hier::ADV,héðan,эндәс
760,dort::ADV,þar,тенд
761,dort::ADV,þarna,тенд
762,dorthin::ADV,þangað,тиигән
763,geradeaus::ADV,beint áfram,шуд
764,vorwärts::ADV,áfram,уралан
765,rückwärts::ADV,aftur á bak,гедргән
766,zurück::ADV,aftur,хәрү
767,zurück::ADV,til baka,хәрү
768,unten::ADV,niðri,дор
769,unten::ADV,fyrir neðan,дор
770,hinab::ADV,niður,дор
771,hinab::ADV,niður,доракшан
772,hinab::ADV,niður eftir,дор
773,hinab::ADV,niður eftir,доракшан
774,oben::ADV,uppi,деер
775,hinauf::ADV,upp,өөдән
776,hinauf::ADV,upp,деер
777,hinauf::ADV,upp eftir,өөдән
778,hinauf::ADV,upp eftir,деер
779,überall::ADV,alls staðar,альд болв чигн
780,nicht::ADV,ekki,эс
781,nicht::ADV,ekki,биш
782,nicht::ADV,ekki,бичә
783,ein wenig::ADV,dálítið,баахн
784,ein wenig::ADV,dálítið,баахнар
785,kaum::ADV,varla,әрә
786,kaum::ADV,tæplega,әрә
787,sehr::ADV,mjög,йир
788,so::ADV,svo,иигҗ
789,so::ADV,þannig,иигҗ
790,noch::ADV,enn,ода чигн
791,noch::ADV,ennþá,ода чигн
792,nur::ADV,bara,һанцхн
