,Concept_ID,sl,et
293,Lärm::N,trúšč,müra
294,Laut::N,glás,hääl
295,Ton::N,tón,toon
296,Lied::N,pésem,laul
297,Ruhe::N,pokòj,rahu
298,Ruhe::N,pokòj,vaikus
299,Leute::N,ljudjé,inimesed
300,Volk::N,národ,rahvas
301,Arbeit::N,délo,töö
302,Gast::N,gòst,külaline
303,Geschenk::N,darílo,kingitus
304,Spiel::N,ígra,mäng
305,Gesellschaft::N,drúžba,selts
306,Hilfe::N,pomóč,abi
307,Freund::N,prijátelj,sõber
308,Kamerad::N,továriš,sõber
309,Angelegenheit::N,zadéva,asi
310,Anzahl::N,števílo,arv
311,Anzahl::N,števílo,hulk
312,Art::N,vŕsta,liik
313,Stück::N,kós,tükk
314,Teil::N,dél,osa
315,Hälfte::N,polovíca,pool
316,Kreis::N,króg,ring
317,Kreis::N,kolobár,ring
318,Kreuz::N,kríž,rist
319,Linie::N,próga,joon
320,Strich::N,čŕta,joon
321,Abstand::N,preslédek,vahe
322,Entfernung::N,oddáljenost,kaugus
323,Entfernung::N,oddáljenost,vahemaa
324,Gegend::N,kràj,ümbrus
325,Gegend::N,dežêla,ümbrus
326,Platz::N,prôstor,ruum
327,Ort::N,mésto,paik
328,Seite::N,bòk,pool
329,Seite::N,strán,pool
330,Mitte::N,sredína,keskpaik
331,Gegenstand::N,prédmet,ese
332,Sache::N,réč,ese
333,Sache::N,stvár,ese
334,Rand::N,kràj,äär
335,Rand::N,kràj,serv
336,Kante::N,rób,kant
337,Ecke::N,vogál,nurk
338,Spitze::N,óst,teravik
339,Ende::N,kônec,ots
340,Ende::N,kônec,jupp
341,Loch::N,lúknja,auk
342,Winkel::N,kót,nurk
343,Muster::N,vzórec,muster
344,Größe::N,veličína,suurus
345,Länge::N,dolžína,pikkus
346,Höhe::N,vršína,kõrgus
347,Gewicht::N,téža,kaal
348,Gewicht::N,téža,raskus
349,Menge::N,količína,arv
350,Menge::N,količína,hulk
351,Haufen::N,kùp,hunnik
352,Haufen::N,kopíca,hunnik
353,Reihe::N,níz,rivi
354,Reihe::N,vŕsta,rivi
355,Boot::N,čóln,paat
356,Ruder::N,vêslo,aer
357,Schlitten::N,saní,saan
358,Ski::N,smučí,suusk
359,Lagerfeuer::N,táborni ôgenj,lõke
360,Last::N,tôvor,koorem
361,Gang::N,hòd,käik
362,Schritt::N,korák,samm
363,Norden::N,séver,põhi
364,Süden::N,júg,lõuna
365,Westen::N,zapàd,lääs
366,Osten::N,vzhòd,ida
367,Holz::N,lés,puu
368,Brett::N,deskà,saelaud
369,Platte::N,plôča,plaat
370,Stütze::N,opóra,tugi
371,Stütze::N,zaslómba,tugi
372,Stange::N,gréd,latt
373,Stange::N,gréd,teivas
374,Stock::N,pálica,kepp
375,Stab::N,pálica,varras
376,Rohr::N,cév,toru
377,Haus::N,híša,maja
378,Heim::N,dóm,kodu
379,Ofen::N,péč,ahi
380,Fußboden::N,pòd,põrand
381,Tisch::N,míza,laud
382,Stuhl::N,stòl,tool
383,Wiege::N,zíbel,häll
384,Wiege::N,zíbel,kätki
385,Bett::N,póstelja,voodi
386,Regal::N,políca,riiul
387,Kiste::N,zabòj,kast
388,Fenster::N,ôkno,aken
389,Tür::N,vráta,uks
390,Tor::N,velíka vráta,värav
391,Zaun::N,ográja,aed
392,Zaun::N,ográja,tara
393,Dach::N,stréha,katus
394,Leiter::N,léstev,redel
395,Besen::N,mêtla,luud
396,Spaten::N,lopáta,labidas
397,Schaufel::N,lopáta,kühvel
398,Gabel::N,vílice,kahvel
399,Löffel::N,žlíca,lusikas
400,Messer::N,nòž,nuga
401,Nagel::N,žebèlj,nael
402,Netz::N,mréža,võrk
403,Haken::N,kljúka,haak
404,Haken::N,kljúka,konks
405,Griff::N,ročáj,sang
406,Griff::N,ročáj,käepide
407,Griff::N,oprijèm,sang
408,Griff::N,oprijèm,käepide
409,Schloss::N,ključávnica,lukk
410,Bild::N,slíka,pilt
411,Figur::N,figúra,kuju
412,Figur::N,figúra,kujund
413,Figur::N,postáva,kuju
414,Figur::N,postáva,kujund
415,Puppe::N,lútka,nukk
416,Beutel::N,môšnja,paun
417,Bündel::N,cúla,kimp
418,Bündel::N,svéženj,kimp
419,Tasche::N,tórba,kott
420,Tasche::N,tobôlec,kott
421,Eimer::N,vêdro,pang
422,Eimer::N,vêdro,ämber
423,Deckel::N,pokròv,kaas
424,Deckel::N,poklópec,kaas
425,Geschirr::N,posóda,nõud
426,Sack::N,vréča,kott
427,Tasse::N,skodélica,tass
428,Topf::N,lônec,pada
429,Kessel::N,kôtel,pada
430,Essen::N,hrána,söök
431,Nahrung::N,živílo,toit
432,Speise::N,jéd,roog
433,Fleisch::N,mesó,liha
434,Getreide::N,žíto,teravili
435,Brei::N,káša,puder
436,Brot::N,krùh,sai
437,Brot::N,krùh,leib
438,Scheibe::N,réženj,viil
439,Scheibe::N,réženj,viilukas
440,Fett::N,mást,rasv
441,Fett::N,maščôba,rasv
442,Butter::N,máslo,või
443,Öl::N,ólje,õli
444,Salz::N,sól,sool
445,Suppe::N,júha,supp
446,Honig::N,méd,mesi
447,Milch::N,mléko,piim
448,Tee::N,čáj,tee
449,Leder::N,úsnje,nahk
450,Wolle::N,vólna,vill
451,Stoff::N,blagó,kangas
452,Nadel::N,ígla,nõel
453,Faden::N,nít,niit
454,Knopf::N,gúmb,nööp
455,Knoten::N,vôzel,sõlm
456,Farbe::N,bárva,värv
457,Kleidung::N,obléka,riided
458,Kleidung::N,obléka,riietus
459,Hemd::N,srájca,särk
460,Kragen::N,ovrátnik,krae
461,Ärmel::N,rokáv,varrukas
462,Hose::N,hláče,püksid
463,Gürtel::N,pás,vöö
464,Mütze::N,kápa,müts
465,Mütze::N,čépica,müts
466,Schuh::N,čévelj,king
467,Stiefel::N,škórenj,saabas
468,Ring::N,pŕstan,sõrmus
469,Band::N,trák,lint
470,Kamm::N,glavník,kamm
471,Spiegel::N,zrcálo,peegel
472,Spiegel::N,ogledálo,peegel
473,Riemen::N,jêrmen,rihm
474,Schnur::N,vŕvca,nöör
475,Leine::N,konôpec,jalutusrihm
476,Decke::N,odéja,tekk
477,Kissen::N,blazína,padi
478,Tuch::N,pŕt,kalev
479,Tuch::N,rúta,kalev
480,Handtuch::N,brisáča,käterätik
481,Kraft::N,síla,jõud
482,Stärke::N,jákost,tugevus
483,Gesundheit::N,zdrávje,tervis
484,Krankheit::N,bolézen,haigus
485,Schmerz::N,ból,valu
486,Schmerz::N,bolečína,valu
487,Wunde::N,rána,haav
488,Fieber::N,vročína,palavik
489,Arznei::N,lék,ravim
490,Arznei::N,zdravílo,ravim
491,Brücke::N,móst,sild
492,Brunnen::N,vodnják,kaev
493,Weide::N,páša,karjamaa
494,Pfad::N,stezà,rada
495,Weg::N,pót,tee
496,Straße::N,césta,tee
497,Dorf::N,vás,küla
498,Stadt::N,mésto,linn
499,Brief::N,písmo,kiri
500,Buch::N,knjíga,raamat
501,Buchstabe::N,čŕka,täht
502,Zeitung::N,čásnik,ajaleht
503,Leben::N,življênje,elu
504,Tod::N,smŕt,surm
505,Grab::N,gròb,haud
506,Kirche::N,cérkev,kirik
507,Sünde::N,gréh,patt
508,Gott::N,bóg,jumal
509,Arbeiter::N,délavec,tööline
510,Chef::N,šéf,ülemus
511,Chef::N,šéf,juhataja
512,Meister::N,mójster,meister
513,Arzt::N,zdravník,arst
514,Lehrer::N,učítelj,õpetaja
515,Geld::N,denár,raha
516,Geschäft::N,kupčíja,äri
517,Laden::N,trgovína,pood
518,Laden::N,trgovína,kauplus
519,Preis::N,céna,hind
520,Ware::N,róba,kaup
521,Nutzen::N,príd,tulu
522,Nutzen::N,príd,kasulikkus
523,Reichtum::N,bogástvo,rikkus
524,Welt::N,svét,maailm
525,Land::N,dežêla,maa
526,Staat::N,držáva,riik
527,König::N,králj,kuningas
528,Macht::N,oblást,võim
529,Grenze::N,mêja,piir
530,Krieg::N,vôjna,sõda
531,Feind::N,sovrážnik,vaenlane
532,Gewalt::N,nasílje,väevõim
533,Kampf::N,bòj,võitlus
534,Kampf::N,bórba,võitlus
535,Bogen[Waffe]::N,lók,vibu
536,Pfeil::N,puščíca,nool
537,Gewehr::N,púška,püss
538,Fehler::N,zmóta,viga
539,Lüge::N,láž,vale
540,Schaden::N,okvára,kahju
541,Unglück::N,nesréča,häda
542,Unglück::N,nesréča,õnnetus
543,Schuld::N,krívda,süü
544,Alter::N,dôba,iga
545,Schluss::N,kônec,lõpp
546,Zeit::N,čàs,aeg
547,Tag::N,dán,päev
548,Morgen::N,jútro,hommik
549,Mittag::N,póldan,lõuna
550,Mittag::N,póldan,keskpäev
551,Abend::N,večér,õhtu
552,Nacht::N,nóč,öö
553,Woche::N,téden,nädal
554,Monat::N,mésec,kuu
555,Jahr::N,léto,aasta
556,Frühling::N,pomlád,kevad
557,Sommer::N,polétje,suvi
558,Herbst::N,jesén,sügis
559,Winter::N,zíma,talv
560,Januar::N,jánuar,jaanuar
561,Februar::N,fébruar,veebruar
562,März::N,márec,märts
563,April::N,apríl,aprill
564,Mai::N,máj,mai
565,Juni::N,júnij,juuni
566,Juli::N,júlij,juuli
567,August::N,avgúst,august
568,September::N,septêmber,september
569,Oktober::N,október,oktoober
570,November::N,novêmber,november
571,Dezember::N,decémber,detsember
572,Montag::N,ponedéljek,esmaspäev
573,Dienstag::N,tôrek,teisipäev
574,Mittwoch::N,sréda,kesknädal
575,Donnerstag::N,četŕtek,neljapäev
576,Freitag::N,pétek,reede
577,Samstag::N,sobóta,laupäev
578,Sonntag::N,nedélja,pühapäev
579,groß::A,vêlik,suur
580,klein::A,májhen,väike
581,klein::A,májhen,pisike
582,lang::A,dólg,pikk
583,kurz::A,krátek,lühike
584,breit::A,širòk,lai
585,schmal::A,ózek,kitsas
586,dicht::A,góst,tihe
587,dick[Gegenstand]::A,dêbel,jäme
588,dünn::A,tánek,õhuke
589,dünn::A,tánek,peenike
590,fein::A,drôben,peen
591,fein::A,drôben,õhuke
592,fest::A,tŕden,püsiv
593,fest::A,tŕden,kindel
594,flach::A,plán,lame
595,flach::A,plán,tasane
596,flach::A,plòsk,lame
597,flach::A,plòsk,tasane
598,glatt::A,gládek,sile
599,hart::A,tŕd,kõva
600,weich::A,mehák,pehme
601,rund::A,okrógel,ümar
602,spitz::A,šílast,torkav
603,scharf::A,óster,terav
604,stumpf::A,tóp,nüri
605,stumpf::A,skŕhan,nüri
606,schwer::A,têžek,raske
607,schön::A,lép,kena
608,schön::A,krásen,kena
609,heiß::A,vròč,kuum
610,heiß::A,vròč,palav
611,warm::A,tôpel,soe
612,kalt::A,mŕzel,külm
613,kalt::A,hláden,külm
614,kühl::A,hláden,jahe
615,frisch::A,svéž,värske
616,feucht::A,vlážen,niiske
617,nass::A,móker,märg
618,trocken::A,súh,kuiv
619,voll::A,póln,täis
620,leer::A,prázen,tühi
621,offen::A,odpŕt,avatud
622,offen::A,odpŕt,lahtine
623,geschlossen::A,zapŕt,suletud
624,sauber::A,číst,puhas
625,sauber::A,líčen,puhas
626,schmutzig::A,umázan,räpane
627,schmutzig::A,umázan,määrdunud
628,roh::A,suròv,toores
629,reif::A,zrèl,küps
630,lecker::A,okúsen,hõrk
631,lecker::A,okúsen,maitsev
632,süß::A,sládek,magus
633,bitter::A,grenák,mõru
634,sauer::A,kísel,hapu
635,hell::A,svetèl,hele
636,dunkel::A,temèn,pime
637,schwarz::A,čŕn,must
638,weiß::A,bél,valge
639,rot::A,rdèč,punane
640,gelb::A,žólt,kollane
641,gelb::A,rumèn,kollane
642,blau::A,móder,sinine
643,grün::A,zelèn,roheline
644,grau::A,sív,hall
645,bunt::A,písan,kirju
646,bunt::A,písan,värviline
647,billig::A,pocéni,odav
648,teuer::A,drág,kallis
649,wertvoll::A,dragocén,väärtuslik
650,blind::A,slép,pime
651,taub::A,glúh,kurt
652,kräftig::A,močán,jõuline
653,stark::A,ják,tugev
654,schwach::A,šíbek,nõrk
655,schwach::A,šíbek,jõuetu
656,fett::A,dêbel,rasvane
657,schlank::A,vítek,sale
658,hübsch::A,lép,kena
659,böse::A,zèl,tige
660,böse::A,hudôben,tige
661,dumm::A,glúp,juhm
662,dumm::A,glúp,rumal
663,dumm::A,bédast,juhm
664,dumm::A,bédast,rumal
665,faul::A,lén,laisk
666,fleißig::A,marljív,virk
667,fleißig::A,marljív,hoolas
668,geizig::A,škŕt,ihne
669,klug::A,pámeten,tark
670,klug::A,pámeten,arukas
671,klug::A,pámeten,mõistlik
672,geschickt::A,spréten,osav
673,lieb::A,míl,armas
674,lieb::A,ljúb,armas
675,lustig::A,vesél,lõbus
676,sanft::A,láhek,õrn
677,hungrig::A,láčen,näljane
678,krank::A,bolán,haige
679,nackt::A,nág,alasti
680,traurig::A,túžen,kurb
681,lebendig::A,žív,elus
682,gut::A,dóber,hea
683,schlecht::A,malopríden,halb
684,richtig::A,pravílen,õige
685,schlimm::A,húd,paha
686,wahr::A,resníčen,tõene
687,alt::A,stàr,vana
688,neu::A,nòv,uus
689,ehemalig::A,nekdánji,endine
690,alt[Lebewesen]::A,stàr,vana
691,jung::A,mlád,noor
692,arm::A,ubóg,vaene
693,arm::A,réven,vaene
694,reich::A,bogàt,rikas
695,bekannt::A,znán,teada
696,bekannt::A,znán,tuttav
697,berühmt::A,sláven,tuntud
698,berühmt::A,znamenít,tuntud
699,fremd::A,túj,võõras
700,verschieden::A,razlíčen,erinev
701,nah::A,blížnji,lähedane
702,fern::A,dáleč,kauge
703,linker::A,lévi,vasak
704,rechter::A,désni,parem
705,anderer::A,drúgi,muu
706,anderer::A,drúgi,teine
707,erster::A,pŕvi,esimene
708,zweiter::A,drúgi,teine
709,dritter::A,trétji,kolmas
710,letzter::A,poslédnji,viimane
711,allein::ADV,sám,üksi
712,auf einmal::ADV,obênem,korraga
713,auf einmal::ADV,obênem,ühekorraga
714,zusammen::ADV,skúpaj,koos
715,zusammen::ADV,skúpaj,üheskoos
716,lange::ADV,dólgo,kaua
717,plötzlich::ADV,náglo,äkki
718,plötzlich::ADV,náglo,järsku
719,plötzlich::ADV,nenádoma,äkki
720,plötzlich::ADV,nenádoma,järsku
721,sofort::ADV,prècej,kohe
722,später::ADV,poznêje,hiljem
723,jetzt::ADV,zdàj,nüüd
724,heute::ADV,dánes,täna
725,morgen::ADV,jútri,homme
726,bald::ADV,kmálu,pea
727,bald::ADV,kmálu,varsti
728,dann::ADV,nató,siis
729,gestern::ADV,včéraj,eile
730,einst::ADV,nékdaj,vanasti
731,damals::ADV,tedàj,tookord
732,damals::ADV,takràt,tookord
733,danach::ADV,potèm,seejärel
734,vorher::ADV,poprèj,enne
735,zuerst::ADV,spŕva,enne
736,zuerst::ADV,spŕva,esmalt
737,einmal::ADV,ênkrat,kord
738,einmal::ADV,ênkrat,üks kord
739,manchmal::ADV,včásih,mõnikord
740,oft::ADV,pogósto,tihti
741,oft::ADV,pogósto,sageli
742,immer::ADV,védno,ikka
743,immer::ADV,védno,alati
744,immer::ADV,zméraj,ikka
745,immer::ADV,zméraj,alati
746,niemals::ADV,nikdàr,mitte kunagi
747,hier::ADV,tù,siin
748,hier::ADV,túkaj,siin
749,hierhin::ADV,sèmkaj,siia
750,von hier::ADV,od tú,siit
751,dort::ADV,tàm,seal
752,dorthin::ADV,tjà,sinna
753,geradeaus::ADV,rávno napréj,otse edasi
754,vorwärts::ADV,napréj,edasi
755,rückwärts::ADV,zádaj,tagurpidi
756,zurück::ADV,nazáj,tagasi
757,unten::ADV,dôli,all
758,unten::ADV,dôli,allpool
759,unten::ADV,spôdaj,all
760,unten::ADV,spôdaj,allpool
761,hinab::ADV,dôl,alla
762,oben::ADV,gôri,ülal
763,oben::ADV,zgôraj,ülal
764,hinauf::ADV,gôr,üles
765,überall::ADV,povsód,kõikjal
766,nicht::ADV,ne,ei
767,nicht::ADV,ne,mitte
768,ein wenig::ADV,málo,veidi
769,ein wenig::ADV,málo,natuke
770,kaum::ADV,kómaj,vaevalt
771,sehr::ADV,zeló,väga
772,so::ADV,takó,nii
773,noch::ADV,še,veel
774,nur::ADV,samó,ainult
775,schon::ADV,žè,juba
776,wieder::ADV,spét,jälle
777,vergebens::ADV,zamàn,asjata
778,vergebens::ADV,zastónj,asjata
779,vor::PRP,pred,ees
780,hinter::PRP,za,taha
781,unter::PRP,pod,all
782,durch::PRP,skózi,läbi
783,durch::PRP,skózi,kaudu
784,neben::PRP,kràj,kõrval
785,neben::PRP,póleg,kõrval
786,zwischen::PRP,med,vahel
787,zwischen::PRP,izmed,vahel
788,wegen::PRP,zarádi,tõttu
789,wegen::PRP,zarádi,pärast
790,dies::PRN,tó,see
791,das::PRN,tó,see
792,alles::PRN,vsè,kõik
793,ich::PRN,jàz,mina
794,du::PRN,tí,sina
795,er::PRN,òn,tema
796,wir::PRN,mí,me
797,ihr::PRN,ví,te
798,sie::PRN,ôni,nad
799,was::FPRN,káj,mis
800,wer::FPRN,kdó,kes
801,wo::FADV,kjé,kus
802,wohin::FADV,kám,kuhu
803,wie::FADV,kakó,kuidas
804,warum::FADV,zakáj,miks
805,wieviel::FNUM,kóliko,mitu
806,wieviel::FNUM,kóliko,kui palju
807,eins::NUM,êden,üks
808,zwei::NUM,dvá,kaks
809,drei::NUM,trí,kolm
810,vier::NUM,štíri,neli
811,fünf::NUM,pét,viis
812,sechs::NUM,šést,kuus
813,sieben::NUM,sédem,seitse
814,acht::NUM,ósem,kaheksa
815,neun::NUM,devét,üheksa
816,zehn::NUM,desét,kümme
817,elf::NUM,enájst,üksteist
818,zwölf::NUM,dvánajst,kaksteist
819,zwanzig::NUM,dvájset,kakskümmend
820,dreißig::NUM,trídeset,kolmkümmend
821,vierzig::NUM,štírideset,nelikümmend
822,fünfzig::NUM,pétdeset,viiskümmend
823,sechzig::NUM,šéstdeset,kuuskümmend
