,Concept_ID,ru,ady
168,Eule::N,сова,тыгъурыгъу
169,Kranich::N,журавль,къэрэ́у
170,Krähe::N,ворона,къолэ́жъ
171,Kuckuck::N,кукушка,куку́у
172,Schwan::N,лебедь,
173,Fisch::N,рыба,пцэжъы́й
174,Barsch::N,окунь,тхыкъэц
175,Hecht::N,щука,лэнд
176,Schlange[Tier]::N,змея,блэ́
177,Wurm::N,червяк,хьамлыу
178,Spinne::N,паук,бэдж
179,Ameise::N,муравей,къамзэ́гу
180,Laus::N,вошь,цӏэ
181,Mücke::N,комар,аргъо́й
182,Fliege::N,муха,бадзэ́
183,Schmetterling::N,бабочка,хьампӏыра́шъу
184,Beere::N,ягода,маткӏо
185,Apfel::N,яблоко,мыӏэры́с
186,Pilz::N,гриб,хьаӏу
187,Zwiebel::N,луковица,бжьыны́
188,Saat::N,семя,чылапхъ
189,Korn::N,зерно,цэ
190,Heu::N,сено,мэкъу
191,Schale::N,шелуха,кӏы́шъу
192,Grube::N,яма,машэ́
193,Falle::N,ловушка,зэраубытырэ́ ӏэмэпсы́м
194,Schlinge::N,силок,бзыуубыт
195,Spur::N,след,ужы
196,Spur::N,след,лъэуж
197,Asche::N,зола,яжьэ́
198,Asche::N,пепел,яжьэ́
199,Dreck::N,грязь,псынжъы
200,Eisen::N,железо,гыучӏы́
201,Eisen::N,железо,къэнджа́л
202,Gold::N,золото,дышъэ́
203,Silber::N,серебро,тыжьы́н
204,Kohle::N,уголь,шӏомыкӏ
205,Glas::N,стекло,апч
206,Lehm::N,глина,етӏагъо́
207,Sand::N,песок,пшахъо
208,Mensch::N,человек,цӏыфы́
209,Mann::N,мужчина,хъулъфы́гъ
210,Frau::N,женщина,бӏылъфыгъэ́
211,Kind::N,ребенок,кӏэлэцӏы́кӏу
212,Junge::N,мальчик,кӏэлэцӏы́кӏу
213,Mädchen::N,девочка,пшъэшъэжъый
214,Familie::N,семья,быны́
215,Familie::N,семья,уна́гъу
216,Großvater::N,дедушка,тэтэ́жъ
217,Großmutter::N,бабушка,нэнэ́жъ
218,Eltern::N,родители,ны-тыхэ́р
219,Vater::N,отец,ты
220,Mutter::N,мать,ны
221,Sohn::N,сын,къо
222,Tochter::N,дочь,пхъу
223,Bruder::N,брат,шы
224,Schwester::N,сестра,шы́пхъу
225,Onkel::N,дядя,янэ́ш
226,Tante::N,тетя,атэшыпхъу
227,Ehemann::N,муж,лӏы
228,Ehefrau::N,жена,шъу́з
229,Freude::N,радость,гушӏуа́гъу
230,Gelächter::N,смех,щхыныр
231,Glück::N,счастье,насы́п
232,Kummer::N,горе,тхьамыкӏагъу
233,Wunsch::N,желание,шӏонгъоны́гъ
234,Lust::N,влечение,шӏонгъоны́гъ
235,Geist::N,дух,гу
236,Gedanke::N,мысль,гупшыс
237,Gedächtnis::N,память,память
238,Verstand::N,ум,акъы́л
239,Sinn::N,смысл,мэхьанэ
240,Grund::N,повод,ушъхьагъу
241,Wahrheit::N,правда,шъыпкъэ́
242,Gespräch::N,беседа,гущыӏ
243,Märchen::N,сказка,пшысэ
244,Erzählung::N,рассказ,къэба́р
245,Nachricht::N,сообщение,къэба́р
246,Neuigkeit::N,новость,къэбарыкӏ
247,Name::N,имя,цӏэ
248,Rätsel::N,загадка,коджэхь-къоджэшх
249,Rede::N,речь,гущыӏ
250,Sprache::N,язык,бзэ
251,Stimme::N,голос,макъэ́
252,Wort::N,слово,гущыӏ
253,Zeichen::N,знак,тамы́гъ
254,Ruf::N,зов,джэ макъ
255,Lärm::N,шум,макъэ
256,Laut::N,звук,макъэ
257,Ton::N,звучание,
258,Lied::N,песня,орэ́д
259,Ruhe::N,покой,самбырыныгъ
260,Leute::N,люди,цӏыфхэ́р
261,Volk::N,народ,цӏыф лъэпкъ
262,Arbeit::N,работа,ӏофшӏакӏэ́н
263,Gast::N,гость,хьакӏэ́
264,Geschenk::N,подарок,шӏухьафтын
265,Spiel::N,игра,еоны́р
266,Spiel::N,игра,джэгуны́р
267,Spiel::N,игра,къегъэӏоны́р
268,Gesellschaft::N,общество,обществ
269,Hilfe::N,помощь,ӏэпыӏэгъу
270,Freund::N,друг,ныбджэгъу
271,Kamerad::N,приятель,ныбджэгъу
272,Angelegenheit::N,дело,ӏофы́
273,Anzahl::N,количество,пчъагъэ́
274,Art::N,вид,изэрэщы́т
275,Art::N,вид,лъэпкъ
276,Stück::N,кусок,такъы́р
277,Teil::N,часть,щыщ
278,Teil::N,часть,ӏахь
279,Hälfte::N,половина,ныкъо́
280,Kreis::N,круг,хъура́й
281,Kreuz::N,крест,къащ
282,Linie::N,линия,хъахъ
283,Linie::N,линия,итхъа́гъ
284,Strich::N,черта,хъахъ
285,Strich::N,черта,итхъагъ
286,Abstand::N,промежуток,азыфагу
287,Entfernung::N,расстояние,чӏыгууанэ
288,Gegend::N,местность,чӏыпӏэ́
289,Platz::N,пространство,азыфагу
290,Ort::N,место,чӏыпӏэ́
291,Seite::N,сторона,лъэны́къу
292,Mitte::N,середина,гузэ́гу
293,Gegenstand::N,предмет,пкъыгъо
294,Sache::N,вещь,
295,Rand::N,край,цакӏэ́
296,Kante::N,ребро,цэгэналъ
297,Ecke::N,угол,къогъу
298,Spitze::N,кончик,пакӏэ
299,Ende::N,конец,кӏэ
300,Loch::N,дыра,гъуа́н
301,Winkel::N,угол,къогъу
302,Muster::N,узор,тхыпхъэ
303,Größe::N,размер,иина́гъ
304,Länge::N,длина,икӏыхьа́гъ
305,Höhe::N,высота,лъэгагъ
306,Gewicht::N,вес,онтэгъугъэ́
307,Menge::N,количество,пчъагъэ́
308,Haufen::N,куча,ӏат
309,Reihe::N,ряд,саты́р
310,Boot::N,лодка,къуашъо́
311,Ruder::N,весло,къошъобэ́щ
312,Schlitten::N,сани,
313,Ski::N,лыжа,лыжэхэр
314,Lagerfeuer::N,костер,пхъэмашӏу
315,Last::N,тяжесть,
316,Gang::N,ход,кӏоныр
317,Schritt::N,шаг,лъэубэ́къу
318,Norden::N,север,темы́р
319,Süden::N,юг,къыблэ́
320,Westen::N,запад,тыгъэкъохьа́пӏ
321,Osten::N,восток,тыгьэкъокӏы́пӏ
322,Holz::N,древесина,чъыгы́
323,Brett::N,доска,пхъэ́мбгъу
324,Platte::N,плита,упсыхьагъ
325,Stütze::N,подпорка,кӏэгъэкъон
326,Stange::N,жердь,къорэ́гъ
327,Stock::N,палка,бэщ
328,Stab::N,шест,бэщ кӏы́хь
329,Rohr::N,труба,онджэкъ
330,Haus::N,дом,унэ́
331,Heim::N,дом,унэ́
332,Ofen::N,печь,гъэжъэн
333,Fußboden::N,пол,джэхашъу
334,Tisch::N,стол,стол
335,Stuhl::N,стул,пхъэнтӏэ́кӏу
336,Wiege::N,колыбель,кушъэ́
337,Bett::N,постель,пӏэкӏо́р
338,Regal::N,полка,мэкӏай
339,Kiste::N,ящик,ящык
340,Fenster::N,окно,шъхьаныгъу́пчъ
341,Tür::N,дверь,пчъэ
342,Tor::N,ворота,къэла́пчъ
343,Zaun::N,забор,шӏыхьагъэ́
344,Dach::N,крыша,шъхьэ́
345,Leiter::N,лестница,лъэо́й
346,Leiter::N,лестница,дэкӏояпӏэ́
347,Besen::N,метла,пхъэнкӏы́пхъ
348,Spaten::N,лопата,къазгъы́р
349,Schaufel::N,совок,хэӏалъ
350,Gabel::N,вилка,цацэ
351,Löffel::N,ложка,джэмы́шх
352,Messer::N,нож,шъэжъы́й
353,Nagel::N,гвоздь,гъучӏыӏу́н
354,Netz::N,сеть,хъытыу
355,Haken::N,крюк,хьажтӏаркъу
356,Griff::N,ручка,къопс
357,Schloss::N,замок,ӏункӏы́бз
358,Bild::N,картина,сурэ́т
359,Figur::N,фигура,
360,Puppe::N,кукла,нысхъа́п
361,Beutel::N,мешок,дзыо́
362,Bündel::N,связка,
363,Tasche::N,сумка,ӏэлъмэ́къ
364,Eimer::N,ведро,щалъ
365,Deckel::N,крышка,шъхьэ
366,Geschirr::N,посуда,хьакъу-шыкъу
367,Sack::N,мешок,дзыо́
368,Tasse::N,чашка,чашк
369,Topf::N,кастрюля,кастрюль
370,Kessel::N,котел,шыуа́н
371,Essen::N,еда,шхэн
372,Nahrung::N,пища,шхэн
373,Speise::N,блюдо,шхыныгъу
374,Speise::N,кушанье,шхыныгъу
375,Fleisch::N,мясо,лы
376,Getreide::N,хлеб,лэжьыгъацэ́
377,Brei::N,каша,пӏастэ́
378,Brot::N,хлеб,хьалыгъу
379,Scheibe::N,ломоть,такъы́р
380,Fett::N,жир,дагъэ́
381,Butter::N,масло,тхъу
382,Öl::N,масло,тхъу
383,Salz::N,соль,щыгъу
384,Suppe::N,суп,хьантхъупс
385,Honig::N,мед,шъоу́
386,Milch::N,молоко,щэ
387,Tee::N,чай,щай
388,Leder::N,кожа,кӏы́шъу
389,Wolle::N,шерсть,цы
390,Stoff::N,ткань,шэкӏы
391,Nadel::N,игла,бгъэ́хаӏу
392,Faden::N,нитка,ӏуда́н
393,Knopf::N,пуговица,занкӏэу
394,Knoten::N,узел,зэкъодзапӏэ
395,Farbe::N,краска,краск
396,Kleidung::N,одежда,щыгъы́ны
397,Hemd::N,рубашка,джан
398,Kragen::N,воротник,пшъапӏ
399,Ärmel::N,рукав,гъуап
400,Hose::N,брюки,гъончэ́дж
401,Gürtel::N,пояс,бгыры́пх
402,Mütze::N,шапка,паӏо́
403,Schuh::N,ботинок,
404,Stiefel::N,сапог,щазым
405,Ring::N,кольцо,ӏэлъы́н
406,Band::N,лента,лент
407,Kamm::N,расческа,мажь
408,Spiegel::N,зеркало,гъундж
409,Riemen::N,ремень,бгыры́пх
410,Schnur::N,веревка,кӏапсэ́
411,Leine::N,поводок,шъокӏапс
412,Decke::N,одеяло,чыхӏэн
413,Kissen::N,подушка,шъхьант
414,Tuch::N,платок,шъхьэтехъу
415,Handtuch::N,полотенце,ӏаплъэкӏ
416,Kraft::N,сила,къары́у
417,Kraft::N,сила,кӏуачӏэ́
418,Stärke::N,крепость,кӏуачӏэ́
419,Gesundheit::N,здоровье,псауныгъ
420,Krankheit::N,болезнь,узы
421,Schmerz::N,боль,узы
422,Wunde::N,рана,уӏагъэ́
423,Fieber::N,лихорадка,техьа́гъу
424,Fieber::N,лихорадка,жъоку
425,Fieber::N,температура,техьа́гъу
426,Fieber::N,температура,жъоку
427,Arznei::N,лекарство,ӏэзэ́гъу
428,Brücke::N,мост,лъэмы́д ж
429,Brunnen::N,колодец,псынэ́
430,Weide::N,пастбище,хъупӏэ́
431,Pfad::N,тропа,лъагъу
432,Weg::N,путь,гъо́гу
433,Weg::N,дорога,гъо́гу
434,Straße::N,улица,гъо́гу
435,Straße::N,дорога,гъо́гу
436,Dorf::N,деревня,къуа́дж
437,Stadt::N,город,къалэ́
438,Brief::N,письмо,тхэн
439,Brief::N,письмо,письмэ
440,Buch::N,книга,тхы́лъ
441,Buchstabe::N,буква,хьары́ф
442,Zeitung::N,газета,газет
443,Leben::N,жизнь,гъашӏэ́
444,Tod::N,смерть,аджал
445,Grab::N,могила,бэны́
446,Kirche::N,церковь,чылы́с
447,Sünde::N,грех,гунахь
448,Gott::N,бог,тхьэ
449,Arbeiter::N,рабочий,рабоч
450,Chef::N,начальник,гъэр
451,Meister::N,мастер,ӏэпыӏа́с
452,Arzt::N,врач,
453,Lehrer::N,учитель,кӏэлэегъа́дж
454,Geld::N,деньги,ахъщ
455,Geschäft::N,занятие,ӏофшӏэн
456,Laden::N,магазин,туча́н
457,Preis::N,цена,уасэ́
458,Ware::N,товар,хьап-щып
459,Nutzen::N,выгода,чар
460,Nutzen::N,выгода,федэ́
461,Reichtum::N,богатство,байныгъ
462,Welt::N,мир,дуна́й
463,Land::N,страна,хэгъэ́́гу
464,Staat::N,государство,къэралыгъу
465,König::N,король,пачъы́хь
466,Macht::N,власть,шынэгъакзэ́
467,Grenze::N,граница,гъуна́пкъ
468,Krieg::N,война,зао́
469,Feind::N,враг,пы́и
470,Gewalt::N,насилие,егъэзыгъэныгъ
471,Kampf::N,борьба,бэнэныгъ
472,Bogen[Waffe]::N,лук,щабз
473,Pfeil::N,стрела,щэбза́щ
474,Gewehr::N,ружье,шхонч
475,Fehler::N,ошибка,хэукъоныгъ
476,Lüge::N,ложь,пцӏы
477,Schaden::N,вред,зэра́р
478,Unglück::N,беда,тхьамыкӏагъу
479,Schuld::N,вина,мысагъэ́
480,Alter::N,возраст,ныбжь
481,Schluss::N,окончание,кӏэ
482,Zeit::N,время,уахътэ́
483,Tag::N,день,мафэ́
484,Morgen::N,утро,пчэды́жь
485,Mittag::N,полдень,щэджагьу́
486,Abend::N,вечер,пчыхьэ́
487,Nacht::N,ночь,чэщы́
488,Woche::N,неделя,тхьамафэ́
489,Monat::N,месяц,мазэ́
490,Jahr::N,год,илъэ́с
491,Frühling::N,весна,гъатхэ́
492,Sommer::N,лето,гъэмафэ́
493,Herbst::N,осень,бжыхьэ́
494,Winter::N,зима,кӏыма́ф
495,Januar::N,январь,январь
496,Februar::N,февраль,февраль
497,März::N,март,март
498,April::N,апрель,апрель
499,Mai::N,май,май
500,Juni::N,июнь,июнь
501,Juli::N,июль,июль
502,August::N,август,август
503,September::N,сентябрь,сентябрь
504,Oktober::N,октябрь,октябрь
505,November::N,ноябрь,ноябрь
506,Dezember::N,декабрь,декабрь
507,Montag::N,понедельник,блыпэ́
508,Dienstag::N,вторник,гъубдж
509,Mittwoch::N,среда,бэрэскэжъый
510,Donnerstag::N,четверг,мэфэ́ку
511,Freitag::N,пятница,бэрэскэшху
512,Samstag::N,суббота,шэмбэ́т
513,Sonntag::N,воскресенье,тхьаума́ф
514,groß::A,большой,ины́
515,klein::A,маленький,цӏы́кӏу
516,lang::A,длинный,кӏыхьэ́
517,kurz::A,короткий,кӏэкӏы́
518,breit::A,широкий,шъуамбгъо́
519,schmal::A,узкий,бгъузэ́
520,dicht::A,густой,ӏужъу́
521,dick[Gegenstand]::A,толстый,ӏужъу́
522,dünn::A,тонкий,пӏуакӏэ́
523,fein::A,тонкий,пӏуакӏэ́
524,fest::A,крепкий,пытэ́
525,flach::A,плоский,тешъо́
526,glatt::A,гладкий,зэны́бжь
527,hart::A,твердый,пытэ́
528,weich::A,мягкий,шъабэ́
529,rund::A,круглый,хъура́й
530,spitz::A,остроконечный,папцӏэ́
531,scharf::A,острый,чан
532,stumpf::A,тупой,цако́
533,schwer::A,тяжелый,онтэ́гъу
534,schön::A,красивый,дахэ́
535,heiß::A,жаркий,жъо́ркъ
536,warm::A,теплый,фабэ́у
537,kalt::A,холодный,чъыӏэ́
538,kühl::A,прохладный,чъыӏэтагъ
539,frisch::A,свежий,чъыӏэтагъ
540,feucht::A,влажный,шынагъэ зиӏэ
541,feucht::A,влажный,шынэгъакӏэ зиӏэ
542,nass::A,мокрый,цӏынэ́
543,trocken::A,сухой,гъушъ
544,trocken::A,сухой,чъэпхъыгъ
545,voll::A,полный,из
546,voll::A,полный,изыбз
547,voll::A,наполненный,из
548,voll::A,наполненный,изыбз
549,leer::A,пустой,нэкӏы́
550,offen::A,открытый,зэдэхыгъэ
551,geschlossen::A,закрытый,зэфэшӏыгъ
552,sauber::A,чистый,къабзэ́
553,schmutzig::A,грязный,шӏо́и
554,roh::A,сырой,мыжъо́
555,reif::A,зрелый,чъэпхъыгъ
556,lecker::A,вкусный,го́хьы
557,süß::A,сладкий,ӏэшӏу
558,bitter::A,горький,дыджы́
559,sauer::A,кислый,хафэ́
560,hell::A,светлый,нэфын
561,dunkel::A,темный,мэзэхэ
562,schwarz::A,черный,шӏуцӏэ
563,weiß::A,белый,фыжьы́
564,rot::A,красный,плъыжьы́
565,gelb::A,желтый,гъожьы́
566,blau::A,синий,шхъуантӏэ
567,grün::A,зеленый,шхъуантӏэ
568,grau::A,серый,шхъо
569,bunt::A,пестрый,къолэны
570,billig::A,дешевый,пыут
571,teuer::A,дорогой,сикӏа́с
572,teuer::A,дорогой,силъа́пӏ
573,wertvoll::A,ценный,пкӏэ зиӏ
574,wertvoll::A,ценный,уасэ́ зыфа́шӏ
575,blind::A,слепой,нэшъу́
576,taub::A,глухой,дэгу
577,kräftig::A,могучий,лъэ́ш
578,stark::A,сильный,лъэ́ш
579,schwach::A,слабый,хъыбэй
580,fett::A,жирный,пщэры́
581,schlank::A,стройный,ищыгъэ
582,hübsch::A,прелестный,дахэ́
583,böse::A,злой,ябгэ
584,dumm::A,глупый,делэ
585,faul::A,ленивый,шъхьахы́нэ
586,fleißig::A,прилежный,егугъурэ
587,geizig::A,жадный,тхьацэ
588,klug::A,умный,акъылышӏу́
589,geschickt::A,искусный,ӏэпэӏэсэ́
590,geschickt::A,искусный,шо́у шӏыгъэ́
591,lieb::A,милый,псэм фэд
592,lustig::A,веселый,чэф
593,sanft::A,нежный,ӏушъа́б
594,hungrig::A,голодный,гъаблэ́
595,krank::A,больной,сыма́дж
596,nackt::A,голый,пцӏанэ́
597,traurig::A,грустный,нэшхъэй
598,lebendig::A,живой,
599,gut::A,хороший,дэгъу́
600,schlecht::A,плохой,дэи
601,richtig::A,правильный,тэрэз
602,schlimm::A,отвратительный,щынэгъо
603,schlimm::A,мерзкий,щынэгъо
604,wahr::A,настоящий,шъыпкъэ́
605,alt::A,старый,жъы
606,neu::A,новый,кӏэ
607,ehemalig::A,бывший,-щтыгъэ
608,ehemalig::A,бывший,-гъэ
609,alt[Lebewesen]::A,пожилой,жъы
610,jung::A,молодой,ныбжьыкӏэ́
611,arm::A,бедный,тхьамы́кӏ
612,reich::A,богатый,бай
613,bekannt::A,знакомый,нэӏуа́с
614,berühmt::A,знаменитый,цӏэры́ӏу
615,fremd::A,чужой,хымэ
616,verschieden::A,разный,зэфэшъхьафы
617,nah::A,близкий,благъэ́
618,fern::A,далекий,чыжьэ
619,linker::A,левый,сэмэ́гу
620,rechter::A,правый,джабгъу
621,anderer::A,другой,нэмы́кӏ
622,erster::A,первый,апэр
623,zweiter::A,второй,я́тӏонэр
624,dritter::A,третий,ящэнэр
625,letzter::A,последний,аужыр
626,allein::ADV,один,зы
627,auf einmal::ADV,сразу,ардэдэм
628,auf einmal::ADV,сразу,асыхьатым
629,zusammen::ADV,вместе,зэгъусэхэ́у
630,lange::ADV,долго,бэрэ́
631,plötzlich::ADV,вдруг,зэкӏэм
632,sofort::ADV,тотчас,ардэдэм
633,sofort::ADV,тотчас,асыхьатым
634,später::ADV,позже,нэужым
635,jetzt::ADV,сейчас,джы
636,heute::ADV,сегодня,непэ́
637,morgen::ADV,завтра,неу́щы
638,bald::ADV,скоро,псынкӏэу
639,dann::ADV,потом,нэужым
640,gestern::ADV,вчера,тыгъуа́с
641,einst::ADV,однажды,зэгорэ́м
642,damals::ADV,тогда,армэ
643,damals::ADV,тогда,ащыгъум
644,danach::ADV,затем,нэужым
645,vorher::ADV,раньше,нахьыпэм
646,zuerst::ADV,сперва,
647,einmal::ADV,раз,зэ
648,manchmal::ADV,иногда,
649,oft::ADV,часто,бэрэ
650,immer::ADV,всегда,ренэ́у
651,niemals::ADV,никогда,
652,hier::ADV,здесь,
653,hierhin::ADV,сюда,
654,von hier::ADV,отсюда,
655,dort::ADV,там,модэ
656,dorthin::ADV,туда,модэ́
657,geradeaus::ADV,прямо,занкӏэу
658,vorwärts::ADV,вперед,ыпэкӏэ
659,rückwärts::ADV,назад,ыужыкӏэ́
660,zurück::ADV,обратно,ыужыкӏэ́
661,unten::ADV,внизу,ычӏэкӏэ́
662,hinab::ADV,вниз,ычӏэгъы́
663,hinab::ADV,вниз,ычӏэкӏэ́
664,oben::ADV,наверху,ышъхьагъы
665,hinauf::ADV,вверх,ышъхьагъыкӏэ
666,überall::ADV,везде,тыди́
667,überall::ADV,везде,тыдэкӏи́
668,nicht::ADV,не,-п
669,nicht::ADV,не,мы-
670,ein wenig::ADV,немного,тӏэкӏу
671,kaum::ADV,едва,къоды́й
672,sehr::ADV,очень,дэд
673,so::ADV,так,ащ фэд
674,so::ADV,так,мыщ фэд
675,so::ADV,так,джащ фэд
676,noch::ADV,еще,джыри
677,nur::ADV,только,ныӏэ́п
678,schon::ADV,уже,
679,wieder::ADV,опять,джыри
680,vergebens::ADV,напрасно,пкӏэнчъэ́у
681,vor::PRP,перед,пашъхьэ́
682,hinter::PRP,за,кӏы́б
683,hinter::PRP,позади,кӏы́б
684,unter::PRP,под,чӏэ-
685,durch::PRP,сквозь,пхыры-
686,neben::PRP,возле,дэжь
687,zwischen::PRP,между,азыфа́гу
688,wegen::PRP,из-за,къы-
689,dies::PRN,это,ар
690,das::PRN,то,а
691,das::PRN,то,мо
692,alles::PRN,все,зэкӏэ́
693,ich::PRN,я,сэ
694,du::PRN,ты,о
695,er::PRN,он,ар
696,wir::PRN,мы,тэ
697,ihr::PRN,вы,шъо
698,sie::PRN,они,ахэр
699,was::FPRN,что,сыд
700,wer::FPRN,кто,хэт
701,wo::FADV,где,тыдэ́
702,wohin::FADV,куда,тыдэ́
703,wie::FADV,как,сыдэущтэ́у
704,warum::FADV,почему,сыд пае́
705,wieviel::FNUM,сколько,тхьапш
706,wieviel::FNUM,сколько,сыд фэди́з
707,eins::NUM,один,зы
708,zwei::NUM,два,тӏу
709,drei::NUM,три,щы
710,vier::NUM,четыре,плӏы
711,fünf::NUM,пять,тфы
712,sechs::NUM,шесть,хы
713,sieben::NUM,семь,блы
714,acht::NUM,восемь,и
