,Concept_ID,da,is
239,Tante::N,tante,frænka
240,Tante::N,tante,móðursystir
241,Ehemann::N,ægtemand,eiginmaður
242,Ehefrau::N,hustru,eiginkona
243,Freude::N,glæde,gleði
244,Gelächter::N,latter,hlátur
245,Glück::N,lykke,gæfa
246,Kummer::N,sorg,sorg
247,Wunsch::N,ønske,ósk
248,Lust::N,lyst,fýsn
249,Lust::N,lyst,löngun
250,Geist::N,ånd,andi
251,Gedanke::N,tanke,hugsun
252,Gedächtnis::N,hukommelse,minni
253,Verstand::N,forstand,vit
254,Sinn::N,mening,merking
255,Sinn::N,betydning,merking
256,Grund::N,grund,ástæða
257,Wahrheit::N,sandhed,sannleikur
258,Gespräch::N,samtale,samtal
259,Märchen::N,eventyr,ævintýri
260,Erzählung::N,fortælling,saga
261,Nachricht::N,efterretning,frétt
262,Neuigkeit::N,nyhed,frétt
263,Name::N,navn,nafn
264,Rätsel::N,gåde,gáta
265,Rede::N,tale,ræða
266,Sprache::N,sprog,mál
267,Sprache::N,sprog,tungumál
268,Stimme::N,stemme,rödd
269,Wort::N,ord,orð
270,Zeichen::N,tegn,tákn
271,Zeichen::N,tegn,merki
272,Ruf::N,råb,kall
273,Lärm::N,larm,hávaði
274,Laut::N,lyd,hljóð
275,Ton::N,tone,tónn
276,Lied::N,sang,ljóð
277,Lied::N,sang,söngur
278,Ruhe::N,ro,ró
279,Ruhe::N,ro,kyrrð
280,Ruhe::N,hvile,ró
281,Ruhe::N,hvile,kyrrð
282,Leute::N,folk,fólk
283,Leute::N,mennesker,fólk
284,Volk::N,folk,þjóð
285,Arbeit::N,arbejde,vinna
286,Gast::N,gæst,gestur
287,Geschenk::N,gave,gjöf
288,Spiel::N,leg,leikur
289,Gesellschaft::N,selskab,selskapur
290,Hilfe::N,hjælp,hjálp
291,Freund::N,ven,vinur
292,Kamerad::N,kammerat,félagi
293,Angelegenheit::N,sag,mál
294,Angelegenheit::N,sag,málefni
295,Angelegenheit::N,anliggende,mál
296,Angelegenheit::N,anliggende,málefni
297,Anzahl::N,antal,tala
298,Anzahl::N,antal,fjöldi
299,Art::N,art,tegund
300,Stück::N,stykke,biti
301,Stück::N,stykke,stykki
302,Teil::N,del,hluti
303,Teil::N,del,partur
304,Hälfte::N,halvdel,helmingur
305,Kreis::N,cirkel,hringur
306,Kreuz::N,kors,kross
307,Kreuz::N,kors,krossmark
308,Kreuz::N,kryds,kross
309,Kreuz::N,kryds,krossmark
310,Linie::N,linie,lína
311,Strich::N,streg,strik
312,Abstand::N,afstand,millibil
313,Entfernung::N,afstand,fjarlægð
314,Gegend::N,egn,hérað
315,Platz::N,plads,pláss
316,Ort::N,sted,staður
317,Seite::N,side,hlið
318,Mitte::N,midte,miðja
319,Gegenstand::N,genstand,hlutur
320,Sache::N,sag,mál
321,Rand::N,rand,brún
322,Kante::N,kant,rönd
323,Ecke::N,hjørne,horn
324,Spitze::N,spids,oddur
325,Ende::N,ende,endi
326,Loch::N,hul,gat
327,Loch::N,hul,hola
328,Winkel::N,vinkel,skot
329,Winkel::N,vinkel,krókur
330,Muster::N,mønster,munstur
331,Größe::N,størrelse,stærð
332,Länge::N,længde,lengd
333,Höhe::N,højde,hæð
334,Gewicht::N,vægt,vigt
335,Gewicht::N,vægt,þyngd
336,Menge::N,mængde,magn
337,Haufen::N,bunke,hrúga
338,Haufen::N,bunke,haugur
339,Reihe::N,række,röð
340,Boot::N,båd,bátur
341,Ruder::N,åre,ár
342,Schlitten::N,kælk,sleði
343,Schlitten::N,slæde,sleði
344,Ski::N,ski,skíði
345,Lagerfeuer::N,lejrbål,varðeldur
346,Last::N,last,byrði
347,Last::N,last,farmur
348,Last::N,byrde,byrði
349,Last::N,byrde,farmur
350,Gang::N,gang,ganga
351,Schritt::N,skridt,skref
352,Norden::N,nord,norður
353,Süden::N,syd,suður
354,Westen::N,vest,vestur
355,Osten::N,øst,austur
356,Holz::N,træ,viður
357,Brett::N,bræt,fjöl
358,Platte::N,plade,flötur
359,Stütze::N,støtte,stoð
360,Stange::N,stang,stöng
361,Stock::N,stok,prik
362,Stock::N,stok,stafur
363,Stab::N,stav,prik
364,Stab::N,stav,stafur
365,Rohr::N,rør,rör
366,Rohr::N,rør,pípa
367,Haus::N,hus,hús
368,Heim::N,hjem,heimili
369,Ofen::N,ovn,ofn
370,Fußboden::N,gulv,gólf
371,Tisch::N,bord,borð
372,Stuhl::N,stol,stóll
373,Wiege::N,vugge,vagga
374,Bett::N,seng,rúm
375,Bett::N,seng,hvíla
376,Regal::N,reol,hilla
377,Kiste::N,kasse,kassi
378,Fenster::N,vindue,gluggi
379,Tür::N,dør,dyr
380,Tür::N,dør,hurð
381,Tor::N,port,hlið
382,Zaun::N,stakit,girðing
383,Zaun::N,stakit,limgarður
384,Dach::N,tag,þak
385,Leiter::N,stige,stigi
386,Besen::N,kost,sópur
387,Spaten::N,spade,spaði
388,Schaufel::N,skovl,skófla
389,Gabel::N,gaffel,gaffall
390,Löffel::N,ske,skeið
391,Messer::N,kniv,hnífur
392,Nagel::N,søm,nögl
393,Netz::N,net,net
394,Haken::N,krog,krókur
395,Griff::N,tag,tak
396,Griff::N,håndtag,tak
397,Schloss::N,lås,lás
398,Bild::N,billede,mynd
399,Figur::N,figur,stytta
400,Puppe::N,dukke,brúða
401,Beutel::N,pose,poki
402,Beutel::N,pose,baggi
403,Bündel::N,bylt,böggull
404,Bündel::N,bundt,böggull
405,Tasche::N,taske,veski
406,Eimer::N,spand,fata
407,Deckel::N,låg,lok
408,Geschirr::N,husgeråd,leirtau
409,Sack::N,sæk,sekkur
410,Tasse::N,kop,bolli
411,Topf::N,gryde,pottur
412,Kessel::N,kedel,ketill
413,Essen::N,måltid,matur
414,Nahrung::N,mad,fæða
415,Nahrung::N,næring,fæða
416,Speise::N,ret,réttur
417,Speise::N,ret,matarréttur
418,Fleisch::N,kød,kjöt
419,Getreide::N,korn,korn
420,Brei::N,grød,grautur
421,Brot::N,brød,brauð
422,Scheibe::N,skive,sneið
423,Fett::N,fedt,fita
424,Butter::N,smør,smjör
425,Öl::N,olie,olía
426,Salz::N,salt,salt
427,Suppe::N,suppe,súpa
428,Honig::N,honning,hunang
429,Milch::N,mælk,mjólk
430,Tee::N,te,te
431,Leder::N,skind,skinn
432,Wolle::N,uld,ull
433,Stoff::N,stof,dúkur
434,Nadel::N,nål,nál
435,Faden::N,tråd,þráður
436,Knopf::N,knap,tala
437,Knopf::N,knap,hnappur
438,Knoten::N,knude,hnútur
439,Farbe::N,farve,málning
440,Kleidung::N,påklædning,búningur
441,Kleidung::N,påklædning,klæðnaður
442,Hemd::N,skjorte,skyrta
443,Kragen::N,krave,kragi
444,Kragen::N,krave,flibbi
445,Ärmel::N,ærme,ermi
446,Hose::N,bukser,buxur
447,Gürtel::N,bælte,belti
448,Mütze::N,hue,húfa
449,Schuh::N,sko,skór
450,Stiefel::N,støvle,stígvél
451,Ring::N,ring,hringur
452,Band::N,bånd,band
453,Kamm::N,kam,greiða
454,Spiegel::N,spejl,spegill
455,Riemen::N,rem,ól
456,Riemen::N,rem,reim
457,Schnur::N,snor,snúra
458,Leine::N,snor,band
459,Decke::N,tæppe,teppi
460,Kissen::N,pude,koddi
461,Tuch::N,sjaltørklæde,klútur
462,Handtuch::N,håndklæde,þurrka
463,Handtuch::N,håndklæde,handklæði
464,Kraft::N,kraft,afl
465,Kraft::N,kraft,kraftur
466,Stärke::N,styrke,styrkur
467,Gesundheit::N,sundhed,heilsa
468,Gesundheit::N,sundhed,heilbrigði
469,Krankheit::N,sygdom,sjúkdómur
470,Schmerz::N,smerte,sársauki
471,Wunde::N,sår,sár
472,Fieber::N,feber,hitasótt
473,Arznei::N,medicin,lyf
474,Arznei::N,lægemiddel,lyf
475,Brücke::N,bro,brú
476,Brunnen::N,brønd,brunnur
477,Weide::N,græsgang,hagi
478,Pfad::N,sti,stígur
479,Weg::N,vej,vegur
480,Straße::N,gade,gata
481,Straße::N,gade,stræti
482,Dorf::N,landsby,þorp
483,Stadt::N,by,borg
484,Brief::N,brev,bréf
485,Buch::N,bog,bók
486,Buchstabe::N,bogstav,bókstafur
487,Zeitung::N,avis,dagblað
488,Leben::N,liv,líf
489,Tod::N,død,dauði
490,Grab::N,grav,gröf
491,Kirche::N,kirke,kirkja
492,Sünde::N,synd,synd
493,Gott::N,gud,guð
494,Arbeiter::N,arbejder,verkamaður
495,Chef::N,chef,yfirmaður
496,Meister::N,mester,meistari
497,Arzt::N,læge,læknir
498,Lehrer::N,lærer,kennari
499,Geld::N,penge,peningar
500,Geschäft::N,forretning,viðskipti
501,Laden::N,butik,búð
502,Laden::N,butik,verslun
503,Laden::N,forretning,búð
504,Laden::N,forretning,verslun
505,Preis::N,pris,verð
506,Ware::N,vare,vara
507,Nutzen::N,nytte,gagn
508,Reichtum::N,rigdom,auður
509,Welt::N,verden,veröld
510,Land::N,land,land
511,Staat::N,stat,ríki
512,König::N,konge,konungur
513,Macht::N,magt,vald
514,Grenze::N,grænse,landamæri
515,Krieg::N,krig,stríð
516,Feind::N,fjende,fjandmaður
517,Gewalt::N,vold,ofbeldi
518,Kampf::N,kamp,bardagi
519,Bogen[Waffe]::N,bue,bogi
520,Pfeil::N,pil,ör
521,Gewehr::N,gevær,byssa
522,Fehler::N,fejl,villa
523,Lüge::N,løgn,lygi
524,Schaden::N,skade,skemmd
525,Unglück::N,uheld,óhamingja
526,Unglück::N,ulykke,óhamingja
527,Schuld::N,skyld,sök
528,Alter::N,alder,aldur
529,Schluss::N,slut,lok
530,Schluss::N,slut,endir
531,Schluss::N,slutning,lok
532,Schluss::N,slutning,endir
533,Zeit::N,tid,tími
534,Tag::N,dag,dagur
535,Morgen::N,morgen,morgunn
536,Mittag::N,middag,hádegi
537,Abend::N,aften,kvöld
538,Nacht::N,nat,nótt
539,Woche::N,uge,vika
540,Monat::N,måned,mánuður
541,Jahr::N,år,ár
542,Frühling::N,forår,vor
543,Sommer::N,sommer,sumar
544,Herbst::N,efterår,haust
545,Winter::N,vinter,vetur
546,Januar::N,januar,janúar
547,Februar::N,februar,február
548,März::N,marts,mars
549,April::N,april,apríl
550,Mai::N,maj,maí
551,Juni::N,juni,júní
552,Juli::N,juli,júlí
553,August::N,august,ágúst
554,September::N,september,september
555,Oktober::N,oktober,október
556,November::N,november,nóvember
557,Dezember::N,december,desember
558,Montag::N,mandag,mánudagur
559,Dienstag::N,tirsdag,þriðjudagur
560,Mittwoch::N,onsdag,miðvikudagur
561,Donnerstag::N,torsdag,fimmtudagur
562,Freitag::N,fredag,föstudagur
563,Samstag::N,lørdag,laugardagur
564,Sonntag::N,søndag,sunnudagur
565,groß::A,stor,stór
566,klein::A,lille,lítill
567,lang::A,lang,langur
568,kurz::A,kort,stuttur
569,breit::A,bred,breiður
570,schmal::A,smal,mjór
571,dicht::A,tæt,þéttur
572,dick[Gegenstand]::A,tyk,þykkur
573,dünn::A,tynd,þunnur
574,fein::A,fin,fíngerður
575,fest::A,fast,fastur
576,flach::A,flad,flatur
577,glatt::A,glat,háll
578,glatt::A,glat,sléttur
579,hart::A,hård,harður
580,weich::A,blød,mjúkur
581,rund::A,rund,kringlóttur
582,spitz::A,spids,oddhvass
583,scharf::A,skarp,beittur
584,stumpf::A,sløv,bitlaus
585,stumpf::A,stump,bitlaus
586,schwer::A,tung,þungur
587,schön::A,skøn,fagur
588,schön::A,skøn,fallegur
589,heiß::A,hed,heitur
590,warm::A,varm,hlýr
591,warm::A,varm,heitur
592,kalt::A,kold,kaldur
593,kühl::A,kølig,svalur
594,frisch::A,frisk,frískur
595,feucht::A,fugtig,rakur
596,feucht::A,fugtig,þvalur
597,nass::A,våd,votur
598,nass::A,våd,blautur
599,trocken::A,tør,þurr
600,voll::A,fuld,fullur
601,leer::A,tom,tómur
602,offen::A,åben,opinn
603,geschlossen::A,lukket,lokaður
604,sauber::A,ren,þrifinn
605,schmutzig::A,snavset,óhreinn
606,schmutzig::A,snavset,sóðalegur
607,roh::A,rå,hrár
608,reif::A,moden,þroskaður
609,lecker::A,lækker,ljúffengur
610,süß::A,sød,sætur
611,bitter::A,bitter,beiskur
612,sauer::A,sur,súr
613,hell::A,lys,bjartur
614,dunkel::A,mørk,dimmur
615,schwarz::A,sort,svartur
616,weiß::A,hvid,hvítur
617,rot::A,rød,rauður
618,gelb::A,gul,gulur
619,blau::A,blå,blár
620,grün::A,grøn,grænn
621,grau::A,grå,grár
622,bunt::A,broget,marglitur
623,billig::A,billig,ódýr
624,teuer::A,dyr,dýr
625,wertvoll::A,værdifuld,verðmætur
626,blind::A,blind,blindur
627,taub::A,døv,heyrnarlaus
628,kräftig::A,kraftig,öflugur
629,stark::A,stærk,sterkur
630,schwach::A,svag,veill
631,fett::A,fed,feitur
632,schlank::A,slank,grannur
633,schlank::A,slank,spengilegur
634,hübsch::A,køn,snotur
635,hübsch::A,køn,laglegur
636,böse::A,ond,illur
637,böse::A,ond,vondur
638,böse::A,slem,illur
639,böse::A,slem,vondur
640,dumm::A,dum,heimskur
641,faul::A,doven,latur
642,fleißig::A,flittig,iðinn
643,geizig::A,gerrig,nískur
644,klug::A,klog,hygginn
645,geschickt::A,dygtig,fimur
646,geschickt::A,dygtig,laginn
647,geschickt::A,behændig,fimur
648,geschickt::A,behændig,laginn
649,lieb::A,rar,kær
650,lieb::A,rar,ljúfur
651,lustig::A,lystig,kátur
652,sanft::A,blid,blíður
653,hungrig::A,sulten,soltinn
654,hungrig::A,sulten,hungraður
655,krank::A,syg,sjúkur
656,nackt::A,nøgen,nakinn
657,traurig::A,bedrøvet,dapur
658,traurig::A,bedrøvet,hryggur
659,lebendig::A,levende,lifandi
660,gut::A,god,góður
661,schlecht::A,dårlig,slæmur
662,schlecht::A,dårlig,lélegur
663,richtig::A,rigtig,réttur
664,schlimm::A,slem,slæmur
665,wahr::A,sand,sannur
666,alt::A,gammel,gamall
667,neu::A,ny,nýr
668,ehemalig::A,forhenværende,fyrrverandi
669,alt[Lebewesen]::A,gammel,gamall
670,jung::A,ung,ungur
671,arm::A,fattig,vesall
672,arm::A,fattig,fátækur
673,reich::A,rig,ríkur
674,reich::A,rig,auðugur
675,bekannt::A,kendt,kunnugur
676,berühmt::A,berømt,frægur
677,fremd::A,fremmed,framandi
678,fremd::A,fremmed,ókunnugur
679,verschieden::A,forskellig,ýmis
680,nah::A,nær,nálægur
681,fern::A,fjern,fjarri
682,fern::A,fjern,fjarlægur
683,linker::A,venstre,vinstri
684,rechter::A,højre,hægri
685,anderer::A,anden,annar
686,erster::A,første,fyrsti
687,zweiter::A,anden,annar
688,dritter::A,tredje,þriðji
689,letzter::A,sidste,síðasti
690,allein::ADV,alene,einn
691,allein::ADV,alene,aleinn
692,auf einmal::ADV,på én gang,allt í einu
693,zusammen::ADV,sammen,saman
694,lange::ADV,længe,lengi
695,plötzlich::ADV,pludselig,skyndilega
696,sofort::ADV,straks,strax
697,sofort::ADV,straks,þegar í stað
698,später::ADV,senere,seinna
699,jetzt::ADV,nu,nú
700,jetzt::ADV,nu,núna
701,heute::ADV,i dag,í dag
702,morgen::ADV,i morgen,á morgun
703,bald::ADV,snart,brátt
704,bald::ADV,snart,bráðum
705,dann::ADV,så,svo
706,dann::ADV,så,síðan
707,gestern::ADV,i går,í gær
708,einst::ADV,engang,forðum
709,damals::ADV,dengang,þá
710,damals::ADV,dengang,á þeim tímum
711,danach::ADV,derefter,á eftir því
712,vorher::ADV,før,áður
713,vorher::ADV,forud,áður
714,zuerst::ADV,først,fyrst
715,einmal::ADV,en gang,einu sinni
716,manchmal::ADV,sommetider,stundum
717,oft::ADV,ofte,oft
718,immer::ADV,altid,alltaf
719,immer::ADV,altid,sífellt
720,niemals::ADV,aldrig,aldrei
721,hier::ADV,her,hér
722,hierhin::ADV,hid,hingað
723,hierhin::ADV,herhen,hingað
724,von hier::ADV,herfra,héðan
725,dort::ADV,der,þar
726,dort::ADV,der,þarna
727,dorthin::ADV,derhen,þangað
728,geradeaus::ADV,lige ud,beint áfram
729,vorwärts::ADV,fremad,áfram
730,rückwärts::ADV,baglæns,aftur á bak
731,zurück::ADV,tilbage,aftur
732,zurück::ADV,tilbage,til baka
733,unten::ADV,nede,niðri
734,unten::ADV,nede,fyrir neðan
735,unten::ADV,forneden,niðri
736,unten::ADV,forneden,fyrir neðan
737,hinab::ADV,ned,niður
738,hinab::ADV,ned,niður eftir
739,hinab::ADV,nedad,niður
740,hinab::ADV,nedad,niður eftir
741,oben::ADV,oppe,uppi
742,oben::ADV,ovenpå,uppi
743,hinauf::ADV,op,upp
744,hinauf::ADV,op,upp eftir
745,hinauf::ADV,opad,upp
746,hinauf::ADV,opad,upp eftir
747,überall::ADV,overalt,alls staðar
748,nicht::ADV,ikke,ekki
749,ein wenig::ADV,lidt,dálítið
750,kaum::ADV,knap,varla
751,kaum::ADV,knap,tæplega
752,kaum::ADV,næppe,varla
753,kaum::ADV,næppe,tæplega
754,sehr::ADV,meget,mjög
755,so::ADV,så,svo
756,so::ADV,så,þannig
757,noch::ADV,endnu,enn
758,noch::ADV,endnu,ennþá
759,nur::ADV,kun,bara
760,nur::ADV,kun,aðeins
761,nur::ADV,bare,bara
762,nur::ADV,bare,aðeins
763,schon::ADV,alt,nú þegar
764,schon::ADV,allerede,nú þegar
765,wieder::ADV,igen,aftur
766,wieder::ADV,igen,að nýju
767,vergebens::ADV,forgæves,árangurslaust
768,vor::PRP,foran,fyrir
769,vor::PRP,uden for,fyrir
770,hinter::PRP,bag,bak við
771,hinter::PRP,bag,aftur fyrir
772,hinter::PRP,bagved,bak við
773,hinter::PRP,bagved,aftur fyrir
774,unter::PRP,under,undir
775,durch::PRP,gennem,gegnum
776,durch::PRP,igennem,gegnum
777,neben::PRP,ved siden af,hjá
778,neben::PRP,ved siden af,við hliðina á
779,zwischen::PRP,mellem,milli
780,zwischen::PRP,mellem,á milli
781,wegen::PRP,på grund af,vegna
782,dies::PRN,dette,þetta
783,das::PRN,det,það
784,alles::PRN,alt,allt
785,ich::PRN,jeg,ég
786,du::PRN,du,þú
787,er::PRN,han,hann
788,wir::PRN,vi,við
789,ihr::PRN,I,þið
790,sie::PRN,de,þær
791,sie::PRN,de,þeir
792,was::FPRN,hvad,hvað
793,wer::FPRN,hvem,hver
794,wo::FADV,hvor,hvar
795,wohin::FADV,hvorhen,hvert
796,wie::FADV,hvordan,hvernig
797,warum::FADV,hvorfor,hvers vegna
798,wieviel::FNUM,hvor meget,hve mikill
799,eins::NUM,én,einn
800,zwei::NUM,to,tveir
801,drei::NUM,tre,þrír
802,vier::NUM,fire,fjórir
803,fünf::NUM,fem,fimm
804,sechs::NUM,seks,sex
805,sieben::NUM,syv,sjö
806,acht::NUM,otte,átta
807,neun::NUM,ni,níu
808,zehn::NUM,ti,tíu
809,elf::NUM,elleve,ellefu
810,zwölf::NUM,tolv,tólf
811,zwanzig::NUM,tyve,tuttugu
812,dreißig::NUM,tredive,þrjátíu
813,vierzig::NUM,fyrre,fjörutíu
814,vierzig::NUM,fyrretyve,fjörutíu
815,fünfzig::NUM,halvtreds,fimmtíu
816,sechzig::NUM,tres,sextíu
817,siebzig::NUM,halvfjerds,sjötíu
818,achtzig::NUM,firs,áttatíu
819,neunzig::NUM,halvfems,níutíu
820,hundert::NUM,hundrede,hundrað
821,tausend::NUM,tusind,þúsund
822,und::CNJ,og,og
823,oder::CNJ,eller,eða
824,stehen::V,stå,standa
825,sitzen::V,sidde,sitja
826,liegen::V,ligge,liggja
827,hängen::V,hænge,hanga
828,werden::V,blive,verða
829,passieren::V,ske,gerast
830,passieren::V,hænde,gerast
831,beginnen::V,begynde,byrja
832,enden::V,ende,enda
833,enden::V,ende,lykta
834,wechseln::V,veksle,skipta
835,aufgehen[Sonne]::V,gå op,koma upp
836,aufgehen[Sonne]::V,stå op,koma upp
837,untergehen[Sonne]::V,gå ned,ganga til viðar
838,scheinen[Sonne]::V,skinne,skína
839,donnern::V,tordne,þruma
