,Concept_ID,bg,mhr
62,Gehirn::N,мозък,вуйве́м
63,Herz::N,сърце,шӱм
64,Magen::N,стомах,пага́р
65,Leber::N,черен дроб,мокш
66,Atem::N,дишане,шӱ́лыш
67,Hunger::N,глад,шужыма́ш
68,Träne::N,сълза,шинчавӱ́д
69,Geschmack::N,вкус,там
70,Geruch::N,миризма,пуш
71,Schlaf::N,сън,о́мо
72,Traum::N,сън,йӱдо́мо
73,Himmel::N,небе,кава́
74,Sonne::N,слънце,ке́че
75,Mond::N,луна,ты́лзе
76,Mond::N,месец,ты́лзе
77,Stern::N,звезда,шӱ́дыр
78,Luft::N,въздух,юж
79,Wind::N,вятър,марде́ж
80,Welle::N,вълна,то́лкын
81,Wasser::N,вода,вӱд
82,Stein::N,камък,кӱ
83,Boden::N,земя,рок
84,Boden::N,почва,рок
85,Erde::N,земя,мла́нде
86,Erde::N,почва,мла́нде
87,Staub::N,прах,пура́к
88,Rauch::N,дим,шикш
89,Rauch::N,пушек,шикш
90,Funke::N,искра,сеске́м
91,Funke::N,искра,тулйы́п
92,Feuer::N,огън,тул
93,Licht::N,светлина,со́то
94,Schatten::N,сянка,ӱ́мыл
95,Wetter::N,време,иге́че
96,Nebel::N,мъгла,тӱтыра́
97,Wolke::N,облак,пыл
98,Regen::N,дъжд,йӱр
99,Schnee::N,сняг,лум
100,Eis::N,лед,ий
101,Frost::N,мраз,чатлама́
102,Kälte::N,студ,йӱ́штӧ
103,Hitze::N,жега,шо́кшо
104,Hitze::N,горещина,шо́кшо
105,Raureif::N,скреж,пӧрш
106,Raureif::N,скреж,по́кшым
107,Raureif::N,слана,пӧрш
108,Raureif::N,слана,по́кшым
109,Regenbogen::N,дъга,шонанпы́л
110,Donner::N,гръм,кӱ́дырчӧ
111,Strömung::N,течение,йо́гын
112,Tropfen::N,капка,чӱча́лтыш
113,Schaum::N,пяна,шоҥ
114,Schmutz::N,кал,лавыра́
115,Schmutz::N,мръсотия,лавыра́
116,See::N,езеро,ер
117,Sumpf::N,блато,лӱ́кӧ
118,Moor::N,мочурище,куп
119,Wiese::N,ливада,о́лык
120,Wald::N,гора,чодыра́
121,Hügel::N,рид,арка́
122,Hügel::N,хълм,арка́
123,Anhöhe::N,могила,тӧва́
124,Anhöhe::N,могила,кӱкшака́
125,Anhöhe::N,възвишение,тӧва́
126,Anhöhe::N,възвишение,кӱкшака́
127,Berg::N,планина,ку́рык
128,Gipfel::N,връх,чаҥга́
129,Gipfel::N,връх,курыкву́й
130,Höhle::N,пещера,пеще́р
131,Höhle::N,пещера,курыкпо́мыш
132,Abhang::N,склон,та́йыл
133,Abhang::N,стръмнина,та́йыл
134,Quelle::N,извор,важ
135,Quelle::N,извор,вӱдшинча́
136,Bach::N,поток,изэҥе́р
137,Fluss::N,река,эҥе́р
138,Ufer::N,бряг,сер
139,Küste::N,бряг,вӱдтӱ́р
140,Küste::N,крайбрежие,вӱдтӱ́р
141,Festland::N,суша,мла́нде
142,Meer::N,море,те́ҥыз
143,Bucht::N,залив,икса́
144,Insel::N,остров,отро́
145,Blume::N,цвете,пеле́дыш
146,Gras::N,трева,шу́до
147,Wurzel::N,корен,вож
148,Baum::N,дърво,пуше́ҥге
149,Stamm::N,стъбло,йы́тыр
150,Rinde::N,кора,шӱм
151,Ast::N,клон,укш
152,Zweig::N,клон,торма́к
153,Blatt::N,лист,лышта́ш
154,Birke::N,бреза,куэ́
155,Kiefer[Baum]::N,бор,пӱ́нчӧ
156,Weide[Baum]::N,върба,уа́
157,Tanne::N,ела,кож
158,Horn::N,рог,шур
159,Feder::N,перо,пы́стыл
160,Fell::N,кожа,кова́ште
161,Flügel::N,крило,шу́лдыр
162,Klaue::N,нокът,кӱч
163,Kralle::N,нокът,ла́па
164,Kralle::N,нокът,копа́
165,Schwanz::N,опашка,поч
166,Ei::N,яйце,му́но
167,Nest::N,гнездо,пыжа́ш
168,Bau::N,дупка,пыжа́ш
169,Tier::N,животно,я́нлык
170,Tier::N,животно,живо́тный
171,Herde::N,стадо,кӱ́тӱ
172,Herde::N,стадо,тӱшка́
173,Kuh::N,крава,ушка́л
174,Bulle::N,бик,ӱ́шкыж
175,Pferd::N,кон,и́мне
176,Schaf::N,овца,шо́рык
177,Schwein::N,свиня,сӧсна́
178,Hund::N,куче,пий
179,Katze::N,котка,пы́рыс
180,Bär::N,мечка,маска́
181,Eichhörnchen::N,катерица,ур
182,Elch::N,лос,шо́рдо
183,Fuchs::N,лисица,ры́выж
184,Hase::N,заек,мера́ҥ
185,Maus::N,мишка,коля́
186,Wolf::N,вълк,пи́ре
187,Vogel::N,птица,ка́йык
188,Schwarm::N,рой,каша́к
189,Schwarm::N,рояк,каша́к
190,Huhn::N,кокошка,чы́ве
191,Hahn::N,петел,агыта́н
192,Gans::N,гъска,ко́мбо
193,Adler::N,орел,карагу́ш
194,Ente::N,патица,лу́до
195,Eule::N,сова,тумна́
196,Kranich::N,жерав,турня́
197,Krähe::N,врана,кора́к
198,Kuckuck::N,кукувица,куку́
199,Schwan::N,лебед,йӱ́ксӧ
200,Fisch::N,риба,кол
201,Barsch::N,костур,ола́ҥге
202,Hecht::N,щука,нуж
203,Hecht::N,щука,чорта́н
204,Schlange[Tier]::N,змия,ки́шке
205,Wurm::N,червей,шукш
206,Spinne::N,паяк,эҥыре́мыш
207,Ameise::N,мравка,ку́тко
208,Laus::N,въшка,тий
209,Mücke::N,комар,шыҥа́
210,Fliege::N,муха,ка́рме
211,Schmetterling::N,пеперуда,лы́ве
212,Beere::N,плод,мӧр
213,Apfel::N,ябълка,олма́
214,Pilz::N,гъба,по́ҥго
215,Zwiebel::N,лук,шога́н
216,Zwiebel::N,кромид,шога́н
217,Saat::N,семе,нӧ́шмӧ
218,Saat::N,семе,туш
219,Korn::N,зърно,шу́рно
220,Heu::N,сено,шу́до
221,Schale::N,кора,шӱм
222,Grube::N,яма,выне́м
223,Grube::N,дупка,выне́м
224,Falle::N,примка,лӧ́дӧ
225,Schlinge::N,клуп,о́птыш
226,Schlinge::N,клуп,шӧрга́лтыш
227,Spur::N,диря,кыша́
228,Spur::N,следа,кыша́
229,Asche::N,пепел,ло́мыж
230,Dreck::N,кал,лавыра́
231,Eisen::N,желязо,кӱ́ртньӧ
232,Gold::N,злато,шӧ́ртньӧ
233,Silber::N,сребро,ший
234,Kohle::N,въглища,мландышӱ́й
235,Glas::N,стъкло,янда́
236,Lehm::N,глина,шун
237,Sand::N,пясък,ошма́
238,Mensch::N,човек,еҥ
239,Mensch::N,човек,айде́ме
240,Mann::N,мъж,пӧръе́ҥ
241,Frau::N,жена,ӱдырама́ш
242,Kind::N,дете,аза́
243,Junge::N,момче,рве́зе
244,Mädchen::N,момиче,ӱдыра́ш
245,Familie::N,фамилия,еш
246,Familie::N,семейство,еш
247,Großvater::N,дядо,коча́
248,Großmutter::N,баба,кова́
249,Eltern::N,родители,ача́-ава́
250,Vater::N,баща,ача́
251,Mutter::N,майка,ава́
252,Sohn::N,син,э́рге
253,Tochter::N,дъщеря,ӱ́дыр
254,Bruder::N,брат,иза́
255,Bruder::N,брат,шо́льо
256,Schwester::N,сестра,ака́
257,Onkel::N,чичо,иза́
258,Onkel::N,вуйчо,иза́
259,Tante::N,леля,кока́
260,Ehemann::N,съпруг,мари́й
261,Ehefrau::N,съпруга,ва́те
262,Freude::N,радост,куа́н
263,Freude::N,радост,куаныма́ш
264,Gelächter::N,смях,во́штылтыш
265,Glück::N,щастие,пиа́л
266,Kummer::N,тъга,о́йго
267,Wunsch::N,желание,ку́мыл
268,Lust::N,желание,ку́мыл
269,Geist::N,дух,ӧрт
270,Geist::N,дух,чон
271,Gedanke::N,мисъл,ой
272,Gedanke::N,мисъл,шоныма́ш
273,Gedächtnis::N,памет,шарныма́ш
274,Verstand::N,ум,уш
275,Verstand::N,разум,уш
276,Sinn::N,смисъл,смысл
277,Grund::N,причина,ама́л
278,Wahrheit::N,правда,чын
279,Gespräch::N,разговор,мутланыма́ш
280,Märchen::N,приказка,йома́к
281,Erzählung::N,разказ,ойлыма́ш
282,Nachricht::N,вест,увертарыма́ш
283,Nachricht::N,известие,увертарыма́ш
284,Neuigkeit::N,новина,уве́р
285,Name::N,име,лӱм
286,Rätsel::N,гатанка,ту́што
287,Rede::N,реч,ойлыма́ш
288,Rede::N,слово,ойлыма́ш
289,Sprache::N,език,йы́лме
290,Stimme::N,глас,йӱк
291,Wort::N,дума,ой
292,Wort::N,дума,мут
293,Zeichen::N,знак,ти́ште
294,Zeichen::N,знак,знак
295,Ruf::N,зов,ӱжма́ш
296,Lärm::N,шум,лӱшкыма́ш
297,Lärm::N,шум,йӱк-йӱа́н
298,Lärm::N,глъчка,лӱшкыма́ш
299,Lärm::N,глъчка,йӱк-йӱа́н
300,Laut::N,звук,йӱк
301,Ton::N,тон,йӱксе́м
302,Lied::N,песен,му́ро
303,Ruhe::N,тишина,ты́мык
304,Ruhe::N,спокойствие,ты́мык
305,Leute::N,хора,еҥ-влак
306,Volk::N,народ,ка́лык
307,Arbeit::N,труд,паша́
308,Arbeit::N,работа,паша́
309,Gast::N,гост,уна́
310,Geschenk::N,дар,пӧле́к
311,Geschenk::N,подарък,пӧле́к
312,Spiel::N,игра,мо́дыш
313,Spiel::N,игра,модма́ш
314,Gesellschaft::N,общество,тӱшка́
315,Hilfe::N,помощ,по́лыш
316,Freund::N,приятел,таҥ
317,Freund::N,приятел,йолта́ш
318,Kamerad::N,другар,таҥ
319,Angelegenheit::N,работа,паша́
320,Anzahl::N,брой,чот
321,Anzahl::N,количество,чот
322,Art::N,вид,вид
323,Stück::N,къс,ка́тыш
324,Stück::N,къс,ла́стык
325,Stück::N,парче,ка́тыш
326,Stück::N,парче,ла́стык
327,Teil::N,дял,ужа́ш
328,Teil::N,част,ужа́ш
329,Hälfte::N,половина,пел
330,Hälfte::N,половина,пе́ле
331,Kreis::N,кръг,ты́ртыш
332,Kreuz::N,кръст,ыре́с
333,Linie::N,черта,ли́ний
334,Strich::N,щрих,коре́ш
335,Strich::N,черта,коре́ш
336,Abstand::N,дистанция,кокла́
337,Abstand::N,разстояние,кокла́
338,Entfernung::N,разстояние,тора́
339,Entfernung::N,разстояние,ку́жыт
340,Gegend::N,местност,кунде́м
341,Platz::N,място,ку́мдык
342,Ort::N,място,вер
343,Ort::N,място,о́лмо
344,Seite::N,страна,ӧ́рдыж
345,Mitte::N,среда,покше́л
346,Gegenstand::N,предмет,наста́
347,Sache::N,вещ,наста́
348,Rand::N,ръб,тӱр
349,Kante::N,ръб,тӱр
350,Kante::N,кант,тӱр
351,Ecke::N,ъгъл,лук
352,Spitze::N,връх,вуй
353,Spitze::N,острие,вуй
354,Ende::N,край,муча́ш
355,Loch::N,дупка,рож
356,Winkel::N,кът,лук
357,Winkel::N,ъгъл,лук
358,Muster::N,десен,пеза́к
359,Muster::N,десен,узо́р
360,Muster::N,десен,ӱ́лгӧ
361,Muster::N,образец,пеза́к
362,Muster::N,образец,узо́р
363,Muster::N,образец,ӱ́лгӧ
364,Größe::N,големина,кӱ́кшыт
365,Länge::N,дължина,ку́тыш
366,Höhe::N,висота,кӱ́кшыт
367,Höhe::N,височина,кӱ́кшыт
368,Gewicht::N,тегло,не́лыт
369,Gewicht::N,тежест,не́лыт
370,Menge::N,количество,чот
371,Haufen::N,куп,кы́шыл
372,Haufen::N,грамада,кы́шыл
373,Reihe::N,ред,рада́м
374,Reihe::N,редица,рада́м
375,Boot::N,лодка,пуш
376,Ruder::N,весло,эшка́к
377,Ruder::N,гребло,эшка́к
378,Schlitten::N,шейна,тер
379,Schlitten::N,шейна,изде́р
380,Ski::N,ски,е́че
381,Lagerfeuer::N,огнище,туло́то
382,Last::N,товар,нӧ́лтыш
383,Gang::N,ход,ошкылма́ш
384,Gang::N,вървеж,ошкылма́ш
385,Schritt::N,стъпка,о́шкыл
386,Norden::N,север,йӱдйыма́л
387,Süden::N,юг,кечывалве́л
388,Westen::N,запад,касве́л
389,Osten::N,изток,эрве́л
390,Holz::N,дърво,пу
391,Brett::N,дъска,оҥа́
392,Stange::N,прът,лома́ш
393,Stange::N,върлина,лома́ш
394,Stock::N,прът,тоя́
395,Stock::N,тояга,тоя́
396,Stab::N,прът,вара́
397,Stab::N,прът,кашта́
398,Rohr::N,цев,пуч
399,Rohr::N,тръба,пуч
400,Haus::N,къща,пӧрт
401,Heim::N,дом,мӧ́ҥгӧ
402,Ofen::N,печка,комака́
403,Fußboden::N,под,кӱва́р
404,Tisch::N,маса,ӱсте́л
405,Stuhl::N,стол,пӱке́н
406,Wiege::N,люлка,шепка́
407,Bett::N,легло,ва́кшыш
408,Bett::N,креват,ва́кшыш
409,Regal::N,рафт,шӧ́рлык
410,Regal::N,етажерка,шӧ́рлык
411,Kiste::N,кутия,шо́ндык
412,Kiste::N,кутия,я́шлык
413,Kiste::N,сандък,шо́ндык
414,Kiste::N,сандък,я́шлык
415,Fenster::N,прозорец,окна́
416,Tür::N,врата,омса́
417,Tor::N,врата,капка́
418,Zaun::N,ограда,сава́р
419,Dach::N,покрив,леве́дыш
420,Leiter::N,стълба,тошка́лтыш
421,Besen::N,метла,ӱштерво́штыр
422,Spaten::N,лопата,ко́льмо
423,Schaufel::N,лопата,сово́к
424,Schaufel::N,лопата,су́ско
425,Gabel::N,вилица,ви́лке
426,Löffel::N,лъжица,па́не
427,Löffel::N,лъжица,совла́
428,Messer::N,нож,кӱ́зӧ
429,Nagel::N,гвоздей,пуда́
430,Netz::N,мрежа,вапш
431,Haken::N,кука,са́гыле
432,Haken::N,закачалка,са́гыле
433,Griff::N,ръчка,кыл
434,Griff::N,дръжка,кыл
435,Schloss::N,брава,кӧгӧ́н
436,Schloss::N,ключалка,кӧгӧ́н
437,Bild::N,картина,сӱре́т
438,Figur::N,фигура,фигу́р
439,Puppe::N,кукла,курча́к
440,Beutel::N,кесия,меша́к
441,Bündel::N,връзка,арша́ш
442,Tasche::N,чанта,сумка́
443,Eimer::N,кофа,ведра́
444,Deckel::N,капак,ко́мдыш
445,Deckel::N,похлупак,ко́мдыш
446,Geschirr::N,съдове,а́те
447,Sack::N,чувал,куль
448,Sack::N,чувал,меша́к
449,Tasse::N,чаша,чу́кыр
450,Tasse::N,чаша,чашка́
451,Topf::N,гърне,ми́ске
452,Topf::N,тенджера,ми́ске
453,Kessel::N,котел,под
454,Essen::N,ядене,ко́чкыш
455,Nahrung::N,храна,ку́рго
456,Speise::N,ястие,ко́чкыш
457,Fleisch::N,месо,шыл
458,Getreide::N,зърнено храни,шу́рно
459,Brei::N,каша,пу́чымыш
460,Brot::N,хляб,ки́нде
461,Scheibe::N,резен,ка́тыш
462,Fett::N,мазнина,коя́
463,Butter::N,масло,ӱй
464,Öl::N,олио,ӱй
465,Öl::N,оливия,ӱй
466,Salz::N,сол,шинча́л
467,Suppe::N,супа,шӱр
468,Honig::N,мед,мӱй
469,Milch::N,мляко,шӧр
470,Tee::N,чай,чай
471,Leder::N,кожа,сура́н
472,Leder::N,кожа,шӱ́штӧ
473,Wolle::N,вълна,пун
474,Stoff::N,плат,куэ́м
475,Stoff::N,плат,посто́
476,Stoff::N,материал,куэ́м
477,Stoff::N,материал,посто́
478,Nadel::N,игла,и́ме
479,Faden::N,конец,шӱ́ртӧ
480,Knopf::N,копче,по́лдыш
481,Knoten::N,възел,пышке́м
482,Farbe::N,боя,чия́
483,Kleidung::N,дрехи,чие́м
484,Kleidung::N,дрехи,вурге́м
485,Kleidung::N,облекло,чие́м
486,Kleidung::N,облекло,вурге́м
487,Hemd::N,риза,ту́выр
488,Kragen::N,яка,сога́
489,Ärmel::N,ръкав,шокш
490,Hose::N,панталони,йола́ш
491,Gürtel::N,пояс,ӱ́штӧ
492,Gürtel::N,колан,ӱ́штӧ
493,Mütze::N,каскет,упш
494,Mütze::N,фуражка,упш
495,Schuh::N,обувка,боти́нке
496,Stiefel::N,ботуш,кем
497,Ring::N,пръстен,шерга́ш
498,Band::N,лента,тасма́
499,Band::N,лента,ле́нте
500,Band::N,връзка,тасма́
501,Band::N,връзка,ле́нте
502,Kamm::N,гребен,шерге́
503,Spiegel::N,огледало,вошто́нчыш
504,Riemen::N,каиш,кӱзанӱ́штӧ
505,Riemen::N,ремък,кӱзанӱ́штӧ
506,Schnur::N,връв,кере́м
507,Schnur::N,връв,кандыра́
508,Leine::N,връв,вӱра́ҥ
509,Leine::N,въже,вӱра́ҥ
510,Decke::N,покривка,леве́дыш
511,Decke::N,покривка,одея́л
512,Kissen::N,възглавница,кӱ́пчык
513,Tuch::N,сукно,шо́выч
514,Handtuch::N,пешкир,со́лык
515,Handtuch::N,кърпа за лице,со́лык
516,Kraft::N,мощ,вий
517,Kraft::N,мощ,куа́т
518,Kraft::N,сила,вий
519,Kraft::N,сила,куа́т
520,Stärke::N,сила,куа́т
521,Stärke::N,сила,карма́н
522,Gesundheit::N,здраве,таза́лык
523,Krankheit::N,болест,чер
524,Schmerz::N,болка,ко́рштыш
525,Wunde::N,рана,су́сыр
526,Fieber::N,треска,йӱштыму́ж
527,Fieber::N,треска,лихора́дке
528,Fieber::N,температура,йӱштыму́ж
529,Fieber::N,температура,лихора́дке
530,Arznei::N,лек,эм
531,Arznei::N,лекарство,эм
532,Brücke::N,мост,кӱва́р
533,Brunnen::N,чешма,вӱдвыне́м
534,Brunnen::N,кладенец,вӱдвыне́м
535,Weide::N,паша,нурше́р
536,Weide::N,пасище,нурше́р
537,Pfad::N,пътека,йолго́рно
538,Pfad::N,пътека,сокма́к
539,Weg::N,път,ко́рно
540,Straße::N,шосе,ко́рно
541,Dorf::N,село,ял
542,Stadt::N,град,ола́
543,Brief::N,писмо,се́рыш
544,Buch::N,книга,книга́
545,Buchstabe::N,буква,буква́
546,Zeitung::N,вестник,газе́т
547,Leben::N,живот,и́лыш
548,Tod::N,смърт,колыма́ш
549,Grab::N,гроб,шӱга́р
550,Kirche::N,църква,че́рке
551,Sünde::N,грях,су́лык
552,Gott::N,бог,ю́мо
553,Arbeiter::N,работник,паша́зе
554,Chef::N,шеф,тӧра́
555,Chef::N,началник,тӧра́
556,Meister::N,майстор,маста́р
557,Arzt::N,лекар,врач
558,Lehrer::N,учител,ту́ныктышо
559,Geld::N,пари,окса́
560,Geschäft::N,сделка,сатулыма́ш
561,Laden::N,дюкян,ке́выт
562,Laden::N,магазин,ке́выт
563,Preis::N,цена,ак
564,Ware::N,стока,сату́
565,Nutzen::N,полза,пайда́
566,Nutzen::N,облага,пайда́
567,Reichtum::N,богатство,поя́нлык
568,Welt::N,свят,тӱня́
569,Land::N,страна,эл
570,Staat::N,щат,кугыжа́ныш
571,Staat::N,държава,кугыжа́ныш
572,König::N,крал,кугыжа́
573,Macht::N,мощ,власть
574,Macht::N,власт,власть
575,Grenze::N,граница,грани́ца
576,Krieg::N,война,сар
577,Feind::N,враг,тушма́н
578,Feind::N,неприятел,тушма́н
579,Gewalt::N,сила,виешлыма́ш
580,Gewalt::N,насилие,виешлыма́ш
581,Kampf::N,борба,кредалма́ш
582,Kampf::N,сражение,кредалма́ш
583,Bogen[Waffe]::N,лък,юҥе́ж
584,Pfeil::N,стрела,пикш
585,Gewehr::N,пушка,пыча́л
586,Fehler::N,грешка,йо́ҥылыш
587,Lüge::N,лъжа,шоя́к
588,Schaden::N,повреда,зия́н
589,Unglück::N,нещастие,эҥге́к
590,Schuld::N,вина,тита́к
591,Schuld::N,вина,йола́
592,Alter::N,възраст,ийго́т
593,Schluss::N,край,муча́ш
594,Zeit::N,време,жап
595,Zeit::N,време,па́гыт
596,Tag::N,ден,ке́че
597,Morgen::N,утро,эр
598,Morgen::N,сутрин,эр
599,Mittag::N,обед,кечыва́л
600,Mittag::N,пладне,кечыва́л
601,Abend::N,вечер,кас
602,Nacht::N,нощ,йӱд
603,Woche::N,седмица,арня́
604,Monat::N,месец,ты́лзе
605,Jahr::N,година,ий
606,Frühling::N,пролет,шо́шо
607,Sommer::N,лято,кеҥе́ж
608,Herbst::N,есен,шы́же
609,Winter::N,зима,те́ле
610,Januar::N,януари,шоркыйол
611,Januar::N,януари,идалыкву́й
612,Januar::N,януари,янва́рь
613,Februar::N,февруари,пургыж
614,Februar::N,февруари,февра́ль
615,März::N,март,ӱярня
616,März::N,март,март
617,April::N,април,апре́ль
618,Mai::N,май,ага
619,Mai::N,май,май
620,Juni::N,юни,пеледыш
621,Juni::N,юни,ию́нь
622,Juli::N,юли,сӱрем
623,Juli::N,юли,ию́ль
624,August::N,август,сорла
625,August::N,август,агарма́н
626,August::N,август,а́вгуст
627,September::N,септември,идым
628,September::N,септември,сентя́брь
629,Oktober::N,октомври,шыжа
630,Oktober::N,октомври,октя́брь
631,November::N,ноември,кылме тылзе
632,November::N,ноември,ноя́брь
633,Dezember::N,декември,дека́брь
634,Montag::N,понеделник,шо́чмо
635,Dienstag::N,вторник,ку́шкыжмо
636,Mittwoch::N,сряда,вӱрге́че
637,Donnerstag::N,четвъртък,изарня́
638,Freitag::N,петък,кугарня́
639,Samstag::N,събота,шуматке́че
640,Sonntag::N,неделя,рушарня́
641,groß::A,едър,кугу́
642,groß::A,голям,кугу́
643,klein::A,малък,изи́
644,klein::A,дребен,изи́
645,lang::A,дълъг,кужу́
646,kurz::A,къс,кӱ́чык
647,breit::A,широк,кумда́
648,schmal::A,тесен,а́ҥысыр
649,dicht::A,гъст,ну́гыдо
650,dick[Gegenstand]::A,дебел,кӱ́жгӧ
651,dünn::A,тънък,ви́чкыж
652,fein::A,фин,ты́гыде
653,fein::A,тънък,ты́гыде
654,fest::A,твърд,чо́ткыдо
655,fest::A,плътен,чо́ткыдо
656,flach::A,равен,лапка́
657,flach::A,плосък,лапка́
658,glatt::A,гладък,яклака́
659,hart::A,твърд,пе́ҥгыде
660,hart::A,корав,пе́ҥгыде
661,weich::A,мек,пу́шкыдо
662,rund::A,кръгъл,йырге́шке
663,spitz::A,островръх,коша́р
664,scharf::A,остър,пӱ́сӧ
665,stumpf::A,тъп,токма́к
666,schwer::A,тежък,не́ле
667,schön::A,хубав,сы́лне
668,schön::A,красив,сы́лне
669,heiß::A,жарък,шо́кшо
670,warm::A,топъл,ле́ве
671,kalt::A,студен,йӱ́штӧ
672,kühl::A,хладен,юа́лге
673,kühl::A,хладен,южгата́
674,frisch::A,свеж,свежа́
675,feucht::A,влажен,вӱ́дыжгӧ
676,nass::A,мокър,нӧ́рӧ
677,trocken::A,сух,ку́кшо
678,voll::A,пълен,тич
679,leer::A,празен,яра́
680,offen::A,откровен,виш
681,geschlossen::A,закрит,пе́тырыме
682,geschlossen::A,закрит,тӱ́чмӧ
683,geschlossen::A,затворен,пе́тырыме
684,geschlossen::A,затворен,тӱ́чмӧ
685,sauber::A,чист,ару́
686,sauber::A,чист,янда́р
687,schmutzig::A,мръсен,лавыра́н
688,schmutzig::A,мръсен,ла́выргыше
689,roh::A,суров,кӱ́чымӧ
690,reif::A,зрял,лӧза́
691,lecker::A,вкусен,ту́тло
692,süß::A,сладък,ше́ре
693,bitter::A,горчив,ко́чо
694,sauer::A,кисел,шо́по
695,hell::A,ясен,во́лгыдо
696,hell::A,светъл,во́лгыдо
697,dunkel::A,тъмен,пычке́мыш
698,schwarz::A,черен,шола́
699,weiß::A,бял,ош
700,rot::A,червен,йошка́р
701,gelb::A,жълт,сар
702,blau::A,син,ка́нде
703,grün::A,зелен,ужа́р
704,grau::A,сив,сур
705,bunt::A,шарен,олача́
706,bunt::A,пъстър,олача́
707,billig::A,евтин,шу́лдо
708,teuer::A,скъп,ше́рге
709,wertvoll::A,ценен,шергака́н
710,blind::A,сляп,со́кыр
711,taub::A,глух,соҥгыра́
712,kräftig::A,силен,куа́тле
713,stark::A,здрав,вия́н
714,stark::A,силен,вия́н
715,schwach::A,слаб,а́лдыме
716,fett::A,тлъст,коя́
717,schlank::A,тънък,йоштката́
718,schlank::A,тънък,яжу́
719,schlank::A,строен,йоштката́
720,schlank::A,строен,яжу́
721,hübsch::A,хубав,чеве́р
722,böse::A,зъл,шы́де
723,dumm::A,глупав,аҥыра́
724,faul::A,ленив,його
725,faul::A,мързелив,його
726,fleißig::A,прилежен,ты́ршыше
727,geizig::A,скъпернически,чаҥга́
728,klug::A,умен,уша́н
729,klug::A,разумен,уша́н
730,geschickt::A,умел,уста́
731,geschickt::A,сръчен,уста́
732,lieb::A,мил,ала́л
733,lieb::A,драг,ала́л
734,lustig::A,весел,весела́
735,sanft::A,нежен,ны́жылге
736,sanft::A,кротък,ны́жылге
737,hungrig::A,гладен,шу́жышо
738,krank::A,болен,че́рле
739,nackt::A,гол,чарама́т
740,traurig::A,тъжен,ойга́н
741,traurig::A,печален,ойга́н
742,lebendig::A,жив,и́лыше
743,gut::A,добър,сай
744,schlecht::A,лош,уда́
745,schlecht::A,лош,шӱ́кшӧ
746,richtig::A,правилен,чы́нле
747,schlimm::A,лош,аля́к
748,schlimm::A,лош,тыра́н
749,wahr::A,верен,чы́нле
750,wahr::A,верен,настоя́щий
751,wahr::A,истински,чы́нле
752,wahr::A,истински,настоя́щий
753,alt::A,стар,то́што
754,alt::A,древен,то́што
755,neu::A,нов,у
756,ehemalig::A,бивш,о́нчычсо
757,ehemalig::A,бивш,онда́кысе
758,alt[Lebewesen]::A,стар,шо́нто
759,jung::A,млад,са́мырык
760,arm::A,беден,нужна́
761,reich::A,богат,поя́н
762,bekannt::A,познат,па́лыме
763,bekannt::A,известен,па́лыме
