,Concept_ID,it,es
460,Besen::N,scopa,escoba
461,Spaten::N,vanga,pala
462,Schaufel::N,pala,pala
463,Schaufel::N,pala,paleta
464,Gabel::N,forchetta,tenedor
465,Löffel::N,cucchiaio,cuchara
466,Messer::N,coltello,cuchillo
467,Nagel::N,chiodo,clavo
468,Netz::N,rete,red
469,Haken::N,uncino,gancho
470,Haken::N,uncino,corchete
471,Griff::N,mànico,asa
472,Griff::N,mànico,mango
473,Griff::N,maniglia,asa
474,Griff::N,maniglia,mango
475,Schloss::N,serratura,cerradura
476,Bild::N,quadro,imagen
477,Bild::N,immàgine,imagen
478,Figur::N,figura,figura
479,Puppe::N,bàmbola,muñeca
480,Beutel::N,borsa,bolsa
481,Beutel::N,sacchetto,bolsa
482,Bündel::N,fascio,haz
483,Bündel::N,fagotto,haz
484,Tasche::N,borsa,bolso
485,Eimer::N,secchio,cubo
486,Deckel::N,coperchio,tapa
487,Deckel::N,coperchio,tapadera
488,Geschirr::N,stoviglie,vajilla
489,Sack::N,sacco,saco
490,Tasse::N,tazza,taza
491,Topf::N,pèntola,olla
492,Topf::N,pèntola,marmita
493,Kessel::N,paiolo,caldera
494,Kessel::N,calderone,caldera
495,Essen::N,pasto,comida
496,Essen::N,mangiare,comida
497,Nahrung::N,cibo,alimento
498,Nahrung::N,alimento,alimento
499,Speise::N,piatto,plato
500,Fleisch::N,carne,carne
501,Getreide::N,cereali,cereales
502,Brei::N,purè,puré
503,Brei::N,purè,papilla
504,Brei::N,pappa,puré
505,Brei::N,pappa,papilla
506,Brot::N,pane,pan
507,Scheibe::N,fetta,lonja
508,Scheibe::N,fetta,rebanada
509,Scheibe::N,trancia,lonja
510,Scheibe::N,trancia,rebanada
511,Fett::N,grasso,grasa
512,Butter::N,burro,mantequilla
513,Öl::N,olio,aceite
514,Salz::N,sale,sal
515,Suppe::N,zuppa,sopa
516,Suppe::N,minestra,sopa
517,Honig::N,miele,miel
518,Milch::N,latte,leche
519,Tee::N,tè,té
520,Leder::N,pelle,cuero
521,Wolle::N,lana,lana
522,Stoff::N,panno,tela
523,Stoff::N,panno,tejido
524,Stoff::N,tessuto,tela
525,Stoff::N,tessuto,tejido
526,Nadel::N,ago,aguja
527,Faden::N,filo,hilo
528,Knopf::N,bottone,botón
529,Knoten::N,nodo,nudo
530,Farbe::N,pittura,pintura
531,Kleidung::N,vestiti,ropa
532,Kleidung::N,vestiti,vestidos
533,Kleidung::N,vestiario,ropa
534,Kleidung::N,vestiario,vestidos
535,Hemd::N,camicia,camisa
536,Kragen::N,bàvero,cuello
537,Kragen::N,colletto,cuello
538,Ärmel::N,mànica,manga
539,Hose::N,calzoni,pantalón
540,Gürtel::N,cintura,cinturón
541,Mütze::N,berretto,gorro
542,Schuh::N,scarpa,zapato
543,Stiefel::N,stivale,bota
544,Ring::N,anello,anillo
545,Band::N,nastro,cinta
546,Band::N,fettuccia,cinta
547,Kamm::N,pèttine,peine
548,Spiegel::N,specchio,espejo
549,Riemen::N,cinghia,correa
550,Schnur::N,corda,cuerda
551,Leine::N,guinzaglio,correa
552,Decke::N,coperta,manta
553,Kissen::N,cuscino,almohada
554,Kissen::N,guanciale,almohada
555,Tuch::N,fazzoletto,pañuelo
556,Handtuch::N,asciugamano,toalla
557,Kraft::N,forza,fuerza
558,Stärke::N,forza,fuerza
559,Stärke::N,vigore,fuerza
560,Stärke::N,fortezza,fuerza
561,Gesundheit::N,salute,salud
562,Krankheit::N,malattìa,enfermedad
563,Schmerz::N,dolore,dolor
564,Wunde::N,piaga,llaga
565,Wunde::N,piaga,herida
566,Wunde::N,ferita,llaga
567,Wunde::N,ferita,herida
568,Fieber::N,febbre,fiebre
569,Arznei::N,fàrmaco,medicina
570,Arznei::N,fàrmaco,medicamento
571,Arznei::N,medicina,medicina
572,Arznei::N,medicina,medicamento
573,Brücke::N,ponte,puente
574,Brunnen::N,pozzo,pozo
575,Weide::N,pàscolo,pasto
576,Pfad::N,sentiero,sendero
577,Weg::N,via,camino
578,Weg::N,cammino,camino
579,Straße::N,strada,vía
580,Straße::N,strada,carretera
581,Dorf::N,paese,aldea
582,Dorf::N,paese,pueblo
583,Dorf::N,villaggio,aldea
584,Dorf::N,villaggio,pueblo
585,Stadt::N,città,ciudad
586,Brief::N,lèttera,carta
587,Buch::N,libro,libro
588,Buchstabe::N,lèttera,letra
589,Buchstabe::N,lèttera,carácter
590,Zeitung::N,giornale,diario
591,Zeitung::N,giornale,periódico
592,Leben::N,vita,vida
593,Tod::N,morte,muerte
594,Grab::N,tomba,tumba
595,Grab::N,tomba,sepulcro
596,Grab::N,sepolcro,tumba
597,Grab::N,sepolcro,sepulcro
598,Kirche::N,chiesa,iglesia
599,Sünde::N,peccato,pecado
600,Gott::N,dio,dios
601,Arbeiter::N,operaio,obrero
602,Arbeiter::N,operaio,trabajador
603,Arbeiter::N,lavoratore,obrero
604,Arbeiter::N,lavoratore,trabajador
605,Chef::N,capo,jefe
606,Chef::N,padrone,jefe
607,Meister::N,mastro,maestro
608,Meister::N,maestro,maestro
609,Arzt::N,mèdico,médico
610,Arzt::N,dottore,médico
611,Lehrer::N,professore,profesor
612,Geld::N,soldi,dinero
613,Geld::N,denaro,dinero
614,Geschäft::N,affare,negocio
615,Geschäft::N,negozio,negocio
616,Laden::N,negozio,tienda
617,Preis::N,prezzo,precio
618,Ware::N,merce,mercancía
619,Nutzen::N,ùtile,provecho
620,Nutzen::N,profitto,provecho
621,Reichtum::N,ricchezza,riqueza
622,Welt::N,mondo,mundo
623,Land::N,paese,país
624,Staat::N,Stato,Estado
625,König::N,re,rey
626,Macht::N,potere,poder
627,Macht::N,potere,potencia
628,Grenze::N,confine,frontera
629,Grenze::N,frontiera,frontera
630,Krieg::N,guerra,guerra
631,Feind::N,nemico,enemigo
632,Gewalt::N,violenza,violencia
633,Kampf::N,lotta,lucha
634,Kampf::N,lotta,combate
635,Bogen[Waffe]::N,arco,arco
636,Pfeil::N,freccia,flecha
637,Gewehr::N,fucile,fusil
638,Gewehr::N,fucile,escopeta
639,Fehler::N,errore,error
640,Fehler::N,sbaglio,error
641,Lüge::N,bugìa,mentira
642,Lüge::N,menzogna,mentira
643,Schaden::N,danno,daño
644,Unglück::N,sfortuna,desgracia
645,Schuld::N,colpa,culpa
646,Alter::N,età,edad
647,Schluss::N,fine,fin
648,Schluss::N,fine,final
649,Zeit::N,tempo,tiempo
650,Tag::N,giorno,día
651,Tag::N,giornata,día
652,Morgen::N,mattina,mañana
653,Mittag::N,mezzogiorno,mediodía
654,Abend::N,sera,noche
655,Abend::N,serata,noche
656,Nacht::N,notte,noche
657,Woche::N,settimana,semana
658,Monat::N,mese,mes
659,Jahr::N,anno,año
660,Frühling::N,primavera,primavera
661,Sommer::N,estate,verano
662,Herbst::N,autunno,otoño
663,Winter::N,inverno,invierno
664,Januar::N,gennaio,enero
665,Februar::N,febbraio,febrero
666,März::N,marzo,marzo
667,April::N,aprile,abril
668,Mai::N,maggio,mayo
669,Juni::N,giugno,junio
670,Juli::N,luglio,julio
671,August::N,agosto,agosto
672,September::N,settembre,septiembre
673,Oktober::N,ottobre,octubre
674,November::N,novembre,noviembre
675,Dezember::N,dicembre,diciembre
676,Montag::N,lunedì,lunes
677,Dienstag::N,martedì,martes
678,Mittwoch::N,mercoledì,miércoles
679,Donnerstag::N,giovedì,jueves
680,Freitag::N,venerdì,viernes
681,Samstag::N,sàbato,sábado
682,Sonntag::N,domenica,domingo
683,groß::A,grande,grande
684,klein::A,pìccolo,pequeño
685,lang::A,lungo,largo
686,kurz::A,corto,corto
687,breit::A,largo,ancho
688,schmal::A,stretto,estrecho
689,dicht::A,denso,denso
690,dick[Gegenstand]::A,spesso,grueso
691,dünn::A,sottile,fino
692,dünn::A,sottile,delgado
693,fein::A,fine,fino
694,fein::A,fine,delicado
695,fein::A,delicato,fino
696,fein::A,delicato,delicado
697,fest::A,sodo,firme
698,fest::A,sodo,sólido
699,fest::A,fisso,firme
700,fest::A,fisso,sólido
701,flach::A,piano,plano
702,flach::A,piatto,plano
703,glatt::A,liscio,liso
704,hart::A,duro,duro
705,weich::A,molle,muelle
706,rund::A,rotondo,redondo
707,spitz::A,aguzzo,agudo
708,spitz::A,aguzzo,apuntado
709,spitz::A,appuntito,agudo
710,spitz::A,appuntito,apuntado
711,scharf::A,affilato,agudo
712,scharf::A,affilato,afilado
713,scharf::A,tagliente,agudo
714,scharf::A,tagliente,afilado
715,stumpf::A,smussato,sin filo
716,schwer::A,pesante,pesado
717,schön::A,bello,bello
718,schön::A,bello,hermoso
719,heiß::A,caldo,caluroso
720,heiß::A,bollente,caluroso
721,warm::A,caldo,cálido
722,warm::A,caldo,caliente
723,kalt::A,freddo,frío
724,kühl::A,fresco,fresco
725,frisch::A,fresco,fresco
726,feucht::A,ùmido,húmedo
727,nass::A,bagnato,mojado
728,trocken::A,secco,seco
729,voll::A,pieno,lleno
730,leer::A,vuoto,vacío
731,offen::A,aperto,abierto
732,geschlossen::A,chiuso,cerrado
733,sauber::A,netto,limpio
734,sauber::A,pulito,limpio
735,schmutzig::A,sporco,sucio
736,schmutzig::A,sùdicio,sucio
737,roh::A,crudo,crudo
738,reif::A,maturo,maduro
739,lecker::A,ghiotto,rico
740,lecker::A,ghiotto,sabroso
741,lecker::A,squisito,rico
742,lecker::A,squisito,sabroso
743,süß::A,dolce,dulce
744,bitter::A,amaro,amargo
745,sauer::A,aspro,agrio
746,sauer::A,acerbo,agrio
747,hell::A,chiaro,claro
748,dunkel::A,buio,oscuro
749,dunkel::A,oscuro,oscuro
750,schwarz::A,nero,negro
751,weiß::A,bianco,blanco
752,rot::A,rosso,rojo
753,gelb::A,giallo,amarillo
754,blau::A,blu,azul
755,blau::A,azzurro,azul
756,grün::A,verde,verde
757,grau::A,grigio,gris
758,bunt::A,variopinto,multicolor
759,billig::A,a buon prezzo,barato
760,billig::A,a buon mercato,barato
761,teuer::A,caro,caro
762,wertvoll::A,prezioso,valioso
763,wertvoll::A,prezioso,precioso
764,blind::A,cieco,ciego
765,taub::A,sordo,sordo
766,kräftig::A,forte,fuerte
767,kräftig::A,robusto,fuerte
768,stark::A,forte,fuerte
769,stark::A,forte,vigoroso
770,stark::A,vigoroso,fuerte
771,stark::A,vigoroso,vigoroso
772,schwach::A,dèbole,débil
773,fett::A,grasso,obeso
774,schlank::A,snello,esbelto
775,schlank::A,slanciato,esbelto
776,hübsch::A,bello,mono
777,hübsch::A,bello,guapo
778,hübsch::A,carino,mono
779,hübsch::A,carino,guapo
780,böse::A,cattivo,malo
781,dumm::A,stùpido,tonto
782,dumm::A,stùpido,estúpido
783,faul::A,pigro,vago
784,faul::A,pigro,perezoso
785,fleißig::A,diligente,aplicado
786,fleißig::A,diligente,diligente
787,geizig::A,avaro,avaro
788,klug::A,intelligente,sensato
789,klug::A,intelligente,inteligente
790,geschickt::A,àbile,hábil
791,lieb::A,caro,querido
792,lustig::A,gaio,alegre
793,lustig::A,allegro,alegre
794,sanft::A,dolce,suave
795,hungrig::A,affamato,hambriento
796,krank::A,malato,enfermo
797,krank::A,infermo,enfermo
798,nackt::A,nudo,desnudo
799,traurig::A,triste,triste
800,lebendig::A,vivo,vivo
801,lebendig::A,vivo,viviente
802,gut::A,buono,bueno
803,schlecht::A,cattivo,malo
804,richtig::A,giusto,justo
805,richtig::A,giusto,correcto
806,schlimm::A,grave,malo
807,schlimm::A,grave,grave
808,wahr::A,vero,verídico
809,wahr::A,vero,verdadero
810,alt::A,vecchio,viejo
811,neu::A,nuovo,nuevo
812,ehemalig::A,vecchio,antiguo
813,ehemalig::A,d'una_volta,antiguo
814,alt[Lebewesen]::A,anziano,viejo
815,jung::A,giovane,joven
816,arm::A,pòvero,pobre
817,reich::A,ricco,rico
818,bekannt::A,noto,conocido
819,bekannt::A,conosciuto,conocido
820,berühmt::A,famoso,famoso
821,berühmt::A,famoso,célebre
822,berühmt::A,cèlebre,famoso
823,berühmt::A,cèlebre,célebre
824,fremd::A,estràneo,extraño
825,fremd::A,straniero,extraño
826,verschieden::A,diverso,diverso
827,verschieden::A,diverso,distinto
828,verschieden::A,diverso,diferente
829,verschieden::A,differente,diverso
830,verschieden::A,differente,distinto
831,verschieden::A,differente,diferente
832,nah::A,vicino,cercano
833,nah::A,propinquo,cercano
834,fern::A,lontano,lejano
835,linker::A,sinistro,izquierdo
836,rechter::A,destro,derecho
837,anderer::A,altro,otro
838,erster::A,primo,primero
839,zweiter::A,secondo,segundo
840,dritter::A,terzo,tercero
841,letzter::A,ùltimo,último
842,allein::ADV,solo,a solo
