,Concept_ID,ro,xal
85,Wetter::N,timp,теңгр
86,Wetter::N,vreme,теңгр
87,Nebel::N,ceață,будн
88,Nebel::N,negură,будн
89,Wolke::N,nor,үүлн
90,Regen::N,ploaie,хур
91,Schnee::N,zăpadă,цасн
92,Eis::N,gheață,мөсн
93,Frost::N,ger,киитн
94,Kälte::N,frig,киитн
95,Hitze::N,arșiță,халун
96,Hitze::N,căldură,халун
97,Raureif::N,chiciură,цаң
98,Raureif::N,chiciură,кирү
99,Regenbogen::N,curcubeu,солңһ
100,Donner::N,tunet,оһтрһун дун
101,Strömung::N,curent,урсхл
102,Tropfen::N,picătură,дусал
103,Schaum::N,spumă,көөсн
104,Schmutz::N,murdărie,кир
105,See::N,lac,нур
106,Sumpf::N,mlaștină,унул
107,Moor::N,bărăgan,улм
108,Wiese::N,fânaț,хадлһн
109,Wiese::N,livadă,хадлһн
110,Wald::N,codru,ө-модн
111,Wald::N,pădure,ө-модн
112,Hügel::N,deal,толһа
113,Hügel::N,movilă,толһа
114,Anhöhe::N,deal,хамр
115,Anhöhe::N,ridicătură,хамр
116,Berg::N,munte,уул
117,Gipfel::N,pisc,ора
118,Höhle::N,peșteră,хадин көндә
119,Abhang::N,pantă,ташу
120,Abhang::N,versant,ташу
121,Quelle::N,izvor,булг
122,Bach::N,gârlă,һооҗур
123,Fluss::N,râu,һол
124,Fluss::N,fluviu,һол
125,Ufer::N,mal,көвә
126,Ufer::N,țărm,көвә
127,Küste::N,coastă,көвә
128,Küste::N,coastă,теңгсин көвә
129,Festland::N,uscat,хүүрә һазр
130,Meer::N,mare,теңгс
131,Bucht::N,golf,цекә
132,Bucht::N,golf,теңгсин цекә
133,Insel::N,insulă,арл
134,Blume::N,floare,цецг
135,Gras::N,iarbă,ноһан
136,Wurzel::N,rădăcină,уңг
137,Baum::N,copac,модн
138,Baum::N,arbore,модн
139,Stamm::N,tulpină,шилв
140,Stamm::N,tulpină,һол модн
141,Rinde::N,scoarță,көрсн
142,Ast::N,cracă,ац
143,Ast::N,creangă,ац
144,Zweig::N,ramură,ац
145,Zweig::N,creangă,ац
146,Blatt::N,frunză,хамтхасн
147,Birke::N,mesteacăn,хусм модн
148,Kiefer[Baum]::N,pin,шар харһа
149,Weide[Baum]::N,salcie,удн
150,Weide[Baum]::N,răchită,удн
151,Tanne::N,brad,җөөлн цаһан модн
152,Horn::N,corn,өвр
153,Feder::N,pană,өрвлг
154,Fell::N,piele,арсн
155,Flügel::N,aripă,җивр
156,Klaue::N,gheară,хумсн
157,Kralle::N,labă,тавг
158,Kralle::N,gheară,тавг
159,Schwanz::N,coadă,сүл
160,Ei::N,ou,өндгн
161,Nest::N,cuib,үр
162,Bau::N,bârlog,нүкн
163,Bau::N,vizuină,нүкн
164,Tier::N,animal,мал
165,Herde::N,turmă,сүрг мал
166,Herde::N,cireadă,сүрг мал
167,Kuh::N,vacă,үкр
168,Bulle::N,taur,бух
169,Pferd::N,cal,мөрн
170,Schaf::N,oaie,хөн
171,Schwein::N,porc,һаха
172,Hund::N,câine,ноха
173,Katze::N,pisică,мис
174,Bär::N,urs,аю
175,Eichhörnchen::N,veveriță,кермн
176,Elch::N,elan,хандһа
177,Fuchs::N,vulpe,арат
178,Hase::N,iepure,туула
179,Maus::N,șoarece,хулһн
180,Wolf::N,lup,чон
181,Vogel::N,pasăre,шовун
182,Schwarm::N,cârd,зел
183,Huhn::N,găină,така
184,Hahn::N,cocoș,эр така
185,Gans::N,gâscă,һалун
186,Adler::N,vultur,һәрд
187,Ente::N,rață,нуһсн
188,Eule::N,bufniță,һурвлһ
189,Kranich::N,cocor,тоһрун
190,Krähe::N,cioară,шаазһа
191,Kuckuck::N,cuc,эргин хуцдг
192,Schwan::N,lebădă,хун
193,Fisch::N,pește,заһсн
194,Barsch::N,biban,шүрг
195,Hecht::N,știucă,цурх
196,Schlange[Tier]::N,șarpe,моһа
197,Wurm::N,vierme,өтн
198,Spinne::N,păianjen,аралҗн
199,Ameise::N,furnică,шорһлҗн
200,Laus::N,păduche,бөөсн
201,Mücke::N,țânțar,бөкүн
202,Fliege::N,muscă,батхн
203,Schmetterling::N,fluture,эрвәкә
204,Beere::N,boabă,бөөлҗрһн
205,Apfel::N,măr,альмн
206,Pilz::N,burete,теңгрин ки
207,Pilz::N,ciupercă,теңгрин ки
208,Zwiebel::N,ceapă,мәңгрснә толһа
209,Saat::N,semănătură,буудян экн
210,Korn::N,grâu,экн
211,Heu::N,fân,өвсн
212,Schale::N,coajă,хальсн
213,Grube::N,groapă,нүкн
214,Falle::N,cursă,урх
215,Falle::N,cursă,хавх
216,Falle::N,capcană,урх
217,Falle::N,capcană,хавх
218,Schlinge::N,laț,бүтү
219,Spur::N,dâră,мөр
220,Asche::N,cenușă,үмсн
221,Dreck::N,noroi,бальчг
222,Dreck::N,murdărie,бальчг
223,Eisen::N,fier,төмр
224,Gold::N,aur,алтн
225,Silber::N,argint,мөңгн
226,Silber::N,argint,цаһан мөңгн
227,Kohle::N,cărbune,нүүрсн
228,Glas::N,sticlă,шил
229,Lehm::N,lut,шавр
230,Lehm::N,humă,шавр
231,Sand::N,nisip,элсн
232,Mensch::N,om,күн
233,Mensch::N,om,күмн
234,Mensch::N,persoană,күн
235,Mensch::N,persoană,күмн
236,Mann::N,om,эр
237,Mann::N,bărbat,эр
238,Frau::N,femeie,күүкд күн
239,Kind::N,copil,үрн
240,Junge::N,băiat,көвүн
241,Junge::N,flăcău,көвүн
242,Mädchen::N,fată,бичкн күүкн
243,Familie::N,familie,бүл
244,Großvater::N,bunic,өвк эцк
245,Großvater::N,bunic,наһц эцк
246,Großvater::N,tată mare,өвк эцк
247,Großvater::N,tată mare,наһц эцк
248,Großmutter::N,bunică,эмг эк
249,Großmutter::N,bunică,наһц эк
250,Großmutter::N,mamă mare,эмг эк
251,Großmutter::N,mamă mare,наһц эк
252,Eltern::N,părinți,эк эцк хойр
253,Vater::N,tată,эцк
254,Vater::N,părinte,эцк
255,Mutter::N,mamă,эк
256,Sohn::N,fiu,көвүн
257,Sohn::N,fecior,көвүн
258,Tochter::N,fiică,күүкн
259,Bruder::N,frate,дү көвүн
260,Schwester::N,soră,эгч
261,Schwester::N,soră,дү күүкн
262,Onkel::N,unchi,авһ
263,Onkel::N,unchi,наһцх
264,Tante::N,mătușă,наһц эгч
265,Ehemann::N,soț,залу
266,Ehemann::N,bărbat,залу
267,Ehefrau::N,soție,гергн
268,Freude::N,bucurie,байр
269,Gelächter::N,râset,инәдн
270,Glück::N,fericire,җирһл
271,Glück::N,fericire,сәәхн җирһл
272,Kummer::N,mâhnire,зовлң
273,Wunsch::N,dorință,дурн
274,Wunsch::N,deziderat,дурн
275,Lust::N,poftă,җилвтлһн
276,Lust::N,înclinare,җилвтлһн
277,Geist::N,duh,зөрг
278,Geist::N,minte,зөрг
279,Geist::N,suflet,зөрг
280,Gedanke::N,gând,ухан
281,Gedanke::N,cuget,ухан
282,Gedächtnis::N,memorie,чееҗин тодлвр
283,Verstand::N,minte,ухан
284,Verstand::N,intelect,ухан
285,Sinn::N,sens,учр-утх
286,Sinn::N,înțeles,учр-утх
287,Grund::N,cauză,учр
288,Grund::N,cauză,шалтан
289,Grund::N,pricină,учр
290,Grund::N,pricină,шалтан
291,Wahrheit::N,adevăr,үнн
292,Gespräch::N,convorbire,күүндвүр
293,Gespräch::N,conversație,күүндвүр
294,Märchen::N,basm,тууль
295,Märchen::N,poveste,тууль
296,Erzählung::N,poveste,келвр
297,Nachricht::N,veste,медүллһн
298,Neuigkeit::N,noutate,зәңг
299,Neuigkeit::N,actualitate,зәңг
300,Name::N,nume,нерн
301,Rätsel::N,ghicitoare,тәәлвртә тууль
302,Rede::N,discurs,келлһн
303,Sprache::N,limbă,келн
304,Sprache::N,limbaj,келн
305,Stimme::N,glas,дун
306,Wort::N,cuvânt,үг
307,Zeichen::N,semn,темдг
308,Zeichen::N,semnal,темдг
309,Ruf::N,chemare,дуудлһн
310,Lärm::N,zgomot,шууган
311,Lärm::N,tărăboi,шууган
312,Laut::N,sunet,ә
313,Ton::N,ton,дун
314,Lied::N,cântec,дун
315,Ruhe::N,odihnă,амулң
316,Ruhe::N,liniște,амулң
317,Leute::N,lume,әмтн
318,Leute::N,oameni,әмтн
319,Volk::N,popor,улс
320,Volk::N,națiune,улс
321,Arbeit::N,lucru,көдлмш
322,Gast::N,musafir,гиич
323,Geschenk::N,dar,белг
324,Geschenk::N,cadou,белг
325,Spiel::N,joc,наадн
326,Gesellschaft::N,societate,олн
327,Hilfe::N,ajutor,нөкд
328,Freund::N,amic,иньг
329,Freund::N,prieten,иньг
330,Kamerad::N,tovarăș,үр
331,Angelegenheit::N,afacere,керг
332,Anzahl::N,număr,то
333,Anzahl::N,cantitate,то
334,Art::N,fel,зүүл
335,Art::N,specie,зүүл
336,Stück::N,bucată,хусг
337,Teil::N,parte,хүв
338,Teil::N,porție,хүв
339,Hälfte::N,jumătate,өрәл
340,Kreis::N,cerc,төгрг
341,Kreuz::N,cruce,кирс
342,Linie::N,linie,зурасн
343,Strich::N,linie,татасн
344,Strich::N,trăsătură,татасн
345,Abstand::N,distanță,зә
346,Abstand::N,depărtare,зә
347,Entfernung::N,distanță,һазр
348,Entfernung::N,depărtare,һазр
349,Gegend::N,regiune,һазр
350,Platz::N,loc,зә
351,Ort::N,loc,бәәрн
352,Seite::N,latură,тал
353,Seite::N,latură,хаҗу
354,Seite::N,latură,хәврһ
355,Mitte::N,centru,дунд
356,Gegenstand::N,obiect,юмн
357,Sache::N,lucru,юмн
358,Sache::N,chestie,юмн
359,Rand::N,bordură,зах
360,Kante::N,muchie,ирмәг
361,Kante::N,bordură,ирмәг
362,Ecke::N,colț,өнцг
363,Spitze::N,vârf,үзүр
364,Spitze::N,creștet,үзүр
365,Ende::N,capăt,үзүр
366,Loch::N,gaură,хаһрха
367,Winkel::N,colț,булң
368,Muster::N,desen,намч
369,Größe::N,mărime,кемҗән
370,Länge::N,lungime,ут
371,Höhe::N,înălțime,өндр
372,Gewicht::N,greutate,күнд
373,Gewicht::N,greutate,чиңнүр
374,Menge::N,cantitate,ик
375,Haufen::N,grămadă,ова
376,Reihe::N,șir,зерг
377,Reihe::N,șir,зерглән
378,Reihe::N,rând,зерг
379,Reihe::N,rând,зерглән
380,Boot::N,barcă,оңһц
381,Boot::N,luntre,оңһц
382,Ruder::N,vâslă,хәәв
383,Ruder::N,lopată,хәәв
384,Schlitten::N,sanie,цан
385,Ski::N,schi,лыҗ
386,Lagerfeuer::N,foc de tabără,костёр
387,Last::N,povară,күнд
388,Last::N,sarcină,күнд
389,Gang::N,mers,йовлһн
390,Gang::N,umblet,йовлһн
391,Schritt::N,pas,ишкм
392,Norden::N,nord,ар үзг
393,Norden::N,miazănoapte,ар үзг
394,Süden::N,sud,өмн
395,Süden::N,sud,өмн үзг
396,Süden::N,miazăzi,өмн
397,Süden::N,miazăzi,өмн үзг
398,Westen::N,apus,барун
399,Westen::N,apus,барун үзг
400,Osten::N,est,зүн
401,Osten::N,est,зүн үзг
402,Osten::N,răsărit,зүн
403,Osten::N,răsărit,зүн үзг
404,Holz::N,lemn,модн
405,Brett::N,scândură,харһа
406,Platte::N,placă,хавтха чолун
407,Stütze::N,proptea,тулг
408,Stange::N,bară,уньн
409,Stange::N,prăjină,уньн
410,Stock::N,băț,модн
411,Stock::N,baston,модн
412,Stab::N,baston,шуург
413,Stab::N,prăjină,шуург
414,Rohr::N,tub,турва
415,Rohr::N,țeavă,турва
416,Haus::N,casă,гер
417,Heim::N,casă,гер-бул
418,Heim::N,cămin,гер-бул
419,Ofen::N,sobă,беш
420,Fußboden::N,podea,девскр
421,Fußboden::N,dușumea,девскр
422,Tisch::N,masă,ширә
423,Stuhl::N,scaun,стул
424,Wiege::N,leagăn,өлгә
425,Wiege::N,leagăn,дүүҗң
426,Bett::N,pat,орн
427,Bett::N,pat,орндг
428,Regal::N,rafturi,таг
429,Regal::N,rafturi,тәвц
430,Kiste::N,ladă,яршг
431,Kiste::N,cutie,яршг
432,Fenster::N,fereastră,терз
433,Tür::N,ușă,үүдн
434,Tor::N,poartă,үүдн
435,Tor::N,poartă,өргн үүдн
436,Tor::N,poartă,хашан үүдн
437,Zaun::N,gard,хаша
438,Dach::N,acoperiș,деевр
439,Leiter::N,scară,шат
440,Leiter::N,scară,давшур
441,Besen::N,mătură,сәвүр
442,Spaten::N,cazma,күрз
443,Spaten::N,hârleț,күрз
444,Schaufel::N,lopată,совг
445,Gabel::N,furculiță,серә
446,Löffel::N,lingură,ухр
447,Messer::N,cuțit,утх
448,Nagel::N,cui,хадасн
449,Netz::N,plasă,гөлм
450,Haken::N,cârlig,дегә
451,Griff::N,mâner,иш
452,Griff::N,mâner,бәрүл
453,Schloss::N,lacăt,оньс
454,Bild::N,tablou,зург
455,Bild::N,imagine,зург
456,Figur::N,chip,фигур
457,Figur::N,figură,фигур
458,Puppe::N,păpușă,наадһа
459,Beutel::N,pungă,мишг
460,Beutel::N,săculeț,мишг
461,Bündel::N,mănunchi,багла
462,Bündel::N,mănunchi,боодһа
463,Tasche::N,geantă,сумк
464,Eimer::N,găleată,суулһ
465,Deckel::N,capac,бүркәсн
466,Geschirr::N,vase,сав
467,Geschirr::N,vase,сав-сарх
468,Geschirr::N,tacâmuri,сав
469,Geschirr::N,tacâmuri,сав-сарх
470,Sack::N,sac,мишг
471,Tasse::N,ceașcă,ааһ
472,Topf::N,oală,кастрюль
473,Kessel::N,cazan,хәәсн
474,Kessel::N,căldare,хәәсн
475,Essen::N,mâncare,зоогллһн
476,Nahrung::N,hrană,теҗәл
477,Nahrung::N,aliment,теҗәл
478,Speise::N,bucate,хот
479,Speise::N,fel de bucate,хот
480,Fleisch::N,carne,махн
481,Getreide::N,cereale,хот болҗ эдлгддг цецгүдтә урһмл
482,Brei::N,pireu,хаш
483,Brot::N,pâine,өдмг
484,Scheibe::N,felie,зүсм
485,Scheibe::N,bucată,зүсм
486,Fett::N,untură,өөкн
487,Fett::N,grăsime,өөкн
488,Butter::N,unt,тосн
489,Öl::N,ulei,тосн
490,Salz::N,sare,давсн
491,Suppe::N,supă,шөлн
492,Suppe::N,ciorbă,шөлн
493,Honig::N,miere,бал
494,Milch::N,lapte,үсн
495,Tee::N,ceai,цә
496,Leder::N,piele,арсн
497,Wolle::N,lână,утцн
498,Wolle::N,lână,эд
499,Stoff::N,stofă,эд
500,Nadel::N,ac,зүн
501,Faden::N,ață,утцн
502,Knopf::N,buton,товч
503,Knoten::N,nod,зәңгдә
504,Farbe::N,vopsea,будг
505,Kleidung::N,haine,хувцн
506,Kleidung::N,haine,хувц-хунр
507,Kleidung::N,îmbrăcăminte,хувцн
508,Kleidung::N,îmbrăcăminte,хувц-хунр
509,Hemd::N,cămașă,киилг
510,Kragen::N,guler,зах
511,Ärmel::N,mânecă,ханцн
512,Hose::N,pantaloni,шалвур
513,Gürtel::N,cordon,бүс
514,Mütze::N,șapcă,махла
515,Schuh::N,gheată,башмгуд
516,Stiefel::N,cizmă,һосн
517,Ring::N,inel,билцг
518,Ring::N,verigă,билцг
519,Band::N,panglică,лент
520,Band::N,șiret,лент
521,Kamm::N,pieptene,сам
522,Spiegel::N,oglindă,толь
523,Riemen::N,curea,бүс
524,Schnur::N,funie,деесн
525,Schnur::N,sfoară,деесн
526,Leine::N,lesă,бурнтг
527,Leine::N,lesă,нохан көтлвр
528,Leine::N,curea,бурнтг
529,Leine::N,curea,нохан көтлвр
530,Decke::N,pătură,көнҗл
531,Kissen::N,pernă,дер
532,Tuch::N,batic,альчур
533,Handtuch::N,prosop,полотенц
534,Handtuch::N,prosop,һар-нүүрин альчур
535,Handtuch::N,ștergar,полотенц
536,Handtuch::N,ștergar,һар-нүүрин альчур
537,Kraft::N,forță,күчн
538,Kraft::N,putere,күчн
539,Stärke::N,tărie,чидл
540,Stärke::N,vigoare,чидл
541,Gesundheit::N,sănătate,эрүл-менд
542,Krankheit::N,boală,өвчн
543,Krankheit::N,maladie,өвчн
544,Schmerz::N,durere,өвдлһн
545,Wunde::N,rană,шав
546,Fieber::N,febră,безг
547,Arznei::N,leac,эм
548,Arznei::N,medicament,эм
549,Brücke::N,pod,тагт
550,Brücke::N,punte,тагт
551,Brunnen::N,puț,худг
552,Weide::N,izlaz,малын идг
553,Weide::N,pășune,малын идг
554,Pfad::N,cărare,цувг
555,Weg::N,drum,хаалһ
556,Straße::N,cale,зам
557,Straße::N,stradă,зам
558,Dorf::N,sat,хотн
559,Stadt::N,oraș,балһсн
560,Brief::N,scrisoare,бичг
561,Buch::N,carte,дегтр
562,Buchstabe::N,literă,үзг
563,Buchstabe::N,caracter,үзг
564,Zeitung::N,ziar,газет
565,Zeitung::N,gazetă,газет
566,Leben::N,viață,җирһл
567,Tod::N,moarte,үкл
568,Tod::N,moarte,өңгрлһн
569,Grab::N,groapă,оршалһна нүкн
570,Grab::N,mormânt,оршалһна нүкн
571,Kirche::N,biserică,чонҗ
572,Sünde::N,păcat,нүл
573,Sünde::N,păcat,килнц
574,Gott::N,zeu,бурхн
575,Arbeiter::N,muncitor,көдлмшч
576,Chef::N,șef,толһач
577,Meister::N,meșter,урн
578,Meister::N,maestru,урн
579,Arzt::N,medic,эмч
580,Arzt::N,doctor,эмч
581,Lehrer::N,profesor,багш
582,Lehrer::N,învățător,багш
583,Geld::N,bani,мөңгн
584,Geld::N,parale,мөңгн
585,Geschäft::N,treabă,көдлмш
586,Geschäft::N,afacere,көдлмш
587,Laden::N,magazin,лавк
588,Laden::N,prăvălie,лавк
589,Preis::N,preț,үн
590,Ware::N,marfă,эд-тавр
591,Nutzen::N,folos,олз
592,Nutzen::N,profit,олз
593,Reichtum::N,avuție,зөөр
594,Reichtum::N,bogăție,зөөр
595,Welt::N,lume,орчлң
596,Welt::N,lume,делкә
597,Land::N,țară,орн-нутг
598,Staat::N,stat,государств
599,König::N,rege,хан
600,Macht::N,putere,йосн
601,Macht::N,putință,йосн
602,Grenze::N,hotar,меҗә
603,Grenze::N,graniță,меҗә
604,Grenze::N,frontieră,меҗә
605,Krieg::N,război,дән
606,Feind::N,dușman,дәәсн
607,Gewalt::N,violență,күч һарһлһн
608,Kampf::N,luptă,ноолдан
609,Kampf::N,luptă,бәрлдлһн
610,Bogen[Waffe]::N,arc,саадг
611,Pfeil::N,săgeată,сумн
612,Gewehr::N,armă,бу
613,Gewehr::N,pușcă,бу
614,Fehler::N,eroare,алдг
615,Fehler::N,greșeală,алдг
616,Lüge::N,minciună,худл
617,Schaden::N,daună,хорлт
618,Schaden::N,pagubă,хорлт
619,Unglück::N,nenorocire,гүрм
620,Schuld::N,vină,гем
621,Schuld::N,vină,буру
622,Alter::N,etate,насн
623,Alter::N,vârstă,насн
624,Schluss::N,sfârșit,чилгч
625,Zeit::N,timp,цаг
626,Zeit::N,vreme,цаг
627,Tag::N,zi,өдр
628,Morgen::N,dimineață,өрүн
629,Mittag::N,prânz,үд
630,Mittag::N,amiază,үд
631,Abend::N,seară,асхн
632,Nacht::N,noapte,сө
633,Woche::N,săptămână,долан хонг
634,Monat::N,lună,сар
635,Jahr::N,an,җил
636,Frühling::N,primăvară,хавр
637,Sommer::N,vară,зун
638,Herbst::N,toamnă,намр
639,Winter::N,iarnă,үвл
640,Januar::N,ianuarie,январь
641,Februar::N,februarie,февраль
642,März::N,martie,март
643,März::N,martie,моһа сар
644,April::N,aprilie,апрель
645,Mai::N,mai,май
646,Juni::N,iunie,июнь
647,Juni::N,iunie,мөчн сар
648,Juli::N,iulie,июль
649,August::N,august,август
650,September::N,septembrie,һаха сар
651,Oktober::N,octombrie,октябрь
652,November::N,noiembrie,ноябрь
653,November::N,noiembrie,үкр сар
654,Dezember::N,decembrie,бар сар
655,Montag::N,luni,понедельник
656,Dienstag::N,marți,вторник
657,Mittwoch::N,miercuri,среда
658,Mittwoch::N,miercuri,үлмҗ өдр
659,Donnerstag::N,joi,четверг
660,Donnerstag::N,joi,пүрвә өдр
661,Freitag::N,vineri,пятниц
662,Samstag::N,sâmbătă,суббот
663,Sonntag::N,duminică,нарн өдр
664,Sonntag::N,duminică,воскресень
665,groß::A,mare,ик
666,klein::A,mic,бичкн
667,lang::A,lung,ут
668,kurz::A,scurt,оһтр
669,breit::A,lat,өргн
670,breit::A,larg,өргн
671,schmal::A,strâmt,уутьхн
672,dicht::A,des,нигт
673,dick[Gegenstand]::A,gros,зузан
674,dünn::A,subțire,нимгн
675,fein::A,fin,нәрхн
676,fein::A,subțire,нәрхн
677,fest::A,tare,бат
678,fest::A,solid,бат
679,flach::A,șes,хавтха
680,flach::A,plan,хавтха
681,glatt::A,lins,тегш
682,glatt::A,lins,тиньгр
683,hart::A,dur,хату
684,weich::A,moale,җөөлн
685,weich::A,moale,җөөлкн
686,rund::A,rotund,төгрг
687,rund::A,circular,төгрг
688,spitz::A,ascuțit,шовһр
689,scharf::A,tăios,хурц
690,scharf::A,ascuțit,хурц
691,stumpf::A,tocit,мука
692,schwer::A,greu,күнд
693,schön::A,frumos,сәәхн
694,heiß::A,cald,халун
695,heiß::A,fierbinte,халун
696,warm::A,cald,дулан
697,warm::A,fierbinte,дулан
698,kalt::A,rece,киитн
699,kühl::A,rece,серүн
700,kühl::A,răcoros,серүн
701,frisch::A,răcoros,серүн
702,frisch::A,proaspăt,серүн
703,feucht::A,umed,чиигтә
704,feucht::A,jilav,чиигтә
705,nass::A,ud,чиигтә
706,trocken::A,sec,хагсу
707,trocken::A,uscat,хагсу
708,voll::A,plin,дүүрң
709,leer::A,gol,сул
710,leer::A,gol,хоосн
711,offen::A,deschis,секәтә
712,geschlossen::A,închis,хаалһата
713,sauber::A,curat,цевр
714,schmutzig::A,murdar,киртә
715,roh::A,crud,түүкә
716,reif::A,copt,болсн
717,lecker::A,gustos,әмтәхн
718,süß::A,dulce,әмтәхн
719,bitter::A,amar,һашун
720,bitter::A,amar,һашута
721,sauer::A,acru,ишклң
722,hell::A,clar,герлтә
723,hell::A,luminos,герлтә
724,dunkel::A,obscur,харңһу
725,dunkel::A,întunecos,харңһу
726,schwarz::A,negru,хар
727,weiß::A,alb,цаһан
728,rot::A,roșu,улан
729,gelb::A,galben,шар
730,blau::A,albastru,көк
731,grün::A,verde,көк
732,grau::A,gri,бор
733,grau::A,cenușiu,бор
734,bunt::A,colorat,алг
735,bunt::A,colorat,эрәтә
736,billig::A,ieftin,кимд
737,teuer::A,scump,үнтә
738,wertvoll::A,prețios,үнтә
739,wertvoll::A,prețios,эрднь
740,blind::A,orb,сохр
741,taub::A,surd,дүлә
742,kräftig::A,tare,күчтә
743,kräftig::A,forte,күчтә
744,kräftig::A,robust,күчтә
745,stark::A,viguros,чаңһ
746,stark::A,puternic,чаңһ
747,schwach::A,slab,күчн тату
748,schwach::A,debil,күчн тату
749,fett::A,gras,тарһн
750,schlank::A,zvelt,эццн
751,hübsch::A,drăguț,көркхн
752,böse::A,rău,уурта
753,böse::A,răutăcios,уурта
754,dumm::A,nerod,тенг
755,dumm::A,tâmpit,тенг
756,faul::A,leneș,залху
757,fleißig::A,harnic,кинән
758,fleißig::A,harnic,кинмһә
759,fleißig::A,sârguincios,кинән
760,fleißig::A,sârguincios,кинмһә
761,geizig::A,calic,ховдг
762,geizig::A,zgârcit,ховдг
763,klug::A,isteț,ухата
764,klug::A,deștept,ухата
765,geschickt::A,dibaci,чадмг
766,lieb::A,drag,эңкр
767,lieb::A,iubit,эңкр
768,lustig::A,vesel,сергмҗтә
769,lustig::A,vesel,җирһлтә
770,sanft::A,blând,номһн
771,sanft::A,blajin,номһн
772,hungrig::A,flămând,өлн
773,hungrig::A,flămând,харһнсн
774,krank::A,bolnav,өвчтә
775,krank::A,bolnav,шалтгта
776,nackt::A,gol,нүцкн
777,traurig::A,trist,һундлта
778,traurig::A,mâhnit,һундлта
779,lebendig::A,viu,әмд
780,gut::A,bun,сән
781,schlecht::A,rău,му
782,schlecht::A,prost,му
783,richtig::A,drept,зөвтә
784,richtig::A,corect,зөвтә
785,schlimm::A,rău,җигшүртә
786,wahr::A,adevărat,үнн
787,wahr::A,adevărat,мөн
788,alt::A,uzat,хуучн
789,alt::A,vechi,хуучн
790,neu::A,nou,шин
791,ehemalig::A,fost,хуучн
792,ehemalig::A,anterior,хуучн
793,alt[Lebewesen]::A,bătrîn,көгшн
794,jung::A,tânăr,баһ
795,arm::A,sărac,угатя
796,arm::A,sărman,угатя
797,reich::A,avut,байн
798,reich::A,bogat,байн
799,bekannt::A,cunoscut,таньл
800,bekannt::A,cunoscut,таньдг
801,berühmt::A,renumit,туурсн
802,fremd::A,străin,күүнә
803,verschieden::A,diferit,әдл биш
804,verschieden::A,diferit,йилһәтә
805,verschieden::A,deosebit,әдл биш
806,verschieden::A,deosebit,йилһәтә
807,nah::A,apropiat,өөрхн
808,fern::A,departe,хол
809,linker::A,stâng,зүн
